time,SNUADC/ECG_V5,SNUADC/CVP,Solar8000/PLETH_HR,Solar8000/RR_CO2,SNUADC/ART,Solar8000/ART_MBP,Solar8000/PLETH_SPO2,SNUADC/ECG_II,Solar8000/ART_DBP,Solar8000/CVP,Solar8000/ART_SBP,Solar8000/HR,Solar8000/ETCO2
6380,NaN,NaN,87,14,NaN,91,100,NaN,65,5,152,86,33
6381,NaN,NaN,,,NaN,,,NaN,,,,,
6382,NaN,NaN,87,14,NaN,91,100,NaN,64,5,152,87,33
6383,NaN,NaN,,,NaN,,,NaN,,,,,
6384,NaN,NaN,87,14,NaN,91,100,NaN,64,5,152,87,33
6385,NaN,NaN,,,NaN,,,NaN,,,,,
6386,NaN,NaN,87,14,NaN,91,100,NaN,64,5,152,87,33
6387,NaN,NaN,,,NaN,,,NaN,,,,,
6388,NaN,NaN,87,14,NaN,89,100,NaN,63,5,149,87,33
6389,NaN,NaN,,,NaN,,,NaN,,,,,
6390,NaN,NaN,87,14,NaN,89,100,NaN,63,5,149,87,33
6391,NaN,NaN,,,NaN,,,NaN,,,,,
6392,NaN,NaN,87,14,NaN,88,100,NaN,61,5,145,87,34
6393,NaN,NaN,,,NaN,,,NaN,,,,,
6394,NaN,NaN,87,14,NaN,89,100,NaN,63,5,150,86,34
6395,NaN,NaN,,,NaN,,,NaN,,,,,
6396,NaN,NaN,87,14,NaN,86,100,NaN,61,5,144,86,34
6397,NaN,NaN,,,NaN,,,NaN,,,,,
6398,NaN,NaN,87,14,NaN,88,100,NaN,62,5,149,86,34
6399,NaN,NaN,,,NaN,,,NaN,,,,,
6400,NaN,NaN,87,14,NaN,86,100,NaN,60,5,143,86,34
6401,NaN,NaN,,,NaN,,,NaN,,,,,
6402,NaN,NaN,86,14,NaN,87,99,NaN,62,5,148,86,34
6403,NaN,NaN,,,NaN,,,NaN,,,,,
6404,NaN,NaN,86,14,NaN,85,99,NaN,60,5,143,86,33
6405,NaN,NaN,,,NaN,,,NaN,,,,,
6406,NaN,NaN,86,14,NaN,87,99,NaN,61,5,147,85,33
6407,NaN,NaN,,,NaN,,,NaN,,,,,
6408,NaN,NaN,86,14,NaN,86,99,NaN,60,5,145,85,33
6409,NaN,NaN,,,NaN,,,NaN,,,,,
6410,NaN,NaN,86,14,NaN,85,99,NaN,61,5,144,85,34
6411,NaN,NaN,,,NaN,,,NaN,,,,,
6412,NaN,NaN,86,14,NaN,86,100,NaN,61,5,145,85,34
6413,NaN,NaN,,,NaN,,,NaN,,,,,
6414,NaN,NaN,86,14,NaN,85,100,NaN,61,5,144,85,34
6415,NaN,NaN,,,NaN,,,NaN,,,,,
6416,NaN,NaN,86,14,NaN,87,99,NaN,61,5,146,85,34
6417,NaN,NaN,,,NaN,,,NaN,,,,,
6418,NaN,NaN,86,14,NaN,85,99,NaN,61,4,143,85,34
6419,NaN,NaN,,,NaN,,,NaN,,,,,
6420,NaN,NaN,86,14,NaN,86,99,NaN,61,4,146,85,34
6421,NaN,NaN,,,NaN,,,NaN,,,,,
6422,NaN,NaN,86,14,NaN,85,99,NaN,60,4,143,85,34
6423,NaN,NaN,,,NaN,,,NaN,,,,,
6424,NaN,NaN,86,14,NaN,87,99,NaN,62,4,149,85,34
6425,NaN,NaN,,,NaN,,,NaN,,,,,
6426,NaN,NaN,86,14,NaN,85,99,NaN,60,4,143,85,34
6427,NaN,NaN,,,NaN,,,NaN,,,,,
6428,NaN,NaN,86,14,NaN,86,99,NaN,61,4,147,85,34
6429,NaN,NaN,,,NaN,,,NaN,,,,,
6430,NaN,NaN,86,14,NaN,84,99,NaN,60,5,142,85,33
6431,NaN,NaN,,,NaN,,,NaN,,,,,
6432,NaN,NaN,86,14,NaN,86,99,NaN,61,5,146,85,33
6433,NaN,NaN,,,NaN,,,NaN,,,,,
6434,NaN,NaN,86,14,NaN,83,99,NaN,58,5,141,86,33
6435,NaN,NaN,,,NaN,,,NaN,,,,,
6436,NaN,NaN,86,14,NaN,83,100,NaN,59,5,141,85,33
6437,NaN,NaN,,,NaN,,,NaN,,,,,
6438,NaN,NaN,86,14,NaN,83,99,NaN,58,4,140,85,33
6439,NaN,NaN,,,NaN,,,NaN,,,,,
6440,NaN,NaN,86,14,NaN,82,100,NaN,58,4,138,85,33
6441,NaN,NaN,,,NaN,,,NaN,,,,,
6442,NaN,NaN,86,14,NaN,80,100,NaN,57,4,136,85,33
6443,NaN,NaN,,,NaN,,,NaN,,,,,
6444,NaN,NaN,85,14,NaN,80,100,NaN,57,4,136,85,33
6445,NaN,NaN,,,NaN,,,NaN,,,,,
6446,NaN,NaN,85,14,NaN,80,100,NaN,57,4,138,85,33
6447,NaN,NaN,,,NaN,,,NaN,,,,,
6448,NaN,NaN,85,14,NaN,79,100,NaN,56,5,133,85,33
6449,NaN,NaN,,,NaN,,,NaN,,,,,
6450,NaN,NaN,85,14,NaN,81,100,NaN,58,5,138,85,34
6451,NaN,NaN,,,NaN,,,NaN,,,,,
6452,NaN,NaN,85,14,NaN,80,100,NaN,57,4,132,84,34
6453,NaN,NaN,,,NaN,,,NaN,,,,,
6454,NaN,NaN,85,14,NaN,82,100,NaN,59,4,138,84,34
6455,NaN,NaN,,,NaN,,,NaN,,,,,
6456,NaN,NaN,85,14,NaN,81,99,NaN,58,5,133,84,34
6457,NaN,NaN,,,NaN,,,NaN,,,,,
6458,NaN,NaN,85,14,NaN,82,99,NaN,60,5,137,84,34
6459,NaN,NaN,,,NaN,,,NaN,,,,,
6460,NaN,NaN,85,14,NaN,81,100,NaN,58,4,133,84,34
6461,NaN,NaN,,,NaN,,,NaN,,,,,
6462,NaN,NaN,84,14,NaN,81,99,NaN,59,4,135,84,33
6463,NaN,NaN,,,NaN,,,NaN,,,,,
6464,NaN,NaN,84,14,NaN,80,99,NaN,58,4,131,84,33
6465,NaN,NaN,,,NaN,,,NaN,,,,,
6466,NaN,NaN,84,14,NaN,81,99,NaN,59,4,135,84,33
6467,NaN,NaN,,,NaN,,,NaN,,,,,
6468,NaN,NaN,85,14,NaN,80,99,NaN,58,4,132,84,33
6469,NaN,NaN,,,NaN,,,NaN,,,,,
6470,NaN,NaN,84,14,NaN,80,99,NaN,59,4,132,85,33
6471,NaN,NaN,,,NaN,,,NaN,,,,,
6472,NaN,NaN,85,14,NaN,82,99,NaN,59,5,136,84,33
6473,NaN,NaN,,,NaN,,,NaN,,,,,
6474,NaN,NaN,85,14,NaN,81,99,NaN,59,5,134,84,33
6475,NaN,NaN,,,NaN,,,NaN,,,,,
6476,NaN,NaN,85,14,NaN,82,99,NaN,59,5,137,83,33
6477,NaN,NaN,,,NaN,,,NaN,,,,,
6478,NaN,NaN,85,14,NaN,81,99,NaN,58,4,135,84,33
6479,NaN,NaN,,,NaN,,,NaN,,,,,
6480,NaN,NaN,85,14,NaN,83,99,NaN,59,4,139,84,32
6481,NaN,NaN,,,NaN,,,NaN,,,,,
6482,NaN,NaN,85,14,NaN,80,99,NaN,57,4,133,84,32
6483,NaN,NaN,,,NaN,,,NaN,,,,,
6484,NaN,NaN,85,14,NaN,82,99,NaN,58,4,138,84,32
6485,NaN,NaN,,,NaN,,,NaN,,,,,
6486,NaN,NaN,85,14,NaN,80,99,NaN,57,4,133,84,32
6487,NaN,NaN,,,NaN,,,NaN,,,,,
6488,NaN,NaN,85,14,NaN,81,99,NaN,58,4,138,84,32
6489,NaN,NaN,,,NaN,,,NaN,,,,,
6490,NaN,NaN,85,14,NaN,80,100,NaN,57,4,133,84,32
6491,NaN,NaN,,,NaN,,,NaN,,,,,
6492,NaN,NaN,85,14,NaN,80,100,NaN,58,4,135,84,32
6493,NaN,NaN,,,NaN,,,NaN,,,,,
6494,NaN,NaN,85,14,NaN,80,100,NaN,56,4,133,84,32
6495,NaN,NaN,,,NaN,,,NaN,,,,,
6496,NaN,NaN,85,14,NaN,79,100,NaN,57,4,134,84,32
6497,NaN,NaN,,,NaN,,,NaN,,,,,
6498,NaN,NaN,85,14,NaN,78,100,NaN,56,4,131,84,33
6499,NaN,NaN,,,NaN,,,NaN,,,,,
6500,NaN,NaN,85,14,NaN,78,100,NaN,57,4,131,84,33
6501,NaN,NaN,,,NaN,,,NaN,,,,,
6502,NaN,NaN,85,14,NaN,77,99,NaN,55,4,129,84,33
6503,NaN,NaN,,,NaN,,,NaN,,,,,
6504,NaN,NaN,84,14,NaN,77,99,NaN,55,4,128,84,33
6505,NaN,NaN,,,NaN,,,NaN,,,,,
6506,NaN,NaN,84,14,NaN,78,99,NaN,57,4,132,84,33
6507,NaN,NaN,,,NaN,,,NaN,,,,,
6508,NaN,NaN,84,14,NaN,77,99,NaN,56,4,128,84,33
6509,NaN,NaN,,,NaN,,,NaN,,,,,
6510,NaN,NaN,84,14,NaN,79,100,NaN,57,4,132,84,33
6511,NaN,NaN,,,NaN,,,NaN,,,,,
6512,NaN,NaN,84,14,NaN,78,100,NaN,57,4,129,84,33
6513,NaN,NaN,,,NaN,,,NaN,,,,,
6514,NaN,NaN,84,14,NaN,80,100,NaN,58,4,134,84,33
6515,NaN,NaN,,,NaN,,,NaN,,,,,
6516,NaN,NaN,84,14,NaN,79,100,NaN,57,4,130,84,33
6517,NaN,NaN,,,NaN,,,NaN,,,,,
6518,NaN,NaN,84,14,NaN,80,100,NaN,58,4,135,96,33
6519,NaN,NaN,,,NaN,,,NaN,,,,,
6520,NaN,NaN,84,14,NaN,78,99,NaN,56,4,128,96,33
6521,NaN,NaN,,,NaN,,,NaN,,,,,
6522,NaN,NaN,84,14,NaN,78,100,NaN,57,4,132,92,33
6523,NaN,NaN,,,NaN,,,NaN,,,,,
6524,NaN,NaN,83,14,NaN,77,100,NaN,55,4,127,82,33
6525,NaN,NaN,,,NaN,,,NaN,,,,,
6526,NaN,NaN,83,14,NaN,77,100,NaN,56,4,129,82,33
6527,NaN,NaN,,,NaN,,,NaN,,,,,
6528,NaN,NaN,83,14,NaN,76,100,NaN,54,4,127,82,33
6529,NaN,NaN,,,NaN,,,NaN,,,,,
6530,NaN,NaN,83,14,NaN,76,99,NaN,56,4,128,83,33
6531,NaN,NaN,,,NaN,,,NaN,,,,,
6532,NaN,NaN,84,14,NaN,77,99,NaN,55,4,130,83,33
6533,NaN,NaN,,,NaN,,,NaN,,,,,
6534,NaN,NaN,84,14,NaN,76,100,NaN,55,4,128,83,33
6535,NaN,NaN,,,NaN,,,NaN,,,,,
6536,NaN,NaN,84,14,NaN,77,100,NaN,56,4,131,83,32
6537,NaN,NaN,,,NaN,,,NaN,,,,,
6538,NaN,NaN,84,14,NaN,76,100,NaN,55,4,128,84,32
6539,NaN,NaN,,,NaN,,,NaN,,,,,
6540,NaN,NaN,84,14,NaN,77,99,NaN,55,4,131,84,32
6541,NaN,NaN,,,NaN,,,NaN,,,,,
6542,NaN,NaN,84,14,NaN,75,99,NaN,54,4,126,83,33
6543,NaN,NaN,,,NaN,,,NaN,,,,,
6544,NaN,NaN,84,14,NaN,77,100,NaN,56,4,132,83,33
6545,NaN,NaN,,,NaN,,,NaN,,,,,
6546,NaN,NaN,84,14,NaN,75,100,NaN,54,5,126,83,33
6547,NaN,NaN,,,NaN,,,NaN,,,,,
6548,NaN,NaN,83,14,NaN,76,100,NaN,56,5,131,83,32
6549,NaN,NaN,,,NaN,,,NaN,,,,,
6550,NaN,NaN,83,14,NaN,75,100,NaN,54,5,126,83,32
6551,NaN,NaN,,,NaN,,,NaN,,,,,
6552,NaN,NaN,83,14,NaN,76,100,NaN,56,5,130,83,32
6553,NaN,NaN,,,NaN,,,NaN,,,,,
6554,NaN,NaN,83,14,NaN,76,100,NaN,55,5,128,83,32
6555,NaN,NaN,,,NaN,,,NaN,,,,,
6556,NaN,NaN,83,14,NaN,78,100,NaN,57,5,131,83,32
6557,NaN,NaN,,,NaN,,,NaN,,,,,
6558,NaN,NaN,83,14,NaN,77,100,NaN,55,5,128,82,32
6559,NaN,NaN,,,NaN,,,NaN,,,,,
6560,NaN,NaN,83,14,NaN,77,100,NaN,56,5,127,83,32
6561,NaN,NaN,,,NaN,,,NaN,,,,,
6562,NaN,NaN,83,14,NaN,77,100,NaN,56,4,129,83,32
6563,NaN,NaN,,,NaN,,,NaN,,,,,
6564,NaN,NaN,83,14,NaN,76,100,NaN,55,4,125,83,32
6565,NaN,NaN,,,NaN,,,NaN,,,,,
6566,NaN,NaN,83,14,NaN,76,100,NaN,56,4,128,83,32
6567,NaN,NaN,,,NaN,,,NaN,,,,,
6568,NaN,NaN,83,14,NaN,75,100,NaN,55,4,126,83,32
6569,NaN,NaN,,,NaN,,,NaN,,,,,
6570,NaN,NaN,84,14,NaN,77,100,NaN,56,4,131,83,32
6571,NaN,NaN,,,NaN,,,NaN,,,,,
6572,NaN,NaN,84,14,NaN,76,100,NaN,55,4,126,83,32
6573,NaN,NaN,,,NaN,,,NaN,,,,,
6574,NaN,NaN,83,14,NaN,77,100,NaN,56,4,129,83,32
6575,NaN,NaN,,,NaN,,,NaN,,,,,
6576,NaN,NaN,83,14,NaN,74,100,NaN,54,4,122,83,32
6577,NaN,NaN,,,NaN,,,NaN,,,,,
6578,NaN,NaN,83,14,NaN,75,100,NaN,55,4,125,83,32
6579,NaN,NaN,,,NaN,,,NaN,,,,,
6580,NaN,NaN,83,14,NaN,73,100,NaN,53,4,121,83,33
6581,NaN,NaN,,,NaN,,,NaN,,,,,
6582,NaN,NaN,83,14,NaN,74,100,NaN,54,4,125,82,33
6583,NaN,NaN,,,NaN,,,NaN,,,,,
6584,NaN,NaN,83,14,NaN,73,100,NaN,52,4,122,82,33
6585,NaN,NaN,,,NaN,,,NaN,,,,,
6586,NaN,NaN,83,14,NaN,73,100,NaN,53,4,125,82,33
6587,NaN,NaN,,,NaN,,,NaN,,,,,
6588,NaN,NaN,83,14,NaN,74,100,NaN,53,4,125,82,33
6589,NaN,NaN,,,NaN,,,NaN,,,,,
6590,NaN,NaN,83,14,NaN,74,100,NaN,53,4,125,82,33
6591,NaN,NaN,,,NaN,,,NaN,,,,,
6592,NaN,NaN,83,14,NaN,74,100,NaN,54,4,124,82,33
6593,NaN,NaN,,,NaN,,,NaN,,,,,
6594,NaN,NaN,83,14,NaN,74,100,NaN,53,4,123,82,33
6595,NaN,NaN,,,NaN,,,NaN,,,,,
6596,NaN,NaN,83,14,NaN,74,100,NaN,54,4,126,82,33
6597,NaN,NaN,,,NaN,,,NaN,,,,,
6598,NaN,NaN,83,14,NaN,73,99,NaN,53,4,121,82,33
6599,NaN,NaN,,,NaN,,,NaN,,,,,
6600,NaN,NaN,82,14,NaN,74,100,NaN,54,5,126,82,33
6601,NaN,NaN,,,NaN,,,NaN,,,,,
6602,NaN,NaN,82,14,NaN,73,100,NaN,52,5,121,82,33
6603,NaN,NaN,,,NaN,,,NaN,,,,,
6604,NaN,NaN,82,14,NaN,74,100,NaN,54,5,126,82,34
6605,NaN,NaN,,,NaN,,,NaN,,,,,
6606,NaN,NaN,82,14,NaN,74,100,NaN,53,4,124,82,34
6607,NaN,NaN,,,NaN,,,NaN,,,,,
6608,NaN,NaN,82,14,NaN,76,100,NaN,55,4,129,82,34
6609,NaN,NaN,,,NaN,,,NaN,,,,,
6610,NaN,NaN,82,14,NaN,75,100,NaN,53,4,125,82,32
6611,NaN,NaN,,,NaN,,,NaN,,,,,
6612,NaN,NaN,82,14,NaN,75,100,NaN,55,4,127,82,32
6613,NaN,NaN,,,NaN,,,NaN,,,,,
6614,NaN,NaN,82,14,NaN,74,100,NaN,53,4,123,82,32
6615,NaN,NaN,,,NaN,,,NaN,,,,,
6616,NaN,NaN,82,14,NaN,74,100,NaN,54,4,126,81,32
6617,NaN,NaN,,,NaN,,,NaN,,,,,
6618,NaN,NaN,82,14,NaN,74,100,NaN,53,4,124,81,32
6619,NaN,NaN,,,NaN,,,NaN,,,,,
6620,NaN,NaN,82,14,NaN,73,100,NaN,53,4,122,81,32
6621,NaN,NaN,,,NaN,,,NaN,,,,,
6622,NaN,NaN,82,14,NaN,72,99,NaN,52,4,121,81,32
6623,NaN,NaN,,,NaN,,,NaN,,,,,
6624,NaN,NaN,82,14,NaN,71,99,NaN,52,4,118,81,33
6625,NaN,NaN,,,NaN,,,NaN,,,,,
6626,NaN,NaN,82,14,NaN,71,100,NaN,52,4,120,81,33
6627,NaN,NaN,,,NaN,,,NaN,,,,,
6628,NaN,NaN,82,14,NaN,70,100,NaN,52,4,117,81,33
6629,NaN,NaN,,,NaN,,,NaN,,,,,
6630,NaN,NaN,82,14,NaN,73,100,NaN,53,5,123,81,33
6631,NaN,NaN,,,NaN,,,NaN,,,,,
6632,NaN,NaN,82,14,NaN,72,100,NaN,53,5,120,81,33
6633,NaN,NaN,,,NaN,,,NaN,,,,,
6634,NaN,NaN,82,14,NaN,74,100,NaN,54,5,125,81,33
6635,NaN,NaN,,,NaN,,,NaN,,,,,
6636,NaN,NaN,82,14,NaN,72,100,NaN,53,4,120,81,33
6637,NaN,NaN,,,NaN,,,NaN,,,,,
6638,NaN,NaN,82,14,NaN,73,99,NaN,54,4,123,81,33
6639,NaN,NaN,,,NaN,,,NaN,,,,,
6640,NaN,NaN,82,14,NaN,71,99,NaN,52,4,117,81,33
6641,NaN,NaN,,,NaN,,,NaN,,,,,
6642,NaN,NaN,82,14,NaN,71,100,NaN,53,4,118,81,33
6643,NaN,NaN,,,NaN,,,NaN,,,,,
6644,NaN,NaN,82,14,NaN,70,100,NaN,52,4,113,81,33
6645,NaN,NaN,,,NaN,,,NaN,,,,,
6646,NaN,NaN,81,14,NaN,70,99,NaN,52,4,115,81,33
6647,NaN,NaN,,,NaN,,,NaN,,,,,
6648,NaN,NaN,82,14,NaN,71,99,NaN,52,4,117,81,33
6649,NaN,NaN,,,NaN,,,NaN,,,,,
6650,NaN,NaN,82,14,NaN,72,99,NaN,54,4,120,81,33
6651,NaN,NaN,,,NaN,,,NaN,,,,,
6652,NaN,NaN,82,14,NaN,73,100,NaN,54,4,121,81,33
6653,NaN,NaN,,,NaN,,,NaN,,,,,
6654,NaN,NaN,82,14,NaN,73,99,NaN,54,4,120,81,33
6655,NaN,NaN,,,NaN,,,NaN,,,,,
6656,NaN,NaN,82,14,NaN,75,99,NaN,55,4,124,81,33
6657,NaN,NaN,,,NaN,,,NaN,,,,,
6658,NaN,NaN,82,14,NaN,73,100,NaN,54,4,119,82,33
6659,NaN,NaN,,,NaN,,,NaN,,,,,
6660,NaN,NaN,82,14,NaN,74,100,NaN,55,4,122,82,32
6661,NaN,NaN,,,NaN,,,NaN,,,,,
6662,NaN,NaN,82,14,NaN,72,100,NaN,52,4,116,81,32
6663,NaN,NaN,,,NaN,,,NaN,,,,,
6664,NaN,NaN,82,14,NaN,73,100,NaN,54,4,121,81,32
6665,NaN,NaN,,,NaN,,,NaN,,,,,
6666,NaN,NaN,82,14,NaN,72,100,NaN,53,4,116,81,32
6667,NaN,NaN,,,NaN,,,NaN,,,,,
6668,NaN,NaN,82,14,NaN,73,100,NaN,54,4,120,81,32
6669,NaN,NaN,,,NaN,,,NaN,,,,,
6670,NaN,NaN,82,14,NaN,71,99,NaN,52,4,116,81,32
6671,NaN,NaN,,,NaN,,,NaN,,,,,
6672,NaN,NaN,82,14,NaN,72,100,NaN,53,4,119,81,32
6673,NaN,NaN,,,NaN,,,NaN,,,,,
6674,NaN,NaN,82,14,NaN,70,100,NaN,51,4,114,81,32
6675,NaN,NaN,,,NaN,,,NaN,,,,,
6676,NaN,NaN,82,14,NaN,70,100,NaN,52,4,116,81,32
6677,NaN,NaN,,,NaN,,,NaN,,,,,
6678,NaN,NaN,82,14,NaN,70,100,NaN,52,4,115,81,32
6679,NaN,NaN,,,NaN,,,NaN,,,,,
6680,NaN,NaN,82,14,NaN,70,100,NaN,52,4,115,82,32
6681,NaN,NaN,,,NaN,,,NaN,,,,,
6682,NaN,NaN,82,14,NaN,70,100,NaN,51,4,114,82,32
6683,NaN,NaN,,,NaN,,,NaN,,,,,
6684,NaN,NaN,82,14,NaN,69,100,NaN,51,4,113,82,32
6685,NaN,NaN,,,NaN,,,NaN,,,,,
6686,NaN,NaN,82,14,NaN,70,100,NaN,52,4,116,82,33
6687,NaN,NaN,,,NaN,,,NaN,,,,,
6688,NaN,NaN,82,14,NaN,69,100,NaN,51,4,113,82,33
6689,NaN,NaN,,,NaN,,,NaN,,,,,
6690,NaN,NaN,82,14,NaN,70,100,NaN,52,4,118,82,33
6691,NaN,NaN,,,NaN,,,NaN,,,,,
6692,NaN,NaN,82,14,NaN,70,100,NaN,51,4,114,82,33
6693,NaN,NaN,,,NaN,,,NaN,,,,,
6694,NaN,NaN,82,14,NaN,72,100,NaN,53,4,120,82,33
6695,NaN,NaN,,,NaN,,,NaN,,,,,
6696,NaN,NaN,82,14,NaN,70,100,NaN,52,4,114,82,33
6697,NaN,NaN,,,NaN,,,NaN,,,,,
6698,NaN,NaN,82,14,NaN,71,100,NaN,53,4,118,82,32
6699,NaN,NaN,,,NaN,,,NaN,,,,,
6700,NaN,NaN,82,14,NaN,71,100,NaN,52,4,115,82,32
6701,NaN,NaN,,,NaN,,,NaN,,,,,
6702,NaN,NaN,82,14,NaN,71,100,NaN,53,4,117,82,32
6703,NaN,NaN,,,NaN,,,NaN,,,,,
6704,NaN,NaN,82,14,NaN,70,100,NaN,51,4,113,82,32
6705,NaN,NaN,,,NaN,,,NaN,,,,,
6706,NaN,NaN,82,14,NaN,70,100,NaN,52,4,115,82,32
6707,NaN,NaN,,,NaN,,,NaN,,,,,
6708,NaN,NaN,82,14,NaN,70,100,NaN,52,4,116,82,32
6709,NaN,NaN,,,NaN,,,NaN,,,,,
6710,NaN,NaN,82,14,NaN,70,100,NaN,52,4,116,82,32
6711,NaN,NaN,,,NaN,,,NaN,,,,,
6712,NaN,NaN,82,14,NaN,70,100,NaN,52,4,116,82,32
6713,NaN,NaN,,,NaN,,,NaN,,,,,
6714,NaN,NaN,82,14,NaN,70,100,NaN,52,4,116,82,32
6715,NaN,NaN,,,NaN,,,NaN,,,,,
6716,NaN,NaN,83,14,NaN,71,100,NaN,52,4,120,82,32
6717,NaN,NaN,,,NaN,,,NaN,,,,,
6718,NaN,NaN,82,14,NaN,70,100,NaN,51,4,116,82,33
6719,NaN,NaN,,,NaN,,,NaN,,,,,
6720,NaN,NaN,83,14,NaN,71,100,NaN,52,4,119,82,33
6721,NaN,NaN,,,NaN,,,NaN,,,,,
6722,NaN,NaN,82,14,NaN,69,100,NaN,51,4,114,82,33
6723,NaN,NaN,,,NaN,,,NaN,,,,,
6724,NaN,NaN,82,14,NaN,70,100,NaN,52,4,118,82,33
6725,NaN,NaN,,,NaN,,,NaN,,,,,
6726,NaN,NaN,82,14,NaN,68,100,NaN,50,4,112,82,33
6727,NaN,NaN,,,NaN,,,NaN,,,,,
6728,NaN,NaN,82,14,NaN,70,100,NaN,52,4,118,82,33
6729,NaN,NaN,,,NaN,,,NaN,,,,,
6730,NaN,NaN,82,14,NaN,69,100,NaN,50,4,114,82,33
6731,NaN,NaN,,,NaN,,,NaN,,,,,
6732,NaN,NaN,82,14,NaN,70,100,NaN,52,4,117,94,33
6733,NaN,NaN,,,NaN,,,NaN,,,,,
6734,NaN,NaN,82,14,NaN,70,100,NaN,51,4,114,94,33
6735,NaN,NaN,,,NaN,,,NaN,,,,,
6736,NaN,NaN,82,14,NaN,71,100,NaN,53,4,118,93,32
6737,NaN,NaN,,,NaN,,,NaN,,,,,
6738,NaN,NaN,82,14,NaN,71,100,NaN,52,4,117,82,32
6739,NaN,NaN,,,NaN,,,NaN,,,,,
6740,NaN,NaN,82,14,NaN,70,100,NaN,52,4,115,82,32
6741,NaN,NaN,,,NaN,,,NaN,,,,,
6742,NaN,NaN,82,14,NaN,71,100,NaN,53,4,116,82,32
6743,NaN,NaN,,,NaN,,,NaN,,,,,
6744,NaN,NaN,82,14,NaN,71,100,NaN,53,4,116,81,32
6745,NaN,NaN,,,NaN,,,NaN,,,,,
6746,NaN,NaN,82,14,NaN,72,99,NaN,53,4,118,81,32
6747,NaN,NaN,,,NaN,,,NaN,,,,,
6748,NaN,NaN,82,14,NaN,70,100,NaN,52,4,112,81,32
6749,NaN,NaN,,,NaN,,,NaN,,,,,
6750,NaN,NaN,82,14,NaN,71,100,NaN,53,4,117,81,33
6751,NaN,NaN,,,NaN,,,NaN,,,,,
6752,NaN,NaN,82,14,NaN,70,99,NaN,52,4,112,81,33
6753,NaN,NaN,,,NaN,,,NaN,,,,,
6754,NaN,NaN,82,14,NaN,71,100,NaN,53,4,118,81,33
6755,NaN,NaN,,,NaN,,,NaN,,,,,
6756,NaN,NaN,82,14,NaN,70,100,NaN,51,4,112,81,33
6757,NaN,NaN,,,NaN,,,NaN,,,,,
6758,NaN,NaN,82,14,NaN,71,100,NaN,53,4,117,81,33
6759,NaN,NaN,,,NaN,,,NaN,,,,,
6760,NaN,NaN,82,14,NaN,69,100,NaN,51,4,113,81,33
6761,NaN,NaN,,,NaN,,,NaN,,,,,
6762,NaN,NaN,82,14,NaN,70,100,NaN,52,4,116,81,33
6763,NaN,NaN,,,NaN,,,NaN,,,,,
6764,NaN,NaN,82,14,NaN,69,100,NaN,51,4,113,81,33
6765,NaN,NaN,,,NaN,,,NaN,,,,,
6766,NaN,NaN,82,14,NaN,70,100,NaN,52,4,118,81,33
6767,NaN,NaN,,,NaN,,,NaN,,,,,
6768,NaN,NaN,82,14,NaN,70,100,NaN,52,4,117,81,32
6769,NaN,NaN,,,NaN,,,NaN,,,,,
6770,NaN,NaN,82,14,NaN,70,100,NaN,52,4,116,81,32
6771,NaN,NaN,,,NaN,,,NaN,,,,,
6772,NaN,NaN,82,14,NaN,70,100,NaN,51,4,116,82,32
6773,NaN,NaN,,,NaN,,,NaN,,,,,
6774,NaN,NaN,82,14,NaN,70,100,NaN,52,4,115,82,32
6775,NaN,NaN,,,NaN,,,NaN,,,,,
6776,NaN,NaN,82,14,NaN,70,100,NaN,52,4,117,81,32
6777,NaN,NaN,,,NaN,,,NaN,,,,,
6778,NaN,NaN,82,14,NaN,69,100,NaN,51,4,114,81,32
6779,NaN,NaN,,,NaN,,,NaN,,,,,
6780,NaN,NaN,82,14,NaN,70,100,NaN,52,4,116,81,32
6781,NaN,NaN,,,NaN,,,NaN,,,,,
6782,NaN,NaN,82,14,NaN,69,100,NaN,51,4,112,81,33
6783,NaN,NaN,,,NaN,,,NaN,,,,,
6784,NaN,NaN,82,14,NaN,70,100,NaN,52,4,116,81,33
6785,NaN,NaN,,,NaN,,,NaN,,,,,
6786,NaN,NaN,82,14,NaN,69,100,NaN,51,4,111,81,33
6787,NaN,NaN,,,NaN,,,NaN,,,,,
6788,NaN,NaN,82,14,NaN,70,100,NaN,52,4,116,81,33
6789,NaN,NaN,,,NaN,,,NaN,,,,,
6790,NaN,NaN,82,14,NaN,69,100,NaN,51,4,111,81,33
6791,NaN,NaN,,,NaN,,,NaN,,,,,
6792,NaN,NaN,82,14,NaN,69,100,NaN,52,4,114,81,33
6793,NaN,NaN,,,NaN,,,NaN,,,,,
6794,NaN,NaN,82,14,NaN,68,100,NaN,50,4,110,81,32
6795,NaN,NaN,,,NaN,,,NaN,,,,,
6796,NaN,NaN,82,14,NaN,68,100,NaN,51,4,111,81,32
6797,NaN,NaN,,,NaN,,,NaN,,,,,
6798,NaN,NaN,81,14,NaN,68,100,NaN,51,4,111,81,32
6799,NaN,NaN,,,NaN,,,NaN,,,,,
6800,NaN,NaN,81,14,NaN,67,99,NaN,50,4,109,81,32
6801,NaN,NaN,,,NaN,,,NaN,,,,,
6802,NaN,NaN,81,14,NaN,67,99,NaN,50,4,110,81,32
6803,NaN,NaN,,,NaN,,,NaN,,,,,
6804,NaN,NaN,81,14,NaN,67,100,NaN,50,4,111,81,32
