time,Solar8000/ART_MBP,SNUADC/ART,Solar8000/PLETH_HR,Solar8000/ETCO2,Solar8000/ART_SBP,Solar8000/RR_CO2,SNUADC/ECG_II,Solar8000/PLETH_SPO2,SNUADC/ECG_V5,Solar8000/CVP,SNUADC/CVP,Solar8000/ART_DBP,Solar8000/HR
428,-12,NaN,73,,-12,,NaN,100,NaN,-9,NaN,-12,72
429,,NaN,,,,,NaN,,NaN,,NaN,,
430,-12,NaN,73,,-12,,NaN,100,NaN,-9,NaN,-12,72
431,,NaN,,,,,NaN,,NaN,,NaN,,
432,-12,NaN,74,,-12,,NaN,100,NaN,-9,NaN,-12,72
433,,NaN,,,,,NaN,,NaN,,NaN,,
434,-12,NaN,75,,-12,,NaN,100,NaN,-9,NaN,-12,72
435,,NaN,,,,,NaN,,NaN,,NaN,,
436,-12,NaN,75,,-12,,NaN,100,NaN,-9,NaN,-12,73
437,,NaN,,,,,NaN,,NaN,,NaN,,
438,-12,NaN,75,,-12,,NaN,100,NaN,-9,NaN,-12,73
439,,NaN,,,,,NaN,,NaN,,NaN,,
440,-12,NaN,75,,-12,,NaN,100,NaN,-9,NaN,-12,74
441,,NaN,,,,,NaN,,NaN,,NaN,,
442,-12,NaN,75,,-12,,NaN,100,NaN,-9,NaN,-12,74
443,,NaN,,,,,NaN,,NaN,,NaN,,
444,-12,NaN,75,,-12,,NaN,100,NaN,-9,NaN,-12,75
445,,NaN,,,,,NaN,,NaN,,NaN,,
446,-12,NaN,76,,-12,,NaN,100,NaN,-9,NaN,-12,75
447,,NaN,,,,,NaN,,NaN,,NaN,,
448,-12,NaN,78,,-12,,NaN,100,NaN,-9,NaN,-12,75
449,,NaN,,,,,NaN,,NaN,,NaN,,
450,-12,NaN,79,,-12,,NaN,100,NaN,-9,NaN,-12,75
451,,NaN,,,,,NaN,,NaN,,NaN,,
452,-12,NaN,80,,-12,,NaN,100,NaN,-9,NaN,-12,75
453,,NaN,,,,,NaN,,NaN,,NaN,,
454,-12,NaN,80,,-12,,NaN,100,NaN,-9,NaN,-12,75
455,,NaN,,,,,NaN,,NaN,,NaN,,
456,-12,NaN,76,,-12,,NaN,100,NaN,-9,NaN,-12,74
457,,NaN,,,,,NaN,,NaN,,NaN,,
458,-12,NaN,76,,-12,,NaN,100,NaN,-9,NaN,-12,74
459,,NaN,,,,,NaN,,NaN,,NaN,,
460,-12,NaN,74,,-12,,NaN,100,NaN,-9,NaN,-12,73
461,,NaN,,,,,NaN,,NaN,,NaN,,
462,-12,NaN,73,,-12,,NaN,100,NaN,-9,NaN,-12,73
463,,NaN,,,,,NaN,,NaN,,NaN,,
464,-12,NaN,73,,-12,,NaN,100,NaN,-9,NaN,-12,72
465,,NaN,,,,,NaN,,NaN,,NaN,,
466,-12,NaN,73,,-12,,NaN,100,NaN,-9,NaN,-12,73
467,,NaN,,,,,NaN,,NaN,,NaN,,
468,-12,NaN,73,,-12,,NaN,100,NaN,-9,NaN,-12,73
469,,NaN,,,,,NaN,,NaN,,NaN,,
470,-12,NaN,73,,-12,,NaN,100,NaN,-9,NaN,-12,73
471,,NaN,,,,,NaN,,NaN,,NaN,,
472,-12,NaN,73,,-12,,NaN,100,NaN,-9,NaN,-12,73
473,,NaN,,,,,NaN,,NaN,,NaN,,
474,-12,NaN,74,,-12,,NaN,100,NaN,-10,NaN,-12,73
475,,NaN,,,,,NaN,,NaN,,NaN,,
476,-12,NaN,74,,-12,,NaN,100,NaN,-10,NaN,-12,73
477,,NaN,,,,,NaN,,NaN,,NaN,,
478,-12,NaN,74,,-12,,NaN,100,NaN,-10,NaN,-12,73
479,,NaN,,,,,NaN,,NaN,,NaN,,
480,-12,NaN,74,,-12,,NaN,100,NaN,-10,NaN,-12,73
481,,NaN,,,,,NaN,,NaN,,NaN,,
482,-12,NaN,74,,-12,,NaN,100,NaN,-9,NaN,-12,73
483,,NaN,,,,,NaN,,NaN,,NaN,,
484,-12,NaN,74,,-12,,NaN,100,NaN,-9,NaN,-12,73
485,,NaN,,,,,NaN,,NaN,,NaN,,
486,-13,NaN,74,,-10,,NaN,100,NaN,-9,NaN,-15,73
487,,NaN,,,,,NaN,,NaN,,NaN,,
488,-13,NaN,74,,-10,,NaN,100,NaN,-9,NaN,-15,73
489,,NaN,,,,,NaN,,NaN,,NaN,,
490,-13,NaN,74,,-13,,NaN,100,NaN,-9,NaN,-13,73
491,,NaN,,,,,NaN,,NaN,,NaN,,
492,-13,NaN,74,,-11,,NaN,100,NaN,-9,NaN,-14,73
493,,NaN,,,,,NaN,,NaN,,NaN,,
494,-13,NaN,74,,-11,,NaN,100,NaN,-9,NaN,-14,74
495,,NaN,,,,,NaN,,NaN,,NaN,,
496,-13,NaN,75,,-11,,NaN,100,NaN,-10,NaN,-14,75
497,,NaN,,,,,NaN,,NaN,,NaN,,
498,-12,NaN,77,,-12,,NaN,100,NaN,-10,NaN,-12,76
499,,NaN,,,,,NaN,,NaN,,NaN,,
500,-12,NaN,77,,-12,,NaN,100,NaN,-10,NaN,-12,77
501,,NaN,,,,,NaN,,NaN,,NaN,,
502,-12,NaN,77,,-10,,NaN,100,NaN,-10,NaN,-14,76
503,,NaN,,,,,NaN,,NaN,,NaN,,
504,-12,NaN,75,,-10,,NaN,100,NaN,-10,NaN,-14,74
505,,NaN,,,,,NaN,,NaN,,NaN,,
506,-12,NaN,74,,-10,,NaN,100,NaN,-10,NaN,-14,73
507,,NaN,,,,,NaN,,NaN,,NaN,,
508,-13,NaN,72,,-11,,NaN,100,NaN,-10,NaN,-14,71
509,,NaN,,,,,NaN,,NaN,,NaN,,
510,-13,NaN,72,,-11,,NaN,100,NaN,-10,NaN,-14,71
511,,NaN,,,,,NaN,,NaN,,NaN,,
512,-13,NaN,72,,-13,,NaN,100,NaN,-10,NaN,-13,72
513,,NaN,,,,,NaN,,NaN,,NaN,,
514,-13,NaN,72,,-12,,NaN,100,NaN,-10,NaN,-14,72
515,,NaN,,,,,NaN,,NaN,,NaN,,
516,-13,NaN,72,,-12,,NaN,100,NaN,-10,NaN,-14,72
517,,NaN,,,,,NaN,,NaN,,NaN,,
518,-12,NaN,73,,-12,,NaN,100,NaN,-10,NaN,-12,72
519,,NaN,,,,,NaN,,NaN,,NaN,,
520,-12,NaN,73,,-12,,NaN,100,NaN,-10,NaN,-12,72
521,,NaN,,,,,NaN,,NaN,,NaN,,
522,-12,NaN,72,,-12,,NaN,100,NaN,-10,NaN,-12,72
523,,NaN,,,,,NaN,,NaN,,NaN,,
524,-12,NaN,72,,-12,,NaN,100,NaN,-10,NaN,-12,71
525,,NaN,,,,,NaN,,NaN,,NaN,,
526,-12,NaN,72,,-12,,NaN,100,NaN,-10,NaN,-12,71
527,,NaN,,,,,NaN,,NaN,,NaN,,
528,-12,NaN,72,,-12,,NaN,100,NaN,-10,NaN,-12,71
529,,NaN,,,,,NaN,,NaN,,NaN,,
530,-12,NaN,72,,-12,,NaN,100,NaN,-10,NaN,-12,71
531,,NaN,,,,,NaN,,NaN,,NaN,,
532,-12,NaN,72,,-12,,NaN,100,NaN,-10,NaN,-12,71
533,,NaN,,,,,NaN,,NaN,,NaN,,
534,-12,NaN,72,,-12,,NaN,100,NaN,-10,NaN,-12,72
535,,NaN,,,,,NaN,,NaN,,NaN,,
536,-12,NaN,72,,-12,,NaN,100,NaN,-10,NaN,-12,72
537,,NaN,,,,,NaN,,NaN,,NaN,,
538,-11,NaN,73,,-11,,NaN,100,NaN,-10,NaN,-11,72
539,,NaN,,,,,NaN,,NaN,,NaN,,
540,-11,NaN,73,,-11,,NaN,100,NaN,-10,NaN,-11,73
541,,NaN,,,,,NaN,,NaN,,NaN,,
542,-13,NaN,73,,-13,,NaN,100,NaN,-10,NaN,-13,73
543,,NaN,,,,,NaN,,NaN,,NaN,,
544,-13,NaN,74,,-13,,NaN,100,NaN,-10,NaN,-13,73
545,,NaN,,,,,NaN,,NaN,,NaN,,
546,-13,NaN,74,,-13,,NaN,100,NaN,-10,NaN,-13,73
547,,NaN,,,,,NaN,,NaN,,NaN,,
548,-13,NaN,74,,-13,,NaN,100,NaN,-10,NaN,-13,74
549,,NaN,,,,,NaN,,NaN,,NaN,,
550,-13,NaN,74,,-13,,NaN,100,NaN,-10,NaN,-13,74
551,,NaN,,,,,NaN,,NaN,,NaN,,
552,-13,NaN,74,,-13,,NaN,100,NaN,-10,NaN,-13,74
553,,NaN,,,,,NaN,,NaN,,NaN,,
554,-13,NaN,74,,-13,,NaN,100,NaN,-10,NaN,-13,74
555,,NaN,,,,,NaN,,NaN,,NaN,,
556,-13,NaN,74,,-13,,NaN,100,NaN,-10,NaN,-13,74
557,,NaN,,,,,NaN,,NaN,,NaN,,
558,-13,NaN,74,,-13,,NaN,100,NaN,-10,NaN,-13,73
559,,NaN,,,,,NaN,,NaN,,NaN,,
560,-13,NaN,74,,-13,,NaN,100,NaN,-11,NaN,-13,73
561,,NaN,,,,,NaN,,NaN,,NaN,,
562,-13,NaN,73,,-13,,NaN,100,NaN,-11,NaN,-13,73
563,,NaN,,,,,NaN,,NaN,,NaN,,
564,-13,NaN,73,,-13,,NaN,100,NaN,-10,NaN,-13,73
565,,NaN,,,,,NaN,,NaN,,NaN,,
566,-13,NaN,73,,-13,,NaN,100,NaN,-10,NaN,-13,73
567,,NaN,,,,,NaN,,NaN,,NaN,,
568,-13,NaN,73,,-13,,NaN,100,NaN,-11,NaN,-13,73
569,,NaN,,,,,NaN,,NaN,,NaN,,
570,-13,NaN,74,,-13,,NaN,100,NaN,-11,NaN,-13,74
571,,NaN,,,,,NaN,,NaN,,NaN,,
572,-13,NaN,75,,-13,,NaN,100,NaN,-10,NaN,-13,74
573,,NaN,,,,,NaN,,NaN,,NaN,,
574,-13,NaN,75,,-13,,NaN,100,NaN,-10,NaN,-13,75
575,,NaN,,,,,NaN,,NaN,,NaN,,
576,-13,NaN,76,,-13,,NaN,100,NaN,-10,NaN,-13,75
577,,NaN,,,,,NaN,,NaN,,NaN,,
578,-13,NaN,76,,-13,,NaN,100,NaN,-10,NaN,-13,76
579,,NaN,,,,,NaN,,NaN,,NaN,,
580,-13,NaN,76,,-13,,NaN,100,NaN,-10,NaN,-13,76
581,,NaN,,,,,NaN,,NaN,,NaN,,
582,-13,NaN,76,,-13,,NaN,100,NaN,-10,NaN,-13,76
583,,NaN,,,,,NaN,,NaN,,NaN,,
584,-13,NaN,76,,-13,,NaN,100,NaN,-10,NaN,-13,76
585,,NaN,,,,,NaN,,NaN,,NaN,,
586,-13,NaN,76,,-13,,NaN,100,NaN,-10,NaN,-13,75
587,,NaN,,,,,NaN,,NaN,,NaN,,
588,-13,NaN,76,,-13,,NaN,100,NaN,-10,NaN,-13,75
589,,NaN,,,,,NaN,,NaN,,NaN,,
590,-13,NaN,76,,-13,,NaN,100,NaN,-11,NaN,-13,75
591,,NaN,,,,,NaN,,NaN,,NaN,,
592,-13,NaN,76,,-13,,NaN,100,NaN,-11,NaN,-13,76
593,,NaN,,,,,NaN,,NaN,,NaN,,
594,-13,NaN,76,,-13,,NaN,100,NaN,-11,NaN,-13,75
595,,NaN,,,,,NaN,,NaN,,NaN,,
596,-13,NaN,76,,-13,,NaN,100,NaN,-11,NaN,-13,76
597,,NaN,,,,,NaN,,NaN,,NaN,,
598,-13,NaN,76,,-13,,NaN,100,NaN,-11,NaN,-13,75
599,,NaN,,,,,NaN,,NaN,,NaN,,
600,-13,NaN,75,,-13,,NaN,100,NaN,-11,NaN,-13,76
601,,NaN,,,,,NaN,,NaN,,NaN,,
602,-13,NaN,76,,-13,,NaN,100,NaN,-11,NaN,-13,76
603,,NaN,,,,,NaN,,NaN,,NaN,,
604,-13,NaN,77,,-13,,NaN,100,NaN,-11,NaN,-13,77
605,,NaN,,,,,NaN,,NaN,,NaN,,
606,-13,NaN,79,,-9,,NaN,100,NaN,-11,NaN,-20,80
607,,NaN,,,,,NaN,,NaN,,NaN,,
608,-13,NaN,82,,-8,,NaN,100,NaN,-11,NaN,-19,82
609,,NaN,,,,,NaN,,NaN,,NaN,,
610,-13,NaN,86,,-8,,NaN,99,NaN,-11,NaN,-19,87
611,,NaN,,,,,NaN,,NaN,,NaN,,
612,-13,NaN,86,,-13,,NaN,99,NaN,-11,NaN,-13,91
613,,NaN,,,,,NaN,,NaN,,NaN,,
614,-13,NaN,95,,-13,,NaN,100,NaN,-11,NaN,-13,96
615,,NaN,,,,,NaN,,NaN,,NaN,,
616,-13,NaN,98,20,-13,,NaN,100,NaN,-10,NaN,-13,98
617,,NaN,,,,,NaN,,NaN,,NaN,,
618,-13,NaN,102,20,-13,,NaN,100,NaN,-10,NaN,-13,102
619,,NaN,,,,,NaN,,NaN,,NaN,,
620,-13,NaN,104,20,-13,,NaN,100,NaN,-10,NaN,-13,104
621,,NaN,,,,,NaN,,NaN,,NaN,,
622,-13,NaN,107,41,-13,,NaN,100,NaN,-10,NaN,-13,107
623,,NaN,,,,,NaN,,NaN,,NaN,,
624,-13,NaN,110,41,-13,,NaN,100,NaN,-10,NaN,-13,109
625,,NaN,,,,,NaN,,NaN,,NaN,,
626,-13,NaN,112,41,-13,,NaN,100,NaN,-10,NaN,-13,112
627,,NaN,,,,,NaN,,NaN,,NaN,,
628,-14,NaN,113,41,-14,,NaN,100,NaN,-10,NaN,-14,112
629,,NaN,,,,,NaN,,NaN,,NaN,,
630,-14,NaN,113,43,-14,6,NaN,100,NaN,-10,NaN,-14,113
631,,NaN,,,,,NaN,,NaN,,NaN,,
632,-14,NaN,114,43,-13,6,NaN,100,NaN,-10,NaN,-15,113
633,,NaN,,,,,NaN,,NaN,,NaN,,
634,-14,NaN,114,43,-13,6,NaN,100,NaN,-10,NaN,-15,114
635,,NaN,,,,,NaN,,NaN,,NaN,,
636,-13,NaN,115,43,-13,6,NaN,100,NaN,-10,NaN,-13,115
637,,NaN,,,,,NaN,,NaN,,NaN,,
638,-13,NaN,115,43,-13,5,NaN,100,NaN,-10,NaN,-13,115
639,,NaN,,,,,NaN,,NaN,,NaN,,
640,-13,NaN,115,43,-13,5,NaN,100,NaN,-10,NaN,-13,114
641,,NaN,,,,,NaN,,NaN,,NaN,,
642,-13,NaN,114,43,-13,5,NaN,100,NaN,-10,NaN,-13,113
643,,NaN,,,,,NaN,,NaN,,NaN,,
644,-13,NaN,113,43,-13,5,NaN,100,NaN,-10,NaN,-13,112
645,,NaN,,,,,NaN,,NaN,,NaN,,
646,-13,NaN,111,43,-13,6,NaN,100,NaN,-10,NaN,-15,96
647,,NaN,,,,,NaN,,NaN,,NaN,,
648,-13,NaN,111,43,-13,6,NaN,100,NaN,-10,NaN,-15,96
649,,NaN,,,,,NaN,,NaN,,NaN,,
650,-13,NaN,111,43,-13,6,NaN,100,NaN,-11,NaN,-15,99
651,,NaN,,,,,NaN,,NaN,,NaN,,
652,-13,NaN,111,43,-13,9,NaN,100,NaN,-11,NaN,-13,112
653,,NaN,,,,,NaN,,NaN,,NaN,,
654,-13,NaN,111,43,-12,9,NaN,100,NaN,-11,NaN,-15,110
655,,NaN,,,,,NaN,,NaN,,NaN,,
656,-13,NaN,111,43,-12,9,NaN,100,NaN,-11,NaN,-15,110
657,,NaN,,,,,NaN,,NaN,,NaN,,
658,-13,NaN,111,43,-12,9,NaN,100,NaN,-11,NaN,-13,109
659,,NaN,,,,,NaN,,NaN,,NaN,,
660,-13,NaN,111,42,-13,12,NaN,100,NaN,-10,NaN,-13,110
661,,NaN,,,,,NaN,,NaN,,NaN,,
662,-13,NaN,111,42,-9,12,NaN,100,NaN,-10,NaN,-18,110
663,,NaN,,,,,NaN,,NaN,,NaN,,
664,-13,NaN,111,42,-9,12,NaN,100,NaN,-10,NaN,-16,110
665,,NaN,,,,,NaN,,NaN,,NaN,,
666,-13,NaN,111,42,-10,12,NaN,100,NaN,-10,NaN,-17,110
667,,NaN,,,,,NaN,,NaN,,NaN,,
668,-13,NaN,111,42,-11,13,NaN,100,NaN,-10,NaN,-16,110
669,,NaN,,,,,NaN,,NaN,,NaN,,
670,-13,NaN,110,42,-11,13,NaN,100,NaN,-9,NaN,-16,109
671,,NaN,,,,,NaN,,NaN,,NaN,,
672,-13,NaN,109,42,-11,13,NaN,100,NaN,-9,NaN,-15,108
673,,NaN,,,,,NaN,,NaN,,NaN,,
674,-13,NaN,108,42,-11,13,NaN,100,NaN,-9,NaN,-15,107
675,,NaN,,,,,NaN,,NaN,,NaN,,
676,-13,NaN,108,42,-13,13,NaN,100,NaN,-9,NaN,-13,106
677,,NaN,,,,,NaN,,NaN,,NaN,,
678,-13,NaN,106,42,-13,13,NaN,100,NaN,-9,NaN,-13,105
679,,NaN,,,,,NaN,,NaN,,NaN,,
680,-13,NaN,104,42,-13,13,NaN,100,NaN,-9,NaN,-13,104
681,,NaN,,,,,NaN,,NaN,,NaN,,
682,-13,NaN,102,42,-13,13,NaN,100,NaN,-9,NaN,-13,102
683,,NaN,,,,,NaN,,NaN,,NaN,,
684,-13,NaN,100,43,-13,13,NaN,100,NaN,-10,NaN,-13,100
685,,NaN,,,,,NaN,,NaN,,NaN,,
686,-13,NaN,99,43,-13,13,NaN,100,NaN,-10,NaN,-13,98
687,,NaN,,,,,NaN,,NaN,,NaN,,
688,-14,NaN,97,43,-14,13,NaN,100,NaN,-10,NaN,-14,96
689,,NaN,,,,,NaN,,NaN,,NaN,,
690,-14,NaN,95,43,-14,13,NaN,100,NaN,-10,NaN,-14,94
691,,NaN,,,,,NaN,,NaN,,NaN,,
692,-13,NaN,94,42,-13,13,NaN,100,NaN,-10,NaN,-13,93
693,,NaN,,,,,NaN,,NaN,,NaN,,
694,-13,NaN,93,42,-13,13,NaN,100,NaN,-10,NaN,-13,92
695,,NaN,,,,,NaN,,NaN,,NaN,,
696,-13,NaN,92,42,-13,13,NaN,100,NaN,-10,NaN,-13,91
697,,NaN,,,,,NaN,,NaN,,NaN,,
698,-13,NaN,91,42,-13,13,NaN,100,NaN,-10,NaN,-13,90
699,,NaN,,,,,NaN,,NaN,,NaN,,
700,-13,NaN,90,42,-13,13,NaN,100,NaN,-10,NaN,-13,90
701,,NaN,,,,,NaN,,NaN,,NaN,,
702,-13,NaN,89,42,-13,13,NaN,100,NaN,-10,NaN,-13,88
703,,NaN,,,,,NaN,,NaN,,NaN,,
704,-14,NaN,88,42,-14,13,NaN,100,NaN,-10,NaN,-14,87
705,,NaN,,,,,NaN,,NaN,,NaN,,
706,-14,NaN,88,43,-14,13,NaN,100,NaN,-10,NaN,-14,86
707,,NaN,,,,,NaN,,NaN,,NaN,,
708,-14,NaN,86,43,-14,13,NaN,100,NaN,-10,NaN,-14,85
709,,NaN,,,,,NaN,,NaN,,NaN,,
710,-14,NaN,86,43,-14,13,NaN,100,NaN,-10,NaN,-14,85
711,,NaN,,,,,NaN,,NaN,,NaN,,
712,-13,NaN,85,43,-13,13,NaN,100,NaN,-10,NaN,-13,84
713,,NaN,,,,,NaN,,NaN,,NaN,,
714,-13,NaN,85,42,-13,13,NaN,100,NaN,-11,NaN,-13,84
715,,NaN,,,,,NaN,,NaN,,NaN,,
716,-13,NaN,85,42,-13,13,NaN,100,NaN,-11,NaN,-13,84
717,,NaN,,,,,NaN,,NaN,,NaN,,
718,-13,NaN,84,42,-13,13,NaN,100,NaN,-10,NaN,-13,84
719,,NaN,,,,,NaN,,NaN,,NaN,,
720,-13,NaN,85,42,-13,13,NaN,100,NaN,-10,NaN,-13,84
721,,NaN,,,,,NaN,,NaN,,NaN,,
722,-13,NaN,85,42,-13,13,NaN,100,NaN,-10,NaN,-13,84
723,,NaN,,,,,NaN,,NaN,,NaN,,
724,-13,NaN,85,42,-13,13,NaN,100,NaN,-10,NaN,-13,84
725,,NaN,,,,,NaN,,NaN,,NaN,,
726,-13,NaN,85,42,-13,13,NaN,100,NaN,-10,NaN,-13,84
727,,NaN,,,,,NaN,,NaN,,NaN,,
728,-13,NaN,85,42,-13,13,NaN,100,NaN,-10,NaN,-13,84
729,,NaN,,,,,NaN,,NaN,,NaN,,
730,-13,NaN,85,42,-13,13,NaN,100,NaN,-10,NaN,-13,84
731,,NaN,,,,,NaN,,NaN,,NaN,,
732,-10,NaN,85,42,36,13,NaN,100,NaN,-10,NaN,-34,85
733,,NaN,,,,,NaN,,NaN,,NaN,,
734,8,NaN,86,42,38,13,NaN,100,NaN,-10,NaN,-26,85
735,,NaN,,,,,NaN,,NaN,,NaN,,
736,1,NaN,85,42,24,13,NaN,100,NaN,-10,NaN,-30,85
737,,NaN,,,,,NaN,,NaN,,NaN,,
738,18,NaN,85,42,64,13,NaN,100,NaN,-10,NaN,-20,85
739,,NaN,,,,,NaN,,NaN,,NaN,,
740,21,NaN,85,42,,13,NaN,100,NaN,-10,NaN,,84
741,,NaN,,,,,NaN,,NaN,,NaN,,
742,13,NaN,83,42,,13,NaN,100,NaN,-10,NaN,,82
743,,NaN,,,,,NaN,,NaN,,NaN,,
744,0,NaN,83,42,,13,NaN,100,NaN,-11,NaN,,81
745,,NaN,,,,,NaN,,NaN,,NaN,,
746,-1,NaN,81,42,,13,NaN,100,NaN,-11,NaN,,80
747,,NaN,,,,,NaN,,NaN,,NaN,,
748,-1,NaN,80,42,,13,NaN,100,NaN,-11,NaN,,80
749,,NaN,,,,,NaN,,NaN,,NaN,,
750,-5,NaN,80,42,,13,NaN,100,NaN,-11,NaN,,79
751,,NaN,,,,,NaN,,NaN,,NaN,,
752,-5,NaN,80,42,,13,NaN,100,NaN,-11,NaN,,79
753,,NaN,,,,,NaN,,NaN,,NaN,,
754,-4,NaN,79,42,,13,NaN,100,NaN,-11,NaN,,79
755,,NaN,,,,,NaN,,NaN,,NaN,,
756,-4,NaN,79,42,0,13,NaN,100,NaN,-11,NaN,-10,78
757,,NaN,,,,,NaN,,NaN,,NaN,,
758,8,NaN,79,41,26,13,NaN,100,NaN,-11,NaN,2,79
759,,NaN,,,,,NaN,,NaN,,NaN,,
760,12,NaN,79,41,24,13,NaN,100,NaN,-11,NaN,2,79
761,,NaN,,,,,NaN,,NaN,,NaN,,
762,10,NaN,80,41,49,13,NaN,100,NaN,-11,NaN,-7,79
763,,NaN,,,,,NaN,,NaN,,NaN,,
764,8,NaN,80,41,27,13,NaN,100,NaN,-11,NaN,-6,79
765,,NaN,,,,,NaN,,NaN,,NaN,,
766,8,NaN,79,41,,13,NaN,100,NaN,-10,NaN,,79
767,,NaN,,,,,NaN,,NaN,,NaN,,
768,45,NaN,79,41,,13,NaN,100,NaN,-10,NaN,,78
769,,NaN,,,,,NaN,,NaN,,NaN,,
770,45,NaN,78,41,,13,NaN,100,NaN,-10,NaN,,78
771,,NaN,,,,,NaN,,NaN,,NaN,,
772,41,NaN,78,41,,13,NaN,99,NaN,-10,NaN,,77
773,,NaN,,,,,NaN,,NaN,,NaN,,
774,41,NaN,77,42,,13,NaN,99,NaN,-10,NaN,,77
775,,NaN,,,,,NaN,,NaN,,NaN,,
776,51,NaN,77,42,,13,NaN,99,NaN,-10,NaN,,76
777,,NaN,,,,,NaN,,NaN,,NaN,,
778,51,NaN,76,42,,13,NaN,99,NaN,-10,NaN,,76
779,,NaN,,,,,NaN,,NaN,,NaN,,
780,54,NaN,76,42,,13,NaN,99,NaN,-10,NaN,,76
781,,NaN,,,,,NaN,,NaN,,NaN,,
782,66,NaN,76,41,,13,NaN,99,NaN,-10,NaN,,76
783,,NaN,,,,,NaN,,NaN,,NaN,,
784,69,NaN,77,41,,13,NaN,99,NaN,-10,NaN,,76
785,,NaN,,,,,NaN,,NaN,,NaN,,
786,69,NaN,77,41,,13,NaN,99,NaN,-10,NaN,,77
787,,NaN,,,,,NaN,,NaN,,NaN,,
788,55,NaN,78,41,,13,NaN,99,NaN,-10,NaN,,78
789,,NaN,,,,,NaN,,NaN,,NaN,,
790,49,NaN,79,41,,13,NaN,99,NaN,-10,NaN,,79
791,,NaN,,,,,NaN,,NaN,,NaN,,
792,49,NaN,79,41,,13,NaN,99,NaN,-10,NaN,,79
793,,NaN,,,,,NaN,,NaN,,NaN,,
794,9,NaN,80,41,,13,NaN,99,NaN,-10,NaN,,79
795,,NaN,,,,,NaN,,NaN,,NaN,,
796,10,NaN,80,41,,13,NaN,99,NaN,-10,NaN,,79
797,,NaN,,,,,NaN,,NaN,,NaN,,
798,9,NaN,79,41,,13,NaN,99,NaN,-10,NaN,,79
799,,NaN,,,,,NaN,,NaN,,NaN,,
800,9,NaN,79,41,,13,NaN,99,NaN,-10,NaN,,79
801,,NaN,,,,,NaN,,NaN,,NaN,,
802,9,NaN,79,41,,13,NaN,99,NaN,-10,NaN,,79
803,,NaN,,,,,NaN,,NaN,,NaN,,
804,9,NaN,80,41,,13,NaN,99,NaN,-10,NaN,,80
805,,NaN,,,,,NaN,,NaN,,NaN,,
806,13,NaN,80,41,,13,NaN,99,NaN,-10,NaN,,80
807,,NaN,,,,,NaN,,NaN,,NaN,,
808,13,NaN,81,41,,13,NaN,99,NaN,-10,NaN,,80
809,,NaN,,,,,NaN,,NaN,,NaN,,
810,16,NaN,81,41,,13,NaN,99,NaN,-10,NaN,,80
811,,NaN,,,,,NaN,,NaN,,NaN,,
812,16,NaN,80,41,,13,NaN,99,NaN,-10,NaN,,80
813,,NaN,,,,,NaN,,NaN,,NaN,,
814,16,NaN,80,41,,13,NaN,99,NaN,-10,NaN,,80
815,,NaN,,,,,NaN,,NaN,,NaN,,
816,16,NaN,80,41,,13,NaN,99,NaN,-10,NaN,,79
817,,NaN,,,,,NaN,,NaN,,NaN,,
818,13,NaN,80,41,,13,NaN,99,NaN,-10,NaN,,79
819,,NaN,,,,,NaN,,NaN,,NaN,,
820,13,NaN,80,41,,13,NaN,99,NaN,-10,NaN,,79
821,,NaN,,,,,NaN,,NaN,,NaN,,
822,10,NaN,80,41,,13,NaN,99,NaN,-10,NaN,,80
823,,NaN,,,,,NaN,,NaN,,NaN,,
824,10,NaN,80,41,,13,NaN,99,NaN,-9,NaN,,79
825,,NaN,,,,,NaN,,NaN,,NaN,,
826,10,NaN,80,41,,13,NaN,99,NaN,-9,NaN,,79
827,,NaN,,,,,NaN,,NaN,,NaN,,
828,10,NaN,79,41,,13,NaN,99,NaN,-10,NaN,,79
829,,NaN,,,,,NaN,,NaN,,NaN,,
830,10,NaN,79,41,,13,NaN,99,NaN,-10,NaN,,78
831,,NaN,,,,,NaN,,NaN,,NaN,,
832,10,NaN,78,41,,13,NaN,99,NaN,-10,NaN,,77
833,,NaN,,,,,NaN,,NaN,,NaN,,
834,10,NaN,77,41,,13,NaN,99,NaN,-10,NaN,,76
835,,NaN,,,,,NaN,,NaN,,NaN,,
836,10,NaN,76,41,,13,NaN,99,NaN,-10,NaN,,76
837,,NaN,,,,,NaN,,NaN,,NaN,,
838,10,NaN,76,41,,13,NaN,99,NaN,-10,NaN,,75
839,,NaN,,,,,NaN,,NaN,,NaN,,
840,10,NaN,75,41,,13,NaN,99,NaN,-10,NaN,,75
841,,NaN,,,,,NaN,,NaN,,NaN,,
842,11,NaN,75,41,,13,NaN,99,NaN,-10,NaN,,75
843,,NaN,,,,,NaN,,NaN,,NaN,,
844,11,NaN,75,41,,13,NaN,99,NaN,-10,NaN,,75
845,,NaN,,,,,NaN,,NaN,,NaN,,
846,13,NaN,75,41,,13,NaN,99,NaN,-10,NaN,,75
847,,NaN,,,,,NaN,,NaN,,NaN,,
848,13,NaN,76,41,,13,NaN,99,NaN,-10,NaN,,75
849,,NaN,,,,,NaN,,NaN,,NaN,,
850,13,NaN,76,41,,13,NaN,99,NaN,-10,NaN,,75
851,,NaN,,,,,NaN,,NaN,,NaN,,
852,12,NaN,75,41,,13,NaN,99,NaN,-10,NaN,,75
853,,NaN,,,,,NaN,,NaN,,NaN,,
854,12,NaN,75,41,,13,NaN,99,NaN,-10,NaN,,74
