time,SNUADC/ECG_V5,Solar8000/ART_DBP,SNUADC/CVP,Solar8000/ART_SBP,Solar8000/HR,SNUADC/ART,Solar8000/PLETH_HR,Solar8000/RR_CO2,Solar8000/ETCO2,Solar8000/CVP,Solar8000/PLETH_SPO2,Solar8000/ART_MBP,SNUADC/ECG_II
438,NaN,,NaN,,,NaN,,,,,,,NaN
439,NaN,-9,NaN,-9,61,NaN,63,,,-1,100,-9,NaN
440,NaN,,NaN,,,NaN,,,,,,,NaN
441,NaN,-9,NaN,-9,62,NaN,63,,,-1,100,-9,NaN
442,NaN,,NaN,,,NaN,,,,,,,NaN
443,NaN,-9,NaN,-9,62,NaN,63,,,-1,100,-9,NaN
444,NaN,,NaN,,,NaN,,,,,,,NaN
445,NaN,-9,NaN,-9,63,NaN,,,,-2,,-9,NaN
446,NaN,,NaN,,,NaN,,,,,,,NaN
447,NaN,-9,NaN,-9,63,NaN,,,,-2,,-9,NaN
448,NaN,,NaN,,,NaN,,,,,,,NaN
449,NaN,-9,NaN,-9,63,NaN,,,,-2,,-9,NaN
450,NaN,,NaN,,,NaN,,,,,,,NaN
451,NaN,-9,NaN,-9,63,NaN,,,,-2,,-9,NaN
452,NaN,,NaN,,,NaN,,,,,,,NaN
453,NaN,-9,NaN,-9,63,NaN,,,,-2,,-9,NaN
454,NaN,,NaN,,,NaN,,,,,,,NaN
455,NaN,-9,NaN,-9,63,NaN,,,,-2,,-9,NaN
456,NaN,,NaN,,,NaN,,,,,,,NaN
457,NaN,-9,NaN,-9,63,NaN,63,,,-2,100,-9,NaN
458,NaN,,NaN,,,NaN,,,,,,,NaN
459,NaN,-10,NaN,-10,62,NaN,62,,,1,100,-10,NaN
460,NaN,,NaN,,,NaN,,,,,,,NaN
461,NaN,-10,NaN,-10,62,NaN,62,,,1,100,-10,NaN
462,NaN,,NaN,,,NaN,,,,,,,NaN
463,NaN,-9,NaN,-9,62,NaN,63,,,1,100,-9,NaN
464,NaN,,NaN,,,NaN,,,,,,,NaN
465,NaN,-9,NaN,-9,62,NaN,63,,,1,100,-9,NaN
466,NaN,,NaN,,,NaN,,,,,,,NaN
467,NaN,-10,NaN,-10,61,NaN,62,,,1,100,-10,NaN
468,NaN,,NaN,,,NaN,,,,,,,NaN
469,NaN,-10,NaN,-10,60,NaN,62,,,1,100,-10,NaN
470,NaN,,NaN,,,NaN,,,,,,,NaN
471,NaN,-10,NaN,-10,60,NaN,61,,,-1,100,-10,NaN
472,NaN,,NaN,,,NaN,,,,,,,NaN
473,NaN,-10,NaN,-10,60,NaN,61,,,-1,100,-10,NaN
474,NaN,,NaN,,,NaN,,,,,,,NaN
475,NaN,-10,NaN,-10,59,NaN,60,,,-1,100,-10,NaN
476,NaN,,NaN,,,NaN,,,,,,,NaN
477,NaN,-10,NaN,-10,59,NaN,59,,,-1,100,-10,NaN
478,NaN,,NaN,,,NaN,,,,,,,NaN
479,NaN,-10,NaN,-10,58,NaN,59,,,-1,100,-10,NaN
480,NaN,,NaN,,,NaN,,,,,,,NaN
481,NaN,-10,NaN,-10,58,NaN,59,,,-1,100,-10,NaN
482,NaN,,NaN,,,NaN,,,,,,,NaN
483,NaN,-10,NaN,-10,58,NaN,59,,,-1,100,-10,NaN
484,NaN,,NaN,,,NaN,,,,,,,NaN
485,NaN,-10,NaN,-10,58,NaN,59,,,0,100,-10,NaN
486,NaN,,NaN,,,NaN,,,,,,,NaN
487,NaN,-10,NaN,-10,58,NaN,59,,,0,100,-10,NaN
488,NaN,,NaN,,,NaN,,,,,,,NaN
489,NaN,-22,NaN,30,58,NaN,59,,,1,100,-10,NaN
490,NaN,,NaN,,,NaN,,,,,,,NaN
491,NaN,-39,NaN,14,58,NaN,59,,,1,100,-12,NaN
492,NaN,,NaN,,,NaN,,,,,,,NaN
493,NaN,-16,NaN,11,59,NaN,59,,,-2,100,-8,NaN
494,NaN,,NaN,,,NaN,,,,,,,NaN
495,NaN,-10,NaN,24,59,NaN,59,,,-2,100,1,NaN
496,NaN,,NaN,,,NaN,,,,,,,NaN
497,NaN,-23,NaN,33,60,NaN,61,,,-1,100,1,NaN
498,NaN,,NaN,,,NaN,,,,,,,NaN
499,NaN,-7,NaN,12,61,NaN,62,,,-1,100,2,NaN
500,NaN,,NaN,,,NaN,,,,,,,NaN
501,NaN,-13,NaN,12,62,NaN,63,,,-2,100,1,NaN
502,NaN,,NaN,,,NaN,,,,,,,NaN
503,NaN,,NaN,,63,NaN,64,,,-2,100,-3,NaN
504,NaN,,NaN,,,NaN,,,,,,,NaN
505,NaN,,NaN,,64,NaN,64,,,-2,100,-16,NaN
506,NaN,,NaN,,,NaN,,,,,,,NaN
507,NaN,,NaN,,64,NaN,64,,,-2,100,-16,NaN
508,NaN,,NaN,,,NaN,,,,,,,NaN
509,NaN,,NaN,,64,NaN,64,,,-2,100,-17,NaN
510,NaN,,NaN,,,NaN,,,,,,,NaN
511,NaN,,NaN,,63,NaN,64,,,-2,100,-17,NaN
512,NaN,,NaN,,,NaN,,,,,,,NaN
513,NaN,,NaN,,63,NaN,64,,,-2,100,-17,NaN
514,NaN,,NaN,,,NaN,,,,,,,NaN
515,NaN,-17,NaN,-17,62,NaN,64,,,-3,100,-17,NaN
516,NaN,,NaN,,,NaN,,,,,,,NaN
517,NaN,-19,NaN,-15,61,NaN,,,,-3,,-17,NaN
518,NaN,,NaN,,,NaN,,,,,,,NaN
519,NaN,-19,NaN,-15,61,NaN,,,,-2,,-17,NaN
520,NaN,,NaN,,,NaN,,,,,,,NaN
521,NaN,-19,NaN,-15,60,NaN,,,,-2,,-17,NaN
522,NaN,,NaN,,,NaN,,,,,,,NaN
523,NaN,-17,NaN,-17,60,NaN,,,,-3,,-17,NaN
524,NaN,,NaN,,,NaN,,,,,,,NaN
525,NaN,-17,NaN,-17,60,NaN,63,,,-3,100,-17,NaN
526,NaN,,NaN,,,NaN,,,,,,,NaN
527,NaN,-17,NaN,-17,59,NaN,62,,,-3,100,-17,NaN
528,NaN,,NaN,,,NaN,,,,,,,NaN
529,NaN,-19,NaN,-15,59,NaN,61,,,-3,100,-17,NaN
530,NaN,,NaN,,,NaN,,,,,,,NaN
531,NaN,-19,NaN,-15,58,NaN,60,,,-3,100,-17,NaN
532,NaN,,NaN,,,NaN,,,,,,,NaN
533,NaN,-17,NaN,-17,58,NaN,59,,,-3,100,-17,NaN
534,NaN,,NaN,,,NaN,,,,,,,NaN
535,NaN,-17,NaN,-17,58,NaN,59,,,-2,100,-17,NaN
536,NaN,,NaN,,,NaN,,,,,,,NaN
537,NaN,-17,NaN,-17,58,NaN,59,,,-2,100,-17,NaN
538,NaN,,NaN,,,NaN,,,,,,,NaN
539,NaN,-17,NaN,-17,58,NaN,59,,,-2,100,-17,NaN
540,NaN,,NaN,,,NaN,,,,,,,NaN
541,NaN,-18,NaN,-18,58,NaN,59,,,-2,100,-18,NaN
542,NaN,,NaN,,,NaN,,,,,,,NaN
543,NaN,-18,NaN,-18,58,NaN,59,,,-2,100,-18,NaN
544,NaN,,NaN,,,NaN,,,,,,,NaN
545,NaN,-18,NaN,-18,58,NaN,60,,,-3,100,-18,NaN
546,NaN,,NaN,,,NaN,,,,,,,NaN
547,NaN,-18,NaN,-18,58,NaN,59,,,-3,100,-18,NaN
548,NaN,,NaN,,,NaN,,,,,,,NaN
549,NaN,-18,NaN,-18,57,NaN,59,,,-3,100,-18,NaN
550,NaN,,NaN,,,NaN,,,,,,,NaN
551,NaN,-18,NaN,-18,57,NaN,59,,,-3,100,-18,NaN
552,NaN,,NaN,,,NaN,,,,,,,NaN
553,NaN,-18,NaN,-18,57,NaN,58,,,-3,100,-18,NaN
554,NaN,,NaN,,,NaN,,,,,,,NaN
555,NaN,-18,NaN,-18,57,NaN,57,,,-3,100,-18,NaN
556,NaN,,NaN,,,NaN,,,,,,,NaN
557,NaN,-18,NaN,-18,57,NaN,57,,,-3,100,-18,NaN
558,NaN,,NaN,,,NaN,,,,,,,NaN
559,NaN,-18,NaN,-18,56,NaN,57,,,-3,100,-18,NaN
560,NaN,,NaN,,,NaN,,,,,,,NaN
561,NaN,-18,NaN,-18,56,NaN,57,,,-3,100,-18,NaN
562,NaN,,NaN,,,NaN,,,,,,,NaN
563,NaN,-18,NaN,-18,56,NaN,57,,,-3,100,-18,NaN
564,NaN,,NaN,,,NaN,,,,,,,NaN
565,NaN,-17,NaN,-17,56,NaN,57,,,-3,100,-17,NaN
566,NaN,,NaN,,,NaN,,,,,,,NaN
567,NaN,-17,NaN,-17,56,NaN,57,,,-3,100,-17,NaN
568,NaN,,NaN,,,NaN,,,,,,,NaN
569,NaN,-17,NaN,-17,56,NaN,57,,,-3,100,-17,NaN
570,NaN,,NaN,,,NaN,,,,,,,NaN
571,NaN,-17,NaN,-17,56,NaN,57,,,-3,100,-17,NaN
572,NaN,,NaN,,,NaN,,,,,,,NaN
573,NaN,-17,NaN,-17,56,NaN,57,,,-3,100,-17,NaN
574,NaN,,NaN,,,NaN,,,,,,,NaN
575,NaN,-17,NaN,-17,56,NaN,57,,,-3,100,-17,NaN
576,NaN,,NaN,,,NaN,,,,,,,NaN
577,NaN,-10,NaN,29,56,NaN,57,,,-3,100,-17,NaN
578,NaN,,NaN,,,NaN,,,,,,,NaN
579,NaN,-29,NaN,2,56,NaN,57,,,-3,100,-11,NaN
580,NaN,,NaN,,,NaN,,,,,,,NaN
581,NaN,-3,NaN,17,56,NaN,57,,,-3,100,3,NaN
582,NaN,,NaN,,,NaN,,,,,,,NaN
583,NaN,,NaN,,56,NaN,57,,,-3,100,-2,NaN
584,NaN,,NaN,,,NaN,,,,,,,NaN
585,NaN,,NaN,,57,NaN,57,,,-3,100,-8,NaN
586,NaN,,NaN,,,NaN,,,,,,,NaN
587,NaN,,NaN,,57,NaN,57,,,-3,100,-8,NaN
588,NaN,,NaN,,,NaN,,,,,,,NaN
589,NaN,,NaN,,57,NaN,57,,,-3,100,-5,NaN
590,NaN,,NaN,,,NaN,,,,,,,NaN
591,NaN,,NaN,,57,NaN,57,,,-3,100,-6,NaN
592,NaN,,NaN,,,NaN,,,,,,,NaN
593,NaN,,NaN,,57,NaN,58,,,-3,100,-6,NaN
594,NaN,,NaN,,,NaN,,,,,,,NaN
595,NaN,31,NaN,62,57,NaN,57,,,-3,100,24,NaN
596,NaN,,NaN,,,NaN,,,,,,,NaN
597,NaN,42,NaN,67,57,NaN,57,,,-3,100,33,NaN
598,NaN,,NaN,,,NaN,,,,,,,NaN
599,NaN,51,NaN,74,57,NaN,58,,,-3,100,50,NaN
600,NaN,,NaN,,,NaN,,,,,,,NaN
601,NaN,46,NaN,78,58,NaN,58,,,-3,100,54,NaN
602,NaN,,NaN,,,NaN,,,,,,,NaN
603,NaN,44,NaN,84,58,NaN,58,,,-2,100,57,NaN
604,NaN,,NaN,,,NaN,,,,,,,NaN
605,NaN,46,NaN,86,58,NaN,58,,,-2,100,59,NaN
606,NaN,,NaN,,,NaN,,,,,,,NaN
607,NaN,46,NaN,87,58,NaN,58,,,-2,100,60,NaN
608,NaN,,NaN,,,NaN,,,,,,,NaN
609,NaN,46,NaN,86,58,NaN,58,,,-3,100,60,NaN
610,NaN,,NaN,,,NaN,,,,,,,NaN
611,NaN,47,NaN,86,57,NaN,57,,,-3,100,61,NaN
612,NaN,,NaN,,,NaN,,,,,,,NaN
613,NaN,48,NaN,81,56,NaN,57,,,-3,100,62,NaN
614,NaN,,NaN,,,NaN,,,,,,,NaN
615,NaN,55,NaN,78,55,NaN,56,,,-3,100,64,NaN
616,NaN,,NaN,,,NaN,,,,,,,NaN
617,NaN,54,NaN,80,53,NaN,54,,,-3,100,66,NaN
618,NaN,,NaN,,,NaN,,,,,,,NaN
619,NaN,48,NaN,84,52,NaN,53,,,-3,100,64,NaN
620,NaN,,NaN,,,NaN,,,,,,,NaN
621,NaN,47,NaN,90,51,NaN,52,,,-3,100,65,NaN
622,NaN,,NaN,,,NaN,,,,,,,NaN
623,NaN,54,NaN,96,51,NaN,52,,,-3,100,69,NaN
624,NaN,,NaN,,,NaN,,,,,,,NaN
625,NaN,49,NaN,102,51,NaN,52,,,-2,100,74,NaN
626,NaN,,NaN,,,NaN,,,,,,,NaN
627,NaN,52,NaN,80,53,NaN,52,,,-2,100,68,NaN
628,NaN,,NaN,,,NaN,,,,,,,NaN
629,NaN,52,NaN,80,54,NaN,52,,,-2,100,68,NaN
630,NaN,,NaN,,,NaN,,,,,,,NaN
631,NaN,48,NaN,70,56,NaN,52,,,-2,100,63,NaN
632,NaN,,NaN,,,NaN,,,,,,,NaN
633,NaN,43,NaN,61,58,NaN,52,,,-3,100,58,NaN
634,NaN,,NaN,,,NaN,,,,,,,NaN
635,NaN,43,NaN,61,61,NaN,52,,,-3,100,58,NaN
636,NaN,,NaN,,,NaN,,,,,,,NaN
637,NaN,41,NaN,59,63,NaN,52,,,-3,100,56,NaN
638,NaN,,NaN,,,NaN,,,,,,,NaN
639,NaN,58,NaN,83,65,NaN,52,,,-3,100,68,NaN
640,NaN,,NaN,,,NaN,,,,,,,NaN
641,NaN,67,NaN,89,67,NaN,,,32,-3,,73,NaN
642,NaN,,NaN,,,NaN,,,,,,,NaN
643,NaN,70,NaN,86,69,NaN,61,,32,-3,100,76,NaN
644,NaN,,NaN,,,NaN,,,,,,,NaN
645,NaN,63,NaN,82,70,NaN,67,,32,-3,100,75,NaN
646,NaN,,NaN,,,NaN,,,,,,,NaN
647,NaN,66,NaN,85,72,NaN,73,4,40,-2,100,75,NaN
648,NaN,,NaN,,,NaN,,,,,,,NaN
649,NaN,57,NaN,88,72,NaN,74,4,40,-2,100,74,NaN
650,NaN,,NaN,,,NaN,,,,,,,NaN
651,NaN,64,NaN,82,73,NaN,74,4,40,-2,100,74,NaN
652,NaN,,NaN,,,NaN,,,,,,,NaN
653,NaN,65,NaN,82,74,NaN,75,4,40,-2,100,74,NaN
654,NaN,,NaN,,,NaN,,,,,,,NaN
655,NaN,66,NaN,82,75,NaN,76,4,39,-3,100,74,NaN
656,NaN,,NaN,,,NaN,,,,,,,NaN
657,NaN,55,NaN,100,75,NaN,76,4,39,-3,100,75,NaN
658,NaN,,NaN,,,NaN,,,,,,,NaN
659,NaN,63,NaN,94,75,NaN,76,4,39,-3,100,76,NaN
660,NaN,,NaN,,,NaN,,,,,,,NaN
661,NaN,72,NaN,83,75,NaN,76,3,38,-3,100,78,NaN
662,NaN,,NaN,,,NaN,,,,,,,NaN
663,NaN,77,NaN,84,74,NaN,75,3,38,-3,100,80,NaN
664,NaN,,NaN,,,NaN,,,,,,,NaN
665,NaN,80,NaN,86,74,NaN,75,3,38,-3,100,82,NaN
666,NaN,,NaN,,,NaN,,,,,,,NaN
667,NaN,82,NaN,88,73,NaN,74,3,38,-2,100,84,NaN
668,NaN,,NaN,,,NaN,,,,,,,NaN
669,NaN,84,NaN,89,73,NaN,73,8,38,-2,100,85,NaN
670,NaN,,NaN,,,NaN,,,,,,,NaN
671,NaN,87,NaN,92,72,NaN,73,8,38,-2,100,88,NaN
672,NaN,,NaN,,,NaN,,,,,,,NaN
673,NaN,90,NaN,95,72,NaN,72,8,38,-2,100,91,NaN
674,NaN,,NaN,,,NaN,,,,,,,NaN
675,NaN,91,NaN,96,71,NaN,71,11,38,-2,100,91,NaN
676,NaN,,NaN,,,NaN,,,,,,,NaN
677,NaN,95,NaN,100,69,NaN,70,11,38,-2,100,95,NaN
678,NaN,,NaN,,,NaN,,,,,,,NaN
679,NaN,100,NaN,104,68,NaN,69,11,38,-2,100,99,NaN
680,NaN,,NaN,,,NaN,,,,,,,NaN
681,NaN,103,NaN,108,67,NaN,68,12,37,-3,100,102,NaN
682,NaN,,NaN,,,NaN,,,,,,,NaN
683,NaN,106,NaN,111,66,NaN,67,12,37,-3,100,106,NaN
684,NaN,,NaN,,,NaN,,,,,,,NaN
685,NaN,111,NaN,115,66,NaN,67,12,37,-3,100,109,NaN
686,NaN,,NaN,,,NaN,,,,,,,NaN
687,NaN,111,NaN,116,66,NaN,67,12,37,-3,100,112,NaN
688,NaN,,NaN,,,NaN,,,,,,,NaN
689,NaN,115,NaN,119,67,NaN,68,13,37,-2,100,114,NaN
690,NaN,,NaN,,,NaN,,,,,,,NaN
691,NaN,116,NaN,122,68,NaN,68,13,37,-2,100,116,NaN
692,NaN,,NaN,,,NaN,,,,,,,NaN
693,NaN,116,NaN,121,68,NaN,69,13,37,-2,100,117,NaN
694,NaN,,NaN,,,NaN,,,,,,,NaN
695,NaN,117,NaN,125,69,NaN,69,13,37,-2,100,119,NaN
696,NaN,,NaN,,,NaN,,,,,,,NaN
697,NaN,110,NaN,125,69,NaN,70,13,37,-2,100,118,NaN
698,NaN,,NaN,,,NaN,,,,,,,NaN
699,NaN,110,NaN,125,69,NaN,70,13,37,-2,100,118,NaN
700,NaN,,NaN,,,NaN,,,,,,,NaN
701,NaN,112,NaN,124,69,NaN,70,13,37,-2,100,118,NaN
702,NaN,,NaN,,,NaN,,,,,,,NaN
703,NaN,112,NaN,122,69,NaN,69,13,37,-2,100,118,NaN
704,NaN,,NaN,,,NaN,,,,,,,NaN
705,NaN,113,NaN,125,69,NaN,69,13,37,-2,100,119,NaN
706,NaN,,NaN,,,NaN,,,,,,,NaN
707,NaN,115,NaN,126,69,NaN,69,13,37,-3,100,119,NaN
708,NaN,,NaN,,,NaN,,,,,,,NaN
709,NaN,102,NaN,124,69,NaN,69,13,37,-3,100,117,NaN
710,NaN,,NaN,,,NaN,,,,,,,NaN
711,NaN,58,NaN,103,69,NaN,69,13,37,-2,100,89,NaN
712,NaN,,NaN,,,NaN,,,,,,,NaN
713,NaN,52,NaN,99,68,NaN,69,13,37,-2,100,79,NaN
714,NaN,,NaN,,,NaN,,,,,,,NaN
715,NaN,50,NaN,97,68,NaN,68,13,37,-2,100,73,NaN
716,NaN,,NaN,,,NaN,,,,,,,NaN
717,NaN,50,NaN,97,67,NaN,68,13,37,-2,100,70,NaN
718,NaN,,NaN,,,NaN,,,,,,,NaN
719,NaN,49,NaN,95,67,NaN,67,13,37,-2,100,67,NaN
720,NaN,,NaN,,,NaN,,,,,,,NaN
721,NaN,49,NaN,95,66,NaN,67,13,37,-2,100,67,NaN
722,NaN,,NaN,,,NaN,,,,,,,NaN
723,NaN,49,NaN,92,66,NaN,67,13,37,-2,100,65,NaN
724,NaN,,NaN,,,NaN,,,,,,,NaN
725,NaN,49,NaN,90,66,NaN,67,13,37,-2,100,64,NaN
726,NaN,,NaN,,,NaN,,,,,,,NaN
727,NaN,49,NaN,88,66,NaN,67,13,37,-3,100,64,NaN
728,NaN,,NaN,,,NaN,,,,,,,NaN
729,NaN,48,NaN,84,66,NaN,66,13,37,-3,100,63,NaN
730,NaN,,NaN,,,NaN,,,,,,,NaN
731,NaN,49,NaN,83,65,NaN,66,13,37,-2,100,63,NaN
732,NaN,,NaN,,,NaN,,,,,,,NaN
733,NaN,49,NaN,78,65,NaN,65,13,37,-2,100,63,NaN
734,NaN,,NaN,,,NaN,,,,,,,NaN
735,NaN,51,NaN,76,64,NaN,65,13,37,-2,100,63,NaN
736,NaN,,NaN,,,NaN,,,,,,,NaN
737,NaN,52,NaN,74,64,NaN,64,13,37,-2,100,63,NaN
738,NaN,,NaN,,,NaN,,,,,,,NaN
739,NaN,55,NaN,73,63,NaN,64,13,37,-2,100,64,NaN
740,NaN,,NaN,,,NaN,,,,,,,NaN
741,NaN,58,NaN,72,64,NaN,64,13,37,-2,100,65,NaN
742,NaN,,NaN,,,NaN,,,,,,,NaN
743,NaN,60,NaN,71,64,NaN,64,13,37,-2,100,66,NaN
744,NaN,,NaN,,,NaN,,,,,,,NaN
745,NaN,64,NaN,72,64,NaN,64,13,37,-2,100,68,NaN
746,NaN,,NaN,,,NaN,,,,,,,NaN
747,NaN,64,NaN,71,64,NaN,65,13,37,-2,100,68,NaN
748,NaN,,NaN,,,NaN,,,,,,,NaN
749,NaN,66,NaN,72,64,NaN,65,13,37,-2,100,69,NaN
750,NaN,,NaN,,,NaN,,,,,,,NaN
751,NaN,70,NaN,76,65,NaN,65,13,37,-2,100,71,NaN
752,NaN,,NaN,,,NaN,,,,,,,NaN
753,NaN,76,NaN,79,65,NaN,65,13,37,-2,100,74,NaN
754,NaN,,NaN,,,NaN,,,,,,,NaN
755,NaN,79,NaN,82,65,NaN,65,13,37,-2,100,78,NaN
756,NaN,,NaN,,,NaN,,,,,,,NaN
757,NaN,80,NaN,83,64,NaN,64,13,36,-2,100,80,NaN
758,NaN,,NaN,,,NaN,,,,,,,NaN
759,NaN,83,NaN,86,63,NaN,64,13,36,-2,100,82,NaN
760,NaN,,NaN,,,NaN,,,,,,,NaN
761,NaN,85,NaN,88,62,NaN,63,13,36,-2,100,85,NaN
762,NaN,,NaN,,,NaN,,,,,,,NaN
763,NaN,86,NaN,89,61,NaN,62,13,38,-2,100,86,NaN
764,NaN,,NaN,,,NaN,,,,,,,NaN
765,NaN,86,NaN,89,61,NaN,62,13,38,-2,100,86,NaN
766,NaN,,NaN,,,NaN,,,,,,,NaN
767,NaN,89,NaN,92,61,NaN,62,13,38,-2,100,88,NaN
768,NaN,,NaN,,,NaN,,,,,,,NaN
769,NaN,93,NaN,96,62,NaN,62,13,36,-2,100,92,NaN
770,NaN,,NaN,,,NaN,,,,,,,NaN
771,NaN,94,NaN,97,62,NaN,63,13,36,-2,100,94,NaN
772,NaN,,NaN,,,NaN,,,,,,,NaN
773,NaN,59,NaN,95,63,NaN,63,13,36,-2,100,83,NaN
774,NaN,,NaN,,,NaN,,,,,,,NaN
775,NaN,48,NaN,82,63,NaN,63,13,37,-2,100,72,NaN
776,NaN,,NaN,,,NaN,,,,,,,NaN
777,NaN,46,NaN,85,63,NaN,63,13,37,-2,100,67,NaN
778,NaN,,NaN,,,NaN,,,,,,,NaN
779,NaN,45,NaN,85,63,NaN,63,13,37,-2,100,63,NaN
780,NaN,,NaN,,,NaN,,,,,,,NaN
781,NaN,45,NaN,85,63,NaN,63,13,37,-2,100,62,NaN
782,NaN,,NaN,,,NaN,,,,,,,NaN
783,NaN,44,NaN,84,62,NaN,62,13,37,-2,100,60,NaN
784,NaN,,NaN,,,NaN,,,,,,,NaN
785,NaN,44,NaN,83,62,NaN,62,13,37,-2,100,60,NaN
786,NaN,,NaN,,,NaN,,,,,,,NaN
787,NaN,44,NaN,83,62,NaN,61,13,37,-2,100,60,NaN
788,NaN,,NaN,,,NaN,,,,,,,NaN
789,NaN,,NaN,,62,NaN,61,13,36,-2,100,60,NaN
790,NaN,,NaN,,,NaN,,,,,,,NaN
791,NaN,,NaN,,61,NaN,61,13,36,-2,100,119,NaN
792,NaN,,NaN,,,NaN,,,,,,,NaN
793,NaN,,NaN,,61,NaN,61,13,36,-2,100,119,NaN
794,NaN,,NaN,,,NaN,,,,,,,NaN
795,NaN,,NaN,,61,NaN,61,13,36,-2,100,68,NaN
796,NaN,,NaN,,,NaN,,,,,,,NaN
797,NaN,,NaN,,61,NaN,62,13,36,-2,100,65,NaN
798,NaN,,NaN,,,NaN,,,,,,,NaN
799,NaN,,NaN,,61,NaN,62,13,36,-2,100,59,NaN
800,NaN,,NaN,,,NaN,,,,,,,NaN
801,NaN,,NaN,,61,NaN,62,13,36,-2,100,58,NaN
802,NaN,,NaN,,,NaN,,,,,,,NaN
803,NaN,,NaN,,60,NaN,61,13,37,-2,100,57,NaN
804,NaN,,NaN,,,NaN,,,,,,,NaN
805,NaN,,NaN,,59,NaN,60,13,37,-2,100,58,NaN
806,NaN,,NaN,,,NaN,,,,,,,NaN
807,NaN,,NaN,,58,NaN,59,13,37,-2,100,57,NaN
808,NaN,,NaN,,,NaN,,,,,,,NaN
809,NaN,,NaN,,58,NaN,58,13,35,-2,100,57,NaN
810,NaN,,NaN,,,NaN,,,,,,,NaN
811,NaN,43,NaN,81,58,NaN,58,13,35,-2,100,57,NaN
812,NaN,,NaN,,,NaN,,,,,,,NaN
813,NaN,44,NaN,81,58,NaN,58,13,35,-2,100,57,NaN
814,NaN,,NaN,,,NaN,,,,,,,NaN
815,NaN,44,NaN,81,58,NaN,59,13,36,-2,100,57,NaN
816,NaN,,NaN,,,NaN,,,,,,,NaN
817,NaN,44,NaN,80,59,NaN,59,13,36,-2,100,57,NaN
818,NaN,,NaN,,,NaN,,,,,,,NaN
819,NaN,44,NaN,80,59,NaN,59,13,36,-2,100,57,NaN
820,NaN,,NaN,,,NaN,,,,,,,NaN
821,NaN,43,NaN,78,59,NaN,60,13,36,-2,100,57,NaN
822,NaN,,NaN,,,NaN,,,,,,,NaN
823,NaN,44,NaN,78,60,NaN,60,13,37,-2,100,57,NaN
824,NaN,,NaN,,,NaN,,,,,,,NaN
825,NaN,44,NaN,76,60,NaN,61,13,37,-2,100,57,NaN
826,NaN,,NaN,,,NaN,,,,,,,NaN
827,NaN,44,NaN,74,60,NaN,61,13,37,-2,100,57,NaN
828,NaN,,NaN,,,NaN,,,,,,,NaN
829,NaN,44,NaN,74,61,NaN,61,13,37,-2,100,57,NaN
830,NaN,,NaN,,,NaN,,,,,,,NaN
831,NaN,44,NaN,71,60,NaN,61,13,37,-2,100,56,NaN
832,NaN,,NaN,,,NaN,,,,,,,NaN
833,NaN,44,NaN,73,60,NaN,61,13,37,-2,100,57,NaN
834,NaN,,NaN,,,NaN,,,,,,,NaN
835,NaN,44,NaN,72,60,NaN,61,13,37,-2,100,56,NaN
836,NaN,,NaN,,,NaN,,,,,,,NaN
837,NaN,45,NaN,72,60,NaN,61,13,37,-2,100,57,NaN
838,NaN,,NaN,,,NaN,,,,,,,NaN
839,NaN,45,NaN,72,61,NaN,62,13,37,-2,100,57,NaN
840,NaN,,NaN,,,NaN,,,,,,,NaN
841,NaN,46,NaN,71,62,NaN,62,13,36,-2,100,57,NaN
842,NaN,,NaN,,,NaN,,,,,,,NaN
843,NaN,,NaN,,62,NaN,62,13,36,-1,100,57,NaN
844,NaN,,NaN,,,NaN,,,,,,,NaN
845,NaN,,NaN,,62,NaN,63,13,36,-1,100,85,NaN
846,NaN,,NaN,,,NaN,,,,,,,NaN
847,NaN,,NaN,,62,NaN,63,13,36,-2,100,85,NaN
848,NaN,,NaN,,,NaN,,,,,,,NaN
849,NaN,,NaN,,63,NaN,63,13,37,-2,100,67,NaN
850,NaN,,NaN,,,NaN,,,,,,,NaN
851,NaN,,NaN,,63,NaN,63,13,37,-2,100,65,NaN
852,NaN,,NaN,,,NaN,,,,,,,NaN
853,NaN,,NaN,,63,NaN,63,13,37,-2,100,64,NaN
854,NaN,,NaN,,,NaN,,,,,,,NaN
855,NaN,,NaN,,63,NaN,63,13,37,-2,100,65,NaN
856,NaN,,NaN,,,NaN,,,,,,,NaN
857,NaN,,NaN,,63,NaN,63,13,37,-2,100,62,NaN
858,NaN,,NaN,,,NaN,,,,,,,NaN
859,NaN,,NaN,,62,NaN,63,13,37,-3,100,60,NaN
860,NaN,,NaN,,,NaN,,,,,,,NaN
861,NaN,,NaN,,62,NaN,62,13,37,-3,100,59,NaN
862,NaN,,NaN,,,NaN,,,,,,,NaN
863,NaN,,NaN,,61,NaN,62,13,37,-3,100,59,NaN
864,NaN,,NaN,,,NaN,,,,,,,NaN
865,NaN,,NaN,,61,NaN,62,13,37,-2,100,59,NaN
866,NaN,,NaN,,,NaN,,,,,,,NaN
867,NaN,53,NaN,60,62,NaN,62,13,36,-2,100,58,NaN
868,NaN,,NaN,,,NaN,,,,,,,NaN
869,NaN,93,NaN,66,62,NaN,62,13,36,-1,100,58,NaN
870,NaN,,NaN,,,NaN,,,,,,,NaN
871,NaN,73,NaN,63,62,NaN,63,13,36,-1,100,58,NaN
872,NaN,,NaN,,,NaN,,,,,,,NaN
873,NaN,59,NaN,61,62,NaN,63,13,37,-2,100,58,NaN
