time,Solar8000/PLETH_SPO2,SNUADC/ECG_V5,SNUADC/ART,SNUADC/CVP,Solar8000/ART_SBP,Solar8000/RR_CO2,SNUADC/ECG_II,Solar8000/HR,Solar8000/ART_MBP,Solar8000/PLETH_HR,Solar8000/ETCO2,Solar8000/CVP,Solar8000/ART_DBP
436,100,NaN,NaN,NaN,126,12,NaN,85,105,85,30,-20,94
437,,NaN,NaN,NaN,,,NaN,,,,,,
438,100,NaN,NaN,NaN,116,13,NaN,84,106,85,29,-20,101
439,,NaN,NaN,NaN,,,NaN,,,,,,
440,100,NaN,NaN,NaN,114,13,NaN,84,107,85,29,-20,104
441,,NaN,NaN,NaN,,,NaN,,,,,,
442,100,NaN,NaN,NaN,130,13,NaN,84,99,85,29,-21,70
443,,NaN,NaN,NaN,,,NaN,,,,,,
444,100,NaN,NaN,NaN,131,13,NaN,84,96,84,29,-21,66
445,,NaN,NaN,NaN,,,NaN,,,,,,
446,100,NaN,NaN,NaN,126,13,NaN,84,97,84,30,-20,76
447,,NaN,NaN,NaN,,,NaN,,,,,,
448,100,NaN,NaN,NaN,119,13,NaN,84,96,84,30,-20,76
449,,NaN,NaN,NaN,,,NaN,,,,,,
450,100,NaN,NaN,NaN,121,13,NaN,83,97,84,30,-20,78
451,,NaN,NaN,NaN,,,NaN,,,,,,
452,100,NaN,NaN,NaN,117,13,NaN,83,97,84,30,-20,79
453,,NaN,NaN,NaN,,,NaN,,,,,,
454,100,NaN,NaN,NaN,117,13,NaN,83,98,84,30,-20,80
455,,NaN,NaN,NaN,,,NaN,,,,,,
456,100,NaN,NaN,NaN,115,13,NaN,83,98,83,30,-20,82
457,,NaN,NaN,NaN,,,NaN,,,,,,
458,100,NaN,NaN,NaN,113,13,NaN,83,98,81,30,-20,83
459,,NaN,NaN,NaN,,,NaN,,,,,,
460,100,NaN,NaN,NaN,115,13,NaN,83,99,82,30,-20,85
461,,NaN,NaN,NaN,,,NaN,,,,,,
462,100,NaN,NaN,NaN,113,13,NaN,83,99,82,30,-20,86
463,,NaN,NaN,NaN,,,NaN,,,,,,
464,100,NaN,NaN,NaN,112,13,NaN,82,100,83,30,-21,90
465,,NaN,NaN,NaN,,,NaN,,,,,,
466,100,NaN,NaN,NaN,110,13,NaN,82,100,84,30,-21,90
467,,NaN,NaN,NaN,,,NaN,,,,,,
468,100,NaN,NaN,NaN,110,13,NaN,82,100,85,30,-20,92
469,,NaN,NaN,NaN,,,NaN,,,,,,
470,100,NaN,NaN,NaN,112,13,NaN,82,102,83,30,-20,94
471,,NaN,NaN,NaN,,,NaN,,,,,,
472,100,NaN,NaN,NaN,112,13,NaN,82,105,83,30,-20,100
473,,NaN,NaN,NaN,,,NaN,,,,,,
474,100,NaN,NaN,NaN,110,13,NaN,83,106,83,30,-20,99
475,,NaN,NaN,NaN,,,NaN,,,,,,
476,100,NaN,NaN,NaN,112,13,NaN,83,106,84,30,-20,101
477,,NaN,NaN,NaN,,,NaN,,,,,,
478,100,NaN,NaN,NaN,113,13,NaN,83,108,84,30,-20,105
479,,NaN,NaN,NaN,,,NaN,,,,,,
480,100,NaN,NaN,NaN,114,13,NaN,84,109,84,30,-20,107
481,,NaN,NaN,NaN,,,NaN,,,,,,
482,100,NaN,NaN,NaN,115,13,NaN,84,111,85,30,-20,110
483,,NaN,NaN,NaN,,,NaN,,,,,,
484,100,NaN,NaN,NaN,116,13,NaN,85,113,85,30,-20,113
485,,NaN,NaN,NaN,,,NaN,,,,,,
486,100,NaN,NaN,NaN,118,13,NaN,85,114,85,30,-21,114
487,,NaN,NaN,NaN,,,NaN,,,,,,
488,100,NaN,NaN,NaN,119,13,NaN,85,115,86,30,-21,116
489,,NaN,NaN,NaN,,,NaN,,,,,,
490,100,NaN,NaN,NaN,119,13,NaN,85,115,86,30,-20,116
491,,NaN,NaN,NaN,,,NaN,,,,,,
492,100,NaN,NaN,NaN,122,13,NaN,85,122,86,30,-20,122
493,,NaN,NaN,NaN,,,NaN,,,,,,
494,100,NaN,NaN,NaN,146,13,NaN,85,108,85,30,-21,60
495,,NaN,NaN,NaN,,,NaN,,,,,,
496,100,NaN,NaN,NaN,156,13,NaN,85,100,85,30,-21,61
497,,NaN,NaN,NaN,,,NaN,,,,,,
498,100,NaN,NaN,NaN,155,13,NaN,85,96,85,30,-20,61
499,,NaN,NaN,NaN,,,NaN,,,,,,
500,100,NaN,NaN,NaN,157,13,NaN,85,95,85,30,-20,60
501,,NaN,NaN,NaN,,,NaN,,,,,,
502,100,NaN,NaN,NaN,155,13,NaN,84,94,85,30,-21,59
503,,NaN,NaN,NaN,,,NaN,,,,,,
504,100,NaN,NaN,NaN,152,13,NaN,84,93,85,30,-21,59
505,,NaN,NaN,NaN,,,NaN,,,,,,
506,100,NaN,NaN,NaN,155,13,NaN,84,92,85,30,-21,59
507,,NaN,NaN,NaN,,,NaN,,,,,,
508,100,NaN,NaN,NaN,153,13,NaN,84,91,84,30,-21,59
509,,NaN,NaN,NaN,,,NaN,,,,,,
510,100,NaN,NaN,NaN,155,13,NaN,84,92,84,30,-20,59
511,,NaN,NaN,NaN,,,NaN,,,,,,
512,100,NaN,NaN,NaN,154,13,NaN,84,91,84,30,-20,59
513,,NaN,NaN,NaN,,,NaN,,,,,,
514,100,NaN,NaN,NaN,155,13,NaN,84,92,85,30,-20,59
515,,NaN,NaN,NaN,,,NaN,,,,,,
516,100,NaN,NaN,NaN,155,13,NaN,84,91,84,30,-21,59
517,,NaN,NaN,NaN,,,NaN,,,,,,
518,100,NaN,NaN,NaN,153,13,NaN,84,91,85,30,-21,59
519,,NaN,NaN,NaN,,,NaN,,,,,,
520,100,NaN,NaN,NaN,154,13,NaN,84,92,85,30,-20,58
521,,NaN,NaN,NaN,,,NaN,,,,,,
522,100,NaN,NaN,NaN,153,13,NaN,84,91,84,30,-20,57
523,,NaN,NaN,NaN,,,NaN,,,,,,
524,100,NaN,NaN,NaN,156,13,NaN,84,91,84,30,-21,52
525,,NaN,NaN,NaN,,,NaN,,,,,,
526,100,NaN,NaN,NaN,163,13,NaN,84,91,84,30,-21,37
527,,NaN,NaN,NaN,,,NaN,,,,,,
528,100,NaN,NaN,NaN,159,13,NaN,84,91,84,30,-21,45
529,,NaN,NaN,NaN,,,NaN,,,,,,
530,100,NaN,NaN,NaN,154,13,NaN,84,91,85,30,-21,56
531,,NaN,NaN,NaN,,,NaN,,,,,,
532,100,NaN,NaN,NaN,153,13,NaN,83,90,85,30,-20,58
533,,NaN,NaN,NaN,,,NaN,,,,,,
534,100,NaN,NaN,NaN,152,13,NaN,83,90,84,30,-20,58
535,,NaN,NaN,NaN,,,NaN,,,,,,
536,100,NaN,NaN,NaN,150,13,NaN,83,89,84,30,-20,57
537,,NaN,NaN,NaN,,,NaN,,,,,,
538,100,NaN,NaN,NaN,152,13,NaN,83,89,83,30,-20,58
539,,NaN,NaN,NaN,,,NaN,,,,,,
540,100,NaN,NaN,NaN,150,13,NaN,82,89,84,30,-21,58
541,,NaN,NaN,NaN,,,NaN,,,,,,
542,100,NaN,NaN,NaN,152,13,NaN,82,89,85,30,-21,58
543,,NaN,NaN,NaN,,,NaN,,,,,,
544,100,NaN,NaN,NaN,149,13,NaN,82,89,84,30,-21,58
545,,NaN,NaN,NaN,,,NaN,,,,,,
546,100,NaN,NaN,NaN,149,13,NaN,82,89,88,30,-21,58
547,,NaN,NaN,NaN,,,NaN,,,,,,
548,100,NaN,NaN,NaN,150,13,NaN,82,89,88,30,-21,57
549,,NaN,NaN,NaN,,,NaN,,,,,,
550,100,NaN,NaN,NaN,148,13,NaN,82,88,85,30,-21,57
551,,NaN,NaN,NaN,,,NaN,,,,,,
552,100,NaN,NaN,NaN,150,13,NaN,81,89,84,30,-21,58
553,,NaN,NaN,NaN,,,NaN,,,,,,
554,100,NaN,NaN,NaN,148,13,NaN,81,88,81,30,-20,57
555,,NaN,NaN,NaN,,,NaN,,,,,,
556,100,NaN,NaN,NaN,150,13,NaN,81,88,81,30,-20,57
557,,NaN,NaN,NaN,,,NaN,,,,,,
558,100,NaN,NaN,NaN,147,13,NaN,81,88,81,30,-20,57
559,,NaN,NaN,NaN,,,NaN,,,,,,
560,100,NaN,NaN,NaN,149,13,NaN,81,88,81,30,-20,58
561,,NaN,NaN,NaN,,,NaN,,,,,,
562,100,NaN,NaN,NaN,149,13,NaN,81,88,81,30,-20,57
563,,NaN,NaN,NaN,,,NaN,,,,,,
564,100,NaN,NaN,NaN,147,13,NaN,81,88,81,29,-20,57
565,,NaN,NaN,NaN,,,NaN,,,,,,
566,100,NaN,NaN,NaN,148,13,NaN,81,88,81,29,-21,57
567,,NaN,NaN,NaN,,,NaN,,,,,,
568,100,NaN,NaN,NaN,147,13,NaN,81,87,81,29,-21,57
569,,NaN,NaN,NaN,,,NaN,,,,,,
570,100,NaN,NaN,NaN,149,13,NaN,81,88,81,30,-20,57
571,,NaN,NaN,NaN,,,NaN,,,,,,
572,100,NaN,NaN,NaN,147,13,NaN,80,88,81,30,-20,56
573,,NaN,NaN,NaN,,,NaN,,,,,,
574,100,NaN,NaN,NaN,148,13,NaN,80,88,81,30,-20,56
575,,NaN,NaN,NaN,,,NaN,,,,,,
576,100,NaN,NaN,NaN,147,13,NaN,80,87,81,30,-20,56
577,,NaN,NaN,NaN,,,NaN,,,,,,
578,100,NaN,NaN,NaN,148,13,NaN,80,87,81,29,-20,53
579,,NaN,NaN,NaN,,,NaN,,,,,,
580,100,NaN,NaN,NaN,147,13,NaN,80,87,80,29,-20,55
581,,NaN,NaN,NaN,,,NaN,,,,,,
582,100,NaN,NaN,NaN,152,13,NaN,80,87,80,29,-20,55
583,,NaN,NaN,NaN,,,NaN,,,,,,
584,100,NaN,NaN,NaN,149,13,NaN,79,87,80,29,-11,47
585,,NaN,NaN,NaN,,,NaN,,,,,,
586,100,NaN,NaN,NaN,138,13,NaN,79,81,80,29,-11,45
587,,NaN,NaN,NaN,,,NaN,,,,,,
588,100,NaN,NaN,NaN,145,13,NaN,79,84,80,29,2,55
589,,NaN,NaN,NaN,,,NaN,,,,,,
590,100,NaN,NaN,NaN,145,13,NaN,79,85,80,29,2,54
591,,NaN,NaN,NaN,,,NaN,,,,,,
592,100,NaN,NaN,NaN,143,13,NaN,79,85,80,30,63,55
593,,NaN,NaN,NaN,,,NaN,,,,,,
594,100,NaN,NaN,NaN,145,13,NaN,79,86,80,30,63,56
595,,NaN,NaN,NaN,,,NaN,,,,,,
596,100,NaN,NaN,NaN,143,13,NaN,79,86,79,30,271,56
597,,NaN,NaN,NaN,,,NaN,,,,,,
598,100,NaN,NaN,NaN,146,13,NaN,79,87,79,30,271,56
599,,NaN,NaN,NaN,,,NaN,,,,,,
600,100,NaN,NaN,NaN,143,13,NaN,79,86,79,30,251,57
601,,NaN,NaN,NaN,,,NaN,,,,,,
602,100,NaN,NaN,NaN,145,13,NaN,79,87,79,30,251,57
603,,NaN,NaN,NaN,,,NaN,,,,,,
604,100,NaN,NaN,NaN,143,13,NaN,79,86,79,30,247,56
605,,NaN,NaN,NaN,,,NaN,,,,,,
606,100,NaN,NaN,NaN,144,13,NaN,79,86,79,29,247,57
607,,NaN,NaN,NaN,,,NaN,,,,,,
608,100,NaN,NaN,NaN,144,13,NaN,79,86,79,29,247,56
609,,NaN,NaN,NaN,,,NaN,,,,,,
610,100,NaN,NaN,NaN,143,13,NaN,79,86,79,29,247,55
611,,NaN,NaN,NaN,,,NaN,,,,,,
612,100,NaN,NaN,NaN,144,13,NaN,79,86,79,29,247,56
613,,NaN,NaN,NaN,,,NaN,,,,,,
614,100,NaN,NaN,NaN,143,13,NaN,79,86,79,29,248,52
615,,NaN,NaN,NaN,,,NaN,,,,,,
616,100,NaN,NaN,NaN,143,13,NaN,79,86,79,29,248,56
617,,NaN,NaN,NaN,,,NaN,,,,,,
618,100,NaN,NaN,NaN,142,13,NaN,78,85,79,29,245,55
619,,NaN,NaN,NaN,,,NaN,,,,,,
620,100,NaN,NaN,NaN,142,13,NaN,78,85,79,29,245,55
621,,NaN,NaN,NaN,,,NaN,,,,,,
622,100,NaN,NaN,NaN,142,13,NaN,78,85,79,29,247,55
623,,NaN,NaN,NaN,,,NaN,,,,,,
624,100,NaN,NaN,NaN,151,13,NaN,78,88,79,29,247,48
625,,NaN,NaN,NaN,,,NaN,,,,,,
626,100,NaN,NaN,NaN,147,13,NaN,79,87,79,29,247,49
627,,NaN,NaN,NaN,,,NaN,,,,,,
628,100,NaN,NaN,NaN,141,13,NaN,78,85,79,29,247,51
629,,NaN,NaN,NaN,,,NaN,,,,,,
630,100,NaN,NaN,NaN,,13,NaN,78,85,79,29,251,
631,,NaN,NaN,NaN,,,NaN,,,,,,
632,100,NaN,NaN,NaN,,13,NaN,78,-71,79,29,251,
633,,NaN,NaN,NaN,,,NaN,,,,,,
634,100,NaN,NaN,NaN,,13,NaN,78,-71,79,29,250,
635,,NaN,NaN,NaN,,,NaN,,,,,,
636,100,NaN,NaN,NaN,,13,NaN,78,-39,79,29,250,
637,,NaN,NaN,NaN,,,NaN,,,,,,
638,100,NaN,NaN,NaN,,13,NaN,78,12,79,29,250,
639,,NaN,NaN,NaN,,,NaN,,,,,,
640,100,NaN,NaN,NaN,,13,NaN,78,12,79,29,250,
641,,NaN,NaN,NaN,,,NaN,,,,,,
642,100,NaN,NaN,NaN,,13,NaN,78,12,79,29,250,
643,,NaN,NaN,NaN,,,NaN,,,,,,
644,100,NaN,NaN,NaN,,13,NaN,78,109,78,29,248,
645,,NaN,NaN,NaN,,,NaN,,,,,,
646,100,NaN,NaN,NaN,,13,NaN,78,110,78,29,248,
647,,NaN,NaN,NaN,,,NaN,,,,,,
648,100,NaN,NaN,NaN,,13,NaN,78,95,78,30,248,
649,,NaN,NaN,NaN,,,NaN,,,,,,
650,100,NaN,NaN,NaN,,13,NaN,78,89,78,30,248,
651,,NaN,NaN,NaN,,,NaN,,,,,,
652,100,NaN,NaN,NaN,,13,NaN,78,85,79,30,248,
653,,NaN,NaN,NaN,,,NaN,,,,,,
654,100,NaN,NaN,NaN,,13,NaN,78,84,79,29,248,
655,,NaN,NaN,NaN,,,NaN,,,,,,
656,100,NaN,NaN,NaN,130,13,NaN,78,83,78,29,252,50
657,,NaN,NaN,NaN,,,NaN,,,,,,
658,100,NaN,NaN,NaN,,13,NaN,78,83,78,29,252,
659,,NaN,NaN,NaN,,,NaN,,,,,,
660,100,NaN,NaN,NaN,,13,NaN,78,157,78,29,249,
661,,NaN,NaN,NaN,,,NaN,,,,,,
662,100,NaN,NaN,NaN,,13,NaN,78,153,78,29,249,
663,,NaN,NaN,NaN,,,NaN,,,,,,
664,100,NaN,NaN,NaN,,13,NaN,78,112,78,29,248,
665,,NaN,NaN,NaN,,,NaN,,,,,,
666,100,NaN,NaN,NaN,,13,NaN,78,99,78,29,248,
667,,NaN,NaN,NaN,,,NaN,,,,,,
668,100,NaN,NaN,NaN,,13,NaN,78,99,78,29,250,
669,,NaN,NaN,NaN,,,NaN,,,,,,
670,100,NaN,NaN,NaN,,13,NaN,78,159,78,29,250,
671,,NaN,NaN,NaN,,,NaN,,,,,,
672,100,NaN,NaN,NaN,,13,NaN,78,159,78,29,250,
673,,NaN,NaN,NaN,,,NaN,,,,,,
674,100,NaN,NaN,NaN,,13,NaN,78,192,78,29,253,
675,,NaN,NaN,NaN,,,NaN,,,,,,
676,100,NaN,NaN,NaN,,13,NaN,78,192,78,29,253,
677,,NaN,NaN,NaN,,,NaN,,,,,,
678,100,NaN,NaN,NaN,,13,NaN,77,147,78,29,250,
679,,NaN,NaN,NaN,,,NaN,,,,,,
680,100,NaN,NaN,NaN,,13,NaN,78,107,78,29,250,
681,,NaN,NaN,NaN,,,NaN,,,,,,
682,100,NaN,NaN,NaN,,13,NaN,78,97,78,29,251,
683,,NaN,NaN,NaN,,,NaN,,,,,,
684,100,NaN,NaN,NaN,,13,NaN,77,88,78,29,251,
685,,NaN,NaN,NaN,,,NaN,,,,,,
686,100,NaN,NaN,NaN,,13,NaN,77,87,78,29,253,
687,,NaN,NaN,NaN,,,NaN,,,,,,
688,100,NaN,NaN,NaN,127,13,NaN,77,84,78,29,253,54
689,,NaN,NaN,NaN,,,NaN,,,,,,
690,100,NaN,NaN,NaN,130,13,NaN,77,83,78,29,190,53
691,,NaN,NaN,NaN,,,NaN,,,,,,
692,100,NaN,NaN,NaN,,13,NaN,77,83,77,29,190,
693,,NaN,NaN,NaN,,,NaN,,,,,,
694,100,NaN,NaN,NaN,,13,NaN,77,231,77,29,17,
695,,NaN,NaN,NaN,,,NaN,,,,,,
696,100,NaN,NaN,NaN,,13,NaN,77,235,77,29,17,
697,,NaN,NaN,NaN,,,NaN,,,,,,
698,100,NaN,NaN,NaN,,13,NaN,77,220,77,29,19,
699,,NaN,NaN,NaN,,,NaN,,,,,,
700,100,NaN,NaN,NaN,,13,NaN,77,192,77,29,19,
701,,NaN,NaN,NaN,,,NaN,,,,,,
702,100,NaN,NaN,NaN,,13,NaN,77,192,77,29,100,
703,,NaN,NaN,NaN,,,NaN,,,,,,
704,100,NaN,NaN,NaN,,13,NaN,77,88,77,29,100,
705,,NaN,NaN,NaN,,,NaN,,,,,,
706,100,NaN,NaN,NaN,,13,NaN,77,84,77,29,100,
707,,NaN,NaN,NaN,,,NaN,,,,,,
708,100,NaN,NaN,NaN,,13,NaN,77,83,77,29,61,
709,,NaN,NaN,NaN,,,NaN,,,,,,
710,100,NaN,NaN,NaN,,13,NaN,77,82,77,29,61,
711,,NaN,NaN,NaN,,,NaN,,,,,,
712,100,NaN,NaN,NaN,,13,NaN,77,86,77,29,46,
713,,NaN,NaN,NaN,,,NaN,,,,,,
714,100,NaN,NaN,NaN,,13,NaN,77,86,77,29,46,
715,,NaN,NaN,NaN,,,NaN,,,,,,
716,100,NaN,NaN,NaN,,13,NaN,77,86,77,29,122,
717,,NaN,NaN,NaN,,,NaN,,,,,,
718,100,NaN,NaN,NaN,,13,NaN,77,46,77,29,122,
719,,NaN,NaN,NaN,,,NaN,,,,,,
720,100,NaN,NaN,NaN,,13,NaN,77,46,77,29,173,
721,,NaN,NaN,NaN,,,NaN,,,,,,
722,100,NaN,NaN,NaN,,13,NaN,77,38,78,29,173,
723,,NaN,NaN,NaN,,,NaN,,,,,,
724,100,NaN,NaN,NaN,,13,NaN,77,38,78,29,76,
725,,NaN,NaN,NaN,,,NaN,,,,,,
726,100,NaN,NaN,NaN,,13,NaN,77,34,78,29,76,
727,,NaN,NaN,NaN,,,NaN,,,,,,
728,100,NaN,NaN,NaN,,13,NaN,77,34,78,29,85,
729,,NaN,NaN,NaN,,,NaN,,,,,,
730,100,NaN,NaN,NaN,,13,NaN,77,33,77,29,85,
731,,NaN,NaN,NaN,,,NaN,,,,,,
732,100,NaN,NaN,NaN,,13,NaN,77,43,77,29,36,
733,,NaN,NaN,NaN,,,NaN,,,,,,
734,100,NaN,NaN,NaN,,13,NaN,76,67,77,29,36,
735,,NaN,NaN,NaN,,,NaN,,,,,,
736,100,NaN,NaN,NaN,,13,NaN,76,78,77,29,36,
737,,NaN,NaN,NaN,,,NaN,,,,,,
738,100,NaN,NaN,NaN,,13,NaN,76,80,77,29,2,
739,,NaN,NaN,NaN,,,NaN,,,,,,
740,100,NaN,NaN,NaN,140,13,NaN,76,80,77,29,2,56
741,,NaN,NaN,NaN,,,NaN,,,,,,
742,100,NaN,NaN,NaN,132,13,NaN,76,81,77,29,2,53
743,,NaN,NaN,NaN,,,NaN,,,,,,
744,100,NaN,NaN,NaN,126,13,NaN,76,80,77,29,2,53
745,,NaN,NaN,NaN,,,NaN,,,,,,
746,100,NaN,NaN,NaN,124,13,NaN,76,80,77,29,2,53
747,,NaN,NaN,NaN,,,NaN,,,,,,
748,100,NaN,NaN,NaN,118,13,NaN,76,79,77,29,2,52
749,,NaN,NaN,NaN,,,NaN,,,,,,
750,100,NaN,NaN,NaN,119,13,NaN,76,79,77,29,2,52
751,,NaN,NaN,NaN,,,NaN,,,,,,
752,100,NaN,NaN,NaN,119,13,NaN,76,78,77,29,2,51
753,,NaN,NaN,NaN,,,NaN,,,,,,
754,100,NaN,NaN,NaN,122,13,NaN,77,79,77,29,2,52
755,,NaN,NaN,NaN,,,NaN,,,,,,
756,100,NaN,NaN,NaN,127,13,NaN,77,79,77,29,2,51
757,,NaN,NaN,NaN,,,NaN,,,,,,
758,100,NaN,NaN,NaN,124,13,NaN,77,79,77,29,2,51
759,,NaN,NaN,NaN,,,NaN,,,,,,
760,100,NaN,NaN,NaN,124,13,NaN,77,80,77,29,2,53
761,,NaN,NaN,NaN,,,NaN,,,,,,
762,100,NaN,NaN,NaN,123,13,NaN,77,79,77,29,2,52
763,,NaN,NaN,NaN,,,NaN,,,,,,
764,100,NaN,NaN,NaN,124,13,NaN,77,80,77,29,2,53
765,,NaN,NaN,NaN,,,NaN,,,,,,
766,100,NaN,NaN,NaN,123,13,NaN,77,79,77,29,2,52
767,,NaN,NaN,NaN,,,NaN,,,,,,
768,100,NaN,NaN,NaN,124,13,NaN,77,80,77,29,2,53
769,,NaN,NaN,NaN,,,NaN,,,,,,
770,100,NaN,NaN,NaN,124,13,NaN,77,80,77,29,2,52
771,,NaN,NaN,NaN,,,NaN,,,,,,
772,100,NaN,NaN,NaN,125,13,NaN,77,80,77,29,2,53
773,,NaN,NaN,NaN,,,NaN,,,,,,
774,100,NaN,NaN,NaN,126,13,NaN,76,80,77,29,2,53
775,,NaN,NaN,NaN,,,NaN,,,,,,
776,100,NaN,NaN,NaN,124,13,NaN,76,80,77,29,2,53
777,,NaN,NaN,NaN,,,NaN,,,,,,
778,100,NaN,NaN,NaN,126,13,NaN,76,80,77,29,2,53
779,,NaN,NaN,NaN,,,NaN,,,,,,
780,100,NaN,NaN,NaN,125,13,NaN,76,80,77,29,2,53
781,,NaN,NaN,NaN,,,NaN,,,,,,
782,100,NaN,NaN,NaN,126,13,NaN,76,80,77,29,2,53
783,,NaN,NaN,NaN,,,NaN,,,,,,
784,100,NaN,NaN,NaN,125,13,NaN,76,80,77,29,2,52
785,,NaN,NaN,NaN,,,NaN,,,,,,
786,100,NaN,NaN,NaN,125,13,NaN,76,80,77,29,2,53
787,,NaN,NaN,NaN,,,NaN,,,,,,
788,100,NaN,NaN,NaN,126,13,NaN,76,80,77,29,2,52
789,,NaN,NaN,NaN,,,NaN,,,,,,
790,100,NaN,NaN,NaN,125,13,NaN,76,79,76,29,2,52
791,,NaN,NaN,NaN,,,NaN,,,,,,
792,100,NaN,NaN,NaN,126,13,NaN,76,80,76,29,2,53
793,,NaN,NaN,NaN,,,NaN,,,,,,
794,100,NaN,NaN,NaN,125,13,NaN,75,79,76,29,2,53
795,,NaN,NaN,NaN,,,NaN,,,,,,
796,100,NaN,NaN,NaN,125,13,NaN,76,80,76,29,2,53
797,,NaN,NaN,NaN,,,NaN,,,,,,
798,100,NaN,NaN,NaN,124,13,NaN,75,79,76,29,2,52
799,,NaN,NaN,NaN,,,NaN,,,,,,
800,100,NaN,NaN,NaN,126,13,NaN,76,82,76,29,2,52
801,,NaN,NaN,NaN,,,NaN,,,,,,
802,100,NaN,NaN,NaN,124,13,NaN,76,78,76,29,2,52
803,,NaN,NaN,NaN,,,NaN,,,,,,
804,100,NaN,NaN,NaN,126,13,NaN,76,80,76,29,2,53
805,,NaN,NaN,NaN,,,NaN,,,,,,
806,100,NaN,NaN,NaN,128,13,NaN,75,81,76,29,5,54
807,,NaN,NaN,NaN,,,NaN,,,,,,
808,100,NaN,NaN,NaN,128,13,NaN,75,82,75,29,5,55
809,,NaN,NaN,NaN,,,NaN,,,,,,
810,100,NaN,NaN,NaN,130,13,NaN,75,83,75,29,79,55
811,,NaN,NaN,NaN,,,NaN,,,,,,
812,100,NaN,NaN,NaN,129,13,NaN,75,83,75,29,79,55
813,,NaN,NaN,NaN,,,NaN,,,,,,
814,100,NaN,NaN,NaN,129,13,NaN,75,84,75,29,42,54
815,,NaN,NaN,NaN,,,NaN,,,,,,
816,100,NaN,NaN,NaN,134,13,NaN,74,84,75,29,42,55
817,,NaN,NaN,NaN,,,NaN,,,,,,
818,100,NaN,NaN,NaN,130,13,NaN,74,85,75,29,2,56
819,,NaN,NaN,NaN,,,NaN,,,,,,
820,100,NaN,NaN,NaN,132,13,NaN,74,86,75,29,2,57
821,,NaN,NaN,NaN,,,NaN,,,,,,
822,100,NaN,NaN,NaN,132,13,NaN,74,86,75,29,2,57
823,,NaN,NaN,NaN,,,NaN,,,,,,
824,100,NaN,NaN,NaN,133,13,NaN,75,87,75,29,2,58
825,,NaN,NaN,NaN,,,NaN,,,,,,
826,100,NaN,NaN,NaN,133,13,NaN,75,87,75,29,2,58
827,,NaN,NaN,NaN,,,NaN,,,,,,
828,100,NaN,NaN,NaN,133,13,NaN,75,87,75,29,2,58
829,,NaN,NaN,NaN,,,NaN,,,,,,
830,100,NaN,NaN,NaN,134,13,NaN,75,88,75,29,2,57
831,,NaN,NaN,NaN,,,NaN,,,,,,
832,100,NaN,NaN,NaN,135,13,NaN,75,91,75,29,2,56
833,,NaN,NaN,NaN,,,NaN,,,,,,
834,100,NaN,NaN,NaN,136,13,NaN,75,90,75,29,2,58
835,,NaN,NaN,NaN,,,NaN,,,,,,
836,100,NaN,NaN,NaN,134,13,NaN,75,89,75,29,2,58
837,,NaN,NaN,NaN,,,NaN,,,,,,
838,100,NaN,NaN,NaN,135,13,NaN,75,89,75,29,2,59
839,,NaN,NaN,NaN,,,NaN,,,,,,
840,100,NaN,NaN,NaN,133,13,NaN,75,88,75,29,2,58
841,,NaN,NaN,NaN,,,NaN,,,,,,
842,100,NaN,NaN,NaN,135,13,NaN,75,88,75,29,2,58
843,,NaN,NaN,NaN,,,NaN,,,,,,
844,100,NaN,NaN,NaN,134,13,NaN,74,88,75,29,2,58
845,,NaN,NaN,NaN,,,NaN,,,,,,
846,100,NaN,NaN,NaN,134,13,NaN,74,88,75,29,2,58
847,,NaN,NaN,NaN,,,NaN,,,,,,
848,100,NaN,NaN,NaN,135,13,NaN,74,88,75,29,2,58
849,,NaN,NaN,NaN,,,NaN,,,,,,
850,100,NaN,NaN,NaN,133,13,NaN,74,87,75,29,2,58
851,,NaN,NaN,NaN,,,NaN,,,,,,
852,100,NaN,NaN,NaN,135,13,NaN,74,88,75,29,2,58
853,,NaN,NaN,NaN,,,NaN,,,,,,
854,100,NaN,NaN,NaN,134,13,NaN,74,88,75,29,2,58
855,,NaN,NaN,NaN,,,NaN,,,,,,
856,100,NaN,NaN,NaN,134,13,NaN,75,88,75,29,2,58
857,,NaN,NaN,NaN,,,NaN,,,,,,
858,100,NaN,NaN,NaN,133,13,NaN,74,88,75,29,2,58
859,,NaN,NaN,NaN,,,NaN,,,,,,
860,100,NaN,NaN,NaN,133,13,NaN,74,88,75,29,2,58
861,,NaN,NaN,NaN,,,NaN,,,,,,
862,100,NaN,NaN,NaN,134,13,NaN,74,88,75,29,2,58
863,,NaN,NaN,NaN,,,NaN,,,,,,
864,100,NaN,NaN,NaN,133,13,NaN,74,88,75,29,2,58
865,,NaN,NaN,NaN,,,NaN,,,,,,
866,100,NaN,NaN,NaN,135,13,NaN,75,88,75,29,2,58
867,,NaN,NaN,NaN,,,NaN,,,,,,
868,100,NaN,NaN,NaN,133,13,NaN,75,88,75,29,2,58
869,,NaN,NaN,NaN,,,NaN,,,,,,
870,100,NaN,NaN,NaN,135,13,NaN,75,88,75,29,2,58
871,,NaN,NaN,NaN,,,NaN,,,,,,
872,100,NaN,NaN,NaN,133,13,NaN,75,88,75,29,2,58
873,,NaN,NaN,NaN,,,NaN,,,,,,
874,100,NaN,NaN,NaN,133,13,NaN,75,88,75,29,2,58
875,,NaN,NaN,NaN,,,NaN,,,,,,
