time,Solar8000/PLETH_SPO2,Solar8000/ETCO2,SNUADC/ECG_V5,Solar8000/PLETH_HR,SNUADC/ART,Solar8000/ART_SBP,Solar8000/ART_DBP,SNUADC/ECG_II,Solar8000/RR_CO2,Solar8000/HR,Solar8000/ART_MBP,SNUADC/CVP,Solar8000/CVP
405,100,,NaN,65,NaN,-3,-5,NaN,,64,-3,NaN,-22
406,,,NaN,,NaN,,,NaN,,,,NaN,
407,100,,NaN,66,NaN,-4,-4,NaN,,64,-4,NaN,-22
408,,,NaN,,NaN,,,NaN,,,,NaN,
409,100,,NaN,66,NaN,-4,-4,NaN,,65,-4,NaN,-22
410,,,NaN,,NaN,,,NaN,,,,NaN,
411,100,,NaN,66,NaN,-4,-4,NaN,,65,-4,NaN,-22
412,,,NaN,,NaN,,,NaN,,,,NaN,
413,100,,NaN,66,NaN,-4,-4,NaN,,65,-4,NaN,-21
414,,,NaN,,NaN,,,NaN,,,,NaN,
415,100,,NaN,66,NaN,-3,-3,NaN,,65,-3,NaN,-21
416,,,NaN,,NaN,,,NaN,,,,NaN,
417,100,,NaN,66,NaN,-3,-3,NaN,,65,-3,NaN,-21
418,,,NaN,,NaN,,,NaN,,,,NaN,
419,100,,NaN,65,NaN,-3,-3,NaN,,65,-3,NaN,-21
420,,,NaN,,NaN,,,NaN,,,,NaN,
421,100,,NaN,66,NaN,-3,-3,NaN,,65,-3,NaN,-21
422,,,NaN,,NaN,,,NaN,,,,NaN,
423,100,,NaN,66,NaN,-4,-4,NaN,,65,-4,NaN,-22
424,,,NaN,,NaN,,,NaN,,,,NaN,
425,100,,NaN,65,NaN,-4,-4,NaN,,65,-4,NaN,-22
426,,,NaN,,NaN,,,NaN,,,,NaN,
427,100,,NaN,66,NaN,-4,-4,NaN,,65,-4,NaN,-22
428,,,NaN,,NaN,,,NaN,,,,NaN,
429,100,,NaN,65,NaN,-4,-4,NaN,,65,-4,NaN,-22
430,,,NaN,,NaN,,,NaN,,,,NaN,
431,100,,NaN,65,NaN,-4,-4,NaN,,65,-4,NaN,-22
432,,,NaN,,NaN,,,NaN,,,,NaN,
433,100,,NaN,65,NaN,-4,-4,NaN,,65,-4,NaN,-22
434,,,NaN,,NaN,,,NaN,,,,NaN,
435,100,,NaN,65,NaN,-3,-3,NaN,,65,-3,NaN,-21
436,,,NaN,,NaN,,,NaN,,,,NaN,
437,100,,NaN,65,NaN,-3,-5,NaN,,,-3,NaN,-21
438,,,NaN,,NaN,,,NaN,,,,NaN,
439,100,,NaN,65,NaN,-3,-5,NaN,,,-3,NaN,-22
440,,,NaN,,NaN,,,NaN,,,,NaN,
441,100,,NaN,65,NaN,-4,-4,NaN,,64,-4,NaN,-22
442,,,NaN,,NaN,,,NaN,,,,NaN,
443,100,,NaN,65,NaN,2,-9,NaN,,64,-4,NaN,-22
444,,,NaN,,NaN,,,NaN,,,,NaN,
445,100,,NaN,65,NaN,0,-7,NaN,,65,-4,NaN,-22
446,,,NaN,,NaN,,,NaN,,,,NaN,
447,100,20,NaN,66,NaN,0,-7,NaN,9,65,-4,NaN,-22
448,,,NaN,,NaN,,,NaN,,,,NaN,
449,100,20,NaN,66,NaN,-4,-4,NaN,9,65,-4,NaN,-22
450,,,NaN,,NaN,,,NaN,,,,NaN,
451,100,20,NaN,66,NaN,-4,-4,NaN,9,65,-4,NaN,-22
452,,,NaN,,NaN,,,NaN,,,,NaN,
453,100,20,NaN,66,NaN,-4,-4,NaN,9,66,-4,NaN,-22
454,,,NaN,,NaN,,,NaN,,,,NaN,
455,100,20,NaN,67,NaN,-2,-6,NaN,,66,-4,NaN,-22
456,,,NaN,,NaN,,,NaN,,,,NaN,
457,100,20,NaN,67,NaN,-2,-6,NaN,,66,-4,NaN,-21
458,,,NaN,,NaN,,,NaN,,,,NaN,
459,100,20,NaN,67,NaN,-2,-5,NaN,,66,-4,NaN,-21
460,,,NaN,,NaN,,,NaN,,,,NaN,
461,100,20,NaN,67,NaN,-2,-5,NaN,,66,-4,NaN,-21
462,,,NaN,,NaN,,,NaN,,,,NaN,
463,100,0,NaN,67,NaN,5,-9,NaN,,66,-4,NaN,-21
464,,,NaN,,NaN,,,NaN,,,,NaN,
465,100,0,NaN,67,NaN,1,-6,NaN,,66,-4,NaN,-22
466,,,NaN,,NaN,,,NaN,,,,NaN,
467,100,0,NaN,67,NaN,1,-6,NaN,,67,-4,NaN,-22
468,,,NaN,,NaN,,,NaN,,,,NaN,
469,100,8,NaN,67,NaN,-4,-4,NaN,6,66,-4,NaN,-22
470,,,NaN,,NaN,,,NaN,,,,NaN,
471,100,8,NaN,67,NaN,-4,-4,NaN,6,66,-4,NaN,-22
472,,,NaN,,NaN,,,NaN,,,,NaN,
473,100,8,NaN,67,NaN,-4,-4,NaN,6,66,-4,NaN,-22
474,,,NaN,,NaN,,,NaN,,,,NaN,
475,100,8,NaN,66,NaN,-4,-4,NaN,6,66,-4,NaN,-22
476,,,NaN,,NaN,,,NaN,,,,NaN,
477,100,31,NaN,66,NaN,-4,-4,NaN,5,65,-4,NaN,-21
478,,,NaN,,NaN,,,NaN,,,,NaN,
479,100,31,NaN,66,NaN,-3,-3,NaN,5,65,-3,NaN,-21
480,,,NaN,,NaN,,,NaN,,,,NaN,
481,100,31,NaN,65,NaN,-3,-3,NaN,5,65,-3,NaN,-22
482,,,NaN,,NaN,,,NaN,,,,NaN,
483,100,31,NaN,65,NaN,-3,-3,NaN,5,65,-3,NaN,-22
484,,,NaN,,NaN,,,NaN,,,,NaN,
485,100,32,NaN,65,NaN,-3,-3,NaN,6,65,-3,NaN,-22
486,,,NaN,,NaN,,,NaN,,,,NaN,
487,100,32,NaN,66,NaN,-4,-4,NaN,6,65,-4,NaN,-22
488,,,NaN,,NaN,,,NaN,,,,NaN,
489,100,32,NaN,65,NaN,-4,-4,NaN,6,65,-4,NaN,-22
490,,,NaN,,NaN,,,NaN,,,,NaN,
491,100,31,NaN,65,NaN,-4,-4,NaN,11,65,-4,NaN,-22
492,,,NaN,,NaN,,,NaN,,,,NaN,
493,100,31,NaN,66,NaN,-4,-4,NaN,11,65,-4,NaN,-22
494,,,NaN,,NaN,,,NaN,,,,NaN,
495,100,31,NaN,66,NaN,-4,-4,NaN,11,65,-4,NaN,-22
496,,,NaN,,NaN,,,NaN,,,,NaN,
497,100,31,NaN,66,NaN,-4,-6,NaN,11,66,-4,NaN,-22
498,,,NaN,,NaN,,,NaN,,,,NaN,
499,100,31,NaN,67,NaN,-4,-6,NaN,15,66,-4,NaN,-21
500,,,NaN,,NaN,,,NaN,,,,NaN,
501,100,31,NaN,67,NaN,-3,-3,NaN,15,66,-3,NaN,-21
502,,,NaN,,NaN,,,NaN,,,,NaN,
503,100,31,NaN,67,NaN,-3,-3,NaN,15,66,-3,NaN,-22
504,,,NaN,,NaN,,,NaN,,,,NaN,
505,100,31,NaN,68,NaN,-3,-3,NaN,15,67,-3,NaN,-22
506,,,NaN,,NaN,,,NaN,,,,NaN,
507,100,31,NaN,68,NaN,-3,-3,NaN,16,67,-3,NaN,-22
508,,,NaN,,NaN,,,NaN,,,,NaN,
509,100,31,NaN,68,NaN,-4,-4,NaN,16,68,-4,NaN,-22
510,,,NaN,,NaN,,,NaN,,,,NaN,
511,100,31,NaN,69,NaN,-4,-4,NaN,16,68,-4,NaN,-22
512,,,NaN,,NaN,,,NaN,,,,NaN,
513,100,30,NaN,69,NaN,-4,-4,NaN,17,68,-4,NaN,-22
514,,,NaN,,NaN,,,NaN,,,,NaN,
515,100,30,NaN,69,NaN,-4,-4,NaN,17,68,-4,NaN,-22
516,,,NaN,,NaN,,,NaN,,,,NaN,
517,100,30,NaN,69,NaN,-4,-4,NaN,17,68,-4,NaN,-21
518,,,NaN,,NaN,,,NaN,,,,NaN,
519,100,30,NaN,69,NaN,-4,-4,NaN,17,68,-4,NaN,-21
520,,,NaN,,NaN,,,NaN,,,,NaN,
521,100,27,NaN,69,NaN,-4,-4,NaN,17,68,-4,NaN,-21
522,,,NaN,,NaN,,,NaN,,,,NaN,
523,100,27,NaN,69,NaN,-4,-4,NaN,17,69,-4,NaN,-21
524,,,NaN,,NaN,,,NaN,,,,NaN,
525,100,27,NaN,70,NaN,-3,-3,NaN,17,69,-3,NaN,-22
526,,,NaN,,NaN,,,NaN,,,,NaN,
527,100,27,NaN,69,NaN,-3,-3,NaN,17,69,-3,NaN,-22
528,,,NaN,,NaN,,,NaN,,,,NaN,
529,100,30,NaN,69,NaN,-4,-4,NaN,17,69,-4,NaN,-22
530,,,NaN,,NaN,,,NaN,,,,NaN,
531,100,30,NaN,69,NaN,-4,-4,NaN,17,68,-4,NaN,-22
532,,,NaN,,NaN,,,NaN,,,,NaN,
533,100,30,NaN,69,NaN,-4,-4,NaN,17,68,-4,NaN,-22
534,,,NaN,,NaN,,,NaN,,,,NaN,
535,100,27,NaN,68,NaN,-4,-4,NaN,17,68,-4,NaN,-22
536,,,NaN,,NaN,,,NaN,,,,NaN,
537,100,27,NaN,67,NaN,-4,-4,NaN,17,67,-4,NaN,-21
538,,,NaN,,NaN,,,NaN,,,,NaN,
539,100,27,NaN,68,NaN,-4,-4,NaN,17,67,-4,NaN,-21
540,,,NaN,,NaN,,,NaN,,,,NaN,
541,100,27,NaN,67,NaN,-4,-4,NaN,17,67,-4,NaN,-21
542,,,NaN,,NaN,,,NaN,,,,NaN,
543,100,31,NaN,67,NaN,-4,-4,NaN,17,66,-4,NaN,-21
544,,,NaN,,NaN,,,NaN,,,,NaN,
545,100,31,NaN,66,NaN,-4,-4,NaN,17,66,-4,NaN,-21
546,,,NaN,,NaN,,,NaN,,,,NaN,
547,100,31,NaN,66,NaN,-4,-4,NaN,17,66,-4,NaN,-22
548,,,NaN,,NaN,,,NaN,,,,NaN,
549,100,28,NaN,66,NaN,-4,-4,NaN,17,65,-4,NaN,-22
550,,,NaN,,NaN,,,NaN,,,,NaN,
551,100,28,NaN,66,NaN,-4,-4,NaN,17,65,-4,NaN,-22
552,,,NaN,,NaN,,,NaN,,,,NaN,
553,100,28,NaN,65,NaN,-3,-3,NaN,17,65,-3,NaN,-22
554,,,NaN,,NaN,,,NaN,,,,NaN,
555,100,28,NaN,65,NaN,-3,-3,NaN,17,64,-3,NaN,-22
556,,,NaN,,NaN,,,NaN,,,,NaN,
557,100,30,NaN,65,NaN,-4,-4,NaN,17,64,-4,NaN,-22
558,,,NaN,,NaN,,,NaN,,,,NaN,
559,100,30,NaN,64,NaN,-4,-4,NaN,17,64,-4,NaN,-21
560,,,NaN,,NaN,,,NaN,,,,NaN,
561,100,30,NaN,64,NaN,-4,-4,NaN,17,64,-4,NaN,-21
562,,,NaN,,NaN,,,NaN,,,,NaN,
563,100,30,NaN,64,NaN,-4,-4,NaN,17,64,-4,NaN,-22
564,,,NaN,,NaN,,,NaN,,,,NaN,
565,100,30,NaN,64,NaN,-4,-4,NaN,17,63,-4,NaN,-22
566,,,NaN,,NaN,,,NaN,,,,NaN,
567,100,30,NaN,64,NaN,-4,-4,NaN,17,63,-4,NaN,-22
568,,,NaN,,NaN,,,NaN,,,,NaN,
569,100,30,NaN,64,NaN,-4,-4,NaN,17,63,-4,NaN,-22
570,,,NaN,,NaN,,,NaN,,,,NaN,
571,100,30,NaN,64,NaN,-4,-4,NaN,17,63,-4,NaN,-22
572,,,NaN,,NaN,,,NaN,,,,NaN,
573,100,27,NaN,63,NaN,-3,-3,NaN,17,63,-3,NaN,-22
574,,,NaN,,NaN,,,NaN,,,,NaN,
575,100,27,NaN,64,NaN,-3,-3,NaN,17,63,-3,NaN,-21
576,,,NaN,,NaN,,,NaN,,,,NaN,
577,100,27,NaN,63,NaN,-4,-4,NaN,17,63,-4,NaN,-21
578,,,NaN,,NaN,,,NaN,,,,NaN,
579,100,31,NaN,64,NaN,-4,-4,NaN,17,63,-4,NaN,-21
580,,,NaN,,NaN,,,NaN,,,,NaN,
581,100,31,NaN,64,NaN,-4,-4,NaN,17,63,-4,NaN,-21
582,,,NaN,,NaN,,,NaN,,,,NaN,
583,100,31,NaN,63,NaN,-4,-4,NaN,17,63,-4,NaN,-21
584,,,NaN,,NaN,,,NaN,,,,NaN,
585,100,31,NaN,63,NaN,-4,-4,NaN,17,62,-4,NaN,-22
586,,,NaN,,NaN,,,NaN,,,,NaN,
587,100,34,NaN,63,NaN,-4,-4,NaN,17,62,-4,NaN,-22
588,,,NaN,,NaN,,,NaN,,,,NaN,
589,100,34,NaN,63,NaN,-4,-4,NaN,17,62,-4,NaN,-22
590,,,NaN,,NaN,,,NaN,,,,NaN,
591,100,34,NaN,62,NaN,-4,-4,NaN,17,62,-4,NaN,-22
592,,,NaN,,NaN,,,NaN,,,,NaN,
593,100,32,NaN,62,NaN,-3,-3,NaN,17,62,-3,NaN,-22
594,,,NaN,,NaN,,,NaN,,,,NaN,
595,100,32,NaN,62,NaN,-3,-3,NaN,17,62,-3,NaN,-22
596,,,NaN,,NaN,,,NaN,,,,NaN,
597,100,32,NaN,62,NaN,-3,-3,NaN,17,62,-3,NaN,-21
598,,,NaN,,NaN,,,NaN,,,,NaN,
599,100,32,NaN,62,NaN,-3,-3,NaN,17,62,-3,NaN,-21
600,,,NaN,,NaN,,,NaN,,,,NaN,
601,100,31,NaN,62,NaN,-4,-4,NaN,17,62,-4,NaN,-21
602,,,NaN,,NaN,,,NaN,,,,NaN,
603,100,31,NaN,62,NaN,-4,-4,NaN,17,62,-4,NaN,-21
604,,,NaN,,NaN,,,NaN,,,,NaN,
605,100,31,NaN,62,NaN,-4,-4,NaN,17,62,-4,NaN,-22
606,,,NaN,,NaN,,,NaN,,,,NaN,
607,100,31,NaN,62,NaN,-4,-4,NaN,17,62,-4,NaN,-22
608,,,NaN,,NaN,,,NaN,,,,NaN,
609,100,30,NaN,62,NaN,-4,-4,NaN,17,61,-4,NaN,-22
610,,,NaN,,NaN,,,NaN,,,,NaN,
611,100,30,NaN,62,NaN,-4,-4,NaN,17,61,-4,NaN,-22
612,,,NaN,,NaN,,,NaN,,,,NaN,
613,100,30,NaN,62,NaN,-4,-4,NaN,17,61,-4,NaN,-22
614,,,NaN,,NaN,,,NaN,,,,NaN,
615,100,30,NaN,62,NaN,-4,-4,NaN,17,61,-4,NaN,-22
616,,,NaN,,NaN,,,NaN,,,,NaN,
617,100,25,NaN,62,NaN,-4,-4,NaN,17,61,-4,NaN,-22
618,,,NaN,,NaN,,,NaN,,,,NaN,
619,100,25,NaN,62,NaN,-4,-4,NaN,17,61,-4,NaN,-21
620,,,NaN,,NaN,,,NaN,,,,NaN,
621,100,25,NaN,62,NaN,-4,-4,NaN,17,61,-4,NaN,-21
622,,,NaN,,NaN,,,NaN,,,,NaN,
623,100,28,NaN,62,NaN,-4,-4,NaN,17,61,-4,NaN,-21
624,,,NaN,,NaN,,,NaN,,,,NaN,
625,100,28,NaN,62,NaN,-4,-4,NaN,17,62,-4,NaN,-21
626,,,NaN,,NaN,,,NaN,,,,NaN,
627,100,28,NaN,62,NaN,-4,-4,NaN,17,61,-4,NaN,-22
628,,,NaN,,NaN,,,NaN,,,,NaN,
629,100,28,NaN,62,NaN,-4,-4,NaN,17,62,-4,NaN,-22
630,,,NaN,,NaN,,,NaN,,,,NaN,
631,100,29,NaN,62,NaN,-4,-4,NaN,17,62,-4,NaN,-22
632,,,NaN,,NaN,,,NaN,,,,NaN,
633,100,29,NaN,62,NaN,-4,-4,NaN,17,61,-4,NaN,-22
634,,,NaN,,NaN,,,NaN,,,,NaN,
635,100,29,NaN,62,NaN,-4,-4,NaN,17,61,-4,NaN,-22
636,,,NaN,,NaN,,,NaN,,,,NaN,
637,100,29,NaN,62,NaN,-3,-3,NaN,17,62,-3,NaN,-22
638,,,NaN,,NaN,,,NaN,,,,NaN,
639,100,28,NaN,62,NaN,-3,-3,NaN,17,61,-3,NaN,-22
640,,,NaN,,NaN,,,NaN,,,,NaN,
641,100,28,NaN,62,NaN,-3,-3,NaN,17,62,-3,NaN,-22
642,,,NaN,,NaN,,,NaN,,,,NaN,
643,100,28,NaN,63,NaN,-3,-3,NaN,17,62,-3,NaN,-22
644,,,NaN,,NaN,,,NaN,,,,NaN,
645,100,28,NaN,63,NaN,-4,-4,NaN,17,62,-4,NaN,-22
646,,,NaN,,NaN,,,NaN,,,,NaN,
647,100,28,NaN,63,NaN,-4,-4,NaN,17,62,-4,NaN,-22
648,,,NaN,,NaN,,,NaN,,,,NaN,
649,100,28,NaN,63,NaN,-4,-4,NaN,17,62,-4,NaN,-22
650,,,NaN,,NaN,,,NaN,,,,NaN,
651,100,28,NaN,63,NaN,-4,-4,NaN,17,62,-4,NaN,-22
652,,,NaN,,NaN,,,NaN,,,,NaN,
653,100,28,NaN,63,NaN,-4,-4,NaN,17,62,-4,NaN,-22
654,,,NaN,,NaN,,,NaN,,,,NaN,
655,100,28,NaN,63,NaN,-4,-4,NaN,15,62,-4,NaN,-22
656,,,NaN,,NaN,,,NaN,,,,NaN,
657,100,28,NaN,63,NaN,-4,-4,NaN,15,63,-4,NaN,-22
658,,,NaN,,NaN,,,NaN,,,,NaN,
659,100,28,NaN,63,NaN,-4,-4,NaN,15,62,-4,NaN,-22
660,,,NaN,,NaN,,,NaN,,,,NaN,
661,100,30,NaN,63,NaN,-4,-4,NaN,13,63,-4,NaN,-22
662,,,NaN,,NaN,,,NaN,,,,NaN,
663,100,30,NaN,63,NaN,-4,-4,NaN,13,62,-4,NaN,-22
664,,,NaN,,NaN,,,NaN,,,,NaN,
665,100,30,NaN,63,NaN,1,-8,NaN,13,63,-4,NaN,-22
666,,,NaN,,NaN,,,NaN,,,,NaN,
667,100,30,NaN,63,NaN,-2,-7,NaN,13,62,-4,NaN,-22
668,,,NaN,,NaN,,,NaN,,,,NaN,
669,100,26,NaN,63,NaN,-2,-7,NaN,12,63,-4,NaN,-23
670,,,NaN,,NaN,,,NaN,,,,NaN,
671,100,26,NaN,63,NaN,-4,-4,NaN,12,63,-4,NaN,-23
672,,,NaN,,NaN,,,NaN,,,,NaN,
673,100,26,NaN,63,NaN,-4,-4,NaN,12,63,-4,NaN,-22
674,,,NaN,,NaN,,,NaN,,,,NaN,
675,100,26,NaN,63,NaN,-4,-4,NaN,12,63,-4,NaN,-22
676,,,NaN,,NaN,,,NaN,,,,NaN,
677,100,26,NaN,63,NaN,-4,-4,NaN,13,63,-4,NaN,-22
678,,,NaN,,NaN,,,NaN,,,,NaN,
679,100,26,NaN,63,NaN,-4,-4,NaN,13,63,-4,NaN,-22
680,,,NaN,,NaN,,,NaN,,,,NaN,
681,100,26,NaN,63,NaN,-4,-4,NaN,13,63,-4,NaN,-22
682,,,NaN,,NaN,,,NaN,,,,NaN,
683,100,0,NaN,64,NaN,-4,-4,NaN,,63,-4,NaN,-22
684,,,NaN,,NaN,,,NaN,,,,NaN,
685,100,0,NaN,64,NaN,-4,-4,NaN,,63,-4,NaN,-22
686,,,NaN,,NaN,,,NaN,,,,NaN,
687,100,0,NaN,64,NaN,-4,-4,NaN,,64,-4,NaN,-22
688,,,NaN,,NaN,,,NaN,,,,NaN,
689,100,0,NaN,65,NaN,-4,-4,NaN,,64,-4,NaN,-22
690,,,NaN,,NaN,,,NaN,,,,NaN,
691,100,0,NaN,65,NaN,-4,-4,NaN,,64,-4,NaN,-22
692,,,NaN,,NaN,,,NaN,,,,NaN,
693,100,0,NaN,65,NaN,-4,-4,NaN,,64,-4,NaN,-22
694,,,NaN,,NaN,,,NaN,,,,NaN,
695,100,0,NaN,65,NaN,-4,-4,NaN,,64,-4,NaN,-22
696,,,NaN,,NaN,,,NaN,,,,NaN,
697,100,0,NaN,64,NaN,-4,-4,NaN,,64,-4,NaN,-22
698,,,NaN,,NaN,,,NaN,,,,NaN,
699,100,0,NaN,64,NaN,-4,-4,NaN,,64,-4,NaN,-22
700,,,NaN,,NaN,,,NaN,,,,NaN,
701,100,0,NaN,65,NaN,-4,-4,NaN,,64,-4,NaN,-22
702,,,NaN,,NaN,,,NaN,,,,NaN,
703,100,0,NaN,65,NaN,-4,-4,NaN,,64,-4,NaN,-22
704,,,NaN,,NaN,,,NaN,,,,NaN,
705,100,0,NaN,66,NaN,-3,-3,NaN,,65,-3,NaN,-22
706,,,NaN,,NaN,,,NaN,,,,NaN,
707,100,0,NaN,68,NaN,-3,-3,NaN,,68,-3,NaN,-22
708,,,NaN,,NaN,,,NaN,,,,NaN,
709,100,0,NaN,70,NaN,-4,-4,NaN,,69,-4,NaN,-22
710,,,NaN,,NaN,,,NaN,,,,NaN,
711,100,0,NaN,73,NaN,-4,-4,NaN,,72,-4,NaN,-22
712,,,NaN,,NaN,,,NaN,,,,NaN,
713,100,0,NaN,74,NaN,-4,-5,NaN,,73,-4,NaN,-22
714,,,NaN,,NaN,,,NaN,,,,NaN,
715,100,0,NaN,76,NaN,-4,-5,NaN,,75,-4,NaN,-22
716,,,NaN,,NaN,,,NaN,,,,NaN,
717,100,0,NaN,77,NaN,-4,-4,NaN,,76,-4,NaN,-22
718,,,NaN,,NaN,,,NaN,,,,NaN,
719,100,0,NaN,77,NaN,-3,-6,NaN,,77,-4,NaN,-22
720,,,NaN,,NaN,,,NaN,,,,NaN,
721,100,0,NaN,78,NaN,1,-9,NaN,,77,-4,NaN,-22
722,,,NaN,,NaN,,,NaN,,,,NaN,
723,100,0,NaN,79,NaN,24,-31,NaN,,77,-5,NaN,-22
724,,,NaN,,NaN,,,NaN,,,,NaN,
725,100,0,NaN,80,NaN,13,-24,NaN,,77,-5,NaN,-22
726,,,NaN,,NaN,,,NaN,,,,NaN,
727,100,0,NaN,82,NaN,0,-6,NaN,,80,-4,NaN,-22
728,,,NaN,,NaN,,,NaN,,,,NaN,
729,100,0,NaN,83,NaN,1,-5,NaN,,81,-3,NaN,-22
730,,,NaN,,NaN,,,NaN,,,,NaN,
731,100,0,NaN,85,NaN,-1,-5,NaN,,84,-3,NaN,-22
732,,,NaN,,NaN,,,NaN,,,,NaN,
733,100,0,NaN,85,NaN,-1,-6,NaN,,84,-3,NaN,-22
734,,,NaN,,NaN,,,NaN,,,,NaN,
735,100,,NaN,85,NaN,-1,-6,NaN,,84,-3,NaN,-22
736,,,NaN,,NaN,,,NaN,,,,NaN,
737,100,,NaN,84,NaN,1,-5,NaN,,84,-3,NaN,-22
738,,,NaN,,NaN,,,NaN,,,,NaN,
739,100,,NaN,84,NaN,1,-5,NaN,,83,-3,NaN,-22
740,,,NaN,,NaN,,,NaN,,,,NaN,
741,100,,NaN,82,NaN,1,-4,NaN,,82,-3,NaN,-22
742,,,NaN,,NaN,,,NaN,,,,NaN,
743,100,,NaN,82,NaN,-1,-4,NaN,,81,-3,NaN,-22
744,,,NaN,,NaN,,,NaN,,,,NaN,
745,100,,NaN,81,NaN,1,-4,NaN,,81,-3,NaN,-22
746,,,NaN,,NaN,,,NaN,,,,NaN,
747,100,,NaN,81,NaN,-1,-4,NaN,,81,-3,NaN,-22
748,,,NaN,,NaN,,,NaN,,,,NaN,
749,100,,NaN,82,NaN,,,NaN,,81,-3,NaN,-22
750,,,NaN,,NaN,,,NaN,,,,NaN,
751,100,,NaN,82,NaN,,,NaN,,81,-3,NaN,-22
752,,,NaN,,NaN,,,NaN,,,,NaN,
753,100,,NaN,81,NaN,,,NaN,,81,-3,NaN,-22
754,,,NaN,,NaN,,,NaN,,,,NaN,
755,100,,NaN,81,NaN,,,NaN,,81,-3,NaN,-22
756,,,NaN,,NaN,,,NaN,,,,NaN,
757,100,35,NaN,80,NaN,,,NaN,0,80,-3,NaN,-22
758,,,NaN,,NaN,,,NaN,,,,NaN,
759,100,35,NaN,80,NaN,,,NaN,0,79,-3,NaN,-22
760,,,NaN,,NaN,,,NaN,,,,NaN,
761,100,35,NaN,79,NaN,1,-5,NaN,0,79,-3,NaN,-22
762,,,NaN,,NaN,,,NaN,,,,NaN,
763,100,52,NaN,79,NaN,-2,-9,NaN,0,79,-4,NaN,-22
764,,,NaN,,NaN,,,NaN,,,,NaN,
765,100,52,NaN,79,NaN,-1,-7,NaN,0,78,-4,NaN,-22
766,,,NaN,,NaN,,,NaN,,,,NaN,
767,100,52,NaN,79,NaN,0,-5,NaN,0,78,-3,NaN,-23
768,,,NaN,,NaN,,,NaN,,,,NaN,
769,100,52,NaN,78,NaN,1,-4,NaN,0,78,-3,NaN,-23
770,,,NaN,,NaN,,,NaN,,,,NaN,
771,100,46,NaN,79,NaN,0,-4,NaN,11,78,-2,NaN,-23
772,,,NaN,,NaN,,,NaN,,,,NaN,
773,100,46,NaN,78,NaN,0,-3,NaN,11,78,-2,NaN,-22
774,,,NaN,,NaN,,,NaN,,,,NaN,
775,100,46,NaN,79,NaN,1,-4,NaN,11,78,-2,NaN,-22
776,,,NaN,,NaN,,,NaN,,,,NaN,
777,100,46,NaN,79,NaN,1,-4,NaN,11,78,-2,NaN,-22
778,,,NaN,,NaN,,,NaN,,,,NaN,
779,100,45,NaN,79,NaN,-1,-4,NaN,13,78,-3,NaN,-22
780,,,NaN,,NaN,,,NaN,,,,NaN,
781,100,45,NaN,79,NaN,0,-6,NaN,13,78,-3,NaN,-22
782,,,NaN,,NaN,,,NaN,,,,NaN,
783,100,45,NaN,78,NaN,,,NaN,13,78,-3,NaN,-22
784,,,NaN,,NaN,,,NaN,,,,NaN,
785,100,45,NaN,78,NaN,,,NaN,14,78,-4,NaN,-22
786,,,NaN,,NaN,,,NaN,,,,NaN,
787,100,45,NaN,78,NaN,,,NaN,14,77,-4,NaN,-22
788,,,NaN,,NaN,,,NaN,,,,NaN,
789,100,45,NaN,78,NaN,,,NaN,14,77,-3,NaN,-23
790,,,NaN,,NaN,,,NaN,,,,NaN,
791,100,45,NaN,77,NaN,,,NaN,14,77,-3,NaN,-23
792,,,NaN,,NaN,,,NaN,,,,NaN,
793,100,45,NaN,77,NaN,,,NaN,13,76,-3,NaN,-23
794,,,NaN,,NaN,,,NaN,,,,NaN,
795,100,45,NaN,77,NaN,0,-7,NaN,13,76,-3,NaN,-23
796,,,NaN,,NaN,,,NaN,,,,NaN,
797,100,45,NaN,76,NaN,-4,-4,NaN,13,76,-4,NaN,-22
798,,,NaN,,NaN,,,NaN,,,,NaN,
799,100,45,NaN,77,NaN,0,-8,NaN,13,76,-4,NaN,-22
800,,,NaN,,NaN,,,NaN,,,,NaN,
801,100,45,NaN,77,NaN,0,-8,NaN,13,76,-4,NaN,-22
802,,,NaN,,NaN,,,NaN,,,,NaN,
803,100,45,NaN,77,NaN,-1,-7,NaN,13,76,-4,NaN,-22
804,,,NaN,,NaN,,,NaN,,,,NaN,
805,100,45,NaN,76,NaN,39,-67,NaN,13,76,-5,NaN,-22
806,,,NaN,,NaN,,,NaN,,,,NaN,
807,100,45,NaN,76,NaN,39,-67,NaN,13,75,-5,NaN,-22
808,,,NaN,,NaN,,,NaN,,,,NaN,
809,100,45,NaN,76,NaN,39,-67,NaN,13,75,-5,NaN,-22
810,,,NaN,,NaN,,,NaN,,,,NaN,
811,100,45,NaN,75,NaN,-3,-3,NaN,13,75,-3,NaN,-23
812,,,NaN,,NaN,,,NaN,,,,NaN,
813,100,45,NaN,75,NaN,-3,-3,NaN,13,75,-3,NaN,-23
814,,,NaN,,NaN,,,NaN,,,,NaN,
815,100,45,NaN,76,NaN,-3,-3,NaN,13,75,-3,NaN,-23
816,,,NaN,,NaN,,,NaN,,,,NaN,
817,100,45,NaN,76,NaN,-3,-3,NaN,13,75,-3,NaN,-23
818,,,NaN,,NaN,,,NaN,,,,NaN,
819,100,45,NaN,77,NaN,-3,-3,NaN,13,76,-3,NaN,-22
820,,,NaN,,NaN,,,NaN,,,,NaN,
821,100,44,NaN,77,NaN,-3,-3,NaN,13,77,-3,NaN,-22
822,,,NaN,,NaN,,,NaN,,,,NaN,
