time,Solar8000/ART_SBP,Solar8000/HR,Solar8000/ART_DBP,Solar8000/PLETH_HR,SNUADC/ART,Solar8000/RR_CO2,Solar8000/ART_MBP,SNUADC/CVP,SNUADC/ECG_V5,Solar8000/PLETH_SPO2,Solar8000/ETCO2,SNUADC/ECG_II,Solar8000/CVP
433,,,,,NaN,,,NaN,NaN,,,NaN,
434,17,97,-6,99,NaN,,2,NaN,NaN,100,,NaN,247
435,,,,,NaN,,,NaN,NaN,,,NaN,
436,19,97,-11,99,NaN,,4,NaN,NaN,100,,NaN,247
437,,,,,NaN,,,NaN,NaN,,,NaN,
438,37,96,9,98,NaN,,15,NaN,NaN,100,,NaN,247
439,,,,,NaN,,,NaN,NaN,,,NaN,
440,36,96,23,98,NaN,,27,NaN,NaN,100,,NaN,247
441,,,,,NaN,,,NaN,NaN,,,NaN,
442,29,96,6,98,NaN,,20,NaN,NaN,100,,NaN,247
443,,,,,NaN,,,NaN,NaN,,,NaN,
444,,96,,98,NaN,,15,NaN,NaN,100,,NaN,247
445,,,,,NaN,,,NaN,NaN,,,NaN,
446,,96,,98,NaN,,3,NaN,NaN,100,,NaN,247
447,,,,,NaN,,,NaN,NaN,,,NaN,
448,,95,,98,NaN,,2,NaN,NaN,100,,NaN,247
449,,,,,NaN,,,NaN,NaN,,,NaN,
450,,95,,98,NaN,,2,NaN,NaN,100,,NaN,247
451,,,,,NaN,,,NaN,NaN,,,NaN,
452,,96,,98,NaN,,2,NaN,NaN,100,,NaN,247
453,,,,,NaN,,,NaN,NaN,,,NaN,
454,,96,,98,NaN,,1,NaN,NaN,100,,NaN,247
455,,,,,NaN,,,NaN,NaN,,,NaN,
456,2,96,-4,98,NaN,,1,NaN,NaN,100,,NaN,247
457,,,,,NaN,,,NaN,NaN,,,NaN,
458,-1,95,-5,98,NaN,,-3,NaN,NaN,100,,NaN,247
459,,,,,NaN,,,NaN,NaN,,,NaN,
460,0,95,-7,97,NaN,,-3,NaN,NaN,100,,NaN,247
461,,,,,NaN,,,NaN,NaN,,,NaN,
462,1,95,-8,97,NaN,,-4,NaN,NaN,100,,NaN,247
463,,,,,NaN,,,NaN,NaN,,,NaN,
464,1,94,-8,96,NaN,,-4,NaN,NaN,100,,NaN,247
465,,,,,NaN,,,NaN,NaN,,,NaN,
466,-5,94,-5,96,NaN,,-5,NaN,NaN,100,,NaN,247
467,,,,,NaN,,,NaN,NaN,,,NaN,
468,-5,94,-5,96,NaN,,-5,NaN,NaN,100,,NaN,247
469,,,,,NaN,,,NaN,NaN,,,NaN,
470,-3,93,-9,96,NaN,,-6,NaN,NaN,100,,NaN,247
471,,,,,NaN,,,NaN,NaN,,,NaN,
472,-3,93,-9,95,NaN,,-6,NaN,NaN,100,,NaN,247
473,,,,,NaN,,,NaN,NaN,,,NaN,
474,-7,93,-7,95,NaN,,-7,NaN,NaN,100,,NaN,247
475,,,,,NaN,,,NaN,NaN,,,NaN,
476,1,93,-4,95,NaN,,-3,NaN,NaN,100,,NaN,247
477,,,,,NaN,,,NaN,NaN,,,NaN,
478,8,93,-4,95,NaN,,1,NaN,NaN,100,,NaN,247
479,,,,,NaN,,,NaN,NaN,,,NaN,
480,6,93,-6,95,NaN,,0,NaN,NaN,100,,NaN,247
481,,,,,NaN,,,NaN,NaN,,,NaN,
482,0,93,-5,95,NaN,,-2,NaN,NaN,100,,NaN,247
483,,,,,NaN,,,NaN,NaN,,,NaN,
484,9,93,3,96,NaN,,4,NaN,NaN,100,,NaN,247
485,,,,,NaN,,,NaN,NaN,,,NaN,
486,14,93,9,96,NaN,,10,NaN,NaN,100,,NaN,247
487,,,,,NaN,,,NaN,NaN,,,NaN,
488,15,93,12,95,NaN,,13,NaN,NaN,100,,NaN,247
489,,,,,NaN,,,NaN,NaN,,,NaN,
490,20,93,9,95,NaN,,13,NaN,NaN,100,,NaN,247
491,,,,,NaN,,,NaN,NaN,,,NaN,
492,42,93,4,95,NaN,,17,NaN,NaN,100,,NaN,247
493,,,,,NaN,,,NaN,NaN,,,NaN,
494,,93,,95,NaN,,17,NaN,NaN,100,,NaN,247
495,,,,,NaN,,,NaN,NaN,,,NaN,
496,,93,,95,NaN,,14,NaN,NaN,100,,NaN,247
497,,,,,NaN,,,NaN,NaN,,,NaN,
498,,93,,96,NaN,,14,NaN,NaN,100,,NaN,247
499,,,,,NaN,,,NaN,NaN,,,NaN,
500,,93,,96,NaN,,14,NaN,NaN,100,,NaN,247
501,,,,,NaN,,,NaN,NaN,,,NaN,
502,,93,,95,NaN,,13,NaN,NaN,100,,NaN,247
503,,,,,NaN,,,NaN,NaN,,,NaN,
504,,93,,95,NaN,,12,NaN,NaN,100,,NaN,247
505,,,,,NaN,,,NaN,NaN,,,NaN,
506,13,93,10,95,NaN,,12,NaN,NaN,100,,NaN,247
507,,,,,NaN,,,NaN,NaN,,,NaN,
508,36,93,-10,95,NaN,,9,NaN,NaN,100,,NaN,247
509,,,,,NaN,,,NaN,NaN,,,NaN,
510,,93,,95,NaN,,48,NaN,NaN,100,,NaN,247
511,,,,,NaN,,,NaN,NaN,,,NaN,
512,,93,,96,NaN,,65,NaN,NaN,100,,NaN,247
513,,,,,NaN,,,NaN,NaN,,,NaN,
514,,93,,96,NaN,,68,NaN,NaN,100,,NaN,247
515,,,,,NaN,,,NaN,NaN,,,NaN,
516,,93,,96,NaN,,69,NaN,NaN,100,,NaN,247
517,,,,,NaN,,,NaN,NaN,,,NaN,
518,,93,,95,NaN,,69,NaN,NaN,100,,NaN,247
519,,,,,NaN,,,NaN,NaN,,,NaN,
520,,93,,96,NaN,,75,NaN,NaN,100,,NaN,247
521,,,,,NaN,,,NaN,NaN,,,NaN,
522,130,94,57,96,NaN,,80,NaN,NaN,100,,NaN,247
523,,,,,NaN,,,NaN,NaN,,,NaN,
524,130,94,34,97,NaN,,80,NaN,NaN,100,,NaN,247
525,,,,,NaN,,,NaN,NaN,,,NaN,
526,123,94,42,96,NaN,,79,NaN,NaN,100,,NaN,247
527,,,,,NaN,,,NaN,NaN,,,NaN,
528,129,93,48,96,NaN,,79,NaN,NaN,100,,NaN,247
529,,,,,NaN,,,NaN,NaN,,,NaN,
530,127,92,34,95,NaN,,77,NaN,NaN,100,,NaN,247
531,,,,,NaN,,,NaN,NaN,,,NaN,
532,125,92,48,94,NaN,,77,NaN,NaN,100,,NaN,247
533,,,,,NaN,,,NaN,NaN,,,NaN,
534,116,91,30,93,NaN,,75,NaN,NaN,100,,NaN,247
535,,,,,NaN,,,NaN,NaN,,,NaN,
536,115,91,45,93,NaN,,75,NaN,NaN,100,,NaN,247
537,,,,,NaN,,,NaN,NaN,,,NaN,
538,116,89,48,91,NaN,,74,NaN,NaN,100,,NaN,247
539,,,,,NaN,,,NaN,NaN,,,NaN,
540,112,88,45,90,NaN,,74,NaN,NaN,100,,NaN,247
541,,,,,NaN,,,NaN,NaN,,,NaN,
542,121,87,53,90,NaN,,76,NaN,NaN,100,,NaN,247
543,,,,,NaN,,,NaN,NaN,,,NaN,
544,121,87,54,89,NaN,,77,NaN,NaN,100,,NaN,247
545,,,,,NaN,,,NaN,NaN,,,NaN,
546,124,86,55,89,NaN,,79,NaN,NaN,100,,NaN,247
547,,,,,NaN,,,NaN,NaN,,,NaN,
548,129,85,58,88,NaN,,82,NaN,NaN,100,,NaN,247
549,,,,,NaN,,,NaN,NaN,,,NaN,
550,133,84,61,87,NaN,,86,NaN,NaN,100,,NaN,247
551,,,,,NaN,,,NaN,NaN,,,NaN,
552,137,85,61,87,NaN,,88,NaN,NaN,100,,NaN,247
553,,,,,NaN,,,NaN,NaN,,,NaN,
554,139,85,63,88,NaN,,90,NaN,NaN,100,,NaN,247
555,,,,,NaN,,,NaN,NaN,,,NaN,
556,143,85,64,91,NaN,,92,NaN,NaN,100,,NaN,247
557,,,,,NaN,,,NaN,NaN,,,NaN,
558,148,85,70,93,NaN,,97,NaN,NaN,100,,NaN,247
559,,,,,NaN,,,NaN,NaN,,,NaN,
560,158,85,75,95,NaN,,103,NaN,NaN,100,,NaN,247
561,,,,,NaN,,,NaN,NaN,,,NaN,
562,154,87,72,97,NaN,,103,NaN,NaN,100,,NaN,247
563,,,,,NaN,,,NaN,NaN,,,NaN,
564,155,87,72,99,NaN,,103,NaN,NaN,100,,NaN,247
565,,,,,NaN,,,NaN,NaN,,,NaN,
566,157,87,72,100,NaN,,104,NaN,NaN,100,16,NaN,247
567,,,,,NaN,,,NaN,NaN,,,NaN,
568,154,87,73,101,NaN,,103,NaN,NaN,100,16,NaN,247
569,,,,,NaN,,,NaN,NaN,,,NaN,
570,161,87,75,101,NaN,,106,NaN,NaN,100,16,NaN,247
571,,,,,NaN,,,NaN,NaN,,,NaN,
572,161,87,76,102,NaN,,107,NaN,NaN,100,16,NaN,247
573,,,,,NaN,,,NaN,NaN,,,NaN,
574,164,93,77,103,NaN,5,109,NaN,NaN,100,30,NaN,247
575,,,,,NaN,,,NaN,NaN,,,NaN,
576,161,95,74,104,NaN,5,107,NaN,NaN,100,30,NaN,247
577,,,,,NaN,,,NaN,NaN,,,NaN,
578,161,102,74,104,NaN,5,107,NaN,NaN,100,30,NaN,247
579,,,,,NaN,,,NaN,NaN,,,NaN,
580,162,102,75,105,NaN,5,108,NaN,NaN,100,30,NaN,247
581,,,,,NaN,,,NaN,NaN,,,NaN,
582,162,102,75,105,NaN,4,108,NaN,NaN,100,29,NaN,247
583,,,,,NaN,,,NaN,NaN,,,NaN,
584,164,103,75,105,NaN,4,109,NaN,NaN,100,29,NaN,247
585,,,,,NaN,,,NaN,NaN,,,NaN,
586,159,103,73,105,NaN,4,106,NaN,NaN,100,29,NaN,247
587,,,,,NaN,,,NaN,NaN,,,NaN,
588,162,103,75,105,NaN,4,107,NaN,NaN,100,29,NaN,247
589,,,,,NaN,,,NaN,NaN,,,NaN,
590,159,103,73,105,NaN,7,105,NaN,NaN,100,29,NaN,247
591,,,,,NaN,,,NaN,NaN,,,NaN,
592,161,103,75,105,NaN,7,107,NaN,NaN,100,29,NaN,247
593,,,,,NaN,,,NaN,NaN,,,NaN,
594,157,103,75,105,NaN,7,106,NaN,NaN,100,29,NaN,247
595,,,,,NaN,,,NaN,NaN,,,NaN,
596,159,103,76,105,NaN,7,106,NaN,NaN,100,29,NaN,247
597,,,,,NaN,,,NaN,NaN,,,NaN,
598,162,103,77,105,NaN,10,109,NaN,NaN,100,29,NaN,247
599,,,,,NaN,,,NaN,NaN,,,NaN,
600,161,103,78,105,NaN,10,109,NaN,NaN,100,29,NaN,247
601,,,,,NaN,,,NaN,NaN,,,NaN,
602,166,103,79,105,NaN,10,111,NaN,NaN,100,29,NaN,247
603,,,,,NaN,,,NaN,NaN,,,NaN,
604,167,103,80,106,NaN,10,112,NaN,NaN,100,30,NaN,247
605,,,,,NaN,,,NaN,NaN,,,NaN,
606,174,103,82,106,NaN,10,116,NaN,NaN,100,30,NaN,247
607,,,,,NaN,,,NaN,NaN,,,NaN,
608,178,105,84,107,NaN,10,119,NaN,NaN,100,30,NaN,247
609,,,,,NaN,,,NaN,NaN,,,NaN,
610,181,105,86,108,NaN,10,121,NaN,NaN,100,30,NaN,247
611,,,,,NaN,,,NaN,NaN,,,NaN,
612,182,106,85,109,NaN,10,123,NaN,NaN,100,29,NaN,247
613,,,,,NaN,,,NaN,NaN,,,NaN,
614,181,107,84,110,NaN,10,123,NaN,NaN,100,29,NaN,247
615,,,,,NaN,,,NaN,NaN,,,NaN,
616,181,107,83,110,NaN,10,122,NaN,NaN,100,29,NaN,247
617,,,,,NaN,,,NaN,NaN,,,NaN,
618,174,108,79,110,NaN,10,117,NaN,NaN,100,29,NaN,247
619,,,,,NaN,,,NaN,NaN,,,NaN,
620,175,108,81,111,NaN,11,117,NaN,NaN,100,29,NaN,247
621,,,,,NaN,,,NaN,NaN,,,NaN,
622,169,108,77,110,NaN,11,114,NaN,NaN,100,29,NaN,247
623,,,,,NaN,,,NaN,NaN,,,NaN,
624,168,108,76,110,NaN,11,112,NaN,NaN,100,29,NaN,247
625,,,,,NaN,,,NaN,NaN,,,NaN,
626,166,107,75,109,NaN,11,110,NaN,NaN,100,29,NaN,247
627,,,,,NaN,,,NaN,NaN,,,NaN,
628,163,106,74,109,NaN,12,109,NaN,NaN,100,30,NaN,246
629,,,,,NaN,,,NaN,NaN,,,NaN,
630,163,106,73,108,NaN,12,108,NaN,NaN,100,30,NaN,246
631,,,,,NaN,,,NaN,NaN,,,NaN,
632,159,105,72,107,NaN,12,106,NaN,NaN,100,30,NaN,246
633,,,,,NaN,,,NaN,NaN,,,NaN,
634,163,105,75,107,NaN,12,107,NaN,NaN,100,30,NaN,246
635,,,,,NaN,,,NaN,NaN,,,NaN,
636,160,104,71,106,NaN,13,105,NaN,NaN,100,30,NaN,247
637,,,,,NaN,,,NaN,NaN,,,NaN,
638,161,104,72,106,NaN,13,106,NaN,NaN,100,30,NaN,247
639,,,,,NaN,,,NaN,NaN,,,NaN,
640,159,103,71,105,NaN,13,105,NaN,NaN,100,30,NaN,247
641,,,,,NaN,,,NaN,NaN,,,NaN,
642,153,103,69,105,NaN,13,101,NaN,NaN,100,30,NaN,247
643,,,,,NaN,,,NaN,NaN,,,NaN,
644,155,102,70,105,NaN,13,102,NaN,NaN,100,30,NaN,247
645,,,,,NaN,,,NaN,NaN,,,NaN,
646,152,102,69,106,NaN,13,100,NaN,NaN,100,30,NaN,247
647,,,,,NaN,,,NaN,NaN,,,NaN,
648,153,101,70,105,NaN,13,101,NaN,NaN,100,30,NaN,246
649,,,,,NaN,,,NaN,NaN,,,NaN,
650,148,101,66,104,NaN,13,98,NaN,NaN,100,30,NaN,246
651,,,,,NaN,,,NaN,NaN,,,NaN,
652,152,101,69,104,NaN,13,100,NaN,NaN,100,29,NaN,246
653,,,,,NaN,,,NaN,NaN,,,NaN,
654,150,101,68,103,NaN,13,99,NaN,NaN,100,29,NaN,246
655,,,,,NaN,,,NaN,NaN,,,NaN,
656,150,101,70,103,NaN,13,99,NaN,NaN,100,29,NaN,246
657,,,,,NaN,,,NaN,NaN,,,NaN,
658,152,100,70,103,NaN,13,101,NaN,NaN,100,29,NaN,246
659,,,,,NaN,,,NaN,NaN,,,NaN,
660,148,100,69,102,NaN,13,99,NaN,NaN,100,30,NaN,246
661,,,,,NaN,,,NaN,NaN,,,NaN,
662,151,100,70,102,NaN,13,101,NaN,NaN,100,30,NaN,246
663,,,,,NaN,,,NaN,NaN,,,NaN,
664,149,99,69,101,NaN,13,100,NaN,NaN,100,30,NaN,246
665,,,,,NaN,,,NaN,NaN,,,NaN,
666,150,99,69,101,NaN,13,100,NaN,NaN,100,30,NaN,246
667,,,,,NaN,,,NaN,NaN,,,NaN,
668,145,99,66,101,NaN,13,97,NaN,NaN,100,30,NaN,246
669,,,,,NaN,,,NaN,NaN,,,NaN,
670,144,98,68,100,NaN,13,97,NaN,NaN,100,30,NaN,246
671,,,,,NaN,,,NaN,NaN,,,NaN,
672,146,98,68,100,NaN,13,98,NaN,NaN,100,30,NaN,246
673,,,,,NaN,,,NaN,NaN,,,NaN,
674,145,98,69,100,NaN,13,98,NaN,NaN,100,30,NaN,246
675,,,,,NaN,,,NaN,NaN,,,NaN,
676,149,98,70,100,NaN,13,99,NaN,NaN,100,30,NaN,246
677,,,,,NaN,,,NaN,NaN,,,NaN,
678,146,98,68,100,NaN,13,98,NaN,NaN,100,30,NaN,246
679,,,,,NaN,,,NaN,NaN,,,NaN,
680,146,98,68,101,NaN,13,98,NaN,NaN,100,30,NaN,246
681,,,,,NaN,,,NaN,NaN,,,NaN,
682,146,98,68,101,NaN,13,98,NaN,NaN,100,29,NaN,246
683,,,,,NaN,,,NaN,NaN,,,NaN,
684,144,98,73,101,NaN,13,102,NaN,NaN,100,29,NaN,246
685,,,,,NaN,,,NaN,NaN,,,NaN,
686,147,98,73,100,NaN,13,99,NaN,NaN,100,29,NaN,246
687,,,,,NaN,,,NaN,NaN,,,NaN,
688,154,98,72,100,NaN,13,102,NaN,NaN,100,29,NaN,246
689,,,,,NaN,,,NaN,NaN,,,NaN,
690,158,98,68,100,NaN,13,104,NaN,NaN,100,30,NaN,246
691,,,,,NaN,,,NaN,NaN,,,NaN,
692,150,97,69,100,NaN,13,102,NaN,NaN,100,30,NaN,246
693,,,,,NaN,,,NaN,NaN,,,NaN,
694,154,97,64,100,NaN,13,102,NaN,NaN,100,30,NaN,246
695,,,,,NaN,,,NaN,NaN,,,NaN,
696,147,97,62,100,NaN,13,106,NaN,NaN,100,30,NaN,246
697,,,,,NaN,,,NaN,NaN,,,NaN,
698,150,98,63,100,NaN,13,103,NaN,NaN,100,30,NaN,246
699,,,,,NaN,,,NaN,NaN,,,NaN,
700,149,98,68,101,NaN,13,103,NaN,NaN,100,30,NaN,246
701,,,,,NaN,,,NaN,NaN,,,NaN,
702,163,98,76,101,NaN,13,110,NaN,NaN,100,30,NaN,246
703,,,,,NaN,,,NaN,NaN,,,NaN,
704,148,98,66,101,NaN,13,104,NaN,NaN,100,30,NaN,246
705,,,,,NaN,,,NaN,NaN,,,NaN,
706,147,98,67,100,NaN,13,101,NaN,NaN,100,29,NaN,246
707,,,,,NaN,,,NaN,NaN,,,NaN,
708,151,98,70,100,NaN,13,102,NaN,NaN,100,29,NaN,246
709,,,,,NaN,,,NaN,NaN,,,NaN,
710,147,97,68,100,NaN,13,99,NaN,NaN,100,29,NaN,246
711,,,,,NaN,,,NaN,NaN,,,NaN,
712,149,97,70,99,NaN,13,100,NaN,NaN,100,29,NaN,246
713,,,,,NaN,,,NaN,NaN,,,NaN,
714,152,96,70,99,NaN,13,101,NaN,NaN,100,30,NaN,246
715,,,,,NaN,,,NaN,NaN,,,NaN,
716,151,96,71,98,NaN,13,101,NaN,NaN,100,30,NaN,246
717,,,,,NaN,,,NaN,NaN,,,NaN,
718,153,96,71,99,NaN,13,102,NaN,NaN,100,30,NaN,246
719,,,,,NaN,,,NaN,NaN,,,NaN,
720,152,97,71,99,NaN,13,102,NaN,NaN,100,30,NaN,246
721,,,,,NaN,,,NaN,NaN,,,NaN,
722,154,97,71,99,NaN,13,103,NaN,NaN,100,30,NaN,246
723,,,,,NaN,,,NaN,NaN,,,NaN,
724,151,97,70,99,NaN,13,101,NaN,NaN,100,30,NaN,246
725,,,,,NaN,,,NaN,NaN,,,NaN,
726,153,97,71,99,NaN,13,102,NaN,NaN,100,30,NaN,246
727,,,,,NaN,,,NaN,NaN,,,NaN,
728,153,97,70,99,NaN,13,102,NaN,NaN,100,30,NaN,246
729,,,,,NaN,,,NaN,NaN,,,NaN,
730,149,97,69,99,NaN,13,100,NaN,NaN,100,30,NaN,246
731,,,,,NaN,,,NaN,NaN,,,NaN,
732,152,97,70,99,NaN,13,101,NaN,NaN,100,30,NaN,246
733,,,,,NaN,,,NaN,NaN,,,NaN,
734,149,97,68,100,NaN,13,99,NaN,NaN,100,30,NaN,246
735,,,,,NaN,,,NaN,NaN,,,NaN,
736,147,97,68,99,NaN,13,98,NaN,NaN,100,30,NaN,246
737,,,,,NaN,,,NaN,NaN,,,NaN,
738,149,97,70,99,NaN,13,99,NaN,NaN,100,30,NaN,246
739,,,,,NaN,,,NaN,NaN,,,NaN,
740,146,97,66,99,NaN,13,97,NaN,NaN,100,30,NaN,246
741,,,,,NaN,,,NaN,NaN,,,NaN,
742,156,97,63,99,NaN,13,97,NaN,NaN,100,30,NaN,246
743,,,,,NaN,,,NaN,NaN,,,NaN,
744,149,96,65,99,NaN,13,98,NaN,NaN,100,31,NaN,246
745,,,,,NaN,,,NaN,NaN,,,NaN,
746,143,96,56,98,NaN,13,95,NaN,NaN,100,31,NaN,246
747,,,,,NaN,,,NaN,NaN,,,NaN,
748,144,96,64,98,NaN,13,95,NaN,NaN,100,31,NaN,246
749,,,,,NaN,,,NaN,NaN,,,NaN,
750,143,96,66,98,NaN,13,95,NaN,NaN,100,31,NaN,246
751,,,,,NaN,,,NaN,NaN,,,NaN,
752,141,96,65,98,NaN,12,93,NaN,NaN,100,31,NaN,246
753,,,,,NaN,,,NaN,NaN,,,NaN,
754,141,96,65,98,NaN,12,93,NaN,NaN,100,31,NaN,246
755,,,,,NaN,,,NaN,NaN,,,NaN,
756,140,95,64,98,NaN,12,92,NaN,NaN,100,31,NaN,246
757,,,,,NaN,,,NaN,NaN,,,NaN,
758,140,95,64,97,NaN,12,92,NaN,NaN,100,31,NaN,246
759,,,,,NaN,,,NaN,NaN,,,NaN,
760,142,95,65,97,NaN,12,93,NaN,NaN,100,31,NaN,246
761,,,,,NaN,,,NaN,NaN,,,NaN,
762,137,95,63,97,NaN,12,90,NaN,NaN,100,31,NaN,246
763,,,,,NaN,,,NaN,NaN,,,NaN,
764,137,94,63,97,NaN,12,90,NaN,NaN,100,31,NaN,246
765,,,,,NaN,,,NaN,NaN,,,NaN,
766,138,93,62,96,NaN,12,90,NaN,NaN,100,31,NaN,246
767,,,,,NaN,,,NaN,NaN,,,NaN,
768,133,93,61,96,NaN,11,87,NaN,NaN,100,31,NaN,246
769,,,,,NaN,,,NaN,NaN,,,NaN,
770,135,93,62,95,NaN,11,88,NaN,NaN,100,31,NaN,246
771,,,,,NaN,,,NaN,NaN,,,NaN,
772,134,92,61,95,NaN,11,87,NaN,NaN,100,31,NaN,246
773,,,,,NaN,,,NaN,NaN,,,NaN,
774,131,92,60,94,NaN,11,86,NaN,NaN,100,31,NaN,246
775,,,,,NaN,,,NaN,NaN,,,NaN,
776,135,92,62,94,NaN,11,88,NaN,NaN,100,31,NaN,246
777,,,,,NaN,,,NaN,NaN,,,NaN,
778,132,92,59,94,NaN,11,86,NaN,NaN,100,31,NaN,246
779,,,,,NaN,,,NaN,NaN,,,NaN,
780,128,91,59,94,NaN,11,84,NaN,NaN,100,31,NaN,246
781,,,,,NaN,,,NaN,NaN,,,NaN,
782,132,91,61,93,NaN,11,86,NaN,NaN,100,31,NaN,246
783,,,,,NaN,,,NaN,NaN,,,NaN,
784,127,91,58,93,NaN,11,83,NaN,NaN,100,31,NaN,246
785,,,,,NaN,,,NaN,NaN,,,NaN,
786,130,91,60,93,NaN,11,84,NaN,NaN,100,31,NaN,246
787,,,,,NaN,,,NaN,NaN,,,NaN,
788,132,91,60,94,NaN,11,86,NaN,NaN,100,31,NaN,246
789,,,,,NaN,,,NaN,NaN,,,NaN,
790,128,91,59,93,NaN,11,84,NaN,NaN,100,31,NaN,246
791,,,,,NaN,,,NaN,NaN,,,NaN,
792,131,91,61,94,NaN,11,85,NaN,NaN,100,31,NaN,246
793,,,,,NaN,,,NaN,NaN,,,NaN,
794,129,91,59,93,NaN,11,84,NaN,NaN,100,31,NaN,246
795,,,,,NaN,,,NaN,NaN,,,NaN,
796,126,91,58,93,NaN,11,82,NaN,NaN,100,31,NaN,246
797,,,,,NaN,,,NaN,NaN,,,NaN,
798,128,90,59,93,NaN,11,83,NaN,NaN,100,31,NaN,246
799,,,,,NaN,,,NaN,NaN,,,NaN,
800,124,90,57,92,NaN,11,81,NaN,NaN,100,31,NaN,246
801,,,,,NaN,,,NaN,NaN,,,NaN,
802,123,90,57,92,NaN,11,80,NaN,NaN,100,31,NaN,246
803,,,,,NaN,,,NaN,NaN,,,NaN,
804,125,89,57,92,NaN,11,81,NaN,NaN,100,31,NaN,246
805,,,,,NaN,,,NaN,NaN,,,NaN,
806,123,89,56,91,NaN,11,80,NaN,NaN,100,31,NaN,246
807,,,,,NaN,,,NaN,NaN,,,NaN,
808,124,89,57,91,NaN,11,80,NaN,NaN,100,31,NaN,246
809,,,,,NaN,,,NaN,NaN,,,NaN,
810,120,89,55,91,NaN,11,80,NaN,NaN,100,31,NaN,246
811,,,,,NaN,,,NaN,NaN,,,NaN,
812,121,89,56,91,NaN,11,80,NaN,NaN,100,31,NaN,246
813,,,,,NaN,,,NaN,NaN,,,NaN,
814,124,89,58,91,NaN,11,81,NaN,NaN,100,31,NaN,246
815,,,,,NaN,,,NaN,NaN,,,NaN,
816,122,89,56,91,NaN,11,80,NaN,NaN,100,31,NaN,246
817,,,,,NaN,,,NaN,NaN,,,NaN,
818,123,89,57,91,NaN,11,80,NaN,NaN,100,31,NaN,246
819,,,,,NaN,,,NaN,NaN,,,NaN,
820,125,89,57,91,NaN,11,81,NaN,NaN,100,31,NaN,246
821,,,,,NaN,,,NaN,NaN,,,NaN,
822,121,89,55,91,NaN,11,79,NaN,NaN,100,31,NaN,246
823,,,,,NaN,,,NaN,NaN,,,NaN,
824,118,92,49,91,NaN,11,74,NaN,NaN,100,31,NaN,246
825,,,,,NaN,,,NaN,NaN,,,NaN,
826,120,88,55,91,NaN,11,78,NaN,NaN,100,31,NaN,246
827,,,,,NaN,,,NaN,NaN,,,NaN,
828,118,88,54,91,NaN,11,77,NaN,NaN,100,31,NaN,246
829,,,,,NaN,,,NaN,NaN,,,NaN,
830,120,88,56,90,NaN,11,78,NaN,NaN,100,31,NaN,246
831,,,,,NaN,,,NaN,NaN,,,NaN,
832,122,87,55,90,NaN,11,79,NaN,NaN,100,31,NaN,246
833,,,,,NaN,,,NaN,NaN,,,NaN,
834,116,86,53,89,NaN,11,77,NaN,NaN,100,31,NaN,246
835,,,,,NaN,,,NaN,NaN,,,NaN,
836,121,85,55,88,NaN,11,78,NaN,NaN,100,31,NaN,246
837,,,,,NaN,,,NaN,NaN,,,NaN,
838,118,85,53,87,NaN,11,77,NaN,NaN,100,31,NaN,246
839,,,,,NaN,,,NaN,NaN,,,NaN,
840,117,85,53,87,NaN,11,76,NaN,NaN,100,31,NaN,246
841,,,,,NaN,,,NaN,NaN,,,NaN,
842,121,84,55,87,NaN,11,78,NaN,NaN,100,31,NaN,246
843,,,,,NaN,,,NaN,NaN,,,NaN,
844,118,84,53,87,NaN,11,77,NaN,NaN,100,31,NaN,246
845,,,,,NaN,,,NaN,NaN,,,NaN,
846,119,85,54,87,NaN,11,77,NaN,NaN,100,31,NaN,246
847,,,,,NaN,,,NaN,NaN,,,NaN,
848,121,85,55,88,NaN,11,79,NaN,NaN,100,31,NaN,246
849,,,,,NaN,,,NaN,NaN,,,NaN,
850,119,85,54,88,NaN,11,77,NaN,NaN,100,31,NaN,246
851,,,,,NaN,,,NaN,NaN,,,NaN,
852,120,86,55,88,NaN,11,78,NaN,NaN,100,32,NaN,246
853,,,,,NaN,,,NaN,NaN,,,NaN,
854,122,86,56,88,NaN,11,79,NaN,NaN,100,32,NaN,246
855,,,,,NaN,,,NaN,NaN,,,NaN,
856,119,86,54,88,NaN,11,78,NaN,NaN,100,32,NaN,246
857,,,,,NaN,,,NaN,NaN,,,NaN,
858,120,86,55,89,NaN,11,78,NaN,NaN,100,32,NaN,246
859,,,,,NaN,,,NaN,NaN,,,NaN,
860,122,86,56,89,NaN,11,79,NaN,NaN,100,32,NaN,246
861,,,,,NaN,,,NaN,NaN,,,NaN,
862,119,86,54,88,NaN,11,77,NaN,NaN,100,32,NaN,246
863,,,,,NaN,,,NaN,NaN,,,NaN,
864,120,86,55,88,NaN,11,78,NaN,NaN,100,32,NaN,246
865,,,,,NaN,,,NaN,NaN,,,NaN,
866,121,86,55,88,NaN,11,79,NaN,NaN,100,32,NaN,246
867,,,,,NaN,,,NaN,NaN,,,NaN,
868,118,86,54,88,NaN,11,77,NaN,NaN,100,32,NaN,246
869,,,,,NaN,,,NaN,NaN,,,NaN,
870,120,86,55,89,NaN,11,79,NaN,NaN,100,32,NaN,246
871,,,,,NaN,,,NaN,NaN,,,NaN,
872,122,86,56,89,NaN,11,80,NaN,NaN,100,32,NaN,246
873,,,,,NaN,,,NaN,NaN,,,NaN,
874,117,86,54,88,NaN,11,77,NaN,NaN,100,32,NaN,246
875,,,,,NaN,,,NaN,NaN,,,NaN,
