time,SNUADC/CVP,SNUADC/ECG_II,Solar8000/PLETH_SPO2,Solar8000/CVP,Solar8000/PLETH_HR,Solar8000/ART_MBP,Solar8000/ETCO2,SNUADC/ART,Solar8000/ART_DBP,Solar8000/ART_SBP,SNUADC/ECG_V5,Solar8000/RR_CO2,Solar8000/HR
7939,NaN,NaN,100,14,80,75,34,NaN,62,111,NaN,13,79
7940,NaN,NaN,,,,,,NaN,,,NaN,,
7941,NaN,NaN,100,14,80,74,34,NaN,61,108,NaN,13,80
7942,NaN,NaN,,,,,,NaN,,,NaN,,
7943,NaN,NaN,100,14,80,74,34,NaN,62,110,NaN,13,80
7944,NaN,NaN,,,,,,NaN,,,NaN,,
7945,NaN,NaN,100,14,80,73,34,NaN,60,108,NaN,13,80
7946,NaN,NaN,,,,,,NaN,,,NaN,,
7947,NaN,NaN,100,14,80,72,34,NaN,60,106,NaN,13,80
7948,NaN,NaN,,,,,,NaN,,,NaN,,
7949,NaN,NaN,100,14,80,71,34,NaN,58,106,NaN,13,80
7950,NaN,NaN,,,,,,NaN,,,NaN,,
7951,NaN,NaN,100,14,80,71,34,NaN,58,104,NaN,13,80
7952,NaN,NaN,,,,,,NaN,,,NaN,,
7953,NaN,NaN,100,13,80,72,34,NaN,60,108,NaN,13,79
7954,NaN,NaN,,,,,,NaN,,,NaN,,
7955,NaN,NaN,100,13,80,72,34,NaN,59,106,NaN,13,80
7956,NaN,NaN,,,,,,NaN,,,NaN,,
7957,NaN,NaN,100,13,80,74,34,NaN,62,111,NaN,13,80
7958,NaN,NaN,,,,,,NaN,,,NaN,,
7959,NaN,NaN,100,13,80,73,34,NaN,61,108,NaN,13,80
7960,NaN,NaN,,,,,,NaN,,,NaN,,
7961,NaN,NaN,100,14,81,73,34,NaN,61,109,NaN,13,80
7962,NaN,NaN,,,,,,NaN,,,NaN,,
7963,NaN,NaN,100,14,80,73,34,NaN,60,107,NaN,13,80
7964,NaN,NaN,,,,,,NaN,,,NaN,,
7965,NaN,NaN,100,14,81,72,34,NaN,59,105,NaN,13,80
7966,NaN,NaN,,,,,,NaN,,,NaN,,
7967,NaN,NaN,100,14,80,72,34,NaN,60,108,NaN,13,80
7968,NaN,NaN,,,,,,NaN,,,NaN,,
7969,NaN,NaN,100,14,80,71,34,NaN,59,105,NaN,13,80
7970,NaN,NaN,,,,,,NaN,,,NaN,,
7971,NaN,NaN,100,14,80,73,34,NaN,61,109,NaN,13,80
7972,NaN,NaN,,,,,,NaN,,,NaN,,
7973,NaN,NaN,100,14,80,72,34,NaN,60,107,NaN,13,80
7974,NaN,NaN,,,,,,NaN,,,NaN,,
7975,NaN,NaN,100,14,80,73,34,NaN,61,110,NaN,13,79
7976,NaN,NaN,,,,,,NaN,,,NaN,,
7977,NaN,NaN,100,14,80,73,34,NaN,60,109,NaN,13,80
7978,NaN,NaN,,,,,,NaN,,,NaN,,
7979,NaN,NaN,100,14,80,72,34,NaN,60,107,NaN,13,79
7980,NaN,NaN,,,,,,NaN,,,NaN,,
7981,NaN,NaN,100,14,80,72,34,NaN,60,108,NaN,13,79
7982,NaN,NaN,,,,,,NaN,,,NaN,,
7983,NaN,NaN,100,14,80,71,34,NaN,59,106,NaN,13,79
7984,NaN,NaN,,,,,,NaN,,,NaN,,
7985,NaN,NaN,100,14,79,72,34,NaN,60,109,NaN,13,79
7986,NaN,NaN,,,,,,NaN,,,NaN,,
7987,NaN,NaN,100,14,80,72,34,NaN,59,106,NaN,13,79
7988,NaN,NaN,,,,,,NaN,,,NaN,,
7989,NaN,NaN,100,14,80,72,34,NaN,61,108,NaN,13,79
7990,NaN,NaN,,,,,,NaN,,,NaN,,
7991,NaN,NaN,100,14,80,72,34,NaN,60,107,NaN,13,79
7992,NaN,NaN,,,,,,NaN,,,NaN,,
7993,NaN,NaN,100,14,80,73,34,NaN,61,108,NaN,13,79
7994,NaN,NaN,,,,,,NaN,,,NaN,,
7995,NaN,NaN,100,14,80,73,34,NaN,61,110,NaN,13,80
7996,NaN,NaN,,,,,,NaN,,,NaN,,
7997,NaN,NaN,100,14,80,73,34,NaN,60,108,NaN,13,80
7998,NaN,NaN,,,,,,NaN,,,NaN,,
7999,NaN,NaN,100,14,80,74,34,NaN,61,110,NaN,13,80
8000,NaN,NaN,,,,,,NaN,,,NaN,,
8001,NaN,NaN,100,14,80,72,34,NaN,59,107,NaN,13,80
8002,NaN,NaN,,,,,,NaN,,,NaN,,
8003,NaN,NaN,100,14,80,73,34,NaN,61,109,NaN,13,80
8004,NaN,NaN,,,,,,NaN,,,NaN,,
