time,Solar8000/PLETH_SPO2,Solar8000/PLETH_HR,Solar8000/HR,Solar8000/ETCO2,SNUADC/ECG_V5,SNUADC/ART,SNUADC/ECG_II,Solar8000/ART_MBP,SNUADC/CVP,Solar8000/RR_CO2,Solar8000/ART_SBP,Solar8000/CVP,Solar8000/ART_DBP
447,100,68,67,,NaN,NaN,NaN,-24,NaN,,-24,,-24
448,,,,,NaN,NaN,NaN,,NaN,,,,
449,100,68,68,,NaN,NaN,NaN,-23,NaN,,-23,,-23
450,,,,,NaN,NaN,NaN,,NaN,,,,
451,100,69,68,,NaN,NaN,NaN,-23,NaN,,-23,,-23
452,,,,,NaN,NaN,NaN,,NaN,,,,
453,100,69,69,,NaN,NaN,NaN,-23,NaN,,-23,,-23
454,,,,,NaN,NaN,NaN,,NaN,,,,
455,100,69,69,,NaN,NaN,NaN,-23,NaN,,-23,,-23
456,,,,,NaN,NaN,NaN,,NaN,,,,
457,100,69,69,,NaN,NaN,NaN,-23,NaN,,-23,,-23
458,,,,,NaN,NaN,NaN,,NaN,,,,
459,100,70,69,,NaN,NaN,NaN,-23,NaN,,-23,,-23
460,,,,,NaN,NaN,NaN,,NaN,,,,
461,100,70,69,,NaN,NaN,NaN,-23,NaN,,-21,,-28
462,,,,,NaN,NaN,NaN,,NaN,,,,
463,100,70,69,,NaN,NaN,NaN,-24,NaN,,-21,,-26
464,,,,,NaN,NaN,NaN,,NaN,,,,
465,100,69,69,,NaN,NaN,NaN,-24,NaN,,-22,,-25
466,,,,,NaN,NaN,NaN,,NaN,,,,
467,100,69,69,,NaN,NaN,NaN,-24,NaN,,-22,,-25
468,,,,,NaN,NaN,NaN,,NaN,,,,
469,100,69,69,,NaN,NaN,NaN,-24,NaN,,-22,,-25
470,,,,,NaN,NaN,NaN,,NaN,,,,
471,100,69,69,,NaN,NaN,NaN,-23,NaN,,-21,,-25
472,,,,,NaN,NaN,NaN,,NaN,,,,
473,100,69,69,,NaN,NaN,NaN,-23,NaN,,-21,,-25
474,,,,,NaN,NaN,NaN,,NaN,,,,
475,100,69,68,,NaN,NaN,NaN,-23,NaN,,-22,,-25
476,,,,,NaN,NaN,NaN,,NaN,,,,
477,100,69,68,,NaN,NaN,NaN,-23,NaN,,-12,,-35
478,,,,,NaN,NaN,NaN,,NaN,,,,
479,100,68,68,,NaN,NaN,NaN,-23,NaN,,-12,,-35
480,,,,,NaN,NaN,NaN,,NaN,,,,
481,100,68,68,,NaN,NaN,NaN,-23,NaN,,-23,,-23
482,,,,,NaN,NaN,NaN,,NaN,,,,
483,100,68,68,,NaN,NaN,NaN,-23,NaN,,-23,,-23
484,,,,,NaN,NaN,NaN,,NaN,,,,
485,100,68,68,,NaN,NaN,NaN,-24,NaN,,-24,,-24
486,,,,,NaN,NaN,NaN,,NaN,,,,
487,100,68,68,,NaN,NaN,NaN,-24,NaN,,-24,,-24
488,,,,,NaN,NaN,NaN,,NaN,,,,
489,100,68,67,,NaN,NaN,NaN,-24,NaN,,-24,,-24
490,,,,,NaN,NaN,NaN,,NaN,,,,
491,100,68,67,,NaN,NaN,NaN,-24,NaN,,-23,,-24
492,,,,,NaN,NaN,NaN,,NaN,,,,
493,100,68,67,,NaN,NaN,NaN,-24,NaN,,-23,,-24
494,,,,,NaN,NaN,NaN,,NaN,,,,
495,100,67,67,,NaN,NaN,NaN,-23,NaN,,-23,,-23
496,,,,,NaN,NaN,NaN,,NaN,,,,
497,100,67,67,,NaN,NaN,NaN,-23,NaN,,-23,,-23
498,,,,,NaN,NaN,NaN,,NaN,,,,
499,100,67,66,,NaN,NaN,NaN,-23,NaN,,-23,,-23
500,,,,,NaN,NaN,NaN,,NaN,,,,
501,100,67,66,,NaN,NaN,NaN,-23,NaN,,-23,,-23
502,,,,,NaN,NaN,NaN,,NaN,,,,
503,100,67,66,,NaN,NaN,NaN,-24,NaN,,-24,,-24
504,,,,,NaN,NaN,NaN,,NaN,,,,
505,100,67,66,,NaN,NaN,NaN,-24,NaN,,-24,,-24
506,,,,,NaN,NaN,NaN,,NaN,,,,
507,100,67,66,,NaN,NaN,NaN,-24,NaN,,-24,,-24
508,,,,,NaN,NaN,NaN,,NaN,,,,
509,100,67,66,,NaN,NaN,NaN,-24,NaN,,-24,,-24
510,,,,,NaN,NaN,NaN,,NaN,,,,
511,100,67,66,,NaN,NaN,NaN,-24,NaN,,-23,,-25
512,,,,,NaN,NaN,NaN,,NaN,,,,
513,100,67,66,,NaN,NaN,NaN,-24,NaN,,-23,,-25
514,,,,,NaN,NaN,NaN,,NaN,,,,
515,100,67,66,,NaN,NaN,NaN,-23,NaN,,-23,,-23
516,,,,,NaN,NaN,NaN,,NaN,,,,
517,100,67,66,,NaN,NaN,NaN,-23,NaN,,-23,,-23
518,,,,,NaN,NaN,NaN,,NaN,,,,
519,100,67,66,,NaN,NaN,NaN,-23,NaN,,-23,,-23
520,,,,,NaN,NaN,NaN,,NaN,,,,
521,100,66,66,,NaN,NaN,NaN,-23,NaN,,-23,,-23
522,,,,,NaN,NaN,NaN,,NaN,,,,
523,100,66,66,,NaN,NaN,NaN,-24,NaN,,-24,,-24
524,,,,,NaN,NaN,NaN,,NaN,,,,
525,100,66,66,,NaN,NaN,NaN,-24,NaN,,-24,,-24
526,,,,,NaN,NaN,NaN,,NaN,,,,
527,100,66,65,,NaN,NaN,NaN,-24,NaN,,-24,,-24
528,,,,,NaN,NaN,NaN,,NaN,,,,
529,100,66,65,,NaN,NaN,NaN,-24,NaN,,-24,,-24
530,,,,,NaN,NaN,NaN,,NaN,,,,
531,100,66,65,,NaN,NaN,NaN,-23,NaN,,-23,,-23
532,,,,,NaN,NaN,NaN,,NaN,,,,
533,100,66,65,,NaN,NaN,NaN,-23,NaN,,-23,,-23
534,,,,,NaN,NaN,NaN,,NaN,,,,
535,100,66,65,,NaN,NaN,NaN,-23,NaN,,-23,,-23
536,,,,,NaN,NaN,NaN,,NaN,,,,
537,100,66,65,,NaN,NaN,NaN,-23,NaN,,-23,,-23
538,,,,,NaN,NaN,NaN,,NaN,,,,
539,100,66,65,,NaN,NaN,NaN,-24,NaN,,-24,,-24
540,,,,,NaN,NaN,NaN,,NaN,,,,
541,100,66,65,,NaN,NaN,NaN,-24,NaN,,-24,,-24
542,,,,,NaN,NaN,NaN,,NaN,,,,
543,100,65,65,,NaN,NaN,NaN,-24,NaN,,-23,,-25
544,,,,,NaN,NaN,NaN,,NaN,,,,
545,100,65,65,,NaN,NaN,NaN,-24,NaN,,-23,,-25
546,,,,,NaN,NaN,NaN,,NaN,,,,
547,100,65,64,,NaN,NaN,NaN,-24,NaN,,-23,,-25
548,,,,,NaN,NaN,NaN,,NaN,,,,
549,100,65,64,,NaN,NaN,NaN,-23,NaN,,-20,,-26
550,,,,,NaN,NaN,NaN,,NaN,,,,
551,100,65,64,,NaN,NaN,NaN,-24,NaN,,3,,-39
552,,,,,NaN,NaN,NaN,,NaN,,,,
553,100,64,64,,NaN,NaN,NaN,-23,NaN,,,,
554,,,,,NaN,NaN,NaN,,NaN,,,,
555,100,65,64,,NaN,NaN,NaN,-22,NaN,,,,
556,,,,,NaN,NaN,NaN,,NaN,,,,
557,100,65,64,,NaN,NaN,NaN,-22,NaN,,,,
558,,,,,NaN,NaN,NaN,,NaN,,,,
559,100,65,64,,NaN,NaN,NaN,-23,NaN,,,,
560,,,,,NaN,NaN,NaN,,NaN,,,,
561,100,65,64,,NaN,NaN,NaN,-23,NaN,,,,
562,,,,,NaN,NaN,NaN,,NaN,,,,
563,100,65,64,,NaN,NaN,NaN,-23,NaN,,,,
564,,,,,NaN,NaN,NaN,,NaN,,,,
565,100,65,64,,NaN,NaN,NaN,-11,NaN,,30,,-43
566,,,,,NaN,NaN,NaN,,NaN,,,,
567,100,65,64,,NaN,NaN,NaN,-13,NaN,,40,,-64
568,,,,,NaN,NaN,NaN,,NaN,,,,
569,100,64,63,,NaN,NaN,NaN,-18,NaN,,,,
570,,,,,NaN,NaN,NaN,,NaN,,,,
571,100,64,63,,NaN,NaN,NaN,-15,NaN,,,,
572,,,,,NaN,NaN,NaN,,NaN,,,,
573,100,63,63,,NaN,NaN,NaN,-16,NaN,,,,
574,,,,,NaN,NaN,NaN,,NaN,,,,
575,100,63,62,,NaN,NaN,NaN,-13,NaN,,,,
576,,,,,NaN,NaN,NaN,,NaN,,,,
577,100,63,62,,NaN,NaN,NaN,-11,NaN,,,,
578,,,,,NaN,NaN,NaN,,NaN,,,,
579,100,63,62,,NaN,NaN,NaN,-11,NaN,,0,,-20
580,,,,,NaN,NaN,NaN,,NaN,,,,
581,100,62,62,,NaN,NaN,NaN,-11,NaN,,-6,,-15
582,,,,,NaN,NaN,NaN,,NaN,,,,
583,100,62,61,,NaN,NaN,NaN,-11,NaN,,-8,,-14
584,,,,,NaN,NaN,NaN,,NaN,,,,
585,100,61,61,,NaN,NaN,NaN,-11,NaN,,-9,,-12
586,,,,,NaN,NaN,NaN,,NaN,,,,
587,100,61,60,,NaN,NaN,NaN,-11,NaN,,-9,,-12
588,,,,,NaN,NaN,NaN,,NaN,,,,
589,100,61,60,,NaN,NaN,NaN,-11,NaN,,,,
590,,,,,NaN,NaN,NaN,,NaN,,,,
591,100,61,60,,NaN,NaN,NaN,-11,NaN,,,,
592,,,,,NaN,NaN,NaN,,NaN,,,,
593,100,61,60,,NaN,NaN,NaN,-11,NaN,,,,
594,,,,,NaN,NaN,NaN,,NaN,,,,
595,100,61,60,,NaN,NaN,NaN,-11,NaN,,,,
596,,,,,NaN,NaN,NaN,,NaN,,,,
597,100,61,60,,NaN,NaN,NaN,-11,NaN,,,,
598,,,,,NaN,NaN,NaN,,NaN,,,,
599,100,61,60,,NaN,NaN,NaN,-11,NaN,,,,
600,,,,,NaN,NaN,NaN,,NaN,,,,
601,100,61,60,,NaN,NaN,NaN,-12,NaN,,-4,,-23
602,,,,,NaN,NaN,NaN,,NaN,,,,
603,100,61,60,,NaN,NaN,NaN,-6,NaN,,3,,-7
604,,,,,NaN,NaN,NaN,,NaN,,,,
605,100,61,60,,NaN,NaN,NaN,-4,NaN,,0,,-4
606,,,,,NaN,NaN,NaN,,NaN,,,,
607,100,61,60,,NaN,NaN,NaN,-4,NaN,,0,,-4
608,,,,,NaN,NaN,NaN,,NaN,,,,
609,100,61,60,,NaN,NaN,NaN,-1,NaN,,4,,-8
610,,,,,NaN,NaN,NaN,,NaN,,,,
611,100,61,60,,NaN,NaN,NaN,1,NaN,,12,,-7
612,,,,,NaN,NaN,NaN,,NaN,,,,
613,100,61,60,,NaN,NaN,NaN,4,NaN,,8,,1
614,,,,,NaN,NaN,NaN,,NaN,,,,
615,100,61,61,,NaN,NaN,NaN,1,NaN,,45,,-31
616,,,,,NaN,NaN,NaN,,NaN,,,,
617,100,61,61,,NaN,NaN,NaN,5,NaN,,73,,-20
618,,,,,NaN,NaN,NaN,,NaN,,,,
619,100,61,61,,NaN,NaN,NaN,44,NaN,,70,,41
620,,,,,NaN,NaN,NaN,,NaN,,,,
621,100,61,61,,NaN,NaN,NaN,50,NaN,,72,,43
622,,,,,NaN,NaN,NaN,,NaN,,,,
623,100,61,61,,NaN,NaN,NaN,52,NaN,,71,,45
624,,,,,NaN,NaN,NaN,,NaN,,,,
625,100,61,61,,NaN,NaN,NaN,52,NaN,,72,,36
626,,,,,NaN,NaN,NaN,,NaN,,,,
627,100,61,61,,NaN,NaN,NaN,53,NaN,,72,,40
628,,,,,NaN,NaN,NaN,,NaN,,,,
629,100,61,60,,NaN,NaN,NaN,51,NaN,,62,,41
630,,,,,NaN,NaN,NaN,,NaN,,,,
631,100,61,60,,NaN,NaN,NaN,50,NaN,,65,,40
632,,,,,NaN,NaN,NaN,,NaN,,,,
633,100,61,60,,NaN,NaN,NaN,52,NaN,,69,,44
634,,,,,NaN,NaN,NaN,,NaN,,,,
635,100,61,60,,NaN,NaN,NaN,53,NaN,,70,,45
636,,,,,NaN,NaN,NaN,,NaN,,,,
637,100,61,60,,NaN,NaN,NaN,53,NaN,,71,,45
638,,,,,NaN,NaN,NaN,,NaN,,,,
639,100,61,60,,NaN,NaN,NaN,53,NaN,,69,,45
640,,,,,NaN,NaN,NaN,,NaN,,,,
641,100,61,60,,NaN,NaN,NaN,53,NaN,,83,,23
642,,,,,NaN,NaN,NaN,,NaN,,,,
643,100,61,60,,NaN,NaN,NaN,50,NaN,,67,,21
644,,,,,NaN,NaN,NaN,,NaN,,,,
645,100,61,60,,NaN,NaN,NaN,52,NaN,,92,,27
646,,,,,NaN,NaN,NaN,,NaN,,,,
647,100,61,60,,NaN,NaN,NaN,52,NaN,,75,,39
648,,,,,NaN,NaN,NaN,,NaN,,,,
649,100,61,60,,NaN,NaN,NaN,53,NaN,,72,,44
650,,,,,NaN,NaN,NaN,,NaN,,,,
651,100,61,60,,NaN,NaN,NaN,54,NaN,,72,,42
652,,,,,NaN,NaN,NaN,,NaN,,,,
653,100,61,60,,NaN,NaN,NaN,54,NaN,,72,,44
654,,,,,NaN,NaN,NaN,,NaN,,,,
655,100,61,60,,NaN,NaN,NaN,54,NaN,,71,,45
656,,,,,NaN,NaN,NaN,,NaN,,,,
657,100,61,60,,NaN,NaN,NaN,54,NaN,,71,,45
658,,,,,NaN,NaN,NaN,,NaN,,,,
659,100,61,60,,NaN,NaN,NaN,54,NaN,,71,,46
660,,,,,NaN,NaN,NaN,,NaN,,,,
661,100,61,60,,NaN,NaN,NaN,55,NaN,,71,,45
662,,,,,NaN,NaN,NaN,,NaN,,,,
663,100,60,60,,NaN,NaN,NaN,55,NaN,,73,,46
664,,,,,NaN,NaN,NaN,,NaN,,,,
665,100,60,60,,NaN,NaN,NaN,56,NaN,,72,,47
666,,,,,NaN,NaN,NaN,,NaN,,,,
667,100,61,61,,NaN,NaN,NaN,57,NaN,,74,,48
668,,,,,NaN,NaN,NaN,,NaN,,,,
669,100,61,61,,NaN,NaN,NaN,56,NaN,,73,,48
670,,,,,NaN,NaN,NaN,,NaN,,,,
671,100,61,65,,NaN,NaN,NaN,57,NaN,,73,,48
672,,,,,NaN,NaN,NaN,,NaN,,,,
673,100,61,65,,NaN,NaN,NaN,56,NaN,,74,,45
674,,,,,NaN,NaN,NaN,,NaN,,,,
675,100,61,65,,NaN,NaN,NaN,57,NaN,,74,,48
676,,,,,NaN,NaN,NaN,,NaN,,,,
677,100,61,65,,NaN,NaN,NaN,57,NaN,,74,,49
678,,,,,NaN,NaN,NaN,,NaN,,,,
679,100,60,65,,NaN,NaN,NaN,57,NaN,,74,,47
680,,,,,NaN,NaN,NaN,,NaN,,,,
681,100,60,64,,NaN,NaN,NaN,57,NaN,,72,,49
682,,,,,NaN,NaN,NaN,,NaN,,,,
683,100,60,59,,NaN,NaN,NaN,57,NaN,,72,,49
684,,,,,NaN,NaN,NaN,,NaN,,,,
685,100,60,59,,NaN,NaN,NaN,56,NaN,,70,,48
686,,,,,NaN,NaN,NaN,,NaN,,,,
687,100,60,59,,NaN,NaN,NaN,55,NaN,,68,,47
688,,,,,NaN,NaN,NaN,,NaN,,,,
689,100,60,59,,NaN,NaN,NaN,55,NaN,,69,,47
690,,,,,NaN,NaN,NaN,,NaN,,,,
691,100,60,59,,NaN,NaN,NaN,55,NaN,,68,,46
692,,,,,NaN,NaN,NaN,,NaN,,,,
693,100,60,59,,NaN,NaN,NaN,52,NaN,,69,,29
694,,,,,NaN,NaN,NaN,,NaN,,,,
695,100,60,59,,NaN,NaN,NaN,50,NaN,,82,,15
696,,,,,NaN,NaN,NaN,,NaN,,,,
697,100,60,59,,NaN,NaN,NaN,51,NaN,,79,,20
698,,,,,NaN,NaN,NaN,,NaN,,,,
699,100,60,59,,NaN,NaN,NaN,51,NaN,,,,
700,,,,,NaN,NaN,NaN,,NaN,,,,
701,100,60,59,,NaN,NaN,NaN,47,NaN,,,,
702,,,,,NaN,NaN,NaN,,NaN,,,,
703,100,60,59,,NaN,NaN,NaN,66,NaN,,,,
704,,,,,NaN,NaN,NaN,,NaN,,,,
705,100,60,59,,NaN,NaN,NaN,66,NaN,,,,
706,,,,,NaN,NaN,NaN,,NaN,,,,
707,100,60,60,,NaN,NaN,NaN,67,NaN,,,,
708,,,,,NaN,NaN,NaN,,NaN,,,,
709,100,60,60,,NaN,NaN,NaN,80,NaN,,,,
710,,,,,NaN,NaN,NaN,,NaN,,,,
711,100,60,60,,NaN,NaN,NaN,80,NaN,,,,
712,,,,,NaN,NaN,NaN,,NaN,,,,
713,100,60,60,,NaN,NaN,NaN,65,NaN,,,,
714,,,,,NaN,NaN,NaN,,NaN,,,,
715,100,60,60,,NaN,NaN,NaN,59,NaN,,,,
716,,,,,NaN,NaN,NaN,,NaN,,,,
717,100,60,60,,NaN,NaN,NaN,56,NaN,,,,
718,,,,,NaN,NaN,NaN,,NaN,,,,
719,100,60,60,,NaN,NaN,NaN,67,NaN,,,,
720,,,,,NaN,NaN,NaN,,NaN,,,,
721,100,60,60,,NaN,NaN,NaN,67,NaN,,,,
722,,,,,NaN,NaN,NaN,,NaN,,,,
723,100,60,60,,NaN,NaN,NaN,49,NaN,,,,
724,,,,,NaN,NaN,NaN,,NaN,,,,
725,100,61,60,,NaN,NaN,NaN,49,NaN,,,,
726,,,,,NaN,NaN,NaN,,NaN,,,,
727,100,60,60,,NaN,NaN,NaN,50,NaN,,,,
728,,,,,NaN,NaN,NaN,,NaN,,,,
729,100,61,60,,NaN,NaN,NaN,50,NaN,,,,
730,,,,,NaN,NaN,NaN,,NaN,,,,
731,100,60,60,,NaN,NaN,NaN,51,NaN,,,,
732,,,,,NaN,NaN,NaN,,NaN,,,,
733,100,60,60,,NaN,NaN,NaN,51,NaN,,,,
734,,,,,NaN,NaN,NaN,,NaN,,,,
735,100,60,60,,NaN,NaN,NaN,51,NaN,,,,
736,,,,,NaN,NaN,NaN,,NaN,,,,
737,100,60,60,,NaN,NaN,NaN,51,NaN,,,,
738,,,,,NaN,NaN,NaN,,NaN,,,,
739,100,60,60,,NaN,NaN,NaN,50,NaN,,64,,41
740,,,,,NaN,NaN,NaN,,NaN,,,,
741,100,60,60,,NaN,NaN,NaN,51,NaN,,68,,35
742,,,,,NaN,NaN,NaN,,NaN,,,,
743,100,60,60,,NaN,NaN,NaN,50,NaN,,71,,39
744,,,,,NaN,NaN,NaN,,NaN,,,,
745,100,60,59,,NaN,NaN,NaN,50,NaN,,67,,38
746,,,,,NaN,NaN,NaN,,NaN,,,,
747,100,60,59,,NaN,NaN,NaN,50,NaN,,77,,26
748,,,,,NaN,NaN,NaN,,NaN,,,,
749,100,60,59,,NaN,NaN,NaN,50,NaN,,77,,36
750,,,,,NaN,NaN,NaN,,NaN,,,,
751,100,60,59,,NaN,NaN,NaN,50,NaN,,71,,38
752,,,,,NaN,NaN,NaN,,NaN,,,,
753,100,60,59,,NaN,NaN,NaN,49,NaN,,67,,40
754,,,,,NaN,NaN,NaN,,NaN,,,,
755,100,60,59,,NaN,NaN,NaN,49,NaN,,67,,40
756,,,,,NaN,NaN,NaN,,NaN,,,,
757,100,60,59,,NaN,NaN,NaN,49,NaN,,66,,40
758,,,,,NaN,NaN,NaN,,NaN,,,,
759,100,59,59,,NaN,NaN,NaN,49,NaN,,68,,39
760,,,,,NaN,NaN,NaN,,NaN,,,,
761,100,59,59,,NaN,NaN,NaN,48,NaN,,65,,39
762,,,,,NaN,NaN,NaN,,NaN,,,,
763,100,59,59,,NaN,NaN,NaN,48,NaN,,66,,39
764,,,,,NaN,NaN,NaN,,NaN,,,,
765,100,59,59,,NaN,NaN,NaN,48,NaN,,64,,39
766,,,,,NaN,NaN,NaN,,NaN,,,,
767,100,59,59,,NaN,NaN,NaN,49,NaN,,67,,40
768,,,,,NaN,NaN,NaN,,NaN,,,,
769,100,59,59,,NaN,NaN,NaN,49,NaN,,67,,41
770,,,,,NaN,NaN,NaN,,NaN,,,,
771,100,59,59,,NaN,NaN,NaN,49,NaN,,66,,40
772,,,,,NaN,NaN,NaN,,NaN,,,,
773,100,59,59,,NaN,NaN,NaN,49,NaN,,67,,41
774,,,,,NaN,NaN,NaN,,NaN,,,,
775,100,59,59,,NaN,NaN,NaN,50,NaN,,68,,41
776,,,,,NaN,NaN,NaN,,NaN,,,,
777,100,59,59,,NaN,NaN,NaN,49,NaN,,66,,41
778,,,,,NaN,NaN,NaN,,NaN,,,,
779,100,59,59,,NaN,NaN,NaN,49,NaN,,67,,40
780,,,,,NaN,NaN,NaN,,NaN,,,,
781,100,59,59,,NaN,NaN,NaN,50,NaN,,68,,41
782,,,,,NaN,NaN,NaN,,NaN,,,,
783,100,59,58,,NaN,NaN,NaN,50,NaN,,68,,34
784,,,,,NaN,NaN,NaN,,NaN,,,,
785,100,59,58,,NaN,NaN,NaN,49,NaN,,68,,39
786,,,,,NaN,NaN,NaN,,NaN,,,,
787,100,59,58,,NaN,NaN,NaN,49,NaN,,64,,38
788,,,,,NaN,NaN,NaN,,NaN,,,,
789,100,58,58,,NaN,NaN,NaN,50,NaN,,69,,40
790,,,,,NaN,NaN,NaN,,NaN,,,,
791,100,59,58,,NaN,NaN,NaN,50,NaN,,68,,40
792,,,,,NaN,NaN,NaN,,NaN,,,,
793,100,58,58,,NaN,NaN,NaN,48,NaN,,69,,35
794,,,,,NaN,NaN,NaN,,NaN,,,,
795,100,58,58,,NaN,NaN,NaN,48,NaN,,67,,36
796,,,,,NaN,NaN,NaN,,NaN,,,,
797,100,58,58,,NaN,NaN,NaN,49,NaN,,68,,39
798,,,,,NaN,NaN,NaN,,NaN,,,,
799,100,58,58,,NaN,NaN,NaN,49,NaN,,67,,40
800,,,,,NaN,NaN,NaN,,NaN,,,,
801,100,58,58,,NaN,NaN,NaN,49,NaN,,68,,40
802,,,,,NaN,NaN,NaN,,NaN,,,,
803,100,58,58,,NaN,NaN,NaN,49,NaN,,67,,39
804,,,,,NaN,NaN,NaN,,NaN,,,,
805,100,58,58,,NaN,NaN,NaN,49,NaN,,66,,40
806,,,,,NaN,NaN,NaN,,NaN,,,,
807,100,58,58,,NaN,NaN,NaN,49,NaN,,66,,39
808,,,,,NaN,NaN,NaN,,NaN,,,,
809,100,58,58,,NaN,NaN,NaN,50,NaN,,68,,39
810,,,,,NaN,NaN,NaN,,NaN,,,,
811,100,59,58,,NaN,NaN,NaN,50,NaN,,67,,40
812,,,,,NaN,NaN,NaN,,NaN,,,,
813,100,58,58,,NaN,NaN,NaN,50,NaN,,69,,41
814,,,,,NaN,NaN,NaN,,NaN,,,,
815,100,59,58,,NaN,NaN,NaN,51,NaN,,70,,42
816,,,,,NaN,NaN,NaN,,NaN,,,,
817,100,59,58,,NaN,NaN,NaN,51,NaN,,68,,42
818,,,,,NaN,NaN,NaN,,NaN,,,,
819,100,59,58,,NaN,NaN,NaN,51,NaN,,70,,42
820,,,,,NaN,NaN,NaN,,NaN,,,,
821,100,59,58,,NaN,NaN,NaN,52,NaN,,71,,42
822,,,,,NaN,NaN,NaN,,NaN,,,,
823,100,59,58,,NaN,NaN,NaN,51,NaN,,70,,42
824,,,,,NaN,NaN,NaN,,NaN,,,,
825,100,58,58,,NaN,NaN,NaN,51,NaN,,69,,42
826,,,,,NaN,NaN,NaN,,NaN,,,,
827,100,58,58,,NaN,NaN,NaN,51,NaN,,68,,42
828,,,,,NaN,NaN,NaN,,NaN,,,,
829,100,58,58,,NaN,NaN,NaN,51,NaN,,68,,42
830,,,,,NaN,NaN,NaN,,NaN,,,,
831,100,58,58,,NaN,NaN,NaN,50,NaN,,67,,41
832,,,,,NaN,NaN,NaN,,NaN,,,,
833,100,58,58,,NaN,NaN,NaN,52,NaN,,76,,29
834,,,,,NaN,NaN,NaN,,NaN,,,,
835,100,58,58,,NaN,NaN,NaN,51,NaN,,80,,38
836,,,,,NaN,NaN,NaN,,NaN,,,,
837,100,58,58,,NaN,NaN,NaN,51,NaN,,,,
838,,,,,NaN,NaN,NaN,,NaN,,,,
839,100,58,58,,NaN,NaN,NaN,194,NaN,,,,
840,,,,,NaN,NaN,NaN,,NaN,,,,
841,100,58,58,,NaN,NaN,NaN,194,NaN,,,,
842,,,,,NaN,NaN,NaN,,NaN,,,,
843,100,58,57,,NaN,NaN,NaN,80,NaN,,,,
844,,,,,NaN,NaN,NaN,,NaN,,,,
845,100,58,58,,NaN,NaN,NaN,80,NaN,,,,
846,,,,,NaN,NaN,NaN,,NaN,,,,
847,100,58,58,,NaN,NaN,NaN,194,NaN,,,,
848,,,,,NaN,NaN,NaN,,NaN,,,,
849,100,58,58,,NaN,NaN,NaN,194,NaN,,,,
850,,,,,NaN,NaN,NaN,,NaN,,,,
851,100,58,58,,NaN,NaN,NaN,257,NaN,,,,
852,,,,,NaN,NaN,NaN,,NaN,,,,
853,100,58,57,,NaN,NaN,NaN,257,NaN,,,,
854,,,,,NaN,NaN,NaN,,NaN,,,,
855,100,58,57,,NaN,NaN,NaN,153,NaN,,,,
856,,,,,NaN,NaN,NaN,,NaN,,,,
857,100,58,57,,NaN,NaN,NaN,79,NaN,,,,
858,,,,,NaN,NaN,NaN,,NaN,,,,
859,100,58,57,,NaN,NaN,NaN,79,NaN,,,,
860,,,,,NaN,NaN,NaN,,NaN,,,,
861,100,57,57,,NaN,NaN,NaN,99,NaN,,,,
862,,,,,NaN,NaN,NaN,,NaN,,,,
863,100,57,57,,NaN,NaN,NaN,86,NaN,,,,
864,,,,,NaN,NaN,NaN,,NaN,,,,
865,100,57,57,,NaN,NaN,NaN,69,NaN,,,,
866,,,,,NaN,NaN,NaN,,NaN,,,,
867,100,57,57,,NaN,NaN,NaN,59,NaN,,,,
868,,,,,NaN,NaN,NaN,,NaN,,,,
869,100,58,57,,NaN,NaN,NaN,54,NaN,,,,
870,,,,,NaN,NaN,NaN,,NaN,,,,
871,100,58,57,,NaN,NaN,NaN,51,NaN,,,,
872,,,,,NaN,NaN,NaN,,NaN,,,,
873,100,58,57,,NaN,NaN,NaN,49,NaN,,,,
874,,,,,NaN,NaN,NaN,,NaN,,,,
875,100,58,57,,NaN,NaN,NaN,48,NaN,,,,
876,,,,,NaN,NaN,NaN,,NaN,,,,
877,100,58,57,,NaN,NaN,NaN,47,NaN,,64,,38
878,,,,,NaN,NaN,NaN,,NaN,,,,
879,100,58,57,,NaN,NaN,NaN,48,NaN,,66,,39
880,,,,,NaN,NaN,NaN,,NaN,,,,
881,100,58,57,,NaN,NaN,NaN,48,NaN,,68,,39
882,,,,,NaN,NaN,NaN,,NaN,,,,
883,100,58,57,,NaN,NaN,NaN,48,NaN,,66,,40
884,,,,,NaN,NaN,NaN,,NaN,,,,
885,100,57,57,,NaN,NaN,NaN,48,NaN,,66,,40
886,,,,,NaN,NaN,NaN,,NaN,,,,
887,100,57,57,,NaN,NaN,NaN,48,NaN,,68,,40
888,,,,,NaN,NaN,NaN,,NaN,,,,
889,100,57,57,,NaN,NaN,NaN,48,NaN,,66,,39
890,,,,,NaN,NaN,NaN,,NaN,,,,
891,100,57,57,,NaN,NaN,NaN,47,NaN,,66,,39
892,,,,,NaN,NaN,NaN,,NaN,,,,
893,100,57,57,,NaN,NaN,NaN,46,NaN,,63,,32
894,,,,,NaN,NaN,NaN,,NaN,,,,
895,100,57,57,,NaN,NaN,NaN,45,NaN,,74,,21
896,,,,,NaN,NaN,NaN,,NaN,,,,
897,100,57,57,,NaN,NaN,NaN,45,NaN,,77,,27
898,,,,,NaN,NaN,NaN,,NaN,,,,
899,100,57,57,,NaN,NaN,NaN,46,NaN,,69,,36
900,,,,,NaN,NaN,NaN,,NaN,,,,
901,100,57,57,,NaN,NaN,NaN,47,NaN,,67,,38
902,,,,,NaN,NaN,NaN,,NaN,,,,
903,100,57,57,,NaN,NaN,NaN,46,NaN,,65,,38
904,,,,,NaN,NaN,NaN,,NaN,,,,
