time,SNUADC/ART,Solar8000/RR_CO2,Solar8000/HR,SNUADC/ECG_II,SNUADC/CVP,SNUADC/ECG_V5,Solar8000/ART_DBP,Solar8000/CVP,Solar8000/ETCO2,Solar8000/PLETH_HR,Solar8000/ART_MBP,Solar8000/ART_SBP,Solar8000/PLETH_SPO2
3699,NaN,16,58,NaN,NaN,NaN,68,6,34,68,92,137,100
3700,NaN,,,NaN,NaN,NaN,,,,,,,
3701,NaN,16,57,NaN,NaN,NaN,72,6,34,68,96,147,100
3702,NaN,,,NaN,NaN,NaN,,,,,,,
3703,NaN,16,55,NaN,NaN,NaN,73,6,34,64,97,149,100
3704,NaN,,,NaN,NaN,NaN,,,,,,,
3705,NaN,16,56,NaN,NaN,NaN,66,6,34,65,94,152,100
3706,NaN,,,NaN,NaN,NaN,,,,,,,
3707,NaN,16,63,NaN,NaN,NaN,78,6,35,62,100,146,100
3708,NaN,,,NaN,NaN,NaN,,,,,,,
3709,NaN,16,61,NaN,NaN,NaN,72,6,35,61,98,153,100
3710,NaN,,,NaN,NaN,NaN,,,,,,,
3711,NaN,16,67,NaN,NaN,NaN,75,6,35,57,99,150,100
3712,NaN,,,NaN,NaN,NaN,,,,,,,
3713,NaN,16,62,NaN,NaN,NaN,71,6,35,59,98,151,100
3714,NaN,,,NaN,NaN,NaN,,,,,,,
3715,NaN,16,64,NaN,NaN,NaN,70,6,34,60,97,148,100
3716,NaN,,,NaN,NaN,NaN,,,,,,,
3717,NaN,16,66,NaN,NaN,NaN,72,6,34,59,99,150,100
3718,NaN,,,NaN,NaN,NaN,,,,,,,
3719,NaN,16,61,NaN,NaN,NaN,79,6,34,61,102,152,100
3720,NaN,,,NaN,NaN,NaN,,,,,,,
3721,NaN,16,65,NaN,NaN,NaN,70,6,34,63,97,146,100
3722,NaN,,,NaN,NaN,NaN,,,,,,,
3723,NaN,16,69,NaN,NaN,NaN,65,5,34,65,93,148,100
3724,NaN,,,NaN,NaN,NaN,,,,,,,
3725,NaN,16,66,NaN,NaN,NaN,68,5,34,62,93,143,100
3726,NaN,,,NaN,NaN,NaN,,,,,,,
3727,NaN,16,61,NaN,NaN,NaN,70,6,34,63,93,136,100
3728,NaN,,,NaN,NaN,NaN,,,,,,,
3729,NaN,16,59,NaN,NaN,NaN,70,6,34,63,94,146,100
3730,NaN,,,NaN,NaN,NaN,,,,,,,
3731,NaN,16,57,NaN,NaN,NaN,72,5,34,61,96,143,100
3732,NaN,,,NaN,NaN,NaN,,,,,,,
3733,NaN,16,65,NaN,NaN,NaN,70,5,34,62,96,149,100
3734,NaN,,,NaN,NaN,NaN,,,,,,,
3735,NaN,16,68,NaN,NaN,NaN,63,5,34,62,91,151,100
3736,NaN,,,NaN,NaN,NaN,,,,,,,
3737,NaN,16,68,NaN,NaN,NaN,58,5,34,60,85,139,100
3738,NaN,,,NaN,NaN,NaN,,,,,,,
3739,NaN,16,59,NaN,NaN,NaN,69,6,34,57,88,134,100
3740,NaN,,,NaN,NaN,NaN,,,,,,,
3741,NaN,16,51,NaN,NaN,NaN,67,6,34,52,87,132,100
3742,NaN,,,NaN,NaN,NaN,,,,,,,
3743,NaN,16,48,NaN,NaN,NaN,74,9,34,52,92,139,100
3744,NaN,,,NaN,NaN,NaN,,,,,,,
3745,NaN,16,46,NaN,NaN,NaN,66,9,34,52,86,125,100
3746,NaN,,,NaN,NaN,NaN,,,,,,,
3747,NaN,16,51,NaN,NaN,NaN,65,10,34,51,88,138,100
3748,NaN,,,NaN,NaN,NaN,,,,,,,
3749,NaN,16,53,NaN,NaN,NaN,65,10,34,49,89,139,100
3750,NaN,,,NaN,NaN,NaN,,,,,,,
3751,NaN,16,53,NaN,NaN,NaN,76,9,34,49,96,142,100
3752,NaN,,,NaN,NaN,NaN,,,,,,,
3753,NaN,16,53,NaN,NaN,NaN,73,9,34,50,96,147,100
3754,NaN,,,NaN,NaN,NaN,,,,,,,
3755,NaN,16,61,NaN,NaN,NaN,67,9,34,54,94,148,100
3756,NaN,,,NaN,NaN,NaN,,,,,,,
3757,NaN,16,66,NaN,NaN,NaN,63,8,34,55,91,145,100
3758,NaN,,,NaN,NaN,NaN,,,,,,,
3759,NaN,16,60,NaN,NaN,NaN,70,8,33,58,93,140,100
3760,NaN,,,NaN,NaN,NaN,,,,,,,
3761,NaN,16,60,NaN,NaN,NaN,68,7,33,61,92,141,100
3762,NaN,,,NaN,NaN,NaN,,,,,,,
3763,NaN,16,55,NaN,NaN,NaN,62,7,33,66,88,139,100
3764,NaN,,,NaN,NaN,NaN,,,,,,,
3765,NaN,16,50,NaN,NaN,NaN,62,7,34,66,87,137,100
3766,NaN,,,NaN,NaN,NaN,,,,,,,
3767,NaN,16,46,NaN,NaN,NaN,68,7,34,66,89,135,100
3768,NaN,,,NaN,NaN,NaN,,,,,,,
3769,NaN,16,46,NaN,NaN,NaN,64,7,34,68,88,139,100
3770,NaN,,,NaN,NaN,NaN,,,,,,,
3771,NaN,16,54,NaN,NaN,NaN,65,7,34,66,87,137,100
3772,NaN,,,NaN,NaN,NaN,,,,,,,
3773,NaN,16,54,NaN,NaN,NaN,63,7,33,62,87,137,100
3774,NaN,,,NaN,NaN,NaN,,,,,,,
3775,NaN,16,63,NaN,NaN,NaN,66,7,33,61,88,137,100
3776,NaN,,,NaN,NaN,NaN,,,,,,,
3777,NaN,16,63,NaN,NaN,NaN,72,7,33,58,93,140,100
3778,NaN,,,NaN,NaN,NaN,,,,,,,
3779,NaN,16,61,NaN,NaN,NaN,68,7,33,57,92,144,100
3780,NaN,,,NaN,NaN,NaN,,,,,,,
3781,NaN,16,65,NaN,NaN,NaN,67,7,33,58,92,144,100
3782,NaN,,,NaN,NaN,NaN,,,,,,,
3783,NaN,16,58,NaN,NaN,NaN,66,7,33,59,91,144,100
3784,NaN,,,NaN,NaN,NaN,,,,,,,
3785,NaN,16,59,NaN,NaN,NaN,64,7,33,58,89,139,100
3786,NaN,,,NaN,NaN,NaN,,,,,,,
3787,NaN,16,57,NaN,NaN,NaN,68,8,33,58,91,138,100
3788,NaN,,,NaN,NaN,NaN,,,,,,,
3789,NaN,16,53,NaN,NaN,NaN,71,8,33,59,91,138,100
3790,NaN,,,NaN,NaN,NaN,,,,,,,
3791,NaN,16,52,NaN,NaN,NaN,73,7,33,59,95,144,100
3792,NaN,,,NaN,NaN,NaN,,,,,,,
3793,NaN,16,52,NaN,NaN,NaN,73,7,34,62,95,144,100
3794,NaN,,,NaN,NaN,NaN,,,,,,,
3795,NaN,16,68,NaN,NaN,NaN,64,8,34,62,89,143,100
3796,NaN,,,NaN,NaN,NaN,,,,,,,
3797,NaN,16,68,NaN,NaN,NaN,66,8,34,63,88,138,100
3798,NaN,,,NaN,NaN,NaN,,,,,,,
3799,NaN,16,55,NaN,NaN,NaN,62,8,34,64,88,147,100
3800,NaN,,,NaN,NaN,NaN,,,,,,,
3801,NaN,16,59,NaN,NaN,NaN,68,8,33,64,87,129,100
3802,NaN,,,NaN,NaN,NaN,,,,,,,
3803,NaN,16,52,NaN,NaN,NaN,62,7,33,61,85,141,100
3804,NaN,,,NaN,NaN,NaN,,,,,,,
3805,NaN,16,53,NaN,NaN,NaN,70,7,33,59,90,140,100
3806,NaN,,,NaN,NaN,NaN,,,,,,,
3807,NaN,16,58,NaN,NaN,NaN,64,7,33,59,88,142,100
3808,NaN,,,NaN,NaN,NaN,,,,,,,
3809,NaN,16,63,NaN,NaN,NaN,63,7,33,59,87,141,100
3810,NaN,,,NaN,NaN,NaN,,,,,,,
3811,NaN,16,61,NaN,NaN,NaN,63,7,33,56,84,133,100
3812,NaN,,,NaN,NaN,NaN,,,,,,,
3813,NaN,16,57,NaN,NaN,NaN,58,7,33,56,82,131,100
3814,NaN,,,NaN,NaN,NaN,,,,,,,
3815,NaN,16,52,NaN,NaN,NaN,61,7,33,56,82,129,100
3816,NaN,,,NaN,NaN,NaN,,,,,,,
3817,NaN,16,49,NaN,NaN,NaN,65,7,33,54,84,126,100
3818,NaN,,,NaN,NaN,NaN,,,,,,,
3819,NaN,16,47,NaN,NaN,NaN,68,7,33,53,87,135,100
3820,NaN,,,NaN,NaN,NaN,,,,,,,
3821,NaN,16,49,NaN,NaN,NaN,63,7,33,53,85,139,100
3822,NaN,,,NaN,NaN,NaN,,,,,,,
3823,NaN,16,58,NaN,NaN,NaN,70,7,33,53,90,134,100
3824,NaN,,,NaN,NaN,NaN,,,,,,,
3825,NaN,16,62,NaN,NaN,NaN,65,7,33,54,89,144,100
3826,NaN,,,NaN,NaN,NaN,,,,,,,
3827,NaN,16,63,NaN,NaN,NaN,67,7,33,55,90,144,100
3828,NaN,,,NaN,NaN,NaN,,,,,,,
3829,NaN,16,62,NaN,NaN,NaN,63,7,33,51,88,142,100
3830,NaN,,,NaN,NaN,NaN,,,,,,,
3831,NaN,16,60,NaN,NaN,NaN,60,7,33,51,86,139,100
3832,NaN,,,NaN,NaN,NaN,,,,,,,
3833,NaN,16,60,NaN,NaN,NaN,62,7,33,48,85,133,100
3834,NaN,,,NaN,NaN,NaN,,,,,,,
3835,NaN,16,53,NaN,NaN,NaN,60,7,33,47,83,132,100
3836,NaN,,,NaN,NaN,NaN,,,,,,,
3837,NaN,16,48,NaN,NaN,NaN,63,8,33,48,83,126,100
3838,NaN,,,NaN,NaN,NaN,,,,,,,
3839,NaN,16,45,NaN,NaN,NaN,60,8,33,48,82,128,100
3840,NaN,,,NaN,NaN,NaN,,,,,,,
3841,NaN,16,43,NaN,NaN,NaN,62,8,34,48,82,128,100
3842,NaN,,,NaN,NaN,NaN,,,,,,,
3843,NaN,16,44,NaN,NaN,NaN,61,8,34,47,83,131,100
3844,NaN,,,NaN,NaN,NaN,,,,,,,
3845,NaN,16,48,NaN,NaN,NaN,67,7,34,47,87,134,100
3846,NaN,,,NaN,NaN,NaN,,,,,,,
3847,NaN,16,48,NaN,NaN,NaN,62,7,34,46,85,136,100
3848,NaN,,,NaN,NaN,NaN,,,,,,,
3849,NaN,16,56,NaN,NaN,NaN,61,7,33,44,83,131,100
3850,NaN,,,NaN,NaN,NaN,,,,,,,
3851,NaN,16,51,NaN,NaN,NaN,67,7,33,43,85,129,100
3852,NaN,,,NaN,NaN,NaN,,,,,,,
3853,NaN,16,52,NaN,NaN,NaN,64,7,33,43,84,125,100
3854,NaN,,,NaN,NaN,NaN,,,,,,,
3855,NaN,16,49,NaN,NaN,NaN,61,7,33,43,83,133,100
3856,NaN,,,NaN,NaN,NaN,,,,,,,
3857,NaN,16,52,NaN,NaN,NaN,65,7,33,43,84,131,100
3858,NaN,,,NaN,NaN,NaN,,,,,,,
3859,NaN,16,50,NaN,NaN,NaN,61,7,33,43,82,130,100
3860,NaN,,,NaN,NaN,NaN,,,,,,,
3861,NaN,16,57,NaN,NaN,NaN,64,7,33,43,83,128,100
3862,NaN,,,NaN,NaN,NaN,,,,,,,
3863,NaN,16,56,NaN,NaN,NaN,58,7,33,43,81,128,100
3864,NaN,,,NaN,NaN,NaN,,,,,,,
3865,NaN,16,48,NaN,NaN,NaN,58,7,33,43,79,128,100
3866,NaN,,,NaN,NaN,NaN,,,,,,,
3867,NaN,16,52,NaN,NaN,NaN,58,8,33,44,79,130,100
3868,NaN,,,NaN,NaN,NaN,,,,,,,
3869,NaN,16,54,NaN,NaN,NaN,58,8,33,46,79,128,100
3870,NaN,,,NaN,NaN,NaN,,,,,,,
3871,NaN,16,54,NaN,NaN,NaN,62,7,33,47,81,128,100
3872,NaN,,,NaN,NaN,NaN,,,,,,,
3873,NaN,16,50,NaN,NaN,NaN,59,7,33,47,80,128,100
3874,NaN,,,NaN,NaN,NaN,,,,,,,
3875,NaN,16,57,NaN,NaN,NaN,58,7,33,47,79,128,100
3876,NaN,,,NaN,NaN,NaN,,,,,,,
3877,NaN,16,61,NaN,NaN,NaN,59,7,33,46,80,129,100
3878,NaN,,,NaN,NaN,NaN,,,,,,,
3879,NaN,16,70,NaN,NaN,NaN,57,7,33,46,79,132,100
3880,NaN,,,NaN,NaN,NaN,,,,,,,
3881,NaN,16,75,NaN,NaN,NaN,60,7,33,45,80,128,100
3882,NaN,,,NaN,NaN,NaN,,,,,,,
3883,NaN,16,67,NaN,NaN,NaN,67,7,33,45,83,127,100
3884,NaN,,,NaN,NaN,NaN,,,,,,,
3885,NaN,16,60,NaN,NaN,NaN,64,7,33,45,84,132,100
3886,NaN,,,NaN,NaN,NaN,,,,,,,
3887,NaN,16,53,NaN,NaN,NaN,61,7,33,45,83,134,100
3888,NaN,,,NaN,NaN,NaN,,,,,,,
3889,NaN,16,53,NaN,NaN,NaN,67,7,33,46,86,131,100
3890,NaN,,,NaN,NaN,NaN,,,,,,,
3891,NaN,16,53,NaN,NaN,NaN,67,7,33,45,87,132,100
3892,NaN,,,NaN,NaN,NaN,,,,,,,
3893,NaN,16,57,NaN,NaN,NaN,60,7,33,46,84,134,100
3894,NaN,,,NaN,NaN,NaN,,,,,,,
3895,NaN,16,61,NaN,NaN,NaN,59,7,33,46,82,133,100
3896,NaN,,,NaN,NaN,NaN,,,,,,,
3897,NaN,16,54,NaN,NaN,NaN,66,7,33,46,85,130,100
3898,NaN,,,NaN,NaN,NaN,,,,,,,
3899,NaN,16,54,NaN,NaN,NaN,59,7,34,46,82,130,100
3900,NaN,,,NaN,NaN,NaN,,,,,,,
3901,NaN,16,56,NaN,NaN,NaN,66,7,34,45,85,130,100
3902,NaN,,,NaN,NaN,NaN,,,,,,,
3903,NaN,16,56,NaN,NaN,NaN,64,7,34,48,85,133,100
3904,NaN,,,NaN,NaN,NaN,,,,,,,
3905,NaN,16,57,NaN,NaN,NaN,64,7,33,49,86,135,100
3906,NaN,,,NaN,NaN,NaN,,,,,,,
3907,NaN,16,61,NaN,NaN,NaN,60,7,33,49,82,129,100
3908,NaN,,,NaN,NaN,NaN,,,,,,,
3909,NaN,16,61,NaN,NaN,NaN,63,7,33,51,83,126,100
3910,NaN,,,NaN,NaN,NaN,,,,,,,
3911,NaN,16,54,NaN,NaN,NaN,57,7,33,51,80,127,100
3912,NaN,,,NaN,NaN,NaN,,,,,,,
3913,NaN,16,53,NaN,NaN,NaN,62,7,33,53,82,126,100
3914,NaN,,,NaN,NaN,NaN,,,,,,,
3915,NaN,16,48,NaN,NaN,NaN,59,7,33,53,77,117,100
3916,NaN,,,NaN,NaN,NaN,,,,,,,
3917,NaN,16,44,NaN,NaN,NaN,57,7,33,53,76,116,100
3918,NaN,,,NaN,NaN,NaN,,,,,,,
3919,NaN,16,53,NaN,NaN,NaN,57,8,33,53,77,125,100
3920,NaN,,,NaN,NaN,NaN,,,,,,,
3921,NaN,16,62,NaN,NaN,NaN,57,8,33,57,77,125,100
3922,NaN,,,NaN,NaN,NaN,,,,,,,
3923,NaN,16,61,NaN,NaN,NaN,64,7,33,57,81,125,100
3924,NaN,,,NaN,NaN,NaN,,,,,,,
3925,NaN,16,64,NaN,NaN,NaN,62,7,33,56,82,130,100
3926,NaN,,,NaN,NaN,NaN,,,,,,,
3927,NaN,16,62,NaN,NaN,NaN,59,7,32,56,81,133,100
3928,NaN,,,NaN,NaN,NaN,,,,,,,
3929,NaN,16,61,NaN,NaN,NaN,64,7,32,55,82,127,100
3930,NaN,,,NaN,NaN,NaN,,,,,,,
3931,NaN,16,55,NaN,NaN,NaN,58,7,32,53,80,127,100
3932,NaN,,,NaN,NaN,NaN,,,,,,,
3933,NaN,16,58,NaN,NaN,NaN,61,7,33,53,82,132,100
3934,NaN,,,NaN,NaN,NaN,,,,,,,
3935,NaN,16,56,NaN,NaN,NaN,61,7,33,54,83,133,100
3936,NaN,,,NaN,NaN,NaN,,,,,,,
3937,NaN,16,56,NaN,NaN,NaN,66,7,33,54,86,132,100
3938,NaN,,,NaN,NaN,NaN,,,,,,,
3939,NaN,16,58,NaN,NaN,NaN,64,7,33,58,86,134,100
3940,NaN,,,NaN,NaN,NaN,,,,,,,
3941,NaN,16,58,NaN,NaN,NaN,67,7,34,57,87,135,100
3942,NaN,,,NaN,NaN,NaN,,,,,,,
3943,NaN,16,58,NaN,NaN,NaN,74,7,34,59,91,132,100
3944,NaN,,,NaN,NaN,NaN,,,,,,,
3945,NaN,16,59,NaN,NaN,NaN,65,7,34,58,88,135,100
3946,NaN,,,NaN,NaN,NaN,,,,,,,
3947,NaN,16,62,NaN,NaN,NaN,63,7,34,57,87,136,100
3948,NaN,,,NaN,NaN,NaN,,,,,,,
3949,NaN,16,58,NaN,NaN,NaN,64,7,34,55,87,135,100
3950,NaN,,,NaN,NaN,NaN,,,,,,,
3951,NaN,16,57,NaN,NaN,NaN,61,7,34,54,84,130,100
3952,NaN,,,NaN,NaN,NaN,,,,,,,
3953,NaN,16,52,NaN,NaN,NaN,67,7,34,54,86,129,100
3954,NaN,,,NaN,NaN,NaN,,,,,,,
3955,NaN,16,51,NaN,NaN,NaN,65,7,34,53,86,132,100
3956,NaN,,,NaN,NaN,NaN,,,,,,,
3957,NaN,16,51,NaN,NaN,NaN,66,7,34,52,87,134,100
3958,NaN,,,NaN,NaN,NaN,,,,,,,
3959,NaN,16,54,NaN,NaN,NaN,74,7,34,54,93,138,100
3960,NaN,,,NaN,NaN,NaN,,,,,,,
3961,NaN,16,55,NaN,NaN,NaN,66,7,34,56,89,135,100
3962,NaN,,,NaN,NaN,NaN,,,,,,,
3963,NaN,16,64,NaN,NaN,NaN,63,7,34,57,87,137,100
3964,NaN,,,NaN,NaN,NaN,,,,,,,
3965,NaN,16,59,NaN,NaN,NaN,58,7,34,56,84,136,100
3966,NaN,,,NaN,NaN,NaN,,,,,,,
3967,NaN,16,60,NaN,NaN,NaN,59,7,34,56,83,129,100
3968,NaN,,,NaN,NaN,NaN,,,,,,,
3969,NaN,16,51,NaN,NaN,NaN,67,7,34,55,85,131,100
3970,NaN,,,NaN,NaN,NaN,,,,,,,
3971,NaN,16,52,NaN,NaN,NaN,59,7,34,54,82,135,100
3972,NaN,,,NaN,NaN,NaN,,,,,,,
3973,NaN,16,56,NaN,NaN,NaN,61,7,34,54,83,134,100
3974,NaN,,,NaN,NaN,NaN,,,,,,,
3975,NaN,16,52,NaN,NaN,NaN,58,7,33,52,81,132,100
3976,NaN,,,NaN,NaN,NaN,,,,,,,
3977,NaN,16,64,NaN,NaN,NaN,62,7,33,52,81,128,100
3978,NaN,,,NaN,NaN,NaN,,,,,,,
3979,NaN,16,64,NaN,NaN,NaN,59,7,33,51,80,129,100
3980,NaN,,,NaN,NaN,NaN,,,,,,,
3981,NaN,16,53,NaN,NaN,NaN,61,7,33,49,82,129,100
3982,NaN,,,NaN,NaN,NaN,,,,,,,
3983,NaN,16,55,NaN,NaN,NaN,68,7,33,50,86,131,100
3984,NaN,,,NaN,NaN,NaN,,,,,,,
3985,NaN,16,53,NaN,NaN,NaN,67,7,33,50,87,135,100
3986,NaN,,,NaN,NaN,NaN,,,,,,,
3987,NaN,16,53,NaN,NaN,NaN,72,7,33,53,91,137,100
3988,NaN,,,NaN,NaN,NaN,,,,,,,
3989,NaN,16,59,NaN,NaN,NaN,65,7,33,56,88,139,100
3990,NaN,,,NaN,NaN,NaN,,,,,,,
3991,NaN,16,64,NaN,NaN,NaN,62,7,33,57,86,136,100
3992,NaN,,,NaN,NaN,NaN,,,,,,,
3993,NaN,16,61,NaN,NaN,NaN,60,7,33,54,85,133,100
3994,NaN,,,NaN,NaN,NaN,,,,,,,
3995,NaN,16,55,NaN,NaN,NaN,69,7,33,54,89,136,100
3996,NaN,,,NaN,NaN,NaN,,,,,,,
3997,NaN,16,59,NaN,NaN,NaN,62,7,33,56,86,141,100
3998,NaN,,,NaN,NaN,NaN,,,,,,,
3999,NaN,16,60,NaN,NaN,NaN,63,7,33,55,86,136,100
4000,NaN,,,NaN,NaN,NaN,,,,,,,
4001,NaN,16,58,NaN,NaN,NaN,74,7,33,55,91,133,100
4002,NaN,,,NaN,NaN,NaN,,,,,,,
4003,NaN,16,59,NaN,NaN,NaN,65,7,34,53,88,138,100
4004,NaN,,,NaN,NaN,NaN,,,,,,,
4005,NaN,16,63,NaN,NaN,NaN,69,7,34,50,90,138,100
4006,NaN,,,NaN,NaN,NaN,,,,,,,
4007,NaN,16,55,NaN,NaN,NaN,61,7,34,51,86,139,100
4008,NaN,,,NaN,NaN,NaN,,,,,,,
4009,NaN,16,63,NaN,NaN,NaN,62,7,33,51,86,134,100
4010,NaN,,,NaN,NaN,NaN,,,,,,,
4011,NaN,16,54,NaN,NaN,NaN,65,7,33,52,86,132,100
4012,NaN,,,NaN,NaN,NaN,,,,,,,
4013,NaN,16,52,NaN,NaN,NaN,64,8,33,52,86,134,100
4014,NaN,,,NaN,NaN,NaN,,,,,,,
4015,NaN,16,52,NaN,NaN,NaN,59,8,33,54,83,134,100
4016,NaN,,,NaN,NaN,NaN,,,,,,,
4017,NaN,16,50,NaN,NaN,NaN,58,8,34,54,82,131,100
4018,NaN,,,NaN,NaN,NaN,,,,,,,
4019,NaN,16,53,NaN,NaN,NaN,58,8,34,54,81,130,100
4020,NaN,,,NaN,NaN,NaN,,,,,,,
4021,NaN,16,55,NaN,NaN,NaN,62,8,34,54,82,129,100
4022,NaN,,,NaN,NaN,NaN,,,,,,,
4023,NaN,16,53,NaN,NaN,NaN,57,8,34,54,79,128,100
4024,NaN,,,NaN,NaN,NaN,,,,,,,
4025,NaN,16,50,NaN,NaN,NaN,63,8,33,54,81,125,100
4026,NaN,,,NaN,NaN,NaN,,,,,,,
4027,NaN,16,46,NaN,NaN,NaN,62,8,33,54,81,129,100
4028,NaN,,,NaN,NaN,NaN,,,,,,,
4029,NaN,16,50,NaN,NaN,NaN,61,8,33,54,81,131,100
4030,NaN,,,NaN,NaN,NaN,,,,,,,
4031,NaN,16,50,NaN,NaN,NaN,62,8,32,55,82,131,100
4032,NaN,,,NaN,NaN,NaN,,,,,,,
4033,NaN,16,54,NaN,NaN,NaN,62,8,32,53,82,130,100
4034,NaN,,,NaN,NaN,NaN,,,,,,,
4035,NaN,16,55,NaN,NaN,NaN,62,8,32,52,83,131,100
4036,NaN,,,NaN,NaN,NaN,,,,,,,
4037,NaN,16,59,NaN,NaN,NaN,57,8,32,51,80,131,100
4038,NaN,,,NaN,NaN,NaN,,,,,,,
4039,NaN,16,51,NaN,NaN,NaN,60,8,32,51,81,126,100
4040,NaN,,,NaN,NaN,NaN,,,,,,,
4041,NaN,16,47,NaN,NaN,NaN,58,8,32,50,80,127,100
4042,NaN,,,NaN,NaN,NaN,,,,,,,
4043,NaN,16,47,NaN,NaN,NaN,63,8,32,50,81,123,100
4044,NaN,,,NaN,NaN,NaN,,,,,,,
4045,NaN,16,46,NaN,NaN,NaN,61,8,32,50,80,123,100
4046,NaN,,,NaN,NaN,NaN,,,,,,,
4047,NaN,16,43,NaN,NaN,NaN,61,8,33,48,80,126,100
4048,NaN,,,NaN,NaN,NaN,,,,,,,
4049,NaN,16,45,NaN,NaN,NaN,56,8,33,48,78,126,100
4050,NaN,,,NaN,NaN,NaN,,,,,,,
4051,NaN,16,49,NaN,NaN,NaN,65,8,33,48,83,127,100
4052,NaN,,,NaN,NaN,NaN,,,,,,,
4053,NaN,16,50,NaN,NaN,NaN,60,8,33,48,81,130,100
4054,NaN,,,NaN,NaN,NaN,,,,,,,
4055,NaN,16,58,NaN,NaN,NaN,58,8,33,47,80,130,100
4056,NaN,,,NaN,NaN,NaN,,,,,,,
4057,NaN,16,52,NaN,NaN,NaN,65,8,33,45,84,129,100
4058,NaN,,,NaN,NaN,NaN,,,,,,,
4059,NaN,16,54,NaN,NaN,NaN,65,7,33,45,85,131,100
4060,NaN,,,NaN,NaN,NaN,,,,,,,
4061,NaN,16,55,NaN,NaN,NaN,66,7,32,45,87,134,100
4062,NaN,,,NaN,NaN,NaN,,,,,,,
4063,NaN,16,54,NaN,NaN,NaN,68,7,32,49,89,137,100
4064,NaN,,,NaN,NaN,NaN,,,,,,,
4065,NaN,16,57,NaN,NaN,NaN,64,7,32,50,88,137,100
4066,NaN,,,NaN,NaN,NaN,,,,,,,
4067,NaN,16,61,NaN,NaN,NaN,60,7,32,50,85,138,100
4068,NaN,,,NaN,NaN,NaN,,,,,,,
4069,NaN,16,62,NaN,NaN,NaN,66,7,33,50,87,134,100
4070,NaN,,,NaN,NaN,NaN,,,,,,,
4071,NaN,16,57,NaN,NaN,NaN,64,7,33,50,86,132,100
4072,NaN,,,NaN,NaN,NaN,,,,,,,
4073,NaN,16,55,NaN,NaN,NaN,63,7,33,53,85,133,100
4074,NaN,,,NaN,NaN,NaN,,,,,,,
4075,NaN,16,54,NaN,NaN,NaN,68,7,34,53,89,138,100
