time,Solar8000/ART_MBP,Solar8000/PLETH_SPO2,SNUADC/ECG_V5,Solar8000/HR,Solar8000/ART_SBP,Solar8000/ETCO2,Solar8000/PLETH_HR,SNUADC/ART,Solar8000/ART_DBP,SNUADC/CVP,Solar8000/CVP,Solar8000/RR_CO2,SNUADC/ECG_II
428,,,NaN,,,,,NaN,,NaN,,,NaN
429,62,100,NaN,65,90,37,66,NaN,50,NaN,-13,13,NaN
430,,,NaN,,,,,NaN,,NaN,,,NaN
431,63,100,NaN,65,91,37,65,NaN,50,NaN,-13,13,NaN
432,,,NaN,,,,,NaN,,NaN,,,NaN
433,62,100,NaN,65,90,37,66,NaN,49,NaN,-13,13,NaN
434,,,NaN,,,,,NaN,,NaN,,,NaN
435,62,100,NaN,65,89,37,66,NaN,49,NaN,-13,13,NaN
436,,,NaN,,,,,NaN,,NaN,,,NaN
437,62,100,NaN,65,90,37,66,NaN,49,NaN,-13,13,NaN
438,,,NaN,,,,,NaN,,NaN,,,NaN
439,62,100,NaN,65,91,37,66,NaN,50,NaN,-14,13,NaN
440,,,NaN,,,,,NaN,,NaN,,,NaN
441,63,100,NaN,65,92,37,66,NaN,49,NaN,-14,13,NaN
442,,,NaN,,,,,NaN,,NaN,,,NaN
443,62,100,NaN,66,91,38,66,NaN,49,NaN,-14,13,NaN
444,,,NaN,,,,,NaN,,NaN,,,NaN
445,63,100,NaN,66,92,38,66,NaN,50,NaN,-14,13,NaN
446,,,NaN,,,,,NaN,,NaN,,,NaN
447,63,100,NaN,66,91,38,66,NaN,49,NaN,-13,13,NaN
448,,,NaN,,,,,NaN,,NaN,,,NaN
449,63,100,NaN,66,92,38,67,NaN,50,NaN,-13,13,NaN
450,,,NaN,,,,,NaN,,NaN,,,NaN
451,63,100,NaN,66,91,38,66,NaN,49,NaN,-13,13,NaN
452,,,NaN,,,,,NaN,,NaN,,,NaN
453,62,100,NaN,66,91,38,66,NaN,49,NaN,-13,13,NaN
454,,,NaN,,,,,NaN,,NaN,,,NaN
455,63,100,NaN,65,92,37,66,NaN,49,NaN,-13,13,NaN
456,,,NaN,,,,,NaN,,NaN,,,NaN
457,62,100,NaN,65,91,37,66,NaN,49,NaN,-13,13,NaN
458,,,NaN,,,,,NaN,,NaN,,,NaN
459,63,100,NaN,65,92,37,66,NaN,49,NaN,-13,13,NaN
460,,,NaN,,,,,NaN,,NaN,,,NaN
461,62,100,NaN,65,91,37,66,NaN,49,NaN,-14,13,NaN
462,,,NaN,,,,,NaN,,NaN,,,NaN
463,63,100,NaN,65,92,37,65,NaN,49,NaN,-14,13,NaN
464,,,NaN,,,,,NaN,,NaN,,,NaN
465,62,100,NaN,64,91,37,65,NaN,49,NaN,-14,13,NaN
466,,,NaN,,,,,NaN,,NaN,,,NaN
467,62,100,NaN,64,90,37,65,NaN,49,NaN,-14,13,NaN
468,,,NaN,,,,,NaN,,NaN,,,NaN
469,62,100,NaN,64,90,37,64,NaN,48,NaN,-14,13,NaN
470,,,NaN,,,,,NaN,,NaN,,,NaN
471,61,100,NaN,63,90,37,64,NaN,48,NaN,-14,13,NaN
472,,,NaN,,,,,NaN,,NaN,,,NaN
473,61,100,NaN,63,90,37,63,NaN,48,NaN,-13,13,NaN
474,,,NaN,,,,,NaN,,NaN,,,NaN
475,61,100,NaN,62,89,37,63,NaN,48,NaN,-13,13,NaN
476,,,NaN,,,,,NaN,,NaN,,,NaN
477,61,100,NaN,62,90,37,63,NaN,48,NaN,-13,13,NaN
478,,,NaN,,,,,NaN,,NaN,,,NaN
479,61,100,NaN,62,89,37,63,NaN,47,NaN,-13,13,NaN
480,,,NaN,,,,,NaN,,NaN,,,NaN
481,61,100,NaN,62,89,37,63,NaN,48,NaN,-13,13,NaN
482,,,NaN,,,,,NaN,,NaN,,,NaN
483,60,100,NaN,62,89,37,62,NaN,47,NaN,-13,13,NaN
484,,,NaN,,,,,NaN,,NaN,,,NaN
485,60,100,NaN,62,88,37,62,NaN,48,NaN,-14,13,NaN
486,,,NaN,,,,,NaN,,NaN,,,NaN
487,61,100,NaN,62,90,37,62,NaN,48,NaN,-14,13,NaN
488,,,NaN,,,,,NaN,,NaN,,,NaN
489,60,100,NaN,62,89,37,63,NaN,47,NaN,-14,13,NaN
490,,,NaN,,,,,NaN,,NaN,,,NaN
491,61,100,NaN,62,90,37,63,NaN,48,NaN,-14,13,NaN
492,,,NaN,,,,,NaN,,NaN,,,NaN
493,61,100,NaN,62,89,37,63,NaN,48,NaN,-14,13,NaN
494,,,NaN,,,,,NaN,,NaN,,,NaN
495,61,100,NaN,62,90,37,63,NaN,48,NaN,-14,13,NaN
496,,,NaN,,,,,NaN,,NaN,,,NaN
497,61,100,NaN,62,90,37,63,NaN,48,NaN,-14,13,NaN
498,,,NaN,,,,,NaN,,NaN,,,NaN
499,61,100,NaN,62,89,37,63,NaN,48,NaN,-13,13,NaN
500,,,NaN,,,,,NaN,,NaN,,,NaN
501,61,100,NaN,62,90,37,63,NaN,48,NaN,-13,13,NaN
502,,,NaN,,,,,NaN,,NaN,,,NaN
503,60,100,NaN,62,89,37,63,NaN,48,NaN,-13,13,NaN
504,,,NaN,,,,,NaN,,NaN,,,NaN
505,61,100,NaN,62,90,37,63,NaN,48,NaN,-13,13,NaN
506,,,NaN,,,,,NaN,,NaN,,,NaN
507,61,100,NaN,62,89,37,63,NaN,47,NaN,-13,13,NaN
508,,,NaN,,,,,NaN,,NaN,,,NaN
509,61,100,NaN,63,89,37,63,NaN,47,NaN,-13,13,NaN
510,,,NaN,,,,,NaN,,NaN,,,NaN
511,61,100,NaN,63,91,37,63,NaN,46,NaN,-14,13,NaN
512,,,NaN,,,,,NaN,,NaN,,,NaN
513,64,100,NaN,63,98,37,63,NaN,45,NaN,-14,13,NaN
514,,,NaN,,,,,NaN,,NaN,,,NaN
515,63,100,NaN,63,93,37,63,NaN,42,NaN,-13,13,NaN
516,,,NaN,,,,,NaN,,NaN,,,NaN
517,63,100,NaN,63,97,37,63,NaN,42,NaN,-13,13,NaN
518,,,NaN,,,,,NaN,,NaN,,,NaN
519,63,100,NaN,63,100,37,63,NaN,45,NaN,-14,13,NaN
520,,,NaN,,,,,NaN,,NaN,,,NaN
521,63,100,NaN,63,93,37,63,NaN,48,NaN,-14,13,NaN
522,,,NaN,,,,,NaN,,NaN,,,NaN
523,63,100,NaN,63,93,37,63,NaN,50,NaN,-14,13,NaN
524,,,NaN,,,,,NaN,,NaN,,,NaN
525,63,100,NaN,62,93,37,63,NaN,49,NaN,-14,13,NaN
526,,,NaN,,,,,NaN,,NaN,,,NaN
527,64,100,NaN,62,93,37,63,NaN,51,NaN,-14,13,NaN
528,,,NaN,,,,,NaN,,NaN,,,NaN
529,65,100,NaN,62,95,37,63,NaN,52,NaN,-14,13,NaN
530,,,NaN,,,,,NaN,,NaN,,,NaN
531,66,100,NaN,62,95,37,62,NaN,53,NaN,-14,13,NaN
532,,,NaN,,,,,NaN,,NaN,,,NaN
533,67,100,NaN,61,96,37,62,NaN,53,NaN,-13,13,NaN
534,,,NaN,,,,,NaN,,NaN,,,NaN
535,67,100,NaN,61,95,37,62,NaN,53,NaN,-13,13,NaN
536,,,NaN,,,,,NaN,,NaN,,,NaN
537,67,100,NaN,61,96,37,61,NaN,54,NaN,-13,13,NaN
538,,,NaN,,,,,NaN,,NaN,,,NaN
539,67,100,NaN,60,95,37,61,NaN,53,NaN,-13,13,NaN
540,,,NaN,,,,,NaN,,NaN,,,NaN
541,67,100,NaN,60,94,37,61,NaN,54,NaN,-14,13,NaN
542,,,NaN,,,,,NaN,,NaN,,,NaN
543,67,100,NaN,60,94,37,61,NaN,53,NaN,-14,13,NaN
544,,,NaN,,,,,NaN,,NaN,,,NaN
545,67,100,NaN,60,94,37,61,NaN,54,NaN,-14,13,NaN
546,,,NaN,,,,,NaN,,NaN,,,NaN
547,67,100,NaN,60,95,37,61,NaN,54,NaN,-14,13,NaN
548,,,NaN,,,,,NaN,,NaN,,,NaN
549,67,100,NaN,61,94,37,61,NaN,54,NaN,-14,13,NaN
550,,,NaN,,,,,NaN,,NaN,,,NaN
551,67,100,NaN,61,96,37,61,NaN,54,NaN,-14,13,NaN
552,,,NaN,,,,,NaN,,NaN,,,NaN
553,67,100,NaN,61,94,37,62,NaN,54,NaN,-14,13,NaN
554,,,NaN,,,,,NaN,,NaN,,,NaN
555,67,100,NaN,61,96,37,62,NaN,55,NaN,-14,13,NaN
556,,,NaN,,,,,NaN,,NaN,,,NaN
557,68,100,NaN,62,96,37,62,NaN,54,NaN,-14,13,NaN
558,,,NaN,,,,,NaN,,NaN,,,NaN
559,68,100,NaN,61,95,37,62,NaN,55,NaN,-14,13,NaN
560,,,NaN,,,,,NaN,,NaN,,,NaN
561,68,100,NaN,61,97,37,62,NaN,55,NaN,-14,13,NaN
562,,,NaN,,,,,NaN,,NaN,,,NaN
563,68,100,NaN,61,95,37,62,NaN,55,NaN,-14,13,NaN
564,,,NaN,,,,,NaN,,NaN,,,NaN
565,68,100,NaN,61,97,37,62,NaN,55,NaN,-14,13,NaN
566,,,NaN,,,,,NaN,,NaN,,,NaN
567,68,100,NaN,61,96,37,62,NaN,55,NaN,-15,13,NaN
568,,,NaN,,,,,NaN,,NaN,,,NaN
569,69,100,NaN,62,97,37,62,NaN,56,NaN,-15,13,NaN
570,,,NaN,,,,,NaN,,NaN,,,NaN
571,69,100,NaN,63,97,37,63,NaN,55,NaN,-15,13,NaN
572,,,NaN,,,,,NaN,,NaN,,,NaN
573,69,100,NaN,63,98,37,63,NaN,56,NaN,-15,13,NaN
574,,,NaN,,,,,NaN,,NaN,,,NaN
575,70,100,NaN,63,98,37,64,NaN,56,NaN,-15,13,NaN
576,,,NaN,,,,,NaN,,NaN,,,NaN
577,69,100,NaN,64,97,37,64,NaN,56,NaN,-15,13,NaN
578,,,NaN,,,,,NaN,,NaN,,,NaN
579,70,100,NaN,63,98,37,64,NaN,56,NaN,-14,13,NaN
580,,,NaN,,,,,NaN,,NaN,,,NaN
581,69,100,NaN,63,97,37,64,NaN,56,NaN,-14,13,NaN
582,,,NaN,,,,,NaN,,NaN,,,NaN
583,70,100,NaN,63,98,37,64,NaN,56,NaN,-15,13,NaN
584,,,NaN,,,,,NaN,,NaN,,,NaN
585,70,100,NaN,63,98,37,64,NaN,55,NaN,-15,13,NaN
586,,,NaN,,,,,NaN,,NaN,,,NaN
587,68,100,NaN,63,98,37,64,NaN,49,NaN,-15,13,NaN
588,,,NaN,,,,,NaN,,NaN,,,NaN
589,66,100,NaN,63,93,37,63,NaN,49,NaN,-15,13,NaN
590,,,NaN,,,,,NaN,,NaN,,,NaN
591,65,100,NaN,63,92,37,63,NaN,50,NaN,-15,13,NaN
592,,,NaN,,,,,NaN,,NaN,,,NaN
593,65,100,NaN,63,93,37,63,NaN,50,NaN,-15,13,NaN
594,,,NaN,,,,,NaN,,NaN,,,NaN
595,64,100,NaN,63,92,37,63,NaN,50,NaN,-15,13,NaN
596,,,NaN,,,,,NaN,,NaN,,,NaN
597,64,100,NaN,63,94,37,63,NaN,50,NaN,-15,13,NaN
598,,,NaN,,,,,NaN,,NaN,,,NaN
599,64,100,NaN,63,93,37,63,NaN,50,NaN,-15,13,NaN
600,,,NaN,,,,,NaN,,NaN,,,NaN
601,64,100,NaN,63,93,37,63,NaN,51,NaN,-15,13,NaN
602,,,NaN,,,,,NaN,,NaN,,,NaN
603,65,100,NaN,63,94,37,64,NaN,51,NaN,-15,13,NaN
604,,,NaN,,,,,NaN,,NaN,,,NaN
605,65,100,NaN,63,93,37,64,NaN,51,NaN,-15,13,NaN
606,,,NaN,,,,,NaN,,NaN,,,NaN
607,65,100,NaN,63,94,37,64,NaN,50,NaN,-15,13,NaN
608,,,NaN,,,,,NaN,,NaN,,,NaN
609,64,100,NaN,63,93,37,64,NaN,50,NaN,-15,13,NaN
610,,,NaN,,,,,NaN,,NaN,,,NaN
611,65,100,NaN,63,94,37,63,NaN,51,NaN,-15,13,NaN
612,,,NaN,,,,,NaN,,NaN,,,NaN
613,64,100,NaN,63,93,37,63,NaN,50,NaN,-15,13,NaN
614,,,NaN,,,,,NaN,,NaN,,,NaN
615,65,100,NaN,63,93,37,63,NaN,51,NaN,-15,13,NaN
616,,,NaN,,,,,NaN,,NaN,,,NaN
617,64,100,NaN,62,93,37,63,NaN,50,NaN,-15,13,NaN
618,,,NaN,,,,,NaN,,NaN,,,NaN
619,64,100,NaN,62,92,37,63,NaN,50,NaN,-15,13,NaN
620,,,NaN,,,,,NaN,,NaN,,,NaN
621,64,100,NaN,62,94,37,63,NaN,50,NaN,-15,13,NaN
622,,,NaN,,,,,NaN,,NaN,,,NaN
623,64,100,NaN,62,92,37,63,NaN,50,NaN,-15,13,NaN
624,,,NaN,,,,,NaN,,NaN,,,NaN
625,65,100,NaN,62,93,37,63,NaN,51,NaN,-15,13,NaN
626,,,NaN,,,,,NaN,,NaN,,,NaN
627,64,100,NaN,62,93,37,63,NaN,50,NaN,-15,13,NaN
628,,,NaN,,,,,NaN,,NaN,,,NaN
629,65,100,NaN,62,95,37,63,NaN,52,NaN,-15,13,NaN
630,,,NaN,,,,,NaN,,NaN,,,NaN
631,66,100,NaN,62,95,37,63,NaN,53,NaN,-15,13,NaN
632,,,NaN,,,,,NaN,,NaN,,,NaN
633,67,100,NaN,62,96,37,63,NaN,52,NaN,-15,13,NaN
634,,,NaN,,,,,NaN,,NaN,,,NaN
635,68,100,NaN,62,97,37,63,NaN,52,NaN,-15,13,NaN
636,,,NaN,,,,,NaN,,NaN,,,NaN
637,68,100,NaN,62,,37,62,NaN,,NaN,-15,13,NaN
638,,,NaN,,,,,NaN,,NaN,,,NaN
639,230,100,NaN,61,,37,62,NaN,,NaN,-16,13,NaN
640,,,NaN,,,,,NaN,,NaN,,,NaN
641,230,100,NaN,61,,37,62,NaN,,NaN,-16,13,NaN
642,,,NaN,,,,,NaN,,NaN,,,NaN
643,295,100,NaN,60,,37,61,NaN,,NaN,-15,13,NaN
644,,,NaN,,,,,NaN,,NaN,,,NaN
645,295,100,NaN,60,,37,61,NaN,,NaN,-15,13,NaN
646,,,NaN,,,,,NaN,,NaN,,,NaN
647,309,100,NaN,60,,37,61,NaN,,NaN,-15,13,NaN
648,,,NaN,,,,,NaN,,NaN,,,NaN
649,309,100,NaN,60,,37,61,NaN,,NaN,-15,13,NaN
650,,,NaN,,,,,NaN,,NaN,,,NaN
651,316,100,NaN,60,,37,61,NaN,,NaN,-15,13,NaN
652,,,NaN,,,,,NaN,,NaN,,,NaN
653,316,100,NaN,60,,37,61,NaN,,NaN,-15,13,NaN
654,,,NaN,,,,,NaN,,NaN,,,NaN
655,317,100,NaN,60,,37,61,NaN,,NaN,-15,13,NaN
656,,,NaN,,,,,NaN,,NaN,,,NaN
657,317,100,NaN,61,,37,61,NaN,,NaN,-15,13,NaN
658,,,NaN,,,,,NaN,,NaN,,,NaN
659,317,100,NaN,61,,37,62,NaN,,NaN,-15,13,NaN
660,,,NaN,,,,,NaN,,NaN,,,NaN
661,317,100,NaN,61,,37,62,NaN,,NaN,-15,13,NaN
662,,,NaN,,,,,NaN,,NaN,,,NaN
663,318,100,NaN,62,,37,62,NaN,,NaN,-15,13,NaN
664,,,NaN,,,,,NaN,,NaN,,,NaN
665,318,100,NaN,62,,37,62,NaN,,NaN,-15,13,NaN
666,,,NaN,,,,,NaN,,NaN,,,NaN
667,225,100,NaN,62,,37,62,NaN,,NaN,-15,13,NaN
668,,,NaN,,,,,NaN,,NaN,,,NaN
669,155,100,NaN,62,,37,63,NaN,,NaN,-15,13,NaN
670,,,NaN,,,,,NaN,,NaN,,,NaN
671,116,100,NaN,62,,37,63,NaN,,NaN,-15,13,NaN
672,,,NaN,,,,,NaN,,NaN,,,NaN
673,94,100,NaN,62,,37,63,NaN,,NaN,-15,13,NaN
674,,,NaN,,,,,NaN,,NaN,,,NaN
675,82,100,NaN,62,,37,63,NaN,,NaN,-15,13,NaN
676,,,NaN,,,,,NaN,,NaN,,,NaN
677,56,100,NaN,62,,37,63,NaN,,NaN,-15,13,NaN
678,,,NaN,,,,,NaN,,NaN,,,NaN
679,56,100,NaN,62,,37,62,NaN,,NaN,-15,13,NaN
680,,,NaN,,,,,NaN,,NaN,,,NaN
681,56,100,NaN,62,,37,63,NaN,,NaN,-15,13,NaN
682,,,NaN,,,,,NaN,,NaN,,,NaN
683,264,100,NaN,62,,37,63,NaN,,NaN,-15,13,NaN
684,,,NaN,,,,,NaN,,NaN,,,NaN
685,264,100,NaN,63,,37,63,NaN,,NaN,-15,13,NaN
686,,,NaN,,,,,NaN,,NaN,,,NaN
687,71,100,NaN,63,,37,63,NaN,,NaN,-15,13,NaN
688,,,NaN,,,,,NaN,,NaN,,,NaN
689,145,100,NaN,63,,37,63,NaN,,NaN,-15,13,NaN
690,,,NaN,,,,,NaN,,NaN,,,NaN
691,196,100,NaN,62,,37,63,NaN,,NaN,-15,13,NaN
692,,,NaN,,,,,NaN,,NaN,,,NaN
693,178,100,NaN,62,,37,63,NaN,,NaN,-15,13,NaN
694,,,NaN,,,,,NaN,,NaN,,,NaN
695,178,100,NaN,62,,37,63,NaN,,NaN,-15,13,NaN
696,,,NaN,,,,,NaN,,NaN,,,NaN
697,149,100,NaN,62,,37,63,NaN,,NaN,-15,13,NaN
698,,,NaN,,,,,NaN,,NaN,,,NaN
699,128,100,NaN,62,,37,63,NaN,,NaN,-15,13,NaN
700,,,NaN,,,,,NaN,,NaN,,,NaN
701,100,100,NaN,62,,37,63,NaN,,NaN,-15,13,NaN
702,,,NaN,,,,,NaN,,NaN,,,NaN
703,84,100,NaN,62,,37,63,NaN,,NaN,-15,13,NaN
704,,,NaN,,,,,NaN,,NaN,,,NaN
705,76,100,NaN,62,,37,62,NaN,,NaN,-15,13,NaN
706,,,NaN,,,,,NaN,,NaN,,,NaN
707,70,100,NaN,62,,37,62,NaN,,NaN,-15,13,NaN
708,,,NaN,,,,,NaN,,NaN,,,NaN
709,69,100,NaN,61,,37,62,NaN,,NaN,-15,13,NaN
710,,,NaN,,,,,NaN,,NaN,,,NaN
711,69,100,NaN,61,98,37,62,NaN,54,NaN,-15,13,NaN
712,,,NaN,,,,,NaN,,NaN,,,NaN
713,69,100,NaN,64,100,37,63,NaN,55,NaN,-15,13,NaN
714,,,NaN,,,,,NaN,,NaN,,,NaN
715,69,100,NaN,63,99,37,63,NaN,55,NaN,-15,13,NaN
716,,,NaN,,,,,NaN,,NaN,,,NaN
717,70,100,NaN,64,100,37,63,NaN,56,NaN,-15,13,NaN
718,,,NaN,,,,,NaN,,NaN,,,NaN
719,70,100,NaN,64,100,37,64,NaN,56,NaN,-15,13,NaN
720,,,NaN,,,,,NaN,,NaN,,,NaN
721,70,100,NaN,63,100,37,65,NaN,57,NaN,-15,13,NaN
722,,,NaN,,,,,NaN,,NaN,,,NaN
723,70,100,NaN,64,101,37,65,NaN,56,NaN,-15,13,NaN
724,,,NaN,,,,,NaN,,NaN,,,NaN
725,70,100,NaN,64,101,36,65,NaN,57,NaN,-16,13,NaN
726,,,NaN,,,,,NaN,,NaN,,,NaN
727,71,100,NaN,64,102,36,65,NaN,56,NaN,-16,13,NaN
728,,,NaN,,,,,NaN,,NaN,,,NaN
729,70,100,NaN,64,100,36,65,NaN,56,NaN,-15,13,NaN
730,,,NaN,,,,,NaN,,NaN,,,NaN
731,71,100,NaN,64,101,37,65,NaN,56,NaN,-15,13,NaN
732,,,NaN,,,,,NaN,,NaN,,,NaN
733,70,100,NaN,64,100,37,65,NaN,56,NaN,-15,13,NaN
734,,,NaN,,,,,NaN,,NaN,,,NaN
735,70,100,NaN,64,100,37,65,NaN,56,NaN,-15,13,NaN
736,,,NaN,,,,,NaN,,NaN,,,NaN
737,70,100,NaN,64,100,36,65,NaN,56,NaN,-15,13,NaN
738,,,NaN,,,,,NaN,,NaN,,,NaN
739,70,100,NaN,65,100,36,65,NaN,56,NaN,-15,13,NaN
740,,,NaN,,,,,NaN,,NaN,,,NaN
741,71,100,NaN,65,101,36,65,NaN,56,NaN,-15,13,NaN
742,,,NaN,,,,,NaN,,NaN,,,NaN
743,70,100,NaN,65,99,37,66,NaN,56,NaN,-15,13,NaN
744,,,NaN,,,,,NaN,,NaN,,,NaN
745,71,100,NaN,66,101,37,66,NaN,57,NaN,-15,13,NaN
746,,,NaN,,,,,NaN,,NaN,,,NaN
747,71,100,NaN,66,99,37,66,NaN,57,NaN,-15,13,NaN
748,,,NaN,,,,,NaN,,NaN,,,NaN
749,72,100,NaN,66,101,37,67,NaN,58,NaN,-15,13,NaN
750,,,NaN,,,,,NaN,,NaN,,,NaN
751,72,100,NaN,67,101,37,68,NaN,58,NaN,-15,13,NaN
752,,,NaN,,,,,NaN,,NaN,,,NaN
753,74,100,NaN,68,103,37,69,NaN,60,NaN,-15,13,NaN
754,,,NaN,,,,,NaN,,NaN,,,NaN
755,72,100,NaN,73,105,37,69,NaN,56,NaN,-15,13,NaN
756,,,NaN,,,,,NaN,,NaN,,,NaN
757,74,100,NaN,73,104,37,69,NaN,60,NaN,-15,13,NaN
758,,,NaN,,,,,NaN,,NaN,,,NaN
759,76,100,NaN,73,107,37,70,NaN,62,NaN,-15,13,NaN
760,,,NaN,,,,,NaN,,NaN,,,NaN
761,76,100,NaN,73,106,37,70,NaN,61,NaN,-15,13,NaN
762,,,NaN,,,,,NaN,,NaN,,,NaN
763,76,100,NaN,70,106,37,70,NaN,60,NaN,-15,13,NaN
764,,,NaN,,,,,NaN,,NaN,,,NaN
765,75,100,NaN,69,104,37,70,NaN,59,NaN,-15,13,NaN
766,,,NaN,,,,,NaN,,NaN,,,NaN
767,75,100,NaN,69,103,37,69,NaN,59,NaN,-15,13,NaN
768,,,NaN,,,,,NaN,,NaN,,,NaN
769,74,100,NaN,68,103,37,69,NaN,58,NaN,-15,13,NaN
770,,,NaN,,,,,NaN,,NaN,,,NaN
771,74,100,NaN,68,102,37,69,NaN,59,NaN,-14,13,NaN
772,,,NaN,,,,,NaN,,NaN,,,NaN
773,74,100,NaN,69,104,37,69,NaN,59,NaN,-14,13,NaN
774,,,NaN,,,,,NaN,,NaN,,,NaN
775,73,100,NaN,69,102,37,69,NaN,59,NaN,-14,13,NaN
776,,,NaN,,,,,NaN,,NaN,,,NaN
777,74,100,NaN,69,104,37,70,NaN,59,NaN,-14,13,NaN
778,,,NaN,,,,,NaN,,NaN,,,NaN
779,74,100,NaN,69,103,37,70,NaN,58,NaN,-14,13,NaN
780,,,NaN,,,,,NaN,,NaN,,,NaN
781,74,100,NaN,69,103,37,70,NaN,59,NaN,-14,13,NaN
782,,,NaN,,,,,NaN,,NaN,,,NaN
783,74,100,NaN,69,102,37,70,NaN,58,NaN,-14,13,NaN
784,,,NaN,,,,,NaN,,NaN,,,NaN
785,73,100,NaN,69,101,37,69,NaN,58,NaN,-14,13,NaN
786,,,NaN,,,,,NaN,,NaN,,,NaN
787,73,100,NaN,68,102,37,69,NaN,57,NaN,-14,13,NaN
788,,,NaN,,,,,NaN,,NaN,,,NaN
789,72,100,NaN,67,100,37,68,NaN,56,NaN,-14,13,NaN
790,,,NaN,,,,,NaN,,NaN,,,NaN
791,72,100,NaN,66,101,37,67,NaN,57,NaN,-14,13,NaN
792,,,NaN,,,,,NaN,,NaN,,,NaN
793,71,100,NaN,66,99,37,67,NaN,56,NaN,-14,13,NaN
794,,,NaN,,,,,NaN,,NaN,,,NaN
795,71,100,NaN,66,99,37,67,NaN,57,NaN,-14,13,NaN
796,,,NaN,,,,,NaN,,NaN,,,NaN
797,71,100,NaN,66,100,37,67,NaN,56,NaN,-14,13,NaN
798,,,NaN,,,,,NaN,,NaN,,,NaN
799,71,100,NaN,67,99,37,67,NaN,57,NaN,-14,13,NaN
800,,,NaN,,,,,NaN,,NaN,,,NaN
801,72,100,NaN,67,100,37,67,NaN,57,NaN,-14,13,NaN
802,,,NaN,,,,,NaN,,NaN,,,NaN
803,72,100,NaN,67,99,37,68,NaN,57,NaN,-14,13,NaN
804,,,NaN,,,,,NaN,,NaN,,,NaN
805,72,100,NaN,67,101,37,68,NaN,58,NaN,-14,13,NaN
806,,,NaN,,,,,NaN,,NaN,,,NaN
807,72,100,NaN,67,100,37,68,NaN,57,NaN,-14,13,NaN
808,,,NaN,,,,,NaN,,NaN,,,NaN
809,72,100,NaN,67,101,37,68,NaN,57,NaN,-14,13,NaN
810,,,NaN,,,,,NaN,,NaN,,,NaN
811,72,100,NaN,67,100,37,68,NaN,56,NaN,-13,13,NaN
812,,,NaN,,,,,NaN,,NaN,,,NaN
813,71,100,NaN,67,99,37,68,NaN,57,NaN,-13,13,NaN
814,,,NaN,,,,,NaN,,NaN,,,NaN
815,72,100,NaN,67,100,37,68,NaN,57,NaN,-14,13,NaN
816,,,NaN,,,,,NaN,,NaN,,,NaN
817,72,100,NaN,67,100,37,67,NaN,58,NaN,-14,13,NaN
818,,,NaN,,,,,NaN,,NaN,,,NaN
819,73,100,NaN,67,103,37,68,NaN,59,NaN,-14,13,NaN
820,,,NaN,,,,,NaN,,NaN,,,NaN
821,73,100,NaN,67,102,37,67,NaN,58,NaN,-14,13,NaN
822,,,NaN,,,,,NaN,,NaN,,,NaN
823,74,100,NaN,67,104,37,67,NaN,59,NaN,-14,13,NaN
824,,,NaN,,,,,NaN,,NaN,,,NaN
825,73,100,NaN,66,102,37,67,NaN,57,NaN,-14,13,NaN
826,,,NaN,,,,,NaN,,NaN,,,NaN
827,73,100,NaN,66,101,37,67,NaN,57,NaN,-14,13,NaN
828,,,NaN,,,,,NaN,,NaN,,,NaN
829,72,100,NaN,66,101,37,66,NaN,56,NaN,-14,13,NaN
830,,,NaN,,,,,NaN,,NaN,,,NaN
831,71,100,NaN,65,99,37,66,NaN,56,NaN,-13,13,NaN
832,,,NaN,,,,,NaN,,NaN,,,NaN
833,71,100,NaN,65,100,37,66,NaN,55,NaN,-13,13,NaN
834,,,NaN,,,,,NaN,,NaN,,,NaN
835,70,100,NaN,65,98,37,65,NaN,55,NaN,-13,13,NaN
836,,,NaN,,,,,NaN,,NaN,,,NaN
837,70,100,NaN,64,99,37,65,NaN,55,NaN,-13,13,NaN
838,,,NaN,,,,,NaN,,NaN,,,NaN
839,70,100,NaN,64,97,37,65,NaN,54,NaN,-14,13,NaN
840,,,NaN,,,,,NaN,,NaN,,,NaN
841,69,100,NaN,64,97,37,65,NaN,55,NaN,-14,13,NaN
842,,,NaN,,,,,NaN,,NaN,,,NaN
843,70,100,NaN,64,98,37,65,NaN,55,NaN,-14,13,NaN
844,,,NaN,,,,,NaN,,NaN,,,NaN
845,70,100,NaN,65,97,37,65,NaN,56,NaN,-14,13,NaN
846,,,NaN,,,,,NaN,,NaN,,,NaN
847,70,100,NaN,65,98,37,65,NaN,56,NaN,-14,13,NaN
848,,,NaN,,,,,NaN,,NaN,,,NaN
849,70,100,NaN,65,97,37,66,NaN,56,NaN,-14,13,NaN
850,,,NaN,,,,,NaN,,NaN,,,NaN
851,71,100,NaN,65,99,37,66,NaN,56,NaN,-14,13,NaN
852,,,NaN,,,,,NaN,,NaN,,,NaN
853,71,100,NaN,66,98,37,66,NaN,56,NaN,-14,13,NaN
854,,,NaN,,,,,NaN,,NaN,,,NaN
855,71,100,NaN,66,99,37,66,NaN,56,NaN,-14,13,NaN
856,,,NaN,,,,,NaN,,NaN,,,NaN
857,71,100,NaN,66,98,37,66,NaN,56,NaN,-13,13,NaN
858,,,NaN,,,,,NaN,,NaN,,,NaN
859,71,100,NaN,66,98,37,66,NaN,56,NaN,-13,13,NaN
860,,,NaN,,,,,NaN,,NaN,,,NaN
861,71,100,NaN,66,99,37,67,NaN,56,NaN,-14,13,NaN
862,,,NaN,,,,,NaN,,NaN,,,NaN
