time,Solar8000/RR_CO2,Solar8000/ETCO2,SNUADC/ART,SNUADC/CVP,Solar8000/PLETH_HR,Solar8000/ART_SBP,SNUADC/ECG_V5,Solar8000/ART_MBP,Solar8000/PLETH_SPO2,Solar8000/CVP,Solar8000/HR,Solar8000/ART_DBP,SNUADC/ECG_II
390,,,NaN,NaN,63,-11,NaN,-11,100,-13,63,-11,NaN
391,,,NaN,NaN,,,NaN,,,,,,NaN
392,,,NaN,NaN,63,-11,NaN,-11,100,-13,63,-11,NaN
393,,,NaN,NaN,,,NaN,,,,,,NaN
394,,,NaN,NaN,62,-11,NaN,-11,100,-13,62,-11,NaN
395,,,NaN,NaN,,,NaN,,,,,,NaN
396,,,NaN,NaN,62,-11,NaN,-11,100,-13,61,-11,NaN
397,,,NaN,NaN,,,NaN,,,,,,NaN
398,,,NaN,NaN,62,-11,NaN,-11,100,-13,60,-11,NaN
399,,,NaN,NaN,,,NaN,,,,,,NaN
400,,,NaN,NaN,62,-11,NaN,-11,100,-13,61,-11,NaN
401,,,NaN,NaN,,,NaN,,,,,,NaN
402,,,NaN,NaN,62,-11,NaN,-11,100,-13,63,-11,NaN
403,,,NaN,NaN,,,NaN,,,,,,NaN
404,,,NaN,NaN,65,-11,NaN,-11,100,-13,64,-11,NaN
405,,,NaN,NaN,,,NaN,,,,,,NaN
406,,,NaN,NaN,66,-11,NaN,-11,100,-13,67,-11,NaN
407,,,NaN,NaN,,,NaN,,,,,,NaN
408,,,NaN,NaN,69,-11,NaN,-11,100,-13,68,-11,NaN
409,,,NaN,NaN,,,NaN,,,,,,NaN
410,,,NaN,NaN,70,-11,NaN,-11,100,-13,69,-11,NaN
411,,,NaN,NaN,,,NaN,,,,,,NaN
412,,,NaN,NaN,71,-11,NaN,-11,100,-12,71,-11,NaN
413,,,NaN,NaN,,,NaN,,,,,,NaN
414,,,NaN,NaN,71,-11,NaN,-11,100,-12,70,-11,NaN
415,,,NaN,NaN,,,NaN,,,,,,NaN
416,,,NaN,NaN,70,-11,NaN,-11,100,-13,70,-11,NaN
417,,,NaN,NaN,,,NaN,,,,,,NaN
418,,,NaN,NaN,70,-12,NaN,-12,100,-13,69,-12,NaN
419,,,NaN,NaN,,,NaN,,,,,,NaN
420,,,NaN,NaN,69,-12,NaN,-12,100,-13,68,-12,NaN
421,,,NaN,NaN,,,NaN,,,,,,NaN
422,,,NaN,NaN,69,-11,NaN,-11,100,-13,68,-11,NaN
423,,,NaN,NaN,,,NaN,,,,,,NaN
424,,,NaN,NaN,68,-11,NaN,-11,100,-12,68,-11,NaN
425,,,NaN,NaN,,,NaN,,,,,,NaN
426,,,NaN,NaN,67,-11,NaN,-11,100,-12,67,-11,NaN
427,,,NaN,NaN,,,NaN,,,,,,NaN
428,,,NaN,NaN,67,-11,NaN,-11,100,-12,66,-11,NaN
429,,,NaN,NaN,,,NaN,,,,,,NaN
430,,,NaN,NaN,66,-11,NaN,-11,100,-12,65,-11,NaN
431,,,NaN,NaN,,,NaN,,,,,,NaN
432,,,NaN,NaN,65,-11,NaN,-11,100,-12,64,-11,NaN
433,,,NaN,NaN,,,NaN,,,,,,NaN
434,,,NaN,NaN,64,-11,NaN,-11,100,-12,64,-11,NaN
435,,,NaN,NaN,,,NaN,,,,,,NaN
436,,,NaN,NaN,64,-11,NaN,-11,100,-12,64,-11,NaN
437,,,NaN,NaN,,,NaN,,,,,,NaN
438,,,NaN,NaN,64,-11,NaN,-11,100,-12,63,-11,NaN
439,,,NaN,NaN,,,NaN,,,,,,NaN
440,,,NaN,NaN,64,-11,NaN,-11,100,-12,63,-11,NaN
441,,,NaN,NaN,,,NaN,,,,,,NaN
442,,,NaN,NaN,64,-11,NaN,-11,100,-10,64,-11,NaN
443,,,NaN,NaN,,,NaN,,,,,,NaN
444,,,NaN,NaN,64,-11,NaN,-11,100,-10,64,-11,NaN
445,,,NaN,NaN,,,NaN,,,,,,NaN
446,,,NaN,NaN,65,-11,NaN,-11,100,-12,64,-11,NaN
447,,,NaN,NaN,,,NaN,,,,,,NaN
448,,,NaN,NaN,65,-11,NaN,-11,100,-12,65,-11,NaN
449,,,NaN,NaN,,,NaN,,,,,,NaN
450,,,NaN,NaN,65,-11,NaN,-11,100,-14,65,-11,NaN
451,,,NaN,NaN,,,NaN,,,,,,NaN
452,,,NaN,NaN,65,-11,NaN,-11,100,-14,65,-11,NaN
453,,,NaN,NaN,,,NaN,,,,,,NaN
454,,,NaN,NaN,67,-11,NaN,-11,100,-15,65,-11,NaN
455,,,NaN,NaN,,,NaN,,,,,,NaN
456,,,NaN,NaN,67,-11,NaN,-11,100,-15,65,-11,NaN
457,,,NaN,NaN,,,NaN,,,,,,NaN
458,,,NaN,NaN,67,-11,NaN,-11,100,-13,65,-11,NaN
459,,,NaN,NaN,,,NaN,,,,,,NaN
460,,,NaN,NaN,67,-11,NaN,-11,100,-13,65,-11,NaN
461,,,NaN,NaN,,,NaN,,,,,,NaN
462,,,NaN,NaN,67,-11,NaN,-11,100,-12,64,-11,NaN
463,,,NaN,NaN,,,NaN,,,,,,NaN
464,,,NaN,NaN,65,-11,NaN,-11,100,-12,64,-11,NaN
465,,,NaN,NaN,,,NaN,,,,,,NaN
466,,,NaN,NaN,64,-11,NaN,-11,100,-12,64,-11,NaN
467,,,NaN,NaN,,,NaN,,,,,,NaN
468,,,NaN,NaN,64,-11,NaN,-11,100,-12,64,-11,NaN
469,,,NaN,NaN,,,NaN,,,,,,NaN
470,,,NaN,NaN,64,9,NaN,-11,100,-12,64,-41,NaN
471,,,NaN,NaN,,,NaN,,,,,,NaN
472,,,NaN,NaN,64,39,NaN,-4,100,-11,64,-34,NaN
473,,,NaN,NaN,,,NaN,,,,,,NaN
474,,,NaN,NaN,64,61,NaN,-11,100,-11,64,-55,NaN
475,,,NaN,NaN,,,NaN,,,,,,NaN
476,,,NaN,NaN,64,23,NaN,-15,100,-10,64,-51,NaN
477,,,NaN,NaN,,,NaN,,,,,,NaN
478,,,NaN,NaN,64,23,NaN,-15,100,-10,63,-51,NaN
479,,,NaN,NaN,,,NaN,,,,,,NaN
480,,,NaN,NaN,64,-24,NaN,-24,100,-10,63,-24,NaN
481,,,NaN,NaN,,,NaN,,,,,,NaN
482,,,NaN,NaN,63,-23,NaN,-24,100,-10,63,-26,NaN
483,,,NaN,NaN,,,NaN,,,,,,NaN
484,,,NaN,NaN,63,,NaN,-24,100,-11,63,,NaN
485,,,NaN,NaN,,,NaN,,,,,,NaN
486,,,NaN,NaN,63,,NaN,-25,100,-11,63,,NaN
487,,,NaN,NaN,,,NaN,,,,,,NaN
488,,,NaN,NaN,63,,NaN,-25,100,-14,63,,NaN
489,,,NaN,NaN,,,NaN,,,,,,NaN
490,,,NaN,NaN,63,,NaN,-25,100,-14,63,,NaN
491,,,NaN,NaN,,,NaN,,,,,,NaN
492,,,NaN,NaN,63,,NaN,-25,100,-15,63,,NaN
493,,,NaN,NaN,,,NaN,,,,,,NaN
494,,,NaN,NaN,63,,NaN,-25,100,-15,62,,NaN
495,,,NaN,NaN,,,NaN,,,,,,NaN
496,,,NaN,NaN,63,-25,NaN,-25,100,-15,62,-25,NaN
497,,,NaN,NaN,,,NaN,,,,,,NaN
498,,,NaN,NaN,63,-25,NaN,-25,100,-13,62,-27,NaN
499,,,NaN,NaN,,,NaN,,,,,,NaN
500,,,NaN,NaN,62,-25,NaN,-25,100,-13,62,-27,NaN
501,,,NaN,NaN,,,NaN,,,,,,NaN
502,,,NaN,NaN,62,-24,NaN,-25,100,-11,62,-27,NaN
503,,,NaN,NaN,,,NaN,,,,,,NaN
504,,,NaN,NaN,62,-24,NaN,-25,100,-11,62,-27,NaN
505,,,NaN,NaN,,,NaN,,,,,,NaN
506,,,NaN,NaN,62,-27,NaN,-27,100,-10,62,-27,NaN
507,,,NaN,NaN,,,NaN,,,,,,NaN
508,,,NaN,NaN,63,-26,NaN,-27,100,-10,62,-29,NaN
509,,,NaN,NaN,,,NaN,,,,,,NaN
510,,,NaN,NaN,63,-23,NaN,-27,100,-11,62,-32,NaN
511,,,NaN,NaN,,,NaN,,,,,,NaN
512,,,NaN,NaN,63,-23,NaN,-27,100,-11,63,-32,NaN
513,,,NaN,NaN,,,NaN,,,,,,NaN
514,,,NaN,NaN,63,-28,NaN,-28,100,-13,63,-28,NaN
515,,,NaN,NaN,,,NaN,,,,,,NaN
516,,,NaN,NaN,63,-28,NaN,-28,100,-13,63,-28,NaN
517,,,NaN,NaN,,,NaN,,,,,,NaN
518,,,NaN,NaN,63,-28,NaN,-28,100,-14,63,-28,NaN
519,,,NaN,NaN,,,NaN,,,,,,NaN
520,,,NaN,NaN,63,-28,NaN,-28,100,-14,62,-28,NaN
521,,,NaN,NaN,,,NaN,,,,,,NaN
522,,,NaN,NaN,63,-28,NaN,-28,100,-15,63,-28,NaN
523,,,NaN,NaN,,,NaN,,,,,,NaN
524,,,NaN,NaN,63,-28,NaN,-28,100,-15,62,-28,NaN
525,,,NaN,NaN,,,NaN,,,,,,NaN
526,,,NaN,NaN,63,-28,NaN,-28,100,-15,62,-28,NaN
527,,,NaN,NaN,,,NaN,,,,,,NaN
528,,,NaN,NaN,63,-28,NaN,-28,100,-15,62,-28,NaN
529,,,NaN,NaN,,,NaN,,,,,,NaN
530,,,NaN,NaN,62,-28,NaN,-28,100,-15,62,-28,NaN
531,,,NaN,NaN,,,NaN,,,,,,NaN
532,,,NaN,NaN,62,-28,NaN,-28,100,-14,62,-28,NaN
533,,,NaN,NaN,,,NaN,,,,,,NaN
534,,,NaN,NaN,62,-28,NaN,-28,100,-14,62,-28,NaN
535,,,NaN,NaN,,,NaN,,,,,,NaN
536,,,NaN,NaN,63,-28,NaN,-28,100,-14,62,-28,NaN
537,,,NaN,NaN,,,NaN,,,,,,NaN
538,,,NaN,NaN,63,-28,NaN,-28,100,-14,63,-28,NaN
539,,,NaN,NaN,,,NaN,,,,,,NaN
540,,,NaN,NaN,63,-28,NaN,-28,100,-13,63,-28,NaN
541,,,NaN,NaN,,,NaN,,,,,,NaN
542,,,NaN,NaN,64,-29,NaN,-29,100,-13,64,-29,NaN
543,,,NaN,NaN,,,NaN,,,,,,NaN
544,,,NaN,NaN,64,-29,NaN,-29,100,-13,64,-29,NaN
545,,,NaN,NaN,,,NaN,,,,,,NaN
546,,,NaN,NaN,64,-29,NaN,-29,100,-13,64,-29,NaN
547,,,NaN,NaN,,,NaN,,,,,,NaN
548,,,NaN,NaN,65,-29,NaN,-29,100,-13,64,-29,NaN
549,,,NaN,NaN,,,NaN,,,,,,NaN
550,,,NaN,NaN,65,-29,NaN,-29,100,-13,64,-29,NaN
551,,,NaN,NaN,,,NaN,,,,,,NaN
552,,,NaN,NaN,65,-24,NaN,-34,100,-13,65,-52,NaN
553,,,NaN,NaN,,,NaN,,,,,,NaN
554,,,NaN,NaN,66,26,NaN,0,100,-13,65,-2,NaN
555,,,NaN,NaN,,,NaN,,,,,,NaN
556,,,NaN,NaN,66,26,NaN,11,100,-13,66,5,NaN
557,,,NaN,NaN,,,NaN,,,,,,NaN
558,,,NaN,NaN,66,23,NaN,13,100,-13,66,3,NaN
559,,,NaN,NaN,,,NaN,,,,,,NaN
560,,,NaN,NaN,66,37,NaN,10,100,-13,66,-11,NaN
561,,,NaN,NaN,,,NaN,,,,,,NaN
562,,,NaN,NaN,66,27,NaN,11,100,-13,66,-1,NaN
563,,,NaN,NaN,,,NaN,,,,,,NaN
564,,,NaN,NaN,66,13,NaN,7,100,-13,66,-7,NaN
565,,,NaN,NaN,,,NaN,,,,,,NaN
566,,,NaN,NaN,67,,NaN,2,100,-13,66,,NaN
567,,,NaN,NaN,,,NaN,,,,,,NaN
568,,,NaN,NaN,67,,NaN,-10,100,-13,66,,NaN
569,,,NaN,NaN,,,NaN,,,,,,NaN
570,,,NaN,NaN,67,,NaN,-10,100,-13,67,,NaN
571,,,NaN,NaN,,,NaN,,,,,,NaN
572,,,NaN,NaN,67,,NaN,-10,100,-13,66,,NaN
573,,,NaN,NaN,,,NaN,,,,,,NaN
574,,,NaN,NaN,67,,NaN,-10,100,-12,66,,NaN
575,,,NaN,NaN,,,NaN,,,,,,NaN
576,,,NaN,NaN,67,,NaN,0,100,-12,66,,NaN
577,,,NaN,NaN,,,NaN,,,,,,NaN
578,,,NaN,NaN,67,,NaN,9,100,-12,67,,NaN
579,,,NaN,NaN,,,NaN,,,,,,NaN
580,,,NaN,NaN,67,,NaN,10,100,-12,67,,NaN
581,,,NaN,NaN,,,NaN,,,,,,NaN
582,,,NaN,NaN,68,13,NaN,11,100,-11,68,9,NaN
583,,,NaN,NaN,,,NaN,,,,,,NaN
584,,,NaN,NaN,68,13,NaN,11,100,-11,68,9,NaN
585,,,NaN,NaN,,,NaN,,,,,,NaN
586,,,NaN,NaN,68,13,NaN,11,100,-10,68,9,NaN
587,,,NaN,NaN,,,NaN,,,,,,NaN
588,,,NaN,NaN,68,13,NaN,11,100,-10,68,9,NaN
589,,,NaN,NaN,,,NaN,,,,,,NaN
590,,,NaN,NaN,68,13,NaN,11,100,-12,68,9,NaN
591,,,NaN,NaN,,,NaN,,,,,,NaN
592,,,NaN,NaN,68,11,NaN,11,100,-12,68,11,NaN
593,,,NaN,NaN,,,NaN,,,,,,NaN
594,,,NaN,NaN,68,11,NaN,11,100,-12,68,11,NaN
595,,,NaN,NaN,,,NaN,,,,,,NaN
596,,,NaN,NaN,68,10,NaN,10,100,-14,68,10,NaN
597,,,NaN,NaN,,,NaN,,,,,,NaN
598,,,NaN,NaN,68,10,NaN,10,100,-14,67,10,NaN
599,,,NaN,NaN,,,NaN,,,,,,NaN
600,,,NaN,NaN,68,10,NaN,10,100,-15,67,10,NaN
601,,,NaN,NaN,,,NaN,,,,,,NaN
602,,,NaN,NaN,68,10,NaN,10,100,-15,67,10,NaN
603,,,NaN,NaN,,,NaN,,,,,,NaN
604,,,NaN,NaN,68,10,NaN,10,100,-12,67,10,NaN
605,,,NaN,NaN,,,NaN,,,,,,NaN
606,,,NaN,NaN,68,10,NaN,10,100,-12,67,10,NaN
607,,,NaN,NaN,,,NaN,,,,,,NaN
608,,,NaN,NaN,68,10,NaN,10,100,-10,67,10,NaN
609,,,NaN,NaN,,,NaN,,,,,,NaN
610,,,NaN,NaN,68,14,NaN,10,100,-10,67,7,NaN
611,,,NaN,NaN,,,NaN,,,,,,NaN
612,,,NaN,NaN,68,19,NaN,10,100,-11,67,1,NaN
613,,,NaN,NaN,,,NaN,,,,,,NaN
614,,,NaN,NaN,68,19,NaN,10,100,-11,67,1,NaN
615,,,NaN,NaN,,,NaN,,,,,,NaN
616,,,NaN,NaN,68,16,NaN,9,100,-14,67,-3,NaN
617,,,NaN,NaN,,,NaN,,,,,,NaN
618,,,NaN,NaN,68,16,NaN,9,100,-14,68,-3,NaN
619,,,NaN,NaN,,,NaN,,,,,,NaN
620,,,NaN,NaN,68,10,NaN,10,100,-15,68,10,NaN
621,,,NaN,NaN,,,NaN,,,,,,NaN
622,,,NaN,NaN,68,13,NaN,10,100,-15,68,11,NaN
623,,,NaN,NaN,,,NaN,,,,,,NaN
624,,,NaN,NaN,68,14,NaN,11,100,-15,68,9,NaN
625,,,NaN,NaN,,,NaN,,,,,,NaN
626,,,NaN,NaN,68,14,NaN,11,100,-13,68,9,NaN
627,,,NaN,NaN,,,NaN,,,,,,NaN
628,,,NaN,NaN,68,11,NaN,11,100,-13,67,11,NaN
629,,,NaN,NaN,,,NaN,,,,,,NaN
630,,,NaN,NaN,68,11,NaN,11,100,-11,67,11,NaN
631,,,NaN,NaN,,,NaN,,,,,,NaN
632,,,NaN,NaN,67,11,NaN,11,100,-11,67,11,NaN
633,,,NaN,NaN,,,NaN,,,,,,NaN
634,,,NaN,NaN,67,11,NaN,11,100,-11,66,11,NaN
635,,,NaN,NaN,,,NaN,,,,,,NaN
636,,,NaN,NaN,67,10,NaN,10,100,-11,66,10,NaN
637,,,NaN,NaN,,,NaN,,,,,,NaN
638,,,NaN,NaN,66,13,NaN,10,100,-14,66,9,NaN
639,,,NaN,NaN,,,NaN,,,,,,NaN
640,,,NaN,NaN,66,12,NaN,10,100,-14,66,9,NaN
641,,,NaN,NaN,,,NaN,,,,,,NaN
642,,,NaN,NaN,66,11,NaN,10,100,-15,66,8,NaN
643,,,NaN,NaN,,,NaN,,,,,,NaN
644,,,NaN,NaN,66,11,NaN,9,100,-15,66,8,NaN
645,,,NaN,NaN,,,NaN,,,,,,NaN
646,,,NaN,NaN,66,11,NaN,9,100,-15,65,8,NaN
647,,,NaN,NaN,,,NaN,,,,,,NaN
648,,,NaN,NaN,66,9,NaN,9,100,-15,65,9,NaN
649,,,NaN,NaN,,,NaN,,,,,,NaN
650,,,NaN,NaN,66,11,NaN,9,100,-12,65,6,NaN
651,,,NaN,NaN,,,NaN,,,,,,NaN
652,,,NaN,NaN,66,11,NaN,9,100,-12,65,6,NaN
653,,,NaN,NaN,,,NaN,,,,,,NaN
654,,,NaN,NaN,66,8,NaN,8,100,-11,65,8,NaN
655,,,NaN,NaN,,,NaN,,,,,,NaN
656,,,NaN,NaN,65,8,NaN,8,100,-11,65,8,NaN
657,,,NaN,NaN,,,NaN,,,,,,NaN
658,,,NaN,NaN,65,9,NaN,9,100,-11,64,9,NaN
659,,,NaN,NaN,,,NaN,,,,,,NaN
660,,,NaN,NaN,65,15,NaN,9,100,-13,64,4,NaN
661,,,NaN,NaN,,,NaN,,,,,,NaN
662,,,NaN,NaN,64,14,NaN,9,100,-13,64,6,NaN
663,,,NaN,NaN,,,NaN,,,,,,NaN
664,,,NaN,NaN,64,13,NaN,9,100,-13,64,6,NaN
665,,,NaN,NaN,,,NaN,,,,,,NaN
666,,,NaN,NaN,64,13,NaN,9,100,-13,64,6,NaN
667,,,NaN,NaN,,,NaN,,,,,,NaN
668,,,NaN,NaN,64,9,NaN,9,100,-12,63,9,NaN
669,,,NaN,NaN,,,NaN,,,,,,NaN
670,,,NaN,NaN,64,9,NaN,9,100,-12,63,9,NaN
671,,,NaN,NaN,,,NaN,,,,,,NaN
672,,,NaN,NaN,64,9,NaN,9,100,-12,63,9,NaN
673,,,NaN,NaN,,,NaN,,,,,,NaN
674,,,NaN,NaN,64,9,NaN,9,100,-12,63,9,NaN
675,,,NaN,NaN,,,NaN,,,,,,NaN
676,,,NaN,NaN,63,8,NaN,8,100,-12,63,8,NaN
677,,,NaN,NaN,,,NaN,,,,,,NaN
678,,,NaN,NaN,63,8,NaN,8,100,-12,63,8,NaN
679,,,NaN,NaN,,,NaN,,,,,,NaN
680,,,NaN,NaN,63,10,NaN,8,100,-12,63,7,NaN
681,,,NaN,NaN,,,NaN,,,,,,NaN
682,,,NaN,NaN,63,26,NaN,9,100,-12,63,-14,NaN
683,,,NaN,NaN,,,NaN,,,,,,NaN
684,,,NaN,NaN,63,38,NaN,8,100,-12,62,-31,NaN
685,,,NaN,NaN,,,NaN,,,,,,NaN
686,,,NaN,NaN,63,64,NaN,19,100,-12,62,-2,NaN
687,,,NaN,NaN,,,NaN,,,,,,NaN
688,,,NaN,NaN,62,93,NaN,38,100,-12,62,33,NaN
689,,,NaN,NaN,,,NaN,,,,,,NaN
690,,,NaN,NaN,62,99,NaN,48,100,-12,61,43,NaN
691,,,NaN,NaN,,,NaN,,,,,,NaN
692,,,NaN,NaN,61,97,NaN,53,100,-12,61,45,NaN
693,,,NaN,NaN,,,NaN,,,,,,NaN
694,,,NaN,NaN,61,99,NaN,55,100,-12,61,43,NaN
695,,,NaN,NaN,,,NaN,,,,,,NaN
696,,,NaN,NaN,61,98,NaN,56,100,-12,61,42,NaN
697,,,NaN,NaN,,,NaN,,,,,,NaN
698,,,NaN,NaN,61,98,NaN,57,100,-12,61,42,NaN
699,,,NaN,NaN,,,NaN,,,,,,NaN
700,,,NaN,NaN,61,96,NaN,58,100,-12,61,44,NaN
701,,,NaN,NaN,,,NaN,,,,,,NaN
702,,,NaN,NaN,61,98,NaN,59,100,-12,61,45,NaN
703,,,NaN,NaN,,,NaN,,,,,,NaN
704,,,NaN,NaN,61,98,NaN,58,100,-12,61,41,NaN
705,,,NaN,NaN,,,NaN,,,,,,NaN
706,,,NaN,NaN,61,95,NaN,57,100,-12,61,40,NaN
707,,,NaN,NaN,,,NaN,,,,,,NaN
708,,,NaN,NaN,62,96,NaN,58,100,-12,61,42,NaN
709,,,NaN,NaN,,,NaN,,,,,,NaN
710,,,NaN,NaN,61,94,NaN,57,100,-12,61,43,NaN
711,,,NaN,NaN,,,NaN,,,,,,NaN
712,,,NaN,NaN,61,96,NaN,57,100,-12,61,42,NaN
713,,,NaN,NaN,,,NaN,,,,,,NaN
714,,,NaN,NaN,61,93,NaN,56,100,-12,60,42,NaN
715,,,NaN,NaN,,,NaN,,,,,,NaN
716,,,NaN,NaN,61,97,NaN,57,100,-12,60,42,NaN
717,,,NaN,NaN,,,NaN,,,,,,NaN
718,,,NaN,NaN,60,94,NaN,58,100,-12,60,34,NaN
719,,,NaN,NaN,,,NaN,,,,,,NaN
720,,,NaN,NaN,61,100,NaN,61,100,-12,60,43,NaN
721,,,NaN,NaN,,,NaN,,,,,,NaN
722,,,NaN,NaN,61,105,NaN,64,100,-12,61,47,NaN
723,,,NaN,NaN,,,NaN,,,,,,NaN
724,,,NaN,NaN,62,111,NaN,65,100,-12,62,40,NaN
725,,,NaN,NaN,,,NaN,,,,,,NaN
726,,,NaN,NaN,63,93,NaN,66,100,-12,62,47,NaN
727,,,NaN,NaN,,,NaN,,,,,,NaN
728,,,NaN,NaN,63,122,NaN,66,100,-11,62,45,NaN
729,,,NaN,NaN,,,NaN,,,,,,NaN
730,,,NaN,NaN,62,116,NaN,67,100,-11,62,47,NaN
731,,,NaN,NaN,,,NaN,,,,,,NaN
732,,,NaN,NaN,61,113,NaN,68,100,-10,60,48,NaN
733,,,NaN,NaN,,,NaN,,,,,,NaN
734,,,NaN,NaN,60,114,NaN,68,100,-10,59,48,NaN
735,,,NaN,NaN,,,NaN,,,,,,NaN
736,,,NaN,NaN,59,114,NaN,69,100,-12,58,46,NaN
737,,,NaN,NaN,,,NaN,,,,,,NaN
738,,,NaN,NaN,58,120,NaN,70,100,-12,57,42,NaN
739,,,NaN,NaN,,,NaN,,,,,,NaN
740,,,NaN,NaN,58,115,NaN,71,100,-14,57,49,NaN
741,,,NaN,NaN,,,NaN,,,,,,NaN
742,,,NaN,NaN,58,118,NaN,74,100,-14,57,54,NaN
743,,,NaN,NaN,,,NaN,,,,,,NaN
744,,,NaN,NaN,59,121,NaN,76,100,-15,60,56,NaN
745,,,NaN,NaN,,,NaN,,,,,,NaN
746,,,NaN,NaN,61,123,NaN,77,100,-15,62,57,NaN
747,,,NaN,NaN,,,NaN,,,,,,NaN
748,,,NaN,NaN,65,126,NaN,80,100,-13,65,59,NaN
749,,,NaN,NaN,,,NaN,,,,,,NaN
750,,,NaN,NaN,68,125,NaN,80,100,-13,67,60,NaN
751,,,NaN,NaN,,,NaN,,,,,,NaN
752,,,NaN,NaN,70,127,NaN,82,100,-13,70,62,NaN
753,,,NaN,NaN,,,NaN,,,,,,NaN
754,,,NaN,NaN,72,130,NaN,84,100,-12,73,63,NaN
755,,,NaN,NaN,,,NaN,,,,,,NaN
756,,,NaN,NaN,75,129,NaN,84,100,-12,75,63,NaN
757,,,NaN,NaN,,,NaN,,,,,,NaN
758,,,NaN,NaN,77,134,NaN,87,100,-11,78,67,NaN
759,,,NaN,NaN,,,NaN,,,,,,NaN
760,,,NaN,NaN,80,138,NaN,90,100,-11,81,69,NaN
761,,,NaN,NaN,,,NaN,,,,,,NaN
762,5,40,NaN,NaN,82,141,NaN,93,100,-10,83,72,NaN
763,,,NaN,NaN,,,NaN,,,,,,NaN
764,5,40,NaN,NaN,84,145,NaN,95,100,-10,84,74,NaN
765,,,NaN,NaN,,,NaN,,,,,,NaN
766,5,40,NaN,NaN,87,144,NaN,96,100,-11,86,73,NaN
767,,,NaN,NaN,,,NaN,,,,,,NaN
768,5,40,NaN,NaN,88,148,NaN,97,100,-11,88,75,NaN
769,,,NaN,NaN,,,NaN,,,,,,NaN
770,5,46,NaN,NaN,90,145,NaN,97,100,-14,90,74,NaN
771,,,NaN,NaN,,,NaN,,,,,,NaN
772,5,46,NaN,NaN,91,147,NaN,98,100,-14,91,75,NaN
773,,,NaN,NaN,,,NaN,,,,,,NaN
774,5,46,NaN,NaN,93,152,NaN,100,100,-15,92,77,NaN
775,,,NaN,NaN,,,NaN,,,,,,NaN
776,5,46,NaN,NaN,94,150,NaN,100,100,-15,93,77,NaN
777,,,NaN,NaN,,,NaN,,,,,,NaN
778,7,42,NaN,NaN,95,155,NaN,102,100,-13,94,79,NaN
779,,,NaN,NaN,,,NaN,,,,,,NaN
780,7,42,NaN,NaN,95,152,NaN,102,100,-13,95,77,NaN
781,,,NaN,NaN,,,NaN,,,,,,NaN
782,7,42,NaN,NaN,96,153,NaN,102,100,-12,96,78,NaN
783,,,NaN,NaN,,,NaN,,,,,,NaN
784,7,42,NaN,NaN,96,155,NaN,103,100,-12,96,77,NaN
785,,,NaN,NaN,,,NaN,,,,,,NaN
786,9,44,NaN,NaN,96,153,NaN,102,100,-12,96,78,NaN
787,,,NaN,NaN,,,NaN,,,,,,NaN
788,9,44,NaN,NaN,96,158,NaN,104,100,-12,96,80,NaN
789,,,NaN,NaN,,,NaN,,,,,,NaN
790,9,44,NaN,NaN,96,156,NaN,104,100,-12,96,80,NaN
791,,,NaN,NaN,,,NaN,,,,,,NaN
792,9,44,NaN,NaN,96,159,NaN,106,100,-10,96,82,NaN
793,,,NaN,NaN,,,NaN,,,,,,NaN
794,11,44,NaN,NaN,96,162,NaN,108,100,-10,95,83,NaN
795,,,NaN,NaN,,,NaN,,,,,,NaN
796,11,44,NaN,NaN,96,161,NaN,108,100,-10,96,83,NaN
797,,,NaN,NaN,,,NaN,,,,,,NaN
798,11,44,NaN,NaN,96,165,NaN,110,100,-10,96,85,NaN
799,,,NaN,NaN,,,NaN,,,,,,NaN
800,11,44,NaN,NaN,96,164,NaN,109,100,-11,96,80,NaN
801,,,NaN,NaN,,,NaN,,,,,,NaN
802,12,44,NaN,NaN,96,164,NaN,109,100,-11,96,82,NaN
803,,,NaN,NaN,,,NaN,,,,,,NaN
804,12,44,NaN,NaN,96,165,NaN,110,100,-14,96,81,NaN
805,,,NaN,NaN,,,NaN,,,,,,NaN
806,12,44,NaN,NaN,96,163,NaN,108,100,-14,96,80,NaN
807,,,NaN,NaN,,,NaN,,,,,,NaN
808,12,44,NaN,NaN,96,166,NaN,109,100,-15,95,81,NaN
809,,,NaN,NaN,,,NaN,,,,,,NaN
810,12,44,NaN,NaN,95,162,NaN,107,100,-15,95,79,NaN
811,,,NaN,NaN,,,NaN,,,,,,NaN
812,12,44,NaN,NaN,95,162,NaN,107,100,-13,94,80,NaN
813,,,NaN,NaN,,,NaN,,,,,,NaN
814,12,44,NaN,NaN,94,163,NaN,107,100,-13,94,80,NaN
815,,,NaN,NaN,,,NaN,,,,,,NaN
816,12,44,NaN,NaN,94,159,NaN,105,100,-13,93,78,NaN
817,,,NaN,NaN,,,NaN,,,,,,NaN
818,12,43,NaN,NaN,93,162,NaN,106,100,-11,92,79,NaN
819,,,NaN,NaN,,,NaN,,,,,,NaN
820,12,43,NaN,NaN,92,159,NaN,104,100,-11,92,77,NaN
821,,,NaN,NaN,,,NaN,,,,,,NaN
822,12,43,NaN,NaN,91,159,NaN,104,100,-10,90,77,NaN
823,,,NaN,NaN,,,NaN,,,,,,NaN
824,12,43,NaN,NaN,91,160,NaN,104,100,-10,90,76,NaN
825,,,NaN,NaN,,,NaN,,,,,,NaN
826,12,43,NaN,NaN,90,154,NaN,102,100,-13,89,75,NaN
