time,SNUADC/ART,Solar8000/ART_DBP,SNUADC/ECG_II,Solar8000/PLETH_SPO2,Solar8000/RR_CO2,Solar8000/ETCO2,SNUADC/CVP,Solar8000/HR,Solar8000/PLETH_HR,Solar8000/ART_MBP,SNUADC/ECG_V5,Solar8000/CVP,Solar8000/ART_SBP
10773,NaN,,NaN,,,,NaN,,,,NaN,,
10774,NaN,55,NaN,100,13,36,NaN,67,68,76,NaN,8,127
10775,NaN,,NaN,,,,NaN,,,,NaN,,
10776,NaN,56,NaN,100,13,36,NaN,67,68,77,NaN,8,129
10777,NaN,,NaN,,,,NaN,,,,NaN,,
10778,NaN,55,NaN,100,13,36,NaN,67,68,77,NaN,8,128
10779,NaN,,NaN,,,,NaN,,,,NaN,,
10780,NaN,56,NaN,100,13,36,NaN,67,68,77,NaN,8,128
10781,NaN,,NaN,,,,NaN,,,,NaN,,
10782,NaN,55,NaN,100,13,36,NaN,67,68,77,NaN,8,128
10783,NaN,,NaN,,,,NaN,,,,NaN,,
10784,NaN,55,NaN,100,13,36,NaN,68,68,77,NaN,8,127
10785,NaN,,NaN,,,,NaN,,,,NaN,,
10786,NaN,55,NaN,100,13,36,NaN,68,69,77,NaN,8,129
10787,NaN,,NaN,,,,NaN,,,,NaN,,
10788,NaN,55,NaN,100,13,36,NaN,68,69,77,NaN,8,129
10789,NaN,,NaN,,,,NaN,,,,NaN,,
10790,NaN,56,NaN,100,13,36,NaN,68,69,78,NaN,8,130
10791,NaN,,NaN,,,,NaN,,,,NaN,,
10792,NaN,55,NaN,100,13,36,NaN,68,69,77,NaN,8,128
10793,NaN,,NaN,,,,NaN,,,,NaN,,
10794,NaN,55,NaN,100,13,36,NaN,68,69,77,NaN,8,129
10795,NaN,,NaN,,,,NaN,,,,NaN,,
10796,NaN,55,NaN,100,13,36,NaN,68,68,77,NaN,8,128
10797,NaN,,NaN,,,,NaN,,,,NaN,,
10798,NaN,55,NaN,100,13,36,NaN,68,68,77,NaN,7,127
10799,NaN,,NaN,,,,NaN,,,,NaN,,
10800,NaN,56,NaN,100,13,36,NaN,68,68,77,NaN,7,128
10801,NaN,,NaN,,,,NaN,,,,NaN,,
10802,NaN,55,NaN,100,13,36,NaN,68,68,77,NaN,8,127
10803,NaN,,NaN,,,,NaN,,,,NaN,,
10804,NaN,55,NaN,100,13,36,NaN,68,68,77,NaN,8,129
10805,NaN,,NaN,,,,NaN,,,,NaN,,
10806,NaN,55,NaN,100,13,36,NaN,68,68,77,NaN,7,128
10807,NaN,,NaN,,,,NaN,,,,NaN,,
10808,NaN,55,NaN,100,13,36,NaN,68,68,77,NaN,7,129
10809,NaN,,NaN,,,,NaN,,,,NaN,,
10810,NaN,54,NaN,100,13,36,NaN,68,68,77,NaN,8,128
10811,NaN,,NaN,,,,NaN,,,,NaN,,
10812,NaN,55,NaN,100,13,36,NaN,68,68,77,NaN,8,128
10813,NaN,,NaN,,,,NaN,,,,NaN,,
10814,NaN,54,NaN,100,13,36,NaN,68,68,77,NaN,8,128
10815,NaN,,NaN,,,,NaN,,,,NaN,,
10816,NaN,54,NaN,100,13,36,NaN,68,68,76,NaN,8,127
10817,NaN,,NaN,,,,NaN,,,,NaN,,
10818,NaN,54,NaN,100,13,36,NaN,68,68,76,NaN,8,128
10819,NaN,,NaN,,,,NaN,,,,NaN,,
10820,NaN,54,NaN,100,13,36,NaN,67,68,76,NaN,8,126
10821,NaN,,NaN,,,,NaN,,,,NaN,,
10822,NaN,54,NaN,100,13,36,NaN,67,68,76,NaN,8,128
10823,NaN,,NaN,,,,NaN,,,,NaN,,
10824,NaN,54,NaN,100,13,36,NaN,68,68,76,NaN,8,127
10825,NaN,,NaN,,,,NaN,,,,NaN,,
10826,NaN,55,NaN,100,13,36,NaN,68,68,76,NaN,8,127
10827,NaN,,NaN,,,,NaN,,,,NaN,,
10828,NaN,54,NaN,100,13,36,NaN,68,69,76,NaN,8,128
10829,NaN,,NaN,,,,NaN,,,,NaN,,
10830,NaN,55,NaN,100,13,36,NaN,68,69,76,NaN,8,127
10831,NaN,,NaN,,,,NaN,,,,NaN,,
10832,NaN,54,NaN,100,13,36,NaN,68,69,76,NaN,8,127
10833,NaN,,NaN,,,,NaN,,,,NaN,,
10834,NaN,54,NaN,100,13,36,NaN,68,69,76,NaN,8,126
10835,NaN,,NaN,,,,NaN,,,,NaN,,
10836,NaN,55,NaN,100,13,36,NaN,68,69,77,NaN,8,128
10837,NaN,,NaN,,,,NaN,,,,NaN,,
10838,NaN,55,NaN,100,13,36,NaN,68,69,76,NaN,8,126
10839,NaN,,NaN,,,,NaN,,,,NaN,,
10840,NaN,55,NaN,100,13,36,NaN,68,69,77,NaN,8,128
10841,NaN,,NaN,,,,NaN,,,,NaN,,
10842,NaN,54,NaN,100,13,36,NaN,68,69,76,NaN,8,128
10843,NaN,,NaN,,,,NaN,,,,NaN,,
10844,NaN,54,NaN,100,13,36,NaN,68,69,77,NaN,8,128
10845,NaN,,NaN,,,,NaN,,,,NaN,,
10846,NaN,54,NaN,100,13,36,NaN,68,69,77,NaN,8,130
10847,NaN,,NaN,,,,NaN,,,,NaN,,
10848,NaN,54,NaN,100,13,36,NaN,68,69,77,NaN,8,129
10849,NaN,,NaN,,,,NaN,,,,NaN,,
10850,NaN,55,NaN,100,13,36,NaN,68,69,77,NaN,8,129
10851,NaN,,NaN,,,,NaN,,,,NaN,,
10852,NaN,54,NaN,100,13,36,NaN,68,69,76,NaN,8,128
10853,NaN,,NaN,,,,NaN,,,,NaN,,
10854,NaN,54,NaN,100,13,36,NaN,68,69,76,NaN,8,128
10855,NaN,,NaN,,,,NaN,,,,NaN,,
10856,NaN,54,NaN,100,13,36,NaN,68,69,76,NaN,7,127
10857,NaN,,NaN,,,,NaN,,,,NaN,,
10858,NaN,54,NaN,100,13,36,NaN,68,69,75,NaN,7,127
10859,NaN,,NaN,,,,NaN,,,,NaN,,
10860,NaN,53,NaN,100,13,36,NaN,68,69,75,NaN,7,127
10861,NaN,,NaN,,,,NaN,,,,NaN,,
10862,NaN,53,NaN,100,13,36,NaN,68,69,75,NaN,8,126
10863,NaN,,NaN,,,,NaN,,,,NaN,,
10864,NaN,53,NaN,100,13,36,NaN,68,69,75,NaN,8,127
10865,NaN,,NaN,,,,NaN,,,,NaN,,
10866,NaN,54,NaN,100,13,36,NaN,68,69,75,NaN,8,126
10867,NaN,,NaN,,,,NaN,,,,NaN,,
10868,NaN,54,NaN,100,13,36,NaN,68,69,75,NaN,8,127
10869,NaN,,NaN,,,,NaN,,,,NaN,,
10870,NaN,53,NaN,100,13,36,NaN,68,68,75,NaN,8,127
10871,NaN,,NaN,,,,NaN,,,,NaN,,
10872,NaN,54,NaN,100,13,36,NaN,68,68,75,NaN,8,126
10873,NaN,,NaN,,,,NaN,,,,NaN,,
10874,NaN,53,NaN,100,13,36,NaN,68,68,75,NaN,8,126
10875,NaN,,NaN,,,,NaN,,,,NaN,,
10876,NaN,53,NaN,100,13,36,NaN,68,68,74,NaN,8,125
10877,NaN,,NaN,,,,NaN,,,,NaN,,
10878,NaN,54,NaN,100,13,36,NaN,68,68,75,NaN,8,127
10879,NaN,,NaN,,,,NaN,,,,NaN,,
10880,NaN,54,NaN,100,13,36,NaN,67,68,75,NaN,8,127
10881,NaN,,NaN,,,,NaN,,,,NaN,,
10882,NaN,54,NaN,100,13,36,NaN,68,69,76,NaN,8,128
10883,NaN,,NaN,,,,NaN,,,,NaN,,
10884,NaN,53,NaN,100,13,36,NaN,68,69,75,NaN,8,127
10885,NaN,,NaN,,,,NaN,,,,NaN,,
10886,NaN,54,NaN,100,13,36,NaN,69,70,75,NaN,8,127
10887,NaN,,NaN,,,,NaN,,,,NaN,,
10888,NaN,53,NaN,100,13,36,NaN,69,69,75,NaN,8,126
10889,NaN,,NaN,,,,NaN,,,,NaN,,
10890,NaN,53,NaN,100,13,36,NaN,69,69,75,NaN,8,125
10891,NaN,,NaN,,,,NaN,,,,NaN,,
10892,NaN,53,NaN,100,13,36,NaN,69,69,74,NaN,8,126
10893,NaN,,NaN,,,,NaN,,,,NaN,,
10894,NaN,53,NaN,100,13,36,NaN,68,69,74,NaN,8,125
10895,NaN,,NaN,,,,NaN,,,,NaN,,
10896,NaN,53,NaN,100,13,36,NaN,68,68,74,NaN,8,126
10897,NaN,,NaN,,,,NaN,,,,NaN,,
10898,NaN,53,NaN,100,13,36,NaN,67,68,75,NaN,8,126
10899,NaN,,NaN,,,,NaN,,,,NaN,,
10900,NaN,54,NaN,100,13,36,NaN,68,69,76,NaN,8,128
10901,NaN,,NaN,,,,NaN,,,,NaN,,
10902,NaN,53,NaN,100,13,36,NaN,68,69,75,NaN,8,127
10903,NaN,,NaN,,,,NaN,,,,NaN,,
10904,NaN,53,NaN,100,13,36,NaN,68,69,74,NaN,7,126
10905,NaN,,NaN,,,,NaN,,,,NaN,,
10906,NaN,52,NaN,100,13,36,NaN,68,69,75,NaN,7,126
10907,NaN,,NaN,,,,NaN,,,,NaN,,
10908,NaN,53,NaN,100,13,36,NaN,68,69,74,NaN,8,125
10909,NaN,,NaN,,,,NaN,,,,NaN,,
10910,NaN,53,NaN,100,13,36,NaN,69,69,74,NaN,8,127
10911,NaN,,NaN,,,,NaN,,,,NaN,,
10912,NaN,52,NaN,100,13,36,NaN,68,69,74,NaN,8,122
10913,NaN,,NaN,,,,NaN,,,,NaN,,
10914,NaN,53,NaN,100,13,36,NaN,68,68,74,NaN,8,124
10915,NaN,,NaN,,,,NaN,,,,NaN,,
10916,NaN,52,NaN,100,13,36,NaN,67,68,73,NaN,8,123
10917,NaN,,NaN,,,,NaN,,,,NaN,,
10918,NaN,52,NaN,100,13,36,NaN,67,68,73,NaN,8,122
10919,NaN,,NaN,,,,NaN,,,,NaN,,
10920,NaN,52,NaN,100,13,36,NaN,67,68,73,NaN,8,124
10921,NaN,,NaN,,,,NaN,,,,NaN,,
10922,NaN,52,NaN,100,13,36,NaN,67,68,73,NaN,8,123
10923,NaN,,NaN,,,,NaN,,,,NaN,,
10924,NaN,52,NaN,100,13,36,NaN,67,68,74,NaN,8,126
10925,NaN,,NaN,,,,NaN,,,,NaN,,
10926,NaN,52,NaN,100,13,37,NaN,67,68,73,NaN,8,124
10927,NaN,,NaN,,,,NaN,,,,NaN,,
10928,NaN,53,NaN,100,13,37,NaN,68,68,74,NaN,8,124
10929,NaN,,NaN,,,,NaN,,,,NaN,,
10930,NaN,52,NaN,100,13,37,NaN,68,68,73,NaN,8,123
10931,NaN,,NaN,,,,NaN,,,,NaN,,
10932,NaN,53,NaN,100,13,36,NaN,68,69,74,NaN,8,123
10933,NaN,,NaN,,,,NaN,,,,NaN,,
10934,NaN,53,NaN,100,13,36,NaN,68,69,74,NaN,8,124
10935,NaN,,NaN,,,,NaN,,,,NaN,,
10936,NaN,53,NaN,100,13,36,NaN,68,69,74,NaN,8,124
10937,NaN,,NaN,,,,NaN,,,,NaN,,
10938,NaN,53,NaN,100,13,36,NaN,69,69,74,NaN,8,126
10939,NaN,,NaN,,,,NaN,,,,NaN,,
10940,NaN,52,NaN,100,13,36,NaN,69,69,74,NaN,8,124
10941,NaN,,NaN,,,,NaN,,,,NaN,,
10942,NaN,54,NaN,100,13,36,NaN,69,69,75,NaN,8,127
10943,NaN,,NaN,,,,NaN,,,,NaN,,
10944,NaN,53,NaN,100,13,36,NaN,69,69,74,NaN,8,126
10945,NaN,,NaN,,,,NaN,,,,NaN,,
10946,NaN,53,NaN,100,13,36,NaN,68,69,74,NaN,8,124
10947,NaN,,NaN,,,,NaN,,,,NaN,,
10948,NaN,52,NaN,100,13,36,NaN,68,69,74,NaN,8,124
10949,NaN,,NaN,,,,NaN,,,,NaN,,
10950,NaN,52,NaN,100,13,36,NaN,68,69,74,NaN,8,124
10951,NaN,,NaN,,,,NaN,,,,NaN,,
10952,NaN,52,NaN,100,13,36,NaN,68,68,74,NaN,8,124
10953,NaN,,NaN,,,,NaN,,,,NaN,,
10954,NaN,51,NaN,100,13,36,NaN,68,71,73,NaN,8,122
10955,NaN,,NaN,,,,NaN,,,,NaN,,
10956,NaN,52,NaN,100,13,36,NaN,68,71,73,NaN,8,124
10957,NaN,,NaN,,,,NaN,,,,NaN,,
10958,NaN,51,NaN,100,13,36,NaN,67,71,72,NaN,8,123
10959,NaN,,NaN,,,,NaN,,,,NaN,,
10960,NaN,52,NaN,100,13,36,NaN,67,70,72,NaN,8,123
10961,NaN,,NaN,,,,NaN,,,,NaN,,
10962,NaN,52,NaN,100,13,36,NaN,67,68,73,NaN,8,123
10963,NaN,,NaN,,,,NaN,,,,NaN,,
10964,NaN,53,NaN,100,13,36,NaN,67,68,73,NaN,8,123
10965,NaN,,NaN,,,,NaN,,,,NaN,,
10966,NaN,53,NaN,100,13,36,NaN,67,67,73,NaN,8,123
10967,NaN,,NaN,,,,NaN,,,,NaN,,
10968,NaN,52,NaN,100,13,36,NaN,67,68,73,NaN,8,122
10969,NaN,,NaN,,,,NaN,,,,NaN,,
10970,NaN,52,NaN,100,13,36,NaN,68,68,73,NaN,8,123
10971,NaN,,NaN,,,,NaN,,,,NaN,,
10972,NaN,52,NaN,100,13,36,NaN,68,68,73,NaN,8,122
10973,NaN,,NaN,,,,NaN,,,,NaN,,
10974,NaN,52,NaN,100,13,36,NaN,68,67,73,NaN,8,124
10975,NaN,,NaN,,,,NaN,,,,NaN,,
10976,NaN,53,NaN,100,13,36,NaN,67,68,74,NaN,8,124
10977,NaN,,NaN,,,,NaN,,,,NaN,,
10978,NaN,53,NaN,100,13,36,NaN,68,68,74,NaN,8,124
10979,NaN,,NaN,,,,NaN,,,,NaN,,
10980,NaN,53,NaN,100,13,36,NaN,67,68,74,NaN,8,125
10981,NaN,,NaN,,,,NaN,,,,NaN,,
10982,NaN,53,NaN,100,13,36,NaN,68,68,74,NaN,8,124
10983,NaN,,NaN,,,,NaN,,,,NaN,,
10984,NaN,52,NaN,100,13,36,NaN,68,69,74,NaN,8,125
10985,NaN,,NaN,,,,NaN,,,,NaN,,
10986,NaN,52,NaN,100,13,36,NaN,67,69,73,NaN,8,123
10987,NaN,,NaN,,,,NaN,,,,NaN,,
10988,NaN,51,NaN,100,13,36,NaN,67,69,73,NaN,8,123
10989,NaN,,NaN,,,,NaN,,,,NaN,,
10990,NaN,51,NaN,100,13,36,NaN,67,68,72,NaN,8,122
10991,NaN,,NaN,,,,NaN,,,,NaN,,
10992,NaN,51,NaN,100,13,36,NaN,66,67,72,NaN,8,121
10993,NaN,,NaN,,,,NaN,,,,NaN,,
10994,NaN,51,NaN,100,13,36,NaN,66,67,72,NaN,7,121
10995,NaN,,NaN,,,,NaN,,,,NaN,,
10996,NaN,52,NaN,100,13,36,NaN,66,67,72,NaN,7,121
10997,NaN,,NaN,,,,NaN,,,,NaN,,
10998,NaN,52,NaN,100,13,36,NaN,66,67,72,NaN,8,123
10999,NaN,,NaN,,,,NaN,,,,NaN,,
11000,NaN,52,NaN,100,13,36,NaN,66,67,72,NaN,8,121
11001,NaN,,NaN,,,,NaN,,,,NaN,,
11002,NaN,52,NaN,100,13,36,NaN,67,67,73,NaN,8,124
11003,NaN,,NaN,,,,NaN,,,,NaN,,
11004,NaN,52,NaN,100,13,36,NaN,67,68,73,NaN,8,122
11005,NaN,,NaN,,,,NaN,,,,NaN,,
11006,NaN,52,NaN,100,13,36,NaN,68,68,73,NaN,8,122
11007,NaN,,NaN,,,,NaN,,,,NaN,,
11008,NaN,52,NaN,100,13,36,NaN,67,69,73,NaN,8,123
11009,NaN,,NaN,,,,NaN,,,,NaN,,
11010,NaN,53,NaN,100,13,36,NaN,68,69,73,NaN,7,122
11011,NaN,,NaN,,,,NaN,,,,NaN,,
11012,NaN,53,NaN,100,13,36,NaN,68,69,73,NaN,7,123
11013,NaN,,NaN,,,,NaN,,,,NaN,,
11014,NaN,52,NaN,100,13,36,NaN,68,69,73,NaN,7,121
11015,NaN,,NaN,,,,NaN,,,,NaN,,
11016,NaN,53,NaN,100,13,36,NaN,68,69,74,NaN,7,123
11017,NaN,,NaN,,,,NaN,,,,NaN,,
11018,NaN,52,NaN,100,13,36,NaN,68,68,73,NaN,7,122
11019,NaN,,NaN,,,,NaN,,,,NaN,,
11020,NaN,54,NaN,100,13,36,NaN,68,69,74,NaN,7,123
11021,NaN,,NaN,,,,NaN,,,,NaN,,
11022,NaN,53,NaN,100,13,36,NaN,68,69,74,NaN,7,124
11023,NaN,,NaN,,,,NaN,,,,NaN,,
11024,NaN,53,NaN,100,13,36,NaN,69,69,74,NaN,7,123
11025,NaN,,NaN,,,,NaN,,,,NaN,,
11026,NaN,52,NaN,100,13,36,NaN,68,69,74,NaN,7,123
11027,NaN,,NaN,,,,NaN,,,,NaN,,
11028,NaN,52,NaN,100,13,36,NaN,69,69,73,NaN,7,122
11029,NaN,,NaN,,,,NaN,,,,NaN,,
11030,NaN,53,NaN,100,13,36,NaN,68,69,74,NaN,7,123
11031,NaN,,NaN,,,,NaN,,,,NaN,,
11032,NaN,52,NaN,100,13,36,NaN,68,69,73,NaN,7,122
11033,NaN,,NaN,,,,NaN,,,,NaN,,
11034,NaN,53,NaN,100,13,36,NaN,68,69,74,NaN,7,123
11035,NaN,,NaN,,,,NaN,,,,NaN,,
11036,NaN,52,NaN,100,13,36,NaN,68,69,73,NaN,8,123
11037,NaN,,NaN,,,,NaN,,,,NaN,,
11038,NaN,53,NaN,100,13,36,NaN,69,69,73,NaN,8,123
11039,NaN,,NaN,,,,NaN,,,,NaN,,
11040,NaN,53,NaN,100,13,36,NaN,69,70,74,NaN,8,124
11041,NaN,,NaN,,,,NaN,,,,NaN,,
11042,NaN,53,NaN,100,13,36,NaN,69,70,74,NaN,8,124
11043,NaN,,NaN,,,,NaN,,,,NaN,,
11044,NaN,53,NaN,100,13,36,NaN,69,70,74,NaN,7,124
11045,NaN,,NaN,,,,NaN,,,,NaN,,
11046,NaN,51,NaN,100,13,36,NaN,69,70,73,NaN,7,123
11047,NaN,,NaN,,,,NaN,,,,NaN,,
11048,NaN,52,NaN,100,13,36,NaN,69,69,73,NaN,7,124
11049,NaN,,NaN,,,,NaN,,,,NaN,,
11050,NaN,50,NaN,100,13,37,NaN,68,69,72,NaN,7,122
11051,NaN,,NaN,,,,NaN,,,,NaN,,
11052,NaN,51,NaN,100,13,37,NaN,69,69,71,NaN,7,121
11053,NaN,,NaN,,,,NaN,,,,NaN,,
11054,NaN,50,NaN,100,13,37,NaN,68,69,71,NaN,7,120
11055,NaN,,NaN,,,,NaN,,,,NaN,,
11056,NaN,50,NaN,100,13,35,NaN,67,69,70,NaN,7,120
11057,NaN,,NaN,,,,NaN,,,,NaN,,
11058,NaN,51,NaN,100,13,35,NaN,67,68,71,NaN,7,120
11059,NaN,,NaN,,,,NaN,,,,NaN,,
11060,NaN,51,NaN,100,13,35,NaN,66,68,71,NaN,7,121
11061,NaN,,NaN,,,,NaN,,,,NaN,,
11062,NaN,51,NaN,100,13,36,NaN,67,68,71,NaN,7,122
11063,NaN,,NaN,,,,NaN,,,,NaN,,
11064,NaN,51,NaN,100,13,36,NaN,67,67,71,NaN,7,122
11065,NaN,,NaN,,,,NaN,,,,NaN,,
11066,NaN,51,NaN,100,13,36,NaN,67,67,71,NaN,7,121
11067,NaN,,NaN,,,,NaN,,,,NaN,,
11068,NaN,50,NaN,100,13,36,NaN,67,67,70,NaN,7,121
11069,NaN,,NaN,,,,NaN,,,,NaN,,
11070,NaN,51,NaN,100,13,36,NaN,67,67,70,NaN,7,120
11071,NaN,,NaN,,,,NaN,,,,NaN,,
11072,NaN,51,NaN,100,13,36,NaN,67,67,71,NaN,7,122
11073,NaN,,NaN,,,,NaN,,,,NaN,,
11074,NaN,50,NaN,100,13,36,NaN,66,67,70,NaN,6,121
11075,NaN,,NaN,,,,NaN,,,,NaN,,
11076,NaN,50,NaN,100,13,36,NaN,67,67,71,NaN,6,122
11077,NaN,,NaN,,,,NaN,,,,NaN,,
11078,NaN,50,NaN,100,13,36,NaN,66,67,70,NaN,7,122
11079,NaN,,NaN,,,,NaN,,,,NaN,,
11080,NaN,50,NaN,100,13,36,NaN,66,67,70,NaN,7,121
11081,NaN,,NaN,,,,NaN,,,,NaN,,
11082,NaN,49,NaN,100,13,36,NaN,66,67,70,NaN,7,121
11083,NaN,,NaN,,,,NaN,,,,NaN,,
11084,NaN,50,NaN,100,13,36,NaN,66,66,70,NaN,7,120
11085,NaN,,NaN,,,,NaN,,,,NaN,,
11086,NaN,50,NaN,100,13,34,NaN,66,66,70,NaN,7,120
11087,NaN,,NaN,,,,NaN,,,,NaN,,
11088,NaN,49,NaN,100,13,34,NaN,66,66,69,NaN,7,118
11089,NaN,,NaN,,,,NaN,,,,NaN,,
11090,NaN,50,NaN,100,13,34,NaN,66,66,69,NaN,7,118
11091,NaN,,NaN,,,,NaN,,,,NaN,,
11092,NaN,49,NaN,100,13,35,NaN,65,66,68,NaN,7,116
11093,NaN,,NaN,,,,NaN,,,,NaN,,
11094,NaN,50,NaN,100,13,35,NaN,65,66,69,NaN,7,118
11095,NaN,,NaN,,,,NaN,,,,NaN,,
11096,NaN,50,NaN,100,13,35,NaN,66,66,69,NaN,7,118
11097,NaN,,NaN,,,,NaN,,,,NaN,,
11098,NaN,51,NaN,100,13,36,NaN,66,66,69,NaN,7,118
11099,NaN,,NaN,,,,NaN,,,,NaN,,
11100,NaN,51,NaN,100,13,36,NaN,66,67,70,NaN,7,119
11101,NaN,,NaN,,,,NaN,,,,NaN,,
11102,NaN,52,NaN,100,13,36,NaN,66,67,70,NaN,7,119
11103,NaN,,NaN,,,,NaN,,,,NaN,,
11104,NaN,52,NaN,100,13,36,NaN,67,67,71,NaN,7,120
11105,NaN,,NaN,,,,NaN,,,,NaN,,
11106,NaN,51,NaN,100,13,36,NaN,67,67,70,NaN,7,118
11107,NaN,,NaN,,,,NaN,,,,NaN,,
11108,NaN,53,NaN,100,13,36,NaN,67,67,71,NaN,7,119
11109,NaN,,NaN,,,,NaN,,,,NaN,,
11110,NaN,52,NaN,100,13,36,NaN,67,67,71,NaN,7,120
11111,NaN,,NaN,,,,NaN,,,,NaN,,
11112,NaN,54,NaN,100,13,36,NaN,67,67,72,NaN,7,121
11113,NaN,,NaN,,,,NaN,,,,NaN,,
11114,NaN,53,NaN,100,13,36,NaN,67,67,72,NaN,7,122
11115,NaN,,NaN,,,,NaN,,,,NaN,,
11116,NaN,54,NaN,100,13,36,NaN,67,67,72,NaN,7,122
11117,NaN,,NaN,,,,NaN,,,,NaN,,
11118,NaN,55,NaN,100,13,36,NaN,67,67,73,NaN,7,124
11119,NaN,,NaN,,,,NaN,,,,NaN,,
11120,NaN,54,NaN,100,13,36,NaN,67,67,74,NaN,7,124
11121,NaN,,NaN,,,,NaN,,,,NaN,,
11122,NaN,54,NaN,100,13,36,NaN,67,67,75,NaN,7,125
11123,NaN,,NaN,,,,NaN,,,,NaN,,
11124,NaN,53,NaN,100,13,36,NaN,67,67,74,NaN,7,123
11125,NaN,,NaN,,,,NaN,,,,NaN,,
11126,NaN,54,NaN,100,13,36,NaN,67,67,74,NaN,7,123
11127,NaN,,NaN,,,,NaN,,,,NaN,,
11128,NaN,54,NaN,100,13,36,NaN,67,67,74,NaN,7,124
11129,NaN,,NaN,,,,NaN,,,,NaN,,
11130,NaN,55,NaN,100,13,36,NaN,67,67,75,NaN,7,124
11131,NaN,,NaN,,,,NaN,,,,NaN,,
11132,NaN,54,NaN,100,13,36,NaN,67,67,75,NaN,7,125
11133,NaN,,NaN,,,,NaN,,,,NaN,,
11134,NaN,53,NaN,100,13,36,NaN,66,67,73,NaN,7,122
11135,NaN,,NaN,,,,NaN,,,,NaN,,
11136,NaN,54,NaN,100,13,35,NaN,66,67,73,NaN,7,123
11137,NaN,,NaN,,,,NaN,,,,NaN,,
11138,NaN,52,NaN,100,13,35,NaN,66,67,73,NaN,7,123
11139,NaN,,NaN,,,,NaN,,,,NaN,,
11140,NaN,52,NaN,100,13,35,NaN,66,67,73,NaN,7,122
11141,NaN,,NaN,,,,NaN,,,,NaN,,
11142,NaN,52,NaN,100,13,36,NaN,66,66,72,NaN,7,122
11143,NaN,,NaN,,,,NaN,,,,NaN,,
11144,NaN,51,NaN,100,13,36,NaN,66,66,72,NaN,7,122
11145,NaN,,NaN,,,,NaN,,,,NaN,,
11146,NaN,51,NaN,100,13,36,NaN,66,66,72,NaN,7,122
11147,NaN,,NaN,,,,NaN,,,,NaN,,
11148,NaN,51,NaN,100,13,36,NaN,65,66,71,NaN,7,121
11149,NaN,,NaN,,,,NaN,,,,NaN,,
11150,NaN,63,NaN,100,13,36,NaN,65,66,74,NaN,7,127
11151,NaN,,NaN,,,,NaN,,,,NaN,,
11152,NaN,63,NaN,100,13,36,NaN,65,66,74,NaN,7,127
11153,NaN,,NaN,,,,NaN,,,,NaN,,
11154,NaN,54,NaN,100,13,36,NaN,65,66,54,NaN,7,54
11155,NaN,,NaN,,,,NaN,,,,NaN,,
11156,NaN,54,NaN,100,13,36,NaN,65,66,54,NaN,7,54
11157,NaN,,NaN,,,,NaN,,,,NaN,,
11158,NaN,54,NaN,100,13,36,NaN,65,66,54,NaN,7,54
11159,NaN,,NaN,,,,NaN,,,,NaN,,
11160,NaN,39,NaN,100,13,36,NaN,65,66,42,NaN,7,43
11161,NaN,,NaN,,,,NaN,,,,NaN,,
11162,NaN,39,NaN,100,13,36,NaN,65,66,42,NaN,7,43
11163,NaN,,NaN,,,,NaN,,,,NaN,,
11164,NaN,39,NaN,100,13,36,NaN,65,66,42,NaN,7,43
11165,NaN,,NaN,,,,NaN,,,,NaN,,
11166,NaN,34,NaN,100,13,36,NaN,65,66,34,NaN,7,34
11167,NaN,,NaN,,,,NaN,,,,NaN,,
11168,NaN,45,NaN,100,13,37,NaN,65,66,34,NaN,7,57
11169,NaN,,NaN,,,,NaN,,,,NaN,,
11170,NaN,53,NaN,100,13,37,NaN,65,66,48,NaN,7,79
11171,NaN,,NaN,,,,NaN,,,,NaN,,
11172,NaN,59,NaN,100,13,37,NaN,65,66,59,NaN,7,102
11173,NaN,,NaN,,,,NaN,,,,NaN,,
11174,NaN,57,NaN,100,13,36,NaN,65,66,65,NaN,7,118
11175,NaN,,NaN,,,,NaN,,,,NaN,,
11176,NaN,55,NaN,100,13,36,NaN,65,66,69,NaN,7,120
11177,NaN,,NaN,,,,NaN,,,,NaN,,
11178,NaN,55,NaN,100,13,36,NaN,65,66,73,NaN,7,122
11179,NaN,,NaN,,,,NaN,,,,NaN,,
11180,NaN,55,NaN,100,13,37,NaN,66,66,74,NaN,7,122
11181,NaN,,NaN,,,,NaN,,,,NaN,,
11182,NaN,55,NaN,100,13,37,NaN,66,66,75,NaN,7,122
11183,NaN,,NaN,,,,NaN,,,,NaN,,
11184,NaN,54,NaN,100,13,37,NaN,66,67,75,NaN,7,122
11185,NaN,,NaN,,,,NaN,,,,NaN,,
11186,NaN,54,NaN,100,13,36,NaN,66,67,75,NaN,7,119
11187,NaN,,NaN,,,,NaN,,,,NaN,,
11188,NaN,53,NaN,100,13,36,NaN,66,67,74,NaN,7,119
11189,NaN,,NaN,,,,NaN,,,,NaN,,
11190,NaN,54,NaN,100,13,36,NaN,66,67,75,NaN,7,119
11191,NaN,,NaN,,,,NaN,,,,NaN,,
11192,NaN,54,NaN,100,13,36,NaN,66,67,75,NaN,7,122
11193,NaN,,NaN,,,,NaN,,,,NaN,,
11194,NaN,54,NaN,100,13,36,NaN,66,66,75,NaN,7,122
11195,NaN,,NaN,,,,NaN,,,,NaN,,
11196,NaN,55,NaN,100,13,36,NaN,66,66,76,NaN,7,126
11197,NaN,,NaN,,,,NaN,,,,NaN,,
