time,SNUADC/ECG_II,Solar8000/PLETH_HR,SNUADC/ART,Solar8000/ART_DBP,Solar8000/CVP,Solar8000/ART_SBP,SNUADC/CVP,SNUADC/ECG_V5,Solar8000/ETCO2,Solar8000/RR_CO2,Solar8000/ART_MBP,Solar8000/HR,Solar8000/PLETH_SPO2
421,NaN,,NaN,,,,NaN,NaN,,,,,
422,NaN,72,NaN,-18,-30,-18,NaN,NaN,0,,-18,71,100
423,NaN,,NaN,,,,NaN,NaN,,,,,
424,NaN,72,NaN,-18,-30,-18,NaN,NaN,0,,-18,71,100
425,NaN,,NaN,,,,NaN,NaN,,,,,
426,NaN,72,NaN,-18,-30,-18,NaN,NaN,0,,-18,71,100
427,NaN,,NaN,,,,NaN,NaN,,,,,
428,NaN,72,NaN,-18,-30,-18,NaN,NaN,0,,-18,71,100
429,NaN,,NaN,,,,NaN,NaN,,,,,
430,NaN,71,NaN,-16,-30,-16,NaN,NaN,0,,-16,71,100
431,NaN,,NaN,,,,NaN,NaN,,,,,
432,NaN,71,NaN,-19,-30,-15,NaN,NaN,0,,-17,71,100
433,NaN,,NaN,,,,NaN,NaN,,,,,
434,NaN,73,NaN,-19,-29,-15,NaN,NaN,0,,-17,71,98
435,NaN,,NaN,,,,NaN,NaN,,,,,
436,NaN,73,NaN,-17,-29,-17,NaN,NaN,0,,-17,70,99
437,NaN,,NaN,,,,NaN,NaN,,,,,
438,NaN,73,NaN,-17,-29,-17,NaN,NaN,0,,-17,70,99
439,NaN,,NaN,,,,NaN,NaN,,,,,
440,NaN,72,NaN,-17,-29,-17,NaN,NaN,0,,-17,69,99
441,NaN,,NaN,,,,NaN,NaN,,,,,
442,NaN,71,NaN,-17,-29,-17,NaN,NaN,0,,-17,69,99
443,NaN,,NaN,,,,NaN,NaN,,,,,
444,NaN,70,NaN,-18,-29,-18,NaN,NaN,0,,-18,69,99
445,NaN,,NaN,,,,NaN,NaN,,,,,
446,NaN,70,NaN,-18,-29,-18,NaN,NaN,0,,-18,69,99
447,NaN,,NaN,,,,NaN,NaN,,,,,
448,NaN,70,NaN,-17,-29,-17,NaN,NaN,0,,-17,69,100
449,NaN,,NaN,,,,NaN,NaN,,,,,
450,NaN,69,NaN,-17,-29,-17,NaN,NaN,0,,-17,69,100
451,NaN,,NaN,,,,NaN,NaN,,,,,
452,NaN,69,NaN,-18,-29,-18,NaN,NaN,0,,-18,69,100
453,NaN,,NaN,,,,NaN,NaN,,,,,
454,NaN,69,NaN,-18,-29,-18,NaN,NaN,0,,-18,68,100
455,NaN,,NaN,,,,NaN,NaN,,,,,
456,NaN,69,NaN,-18,-29,-18,NaN,NaN,0,,-18,69,100
457,NaN,,NaN,,,,NaN,NaN,,,,,
458,NaN,69,NaN,-18,-29,-18,NaN,NaN,0,,-18,69,100
459,NaN,,NaN,,,,NaN,NaN,,,,,
460,NaN,69,NaN,-17,-29,-17,NaN,NaN,0,,-17,69,100
461,NaN,,NaN,,,,NaN,NaN,,,,,
462,NaN,69,NaN,-17,-30,-17,NaN,NaN,0,,-17,68,100
463,NaN,,NaN,,,,NaN,NaN,,,,,
464,NaN,,NaN,,,,NaN,NaN,,,,,
465,NaN,,NaN,,,,NaN,NaN,,,,,
466,NaN,,NaN,,,,NaN,NaN,,,,,
467,NaN,,NaN,,,,NaN,NaN,,,,,
468,NaN,,NaN,,,,NaN,NaN,,,,,
469,NaN,,NaN,,,,NaN,NaN,,,,,
470,NaN,,NaN,,,,NaN,NaN,,,,,
471,NaN,,NaN,,,,NaN,NaN,,,,,
472,NaN,,NaN,,,,NaN,NaN,,,,,
473,NaN,,NaN,,,,NaN,NaN,,,,,
474,NaN,,NaN,,,,NaN,NaN,,,,,
475,NaN,,NaN,,,,NaN,NaN,,,,,
476,NaN,,NaN,,,,NaN,NaN,,,,,
477,NaN,,NaN,,,,NaN,NaN,,,,,
478,NaN,,NaN,,,,NaN,NaN,,,,,
479,NaN,,NaN,,,,NaN,NaN,,,,,
480,NaN,,NaN,,,,NaN,NaN,,,,,
481,NaN,,NaN,,,,NaN,NaN,,,,,
482,NaN,67,NaN,-17,-29,-17,NaN,NaN,0,,-17,66,98
483,NaN,,NaN,,,,NaN,NaN,,,,,
484,NaN,66,NaN,-17,-29,-17,NaN,NaN,0,,-17,66,99
485,NaN,,NaN,,,,NaN,NaN,,,,,
486,NaN,66,NaN,-17,-29,-17,NaN,NaN,0,,-17,66,100
487,NaN,,NaN,,,,NaN,NaN,,,,,
488,NaN,66,NaN,-17,-29,-17,NaN,NaN,0,,-17,66,100
489,NaN,,NaN,,,,NaN,NaN,,,,,
490,NaN,66,NaN,-17,-29,-17,NaN,NaN,0,,-17,66,100
491,NaN,,NaN,,,,NaN,NaN,,,,,
492,NaN,66,NaN,-16,-30,-16,NaN,NaN,0,,-16,66,99
493,NaN,,NaN,,,,NaN,NaN,,,,,
494,NaN,67,NaN,-16,-30,-16,NaN,NaN,0,,-16,66,99
495,NaN,,NaN,,,,NaN,NaN,,,,,
496,NaN,66,NaN,-17,-30,-17,NaN,NaN,0,,-17,66,98
497,NaN,,NaN,,,,NaN,NaN,,,,,
498,NaN,66,NaN,-17,-30,-17,NaN,NaN,0,,-17,66,98
499,NaN,,NaN,,,,NaN,NaN,,,,,
500,NaN,66,NaN,-17,-30,-17,NaN,NaN,0,,-17,66,98
501,NaN,,NaN,,,,NaN,NaN,,,,,
502,NaN,66,NaN,-17,-29,-17,NaN,NaN,0,,-17,65,99
503,NaN,,NaN,,,,NaN,NaN,,,,,
504,NaN,66,NaN,-17,-29,-17,NaN,NaN,0,,-17,66,99
505,NaN,,NaN,,,,NaN,NaN,,,,,
506,NaN,66,NaN,-17,-29,-17,NaN,NaN,0,,-17,65,99
507,NaN,,NaN,,,,NaN,NaN,,,,,
508,NaN,66,NaN,-17,-29,-17,NaN,NaN,0,,-17,65,99
509,NaN,,NaN,,,,NaN,NaN,,,,,
510,NaN,66,NaN,-17,-29,-17,NaN,NaN,0,,-17,66,99
511,NaN,,NaN,,,,NaN,NaN,,,,,
512,NaN,67,NaN,-17,-29,-17,NaN,NaN,0,,-17,66,98
513,NaN,,NaN,,,,NaN,NaN,,,,,
514,NaN,67,NaN,-17,-29,-17,NaN,NaN,0,,-17,67,99
515,NaN,,NaN,,,,NaN,NaN,,,,,
516,NaN,68,NaN,-18,-29,-18,NaN,NaN,0,,-18,67,98
517,NaN,,NaN,,,,NaN,NaN,,,,,
518,NaN,68,NaN,-18,-30,-18,NaN,NaN,0,,-18,67,97
519,NaN,,NaN,,,,NaN,NaN,,,,,
520,NaN,67,NaN,-16,-30,-16,NaN,NaN,0,,-16,67,98
521,NaN,,NaN,,,,NaN,NaN,,,,,
522,NaN,67,NaN,-16,-30,-16,NaN,NaN,0,,-16,66,99
523,NaN,,NaN,,,,NaN,NaN,,,,,
524,NaN,67,NaN,-16,-30,-16,NaN,NaN,0,,-16,66,99
525,NaN,,NaN,,,,NaN,NaN,,,,,
526,NaN,66,NaN,-16,-30,-16,NaN,NaN,0,,-16,66,100
527,NaN,,NaN,,,,NaN,NaN,,,,,
528,NaN,67,NaN,-17,-30,-17,NaN,NaN,0,,-17,66,99
529,NaN,,NaN,,,,NaN,NaN,,,,,
530,NaN,67,NaN,-17,-30,-17,NaN,NaN,0,,-17,67,99
531,NaN,,NaN,,,,NaN,NaN,,,,,
532,NaN,67,NaN,-17,-30,-17,NaN,NaN,0,,-17,68,99
533,NaN,,NaN,,,,NaN,NaN,,,,,
534,NaN,68,NaN,-17,-30,-17,NaN,NaN,0,,-17,68,98
535,NaN,,NaN,,,,NaN,NaN,,,,,
536,NaN,68,NaN,-17,-29,-17,NaN,NaN,0,,-17,68,98
537,NaN,,NaN,,,,NaN,NaN,,,,,
538,NaN,69,NaN,-17,-29,-17,NaN,NaN,0,,-17,68,98
539,NaN,,NaN,,,,NaN,NaN,,,,,
540,NaN,69,NaN,-17,-29,-17,NaN,NaN,0,,-17,69,98
541,NaN,,NaN,,,,NaN,NaN,,,,,
542,NaN,69,NaN,-17,-29,-17,NaN,NaN,0,,-17,69,97
543,NaN,,NaN,,,,NaN,NaN,,,,,
544,NaN,69,NaN,-17,-30,-17,NaN,NaN,0,,-17,69,97
545,NaN,,NaN,,,,NaN,NaN,,,,,
546,NaN,69,NaN,-17,-30,-17,NaN,NaN,0,,-17,69,97
547,NaN,,NaN,,,,NaN,NaN,,,,,
548,NaN,69,NaN,-17,-30,-17,NaN,NaN,0,,-17,69,97
549,NaN,,NaN,,,,NaN,NaN,,,,,
550,NaN,70,NaN,-17,-30,-17,NaN,NaN,0,,-17,69,97
551,NaN,,NaN,,,,NaN,NaN,,,,,
552,NaN,70,NaN,-16,-30,-16,NaN,NaN,0,,-16,69,97
553,NaN,,NaN,,,,NaN,NaN,,,,,
554,NaN,70,NaN,-16,-30,-16,NaN,NaN,0,,-16,69,97
555,NaN,,NaN,,,,NaN,NaN,,,,,
556,NaN,70,NaN,-17,-30,-17,NaN,NaN,0,,-17,69,97
557,NaN,,NaN,,,,NaN,NaN,,,,,
558,NaN,69,NaN,-17,-30,-17,NaN,NaN,0,,-17,68,96
559,NaN,,NaN,,,,NaN,NaN,,,,,
560,NaN,69,NaN,-17,-30,-17,NaN,NaN,0,,-17,68,96
561,NaN,,NaN,,,,NaN,NaN,,,,,
562,NaN,69,NaN,-17,-31,-17,NaN,NaN,0,,-17,68,96
563,NaN,,NaN,,,,NaN,NaN,,,,,
564,NaN,69,NaN,-17,-31,-17,NaN,NaN,0,,-17,68,96
565,NaN,,NaN,,,,NaN,NaN,,,,,
566,NaN,69,NaN,-17,-30,-17,NaN,NaN,0,,-17,68,95
567,NaN,,NaN,,,,NaN,NaN,,,,,
568,NaN,69,NaN,-20,-30,-15,NaN,NaN,0,,-17,68,95
569,NaN,,NaN,,,,NaN,NaN,,,,,
570,NaN,69,NaN,-20,-30,-15,NaN,NaN,0,,-17,68,95
571,NaN,,NaN,,,,NaN,NaN,,,,,
572,NaN,70,NaN,-17,-30,-17,NaN,NaN,0,,-17,69,94
573,NaN,,NaN,,,,NaN,NaN,,,,,
574,NaN,70,NaN,-17,-29,-17,NaN,NaN,0,,-17,70,94
575,NaN,,NaN,,,,NaN,NaN,,,,,
576,NaN,71,NaN,-17,-29,-17,NaN,NaN,0,,-17,71,93
577,NaN,,NaN,,,,NaN,NaN,,,,,
578,NaN,71,NaN,-17,-30,-17,NaN,NaN,0,,-17,70,93
579,NaN,,NaN,,,,NaN,NaN,,,,,
580,NaN,71,NaN,-19,-30,-17,NaN,NaN,0,,-17,70,93
581,NaN,,NaN,,,,NaN,NaN,,,,,
582,NaN,71,NaN,-20,-30,-13,NaN,NaN,0,,-17,70,93
583,NaN,,NaN,,,,NaN,NaN,,,,,
584,NaN,72,NaN,-19,-30,-14,NaN,NaN,0,,-17,75,93
585,NaN,,NaN,,,,NaN,NaN,,,,,
586,NaN,75,NaN,-19,-30,-14,NaN,NaN,0,,-17,80,93
587,NaN,,NaN,,,,NaN,NaN,,,,,
588,NaN,79,NaN,-17,-30,-17,NaN,NaN,0,,-17,86,93
589,NaN,,NaN,,,,NaN,NaN,,,,,
590,NaN,82,NaN,-17,-30,-17,NaN,NaN,0,,-17,83,93
591,NaN,,NaN,,,,NaN,NaN,,,,,
592,NaN,84,NaN,-17,-30,-17,NaN,NaN,0,,-17,84,93
593,NaN,,NaN,,,,NaN,NaN,,,,,
594,NaN,82,NaN,-17,-30,-17,NaN,NaN,,,-17,80,93
595,NaN,,NaN,,,,NaN,NaN,,,,,
596,NaN,82,NaN,-17,-30,-17,NaN,NaN,,,-17,83,93
597,NaN,,NaN,,,,NaN,NaN,,,,,
598,NaN,83,NaN,-17,-30,-17,NaN,NaN,,,-17,83,94
599,NaN,,NaN,,,,NaN,NaN,,,,,
600,NaN,85,NaN,-17,-30,-17,NaN,NaN,,,-17,86,94
601,NaN,,NaN,,,,NaN,NaN,,,,,
602,NaN,86,NaN,-17,-30,-17,NaN,NaN,,,-17,85,94
603,NaN,,NaN,,,,NaN,NaN,,,,,
604,NaN,87,NaN,-17,-30,-17,NaN,NaN,,,-17,87,94
605,NaN,,NaN,,,,NaN,NaN,,,,,
606,NaN,86,NaN,-17,-30,-17,NaN,NaN,,,-17,84,94
607,NaN,,NaN,,,,NaN,NaN,,,,,
608,NaN,84,NaN,-18,-29,-18,NaN,NaN,,,-18,85,94
609,NaN,,NaN,,,,NaN,NaN,,,,,
610,NaN,85,NaN,-18,-29,-18,NaN,NaN,,,-18,83,95
611,NaN,,NaN,,,,NaN,NaN,,,,,
612,NaN,82,NaN,-16,-30,-16,NaN,NaN,,,-16,82,94
613,NaN,,NaN,,,,NaN,NaN,,,,,
614,NaN,84,NaN,-16,-30,-16,NaN,NaN,,,-16,83,94
615,NaN,,NaN,,,,NaN,NaN,,,,,
616,NaN,82,NaN,-17,-30,-17,NaN,NaN,,,-17,81,94
617,NaN,,NaN,,,,NaN,NaN,,,,,
618,NaN,82,NaN,-17,-30,-17,NaN,NaN,,,-17,81,94
619,NaN,,NaN,,,,NaN,NaN,,,,,
620,NaN,80,NaN,-17,-30,-17,NaN,NaN,,,-17,78,94
621,NaN,,NaN,,,,NaN,NaN,,,,,
622,NaN,78,NaN,-17,-30,-17,NaN,NaN,,,-17,78,94
623,NaN,,NaN,,,,NaN,NaN,,,,,
624,NaN,77,NaN,-17,-30,-17,NaN,NaN,,,-17,75,94
625,NaN,,NaN,,,,NaN,NaN,,,,,
626,NaN,77,NaN,-17,-30,-17,NaN,NaN,,,-17,77,94
627,NaN,,NaN,,,,NaN,NaN,,,,,
628,NaN,76,NaN,-17,-30,-17,NaN,NaN,,,-17,76,94
629,NaN,,NaN,,,,NaN,NaN,,,,,
630,NaN,76,NaN,-17,-30,-17,NaN,NaN,,,-17,76,94
631,NaN,,NaN,,,,NaN,NaN,,,,,
632,NaN,76,NaN,-17,-30,-17,NaN,NaN,,,-17,74,94
633,NaN,,NaN,,,,NaN,NaN,,,,,
634,NaN,73,NaN,-17,-29,-17,NaN,NaN,,,-17,72,94
635,NaN,,NaN,,,,NaN,NaN,,,,,
636,NaN,73,NaN,-17,-29,-17,NaN,NaN,,,-17,72,94
637,NaN,,NaN,,,,NaN,NaN,,,,,
638,NaN,73,NaN,-17,-29,-17,NaN,NaN,,,-17,72,94
639,NaN,,NaN,,,,NaN,NaN,,,,,
640,NaN,73,NaN,-18,-29,-18,NaN,NaN,,,-18,72,94
641,NaN,,NaN,,,,NaN,NaN,,,,,
642,NaN,73,NaN,-18,-29,-18,NaN,NaN,,,-18,73,94
643,NaN,,NaN,,,,NaN,NaN,,,,,
644,NaN,73,NaN,-16,-29,-16,NaN,NaN,,,-16,73,94
645,NaN,,NaN,,,,NaN,NaN,,,,,
646,NaN,73,NaN,-16,-30,-16,NaN,NaN,,,-16,72,94
647,NaN,,NaN,,,,NaN,NaN,,,,,
648,NaN,72,NaN,-17,-30,-17,NaN,NaN,,,-17,71,94
649,NaN,,NaN,,,,NaN,NaN,,,,,
650,NaN,73,NaN,-17,-31,-17,NaN,NaN,,,-17,73,94
651,NaN,,NaN,,,,NaN,NaN,,,,,
652,NaN,74,NaN,-17,-31,-17,NaN,NaN,,,-17,74,95
653,NaN,,NaN,,,,NaN,NaN,,,,,
654,NaN,75,NaN,-17,-31,-17,NaN,NaN,,,-17,76,95
655,NaN,,NaN,,,,NaN,NaN,,,,,
656,NaN,77,NaN,-17,-31,-17,NaN,NaN,,,-17,76,96
657,NaN,,NaN,,,,NaN,NaN,,,,,
658,NaN,76,NaN,-17,-31,-17,NaN,NaN,,,-17,75,97
659,NaN,,NaN,,,,NaN,NaN,,,,,
660,NaN,76,NaN,-17,-31,-17,NaN,NaN,,,-17,75,96
661,NaN,,NaN,,,,NaN,NaN,,,,,
662,NaN,77,NaN,-17,-31,-17,NaN,NaN,,,-17,76,97
663,NaN,,NaN,,,,NaN,NaN,,,,,
664,NaN,76,NaN,-18,-31,-18,NaN,NaN,,,-18,78,97
665,NaN,,NaN,,,,NaN,NaN,,,,,
666,NaN,79,NaN,-18,-31,-18,NaN,NaN,,,-18,79,98
667,NaN,,NaN,,,,NaN,NaN,,,,,
668,NaN,78,NaN,-18,-31,-18,NaN,NaN,,,-18,77,98
669,NaN,,NaN,,,,NaN,NaN,,,,,
670,NaN,77,NaN,-18,-31,-18,NaN,NaN,,,-18,77,98
671,NaN,,NaN,,,,NaN,NaN,,,,,
672,NaN,76,NaN,-16,-31,-16,NaN,NaN,,,-16,74,98
673,NaN,,NaN,,,,NaN,NaN,,,,,
674,NaN,74,NaN,-16,-31,-16,NaN,NaN,,,-16,73,98
675,NaN,,NaN,,,,NaN,NaN,,,,,
676,NaN,72,NaN,-17,-31,-17,NaN,NaN,,,-17,72,97
677,NaN,,NaN,,,,NaN,NaN,,,,,
678,NaN,72,NaN,-17,-31,-17,NaN,NaN,,,-17,72,98
679,NaN,,NaN,,,,NaN,NaN,,,,,
680,NaN,71,NaN,-17,-31,-17,NaN,NaN,,,-17,71,99
681,NaN,,NaN,,,,NaN,NaN,,,,,
682,NaN,71,NaN,-17,-31,-17,NaN,NaN,,,-17,70,100
683,NaN,,NaN,,,,NaN,NaN,,,,,
684,NaN,70,NaN,-18,-31,-18,NaN,NaN,,,-18,69,100
685,NaN,,NaN,,,,NaN,NaN,,,,,
686,NaN,69,NaN,-18,-31,-18,NaN,NaN,,,-18,68,99
687,NaN,,NaN,,,,NaN,NaN,,,,,
688,NaN,68,NaN,-17,-31,-17,NaN,NaN,,,-17,67,99
689,NaN,,NaN,,,,NaN,NaN,,,,,
690,NaN,68,NaN,-17,-31,-17,NaN,NaN,,,-17,67,100
691,NaN,,NaN,,,,NaN,NaN,,,,,
692,NaN,67,NaN,-18,-31,-18,NaN,NaN,,,-18,67,100
693,NaN,,NaN,,,,NaN,NaN,,,,,
694,NaN,67,NaN,-18,-31,-18,NaN,NaN,,,-18,66,100
695,NaN,,NaN,,,,NaN,NaN,,,,,
696,NaN,66,NaN,-18,-31,-18,NaN,NaN,,,-18,65,100
697,NaN,,NaN,,,,NaN,NaN,,,,,
698,NaN,66,NaN,-19,-31,-17,NaN,NaN,,,-18,65,100
699,NaN,,NaN,,,,NaN,NaN,,,,,
700,NaN,65,NaN,-19,-31,-17,NaN,NaN,,,-18,65,100
701,NaN,,NaN,,,,NaN,NaN,,,,,
702,NaN,65,NaN,-16,-31,-16,NaN,NaN,,,-16,64,100
703,NaN,,NaN,,,,NaN,NaN,,,,,
704,NaN,64,NaN,-19,-31,-16,NaN,NaN,,,-17,63,100
705,NaN,,NaN,,,,NaN,NaN,,,,,
706,NaN,63,NaN,-19,-31,-16,NaN,NaN,,,-17,62,100
707,NaN,,NaN,,,,NaN,NaN,,,,,
708,NaN,63,NaN,-17,-31,-17,NaN,NaN,,,-17,62,100
709,NaN,,NaN,,,,NaN,NaN,,,,,
710,NaN,62,NaN,-17,-30,-17,NaN,NaN,,,-17,62,100
711,NaN,,NaN,,,,NaN,NaN,,,,,
712,NaN,62,NaN,-17,-30,-17,NaN,NaN,,,-17,62,100
713,NaN,,NaN,,,,NaN,NaN,,,,,
714,NaN,62,NaN,-19,-30,-18,NaN,NaN,,,-17,61,100
715,NaN,,NaN,,,,NaN,NaN,,,,,
716,NaN,62,NaN,-19,-30,-18,NaN,NaN,,,-17,61,100
717,NaN,,NaN,,,,NaN,NaN,,,,,
718,NaN,62,NaN,-19,-31,-18,NaN,NaN,,,-17,61,100
719,NaN,,NaN,,,,NaN,NaN,,,,,
720,NaN,61,NaN,-18,-31,-18,NaN,NaN,,,-18,61,100
721,NaN,,NaN,,,,NaN,NaN,,,,,
722,NaN,61,NaN,-18,-31,-18,NaN,NaN,,,-18,60,100
723,NaN,,NaN,,,,NaN,NaN,,,,,
724,NaN,61,NaN,-18,-31,-18,NaN,NaN,,,-18,60,100
725,NaN,,NaN,,,,NaN,NaN,,,,,
726,NaN,61,NaN,-18,-31,-18,NaN,NaN,,,-18,60,100
727,NaN,,NaN,,,,NaN,NaN,,,,,
728,NaN,61,NaN,-18,-31,-18,NaN,NaN,,,-18,60,100
729,NaN,,NaN,,,,NaN,NaN,,,,,
730,NaN,61,NaN,-18,-31,-18,NaN,NaN,,,-18,60,100
731,NaN,,NaN,,,,NaN,NaN,,,,,
732,NaN,61,NaN,-19,-31,-18,NaN,NaN,,,-18,60,100
733,NaN,,NaN,,,,NaN,NaN,,,,,
734,NaN,60,NaN,-19,-31,-18,NaN,NaN,,,-18,60,100
735,NaN,,NaN,,,,NaN,NaN,,,,,
736,NaN,60,NaN,-17,-31,-17,NaN,NaN,,,-17,60,100
737,NaN,,NaN,,,,NaN,NaN,,,,,
738,NaN,60,NaN,-17,-31,-17,NaN,NaN,,,-17,59,100
739,NaN,,NaN,,,,NaN,NaN,,,,,
740,NaN,60,NaN,-17,-31,-17,NaN,NaN,,,-17,60,100
741,NaN,,NaN,,,,NaN,NaN,,,,,
742,NaN,60,NaN,-17,-31,-17,NaN,NaN,,,-17,59,100
743,NaN,,NaN,,,,NaN,NaN,,,,,
744,NaN,60,NaN,-18,-30,-18,NaN,NaN,,,-18,60,100
745,NaN,,NaN,,,,NaN,NaN,,,,,
746,NaN,60,NaN,-18,-30,-18,NaN,NaN,,,-18,59,100
747,NaN,,NaN,,,,NaN,NaN,,,,,
748,NaN,60,NaN,-18,-30,-18,NaN,NaN,,,-18,59,100
749,NaN,,NaN,,,,NaN,NaN,,,,,
750,NaN,60,NaN,-18,-30,-18,NaN,NaN,,,-18,59,100
751,NaN,,NaN,,,,NaN,NaN,,,,,
752,NaN,60,NaN,-18,-30,-18,NaN,NaN,,,-18,59,100
753,NaN,,NaN,,,,NaN,NaN,,,,,
754,NaN,59,NaN,-18,-31,-18,NaN,NaN,,,-18,58,100
755,NaN,,NaN,,,,NaN,NaN,,,,,
756,NaN,59,NaN,-18,-31,-18,NaN,NaN,,,-18,58,100
757,NaN,,NaN,,,,NaN,NaN,,,,,
758,NaN,59,NaN,-18,-31,-18,NaN,NaN,,,-18,58,100
759,NaN,,NaN,,,,NaN,NaN,,,,,
760,NaN,59,NaN,-18,-31,-18,NaN,NaN,,,-18,58,100
761,NaN,,NaN,,,,NaN,NaN,,,,,
762,NaN,59,NaN,-18,-31,-18,NaN,NaN,,,-18,58,100
763,NaN,,NaN,,,,NaN,NaN,,,,,
764,NaN,58,NaN,-17,-31,-17,NaN,NaN,,,-17,58,100
765,NaN,,NaN,,,,NaN,NaN,,,,,
766,NaN,58,NaN,-17,-31,-17,NaN,NaN,,,-17,58,100
767,NaN,,NaN,,,,NaN,NaN,,,,,
768,NaN,58,NaN,-18,-31,-16,NaN,NaN,,,-17,58,100
769,NaN,,NaN,,,,NaN,NaN,,,,,
770,NaN,59,NaN,-18,-31,-16,NaN,NaN,,,-17,58,100
771,NaN,,NaN,,,,NaN,NaN,,,,,
772,NaN,59,NaN,-18,-31,-18,NaN,NaN,,,-18,58,100
773,NaN,,NaN,,,,NaN,NaN,,,,,
774,NaN,59,NaN,-18,-30,-18,NaN,NaN,,,-18,59,100
775,NaN,,NaN,,,,NaN,NaN,,,,,
776,NaN,59,NaN,-18,-30,-18,NaN,NaN,,,-18,58,100
777,NaN,,NaN,,,,NaN,NaN,,,,,
778,NaN,59,NaN,-18,-30,-18,NaN,NaN,,,-18,58,100
779,NaN,,NaN,,,,NaN,NaN,,,,,
780,NaN,59,NaN,-18,-30,-18,NaN,NaN,,,-18,58,100
781,NaN,,NaN,,,,NaN,NaN,,,,,
782,NaN,58,NaN,-18,-30,-18,NaN,NaN,,,-18,58,100
783,NaN,,NaN,,,,NaN,NaN,,,,,
784,NaN,58,NaN,-18,-30,-18,NaN,NaN,,,-18,57,100
785,NaN,,NaN,,,,NaN,NaN,,,,,
786,NaN,58,NaN,-18,-30,-18,NaN,NaN,,,-18,58,100
787,NaN,,NaN,,,,NaN,NaN,,,,,
788,NaN,58,NaN,-18,-30,-18,NaN,NaN,,,-18,58,100
789,NaN,,NaN,,,,NaN,NaN,,,,,
790,NaN,58,NaN,-18,-30,-18,NaN,NaN,,,-18,58,100
791,NaN,,NaN,,,,NaN,NaN,,,,,
792,NaN,58,NaN,-18,-31,-18,NaN,NaN,,,-18,58,100
793,NaN,,NaN,,,,NaN,NaN,,,,,
794,NaN,58,NaN,-18,-31,-18,NaN,NaN,,,-18,58,100
795,NaN,,NaN,,,,NaN,NaN,,,,,
796,NaN,59,NaN,-18,-31,-18,NaN,NaN,,,-18,58,100
797,NaN,,NaN,,,,NaN,NaN,,,,,
798,NaN,59,NaN,-18,-31,-18,NaN,NaN,,,-18,59,100
799,NaN,,NaN,,,,NaN,NaN,,,,,
800,NaN,59,NaN,-17,-31,-17,NaN,NaN,,,-17,59,100
801,NaN,,NaN,,,,NaN,NaN,,,,,
802,NaN,59,NaN,-17,-31,-17,NaN,NaN,,,-17,59,100
803,NaN,,NaN,,,,NaN,NaN,,,,,
804,NaN,60,NaN,-18,-31,-18,NaN,NaN,,,-18,59,100
805,NaN,,NaN,,,,NaN,NaN,,,,,
806,NaN,60,NaN,-18,-31,-18,NaN,NaN,,,-18,59,100
807,NaN,,NaN,,,,NaN,NaN,,,,,
808,NaN,60,NaN,-18,-31,-18,NaN,NaN,,,-18,59,100
809,NaN,,NaN,,,,NaN,NaN,,,,,
810,NaN,60,NaN,-18,-31,-18,NaN,NaN,,,-18,59,100
811,NaN,,NaN,,,,NaN,NaN,,,,,
812,NaN,60,NaN,-18,-30,-18,NaN,NaN,,,-18,59,100
813,NaN,,NaN,,,,NaN,NaN,,,,,
814,NaN,60,NaN,-18,-30,-18,NaN,NaN,,,-18,59,100
815,NaN,,NaN,,,,NaN,NaN,,,,,
816,NaN,60,NaN,-19,-30,-19,NaN,NaN,,,-19,59,100
817,NaN,,NaN,,,,NaN,NaN,,,,,
818,NaN,60,NaN,-19,-30,-19,NaN,NaN,,,-19,59,100
819,NaN,,NaN,,,,NaN,NaN,,,,,
820,NaN,60,NaN,-18,-30,-18,NaN,NaN,,,-18,59,100
821,NaN,,NaN,,,,NaN,NaN,,,,,
822,NaN,59,NaN,-18,-30,-18,NaN,NaN,,,-18,59,100
823,NaN,,NaN,,,,NaN,NaN,,,,,
824,NaN,60,NaN,-18,-30,-18,NaN,NaN,,,-18,59,100
825,NaN,,NaN,,,,NaN,NaN,,,,,
826,NaN,60,NaN,-18,-31,-18,NaN,NaN,,,-18,59,100
827,NaN,,NaN,,,,NaN,NaN,,,,,
828,NaN,59,NaN,-18,-31,-18,NaN,NaN,,,-18,59,100
829,NaN,,NaN,,,,NaN,NaN,,,,,
830,NaN,59,NaN,-18,-31,-18,NaN,NaN,,,-18,59,100
831,NaN,,NaN,,,,NaN,NaN,,,,,
832,NaN,59,NaN,-17,-31,-17,NaN,NaN,,,-17,59,100
833,NaN,,NaN,,,,NaN,NaN,,,,,
834,NaN,59,NaN,-17,-31,-17,NaN,NaN,,,-17,59,100
835,NaN,,NaN,,,,NaN,NaN,,,,,
836,NaN,59,NaN,-18,-31,-18,NaN,NaN,,,-18,59,100
837,NaN,,NaN,,,,NaN,NaN,,,,,
838,NaN,59,NaN,-18,-31,-18,NaN,NaN,,,-18,58,100
839,NaN,,NaN,,,,NaN,NaN,,,,,
840,NaN,59,NaN,-18,-31,-18,NaN,NaN,,,-18,58,100
841,NaN,,NaN,,,,NaN,NaN,,,,,
842,NaN,59,NaN,-18,-30,-18,NaN,NaN,,,-18,58,100
843,NaN,,NaN,,,,NaN,NaN,,,,,
844,NaN,59,NaN,-18,-30,-18,NaN,NaN,,,-18,58,100
845,NaN,,NaN,,,,NaN,NaN,,,,,
846,NaN,59,NaN,-18,-30,-18,NaN,NaN,,,-18,58,100
