time,Solar8000/CVP,SNUADC/CVP,Solar8000/RR_CO2,Solar8000/ART_DBP,Solar8000/HR,Solar8000/PLETH_HR,SNUADC/ECG_V5,Solar8000/ART_SBP,SNUADC/ECG_II,Solar8000/ART_MBP,Solar8000/PLETH_SPO2,SNUADC/ART,Solar8000/ETCO2
437,-16,NaN,16,74,152,153,NaN,147,NaN,96,100,NaN,38
438,,NaN,,,,,NaN,,NaN,,,NaN,
439,-16,NaN,16,77,152,153,NaN,149,NaN,97,100,NaN,38
440,,NaN,,,,,NaN,,NaN,,,NaN,
441,-16,NaN,16,73,152,153,NaN,147,NaN,96,100,NaN,38
442,,NaN,,,,,NaN,,NaN,,,NaN,
443,-16,NaN,16,73,152,153,NaN,147,NaN,94,100,NaN,38
444,,NaN,,,,,NaN,,NaN,,,NaN,
445,-16,NaN,16,70,152,153,NaN,143,NaN,92,100,NaN,38
446,,NaN,,,,,NaN,,NaN,,,NaN,
447,-16,NaN,16,70,152,153,NaN,143,NaN,92,100,NaN,38
448,,NaN,,,,,NaN,,NaN,,,NaN,
449,-16,NaN,16,73,152,152,NaN,145,NaN,94,100,NaN,38
450,,NaN,,,,,NaN,,NaN,,,NaN,
451,-16,NaN,16,77,152,153,NaN,150,NaN,97,100,NaN,38
452,,NaN,,,,,NaN,,NaN,,,NaN,
453,-16,NaN,16,74,152,153,NaN,147,NaN,96,100,NaN,38
454,,NaN,,,,,NaN,,NaN,,,NaN,
455,-16,NaN,16,72,153,153,NaN,149,NaN,95,100,NaN,38
456,,NaN,,,,,NaN,,NaN,,,NaN,
457,-16,NaN,16,68,152,153,NaN,142,NaN,90,100,NaN,38
458,,NaN,,,,,NaN,,NaN,,,NaN,
459,-16,NaN,16,70,152,152,NaN,145,NaN,92,100,NaN,38
460,,NaN,,,,,NaN,,NaN,,,NaN,
461,-16,NaN,16,71,151,152,NaN,142,NaN,91,100,NaN,38
462,,NaN,,,,,NaN,,NaN,,,NaN,
463,-16,NaN,16,73,151,152,NaN,145,NaN,94,100,NaN,38
464,,NaN,,,,,NaN,,NaN,,,NaN,
465,-16,NaN,16,73,151,152,NaN,145,NaN,94,100,NaN,38
466,,NaN,,,,,NaN,,NaN,,,NaN,
467,-16,NaN,16,73,151,152,NaN,145,NaN,94,100,NaN,38
468,,NaN,,,,,NaN,,NaN,,,NaN,
469,-16,NaN,16,71,151,152,NaN,145,NaN,92,100,NaN,38
470,,NaN,,,,,NaN,,NaN,,,NaN,
471,-16,NaN,16,69,151,152,NaN,141,NaN,91,100,NaN,38
472,,NaN,,,,,NaN,,NaN,,,NaN,
473,-16,NaN,16,69,151,151,NaN,141,NaN,91,100,NaN,38
474,,NaN,,,,,NaN,,NaN,,,NaN,
475,-16,NaN,16,64,151,151,NaN,136,NaN,86,100,NaN,38
476,,NaN,,,,,NaN,,NaN,,,NaN,
477,-16,NaN,16,67,150,151,NaN,140,NaN,87,100,NaN,38
478,,NaN,,,,,NaN,,NaN,,,NaN,
479,-16,NaN,16,67,150,150,NaN,140,NaN,87,100,NaN,38
480,,NaN,,,,,NaN,,NaN,,,NaN,
481,-16,NaN,16,66,149,149,NaN,138,NaN,85,100,NaN,38
482,,NaN,,,,,NaN,,NaN,,,NaN,
483,-16,NaN,16,66,149,149,NaN,138,NaN,85,100,NaN,38
484,,NaN,,,,,NaN,,NaN,,,NaN,
485,-16,NaN,16,65,148,149,NaN,137,NaN,84,100,NaN,38
486,,NaN,,,,,NaN,,NaN,,,NaN,
487,-16,NaN,16,64,148,149,NaN,132,NaN,83,100,NaN,38
488,,NaN,,,,,NaN,,NaN,,,NaN,
489,-16,NaN,16,64,148,149,NaN,136,NaN,84,100,NaN,38
490,,NaN,,,,,NaN,,NaN,,,NaN,
491,-16,NaN,16,63,148,149,NaN,132,NaN,82,100,NaN,38
492,,NaN,,,,,NaN,,NaN,,,NaN,
493,-16,NaN,16,62,148,149,NaN,132,NaN,82,100,NaN,38
494,,NaN,,,,,NaN,,NaN,,,NaN,
495,-16,NaN,16,62,148,148,NaN,132,NaN,81,100,NaN,38
496,,NaN,,,,,NaN,,NaN,,,NaN,
497,-17,NaN,16,60,148,147,NaN,129,NaN,81,100,NaN,38
498,,NaN,,,,,NaN,,NaN,,,NaN,
499,-17,NaN,16,60,147,147,NaN,129,NaN,81,100,NaN,37
500,,NaN,,,,,NaN,,NaN,,,NaN,
501,-16,NaN,16,58,147,147,NaN,126,NaN,78,100,NaN,37
502,,NaN,,,,,NaN,,NaN,,,NaN,
503,-16,NaN,16,60,147,147,NaN,128,NaN,78,100,NaN,37
504,,NaN,,,,,NaN,,NaN,,,NaN,
505,-16,NaN,16,60,146,147,NaN,128,NaN,78,100,NaN,38
506,,NaN,,,,,NaN,,NaN,,,NaN,
507,-16,NaN,16,61,146,146,NaN,128,NaN,78,100,NaN,38
508,,NaN,,,,,NaN,,NaN,,,NaN,
509,-17,NaN,16,57,146,146,NaN,123,NaN,77,100,NaN,38
510,,NaN,,,,,NaN,,NaN,,,NaN,
511,-17,NaN,16,59,145,146,NaN,128,NaN,78,100,NaN,38
512,,NaN,,,,,NaN,,NaN,,,NaN,
513,-17,NaN,16,55,146,146,NaN,122,NaN,74,100,NaN,37
514,,NaN,,,,,NaN,,NaN,,,NaN,
515,-16,NaN,16,55,145,146,NaN,122,NaN,74,100,NaN,37
516,,NaN,,,,,NaN,,NaN,,,NaN,
517,-16,NaN,16,56,145,145,NaN,121,NaN,74,100,NaN,37
518,,NaN,,,,,NaN,,NaN,,,NaN,
519,-16,NaN,16,58,145,145,NaN,125,NaN,76,100,NaN,37
520,,NaN,,,,,NaN,,NaN,,,NaN,
521,-16,NaN,16,57,144,145,NaN,121,NaN,74,100,NaN,37
522,,NaN,,,,,NaN,,NaN,,,NaN,
523,-16,NaN,16,56,144,145,NaN,122,NaN,75,100,NaN,37
524,,NaN,,,,,NaN,,NaN,,,NaN,
525,-16,NaN,16,56,144,145,NaN,122,NaN,75,100,NaN,37
526,,NaN,,,,,NaN,,NaN,,,NaN,
527,-17,NaN,16,56,144,145,NaN,121,NaN,74,100,NaN,37
528,,NaN,,,,,NaN,,NaN,,,NaN,
529,-17,NaN,16,57,144,144,NaN,121,NaN,74,100,NaN,37
530,,NaN,,,,,NaN,,NaN,,,NaN,
531,-17,NaN,16,54,144,144,NaN,118,NaN,73,100,NaN,37
532,,NaN,,,,,NaN,,NaN,,,NaN,
533,-17,NaN,16,57,144,144,NaN,121,NaN,74,100,NaN,37
534,,NaN,,,,,NaN,,NaN,,,NaN,
535,-17,NaN,16,53,144,144,NaN,117,NaN,72,100,NaN,37
536,,NaN,,,,,NaN,,NaN,,,NaN,
537,-17,NaN,16,56,144,144,NaN,121,NaN,73,100,NaN,37
538,,NaN,,,,,NaN,,NaN,,,NaN,
539,-17,NaN,16,52,144,144,NaN,116,NaN,71,100,NaN,37
540,,NaN,,,,,NaN,,NaN,,,NaN,
541,-17,NaN,16,55,143,143,NaN,120,NaN,72,100,NaN,37
542,,NaN,,,,,NaN,,NaN,,,NaN,
543,-17,NaN,16,52,142,143,NaN,115,NaN,70,100,NaN,37
544,,NaN,,,,,NaN,,NaN,,,NaN,
545,-17,NaN,16,55,142,143,NaN,120,NaN,72,100,NaN,37
546,,NaN,,,,,NaN,,NaN,,,NaN,
547,-17,NaN,16,55,142,143,NaN,120,NaN,72,100,NaN,37
548,,NaN,,,,,NaN,,NaN,,,NaN,
549,-17,NaN,16,53,142,143,NaN,118,NaN,71,100,NaN,37
550,,NaN,,,,,NaN,,NaN,,,NaN,
551,-17,NaN,16,52,142,142,NaN,115,NaN,69,100,NaN,37
552,,NaN,,,,,NaN,,NaN,,,NaN,
553,-17,NaN,16,53,142,143,NaN,117,NaN,71,100,NaN,37
554,,NaN,,,,,NaN,,NaN,,,NaN,
555,-17,NaN,16,53,142,143,NaN,116,NaN,70,100,NaN,37
556,,NaN,,,,,NaN,,NaN,,,NaN,
557,-17,NaN,16,52,142,142,NaN,114,NaN,70,100,NaN,37
558,,NaN,,,,,NaN,,NaN,,,NaN,
559,-17,NaN,16,54,141,142,NaN,117,NaN,70,100,NaN,37
560,,NaN,,,,,NaN,,NaN,,,NaN,
561,-17,NaN,16,54,141,142,NaN,117,NaN,70,100,NaN,37
562,,NaN,,,,,NaN,,NaN,,,NaN,
563,-17,NaN,16,54,142,142,NaN,116,NaN,70,100,NaN,37
564,,NaN,,,,,NaN,,NaN,,,NaN,
565,-17,NaN,16,49,142,143,NaN,112,NaN,68,100,NaN,37
566,,NaN,,,,,NaN,,NaN,,,NaN,
567,-17,NaN,16,49,141,142,NaN,112,NaN,68,100,NaN,37
568,,NaN,,,,,NaN,,NaN,,,NaN,
569,-17,NaN,16,48,142,142,NaN,111,NaN,67,100,NaN,36
570,,NaN,,,,,NaN,,NaN,,,NaN,
571,-17,NaN,16,54,142,142,NaN,117,NaN,70,100,NaN,36
572,,NaN,,,,,NaN,,NaN,,,NaN,
573,-17,NaN,16,48,142,142,NaN,111,NaN,67,100,NaN,36
574,,NaN,,,,,NaN,,NaN,,,NaN,
575,-17,NaN,16,48,142,143,NaN,111,NaN,67,100,NaN,36
576,,NaN,,,,,NaN,,NaN,,,NaN,
577,-17,NaN,16,50,126,142,NaN,113,NaN,68,100,NaN,36
578,,NaN,,,,,NaN,,NaN,,,NaN,
579,-17,NaN,16,50,142,142,NaN,113,NaN,68,100,NaN,36
580,,NaN,,,,,NaN,,NaN,,,NaN,
581,-17,NaN,16,51,142,142,NaN,113,NaN,68,100,NaN,36
582,,NaN,,,,,NaN,,NaN,,,NaN,
583,-17,NaN,16,51,142,143,NaN,116,NaN,69,100,NaN,37
584,,NaN,,,,,NaN,,NaN,,,NaN,
585,-17,NaN,16,51,142,143,NaN,113,NaN,68,100,NaN,37
586,,NaN,,,,,NaN,,NaN,,,NaN,
587,-17,NaN,16,49,142,142,NaN,112,NaN,68,100,NaN,37
588,,NaN,,,,,NaN,,NaN,,,NaN,
589,-17,NaN,16,52,142,143,NaN,114,NaN,68,100,NaN,37
590,,NaN,,,,,NaN,,NaN,,,NaN,
591,-17,NaN,16,48,142,143,NaN,111,NaN,67,100,NaN,36
592,,NaN,,,,,NaN,,NaN,,,NaN,
593,-17,NaN,16,52,142,142,NaN,114,NaN,67,100,NaN,36
594,,NaN,,,,,NaN,,NaN,,,NaN,
595,-17,NaN,16,47,142,143,NaN,110,NaN,66,100,NaN,36
596,,NaN,,,,,NaN,,NaN,,,NaN,
597,-17,NaN,16,51,141,142,NaN,114,NaN,68,100,NaN,36
598,,NaN,,,,,NaN,,NaN,,,NaN,
599,-18,NaN,16,47,141,142,NaN,109,NaN,66,100,NaN,36
600,,NaN,,,,,NaN,,NaN,,,NaN,
601,-18,NaN,16,47,141,142,NaN,109,NaN,66,100,NaN,36
602,,NaN,,,,,NaN,,NaN,,,NaN,
603,-18,NaN,16,46,141,142,NaN,109,NaN,65,100,NaN,36
604,,NaN,,,,,NaN,,NaN,,,NaN,
605,-18,NaN,16,50,141,142,NaN,113,NaN,67,100,NaN,36
606,,NaN,,,,,NaN,,NaN,,,NaN,
607,-18,NaN,16,47,141,141,NaN,109,NaN,65,100,NaN,36
608,,NaN,,,,,NaN,,NaN,,,NaN,
609,-18,NaN,16,49,140,141,NaN,113,NaN,66,100,NaN,36
610,,NaN,,,,,NaN,,NaN,,,NaN,
611,-18,NaN,16,49,141,141,NaN,109,NaN,65,100,NaN,36
612,,NaN,,,,,NaN,,NaN,,,NaN,
613,-18,NaN,16,49,140,141,NaN,111,NaN,66,100,NaN,36
614,,NaN,,,,,NaN,,NaN,,,NaN,
615,-18,NaN,16,50,140,141,NaN,110,NaN,66,100,NaN,36
616,,NaN,,,,,NaN,,NaN,,,NaN,
617,-18,NaN,16,48,140,141,NaN,108,NaN,66,100,NaN,36
618,,NaN,,,,,NaN,,NaN,,,NaN,
619,-18,NaN,16,50,141,141,NaN,110,NaN,66,100,NaN,36
620,,NaN,,,,,NaN,,NaN,,,NaN,
621,-18,NaN,16,47,140,141,NaN,108,NaN,65,100,NaN,36
622,,NaN,,,,,NaN,,NaN,,,NaN,
623,-18,NaN,16,47,140,141,NaN,108,NaN,65,100,NaN,36
624,,NaN,,,,,NaN,,NaN,,,NaN,
625,-18,NaN,16,46,140,141,NaN,107,NaN,65,100,NaN,36
626,,NaN,,,,,NaN,,NaN,,,NaN,
627,-18,NaN,16,50,140,141,NaN,111,NaN,65,100,NaN,36
628,,NaN,,,,,NaN,,NaN,,,NaN,
629,-18,NaN,16,46,140,140,NaN,106,NaN,64,100,NaN,36
630,,NaN,,,,,NaN,,NaN,,,NaN,
631,-18,NaN,16,51,140,140,NaN,112,NaN,66,100,NaN,36
632,,NaN,,,,,NaN,,NaN,,,NaN,
633,-18,NaN,16,47,140,140,NaN,107,NaN,64,100,NaN,36
634,,NaN,,,,,NaN,,NaN,,,NaN,
635,-18,NaN,16,52,140,140,NaN,113,NaN,67,100,NaN,36
636,,NaN,,,,,NaN,,NaN,,,NaN,
637,-18,NaN,16,48,140,140,NaN,107,NaN,65,100,NaN,36
638,,NaN,,,,,NaN,,NaN,,,NaN,
639,-18,NaN,16,48,140,140,NaN,107,NaN,65,100,NaN,36
640,,NaN,,,,,NaN,,NaN,,,NaN,
641,-18,NaN,16,50,140,140,NaN,109,NaN,65,100,NaN,36
642,,NaN,,,,,NaN,,NaN,,,NaN,
643,-18,NaN,16,51,139,140,NaN,112,NaN,67,100,NaN,36
644,,NaN,,,,,NaN,,NaN,,,NaN,
645,-18,NaN,16,50,139,140,NaN,109,NaN,66,100,NaN,35
646,,NaN,,,,,NaN,,NaN,,,NaN,
647,-18,NaN,16,49,139,140,NaN,108,NaN,66,100,NaN,35
648,,NaN,,,,,NaN,,NaN,,,NaN,
649,-18,NaN,16,51,139,140,NaN,110,NaN,66,100,NaN,35
650,,NaN,,,,,NaN,,NaN,,,NaN,
651,-18,NaN,16,48,139,140,NaN,108,NaN,66,100,NaN,35
652,,NaN,,,,,NaN,,NaN,,,NaN,
653,-18,NaN,16,48,139,140,NaN,108,NaN,66,100,NaN,36
654,,NaN,,,,,NaN,,NaN,,,NaN,
655,-18,NaN,16,48,139,139,NaN,107,NaN,66,100,NaN,36
656,,NaN,,,,,NaN,,NaN,,,NaN,
657,-18,NaN,16,52,139,139,NaN,112,NaN,67,100,NaN,36
658,,NaN,,,,,NaN,,NaN,,,NaN,
659,-18,NaN,16,48,139,139,NaN,107,NaN,65,100,NaN,36
660,,NaN,,,,,NaN,,NaN,,,NaN,
661,-18,NaN,16,52,139,139,NaN,112,NaN,66,100,NaN,35
662,,NaN,,,,,NaN,,NaN,,,NaN,
663,-18,NaN,16,47,138,139,NaN,106,NaN,64,100,NaN,35
664,,NaN,,,,,NaN,,NaN,,,NaN,
665,-18,NaN,16,52,138,139,NaN,112,NaN,67,100,NaN,35
666,,NaN,,,,,NaN,,NaN,,,NaN,
667,-18,NaN,16,52,138,139,NaN,112,NaN,67,100,NaN,35
668,,NaN,,,,,NaN,,NaN,,,NaN,
669,-18,NaN,16,50,138,139,NaN,110,NaN,66,100,NaN,35
670,,NaN,,,,,NaN,,NaN,,,NaN,
671,-18,NaN,16,49,138,139,NaN,107,NaN,65,100,NaN,35
672,,NaN,,,,,NaN,,NaN,,,NaN,
673,-18,NaN,16,49,138,139,NaN,110,NaN,66,100,NaN,35
674,,NaN,,,,,NaN,,NaN,,,NaN,
675,-18,NaN,16,49,138,139,NaN,110,NaN,66,100,NaN,35
676,,NaN,,,,,NaN,,NaN,,,NaN,
677,-18,NaN,16,49,158,139,NaN,108,NaN,66,100,NaN,35
678,,NaN,,,,,NaN,,NaN,,,NaN,
679,-18,NaN,16,51,158,139,NaN,110,NaN,66,100,NaN,35
680,,NaN,,,,,NaN,,NaN,,,NaN,
681,-18,NaN,16,49,138,139,NaN,108,NaN,66,100,NaN,35
682,,NaN,,,,,NaN,,NaN,,,NaN,
683,-18,NaN,16,53,138,139,NaN,112,NaN,67,100,NaN,35
684,,NaN,,,,,NaN,,NaN,,,NaN,
685,-18,NaN,16,50,138,139,NaN,108,NaN,67,100,NaN,35
686,,NaN,,,,,NaN,,NaN,,,NaN,
687,-18,NaN,16,53,138,138,NaN,113,NaN,68,100,NaN,35
688,,NaN,,,,,NaN,,NaN,,,NaN,
689,-18,NaN,16,49,138,138,NaN,108,NaN,66,100,NaN,35
690,,NaN,,,,,NaN,,NaN,,,NaN,
691,-18,NaN,16,54,138,139,NaN,113,NaN,68,100,NaN,35
692,,NaN,,,,,NaN,,NaN,,,NaN,
693,-18,NaN,16,50,138,139,NaN,108,NaN,66,100,NaN,35
694,,NaN,,,,,NaN,,NaN,,,NaN,
695,-18,NaN,16,50,138,138,NaN,108,NaN,66,100,NaN,35
696,,NaN,,,,,NaN,,NaN,,,NaN,
697,-18,NaN,16,51,138,138,NaN,109,NaN,67,100,NaN,35
698,,NaN,,,,,NaN,,NaN,,,NaN,
699,-18,NaN,16,53,138,139,NaN,114,NaN,69,100,NaN,35
700,,NaN,,,,,NaN,,NaN,,,NaN,
701,-18,NaN,16,51,138,139,NaN,110,NaN,67,100,NaN,35
702,,NaN,,,,,NaN,,NaN,,,NaN,
703,-18,NaN,16,53,138,139,NaN,113,NaN,69,100,NaN,35
704,,NaN,,,,,NaN,,NaN,,,NaN,
705,-18,NaN,16,52,138,139,NaN,112,NaN,68,100,NaN,35
706,,NaN,,,,,NaN,,NaN,,,NaN,
707,-18,NaN,16,50,138,139,NaN,111,NaN,67,100,NaN,35
708,,NaN,,,,,NaN,,NaN,,,NaN,
709,-18,NaN,16,50,138,139,NaN,111,NaN,67,100,NaN,35
710,,NaN,,,,,NaN,,NaN,,,NaN,
711,-18,NaN,16,47,138,139,NaN,107,NaN,65,100,NaN,35
712,,NaN,,,,,NaN,,NaN,,,NaN,
713,-18,NaN,16,51,138,139,NaN,111,NaN,66,100,NaN,35
714,,NaN,,,,,NaN,,NaN,,,NaN,
715,-18,NaN,16,47,138,138,NaN,106,NaN,65,100,NaN,35
716,,NaN,,,,,NaN,,NaN,,,NaN,
717,-18,NaN,16,47,137,138,NaN,106,NaN,65,100,NaN,35
718,,NaN,,,,,NaN,,NaN,,,NaN,
719,-17,NaN,16,48,138,138,NaN,107,NaN,65,100,NaN,35
720,,NaN,,,,,NaN,,NaN,,,NaN,
721,-17,NaN,16,52,138,138,NaN,112,NaN,67,100,NaN,35
722,,NaN,,,,,NaN,,NaN,,,NaN,
723,-17,NaN,16,47,138,138,NaN,106,NaN,65,100,NaN,35
724,,NaN,,,,,NaN,,NaN,,,NaN,
725,-17,NaN,16,51,137,138,NaN,112,NaN,67,100,NaN,35
726,,NaN,,,,,NaN,,NaN,,,NaN,
727,-17,NaN,16,48,137,138,NaN,107,NaN,65,100,NaN,35
728,,NaN,,,,,NaN,,NaN,,,NaN,
729,-17,NaN,16,51,137,138,NaN,112,NaN,67,100,NaN,35
730,,NaN,,,,,NaN,,NaN,,,NaN,
731,-17,NaN,16,51,137,137,NaN,112,NaN,67,100,NaN,35
732,,NaN,,,,,NaN,,NaN,,,NaN,
733,-17,NaN,16,51,137,137,NaN,111,NaN,67,100,NaN,35
734,,NaN,,,,,NaN,,NaN,,,NaN,
735,-17,NaN,16,52,137,137,NaN,111,NaN,67,100,NaN,35
736,,NaN,,,,,NaN,,NaN,,,NaN,
737,-17,NaN,16,50,137,137,NaN,110,NaN,67,100,NaN,35
738,,NaN,,,,,NaN,,NaN,,,NaN,
739,-17,NaN,16,53,137,137,NaN,112,NaN,67,100,NaN,35
740,,NaN,,,,,NaN,,NaN,,,NaN,
741,-17,NaN,16,51,137,137,NaN,110,NaN,68,100,NaN,35
742,,NaN,,,,,NaN,,NaN,,,NaN,
743,-17,NaN,16,55,137,138,NaN,114,NaN,69,100,NaN,35
744,,NaN,,,,,NaN,,NaN,,,NaN,
745,-17,NaN,16,55,137,138,NaN,114,NaN,69,100,NaN,35
746,,NaN,,,,,NaN,,NaN,,,NaN,
747,-17,NaN,16,55,138,138,NaN,115,NaN,70,100,NaN,35
748,,NaN,,,,,NaN,,NaN,,,NaN,
749,-17,NaN,16,50,138,138,NaN,110,NaN,68,100,NaN,35
750,,NaN,,,,,NaN,,NaN,,,NaN,
751,-17,NaN,16,54,138,138,NaN,115,NaN,69,100,NaN,35
752,,NaN,,,,,NaN,,NaN,,,NaN,
753,-17,NaN,16,54,138,138,NaN,115,NaN,69,100,NaN,35
754,,NaN,,,,,NaN,,NaN,,,NaN,
755,-17,NaN,16,54,137,138,NaN,114,NaN,69,100,NaN,35
756,,NaN,,,,,NaN,,NaN,,,NaN,
757,-17,NaN,16,50,137,138,NaN,109,NaN,67,100,NaN,35
758,,NaN,,,,,NaN,,NaN,,,NaN,
759,-17,NaN,16,53,138,138,NaN,114,NaN,69,100,NaN,35
760,,NaN,,,,,NaN,,NaN,,,NaN,
761,-17,NaN,16,52,138,138,NaN,110,NaN,68,100,NaN,35
762,,NaN,,,,,NaN,,NaN,,,NaN,
763,-17,NaN,16,53,138,138,NaN,113,NaN,69,100,NaN,35
764,,NaN,,,,,NaN,,NaN,,,NaN,
765,-17,NaN,16,55,138,138,NaN,113,NaN,70,100,NaN,35
766,,NaN,,,,,NaN,,NaN,,,NaN,
767,-17,NaN,16,54,138,139,NaN,114,NaN,70,100,NaN,35
768,,NaN,,,,,NaN,,NaN,,,NaN,
769,-17,NaN,16,55,138,139,NaN,114,NaN,70,100,NaN,35
770,,NaN,,,,,NaN,,NaN,,,NaN,
771,-17,NaN,16,51,139,139,NaN,111,NaN,69,100,NaN,35
772,,NaN,,,,,NaN,,NaN,,,NaN,
773,-17,NaN,16,55,138,139,NaN,114,NaN,70,100,NaN,35
774,,NaN,,,,,NaN,,NaN,,,NaN,
775,-17,NaN,16,51,139,139,NaN,110,NaN,68,100,NaN,35
776,,NaN,,,,,NaN,,NaN,,,NaN,
777,-17,NaN,16,55,138,139,NaN,115,NaN,70,100,NaN,35
778,,NaN,,,,,NaN,,NaN,,,NaN,
779,-17,NaN,16,51,138,139,NaN,109,NaN,68,100,NaN,35
780,,NaN,,,,,NaN,,NaN,,,NaN,
781,-17,NaN,16,54,138,139,NaN,115,NaN,70,100,NaN,35
782,,NaN,,,,,NaN,,NaN,,,NaN,
783,-17,NaN,16,50,138,139,NaN,109,NaN,67,100,NaN,35
784,,NaN,,,,,NaN,,NaN,,,NaN,
785,-17,NaN,16,54,138,139,NaN,115,NaN,69,100,NaN,35
786,,NaN,,,,,NaN,,NaN,,,NaN,
787,-17,NaN,16,50,138,139,NaN,109,NaN,67,100,NaN,35
788,,NaN,,,,,NaN,,NaN,,,NaN,
789,-17,NaN,16,50,138,139,NaN,109,NaN,67,100,NaN,35
790,,NaN,,,,,NaN,,NaN,,,NaN,
791,-17,NaN,16,51,146,139,NaN,111,NaN,67,100,NaN,35
792,,NaN,,,,,NaN,,NaN,,,NaN,
793,-17,NaN,16,52,139,139,NaN,114,NaN,68,100,NaN,35
794,,NaN,,,,,NaN,,NaN,,,NaN,
795,-17,NaN,16,51,138,139,NaN,110,NaN,67,100,NaN,35
796,,NaN,,,,,NaN,,NaN,,,NaN,
797,-17,NaN,16,51,138,139,NaN,110,NaN,67,100,NaN,35
798,,NaN,,,,,NaN,,NaN,,,NaN,
799,-17,NaN,16,53,138,139,NaN,111,NaN,68,100,NaN,35
800,,NaN,,,,,NaN,,NaN,,,NaN,
801,-17,NaN,16,51,138,139,NaN,110,NaN,68,100,NaN,35
802,,NaN,,,,,NaN,,NaN,,,NaN,
803,-17,NaN,16,51,138,139,NaN,110,NaN,68,100,NaN,35
804,,NaN,,,,,NaN,,NaN,,,NaN,
805,-17,NaN,16,50,138,139,NaN,110,NaN,68,100,NaN,35
806,,NaN,,,,,NaN,,NaN,,,NaN,
807,-17,NaN,16,55,139,139,NaN,115,NaN,70,100,NaN,35
808,,NaN,,,,,NaN,,NaN,,,NaN,
809,-17,NaN,16,51,139,139,NaN,110,NaN,68,100,NaN,35
810,,NaN,,,,,NaN,,NaN,,,NaN,
811,-17,NaN,16,56,139,140,NaN,116,NaN,71,100,NaN,35
812,,NaN,,,,,NaN,,NaN,,,NaN,
813,-17,NaN,16,52,139,140,NaN,111,NaN,69,100,NaN,35
814,,NaN,,,,,NaN,,NaN,,,NaN,
815,-17,NaN,16,55,139,140,NaN,116,NaN,71,100,NaN,35
816,,NaN,,,,,NaN,,NaN,,,NaN,
817,-17,NaN,16,55,140,140,NaN,116,NaN,71,100,NaN,35
818,,NaN,,,,,NaN,,NaN,,,NaN,
819,-17,NaN,16,53,140,141,NaN,115,NaN,70,100,NaN,35
820,,NaN,,,,,NaN,,NaN,,,NaN,
821,-17,NaN,16,50,140,141,NaN,111,NaN,67,100,NaN,35
822,,NaN,,,,,NaN,,NaN,,,NaN,
823,-17,NaN,16,50,140,141,NaN,113,NaN,68,100,NaN,35
824,,NaN,,,,,NaN,,NaN,,,NaN,
825,-17,NaN,16,49,140,141,NaN,110,NaN,66,100,NaN,34
826,,NaN,,,,,NaN,,NaN,,,NaN,
827,-17,NaN,16,47,140,141,NaN,108,NaN,66,100,NaN,34
828,,NaN,,,,,NaN,,NaN,,,NaN,
829,-17,NaN,16,49,140,141,NaN,110,NaN,66,100,NaN,34
830,,NaN,,,,,NaN,,NaN,,,NaN,
831,-17,NaN,16,49,140,141,NaN,110,NaN,66,100,NaN,35
832,,NaN,,,,,NaN,,NaN,,,NaN,
833,-17,NaN,16,50,140,141,NaN,111,NaN,66,100,NaN,35
834,,NaN,,,,,NaN,,NaN,,,NaN,
835,-17,NaN,16,47,140,141,NaN,107,NaN,65,100,NaN,35
836,,NaN,,,,,NaN,,NaN,,,NaN,
837,-17,NaN,16,52,140,141,NaN,113,NaN,68,100,NaN,35
838,,NaN,,,,,NaN,,NaN,,,NaN,
839,-16,NaN,16,46,141,141,NaN,107,NaN,65,100,NaN,34
840,,NaN,,,,,NaN,,NaN,,,NaN,
841,-16,NaN,16,50,141,141,NaN,113,NaN,67,100,NaN,34
842,,NaN,,,,,NaN,,NaN,,,NaN,
843,-16,NaN,16,45,141,141,NaN,106,NaN,64,100,NaN,34
844,,NaN,,,,,NaN,,NaN,,,NaN,
845,-16,NaN,16,45,141,141,NaN,106,NaN,64,100,NaN,34
846,,NaN,,,,,NaN,,NaN,,,NaN,
847,-16,NaN,16,46,141,141,NaN,106,NaN,64,100,NaN,34
848,,NaN,,,,,NaN,,NaN,,,NaN,
849,-16,NaN,16,49,140,141,NaN,111,NaN,65,100,NaN,34
850,,NaN,,,,,NaN,,NaN,,,NaN,
851,-16,NaN,16,47,141,141,NaN,106,NaN,64,100,NaN,34
852,,NaN,,,,,NaN,,NaN,,,NaN,
853,-16,NaN,16,47,141,141,NaN,108,NaN,65,100,NaN,34
854,,NaN,,,,,NaN,,NaN,,,NaN,
855,-16,NaN,16,49,140,141,NaN,109,NaN,65,100,NaN,34
856,,NaN,,,,,NaN,,NaN,,,NaN,
857,-16,NaN,16,48,141,141,NaN,107,NaN,65,100,NaN,34
858,,NaN,,,,,NaN,,NaN,,,NaN,
859,-16,NaN,16,48,141,141,NaN,107,NaN,65,100,NaN,34
860,,NaN,,,,,NaN,,NaN,,,NaN,
861,-16,NaN,16,46,141,141,NaN,105,NaN,64,100,NaN,34
862,,NaN,,,,,NaN,,NaN,,,NaN,
863,-16,NaN,16,50,141,141,NaN,108,NaN,65,100,NaN,34
864,,NaN,,,,,NaN,,NaN,,,NaN,
865,-16,NaN,16,45,141,141,NaN,104,NaN,64,100,NaN,34
866,,NaN,,,,,NaN,,NaN,,,NaN,
867,-16,NaN,16,51,141,141,NaN,110,NaN,66,100,NaN,34
868,,NaN,,,,,NaN,,NaN,,,NaN,
