time,Solar8000/PLETH_HR,Solar8000/ART_SBP,Solar8000/ART_MBP,Solar8000/ART_DBP,SNUADC/ART,Solar8000/RR_CO2,Solar8000/PLETH_SPO2,SNUADC/ECG_V5,SNUADC/ECG_II,Solar8000/ETCO2,Solar8000/CVP,SNUADC/CVP,Solar8000/HR
4437,81,107,68,48,NaN,14,100,NaN,NaN,32,4,NaN,81
4438,,,,,NaN,,,NaN,NaN,,,NaN,
4439,81,109,69,49,NaN,14,100,NaN,NaN,33,4,NaN,79
4440,,,,,NaN,,,NaN,NaN,,,NaN,
4441,80,110,70,48,NaN,14,100,NaN,NaN,33,4,NaN,80
4442,,,,,NaN,,,NaN,NaN,,,NaN,
4443,81,105,68,48,NaN,14,100,NaN,NaN,33,4,NaN,80
4444,,,,,NaN,,,NaN,NaN,,,NaN,
4445,82,109,68,48,NaN,14,100,NaN,NaN,33,4,NaN,83
4446,,,,,NaN,,,NaN,NaN,,,NaN,
4447,82,105,67,46,NaN,14,100,NaN,NaN,32,4,NaN,82
4448,,,,,NaN,,,NaN,NaN,,,NaN,
4449,82,105,67,46,NaN,14,100,NaN,NaN,32,4,NaN,82
4450,,,,,NaN,,,NaN,NaN,,,NaN,
4451,82,106,67,47,NaN,14,100,NaN,NaN,32,4,NaN,80
4452,,,,,NaN,,,NaN,NaN,,,NaN,
4453,81,106,67,48,NaN,14,100,NaN,NaN,32,4,NaN,81
4454,,,,,NaN,,,NaN,NaN,,,NaN,
4455,82,105,67,47,NaN,14,100,NaN,NaN,32,4,NaN,81
4456,,,,,NaN,,,NaN,NaN,,,NaN,
4457,81,105,67,47,NaN,14,100,NaN,NaN,32,4,NaN,81
4458,,,,,NaN,,,NaN,NaN,,,NaN,
4459,82,105,67,46,NaN,14,100,NaN,NaN,32,4,NaN,81
4460,,,,,NaN,,,NaN,NaN,,,NaN,
4461,82,105,67,46,NaN,14,100,NaN,NaN,32,4,NaN,81
4462,,,,,NaN,,,NaN,NaN,,,NaN,
4463,82,105,66,47,NaN,14,100,NaN,NaN,32,4,NaN,81
4464,,,,,NaN,,,NaN,NaN,,,NaN,
4465,81,102,65,46,NaN,14,100,NaN,NaN,32,4,NaN,81
4466,,,,,NaN,,,NaN,NaN,,,NaN,
4467,81,104,66,46,NaN,14,100,NaN,NaN,32,4,NaN,81
4468,,,,,NaN,,,NaN,NaN,,,NaN,
4469,81,101,65,46,NaN,14,100,NaN,NaN,32,4,NaN,81
4470,,,,,NaN,,,NaN,NaN,,,NaN,
4471,82,104,66,47,NaN,14,100,NaN,NaN,32,4,NaN,81
4472,,,,,NaN,,,NaN,NaN,,,NaN,
4473,82,102,65,46,NaN,14,100,NaN,NaN,32,4,NaN,81
4474,,,,,NaN,,,NaN,NaN,,,NaN,
4475,82,104,66,47,NaN,14,100,NaN,NaN,32,4,NaN,81
4476,,,,,NaN,,,NaN,NaN,,,NaN,
4477,81,102,65,45,NaN,14,100,NaN,NaN,32,4,NaN,81
4478,,,,,NaN,,,NaN,NaN,,,NaN,
4479,81,103,65,46,NaN,14,100,NaN,NaN,32,4,NaN,81
4480,,,,,NaN,,,NaN,NaN,,,NaN,
4481,81,101,64,45,NaN,14,100,NaN,NaN,32,4,NaN,81
4482,,,,,NaN,,,NaN,NaN,,,NaN,
4483,81,102,65,46,NaN,14,100,NaN,NaN,32,4,NaN,81
4484,,,,,NaN,,,NaN,NaN,,,NaN,
4485,81,101,65,45,NaN,14,100,NaN,NaN,32,4,NaN,81
4486,,,,,NaN,,,NaN,NaN,,,NaN,
4487,81,100,64,46,NaN,14,100,NaN,NaN,32,4,NaN,81
4488,,,,,NaN,,,NaN,NaN,,,NaN,
4489,81,101,64,45,NaN,14,100,NaN,NaN,32,4,NaN,81
4490,,,,,NaN,,,NaN,NaN,,,NaN,
4491,81,100,64,45,NaN,14,100,NaN,NaN,32,4,NaN,81
4492,,,,,NaN,,,NaN,NaN,,,NaN,
4493,82,102,65,45,NaN,14,100,NaN,NaN,32,4,NaN,81
4494,,,,,NaN,,,NaN,NaN,,,NaN,
4495,82,100,64,44,NaN,14,100,NaN,NaN,32,4,NaN,81
4496,,,,,NaN,,,NaN,NaN,,,NaN,
4497,82,101,64,45,NaN,14,100,NaN,NaN,32,4,NaN,81
4498,,,,,NaN,,,NaN,NaN,,,NaN,
4499,82,99,63,44,NaN,14,100,NaN,NaN,32,4,NaN,81
4500,,,,,NaN,,,NaN,NaN,,,NaN,
4501,82,102,64,45,NaN,14,100,NaN,NaN,32,4,NaN,81
4502,,,,,NaN,,,NaN,NaN,,,NaN,
4503,82,98,62,44,NaN,14,100,NaN,NaN,31,4,NaN,81
4504,,,,,NaN,,,NaN,NaN,,,NaN,
4505,82,101,63,45,NaN,14,100,NaN,NaN,31,4,NaN,82
4506,,,,,NaN,,,NaN,NaN,,,NaN,
4507,82,99,63,44,NaN,14,100,NaN,NaN,31,4,NaN,82
4508,,,,,NaN,,,NaN,NaN,,,NaN,
4509,82,102,64,46,NaN,14,100,NaN,NaN,32,4,NaN,82
4510,,,,,NaN,,,NaN,NaN,,,NaN,
4511,82,100,63,44,NaN,14,100,NaN,NaN,32,4,NaN,82
4512,,,,,NaN,,,NaN,NaN,,,NaN,
4513,83,100,63,45,NaN,14,100,NaN,NaN,32,4,NaN,82
4514,,,,,NaN,,,NaN,NaN,,,NaN,
4515,83,101,63,44,NaN,14,100,NaN,NaN,32,4,NaN,82
4516,,,,,NaN,,,NaN,NaN,,,NaN,
4517,82,98,62,44,NaN,14,100,NaN,NaN,32,4,NaN,82
4518,,,,,NaN,,,NaN,NaN,,,NaN,
4519,82,98,62,44,NaN,14,100,NaN,NaN,32,4,NaN,82
4520,,,,,NaN,,,NaN,NaN,,,NaN,
4521,82,96,61,43,NaN,14,100,NaN,NaN,33,4,NaN,82
4522,,,,,NaN,,,NaN,NaN,,,NaN,
4523,82,98,61,43,NaN,14,100,NaN,NaN,33,4,NaN,82
4524,,,,,NaN,,,NaN,NaN,,,NaN,
4525,82,95,60,42,NaN,14,100,NaN,NaN,33,4,NaN,82
4526,,,,,NaN,,,NaN,NaN,,,NaN,
4527,83,98,61,43,NaN,14,100,NaN,NaN,32,4,NaN,82
4528,,,,,NaN,,,NaN,NaN,,,NaN,
4529,83,96,60,42,NaN,14,100,NaN,NaN,32,3,NaN,82
4530,,,,,NaN,,,NaN,NaN,,,NaN,
4531,82,96,60,42,NaN,14,100,NaN,NaN,32,3,NaN,82
4532,,,,,NaN,,,NaN,NaN,,,NaN,
4533,82,99,61,43,NaN,14,100,NaN,NaN,32,3,NaN,81
4534,,,,,NaN,,,NaN,NaN,,,NaN,
4535,82,100,62,44,NaN,14,100,NaN,NaN,32,3,NaN,81
4536,,,,,NaN,,,NaN,NaN,,,NaN,
4537,82,97,61,42,NaN,14,100,NaN,NaN,32,3,NaN,81
4538,,,,,NaN,,,NaN,NaN,,,NaN,
4539,82,97,61,43,NaN,14,100,NaN,NaN,32,3,NaN,81
4540,,,,,NaN,,,NaN,NaN,,,NaN,
4541,82,96,60,42,NaN,14,100,NaN,NaN,31,3,NaN,81
4542,,,,,NaN,,,NaN,NaN,,,NaN,
4543,82,96,60,42,NaN,14,100,NaN,NaN,31,3,NaN,81
4544,,,,,NaN,,,NaN,NaN,,,NaN,
4545,82,97,60,42,NaN,14,100,NaN,NaN,31,3,NaN,82
4546,,,,,NaN,,,NaN,NaN,,,NaN,
4547,82,96,60,42,NaN,14,100,NaN,NaN,32,3,NaN,82
4548,,,,,NaN,,,NaN,NaN,,,NaN,
4549,82,97,60,42,NaN,14,100,NaN,NaN,32,3,NaN,82
4550,,,,,NaN,,,NaN,NaN,,,NaN,
4551,83,97,60,43,NaN,14,100,NaN,NaN,32,3,NaN,82
4552,,,,,NaN,,,NaN,NaN,,,NaN,
4553,83,99,61,42,NaN,14,100,NaN,NaN,32,3,NaN,82
4554,,,,,NaN,,,NaN,NaN,,,NaN,
4555,83,96,60,41,NaN,14,100,NaN,NaN,32,3,NaN,82
4556,,,,,NaN,,,NaN,NaN,,,NaN,
4557,83,98,60,42,NaN,14,100,NaN,NaN,32,3,NaN,82
4558,,,,,NaN,,,NaN,NaN,,,NaN,
4559,83,94,59,41,NaN,14,100,NaN,NaN,32,3,NaN,82
4560,,,,,NaN,,,NaN,NaN,,,NaN,
4561,83,97,60,42,NaN,14,100,NaN,NaN,32,3,NaN,82
4562,,,,,NaN,,,NaN,NaN,,,NaN,
4563,82,94,59,41,NaN,14,100,NaN,NaN,32,4,NaN,82
4564,,,,,NaN,,,NaN,NaN,,,NaN,
4565,82,97,60,42,NaN,14,100,NaN,NaN,32,4,NaN,82
4566,,,,,NaN,,,NaN,NaN,,,NaN,
4567,82,95,59,41,NaN,14,100,NaN,NaN,32,3,NaN,82
4568,,,,,NaN,,,NaN,NaN,,,NaN,
4569,82,97,59,42,NaN,14,100,NaN,NaN,32,3,NaN,82
4570,,,,,NaN,,,NaN,NaN,,,NaN,
4571,82,98,60,41,NaN,14,100,NaN,NaN,32,3,NaN,81
4572,,,,,NaN,,,NaN,NaN,,,NaN,
4573,82,98,60,42,NaN,14,100,NaN,NaN,32,3,NaN,81
4574,,,,,NaN,,,NaN,NaN,,,NaN,
4575,82,96,60,41,NaN,14,100,NaN,NaN,32,3,NaN,81
4576,,,,,NaN,,,NaN,NaN,,,NaN,
4577,82,95,59,41,NaN,14,100,NaN,NaN,32,3,NaN,81
4578,,,,,NaN,,,NaN,NaN,,,NaN,
4579,82,96,60,42,NaN,14,100,NaN,NaN,31,3,NaN,81
4580,,,,,NaN,,,NaN,NaN,,,NaN,
4581,82,97,60,44,NaN,14,100,NaN,NaN,31,4,NaN,81
4582,,,,,NaN,,,NaN,NaN,,,NaN,
4583,82,100,62,43,NaN,14,100,NaN,NaN,31,4,NaN,82
4584,,,,,NaN,,,NaN,NaN,,,NaN,
4585,82,94,59,40,NaN,14,100,NaN,NaN,32,4,NaN,82
4586,,,,,NaN,,,NaN,NaN,,,NaN,
4587,82,96,58,41,NaN,14,100,NaN,NaN,32,4,NaN,82
4588,,,,,NaN,,,NaN,NaN,,,NaN,
4589,82,96,58,41,NaN,14,100,NaN,NaN,32,4,NaN,82
4590,,,,,NaN,,,NaN,NaN,,,NaN,
4591,82,96,58,41,NaN,14,100,NaN,NaN,33,3,NaN,81
4592,,,,,NaN,,,NaN,NaN,,,NaN,
4593,82,93,57,39,NaN,14,100,NaN,NaN,33,3,NaN,81
4594,,,,,NaN,,,NaN,NaN,,,NaN,
4595,82,95,58,41,NaN,14,100,NaN,NaN,33,3,NaN,82
4596,,,,,NaN,,,NaN,NaN,,,NaN,
4597,82,93,57,39,NaN,14,99,NaN,NaN,32,3,NaN,82
4598,,,,,NaN,,,NaN,NaN,,,NaN,
4599,82,94,58,41,NaN,14,99,NaN,NaN,32,3,NaN,82
4600,,,,,NaN,,,NaN,NaN,,,NaN,
4601,82,94,58,41,NaN,14,99,NaN,NaN,32,3,NaN,82
4602,,,,,NaN,,,NaN,NaN,,,NaN,
4603,82,99,61,45,NaN,14,100,NaN,NaN,31,4,NaN,82
4604,,,,,NaN,,,NaN,NaN,,,NaN,
4605,83,96,61,44,NaN,14,100,NaN,NaN,31,4,NaN,82
4606,,,,,NaN,,,NaN,NaN,,,NaN,
4607,83,95,60,45,NaN,14,100,NaN,NaN,31,4,NaN,83
4608,,,,,NaN,,,NaN,NaN,,,NaN,
4609,83,90,57,41,NaN,14,100,NaN,NaN,31,4,NaN,82
4610,,,,,NaN,,,NaN,NaN,,,NaN,
4611,82,80,53,38,NaN,14,99,NaN,NaN,33,3,NaN,81
4612,,,,,NaN,,,NaN,NaN,,,NaN,
4613,82,80,53,38,NaN,14,99,NaN,NaN,33,3,NaN,81
4614,,,,,NaN,,,NaN,NaN,,,NaN,
4615,81,80,51,37,NaN,14,99,NaN,NaN,33,3,NaN,80
4616,,,,,NaN,,,NaN,NaN,,,NaN,
4617,81,87,53,39,NaN,14,100,NaN,NaN,28,3,NaN,80
4618,,,,,NaN,,,NaN,NaN,,,NaN,
4619,81,89,54,39,NaN,14,100,NaN,NaN,28,3,NaN,81
4620,,,,,NaN,,,NaN,NaN,,,NaN,
4621,81,93,56,41,NaN,14,100,NaN,NaN,28,3,NaN,81
4622,,,,,NaN,,,NaN,NaN,,,NaN,
4623,82,93,57,40,NaN,14,100,NaN,NaN,29,3,NaN,81
4624,,,,,NaN,,,NaN,NaN,,,NaN,
4625,82,93,57,40,NaN,14,100,NaN,NaN,29,3,NaN,81
4626,,,,,NaN,,,NaN,NaN,,,NaN,
4627,82,93,58,42,NaN,14,100,NaN,NaN,29,5,NaN,81
4628,,,,,NaN,,,NaN,NaN,,,NaN,
4629,82,93,58,42,NaN,14,100,NaN,NaN,31,5,NaN,82
4630,,,,,NaN,,,NaN,NaN,,,NaN,
4631,82,91,55,37,NaN,14,100,NaN,NaN,31,3,NaN,85
4632,,,,,NaN,,,NaN,NaN,,,NaN,
4633,82,92,56,40,NaN,14,100,NaN,NaN,31,3,NaN,83
4634,,,,,NaN,,,NaN,NaN,,,NaN,
4635,82,92,56,40,NaN,14,100,NaN,NaN,33,3,NaN,83
4636,,,,,NaN,,,NaN,NaN,,,NaN,
4637,81,93,57,42,NaN,14,100,NaN,NaN,33,3,NaN,79
4638,,,,,NaN,,,NaN,NaN,,,NaN,
4639,81,94,57,41,NaN,14,100,NaN,NaN,33,3,NaN,81
4640,,,,,NaN,,,NaN,NaN,,,NaN,
4641,81,93,57,41,NaN,14,100,NaN,NaN,30,3,NaN,81
4642,,,,,NaN,,,NaN,NaN,,,NaN,
4643,81,94,58,42,NaN,14,100,NaN,NaN,30,3,NaN,81
4644,,,,,NaN,,,NaN,NaN,,,NaN,
4645,81,94,58,42,NaN,14,100,NaN,NaN,30,4,NaN,81
4646,,,,,NaN,,,NaN,NaN,,,NaN,
4647,81,96,59,41,NaN,14,100,NaN,NaN,31,4,NaN,81
4648,,,,,NaN,,,NaN,NaN,,,NaN,
4649,81,93,57,40,NaN,14,100,NaN,NaN,31,3,NaN,80
4650,,,,,NaN,,,NaN,NaN,,,NaN,
4651,81,96,58,41,NaN,14,100,NaN,NaN,31,3,NaN,81
4652,,,,,NaN,,,NaN,NaN,,,NaN,
4653,81,92,57,41,NaN,14,100,NaN,NaN,32,4,NaN,81
4654,,,,,NaN,,,NaN,NaN,,,NaN,
4655,81,96,59,43,NaN,14,100,NaN,NaN,32,4,NaN,81
4656,,,,,NaN,,,NaN,NaN,,,NaN,
4657,81,94,58,42,NaN,14,100,NaN,NaN,32,4,NaN,80
4658,,,,,NaN,,,NaN,NaN,,,NaN,
4659,81,95,58,42,NaN,14,100,NaN,NaN,31,4,NaN,80
4660,,,,,NaN,,,NaN,NaN,,,NaN,
4661,81,90,57,41,NaN,14,100,NaN,NaN,31,3,NaN,80
4662,,,,,NaN,,,NaN,NaN,,,NaN,
4663,80,89,56,41,NaN,14,100,NaN,NaN,31,3,NaN,80
4664,,,,,NaN,,,NaN,NaN,,,NaN,
4665,80,89,56,40,NaN,14,100,NaN,NaN,31,3,NaN,79
4666,,,,,NaN,,,NaN,NaN,,,NaN,
4667,80,84,52,39,NaN,14,100,NaN,NaN,31,3,NaN,82
4668,,,,,NaN,,,NaN,NaN,,,NaN,
4669,79,81,51,37,NaN,14,100,NaN,NaN,31,3,NaN,81
4670,,,,,NaN,,,NaN,NaN,,,NaN,
4671,79,79,50,37,NaN,14,100,NaN,NaN,31,3,NaN,82
4672,,,,,NaN,,,NaN,NaN,,,NaN,
4673,79,78,49,37,NaN,14,100,NaN,NaN,31,3,NaN,78
4674,,,,,NaN,,,NaN,NaN,,,NaN,
4675,78,75,48,36,NaN,14,100,NaN,NaN,31,3,NaN,78
4676,,,,,NaN,,,NaN,NaN,,,NaN,
4677,79,79,49,37,NaN,14,100,NaN,NaN,29,3,NaN,77
4678,,,,,NaN,,,NaN,NaN,,,NaN,
4679,78,76,48,36,NaN,14,100,NaN,NaN,29,3,NaN,78
4680,,,,,NaN,,,NaN,NaN,,,NaN,
4681,79,79,49,38,NaN,14,100,NaN,NaN,29,3,NaN,78
4682,,,,,NaN,,,NaN,NaN,,,NaN,
4683,79,76,48,36,NaN,14,100,NaN,NaN,29,3,NaN,78
4684,,,,,NaN,,,NaN,NaN,,,NaN,
4685,79,79,49,38,NaN,14,100,NaN,NaN,29,3,NaN,78
4686,,,,,NaN,,,NaN,NaN,,,NaN,
4687,79,75,48,36,NaN,14,100,NaN,NaN,29,3,NaN,90
4688,,,,,NaN,,,NaN,NaN,,,NaN,
4689,79,78,49,37,NaN,14,100,NaN,NaN,29,3,NaN,89
4690,,,,,NaN,,,NaN,NaN,,,NaN,
4691,79,74,47,35,NaN,14,100,NaN,NaN,29,3,NaN,90
4692,,,,,NaN,,,NaN,NaN,,,NaN,
4693,79,75,48,37,NaN,14,100,NaN,NaN,29,3,NaN,78
4694,,,,,NaN,,,NaN,NaN,,,NaN,
4695,79,77,48,37,NaN,14,100,NaN,NaN,29,3,NaN,78
4696,,,,,NaN,,,NaN,NaN,,,NaN,
4697,79,77,48,37,NaN,14,100,NaN,NaN,29,3,NaN,78
4698,,,,,NaN,,,NaN,NaN,,,NaN,
4699,79,81,50,38,NaN,14,100,NaN,NaN,29,3,NaN,79
4700,,,,,NaN,,,NaN,NaN,,,NaN,
4701,79,81,50,38,NaN,14,100,NaN,NaN,29,3,NaN,79
4702,,,,,NaN,,,NaN,NaN,,,NaN,
4703,79,82,51,37,NaN,14,100,NaN,NaN,28,3,NaN,79
4704,,,,,NaN,,,NaN,NaN,,,NaN,
4705,80,83,51,38,NaN,14,100,NaN,NaN,28,4,NaN,79
4706,,,,,NaN,,,NaN,NaN,,,NaN,
4707,79,88,54,41,NaN,14,100,NaN,NaN,28,4,NaN,78
4708,,,,,NaN,,,NaN,NaN,,,NaN,
4709,79,85,53,39,NaN,14,100,NaN,NaN,30,3,NaN,78
4710,,,,,NaN,,,NaN,NaN,,,NaN,
4711,79,84,53,40,NaN,14,100,NaN,NaN,30,3,NaN,78
4712,,,,,NaN,,,NaN,NaN,,,NaN,
4713,79,80,52,39,NaN,14,100,NaN,NaN,30,4,NaN,78
4714,,,,,NaN,,,NaN,NaN,,,NaN,
4715,79,85,54,42,NaN,14,100,NaN,NaN,31,4,NaN,78
4716,,,,,NaN,,,NaN,NaN,,,NaN,
4717,79,83,53,40,NaN,14,100,NaN,NaN,31,6,NaN,90
4718,,,,,NaN,,,NaN,NaN,,,NaN,
4719,79,86,54,42,NaN,14,100,NaN,NaN,31,6,NaN,90
4720,,,,,NaN,,,NaN,NaN,,,NaN,
4721,78,86,54,41,NaN,14,100,NaN,NaN,30,7,NaN,86
4722,,,,,NaN,,,NaN,NaN,,,NaN,
4723,78,86,54,41,NaN,14,100,NaN,NaN,30,7,NaN,86
4724,,,,,NaN,,,NaN,NaN,,,NaN,
4725,78,85,54,41,NaN,14,100,NaN,NaN,30,6,NaN,79
4726,,,,,NaN,,,NaN,NaN,,,NaN,
4727,79,82,53,41,NaN,14,100,NaN,NaN,30,6,NaN,78
4728,,,,,NaN,,,NaN,NaN,,,NaN,
4729,78,80,51,37,NaN,14,100,NaN,NaN,30,6,NaN,79
4730,,,,,NaN,,,NaN,NaN,,,NaN,
4731,78,78,50,38,NaN,14,100,NaN,NaN,30,7,NaN,83
4732,,,,,NaN,,,NaN,NaN,,,NaN,
4733,77,87,53,41,NaN,14,100,NaN,NaN,29,7,NaN,82
4734,,,,,NaN,,,NaN,NaN,,,NaN,
4735,77,87,54,41,NaN,14,100,NaN,NaN,29,7,NaN,82
4736,,,,,NaN,,,NaN,NaN,,,NaN,
4737,77,87,54,41,NaN,14,100,NaN,NaN,29,7,NaN,82
4738,,,,,NaN,,,NaN,NaN,,,NaN,
4739,76,86,55,40,NaN,14,100,NaN,NaN,29,6,NaN,76
4740,,,,,NaN,,,NaN,NaN,,,NaN,
4741,77,89,56,42,NaN,14,100,NaN,NaN,30,6,NaN,77
4742,,,,,NaN,,,NaN,NaN,,,NaN,
4743,78,88,56,42,NaN,14,100,NaN,NaN,30,6,NaN,77
4744,,,,,NaN,,,NaN,NaN,,,NaN,
4745,77,88,56,42,NaN,14,99,NaN,NaN,30,6,NaN,77
4746,,,,,NaN,,,NaN,NaN,,,NaN,
4747,77,84,54,40,NaN,14,99,NaN,NaN,31,6,NaN,76
4748,,,,,NaN,,,NaN,NaN,,,NaN,
4749,77,84,54,40,NaN,14,99,NaN,NaN,31,6,NaN,76
4750,,,,,NaN,,,NaN,NaN,,,NaN,
4751,76,84,53,40,NaN,14,100,NaN,NaN,31,7,NaN,76
4752,,,,,NaN,,,NaN,NaN,,,NaN,
4753,75,85,54,41,NaN,14,99,NaN,NaN,31,7,NaN,76
4754,,,,,NaN,,,NaN,NaN,,,NaN,
4755,75,82,53,39,NaN,14,99,NaN,NaN,31,6,NaN,79
4756,,,,,NaN,,,NaN,NaN,,,NaN,
4757,75,80,51,39,NaN,14,99,NaN,NaN,31,6,NaN,79
4758,,,,,NaN,,,NaN,NaN,,,NaN,
4759,74,79,50,38,NaN,14,100,NaN,NaN,31,6,NaN,79
4760,,,,,NaN,,,NaN,NaN,,,NaN,
4761,75,76,49,37,NaN,14,100,NaN,NaN,31,6,NaN,75
4762,,,,,NaN,,,NaN,NaN,,,NaN,
4763,75,75,48,37,NaN,14,99,NaN,NaN,31,6,NaN,74
4764,,,,,NaN,,,NaN,NaN,,,NaN,
4765,75,77,48,37,NaN,14,99,NaN,NaN,29,6,NaN,74
4766,,,,,NaN,,,NaN,NaN,,,NaN,
4767,75,84,51,39,NaN,14,100,NaN,NaN,29,6,NaN,75
4768,,,,,NaN,,,NaN,NaN,,,NaN,
4769,75,82,51,38,NaN,14,100,NaN,NaN,29,6,NaN,75
4770,,,,,NaN,,,NaN,NaN,,,NaN,
4771,75,86,53,41,NaN,14,100,NaN,NaN,29,6,NaN,75
4772,,,,,NaN,,,NaN,NaN,,,NaN,
4773,75,85,53,40,NaN,14,100,NaN,NaN,29,7,NaN,75
4774,,,,,NaN,,,NaN,NaN,,,NaN,
4775,75,85,53,40,NaN,14,100,NaN,NaN,29,7,NaN,75
4776,,,,,NaN,,,NaN,NaN,,,NaN,
4777,75,86,54,40,NaN,14,99,NaN,NaN,29,7,NaN,75
4778,,,,,NaN,,,NaN,NaN,,,NaN,
4779,75,84,53,40,NaN,14,99,NaN,NaN,30,7,NaN,75
4780,,,,,NaN,,,NaN,NaN,,,NaN,
4781,75,81,52,38,NaN,14,99,NaN,NaN,30,6,NaN,75
4782,,,,,NaN,,,NaN,NaN,,,NaN,
4783,75,80,51,39,NaN,14,99,NaN,NaN,30,6,NaN,75
4784,,,,,NaN,,,NaN,NaN,,,NaN,
4785,75,78,50,37,NaN,14,99,NaN,NaN,31,7,NaN,75
4786,,,,,NaN,,,NaN,NaN,,,NaN,
4787,75,78,50,37,NaN,14,99,NaN,NaN,31,7,NaN,75
4788,,,,,NaN,,,NaN,NaN,,,NaN,
4789,75,81,50,38,NaN,14,100,NaN,NaN,31,7,NaN,75
4790,,,,,NaN,,,NaN,NaN,,,NaN,
4791,75,81,51,38,NaN,14,100,NaN,NaN,30,7,NaN,75
4792,,,,,NaN,,,NaN,NaN,,,NaN,
4793,75,83,52,39,NaN,14,100,NaN,NaN,30,7,NaN,75
4794,,,,,NaN,,,NaN,NaN,,,NaN,
4795,76,81,51,38,NaN,14,99,NaN,NaN,30,7,NaN,86
4796,,,,,NaN,,,NaN,NaN,,,NaN,
4797,76,83,52,38,NaN,14,100,NaN,NaN,30,7,NaN,86
4798,,,,,NaN,,,NaN,NaN,,,NaN,
4799,76,80,51,37,NaN,14,99,NaN,NaN,30,7,NaN,86
4800,,,,,NaN,,,NaN,NaN,,,NaN,
4801,76,83,52,39,NaN,14,100,NaN,NaN,30,7,NaN,86
4802,,,,,NaN,,,NaN,NaN,,,NaN,
4803,76,83,52,39,NaN,14,100,NaN,NaN,30,7,NaN,86
4804,,,,,NaN,,,NaN,NaN,,,NaN,
4805,76,83,51,39,NaN,14,99,NaN,NaN,30,6,NaN,75
4806,,,,,NaN,,,NaN,NaN,,,NaN,
4807,76,81,51,38,NaN,14,100,NaN,NaN,30,6,NaN,75
4808,,,,,NaN,,,NaN,NaN,,,NaN,
4809,76,85,52,39,NaN,14,99,NaN,NaN,30,6,NaN,75
4810,,,,,NaN,,,NaN,NaN,,,NaN,
4811,76,85,53,39,NaN,14,100,NaN,NaN,30,6,NaN,75
4812,,,,,NaN,,,NaN,NaN,,,NaN,
4813,75,85,53,39,NaN,14,100,NaN,NaN,30,6,NaN,75
4814,,,,,NaN,,,NaN,NaN,,,NaN,
4815,75,83,52,39,NaN,14,99,NaN,NaN,30,6,NaN,74
4816,,,,,NaN,,,NaN,NaN,,,NaN,
4817,75,81,51,39,NaN,14,99,NaN,NaN,30,6,NaN,74
4818,,,,,NaN,,,NaN,NaN,,,NaN,
4819,74,80,50,37,NaN,14,100,NaN,NaN,30,6,NaN,73
4820,,,,,NaN,,,NaN,NaN,,,NaN,
4821,74,77,49,37,NaN,14,99,NaN,NaN,31,6,NaN,73
4822,,,,,NaN,,,NaN,NaN,,,NaN,
4823,73,80,50,37,NaN,14,100,NaN,NaN,31,6,NaN,73
4824,,,,,NaN,,,NaN,NaN,,,NaN,
4825,73,77,49,37,NaN,14,100,NaN,NaN,31,6,NaN,73
4826,,,,,NaN,,,NaN,NaN,,,NaN,
4827,74,80,50,37,NaN,14,99,NaN,NaN,30,6,NaN,73
4828,,,,,NaN,,,NaN,NaN,,,NaN,
4829,74,80,50,37,NaN,14,99,NaN,NaN,30,6,NaN,73
4830,,,,,NaN,,,NaN,NaN,,,NaN,
4831,73,80,50,38,NaN,14,100,NaN,NaN,30,6,NaN,73
4832,,,,,NaN,,,NaN,NaN,,,NaN,
4833,75,79,50,38,NaN,14,99,NaN,NaN,30,6,NaN,74
4834,,,,,NaN,,,NaN,NaN,,,NaN,
4835,75,81,50,38,NaN,14,99,NaN,NaN,30,6,NaN,75
4836,,,,,NaN,,,NaN,NaN,,,NaN,
4837,75,79,49,37,NaN,14,99,NaN,NaN,30,6,NaN,74
4838,,,,,NaN,,,NaN,NaN,,,NaN,
4839,75,80,50,38,NaN,14,99,NaN,NaN,29,6,NaN,75
4840,,,,,NaN,,,NaN,NaN,,,NaN,
4841,74,78,49,37,NaN,14,99,NaN,NaN,29,6,NaN,72
4842,,,,,NaN,,,NaN,NaN,,,NaN,
4843,73,80,50,38,NaN,14,99,NaN,NaN,29,6,NaN,74
4844,,,,,NaN,,,NaN,NaN,,,NaN,
4845,75,80,50,37,NaN,14,99,NaN,NaN,30,6,NaN,74
4846,,,,,NaN,,,NaN,NaN,,,NaN,
4847,75,80,50,39,NaN,14,99,NaN,NaN,30,6,NaN,75
4848,,,,,NaN,,,NaN,NaN,,,NaN,
4849,75,82,51,38,NaN,14,100,NaN,NaN,30,6,NaN,75
4850,,,,,NaN,,,NaN,NaN,,,NaN,
4851,75,80,50,38,NaN,14,100,NaN,NaN,30,6,NaN,75
4852,,,,,NaN,,,NaN,NaN,,,NaN,
4853,75,82,51,38,NaN,14,100,NaN,NaN,30,6,NaN,75
4854,,,,,NaN,,,NaN,NaN,,,NaN,
4855,75,82,51,38,NaN,14,100,NaN,NaN,30,6,NaN,75
4856,,,,,NaN,,,NaN,NaN,,,NaN,
4857,75,81,51,38,NaN,14,99,NaN,NaN,31,6,NaN,75
4858,,,,,NaN,,,NaN,NaN,,,NaN,
4859,76,78,50,37,NaN,14,99,NaN,NaN,31,6,NaN,75
4860,,,,,NaN,,,NaN,NaN,,,NaN,
4861,76,80,50,38,NaN,14,99,NaN,NaN,31,6,NaN,76
