time,Solar8000/ART_SBP,SNUADC/ECG_V5,SNUADC/CVP,Solar8000/PLETH_SPO2,Solar8000/ART_MBP,Solar8000/RR_CO2,Solar8000/ART_DBP,SNUADC/ART,Solar8000/HR,Solar8000/CVP,Solar8000/ETCO2,SNUADC/ECG_II,Solar8000/PLETH_HR
424,-10,NaN,NaN,97,-10,,-10,NaN,96,-8,,NaN,97
425,,NaN,NaN,,,,,NaN,,,,NaN,
426,-10,NaN,NaN,98,-10,,-10,NaN,96,-8,,NaN,97
427,,NaN,NaN,,,,,NaN,,,,NaN,
428,-10,NaN,NaN,98,-10,,-10,NaN,96,-8,,NaN,97
429,,NaN,NaN,,,,,NaN,,,,NaN,
430,-10,NaN,NaN,98,-10,,-10,NaN,97,-7,,NaN,97
431,,NaN,NaN,,,,,NaN,,,,NaN,
432,-8,NaN,NaN,98,-10,,-13,NaN,97,-7,,NaN,97
433,,NaN,NaN,,,,,NaN,,,,NaN,
434,-8,NaN,NaN,98,-10,,-12,NaN,97,-7,,NaN,97
435,,NaN,NaN,,,,,NaN,,,,NaN,
436,-8,NaN,NaN,98,-10,,-12,NaN,96,-7,,NaN,96
437,,NaN,NaN,,,,,NaN,,,,NaN,
438,-8,NaN,NaN,98,-10,,-12,NaN,96,-7,,NaN,97
439,,NaN,NaN,,,,,NaN,,,,NaN,
440,-10,NaN,NaN,97,-10,,-10,NaN,96,-8,,NaN,97
441,,NaN,NaN,,,,,NaN,,,,NaN,
442,-8,NaN,NaN,98,-10,,-12,NaN,96,-8,,NaN,97
443,,NaN,NaN,,,,,NaN,,,,NaN,
444,-8,NaN,NaN,96,-10,,-12,NaN,96,-8,,NaN,96
445,,NaN,NaN,,,,,NaN,,,,NaN,
446,-10,NaN,NaN,94,-10,,-10,NaN,96,-8,,NaN,95
447,,NaN,NaN,,,,,NaN,,,,NaN,
448,-10,NaN,NaN,94,-10,,-10,NaN,96,-8,,NaN,95
449,,NaN,NaN,,,,,NaN,,,,NaN,
450,-10,NaN,NaN,95,-10,,-10,NaN,95,-8,,NaN,95
451,,NaN,NaN,,,,,NaN,,,,NaN,
452,-9,NaN,NaN,96,-10,,-12,NaN,95,-8,,NaN,95
453,,NaN,NaN,,,,,NaN,,,,NaN,
454,-9,NaN,NaN,95,-10,,-12,NaN,95,-8,,NaN,96
455,,NaN,NaN,,,,,NaN,,,,NaN,
456,-10,NaN,NaN,96,-10,,-10,NaN,96,-8,,NaN,97
457,,NaN,NaN,,,,,NaN,,,,NaN,
458,-10,NaN,NaN,97,-10,,-10,NaN,96,-8,,NaN,97
459,,NaN,NaN,,,,,NaN,,,,NaN,
460,-10,NaN,NaN,97,-10,,-10,NaN,96,-6,,NaN,96
461,,NaN,NaN,,,,,NaN,,,,NaN,
462,-10,NaN,NaN,97,-10,,-10,NaN,96,-6,,NaN,96
463,,NaN,NaN,,,,,NaN,,,,NaN,
464,-10,NaN,NaN,97,-10,,-10,NaN,96,-7,,NaN,96
465,,NaN,NaN,,,,,NaN,,,,NaN,
466,-10,NaN,NaN,96,-10,,-10,NaN,96,-7,,NaN,96
467,,NaN,NaN,,,,,NaN,,,,NaN,
468,-9,NaN,NaN,98,-9,,-9,NaN,96,-7,,NaN,98
469,,NaN,NaN,,,,,NaN,,,,NaN,
470,-9,NaN,NaN,98,-9,,-9,NaN,98,-7,,NaN,99
471,,NaN,NaN,,,,,NaN,,,,NaN,
472,-9,NaN,NaN,98,-9,,-9,NaN,99,-7,,NaN,100
473,,NaN,NaN,,,,,NaN,,,,NaN,
474,-9,NaN,NaN,97,-9,,-9,NaN,99,-7,,NaN,100
475,,NaN,NaN,,,,,NaN,,,,NaN,
476,-10,NaN,NaN,98,-10,,-10,NaN,99,-7,,NaN,99
477,,NaN,NaN,,,,,NaN,,,,NaN,
478,-10,NaN,NaN,97,-10,,-10,NaN,99,-8,,NaN,97
479,,NaN,NaN,,,,,NaN,,,,NaN,
480,-10,NaN,NaN,97,-10,,-10,NaN,98,-8,,NaN,97
481,,NaN,NaN,,,,,NaN,,,,NaN,
482,-10,NaN,NaN,97,-10,,-10,NaN,96,-8,,NaN,97
483,,NaN,NaN,,,,,NaN,,,,NaN,
484,-10,NaN,NaN,97,-10,,-10,NaN,95,-8,,NaN,97
485,,NaN,NaN,,,,,NaN,,,,NaN,
486,-10,NaN,NaN,94,-10,,-10,NaN,94,-8,,NaN,96
487,,NaN,NaN,,,,,NaN,,,,NaN,
488,-10,NaN,NaN,94,-10,,-10,NaN,94,-8,,NaN,96
489,,NaN,NaN,,,,,NaN,,,,NaN,
490,-10,NaN,NaN,89,-10,,-10,NaN,94,-8,,NaN,96
491,,NaN,NaN,,,,,NaN,,,,NaN,
492,-10,NaN,NaN,92,-10,,-10,NaN,94,-8,,NaN,93
493,,NaN,NaN,,,,,NaN,,,,NaN,
494,-10,NaN,NaN,92,-10,,-10,NaN,94,-6,,NaN,92
495,,NaN,NaN,,,,,NaN,,,,NaN,
496,-10,NaN,NaN,92,-10,,-10,NaN,93,-6,,NaN,92
497,,NaN,NaN,,,,,NaN,,,,NaN,
498,-10,NaN,NaN,87,-10,,-10,NaN,93,-7,,NaN,88
499,,NaN,NaN,,,,,NaN,,,,NaN,
500,-10,NaN,NaN,95,-10,,-10,NaN,93,-7,,NaN,89
501,,NaN,NaN,,,,,NaN,,,,NaN,
502,-10,NaN,NaN,98,-10,,-10,NaN,93,-7,,NaN,89
503,,NaN,NaN,,,,,NaN,,,,NaN,
504,-10,NaN,NaN,99,-10,,-10,NaN,93,-7,,NaN,91
505,,NaN,NaN,,,,,NaN,,,,NaN,
506,-10,NaN,NaN,99,-10,,-10,NaN,93,-7,,NaN,94
507,,NaN,NaN,,,,,NaN,,,,NaN,
508,-10,NaN,NaN,98,-10,,-10,NaN,93,-7,,NaN,94
509,,NaN,NaN,,,,,NaN,,,,NaN,
510,-10,NaN,NaN,99,-10,,-10,NaN,93,-7,,NaN,94
511,,NaN,NaN,,,,,NaN,,,,NaN,
512,-11,NaN,NaN,99,-11,,-11,NaN,94,-7,,NaN,94
513,,NaN,NaN,,,,,NaN,,,,NaN,
514,-11,NaN,NaN,99,-11,,-11,NaN,94,-7,,NaN,94
515,,NaN,NaN,,,,,NaN,,,,NaN,
516,-9,NaN,NaN,99,-9,,-9,NaN,94,-7,,NaN,95
517,,NaN,NaN,,,,,NaN,,,,NaN,
518,-9,NaN,NaN,99,-9,,-9,NaN,94,-7,,NaN,95
519,,NaN,NaN,,,,,NaN,,,,NaN,
520,-10,NaN,NaN,99,-10,,-10,NaN,95,-7,,NaN,95
521,,NaN,NaN,,,,,NaN,,,,NaN,
522,-10,NaN,NaN,99,-10,,-10,NaN,94,-7,,NaN,95
523,,NaN,NaN,,,,,NaN,,,,NaN,
524,-10,NaN,NaN,99,-10,,-10,NaN,94,-7,,NaN,95
525,,NaN,NaN,,,,,NaN,,,,NaN,
526,-10,NaN,NaN,98,-10,,-10,NaN,94,-7,,NaN,93
527,,NaN,NaN,,,,,NaN,,,,NaN,
528,-10,NaN,NaN,98,-10,,-10,NaN,95,-6,,NaN,93
529,,NaN,NaN,,,,,NaN,,,,NaN,
530,-10,NaN,NaN,97,-10,,-10,NaN,95,-6,,NaN,93
531,,NaN,NaN,,,,,NaN,,,,NaN,
532,-10,NaN,NaN,98,-10,,-10,NaN,96,-6,,NaN,93
533,,NaN,NaN,,,,,NaN,,,,NaN,
534,-10,NaN,NaN,97,-10,,-10,NaN,96,-6,,NaN,95
535,,NaN,NaN,,,,,NaN,,,,NaN,
536,-10,NaN,NaN,97,-10,,-10,NaN,98,-6,,NaN,95
537,,NaN,NaN,,,,,NaN,,,,NaN,
538,-10,NaN,NaN,97,-10,,-10,NaN,98,-6,,NaN,97
539,,NaN,NaN,,,,,NaN,,,,NaN,
540,-10,NaN,NaN,98,-10,,-10,NaN,97,-6,,NaN,98
541,,NaN,NaN,,,,,NaN,,,,NaN,
542,-10,NaN,NaN,98,-10,,-10,NaN,96,-7,,NaN,97
543,,NaN,NaN,,,,,NaN,,,,NaN,
544,-10,NaN,NaN,99,-10,,-10,NaN,95,-7,,NaN,95
545,,NaN,NaN,,,,,NaN,,,,NaN,
546,-10,NaN,NaN,99,-10,,-10,NaN,95,-7,,NaN,95
547,,NaN,NaN,,,,,NaN,,,,NaN,
548,-10,NaN,NaN,99,-10,,-10,NaN,95,-7,,NaN,95
549,,NaN,NaN,,,,,NaN,,,,NaN,
550,-10,NaN,NaN,99,-10,,-10,NaN,95,-7,,NaN,95
551,,NaN,NaN,,,,,NaN,,,,NaN,
552,-10,NaN,NaN,99,-10,,-10,NaN,95,-7,,NaN,95
553,,NaN,NaN,,,,,NaN,,,,NaN,
554,-10,NaN,NaN,99,-10,,-10,NaN,95,-7,,NaN,95
555,,NaN,NaN,,,,,NaN,,,,NaN,
556,-10,NaN,NaN,99,-10,,-10,NaN,94,-7,,NaN,95
557,,NaN,NaN,,,,,NaN,,,,NaN,
558,-10,NaN,NaN,99,-10,,-10,NaN,94,-6,,NaN,94
559,,NaN,NaN,,,,,NaN,,,,NaN,
560,-9,NaN,NaN,99,-9,,-9,NaN,93,-6,,NaN,93
561,,NaN,NaN,,,,,NaN,,,,NaN,
562,-9,NaN,NaN,99,-9,,-9,NaN,93,-6,,NaN,93
563,,NaN,NaN,,,,,NaN,,,,NaN,
564,-10,NaN,NaN,99,-10,,-10,NaN,93,-6,,NaN,93
565,,NaN,NaN,,,,,NaN,,,,NaN,
566,-10,NaN,NaN,99,-10,,-10,NaN,93,-6,,NaN,93
567,,NaN,NaN,,,,,NaN,,,,NaN,
568,-10,NaN,NaN,99,-10,,-10,NaN,93,-6,,NaN,93
569,,NaN,NaN,,,,,NaN,,,,NaN,
570,-10,NaN,NaN,99,-10,,-10,NaN,94,-6,,NaN,93
571,,NaN,NaN,,,,,NaN,,,,NaN,
572,-10,NaN,NaN,98,-10,,-10,NaN,96,-7,,NaN,94
573,,NaN,NaN,,,,,NaN,,,,NaN,
574,-10,NaN,NaN,99,-10,,-10,NaN,96,-7,,NaN,94
575,,NaN,NaN,,,,,NaN,,,,NaN,
576,-10,NaN,NaN,98,-10,,-10,NaN,96,-7,,NaN,96
577,,NaN,NaN,,,,,NaN,,,,NaN,
578,-10,NaN,NaN,99,-10,,-10,NaN,96,-7,,NaN,96
579,,NaN,NaN,,,,,NaN,,,,NaN,
580,-10,NaN,NaN,99,-10,,-10,NaN,96,-7,,NaN,96
581,,NaN,NaN,,,,,NaN,,,,NaN,
582,-10,NaN,NaN,99,-10,,-10,NaN,95,-7,,NaN,94
583,,NaN,NaN,,,,,NaN,,,,NaN,
584,-10,NaN,NaN,99,-10,,-10,NaN,94,-7,,NaN,93
585,,NaN,NaN,,,,,NaN,,,,NaN,
586,-10,NaN,NaN,99,-10,,-10,NaN,92,-7,,NaN,92
587,,NaN,NaN,,,,,NaN,,,,NaN,
588,-10,NaN,NaN,99,-10,,-10,NaN,91,-7,,NaN,92
589,,NaN,NaN,,,,,NaN,,,,NaN,
590,-10,NaN,NaN,99,-10,,-10,NaN,92,-7,,NaN,93
591,,NaN,NaN,,,,,NaN,,,,NaN,
592,-10,NaN,NaN,100,-10,,-10,NaN,92,-6,,NaN,93
593,,NaN,NaN,,,,,NaN,,,,NaN,
594,-10,NaN,NaN,99,-10,,-10,NaN,93,-6,,NaN,93
595,,NaN,NaN,,,,,NaN,,,,NaN,
596,-10,NaN,NaN,99,-10,,-10,NaN,93,-6,,NaN,93
597,,NaN,NaN,,,,,NaN,,,,NaN,
598,-10,NaN,NaN,100,-10,,-10,NaN,93,-6,,NaN,93
599,,NaN,NaN,,,,,NaN,,,,NaN,
600,-10,NaN,NaN,99,-10,,-10,NaN,93,-6,,NaN,93
601,,NaN,NaN,,,,,NaN,,,,NaN,
602,-10,NaN,NaN,98,-10,,-10,NaN,93,-6,,NaN,98
603,,NaN,NaN,,,,,NaN,,,,NaN,
604,-9,NaN,NaN,97,-9,,-9,NaN,94,-6,,NaN,96
605,,NaN,NaN,,,,,NaN,,,,NaN,
606,-9,NaN,NaN,98,-9,,-9,NaN,94,-7,,NaN,96
607,,NaN,NaN,,,,,NaN,,,,NaN,
608,-10,NaN,NaN,99,-10,,-10,NaN,94,-7,,NaN,95
609,,NaN,NaN,,,,,NaN,,,,NaN,
610,-10,NaN,NaN,98,-10,,-10,NaN,93,-7,,NaN,92
611,,NaN,NaN,,,,,NaN,,,,NaN,
612,-10,NaN,NaN,98,-10,,-10,NaN,92,-7,,NaN,93
613,,NaN,NaN,,,,,NaN,,,,NaN,
614,-10,NaN,NaN,99,-10,,-10,NaN,92,-7,,NaN,93
615,,NaN,NaN,,,,,NaN,,,,NaN,
616,-10,NaN,NaN,97,-10,,-10,NaN,92,-7,,NaN,93
617,,NaN,NaN,,,,,NaN,,,,NaN,
618,-10,NaN,NaN,97,-10,,-10,NaN,93,-7,,NaN,94
619,,NaN,NaN,,,,,NaN,,,,NaN,
620,-10,NaN,NaN,98,-10,,-10,NaN,94,-7,,NaN,95
621,,NaN,NaN,,,,,NaN,,,,NaN,
622,-10,NaN,NaN,98,-10,,-10,NaN,94,-6,,NaN,95
623,,NaN,NaN,,,,,NaN,,,,NaN,
624,-10,NaN,NaN,98,-10,,-10,NaN,94,-6,,NaN,94
625,,NaN,NaN,,,,,NaN,,,,NaN,
626,-10,NaN,NaN,99,-10,,-10,NaN,94,-6,,NaN,94
627,,NaN,NaN,,,,,NaN,,,,NaN,
628,-10,NaN,NaN,99,-10,,-10,NaN,94,-6,,NaN,94
629,,NaN,NaN,,,,,NaN,,,,NaN,
630,-10,NaN,NaN,98,-10,,-10,NaN,94,-6,,NaN,96
631,,NaN,NaN,,,,,NaN,,,,NaN,
632,-10,NaN,NaN,98,-10,,-10,NaN,95,-6,,NaN,96
633,,NaN,NaN,,,,,NaN,,,,NaN,
634,-10,NaN,NaN,98,-10,,-10,NaN,97,-6,,NaN,96
635,,NaN,NaN,,,,,NaN,,,,NaN,
636,-10,NaN,NaN,98,-10,,-10,NaN,97,-7,,NaN,97
637,,NaN,NaN,,,,,NaN,,,,NaN,
638,-10,NaN,NaN,97,-10,,-10,NaN,99,-7,,NaN,96
639,,NaN,NaN,,,,,NaN,,,,NaN,
640,-10,NaN,NaN,92,-10,,-10,NaN,98,-7,,NaN,94
641,,NaN,NaN,,,,,NaN,,,,NaN,
642,-10,NaN,NaN,92,-10,,-10,NaN,98,-7,,NaN,94
643,,NaN,NaN,,,,,NaN,,,,NaN,
644,-10,NaN,NaN,85,-10,,-10,NaN,98,-7,,NaN,95
645,,NaN,NaN,,,,,NaN,,,,NaN,
646,-10,NaN,NaN,87,-10,,-10,NaN,97,-7,,NaN,95
647,,NaN,NaN,,,,,NaN,,,,NaN,
648,-9,NaN,NaN,88,-9,,-9,NaN,98,-7,,NaN,93
649,,NaN,NaN,,,,,NaN,,,,NaN,
650,-9,NaN,NaN,89,-9,,-9,NaN,98,-7,,NaN,95
651,,NaN,NaN,,,,,NaN,,,,NaN,
652,-10,NaN,NaN,89,-10,,-10,NaN,97,-6,,NaN,96
653,,NaN,NaN,,,,,NaN,,,,NaN,
654,-10,NaN,NaN,96,-10,,-10,NaN,96,-6,,NaN,96
655,,NaN,NaN,,,,,NaN,,,,NaN,
656,-10,NaN,NaN,97,-10,,-10,NaN,95,-6,,NaN,96
657,,NaN,NaN,,,,,NaN,,,,NaN,
658,-10,NaN,NaN,97,-10,,-10,NaN,96,-6,,NaN,96
659,,NaN,NaN,,,,,NaN,,,,NaN,
660,-10,NaN,NaN,98,-10,,-10,NaN,96,-6,,NaN,96
661,,NaN,NaN,,,,,NaN,,,,NaN,
662,-10,NaN,NaN,98,-10,,-10,NaN,95,-6,,NaN,96
663,,NaN,NaN,,,,,NaN,,,,NaN,
664,-10,NaN,NaN,98,-10,,-10,NaN,95,-6,,NaN,96
665,,NaN,NaN,,,,,NaN,,,,NaN,
666,-10,NaN,NaN,96,-10,,-10,NaN,94,-6,,NaN,96
667,,NaN,NaN,,,,,NaN,,,,NaN,
668,-10,NaN,NaN,97,-10,,-10,NaN,95,-6,,NaN,96
669,,NaN,NaN,,,,,NaN,,,,NaN,
670,-10,NaN,NaN,97,-10,,-10,NaN,97,-7,,NaN,97
671,,NaN,NaN,,,,,NaN,,,,NaN,
672,-10,NaN,NaN,96,-10,,-10,NaN,98,-7,,NaN,97
673,,NaN,NaN,,,,,NaN,,,,NaN,
674,-10,NaN,NaN,94,-10,,-10,NaN,98,-7,,NaN,97
675,,NaN,NaN,,,,,NaN,,,,NaN,
676,-10,NaN,NaN,90,-10,,-10,NaN,98,-7,,NaN,96
677,,NaN,NaN,,,,,NaN,,,,NaN,
678,-10,NaN,NaN,90,-10,,-10,NaN,100,-7,,NaN,93
679,,NaN,NaN,,,,,NaN,,,,NaN,
680,-10,NaN,NaN,92,-10,,-10,NaN,101,-7,,NaN,96
681,,NaN,NaN,,,,,NaN,,,,NaN,
682,-10,NaN,NaN,92,-10,,-10,NaN,102,-7,,NaN,96
683,,NaN,NaN,,,,,NaN,,,,NaN,
684,-10,NaN,NaN,92,-10,,-10,NaN,102,-7,,NaN,96
685,,NaN,NaN,,,,,NaN,,,,NaN,
686,-10,NaN,NaN,86,-10,,-10,NaN,102,-6,,NaN,96
687,,NaN,NaN,,,,,NaN,,,,NaN,
688,-10,NaN,NaN,81,-10,,-10,NaN,103,-6,,NaN,89
689,,NaN,NaN,,,,,NaN,,,,NaN,
690,-10,NaN,NaN,82,-10,,-10,NaN,103,-6,,NaN,91
691,,NaN,NaN,,,,,NaN,,,,NaN,
692,-9,NaN,NaN,83,-9,,-9,NaN,103,-6,,NaN,97
693,,NaN,NaN,,,,,NaN,,,,NaN,
694,-9,NaN,NaN,83,-9,,-9,NaN,104,-6,,NaN,97
695,,NaN,NaN,,,,,NaN,,,,NaN,
696,-9,NaN,NaN,85,-9,,-9,NaN,103,-6,,NaN,92
697,,NaN,NaN,,,,,NaN,,,,NaN,
698,-10,NaN,NaN,87,-10,,-10,NaN,103,-6,,NaN,90
699,,NaN,NaN,,,,,NaN,,,,NaN,
700,-10,NaN,NaN,88,-10,,-10,NaN,103,-7,,NaN,96
701,,NaN,NaN,,,,,NaN,,,,NaN,
702,-10,NaN,NaN,89,-10,,-10,NaN,103,-7,,NaN,97
703,,NaN,NaN,,,,,NaN,,,,NaN,
704,-10,NaN,NaN,90,-10,,-10,NaN,103,-7,,NaN,96
705,,NaN,NaN,,,,,NaN,,,,NaN,
706,-10,NaN,NaN,91,-10,,-10,NaN,103,-7,,NaN,102
707,,NaN,NaN,,,,,NaN,,,,NaN,
708,-10,NaN,NaN,92,-10,,-10,NaN,103,-7,,NaN,105
709,,NaN,NaN,,,,,NaN,,,,NaN,
710,-10,NaN,NaN,92,-10,,-10,NaN,104,-7,,NaN,103
711,,NaN,NaN,,,,,NaN,,,,NaN,
712,-10,NaN,NaN,96,-10,,-10,NaN,104,-7,,NaN,105
713,,NaN,NaN,,,,,NaN,,,,NaN,
714,-10,NaN,NaN,97,-10,,-10,NaN,104,-7,,NaN,105
715,,NaN,NaN,,,,,NaN,,,,NaN,
716,-10,NaN,NaN,97,-10,,-10,NaN,105,-6,,NaN,105
717,,NaN,NaN,,,,,NaN,,,,NaN,
718,-10,NaN,NaN,96,-10,,-10,NaN,106,-6,,NaN,106
719,,NaN,NaN,,,,,NaN,,,,NaN,
720,-10,NaN,NaN,98,-10,,-10,NaN,106,-7,,NaN,108
721,,NaN,NaN,,,,,NaN,,,,NaN,
722,-10,NaN,NaN,98,-10,,-10,NaN,106,-7,,NaN,107
723,,NaN,NaN,,,,,NaN,,,,NaN,
724,-10,NaN,NaN,98,-10,,-10,NaN,106,-6,,NaN,107
725,,NaN,NaN,,,,,NaN,,,,NaN,
726,-10,NaN,NaN,97,-10,,-10,NaN,107,-6,,NaN,107
727,,NaN,NaN,,,,,NaN,,,,NaN,
728,-10,NaN,NaN,97,-10,,-10,NaN,106,-6,,NaN,107
729,,NaN,NaN,,,,,NaN,,,,NaN,
730,-10,NaN,NaN,98,-10,,-10,NaN,105,-7,,NaN,106
731,,NaN,NaN,,,,,NaN,,,,NaN,
732,-10,NaN,NaN,99,-10,,-10,NaN,104,-7,,NaN,104
733,,NaN,NaN,,,,,NaN,,,,NaN,
734,-9,NaN,NaN,99,-9,,-9,NaN,103,-7,,NaN,103
735,,NaN,NaN,,,,,NaN,,,,NaN,
736,-9,NaN,NaN,100,-9,,-9,NaN,103,-7,,NaN,103
737,,NaN,NaN,,,,,NaN,,,,NaN,
738,-10,NaN,NaN,100,-10,,-10,NaN,102,-7,,NaN,103
739,,NaN,NaN,,,,,NaN,,,,NaN,
740,-10,NaN,NaN,100,-10,,-10,NaN,102,-7,,NaN,103
741,,NaN,NaN,,,,,NaN,,,,NaN,
742,-10,NaN,NaN,100,-10,,-10,NaN,102,-7,,NaN,103
743,,NaN,NaN,,,,,NaN,,,,NaN,
744,-10,NaN,NaN,100,-10,,-10,NaN,102,-7,,NaN,102
745,,NaN,NaN,,,,,NaN,,,,NaN,
746,-10,NaN,NaN,100,-10,,-10,NaN,101,-6,,NaN,102
747,,NaN,NaN,,,,,NaN,,,,NaN,
748,-10,NaN,NaN,100,-10,,-10,NaN,101,-6,,NaN,101
749,,NaN,NaN,,,,,NaN,,,,NaN,
750,-10,NaN,NaN,100,-10,,-10,NaN,100,-7,,NaN,101
751,,NaN,NaN,,,,,NaN,,,,NaN,
752,-10,NaN,NaN,100,-10,,-10,NaN,100,-7,,NaN,101
753,,NaN,NaN,,,,,NaN,,,,NaN,
754,-10,NaN,NaN,100,-10,,-10,NaN,101,-6,,NaN,102
755,,NaN,NaN,,,,,NaN,,,,NaN,
756,-10,NaN,NaN,100,-10,,-10,NaN,102,-6,,NaN,103
757,,NaN,NaN,,,,,NaN,,,,NaN,
758,-10,NaN,NaN,99,-10,,-10,NaN,103,-6,,NaN,103
759,,NaN,NaN,,,,,NaN,,,,NaN,
760,-10,NaN,NaN,100,-10,,-10,NaN,103,-7,,NaN,103
761,,NaN,NaN,,,,,NaN,,,,NaN,
762,-10,NaN,NaN,99,-10,,-10,NaN,103,-7,,NaN,103
763,,NaN,NaN,,,,,NaN,,,,NaN,
764,-10,NaN,NaN,99,-10,,-10,NaN,102,-7,,NaN,103
765,,NaN,NaN,,,,,NaN,,,,NaN,
766,-10,NaN,NaN,99,-10,,-10,NaN,102,-7,,NaN,103
767,,NaN,NaN,,,,,NaN,,,,NaN,
768,-10,NaN,NaN,99,-10,,-10,NaN,103,-7,,NaN,103
769,,NaN,NaN,,,,,NaN,,,,NaN,
770,-10,NaN,NaN,99,-10,,-10,NaN,103,-7,,NaN,103
771,,NaN,NaN,,,,,NaN,,,,NaN,
772,-10,NaN,NaN,99,-10,,-10,NaN,102,-8,,NaN,102
773,,NaN,NaN,,,,,NaN,,,,NaN,
774,-10,NaN,NaN,99,-10,,-10,NaN,101,-8,,NaN,101
775,,NaN,NaN,,,,,NaN,,,,NaN,
776,-10,NaN,NaN,99,-10,,-10,NaN,100,-7,,NaN,100
777,,NaN,NaN,,,,,NaN,,,,NaN,
778,-9,NaN,NaN,100,-9,,-9,NaN,99,-7,,NaN,99
779,,NaN,NaN,,,,,NaN,,,,NaN,
780,-9,NaN,NaN,99,-9,,-9,NaN,98,-7,,NaN,99
781,,NaN,NaN,,,,,NaN,,,,NaN,
782,-10,NaN,NaN,100,-10,,-10,NaN,99,-7,,NaN,101
783,,NaN,NaN,,,,,NaN,,,,NaN,
784,-10,NaN,NaN,100,-10,,-10,NaN,101,-7,,NaN,102
785,,NaN,NaN,,,,,NaN,,,,NaN,
786,-10,NaN,NaN,100,-10,,-10,NaN,103,-7,,NaN,103
787,,NaN,NaN,,,,,NaN,,,,NaN,
788,-10,NaN,NaN,100,-10,,-10,NaN,103,-7,,NaN,102
789,,NaN,NaN,,,,,NaN,,,,NaN,
790,-10,NaN,NaN,100,-10,,-10,NaN,101,-7,,NaN,101
791,,NaN,NaN,,,,,NaN,,,,NaN,
792,-10,NaN,NaN,99,-10,,-10,NaN,100,-7,,NaN,100
793,,NaN,NaN,,,,,NaN,,,,NaN,
794,-10,NaN,NaN,100,-10,,-10,NaN,99,-7,,NaN,99
795,,NaN,NaN,,,,,NaN,,,,NaN,
796,-10,NaN,NaN,99,-10,,-10,NaN,99,-7,,NaN,99
797,,NaN,NaN,,,,,NaN,,,,NaN,
798,-10,NaN,NaN,99,-10,,-10,NaN,98,-8,,NaN,98
799,,NaN,NaN,,,,,NaN,,,,NaN,
800,-10,NaN,NaN,98,-10,,-10,NaN,98,-8,,NaN,98
801,,NaN,NaN,,,,,NaN,,,,NaN,
802,-10,NaN,NaN,99,-10,,-10,NaN,98,-8,,NaN,98
803,,NaN,NaN,,,,,NaN,,,,NaN,
804,-10,NaN,NaN,98,-10,,-10,NaN,97,-8,,NaN,99
805,,NaN,NaN,,,,,NaN,,,,NaN,
806,-10,NaN,NaN,98,-10,,-10,NaN,98,-8,,NaN,100
807,,NaN,NaN,,,,,NaN,,,,NaN,
808,-10,NaN,NaN,98,-10,,-10,NaN,100,-8,,NaN,100
809,,NaN,NaN,,,,,NaN,,,,NaN,
810,-10,NaN,NaN,97,-10,,-10,NaN,100,-7,,NaN,100
811,,NaN,NaN,,,,,NaN,,,,NaN,
812,-10,NaN,NaN,98,-10,,-10,NaN,100,-7,,NaN,100
813,,NaN,NaN,,,,,NaN,,,,NaN,
814,-10,NaN,NaN,98,-10,,-10,NaN,100,-7,,NaN,101
815,,NaN,NaN,,,,,NaN,,,,NaN,
816,-10,NaN,NaN,98,-10,,-10,NaN,99,-7,,NaN,101
817,,NaN,NaN,,,,,NaN,,,,NaN,
818,-10,NaN,NaN,99,-10,,-10,NaN,98,-7,,NaN,99
819,,NaN,NaN,,,,,NaN,,,,NaN,
820,-10,NaN,NaN,98,-10,,-10,NaN,97,-7,,NaN,98
821,,NaN,NaN,,,,,NaN,,,,NaN,
822,-10,NaN,NaN,98,-10,,-10,NaN,97,-7,,NaN,98
823,,NaN,NaN,,,,,NaN,,,,NaN,
824,-10,NaN,NaN,98,-10,,-10,NaN,96,-8,,NaN,97
825,,NaN,NaN,,,,,NaN,,,,NaN,
826,-10,NaN,NaN,97,-10,,-10,NaN,96,-8,,NaN,97
827,,NaN,NaN,,,,,NaN,,,,NaN,
828,-10,NaN,NaN,97,-10,,-10,NaN,96,-8,,NaN,97
829,,NaN,NaN,,,,,NaN,,,,NaN,
830,-10,NaN,NaN,98,-10,,-10,NaN,96,-8,,NaN,97
831,,NaN,NaN,,,,,NaN,,,,NaN,
832,-9,NaN,NaN,98,-10,,-12,NaN,97,-8,,NaN,96
833,,NaN,NaN,,,,,NaN,,,,NaN,
834,-9,NaN,NaN,98,-10,,-12,NaN,97,-8,,NaN,96
835,,NaN,NaN,,,,,NaN,,,,NaN,
836,-9,NaN,NaN,98,-10,,-12,NaN,98,-8,,NaN,97
837,,NaN,NaN,,,,,NaN,,,,NaN,
838,-10,NaN,NaN,98,-10,,-10,NaN,99,-8,,NaN,98
839,,NaN,NaN,,,,,NaN,,,,NaN,
840,-10,NaN,NaN,98,-10,,-10,NaN,98,-8,,NaN,99
841,,NaN,NaN,,,,,NaN,,,,NaN,
842,-10,NaN,NaN,97,-10,,-10,NaN,98,-8,,NaN,98
843,,NaN,NaN,,,,,NaN,,,,NaN,
844,-10,NaN,NaN,97,-10,,-10,NaN,98,-8,,NaN,98
845,,NaN,NaN,,,,,NaN,,,,NaN,
846,-10,NaN,NaN,98,-10,,-10,NaN,97,-8,,NaN,97
847,,NaN,NaN,,,,,NaN,,,,NaN,
848,-10,NaN,NaN,98,-10,,-10,NaN,97,-8,,NaN,98
