time,SNUADC/CVP,Solar8000/ETCO2,SNUADC/ART,Solar8000/ART_SBP,Solar8000/HR,Solar8000/PLETH_SPO2,SNUADC/ECG_V5,Solar8000/ART_MBP,Solar8000/RR_CO2,Solar8000/PLETH_HR,Solar8000/ART_DBP,Solar8000/CVP,SNUADC/ECG_II
406,NaN,,NaN,,50,100,NaN,31,,50,,-38,NaN
407,NaN,,NaN,,,,NaN,,,,,,NaN
408,NaN,,NaN,,50,100,NaN,60,,51,,-38,NaN
409,NaN,,NaN,,,,NaN,,,,,,NaN
410,NaN,,NaN,,50,100,NaN,77,,51,,-38,NaN
411,NaN,,NaN,,,,NaN,,,,,,NaN
412,NaN,,NaN,,50,100,NaN,82,,50,,-37,NaN
413,NaN,,NaN,,,,NaN,,,,,,NaN
414,NaN,,NaN,138,49,100,NaN,89,,50,72,-37,NaN
415,NaN,,NaN,,,,NaN,,,,,,NaN
416,NaN,,NaN,137,50,100,NaN,93,,50,72,-38,NaN
417,NaN,,NaN,,,,NaN,,,,,,NaN
418,NaN,,NaN,135,50,100,NaN,94,,50,72,-38,NaN
419,NaN,,NaN,,,,NaN,,,,,,NaN
420,NaN,,NaN,134,50,100,NaN,100,,50,78,-38,NaN
421,NaN,,NaN,,,,NaN,,,,,,NaN
422,NaN,,NaN,179,50,100,NaN,91,,50,37,-38,NaN
423,NaN,,NaN,,,,NaN,,,,,,NaN
424,NaN,,NaN,143,49,100,NaN,94,,50,62,-39,NaN
425,NaN,,NaN,,,,NaN,,,,,,NaN
426,NaN,,NaN,129,49,100,NaN,93,,50,65,-39,NaN
427,NaN,,NaN,,,,NaN,,,,,,NaN
428,NaN,,NaN,132,49,100,NaN,93,,50,69,-39,NaN
429,NaN,,NaN,,,,NaN,,,,,,NaN
430,NaN,,NaN,132,49,100,NaN,94,,50,70,-39,NaN
431,NaN,,NaN,,,,NaN,,,,,,NaN
432,NaN,,NaN,148,49,100,NaN,94,,49,65,-39,NaN
433,NaN,,NaN,,,,NaN,,,,,,NaN
434,NaN,,NaN,133,49,100,NaN,94,,49,67,-39,NaN
435,NaN,,NaN,,,,NaN,,,,,,NaN
436,NaN,,NaN,132,49,100,NaN,94,,49,64,-39,NaN
437,NaN,,NaN,,,,NaN,,,,,,NaN
438,NaN,,NaN,130,49,100,NaN,93,,50,64,-38,NaN
439,NaN,,NaN,,,,NaN,,,,,,NaN
440,NaN,,NaN,131,49,100,NaN,94,,50,68,-38,NaN
441,NaN,,NaN,,,,NaN,,,,,,NaN
442,NaN,,NaN,130,49,100,NaN,94,,50,70,-38,NaN
443,NaN,,NaN,,,,NaN,,,,,,NaN
444,NaN,,NaN,130,49,100,NaN,96,,50,72,-38,NaN
445,NaN,,NaN,,,,NaN,,,,,,NaN
446,NaN,,NaN,147,49,100,NaN,90,,50,57,-39,NaN
447,NaN,,NaN,,,,NaN,,,,,,NaN
448,NaN,,NaN,136,49,100,NaN,91,,50,60,-39,NaN
449,NaN,,NaN,,,,NaN,,,,,,NaN
450,NaN,,NaN,137,50,100,NaN,99,,50,72,-38,NaN
451,NaN,,NaN,,,,NaN,,,,,,NaN
452,NaN,,NaN,115,50,100,NaN,89,,51,57,-38,NaN
453,NaN,,NaN,,,,NaN,,,,,,NaN
454,NaN,,NaN,136,51,100,NaN,93,,51,65,-38,NaN
455,NaN,,NaN,,,,NaN,,,,,,NaN
456,NaN,,NaN,140,52,100,NaN,96,,51,69,-38,NaN
457,NaN,,NaN,,,,NaN,,,,,,NaN
458,NaN,,NaN,133,52,100,NaN,94,,52,67,-38,NaN
459,NaN,,NaN,,,,NaN,,,,,,NaN
460,NaN,,NaN,128,52,100,NaN,97,,52,79,-38,NaN
461,NaN,,NaN,,,,NaN,,,,,,NaN
462,NaN,,NaN,133,52,100,NaN,97,,52,72,-38,NaN
463,NaN,,NaN,,,,NaN,,,,,,NaN
464,NaN,,NaN,140,52,100,NaN,97,,52,72,-38,NaN
465,NaN,,NaN,,,,NaN,,,,,,NaN
466,NaN,,NaN,135,52,100,NaN,97,,52,64,-38,NaN
467,NaN,,NaN,,,,NaN,,,,,,NaN
468,NaN,,NaN,142,52,100,NaN,98,,53,71,-38,NaN
469,NaN,,NaN,,,,NaN,,,,,,NaN
470,NaN,,NaN,137,53,100,NaN,98,,54,73,-38,NaN
471,NaN,,NaN,,,,NaN,,,,,,NaN
472,NaN,,NaN,134,53,100,NaN,99,,55,73,-39,NaN
473,NaN,,NaN,,,,NaN,,,,,,NaN
474,NaN,,NaN,135,55,100,NaN,99,,56,75,-39,NaN
475,NaN,,NaN,,,,NaN,,,,,,NaN
476,NaN,,NaN,137,57,100,NaN,100,,58,76,-39,NaN
477,NaN,,NaN,,,,NaN,,,,,,NaN
478,NaN,,NaN,137,60,100,NaN,101,,59,76,-39,NaN
479,NaN,,NaN,,,,NaN,,,,,,NaN
480,NaN,,NaN,137,60,100,NaN,101,,61,76,-39,NaN
481,NaN,,NaN,,,,NaN,,,,,,NaN
482,NaN,,NaN,137,61,100,NaN,101,,62,76,-39,NaN
483,NaN,,NaN,,,,NaN,,,,,,NaN
484,NaN,,NaN,138,62,100,NaN,102,,63,77,-39,NaN
485,NaN,,NaN,,,,NaN,,,,,,NaN
486,NaN,,NaN,138,62,100,NaN,102,,63,77,-39,NaN
487,NaN,,NaN,,,,NaN,,,,,,NaN
488,NaN,,NaN,136,63,100,NaN,102,,63,77,-38,NaN
489,NaN,,NaN,,,,NaN,,,,,,NaN
490,NaN,,NaN,136,63,100,NaN,102,,63,77,-38,NaN
491,NaN,,NaN,,,,NaN,,,,,,NaN
492,NaN,32,NaN,138,63,100,NaN,102,5,63,77,-38,NaN
493,NaN,,NaN,,,,NaN,,,,,,NaN
494,NaN,32,NaN,141,63,100,NaN,103,5,63,77,-38,NaN
495,NaN,,NaN,,,,NaN,,,,,,NaN
496,NaN,32,NaN,142,63,100,NaN,104,5,63,77,-37,NaN
497,NaN,,NaN,,,,NaN,,,,,,NaN
498,NaN,32,NaN,143,62,100,NaN,104,5,63,77,-37,NaN
499,NaN,,NaN,,,,NaN,,,,,,NaN
500,NaN,43,NaN,143,62,100,NaN,104,5,63,77,-37,NaN
501,NaN,,NaN,,,,NaN,,,,,,NaN
502,NaN,43,NaN,143,61,100,NaN,104,5,62,77,-37,NaN
503,NaN,,NaN,,,,NaN,,,,,,NaN
504,NaN,43,NaN,142,61,100,NaN,104,5,62,76,-37,NaN
505,NaN,,NaN,,,,NaN,,,,,,NaN
506,NaN,40,NaN,142,61,100,NaN,104,6,61,77,-37,NaN
507,NaN,,NaN,,,,NaN,,,,,,NaN
508,NaN,40,NaN,143,61,100,NaN,104,6,61,77,-37,NaN
509,NaN,,NaN,,,,NaN,,,,,,NaN
510,NaN,40,NaN,144,61,100,NaN,104,6,62,77,-38,NaN
511,NaN,,NaN,,,,NaN,,,,,,NaN
512,NaN,40,NaN,144,61,100,NaN,104,9,62,77,-38,NaN
513,NaN,,NaN,,,,NaN,,,,,,NaN
514,NaN,40,NaN,143,61,100,NaN,104,9,62,76,-38,NaN
515,NaN,,NaN,,,,NaN,,,,,,NaN
516,NaN,40,NaN,144,61,100,NaN,104,9,62,77,-38,NaN
517,NaN,,NaN,,,,NaN,,,,,,NaN
518,NaN,38,NaN,143,61,100,NaN,104,12,61,77,-38,NaN
519,NaN,,NaN,,,,NaN,,,,,,NaN
520,NaN,38,NaN,144,60,100,NaN,104,12,61,76,-38,NaN
521,NaN,,NaN,,,,NaN,,,,,,NaN
522,NaN,38,NaN,143,60,100,NaN,103,12,60,75,-38,NaN
523,NaN,,NaN,,,,NaN,,,,,,NaN
524,NaN,38,NaN,143,60,100,NaN,103,14,60,75,-38,NaN
525,NaN,,NaN,,,,NaN,,,,,,NaN
526,NaN,38,NaN,141,60,100,NaN,102,14,60,75,-37,NaN
527,NaN,,NaN,,,,NaN,,,,,,NaN
528,NaN,38,NaN,143,59,100,NaN,103,14,60,75,-37,NaN
529,NaN,,NaN,,,,NaN,,,,,,NaN
530,NaN,38,NaN,142,59,100,NaN,102,14,60,74,-38,NaN
531,NaN,,NaN,,,,NaN,,,,,,NaN
532,NaN,38,NaN,143,59,100,NaN,103,14,60,75,-38,NaN
533,NaN,,NaN,,,,NaN,,,,,,NaN
534,NaN,38,NaN,142,59,100,NaN,103,14,60,75,-38,NaN
535,NaN,,NaN,,,,NaN,,,,,,NaN
536,NaN,38,NaN,142,59,100,NaN,103,14,60,75,-37,NaN
537,NaN,,NaN,,,,NaN,,,,,,NaN
538,NaN,38,NaN,143,59,100,NaN,102,14,60,75,-37,NaN
539,NaN,,NaN,,,,NaN,,,,,,NaN
540,NaN,38,NaN,142,59,100,NaN,102,14,60,75,-37,NaN
541,NaN,,NaN,,,,NaN,,,,,,NaN
542,NaN,37,NaN,120,59,100,NaN,90,14,60,27,-37,NaN
543,NaN,,NaN,,,,NaN,,,,,,NaN
544,NaN,37,NaN,128,59,100,NaN,93,14,59,45,-36,NaN
545,NaN,,NaN,,,,NaN,,,,,,NaN
546,NaN,37,NaN,146,60,100,NaN,97,14,59,48,-36,NaN
547,NaN,,NaN,,,,NaN,,,,,,NaN
548,NaN,37,NaN,159,60,100,NaN,100,14,60,52,-36,NaN
549,NaN,,NaN,,,,NaN,,,,,,NaN
550,NaN,37,NaN,149,60,100,NaN,99,14,61,60,-36,NaN
551,NaN,,NaN,,,,NaN,,,,,,NaN
552,NaN,37,NaN,143,65,100,NaN,100,14,62,70,-37,NaN
553,NaN,,NaN,,,,NaN,,,,,,NaN
554,NaN,37,NaN,143,66,100,NaN,101,14,62,73,-37,NaN
555,NaN,,NaN,,,,NaN,,,,,,NaN
556,NaN,37,NaN,141,66,100,NaN,101,14,62,73,-38,NaN
557,NaN,,NaN,,,,NaN,,,,,,NaN
558,NaN,37,NaN,140,66,100,NaN,101,14,62,74,-38,NaN
559,NaN,,NaN,,,,NaN,,,,,,NaN
560,NaN,37,NaN,142,70,100,NaN,102,14,61,78,-39,NaN
561,NaN,,NaN,,,,NaN,,,,,,NaN
562,NaN,38,NaN,141,70,100,NaN,103,14,61,78,-39,NaN
563,NaN,,NaN,,,,NaN,,,,,,NaN
564,NaN,38,NaN,142,69,100,NaN,104,14,61,79,-39,NaN
565,NaN,,NaN,,,,NaN,,,,,,NaN
566,NaN,38,NaN,144,69,100,NaN,105,14,61,81,-39,NaN
567,NaN,,NaN,,,,NaN,,,,,,NaN
568,NaN,40,NaN,143,69,100,NaN,105,14,62,78,-39,NaN
569,NaN,,NaN,,,,NaN,,,,,,NaN
570,NaN,40,NaN,145,69,100,NaN,104,14,63,76,-39,NaN
571,NaN,,NaN,,,,NaN,,,,,,NaN
572,NaN,40,NaN,144,69,100,NaN,104,14,63,75,-39,NaN
573,NaN,,NaN,,,,NaN,,,,,,NaN
574,NaN,38,NaN,144,69,100,NaN,104,14,64,77,-38,NaN
575,NaN,,NaN,,,,NaN,,,,,,NaN
576,NaN,38,NaN,146,65,100,NaN,105,14,64,78,-38,NaN
577,NaN,,NaN,,,,NaN,,,,,,NaN
578,NaN,38,NaN,147,66,100,NaN,106,14,65,78,-38,NaN
579,NaN,,NaN,,,,NaN,,,,,,NaN
580,NaN,37,NaN,147,64,100,NaN,106,14,65,78,-38,NaN
581,NaN,,NaN,,,,NaN,,,,,,NaN
582,NaN,37,NaN,146,64,100,NaN,105,14,65,77,-38,NaN
583,NaN,,NaN,,,,NaN,,,,,,NaN
584,NaN,37,NaN,147,64,100,NaN,105,14,64,77,-38,NaN
585,NaN,,NaN,,,,NaN,,,,,,NaN
586,NaN,37,NaN,145,64,100,NaN,105,14,64,76,-38,NaN
587,NaN,,NaN,,,,NaN,,,,,,NaN
588,NaN,37,NaN,145,63,100,NaN,104,14,63,75,-38,NaN
589,NaN,,NaN,,,,NaN,,,,,,NaN
590,NaN,37,NaN,142,62,100,NaN,103,14,63,75,-38,NaN
591,NaN,,NaN,,,,NaN,,,,,,NaN
592,NaN,37,NaN,142,62,100,NaN,103,14,62,75,-38,NaN
593,NaN,,NaN,,,,NaN,,,,,,NaN
594,NaN,37,NaN,,61,100,NaN,103,14,62,,-38,NaN
595,NaN,,NaN,,,,NaN,,,,,,NaN
596,NaN,37,NaN,,61,100,NaN,96,14,61,,-38,NaN
597,NaN,,NaN,,,,NaN,,,,,,NaN
598,NaN,36,NaN,,60,100,NaN,98,14,61,,-38,NaN
599,NaN,,NaN,,,,NaN,,,,,,NaN
600,NaN,36,NaN,,60,100,NaN,100,14,60,,-38,NaN
601,NaN,,NaN,,,,NaN,,,,,,NaN
602,NaN,36,NaN,,59,100,NaN,101,14,60,,-38,NaN
603,NaN,,NaN,,,,NaN,,,,,,NaN
604,NaN,36,NaN,,59,100,NaN,101,14,60,,-38,NaN
605,NaN,,NaN,,,,NaN,,,,,,NaN
606,NaN,37,NaN,,59,100,NaN,102,14,60,,-38,NaN
607,NaN,,NaN,,,,NaN,,,,,,NaN
608,NaN,37,NaN,,59,100,NaN,101,14,59,,-38,NaN
609,NaN,,NaN,,,,NaN,,,,,,NaN
610,NaN,37,NaN,,58,100,NaN,101,14,59,,-38,NaN
611,NaN,,NaN,,,,NaN,,,,,,NaN
612,NaN,36,NaN,143,58,100,NaN,101,14,58,73,-38,NaN
613,NaN,,NaN,,,,NaN,,,,,,NaN
614,NaN,36,NaN,143,57,100,NaN,101,14,58,73,-38,NaN
615,NaN,,NaN,,,,NaN,,,,,,NaN
616,NaN,36,NaN,142,57,100,NaN,101,14,57,74,-38,NaN
617,NaN,,NaN,,,,NaN,,,,,,NaN
618,NaN,36,NaN,144,56,100,NaN,102,14,57,75,-38,NaN
619,NaN,,NaN,,,,NaN,,,,,,NaN
620,NaN,36,NaN,144,57,100,NaN,103,14,57,75,-39,NaN
621,NaN,,NaN,,,,NaN,,,,,,NaN
622,NaN,36,NaN,145,57,100,NaN,103,14,58,75,-39,NaN
623,NaN,,NaN,,,,NaN,,,,,,NaN
624,NaN,36,NaN,145,58,100,NaN,103,14,58,74,-38,NaN
625,NaN,,NaN,,,,NaN,,,,,,NaN
626,NaN,36,NaN,145,58,100,NaN,103,14,58,74,-38,NaN
627,NaN,,NaN,,,,NaN,,,,,,NaN
628,NaN,36,NaN,145,57,100,NaN,103,14,58,74,-38,NaN
629,NaN,,NaN,,,,NaN,,,,,,NaN
630,NaN,36,NaN,144,57,100,NaN,102,14,58,74,-38,NaN
631,NaN,,NaN,,,,NaN,,,,,,NaN
632,NaN,36,NaN,145,57,100,NaN,103,14,58,74,-38,NaN
633,NaN,,NaN,,,,NaN,,,,,,NaN
634,NaN,36,NaN,143,57,100,NaN,102,14,57,74,-38,NaN
635,NaN,,NaN,,,,NaN,,,,,,NaN
636,NaN,36,NaN,144,57,100,NaN,102,14,57,73,-38,NaN
637,NaN,,NaN,,,,NaN,,,,,,NaN
638,NaN,37,NaN,142,57,100,NaN,102,14,57,73,-38,NaN
639,NaN,,NaN,,,,NaN,,,,,,NaN
640,NaN,37,NaN,144,57,100,NaN,102,14,58,74,-38,NaN
641,NaN,,NaN,,,,NaN,,,,,,NaN
642,NaN,37,NaN,143,57,100,NaN,102,14,58,74,-38,NaN
643,NaN,,NaN,,,,NaN,,,,,,NaN
644,NaN,36,NaN,144,57,100,NaN,102,14,58,74,-38,NaN
645,NaN,,NaN,,,,NaN,,,,,,NaN
646,NaN,36,NaN,143,58,100,NaN,102,14,58,74,-38,NaN
647,NaN,,NaN,,,,NaN,,,,,,NaN
648,NaN,36,NaN,144,58,100,NaN,102,14,58,73,-38,NaN
649,NaN,,NaN,,,,NaN,,,,,,NaN
650,NaN,36,NaN,142,57,100,NaN,101,14,58,72,-38,NaN
651,NaN,,NaN,,,,NaN,,,,,,NaN
652,NaN,36,NaN,141,57,100,NaN,100,14,57,72,-38,NaN
653,NaN,,NaN,,,,NaN,,,,,,NaN
654,NaN,36,NaN,140,55,100,NaN,99,14,57,71,-37,NaN
655,NaN,,NaN,,,,NaN,,,,,,NaN
656,NaN,36,NaN,139,55,100,NaN,98,14,56,70,-37,NaN
657,NaN,,NaN,,,,NaN,,,,,,NaN
658,NaN,36,NaN,138,54,100,NaN,98,14,55,70,-38,NaN
659,NaN,,NaN,,,,NaN,,,,,,NaN
660,NaN,36,NaN,137,53,100,NaN,97,14,54,70,-38,NaN
661,NaN,,NaN,,,,NaN,,,,,,NaN
662,NaN,36,NaN,138,53,100,NaN,97,14,54,70,-38,NaN
663,NaN,,NaN,,,,NaN,,,,,,NaN
664,NaN,36,NaN,136,53,100,NaN,97,14,54,70,-38,NaN
665,NaN,,NaN,,,,NaN,,,,,,NaN
666,NaN,36,NaN,138,53,100,NaN,97,14,54,70,-38,NaN
667,NaN,,NaN,,,,NaN,,,,,,NaN
668,NaN,36,NaN,137,53,100,NaN,97,14,54,71,-38,NaN
669,NaN,,NaN,,,,NaN,,,,,,NaN
670,NaN,36,NaN,138,54,100,NaN,98,14,54,71,-38,NaN
671,NaN,,NaN,,,,NaN,,,,,,NaN
672,NaN,36,NaN,138,54,100,NaN,98,14,54,71,-38,NaN
673,NaN,,NaN,,,,NaN,,,,,,NaN
674,NaN,36,NaN,139,54,100,NaN,98,14,54,71,-38,NaN
675,NaN,,NaN,,,,NaN,,,,,,NaN
676,NaN,36,NaN,138,54,100,NaN,98,14,55,71,-38,NaN
677,NaN,,NaN,,,,NaN,,,,,,NaN
678,NaN,36,NaN,139,54,100,NaN,98,14,55,71,-38,NaN
679,NaN,,NaN,,,,NaN,,,,,,NaN
680,NaN,36,NaN,138,55,100,NaN,98,14,55,71,-38,NaN
681,NaN,,NaN,,,,NaN,,,,,,NaN
682,NaN,36,NaN,138,54,100,NaN,98,14,55,70,-38,NaN
683,NaN,,NaN,,,,NaN,,,,,,NaN
684,NaN,36,NaN,138,54,100,NaN,98,14,55,70,-38,NaN
685,NaN,,NaN,,,,NaN,,,,,,NaN
686,NaN,36,NaN,136,54,100,NaN,97,14,55,70,-38,NaN
687,NaN,,NaN,,,,NaN,,,,,,NaN
688,NaN,36,NaN,136,53,100,NaN,96,14,54,69,-38,NaN
689,NaN,,NaN,,,,NaN,,,,,,NaN
690,NaN,36,NaN,134,53,100,NaN,96,14,54,68,-38,NaN
691,NaN,,NaN,,,,NaN,,,,,,NaN
692,NaN,36,NaN,135,52,100,NaN,95,14,53,68,-38,NaN
693,NaN,,NaN,,,,NaN,,,,,,NaN
694,NaN,36,NaN,133,52,100,NaN,95,14,53,68,-38,NaN
695,NaN,,NaN,,,,NaN,,,,,,NaN
696,NaN,36,NaN,133,52,100,NaN,94,14,53,67,-38,NaN
697,NaN,,NaN,,,,NaN,,,,,,NaN
698,NaN,36,NaN,132,52,100,NaN,94,14,52,68,-38,NaN
699,NaN,,NaN,,,,NaN,,,,,,NaN
700,NaN,36,NaN,133,52,100,NaN,94,14,52,68,-38,NaN
701,NaN,,NaN,,,,NaN,,,,,,NaN
702,NaN,35,NaN,132,52,100,NaN,94,14,52,68,-38,NaN
703,NaN,,NaN,,,,NaN,,,,,,NaN
704,NaN,35,NaN,134,52,100,NaN,95,14,53,69,-38,NaN
705,NaN,,NaN,,,,NaN,,,,,,NaN
706,NaN,35,NaN,133,52,100,NaN,95,14,53,69,-38,NaN
707,NaN,,NaN,,,,NaN,,,,,,NaN
708,NaN,35,NaN,133,53,100,NaN,95,14,53,69,-38,NaN
709,NaN,,NaN,,,,NaN,,,,,,NaN
710,NaN,35,NaN,137,53,100,NaN,95,14,53,69,-38,NaN
711,NaN,,NaN,,,,NaN,,,,,,NaN
712,NaN,35,NaN,135,53,100,NaN,96,14,53,70,-38,NaN
713,NaN,,NaN,,,,NaN,,,,,,NaN
714,NaN,35,NaN,137,53,100,NaN,97,14,54,70,-37,NaN
715,NaN,,NaN,,,,NaN,,,,,,NaN
716,NaN,35,NaN,138,54,100,NaN,98,14,54,71,-37,NaN
717,NaN,,NaN,,,,NaN,,,,,,NaN
718,NaN,35,NaN,138,55,100,NaN,98,14,55,69,-38,NaN
719,NaN,,NaN,,,,NaN,,,,,,NaN
720,NaN,35,NaN,139,55,100,NaN,98,14,55,70,-38,NaN
721,NaN,,NaN,,,,NaN,,,,,,NaN
722,NaN,35,NaN,139,56,100,NaN,98,14,56,69,-38,NaN
723,NaN,,NaN,,,,NaN,,,,,,NaN
724,NaN,35,NaN,136,55,100,NaN,97,14,56,69,-38,NaN
725,NaN,,NaN,,,,NaN,,,,,,NaN
726,NaN,35,NaN,135,55,100,NaN,96,14,56,69,-38,NaN
727,NaN,,NaN,,,,NaN,,,,,,NaN
728,NaN,35,NaN,133,55,100,NaN,95,14,55,68,-38,NaN
729,NaN,,NaN,,,,NaN,,,,,,NaN
730,NaN,35,NaN,133,54,100,NaN,95,14,54,67,-38,NaN
731,NaN,,NaN,,,,NaN,,,,,,NaN
732,NaN,35,NaN,131,53,100,NaN,94,14,54,67,-38,NaN
733,NaN,,NaN,,,,NaN,,,,,,NaN
734,NaN,35,NaN,131,53,100,NaN,93,14,54,67,-38,NaN
735,NaN,,NaN,,,,NaN,,,,,,NaN
736,NaN,35,NaN,130,52,100,NaN,93,14,53,67,-38,NaN
737,NaN,,NaN,,,,NaN,,,,,,NaN
738,NaN,35,NaN,129,52,100,NaN,93,14,53,67,-38,NaN
739,NaN,,NaN,,,,NaN,,,,,,NaN
740,NaN,35,NaN,130,52,100,NaN,93,14,53,67,-37,NaN
741,NaN,,NaN,,,,NaN,,,,,,NaN
742,NaN,35,NaN,129,52,100,NaN,92,14,53,67,-37,NaN
743,NaN,,NaN,,,,NaN,,,,,,NaN
744,NaN,35,NaN,129,52,100,NaN,92,14,52,67,-38,NaN
745,NaN,,NaN,,,,NaN,,,,,,NaN
746,NaN,35,NaN,129,52,100,NaN,92,14,52,67,-38,NaN
747,NaN,,NaN,,,,NaN,,,,,,NaN
748,NaN,35,NaN,130,52,100,NaN,92,14,52,67,-38,NaN
749,NaN,,NaN,,,,NaN,,,,,,NaN
750,NaN,35,NaN,129,52,100,NaN,92,14,52,67,-38,NaN
751,NaN,,NaN,,,,NaN,,,,,,NaN
752,NaN,35,NaN,130,52,100,NaN,93,14,52,67,-38,NaN
753,NaN,,NaN,,,,NaN,,,,,,NaN
754,NaN,35,NaN,130,52,100,NaN,93,14,52,67,-38,NaN
755,NaN,,NaN,,,,NaN,,,,,,NaN
756,NaN,35,NaN,131,52,100,NaN,93,14,52,68,-38,NaN
757,NaN,,NaN,,,,NaN,,,,,,NaN
758,NaN,35,NaN,130,52,100,NaN,93,14,52,68,-38,NaN
759,NaN,,NaN,,,,NaN,,,,,,NaN
760,NaN,35,NaN,132,52,100,NaN,94,14,53,68,-38,NaN
761,NaN,,NaN,,,,NaN,,,,,,NaN
762,NaN,35,NaN,131,52,100,NaN,93,14,53,67,-38,NaN
763,NaN,,NaN,,,,NaN,,,,,,NaN
764,NaN,35,NaN,131,52,100,NaN,93,14,53,67,-38,NaN
765,NaN,,NaN,,,,NaN,,,,,,NaN
766,NaN,35,NaN,130,52,100,NaN,93,14,53,67,-38,NaN
767,NaN,,NaN,,,,NaN,,,,,,NaN
768,NaN,35,NaN,130,52,100,NaN,92,14,53,66,-38,NaN
769,NaN,,NaN,,,,NaN,,,,,,NaN
770,NaN,35,NaN,129,52,100,NaN,92,14,53,66,-37,NaN
771,NaN,,NaN,,,,NaN,,,,,,NaN
772,NaN,35,NaN,128,51,100,NaN,92,14,52,66,-37,NaN
773,NaN,,NaN,,,,NaN,,,,,,NaN
774,NaN,35,NaN,128,51,100,NaN,92,14,52,66,-38,NaN
775,NaN,,NaN,,,,NaN,,,,,,NaN
776,NaN,35,NaN,127,51,100,NaN,91,14,52,66,-38,NaN
777,NaN,,NaN,,,,NaN,,,,,,NaN
778,NaN,35,NaN,128,51,100,NaN,91,14,51,66,-38,NaN
779,NaN,,NaN,,,,NaN,,,,,,NaN
780,NaN,35,NaN,127,51,100,NaN,91,14,51,66,-38,NaN
781,NaN,,NaN,,,,NaN,,,,,,NaN
782,NaN,35,NaN,128,51,100,NaN,91,14,51,66,-38,NaN
783,NaN,,NaN,,,,NaN,,,,,,NaN
784,NaN,35,NaN,127,51,100,NaN,91,14,51,66,-38,NaN
785,NaN,,NaN,,,,NaN,,,,,,NaN
786,NaN,35,NaN,128,51,100,NaN,91,14,51,66,-38,NaN
787,NaN,,NaN,,,,NaN,,,,,,NaN
788,NaN,35,NaN,126,51,100,NaN,91,14,51,66,-38,NaN
789,NaN,,NaN,,,,NaN,,,,,,NaN
790,NaN,35,NaN,127,50,100,NaN,91,14,51,66,-38,NaN
791,NaN,,NaN,,,,NaN,,,,,,NaN
792,NaN,35,NaN,126,51,100,NaN,91,14,51,66,-38,NaN
793,NaN,,NaN,,,,NaN,,,,,,NaN
794,NaN,35,NaN,128,51,100,NaN,91,14,51,66,-38,NaN
795,NaN,,NaN,,,,NaN,,,,,,NaN
796,NaN,35,NaN,127,51,100,NaN,91,14,51,66,-38,NaN
797,NaN,,NaN,,,,NaN,,,,,,NaN
798,NaN,35,NaN,127,51,100,NaN,91,14,51,66,-38,NaN
799,NaN,,NaN,,,,NaN,,,,,,NaN
800,NaN,34,NaN,126,51,100,NaN,91,14,51,65,-37,NaN
801,NaN,,NaN,,,,NaN,,,,,,NaN
802,NaN,34,NaN,126,51,100,NaN,90,14,51,65,-37,NaN
803,NaN,,NaN,,,,NaN,,,,,,NaN
804,NaN,34,NaN,126,50,100,NaN,90,14,51,65,-38,NaN
805,NaN,,NaN,,,,NaN,,,,,,NaN
806,NaN,34,NaN,124,50,100,NaN,90,14,51,65,-38,NaN
807,NaN,,NaN,,,,NaN,,,,,,NaN
808,NaN,34,NaN,125,50,100,NaN,89,14,51,64,-38,NaN
809,NaN,,NaN,,,,NaN,,,,,,NaN
810,NaN,34,NaN,124,50,100,NaN,89,14,51,65,-38,NaN
811,NaN,,NaN,,,,NaN,,,,,,NaN
812,NaN,34,NaN,125,50,100,NaN,89,14,50,65,-38,NaN
813,NaN,,NaN,,,,NaN,,,,,,NaN
814,NaN,34,NaN,124,50,100,NaN,89,14,50,64,-38,NaN
815,NaN,,NaN,,,,NaN,,,,,,NaN
816,NaN,34,NaN,125,50,100,NaN,89,14,50,64,-38,NaN
817,NaN,,NaN,,,,NaN,,,,,,NaN
818,NaN,34,NaN,124,50,100,NaN,89,14,50,64,-38,NaN
819,NaN,,NaN,,,,NaN,,,,,,NaN
820,NaN,34,NaN,125,50,100,NaN,89,14,50,64,-38,NaN
821,NaN,,NaN,,,,NaN,,,,,,NaN
822,NaN,34,NaN,124,50,100,NaN,89,14,50,64,-38,NaN
823,NaN,,NaN,,,,NaN,,,,,,NaN
824,NaN,34,NaN,124,50,100,NaN,89,14,50,64,-38,NaN
825,NaN,,NaN,,,,NaN,,,,,,NaN
826,NaN,34,NaN,123,49,100,NaN,89,14,50,64,-38,NaN
827,NaN,,NaN,,,,NaN,,,,,,NaN
828,NaN,34,NaN,123,50,100,NaN,89,14,50,64,-38,NaN
829,NaN,,NaN,,,,NaN,,,,,,NaN
830,NaN,35,NaN,123,50,100,NaN,89,14,50,64,-38,NaN
831,NaN,,NaN,,,,NaN,,,,,,NaN
832,NaN,35,NaN,123,50,100,NaN,89,14,50,64,-38,NaN
833,NaN,,NaN,,,,NaN,,,,,,NaN
834,NaN,35,NaN,124,50,100,NaN,89,14,50,64,-38,NaN
835,NaN,,NaN,,,,NaN,,,,,,NaN
836,NaN,34,NaN,123,50,100,NaN,89,14,50,65,-38,NaN
837,NaN,,NaN,,,,NaN,,,,,,NaN
838,NaN,34,NaN,124,50,100,NaN,89,14,51,64,-38,NaN
839,NaN,,NaN,,,,NaN,,,,,,NaN
840,NaN,34,NaN,123,50,100,NaN,89,14,51,64,-38,NaN
841,NaN,,NaN,,,,NaN,,,,,,NaN
