time,Solar8000/ART_SBP,Solar8000/PLETH_HR,Solar8000/HR,Solar8000/RR_CO2,Solar8000/ART_DBP,SNUADC/ART,SNUADC/ECG_II,Solar8000/ETCO2,SNUADC/CVP,Solar8000/ART_MBP,Solar8000/PLETH_SPO2,SNUADC/ECG_V5,Solar8000/CVP
426,,,,,,NaN,NaN,,NaN,,,NaN,
427,-4,75,75,,-4,NaN,NaN,0,NaN,-4,100,NaN,2
428,,,,,,NaN,NaN,,NaN,,,NaN,
429,-5,74,74,,-5,NaN,NaN,0,NaN,-5,100,NaN,2
430,,,,,,NaN,NaN,,NaN,,,NaN,
431,-5,74,74,,-5,NaN,NaN,0,NaN,-5,100,NaN,2
432,,,,,,NaN,NaN,,NaN,,,NaN,
433,-4,74,74,,-4,NaN,NaN,0,NaN,-4,100,NaN,2
434,,,,,,NaN,NaN,,NaN,,,NaN,
435,-4,76,74,,-4,NaN,NaN,0,NaN,-4,100,NaN,2
436,,,,,,NaN,NaN,,NaN,,,NaN,
437,-4,77,75,,-4,NaN,NaN,0,NaN,-4,100,NaN,2
438,,,,,,NaN,NaN,,NaN,,,NaN,
439,-4,77,76,,-4,NaN,NaN,0,NaN,-4,100,NaN,2
440,,,,,,NaN,NaN,,NaN,,,NaN,
441,-4,77,75,,-4,NaN,NaN,0,NaN,-4,100,NaN,2
442,,,,,,NaN,NaN,,NaN,,,NaN,
443,-4,75,73,,-4,NaN,NaN,0,NaN,-4,100,NaN,2
444,,,,,,NaN,NaN,,NaN,,,NaN,
445,-5,72,70,,-5,NaN,NaN,0,NaN,-5,100,NaN,2
446,,,,,,NaN,NaN,,NaN,,,NaN,
447,-5,68,66,,-5,NaN,NaN,0,NaN,-5,100,NaN,2
448,,,,,,NaN,NaN,,NaN,,,NaN,
449,-5,67,66,,-5,NaN,NaN,0,NaN,-5,100,NaN,2
450,,,,,,NaN,NaN,,NaN,,,NaN,
451,-5,67,66,,-5,NaN,NaN,0,NaN,-5,100,NaN,1
452,,,,,,NaN,NaN,,NaN,,,NaN,
453,-4,68,68,,-4,NaN,NaN,0,NaN,-4,100,NaN,1
454,,,,,,NaN,NaN,,NaN,,,NaN,
455,-4,70,70,,-4,NaN,NaN,0,NaN,-4,100,NaN,2
456,,,,,,NaN,NaN,,NaN,,,NaN,
457,-4,71,71,,-4,NaN,NaN,0,NaN,-4,100,NaN,2
458,,,,,,NaN,NaN,,NaN,,,NaN,
459,-4,72,72,,-4,NaN,NaN,0,NaN,-4,100,NaN,2
460,,,,,,NaN,NaN,,NaN,,,NaN,
461,-4,72,72,,-4,NaN,NaN,0,NaN,-4,100,NaN,2
462,,,,,,NaN,NaN,,NaN,,,NaN,
463,-4,71,70,,-4,NaN,NaN,0,NaN,-4,100,NaN,2
464,,,,,,NaN,NaN,,NaN,,,NaN,
465,-5,70,69,,-5,NaN,NaN,0,NaN,-5,100,NaN,2
466,,,,,,NaN,NaN,,NaN,,,NaN,
467,-5,70,68,,-5,NaN,NaN,0,NaN,-5,100,NaN,1
468,,,,,,NaN,NaN,,NaN,,,NaN,
469,-5,69,68,,-5,NaN,NaN,0,NaN,-5,100,NaN,1
470,,,,,,NaN,NaN,,NaN,,,NaN,
471,-4,70,70,,-7,NaN,NaN,0,NaN,-5,100,NaN,2
472,,,,,,NaN,NaN,,NaN,,,NaN,
473,-4,70,70,,-7,NaN,NaN,0,NaN,-5,100,NaN,2
474,,,,,,NaN,NaN,,NaN,,,NaN,
475,-5,71,70,,-5,NaN,NaN,0,NaN,-5,100,NaN,2
476,,,,,,NaN,NaN,,NaN,,,NaN,
477,-5,71,71,,-5,NaN,NaN,0,NaN,-5,100,NaN,2
478,,,,,,NaN,NaN,,NaN,,,NaN,
479,-4,72,71,,-4,NaN,NaN,0,NaN,-4,100,NaN,2
480,,,,,,NaN,NaN,,NaN,,,NaN,
481,-4,73,73,,-4,NaN,NaN,0,NaN,-4,100,NaN,2
482,,,,,,NaN,NaN,,NaN,,,NaN,
483,-4,73,73,,-4,NaN,NaN,0,NaN,-4,99,NaN,2
484,,,,,,NaN,NaN,,NaN,,,NaN,
485,-4,72,72,,-4,NaN,NaN,0,NaN,-4,99,NaN,2
486,,,,,,NaN,NaN,,NaN,,,NaN,
487,-5,71,69,,-5,NaN,NaN,0,NaN,-5,99,NaN,2
488,,,,,,NaN,NaN,,NaN,,,NaN,
489,-5,69,68,,-5,NaN,NaN,0,NaN,-5,100,NaN,2
490,,,,,,NaN,NaN,,NaN,,,NaN,
491,-5,68,67,,-5,NaN,NaN,0,NaN,-5,100,NaN,2
492,,,,,,NaN,NaN,,NaN,,,NaN,
493,-5,70,70,,-5,NaN,NaN,0,NaN,-5,100,NaN,2
494,,,,,,NaN,NaN,,NaN,,,NaN,
495,-5,72,72,,-5,NaN,NaN,0,NaN,-5,100,NaN,2
496,,,,,,NaN,NaN,,NaN,,,NaN,
497,-5,73,74,,-5,NaN,NaN,0,NaN,-5,100,NaN,1
498,,,,,,NaN,NaN,,NaN,,,NaN,
499,-5,74,73,,-5,NaN,NaN,0,NaN,-5,100,NaN,1
500,,,,,,NaN,NaN,,NaN,,,NaN,
501,-5,72,70,,-5,NaN,NaN,0,NaN,-5,100,NaN,2
502,,,,,,NaN,NaN,,NaN,,,NaN,
503,-5,69,68,,-5,NaN,NaN,0,NaN,-5,100,NaN,2
504,,,,,,NaN,NaN,,NaN,,,NaN,
505,-5,69,67,,-5,NaN,NaN,0,NaN,-5,100,NaN,2
506,,,,,,NaN,NaN,,NaN,,,NaN,
507,-5,68,68,,-5,NaN,NaN,0,NaN,-5,100,NaN,2
508,,,,,,NaN,NaN,,NaN,,,NaN,
509,-5,69,71,,-5,NaN,NaN,0,NaN,-5,100,NaN,2
510,,,,,,NaN,NaN,,NaN,,,NaN,
511,-5,69,71,,-5,NaN,NaN,0,NaN,-5,100,NaN,1
512,,,,,,NaN,NaN,,NaN,,,NaN,
513,-5,69,70,,-5,NaN,NaN,0,NaN,-5,100,NaN,1
514,,,,,,NaN,NaN,,NaN,,,NaN,
515,-5,69,70,,-5,NaN,NaN,0,NaN,-5,100,NaN,2
516,,,,,,NaN,NaN,,NaN,,,NaN,
517,-5,69,69,,-5,NaN,NaN,0,NaN,-5,100,NaN,2
518,,,,,,NaN,NaN,,NaN,,,NaN,
519,-5,70,69,,-5,NaN,NaN,0,NaN,-5,98,NaN,2
520,,,,,,NaN,NaN,,NaN,,,NaN,
521,-5,73,71,,-5,NaN,NaN,0,NaN,-5,97,NaN,2
522,,,,,,NaN,NaN,,NaN,,,NaN,
523,-5,74,72,,-5,NaN,NaN,0,NaN,-5,98,NaN,1
524,,,,,,NaN,NaN,,NaN,,,NaN,
525,-4,76,74,,-4,NaN,NaN,0,NaN,-4,99,NaN,1
526,,,,,,NaN,NaN,,NaN,,,NaN,
527,-4,77,75,,-4,NaN,NaN,0,NaN,-4,99,NaN,1
528,,,,,,NaN,NaN,,NaN,,,NaN,
529,-5,75,75,,-5,NaN,NaN,0,NaN,-5,100,NaN,1
530,,,,,,NaN,NaN,,NaN,,,NaN,
531,-5,74,73,,-5,NaN,NaN,0,NaN,-5,100,NaN,2
532,,,,,,NaN,NaN,,NaN,,,NaN,
533,-5,73,72,,-5,NaN,NaN,0,NaN,-5,100,NaN,2
534,,,,,,NaN,NaN,,NaN,,,NaN,
535,-5,72,71,,-5,NaN,NaN,0,NaN,-5,100,NaN,1
536,,,,,,NaN,NaN,,NaN,,,NaN,
537,-5,71,70,,-5,NaN,NaN,0,NaN,-5,100,NaN,1
538,,,,,,NaN,NaN,,NaN,,,NaN,
539,-5,70,69,,-5,NaN,NaN,0,NaN,-5,100,NaN,1
540,,,,,,NaN,NaN,,NaN,,,NaN,
541,-6,69,68,,-6,NaN,NaN,0,NaN,-6,100,NaN,2
542,,,,,,NaN,NaN,,NaN,,,NaN,
543,-6,69,68,,-6,NaN,NaN,0,NaN,-6,100,NaN,2
544,,,,,,NaN,NaN,,NaN,,,NaN,
545,-6,68,68,,-6,NaN,NaN,0,NaN,-6,100,NaN,2
546,,,,,,NaN,NaN,,NaN,,,NaN,
547,-6,69,69,,-6,NaN,NaN,0,NaN,-6,100,NaN,2
548,,,,,,NaN,NaN,,NaN,,,NaN,
549,-5,69,69,,-5,NaN,NaN,0,NaN,-5,100,NaN,1
550,,,,,,NaN,NaN,,NaN,,,NaN,
551,-5,69,68,,-5,NaN,NaN,0,NaN,-5,100,NaN,1
552,,,,,,NaN,NaN,,NaN,,,NaN,
553,-5,68,68,,-5,NaN,NaN,0,NaN,-5,100,NaN,2
554,,,,,,NaN,NaN,,NaN,,,NaN,
555,-5,67,66,,-5,NaN,NaN,0,NaN,-5,100,NaN,2
556,,,,,,NaN,NaN,,NaN,,,NaN,
557,-5,67,66,,-5,NaN,NaN,0,NaN,-5,100,NaN,2
558,,,,,,NaN,NaN,,NaN,,,NaN,
559,-5,66,66,,-5,NaN,NaN,0,NaN,-5,100,NaN,2
560,,,,,,NaN,NaN,,NaN,,,NaN,
561,-6,67,66,,-6,NaN,NaN,0,NaN,-6,100,NaN,1
562,,,,,,NaN,NaN,,NaN,,,NaN,
563,-6,67,66,,-6,NaN,NaN,0,NaN,-6,100,NaN,1
564,,,,,,NaN,NaN,,NaN,,,NaN,
565,-6,67,67,,-6,NaN,NaN,0,NaN,-6,100,NaN,2
566,,,,,,NaN,NaN,,NaN,,,NaN,
567,-6,68,68,,-6,NaN,NaN,0,NaN,-6,100,NaN,2
568,,,,,,NaN,NaN,,NaN,,,NaN,
569,-6,69,68,,-6,NaN,NaN,0,NaN,-6,100,NaN,2
570,,,,,,NaN,NaN,,NaN,,,NaN,
571,-6,69,69,,-6,NaN,NaN,0,NaN,-6,100,NaN,2
572,,,,,,NaN,NaN,,NaN,,,NaN,
573,-6,71,71,,-6,NaN,NaN,0,NaN,-6,100,NaN,2
574,,,,,,NaN,NaN,,NaN,,,NaN,
575,-6,71,71,,-6,NaN,NaN,,NaN,-6,100,NaN,1
576,,,,,,NaN,NaN,,NaN,,,NaN,
577,-5,72,72,,-5,NaN,NaN,,NaN,-5,100,NaN,1
578,,,,,,NaN,NaN,,NaN,,,NaN,
579,-5,72,72,,-5,NaN,NaN,,NaN,-5,100,NaN,1
580,,,,,,NaN,NaN,,NaN,,,NaN,
581,-6,72,71,,-6,NaN,NaN,,NaN,-6,100,NaN,1
582,,,,,,NaN,NaN,,NaN,,,NaN,
583,-6,72,71,,-6,NaN,NaN,,NaN,-6,100,NaN,2
584,,,,,,NaN,NaN,,NaN,,,NaN,
585,-6,71,71,,-6,NaN,NaN,,NaN,-6,100,NaN,2
586,,,,,,NaN,NaN,,NaN,,,NaN,
587,-6,71,70,,-6,NaN,NaN,,NaN,-6,100,NaN,2
588,,,,,,NaN,NaN,,NaN,,,NaN,
589,-6,72,71,,-6,NaN,NaN,,NaN,-6,100,NaN,2
590,,,,,,NaN,NaN,,NaN,,,NaN,
591,-6,72,72,,-6,NaN,NaN,,NaN,-6,100,NaN,2
592,,,,,,NaN,NaN,,NaN,,,NaN,
593,-6,73,73,,-6,NaN,NaN,,NaN,-6,100,NaN,2
594,,,,,,NaN,NaN,,NaN,,,NaN,
595,-6,73,72,,-6,NaN,NaN,,NaN,-6,100,NaN,2
596,,,,,,NaN,NaN,,NaN,,,NaN,
597,-6,71,70,,-6,NaN,NaN,,NaN,-6,100,NaN,2
598,,,,,,NaN,NaN,,NaN,,,NaN,
599,-6,71,69,,-6,NaN,NaN,,NaN,-6,100,NaN,2
600,,,,,,NaN,NaN,,NaN,,,NaN,
601,-6,70,69,,-6,NaN,NaN,,NaN,-6,100,NaN,2
602,,,,,,NaN,NaN,,NaN,,,NaN,
603,-6,69,68,,-6,NaN,NaN,,NaN,-6,100,NaN,2
604,,,,,,NaN,NaN,,NaN,,,NaN,
605,-6,69,69,,-6,NaN,NaN,,NaN,-6,100,NaN,2
606,,,,,,NaN,NaN,,NaN,,,NaN,
607,-6,70,69,,-6,NaN,NaN,,NaN,-6,100,NaN,2
608,,,,,,NaN,NaN,,NaN,,,NaN,
609,-6,70,70,,-6,NaN,NaN,,NaN,-6,100,NaN,1
610,,,,,,NaN,NaN,,NaN,,,NaN,
611,-6,71,71,,-6,NaN,NaN,,NaN,-6,100,NaN,1
612,,,,,,NaN,NaN,,NaN,,,NaN,
613,-6,72,72,,-6,NaN,NaN,,NaN,-6,100,NaN,2
614,,,,,,NaN,NaN,,NaN,,,NaN,
615,-6,72,72,,-6,NaN,NaN,,NaN,-6,100,NaN,2
616,,,,,,NaN,NaN,,NaN,,,NaN,
617,-5,74,73,,-5,NaN,NaN,,NaN,-5,100,NaN,2
618,,,,,,NaN,NaN,,NaN,,,NaN,
619,-5,74,74,,-5,NaN,NaN,,NaN,-5,100,NaN,2
620,,,,,,NaN,NaN,,NaN,,,NaN,
621,-6,75,76,,-6,NaN,NaN,,NaN,-6,100,NaN,2
622,,,,,,NaN,NaN,,NaN,,,NaN,
623,-6,77,77,,-6,NaN,NaN,,NaN,-6,100,NaN,2
624,,,,,,NaN,NaN,,NaN,,,NaN,
625,-6,78,78,,-6,NaN,NaN,,NaN,-6,100,NaN,1
626,,,,,,NaN,NaN,,NaN,,,NaN,
627,-6,79,78,,-6,NaN,NaN,,NaN,-6,100,NaN,1
628,,,,,,NaN,NaN,,NaN,,,NaN,
629,-6,78,77,,-6,NaN,NaN,,NaN,-6,100,NaN,2
630,,,,,,NaN,NaN,,NaN,,,NaN,
631,-6,77,75,,-6,NaN,NaN,,NaN,-6,100,NaN,2
632,,,,,,NaN,NaN,,NaN,,,NaN,
633,-6,74,73,,-6,NaN,NaN,,NaN,-6,100,NaN,2
634,,,,,,NaN,NaN,,NaN,,,NaN,
635,-6,73,72,,-6,NaN,NaN,,NaN,-6,100,NaN,2
636,,,,,,NaN,NaN,,NaN,,,NaN,
637,-7,72,71,,-7,NaN,NaN,,NaN,-7,100,NaN,2
638,,,,,,NaN,NaN,,NaN,,,NaN,
639,-7,72,72,,-7,NaN,NaN,,NaN,-7,100,NaN,1
640,,,,,,NaN,NaN,,NaN,,,NaN,
641,-6,72,72,,-6,NaN,NaN,,NaN,-6,100,NaN,1
642,,,,,,NaN,NaN,,NaN,,,NaN,
643,-6,71,71,,-6,NaN,NaN,,NaN,-6,100,NaN,2
644,,,,,,NaN,NaN,,NaN,,,NaN,
645,-5,71,71,,-5,NaN,NaN,,NaN,-5,100,NaN,2
646,,,,,,NaN,NaN,,NaN,,,NaN,
647,-5,71,70,,-5,NaN,NaN,,NaN,-5,100,NaN,2
648,,,,,,NaN,NaN,,NaN,,,NaN,
649,-6,72,71,,-6,NaN,NaN,,NaN,-6,100,NaN,2
650,,,,,,NaN,NaN,,NaN,,,NaN,
651,-6,73,72,,-6,NaN,NaN,,NaN,-6,100,NaN,2
652,,,,,,NaN,NaN,,NaN,,,NaN,
653,-7,74,73,,-7,NaN,NaN,,NaN,-7,100,NaN,2
654,,,,,,NaN,NaN,,NaN,,,NaN,
655,-7,75,74,,-7,NaN,NaN,,NaN,-7,100,NaN,2
656,,,,,,NaN,NaN,,NaN,,,NaN,
657,-6,75,75,,-6,NaN,NaN,,NaN,-6,100,NaN,2
658,,,,,,NaN,NaN,,NaN,,,NaN,
659,-6,76,76,,-6,NaN,NaN,,NaN,-6,100,NaN,2
660,,,,,,NaN,NaN,,NaN,,,NaN,
661,-7,78,77,,-7,NaN,NaN,,NaN,-7,100,NaN,2
662,,,,,,NaN,NaN,,NaN,,,NaN,
663,-7,78,78,,-7,NaN,NaN,,NaN,-7,100,NaN,2
664,,,,,,NaN,NaN,,NaN,,,NaN,
665,-6,78,78,,-6,NaN,NaN,,NaN,-6,100,NaN,2
666,,,,,,NaN,NaN,,NaN,,,NaN,
667,-6,78,77,,-6,NaN,NaN,,NaN,-6,100,NaN,2
668,,,,,,NaN,NaN,,NaN,,,NaN,
669,-6,76,75,,-6,NaN,NaN,,NaN,-6,100,NaN,2
670,,,,,,NaN,NaN,,NaN,,,NaN,
671,-6,75,74,,-6,NaN,NaN,,NaN,-6,100,NaN,2
672,,,,,,NaN,NaN,,NaN,,,NaN,
673,-6,75,74,,-6,NaN,NaN,,NaN,-6,100,NaN,2
674,,,,,,NaN,NaN,,NaN,,,NaN,
675,-6,74,73,,-6,NaN,NaN,,NaN,-6,100,NaN,2
676,,,,,,NaN,NaN,,NaN,,,NaN,
677,-6,74,73,,-6,NaN,NaN,,NaN,-6,100,NaN,2
678,,,,,,NaN,NaN,,NaN,,,NaN,
679,-6,74,73,,-6,NaN,NaN,,NaN,-6,99,NaN,2
680,,,,,,NaN,NaN,,NaN,,,NaN,
681,-7,73,72,,-7,NaN,NaN,,NaN,-7,99,NaN,2
682,,,,,,NaN,NaN,,NaN,,,NaN,
683,-7,72,71,,-7,NaN,NaN,,NaN,-7,99,NaN,2
684,,,,,,NaN,NaN,,NaN,,,NaN,
685,-5,70,69,,-5,NaN,NaN,,NaN,-5,99,NaN,2
686,,,,,,NaN,NaN,,NaN,,,NaN,
687,-5,70,69,,-5,NaN,NaN,,NaN,-5,99,NaN,2
688,,,,,,NaN,NaN,,NaN,,,NaN,
689,-6,69,68,,-6,NaN,NaN,,NaN,-6,99,NaN,2
690,,,,,,NaN,NaN,,NaN,,,NaN,
691,-6,69,68,,-6,NaN,NaN,,NaN,-6,99,NaN,2
692,,,,,,NaN,NaN,,NaN,,,NaN,
693,-6,69,69,,-6,NaN,NaN,,NaN,-6,99,NaN,3
694,,,,,,NaN,NaN,,NaN,,,NaN,
695,-6,70,70,,-6,NaN,NaN,,NaN,-6,99,NaN,3
696,,,,,,NaN,NaN,,NaN,,,NaN,
697,-6,72,72,,-6,NaN,NaN,,NaN,-6,99,NaN,3
698,,,,,,NaN,NaN,,NaN,,,NaN,
699,-6,74,74,,-6,NaN,NaN,,NaN,-6,99,NaN,2
700,,,,,,NaN,NaN,,NaN,,,NaN,
701,-6,75,75,,-6,NaN,NaN,,NaN,-6,99,NaN,2
702,,,,,,NaN,NaN,,NaN,,,NaN,
703,-6,76,75,,-6,NaN,NaN,,NaN,-6,99,NaN,2
704,,,,,,NaN,NaN,,NaN,,,NaN,
705,-6,75,74,,-6,NaN,NaN,,NaN,-6,100,NaN,2
706,,,,,,NaN,NaN,,NaN,,,NaN,
707,-6,75,74,,-6,NaN,NaN,,NaN,-6,100,NaN,3
708,,,,,,NaN,NaN,,NaN,,,NaN,
709,-5,73,72,,-5,NaN,NaN,,NaN,-5,100,NaN,3
710,,,,,,NaN,NaN,,NaN,,,NaN,
711,-5,73,72,,-5,NaN,NaN,,NaN,-5,100,NaN,2
712,,,,,,NaN,NaN,,NaN,,,NaN,
713,-6,72,72,,-6,NaN,NaN,,NaN,-6,100,NaN,2
714,,,,,,NaN,NaN,,NaN,,,NaN,
715,-6,72,71,,-6,NaN,NaN,,NaN,-6,100,NaN,3
716,,,,,,NaN,NaN,,NaN,,,NaN,
717,-6,72,71,,-6,NaN,NaN,,NaN,-6,100,NaN,3
718,,,,,,NaN,NaN,,NaN,,,NaN,
719,-6,72,71,,-6,NaN,NaN,,NaN,-6,100,NaN,3
720,,,,,,NaN,NaN,,NaN,,,NaN,
721,-6,72,71,,-6,NaN,NaN,,NaN,-6,100,NaN,3
722,,,,,,NaN,NaN,,NaN,,,NaN,
723,-6,73,72,,-6,NaN,NaN,,NaN,-6,100,NaN,2
724,,,,,,NaN,NaN,,NaN,,,NaN,
725,-6,73,73,,-6,NaN,NaN,,NaN,-6,100,NaN,2
726,,,,,,NaN,NaN,,NaN,,,NaN,
727,-6,74,73,,-6,NaN,NaN,,NaN,-6,100,NaN,3
728,,,,,,NaN,NaN,,NaN,,,NaN,
729,-6,73,72,,-6,NaN,NaN,,NaN,-6,100,NaN,3
730,,,,,,NaN,NaN,,NaN,,,NaN,
731,-6,72,70,,-6,NaN,NaN,,NaN,-6,100,NaN,3
732,,,,,,NaN,NaN,,NaN,,,NaN,
733,-5,71,70,,-5,NaN,NaN,,NaN,-5,100,NaN,3
734,,,,,,NaN,NaN,,NaN,,,NaN,
735,-5,71,70,,-5,NaN,NaN,,NaN,-5,99,NaN,3
736,,,,,,NaN,NaN,,NaN,,,NaN,
737,-5,71,71,,-5,NaN,NaN,,NaN,-5,99,NaN,2
738,,,,,,NaN,NaN,,NaN,,,NaN,
739,-5,71,71,,-5,NaN,NaN,,NaN,-5,99,NaN,2
740,,,,,,NaN,NaN,,NaN,,,NaN,
741,-6,71,70,,-6,NaN,NaN,,NaN,-6,100,NaN,2
742,,,,,,NaN,NaN,,NaN,,,NaN,
743,-6,70,69,,-6,NaN,NaN,,NaN,-6,100,NaN,2
744,,,,,,NaN,NaN,,NaN,,,NaN,
745,-6,69,69,,-6,NaN,NaN,,NaN,-6,100,NaN,3
746,,,,,,NaN,NaN,,NaN,,,NaN,
747,-6,69,68,,-6,NaN,NaN,,NaN,-6,100,NaN,3
748,,,,,,NaN,NaN,,NaN,,,NaN,
749,-6,70,71,,-6,NaN,NaN,,NaN,-6,100,NaN,3
750,,,,,,NaN,NaN,,NaN,,,NaN,
751,-6,73,74,,-6,NaN,NaN,,NaN,-6,100,NaN,3
752,,,,,,NaN,NaN,,NaN,,,NaN,
753,-6,77,78,,-6,NaN,NaN,,NaN,-6,100,NaN,3
754,,,,,,NaN,NaN,,NaN,,,NaN,
755,-6,78,79,,-6,NaN,NaN,,NaN,-6,100,NaN,3
756,,,,,,NaN,NaN,,NaN,,,NaN,
757,-5,78,77,,-5,NaN,NaN,,NaN,-5,100,NaN,3
758,,,,,,NaN,NaN,,NaN,,,NaN,
759,-5,77,76,,-5,NaN,NaN,,NaN,-5,100,NaN,3
760,,,,,,NaN,NaN,,NaN,,,NaN,
761,-5,77,76,,-5,NaN,NaN,,NaN,-5,100,NaN,3
762,,,,,,NaN,NaN,,NaN,,,NaN,
763,-5,77,76,,-5,NaN,NaN,,NaN,-5,100,NaN,3
764,,,,,,NaN,NaN,,NaN,,,NaN,
765,-6,76,75,,-6,NaN,NaN,,NaN,-6,100,NaN,3
766,,,,,,NaN,NaN,,NaN,,,NaN,
767,-6,75,74,,-6,NaN,NaN,,NaN,-6,100,NaN,3
768,,,,,,NaN,NaN,,NaN,,,NaN,
769,-6,73,71,,-6,NaN,NaN,,NaN,-6,100,NaN,3
770,,,,,,NaN,NaN,,NaN,,,NaN,
771,-6,71,70,,-6,NaN,NaN,,NaN,-6,100,NaN,3
772,,,,,,NaN,NaN,,NaN,,,NaN,
773,-6,70,68,,-6,NaN,NaN,,NaN,-6,100,NaN,3
774,,,,,,NaN,NaN,,NaN,,,NaN,
775,-6,69,68,,-6,NaN,NaN,,NaN,-6,100,NaN,3
776,,,,,,NaN,NaN,,NaN,,,NaN,
777,-4,68,68,,-4,NaN,NaN,,NaN,-4,100,NaN,3
778,,,,,,NaN,NaN,,NaN,,,NaN,
779,-4,69,69,,-4,NaN,NaN,,NaN,-4,100,NaN,2
780,,,,,,NaN,NaN,,NaN,,,NaN,
781,-5,70,69,,-5,NaN,NaN,,NaN,-5,100,NaN,2
782,,,,,,NaN,NaN,,NaN,,,NaN,
783,-5,70,69,,-5,NaN,NaN,,NaN,-5,100,NaN,3
784,,,,,,NaN,NaN,,NaN,,,NaN,
785,-5,70,69,,-5,NaN,NaN,,NaN,-5,100,NaN,3
786,,,,,,NaN,NaN,,NaN,,,NaN,
787,-5,70,69,,-5,NaN,NaN,,NaN,-5,100,NaN,3
788,,,,,,NaN,NaN,,NaN,,,NaN,
789,-5,70,70,,-5,NaN,NaN,,NaN,-5,100,NaN,3
790,,,,,,NaN,NaN,,NaN,,,NaN,
791,-5,71,71,,-5,NaN,NaN,,NaN,-5,100,NaN,2
792,,,,,,NaN,NaN,,NaN,,,NaN,
793,-6,71,71,,-6,NaN,NaN,,NaN,-6,100,NaN,2
794,,,,,,NaN,NaN,,NaN,,,NaN,
795,-6,71,71,,-6,NaN,NaN,,NaN,-6,100,NaN,2
796,,,,,,NaN,NaN,,NaN,,,NaN,
797,-6,71,70,,-6,NaN,NaN,,NaN,-6,100,NaN,3
798,,,,,,NaN,NaN,,NaN,,,NaN,
799,-6,70,69,,-6,NaN,NaN,,NaN,-6,100,NaN,3
800,,,,,,NaN,NaN,,NaN,,,NaN,
801,-4,70,69,,-4,NaN,NaN,,NaN,-4,100,NaN,3
802,,,,,,NaN,NaN,,NaN,,,NaN,
803,-4,70,69,,-4,NaN,NaN,,NaN,-4,100,NaN,3
804,,,,,,NaN,NaN,,NaN,,,NaN,
805,-5,69,69,,-5,NaN,NaN,,NaN,-5,100,NaN,3
806,,,,,,NaN,NaN,,NaN,,,NaN,
807,-5,70,69,,-5,NaN,NaN,,NaN,-5,100,NaN,3
808,,,,,,NaN,NaN,,NaN,,,NaN,
809,-5,69,69,,-5,NaN,NaN,,NaN,-5,100,NaN,3
810,,,,,,NaN,NaN,,NaN,,,NaN,
811,-5,69,69,,-5,NaN,NaN,,NaN,-5,100,NaN,3
812,,,,,,NaN,NaN,,NaN,,,NaN,
813,-5,70,70,,-5,NaN,NaN,,NaN,-5,100,NaN,3
814,,,,,,NaN,NaN,,NaN,,,NaN,
815,-5,71,71,,-5,NaN,NaN,,NaN,-5,100,NaN,3
816,,,,,,NaN,NaN,,NaN,,,NaN,
817,-5,72,72,,-5,NaN,NaN,,NaN,-5,100,NaN,3
818,,,,,,NaN,NaN,,NaN,,,NaN,
819,-5,72,72,,-5,NaN,NaN,,NaN,-5,100,NaN,3
820,,,,,,NaN,NaN,,NaN,,,NaN,
821,-5,72,72,,-5,NaN,NaN,,NaN,-5,100,NaN,3
822,,,,,,NaN,NaN,,NaN,,,NaN,
823,-5,72,72,,-5,NaN,NaN,,NaN,-5,100,NaN,3
824,,,,,,NaN,NaN,,NaN,,,NaN,
825,-5,72,72,,-5,NaN,NaN,,NaN,-5,100,NaN,3
826,,,,,,NaN,NaN,,NaN,,,NaN,
827,-5,73,73,,-5,NaN,NaN,,NaN,-5,100,NaN,3
828,,,,,,NaN,NaN,,NaN,,,NaN,
829,-4,74,74,,-4,NaN,NaN,,NaN,-4,100,NaN,3
830,,,,,,NaN,NaN,,NaN,,,NaN,
831,-4,75,75,,-4,NaN,NaN,,NaN,-4,100,NaN,2
832,,,,,,NaN,NaN,,NaN,,,NaN,
833,-5,75,74,,-5,NaN,NaN,,NaN,-5,100,NaN,2
834,,,,,,NaN,NaN,,NaN,,,NaN,
835,-5,73,72,,-5,NaN,NaN,,NaN,-5,100,NaN,3
836,,,,,,NaN,NaN,,NaN,,,NaN,
837,-5,72,71,,-5,NaN,NaN,,NaN,-5,100,NaN,3
838,,,,,,NaN,NaN,,NaN,,,NaN,
839,-5,70,69,,-5,NaN,NaN,,NaN,-5,100,NaN,3
840,,,,,,NaN,NaN,,NaN,,,NaN,
841,-5,69,67,,-5,NaN,NaN,,NaN,-5,100,NaN,3
842,,,,,,NaN,NaN,,NaN,,,NaN,
843,-5,69,67,,-5,NaN,NaN,,NaN,-5,100,NaN,2
844,,,,,,NaN,NaN,,NaN,,,NaN,
845,-5,69,67,,-5,NaN,NaN,,NaN,-5,100,NaN,2
846,,,,,,NaN,NaN,,NaN,,,NaN,
847,-5,71,70,,-5,NaN,NaN,,NaN,-5,100,NaN,3
848,,,,,,NaN,NaN,,NaN,,,NaN,
849,-5,74,73,,-5,NaN,NaN,,NaN,-5,100,NaN,3
850,,,,,,NaN,NaN,,NaN,,,NaN,
851,-5,75,75,,-5,NaN,NaN,,NaN,-5,100,NaN,3
852,,,,,,NaN,NaN,,NaN,,,NaN,
853,-4,75,74,,-4,NaN,NaN,,NaN,-4,100,NaN,3
854,,,,,,NaN,NaN,,NaN,,,NaN,
855,-4,74,73,,-4,NaN,NaN,,NaN,-4,100,NaN,3
