time,SNUADC/ART,SNUADC/ECG_V5,Solar8000/ART_MBP,Solar8000/ART_SBP,Solar8000/HR,Solar8000/PLETH_SPO2,SNUADC/CVP,Solar8000/ART_DBP,Solar8000/RR_CO2,Solar8000/ETCO2,Solar8000/PLETH_HR,SNUADC/ECG_II,Solar8000/CVP
2772,NaN,NaN,,,,,NaN,,,,,NaN,
2773,NaN,NaN,100,137,111,98,NaN,80,15,33,112,NaN,11
2774,NaN,NaN,,,,,NaN,,,,,NaN,
2775,NaN,NaN,99,136,111,98,NaN,80,15,34,112,NaN,11
2776,NaN,NaN,,,,,NaN,,,,,NaN,
2777,NaN,NaN,99,135,111,98,NaN,79,15,34,111,NaN,10
2778,NaN,NaN,,,,,NaN,,,,,NaN,
2779,NaN,NaN,99,135,111,98,NaN,79,15,34,111,NaN,10
2780,NaN,NaN,,,,,NaN,,,,,NaN,
2781,NaN,NaN,99,137,111,98,NaN,80,15,33,112,NaN,10
2782,NaN,NaN,,,,,NaN,,,,,NaN,
2783,NaN,NaN,100,137,112,98,NaN,80,15,33,112,NaN,9
2784,NaN,NaN,,,,,NaN,,,,,NaN,
2785,NaN,NaN,100,137,112,98,NaN,80,15,33,113,NaN,9
2786,NaN,NaN,,,,,NaN,,,,,NaN,
2787,NaN,NaN,99,136,112,98,NaN,80,15,33,113,NaN,10
2788,NaN,NaN,,,,,NaN,,,,,NaN,
2789,NaN,NaN,100,137,112,98,NaN,81,15,32,113,NaN,10
2790,NaN,NaN,,,,,NaN,,,,,NaN,
2791,NaN,NaN,101,139,113,98,NaN,82,15,32,113,NaN,10
2792,NaN,NaN,,,,,NaN,,,,,NaN,
2793,NaN,NaN,101,139,113,98,NaN,82,15,32,113,NaN,10
2794,NaN,NaN,,,,,NaN,,,,,NaN,
2795,NaN,NaN,102,139,113,98,NaN,82,15,33,113,NaN,10
2796,NaN,NaN,,,,,NaN,,,,,NaN,
2797,NaN,NaN,101,137,114,98,NaN,82,15,33,114,NaN,10
2798,NaN,NaN,,,,,NaN,,,,,NaN,
2799,NaN,NaN,102,139,114,98,NaN,82,15,33,114,NaN,10
2800,NaN,NaN,,,,,NaN,,,,,NaN,
2801,NaN,NaN,102,138,114,98,NaN,83,15,33,114,NaN,10
2802,NaN,NaN,,,,,NaN,,,,,NaN,
2803,NaN,NaN,103,140,114,99,NaN,83,15,33,115,NaN,10
2804,NaN,NaN,,,,,NaN,,,,,NaN,
2805,NaN,NaN,103,139,114,99,NaN,83,15,33,115,NaN,10
2806,NaN,NaN,,,,,NaN,,,,,NaN,
2807,NaN,NaN,103,139,114,99,NaN,83,15,33,115,NaN,10
2808,NaN,NaN,,,,,NaN,,,,,NaN,
2809,NaN,NaN,103,138,115,99,NaN,83,15,33,115,NaN,10
2810,NaN,NaN,,,,,NaN,,,,,NaN,
2811,NaN,NaN,102,139,115,99,NaN,82,15,33,115,NaN,10
2812,NaN,NaN,,,,,NaN,,,,,NaN,
2813,NaN,NaN,102,139,114,99,NaN,82,15,33,115,NaN,10
2814,NaN,NaN,,,,,NaN,,,,,NaN,
2815,NaN,NaN,102,137,114,98,NaN,82,15,33,115,NaN,10
2816,NaN,NaN,,,,,NaN,,,,,NaN,
2817,NaN,NaN,102,138,114,98,NaN,82,15,33,114,NaN,10
2818,NaN,NaN,,,,,NaN,,,,,NaN,
2819,NaN,NaN,102,138,114,98,NaN,82,15,33,114,NaN,10
2820,NaN,NaN,,,,,NaN,,,,,NaN,
2821,NaN,NaN,102,137,114,99,NaN,82,15,33,114,NaN,10
2822,NaN,NaN,,,,,NaN,,,,,NaN,
2823,NaN,NaN,102,137,114,99,NaN,82,15,33,114,NaN,10
2824,NaN,NaN,,,,,NaN,,,,,NaN,
2825,NaN,NaN,101,137,114,98,NaN,82,15,33,114,NaN,10
2826,NaN,NaN,,,,,NaN,,,,,NaN,
2827,NaN,NaN,102,139,113,99,NaN,82,15,33,114,NaN,10
2828,NaN,NaN,,,,,NaN,,,,,NaN,
2829,NaN,NaN,101,137,114,99,NaN,81,15,33,114,NaN,10
2830,NaN,NaN,,,,,NaN,,,,,NaN,
2831,NaN,NaN,101,138,114,99,NaN,81,15,33,114,NaN,10
2832,NaN,NaN,,,,,NaN,,,,,NaN,
2833,NaN,NaN,100,136,113,98,NaN,80,15,33,114,NaN,10
2834,NaN,NaN,,,,,NaN,,,,,NaN,
2835,NaN,NaN,101,138,113,98,NaN,80,15,33,114,NaN,10
2836,NaN,NaN,,,,,NaN,,,,,NaN,
2837,NaN,NaN,99,136,113,97,NaN,79,15,33,113,NaN,10
2838,NaN,NaN,,,,,NaN,,,,,NaN,
2839,NaN,NaN,99,137,113,97,NaN,79,15,33,113,NaN,10
2840,NaN,NaN,,,,,NaN,,,,,NaN,
2841,NaN,NaN,99,135,111,98,NaN,78,15,33,112,NaN,10
2842,NaN,NaN,,,,,NaN,,,,,NaN,
2843,NaN,NaN,99,135,111,98,NaN,78,15,33,112,NaN,10
2844,NaN,NaN,,,,,NaN,,,,,NaN,
2845,NaN,NaN,98,135,109,98,NaN,79,15,33,111,NaN,10
2846,NaN,NaN,,,,,NaN,,,,,NaN,
2847,NaN,NaN,99,138,109,97,NaN,79,15,33,109,NaN,10
2848,NaN,NaN,,,,,NaN,,,,,NaN,
2849,NaN,NaN,100,137,110,97,NaN,81,15,33,109,NaN,10
2850,NaN,NaN,,,,,NaN,,,,,NaN,
2851,NaN,NaN,100,137,110,97,NaN,81,15,33,110,NaN,10
2852,NaN,NaN,,,,,NaN,,,,,NaN,
2853,NaN,NaN,100,137,110,96,NaN,81,15,33,111,NaN,10
2854,NaN,NaN,,,,,NaN,,,,,NaN,
2855,NaN,NaN,100,137,110,96,NaN,81,15,33,111,NaN,10
2856,NaN,NaN,,,,,NaN,,,,,NaN,
2857,NaN,NaN,101,139,110,97,NaN,81,15,33,111,NaN,10
2858,NaN,NaN,,,,,NaN,,,,,NaN,
2859,NaN,NaN,103,141,111,97,NaN,84,15,33,111,NaN,10
2860,NaN,NaN,,,,,NaN,,,,,NaN,
2861,NaN,NaN,104,141,112,97,NaN,86,15,33,112,NaN,10
2862,NaN,NaN,,,,,NaN,,,,,NaN,
2863,NaN,NaN,105,143,112,96,NaN,86,15,33,113,NaN,10
2864,NaN,NaN,,,,,NaN,,,,,NaN,
2865,NaN,NaN,105,141,113,96,NaN,86,15,33,113,NaN,11
2866,NaN,NaN,,,,,NaN,,,,,NaN,
2867,NaN,NaN,106,144,113,96,NaN,86,15,33,113,NaN,11
2868,NaN,NaN,,,,,NaN,,,,,NaN,
2869,NaN,NaN,106,142,113,98,NaN,85,15,33,114,NaN,11
2870,NaN,NaN,,,,,NaN,,,,,NaN,
2871,NaN,NaN,106,142,113,98,NaN,85,15,33,114,NaN,11
2872,NaN,NaN,,,,,NaN,,,,,NaN,
2873,NaN,NaN,106,143,113,97,NaN,86,15,33,113,NaN,11
2874,NaN,NaN,,,,,NaN,,,,,NaN,
2875,NaN,NaN,107,144,113,97,NaN,88,15,33,113,NaN,10
2876,NaN,NaN,,,,,NaN,,,,,NaN,
2877,NaN,NaN,107,143,113,98,NaN,87,15,33,113,NaN,10
2878,NaN,NaN,,,,,NaN,,,,,NaN,
2879,NaN,NaN,108,145,113,98,NaN,88,15,32,114,NaN,10
2880,NaN,NaN,,,,,NaN,,,,,NaN,
2881,NaN,NaN,108,144,113,99,NaN,89,15,32,113,NaN,10
2882,NaN,NaN,,,,,NaN,,,,,NaN,
2883,NaN,NaN,109,146,113,98,NaN,89,15,32,113,NaN,10
2884,NaN,NaN,,,,,NaN,,,,,NaN,
2885,NaN,NaN,109,145,113,98,NaN,89,15,32,113,NaN,10
2886,NaN,NaN,,,,,NaN,,,,,NaN,
2887,NaN,NaN,109,146,113,99,NaN,89,15,32,114,NaN,10
2888,NaN,NaN,,,,,NaN,,,,,NaN,
2889,NaN,NaN,108,144,113,99,NaN,88,15,32,114,NaN,10
2890,NaN,NaN,,,,,NaN,,,,,NaN,
2891,NaN,NaN,109,146,113,99,NaN,89,15,32,113,NaN,10
2892,NaN,NaN,,,,,NaN,,,,,NaN,
2893,NaN,NaN,109,145,113,99,NaN,89,15,32,113,NaN,10
2894,NaN,NaN,,,,,NaN,,,,,NaN,
2895,NaN,NaN,109,147,113,98,NaN,89,15,32,113,NaN,10
2896,NaN,NaN,,,,,NaN,,,,,NaN,
2897,NaN,NaN,109,147,113,98,NaN,89,15,32,113,NaN,10
2898,NaN,NaN,,,,,NaN,,,,,NaN,
2899,NaN,NaN,110,148,113,98,NaN,90,15,32,113,NaN,10
2900,NaN,NaN,,,,,NaN,,,,,NaN,
2901,NaN,NaN,110,146,113,97,NaN,90,15,32,113,NaN,11
2902,NaN,NaN,,,,,NaN,,,,,NaN,
2903,NaN,NaN,111,148,113,97,NaN,90,15,32,113,NaN,11
2904,NaN,NaN,,,,,NaN,,,,,NaN,
2905,NaN,NaN,109,146,113,97,NaN,89,15,32,113,NaN,11
2906,NaN,NaN,,,,,NaN,,,,,NaN,
2907,NaN,NaN,109,146,113,97,NaN,89,15,33,113,NaN,11
2908,NaN,NaN,,,,,NaN,,,,,NaN,
2909,NaN,NaN,109,146,113,97,NaN,89,15,33,112,NaN,11
2910,NaN,NaN,,,,,NaN,,,,,NaN,
2911,NaN,NaN,111,149,112,96,NaN,91,15,33,113,NaN,11
2912,NaN,NaN,,,,,NaN,,,,,NaN,
2913,NaN,NaN,111,149,112,96,NaN,91,15,33,113,NaN,11
2914,NaN,NaN,,,,,NaN,,,,,NaN,
2915,NaN,NaN,113,150,112,96,NaN,93,15,32,114,NaN,11
2916,NaN,NaN,,,,,NaN,,,,,NaN,
2917,NaN,NaN,112,149,113,96,NaN,92,15,32,120,NaN,11
2918,NaN,NaN,,,,,NaN,,,,,NaN,
2919,NaN,NaN,112,149,113,94,NaN,90,15,32,121,NaN,11
2920,NaN,NaN,,,,,NaN,,,,,NaN,
2921,NaN,NaN,109,145,113,95,NaN,88,15,33,122,NaN,11
2922,NaN,NaN,,,,,NaN,,,,,NaN,
2923,NaN,NaN,108,145,113,95,NaN,87,15,33,122,NaN,11
2924,NaN,NaN,,,,,NaN,,,,,NaN,
2925,NaN,NaN,107,143,113,95,NaN,86,15,33,121,NaN,11
2926,NaN,NaN,,,,,NaN,,,,,NaN,
2927,NaN,NaN,107,143,112,94,NaN,86,15,33,112,NaN,11
2928,NaN,NaN,,,,,NaN,,,,,NaN,
2929,NaN,NaN,107,143,111,91,NaN,87,15,32,112,NaN,11
2930,NaN,NaN,,,,,NaN,,,,,NaN,
2931,NaN,NaN,107,143,111,91,NaN,87,15,32,112,NaN,11
2932,NaN,NaN,,,,,NaN,,,,,NaN,
2933,NaN,NaN,109,146,110,91,NaN,89,15,32,112,NaN,11
2934,NaN,NaN,,,,,NaN,,,,,NaN,
2935,NaN,NaN,109,146,111,91,NaN,89,15,33,112,NaN,11
2936,NaN,NaN,,,,,NaN,,,,,NaN,
2937,NaN,NaN,110,147,112,92,NaN,88,15,33,112,NaN,11
2938,NaN,NaN,,,,,NaN,,,,,NaN,
2939,NaN,NaN,112,150,113,93,NaN,91,15,33,118,NaN,11
2940,NaN,NaN,,,,,NaN,,,,,NaN,
2941,NaN,NaN,111,149,114,93,NaN,91,15,33,118,NaN,11
2942,NaN,NaN,,,,,NaN,,,,,NaN,
2943,NaN,NaN,112,150,114,93,NaN,91,15,32,119,NaN,11
2944,NaN,NaN,,,,,NaN,,,,,NaN,
2945,NaN,NaN,111,149,114,88,NaN,90,15,32,114,NaN,11
2946,NaN,NaN,,,,,NaN,,,,,NaN,
2947,NaN,NaN,112,149,114,88,NaN,90,15,32,111,NaN,11
2948,NaN,NaN,,,,,NaN,,,,,NaN,
2949,NaN,NaN,111,147,114,88,NaN,90,15,32,108,NaN,11
2950,NaN,NaN,,,,,NaN,,,,,NaN,
2951,NaN,NaN,111,149,114,91,NaN,90,15,32,105,NaN,11
2952,NaN,NaN,,,,,NaN,,,,,NaN,
2953,NaN,NaN,110,147,113,91,NaN,90,15,32,105,NaN,11
2954,NaN,NaN,,,,,NaN,,,,,NaN,
2955,NaN,NaN,112,150,113,93,NaN,91,15,32,111,NaN,11
2956,NaN,NaN,,,,,NaN,,,,,NaN,
2957,NaN,NaN,112,149,113,100,NaN,92,15,32,113,NaN,11
2958,NaN,NaN,,,,,NaN,,,,,NaN,
2959,NaN,NaN,113,151,113,100,NaN,92,15,32,114,NaN,11
2960,NaN,NaN,,,,,NaN,,,,,NaN,
2961,NaN,NaN,113,151,113,100,NaN,92,15,32,114,NaN,11
2962,NaN,NaN,,,,,NaN,,,,,NaN,
2963,NaN,NaN,113,151,113,100,NaN,92,15,32,114,NaN,11
2964,NaN,NaN,,,,,NaN,,,,,NaN,
2965,NaN,NaN,111,148,113,100,NaN,91,15,32,114,NaN,11
2966,NaN,NaN,,,,,NaN,,,,,NaN,
2967,NaN,NaN,111,149,113,100,NaN,91,15,32,113,NaN,11
2968,NaN,NaN,,,,,NaN,,,,,NaN,
2969,NaN,NaN,112,149,113,100,NaN,92,15,32,113,NaN,11
2970,NaN,NaN,,,,,NaN,,,,,NaN,
2971,NaN,NaN,113,152,113,100,NaN,93,15,33,114,NaN,11
2972,NaN,NaN,,,,,NaN,,,,,NaN,
2973,NaN,NaN,114,152,113,100,NaN,94,15,33,114,NaN,10
2974,NaN,NaN,,,,,NaN,,,,,NaN,
2975,NaN,NaN,116,154,113,100,NaN,95,15,33,115,NaN,10
2976,NaN,NaN,,,,,NaN,,,,,NaN,
2977,NaN,NaN,115,152,114,100,NaN,95,15,32,115,NaN,10
2978,NaN,NaN,,,,,NaN,,,,,NaN,
2979,NaN,NaN,115,153,114,100,NaN,95,15,32,115,NaN,10
2980,NaN,NaN,,,,,NaN,,,,,NaN,
2981,NaN,NaN,115,153,114,100,NaN,95,15,32,115,NaN,10
2982,NaN,NaN,,,,,NaN,,,,,NaN,
2983,NaN,NaN,116,154,114,100,NaN,95,15,32,115,NaN,11
2984,NaN,NaN,,,,,NaN,,,,,NaN,
2985,NaN,NaN,115,152,114,100,NaN,95,15,32,115,NaN,11
2986,NaN,NaN,,,,,NaN,,,,,NaN,
2987,NaN,NaN,115,153,114,100,NaN,94,15,32,115,NaN,11
2988,NaN,NaN,,,,,NaN,,,,,NaN,
2989,NaN,NaN,115,151,114,100,NaN,95,15,32,115,NaN,11
2990,NaN,NaN,,,,,NaN,,,,,NaN,
2991,NaN,NaN,115,153,114,100,NaN,94,15,32,114,NaN,11
2992,NaN,NaN,,,,,NaN,,,,,NaN,
2993,NaN,NaN,114,151,114,100,NaN,94,15,32,114,NaN,11
2994,NaN,NaN,,,,,NaN,,,,,NaN,
2995,NaN,NaN,114,152,114,100,NaN,93,15,32,114,NaN,11
2996,NaN,NaN,,,,,NaN,,,,,NaN,
2997,NaN,NaN,113,150,112,100,NaN,93,15,32,112,NaN,12
2998,NaN,NaN,,,,,NaN,,,,,NaN,
2999,NaN,NaN,113,151,111,100,NaN,92,15,32,112,NaN,12
3000,NaN,NaN,,,,,NaN,,,,,NaN,
3001,NaN,NaN,113,150,110,100,NaN,92,15,32,111,NaN,11
3002,NaN,NaN,,,,,NaN,,,,,NaN,
3003,NaN,NaN,113,151,111,100,NaN,93,15,32,111,NaN,11
3004,NaN,NaN,,,,,NaN,,,,,NaN,
3005,NaN,NaN,113,150,111,100,NaN,92,15,32,112,NaN,11
3006,NaN,NaN,,,,,NaN,,,,,NaN,
3007,NaN,NaN,114,152,111,100,NaN,93,15,32,112,NaN,11
3008,NaN,NaN,,,,,NaN,,,,,NaN,
3009,NaN,NaN,113,150,111,100,NaN,92,15,32,112,NaN,11
3010,NaN,NaN,,,,,NaN,,,,,NaN,
3011,NaN,NaN,112,150,111,100,NaN,91,15,32,112,NaN,11
3012,NaN,NaN,,,,,NaN,,,,,NaN,
3013,NaN,NaN,112,149,111,100,NaN,91,15,32,112,NaN,11
3014,NaN,NaN,,,,,NaN,,,,,NaN,
3015,NaN,NaN,112,151,111,99,NaN,91,15,32,112,NaN,10
3016,NaN,NaN,,,,,NaN,,,,,NaN,
3017,NaN,NaN,112,151,111,99,NaN,91,15,32,112,NaN,10
3018,NaN,NaN,,,,,NaN,,,,,NaN,
3019,NaN,NaN,114,152,111,100,NaN,93,15,32,111,NaN,11
3020,NaN,NaN,,,,,NaN,,,,,NaN,
3021,NaN,NaN,114,151,111,100,NaN,93,15,33,112,NaN,11
3022,NaN,NaN,,,,,NaN,,,,,NaN,
3023,NaN,NaN,114,152,111,100,NaN,93,15,33,112,NaN,11
3024,NaN,NaN,,,,,NaN,,,,,NaN,
3025,NaN,NaN,114,152,111,100,NaN,94,15,33,112,NaN,11
3026,NaN,NaN,,,,,NaN,,,,,NaN,
3027,NaN,NaN,116,154,112,100,NaN,95,15,33,112,NaN,10
3028,NaN,NaN,,,,,NaN,,,,,NaN,
3029,NaN,NaN,115,152,112,100,NaN,95,15,33,113,NaN,10
3030,NaN,NaN,,,,,NaN,,,,,NaN,
3031,NaN,NaN,116,154,112,100,NaN,95,15,33,113,NaN,10
3032,NaN,NaN,,,,,NaN,,,,,NaN,
3033,NaN,NaN,116,153,112,100,NaN,96,15,33,113,NaN,10
3034,NaN,NaN,,,,,NaN,,,,,NaN,
3035,NaN,NaN,117,154,112,100,NaN,96,15,32,113,NaN,10
3036,NaN,NaN,,,,,NaN,,,,,NaN,
3037,NaN,NaN,116,153,112,100,NaN,95,15,32,113,NaN,10
3038,NaN,NaN,,,,,NaN,,,,,NaN,
3039,NaN,NaN,116,153,112,100,NaN,94,15,32,113,NaN,10
3040,NaN,NaN,,,,,NaN,,,,,NaN,
3041,NaN,NaN,114,150,112,100,NaN,93,15,32,113,NaN,10
3042,NaN,NaN,,,,,NaN,,,,,NaN,
3043,NaN,NaN,114,152,112,100,NaN,93,15,32,113,NaN,10
3044,NaN,NaN,,,,,NaN,,,,,NaN,
3045,NaN,NaN,115,151,112,100,NaN,94,15,32,112,NaN,10
3046,NaN,NaN,,,,,NaN,,,,,NaN,
3047,NaN,NaN,115,153,112,100,NaN,94,15,32,113,NaN,10
3048,NaN,NaN,,,,,NaN,,,,,NaN,
3049,NaN,NaN,115,152,112,100,NaN,94,15,32,113,NaN,10
3050,NaN,NaN,,,,,NaN,,,,,NaN,
3051,NaN,NaN,115,153,112,100,NaN,94,15,32,112,NaN,10
3052,NaN,NaN,,,,,NaN,,,,,NaN,
3053,NaN,NaN,115,152,112,100,NaN,94,15,32,112,NaN,10
3054,NaN,NaN,,,,,NaN,,,,,NaN,
3055,NaN,NaN,116,153,112,100,NaN,94,15,32,113,NaN,11
3056,NaN,NaN,,,,,NaN,,,,,NaN,
3057,NaN,NaN,115,151,112,100,NaN,93,15,32,112,NaN,11
3058,NaN,NaN,,,,,NaN,,,,,NaN,
3059,NaN,NaN,115,152,111,100,NaN,93,15,32,112,NaN,11
3060,NaN,NaN,,,,,NaN,,,,,NaN,
3061,NaN,NaN,114,151,111,100,NaN,93,15,32,112,NaN,11
3062,NaN,NaN,,,,,NaN,,,,,NaN,
3063,NaN,NaN,114,151,111,100,NaN,92,15,32,112,NaN,11
3064,NaN,NaN,,,,,NaN,,,,,NaN,
3065,NaN,NaN,113,150,111,100,NaN,92,15,32,111,NaN,11
3066,NaN,NaN,,,,,NaN,,,,,NaN,
3067,NaN,NaN,113,152,111,100,NaN,92,15,32,111,NaN,11
3068,NaN,NaN,,,,,NaN,,,,,NaN,
3069,NaN,NaN,113,152,111,100,NaN,92,15,32,111,NaN,11
3070,NaN,NaN,,,,,NaN,,,,,NaN,
3071,NaN,NaN,113,151,111,100,NaN,91,15,32,111,NaN,11
3072,NaN,NaN,,,,,NaN,,,,,NaN,
3073,NaN,NaN,112,150,110,100,NaN,91,15,32,111,NaN,11
3074,NaN,NaN,,,,,NaN,,,,,NaN,
3075,NaN,NaN,113,151,110,100,NaN,91,15,32,110,NaN,11
3076,NaN,NaN,,,,,NaN,,,,,NaN,
3077,NaN,NaN,113,150,110,100,NaN,92,15,32,110,NaN,11
3078,NaN,NaN,,,,,NaN,,,,,NaN,
3079,NaN,NaN,113,151,110,100,NaN,91,15,32,110,NaN,11
3080,NaN,NaN,,,,,NaN,,,,,NaN,
3081,NaN,NaN,112,150,110,100,NaN,91,15,32,110,NaN,11
3082,NaN,NaN,,,,,NaN,,,,,NaN,
3083,NaN,NaN,112,149,109,100,NaN,90,15,32,109,NaN,11
3084,NaN,NaN,,,,,NaN,,,,,NaN,
3085,NaN,NaN,111,148,109,100,NaN,89,15,32,109,NaN,11
3086,NaN,NaN,,,,,NaN,,,,,NaN,
3087,NaN,NaN,110,148,108,100,NaN,88,15,32,108,NaN,11
3088,NaN,NaN,,,,,NaN,,,,,NaN,
3089,NaN,NaN,109,146,107,100,NaN,88,15,32,107,NaN,11
3090,NaN,NaN,,,,,NaN,,,,,NaN,
3091,NaN,NaN,110,148,107,100,NaN,89,15,32,108,NaN,11
3092,NaN,NaN,,,,,NaN,,,,,NaN,
3093,NaN,NaN,110,148,107,100,NaN,90,15,33,108,NaN,11
3094,NaN,NaN,,,,,NaN,,,,,NaN,
3095,NaN,NaN,111,149,107,100,NaN,89,15,33,109,NaN,11
3096,NaN,NaN,,,,,NaN,,,,,NaN,
3097,NaN,NaN,111,148,108,100,NaN,90,15,33,109,NaN,11
3098,NaN,NaN,,,,,NaN,,,,,NaN,
3099,NaN,NaN,112,151,109,100,NaN,91,15,33,109,NaN,11
3100,NaN,NaN,,,,,NaN,,,,,NaN,
3101,NaN,NaN,111,149,109,100,NaN,90,15,33,110,NaN,11
3102,NaN,NaN,,,,,NaN,,,,,NaN,
3103,NaN,NaN,111,149,109,100,NaN,89,15,33,109,NaN,11
3104,NaN,NaN,,,,,NaN,,,,,NaN,
3105,NaN,NaN,110,147,109,100,NaN,88,15,33,109,NaN,11
3106,NaN,NaN,,,,,NaN,,,,,NaN,
3107,NaN,NaN,110,149,108,100,NaN,89,15,33,109,NaN,11
3108,NaN,NaN,,,,,NaN,,,,,NaN,
3109,NaN,NaN,110,147,108,100,NaN,89,15,33,108,NaN,11
3110,NaN,NaN,,,,,NaN,,,,,NaN,
3111,NaN,NaN,109,148,108,100,NaN,88,15,33,107,NaN,11
3112,NaN,NaN,,,,,NaN,,,,,NaN,
3113,NaN,NaN,107,144,108,100,NaN,86,15,33,107,NaN,11
3114,NaN,NaN,,,,,NaN,,,,,NaN,
3115,NaN,NaN,107,146,108,100,NaN,85,15,33,107,NaN,11
3116,NaN,NaN,,,,,NaN,,,,,NaN,
3117,NaN,NaN,107,145,108,100,NaN,86,15,32,106,NaN,11
3118,NaN,NaN,,,,,NaN,,,,,NaN,
3119,NaN,NaN,107,146,107,99,NaN,86,15,32,106,NaN,11
3120,NaN,NaN,,,,,NaN,,,,,NaN,
3121,NaN,NaN,107,145,106,100,NaN,86,15,32,106,NaN,10
3122,NaN,NaN,,,,,NaN,,,,,NaN,
3123,NaN,NaN,108,146,106,100,NaN,87,15,32,106,NaN,10
3124,NaN,NaN,,,,,NaN,,,,,NaN,
3125,NaN,NaN,108,146,106,100,NaN,88,15,32,107,NaN,11
3126,NaN,NaN,,,,,NaN,,,,,NaN,
3127,NaN,NaN,109,147,107,100,NaN,87,15,32,107,NaN,11
3128,NaN,NaN,,,,,NaN,,,,,NaN,
3129,NaN,NaN,108,145,107,100,NaN,87,15,32,107,NaN,10
3130,NaN,NaN,,,,,NaN,,,,,NaN,
3131,NaN,NaN,108,147,106,100,NaN,87,15,32,107,NaN,10
3132,NaN,NaN,,,,,NaN,,,,,NaN,
3133,NaN,NaN,108,147,106,100,NaN,87,15,32,107,NaN,10
3134,NaN,NaN,,,,,NaN,,,,,NaN,
3135,NaN,NaN,110,148,106,100,NaN,89,15,32,107,NaN,10
3136,NaN,NaN,,,,,NaN,,,,,NaN,
3137,NaN,NaN,109,147,106,100,NaN,89,15,32,107,NaN,10
3138,NaN,NaN,,,,,NaN,,,,,NaN,
3139,NaN,NaN,110,148,107,100,NaN,89,15,32,107,NaN,10
3140,NaN,NaN,,,,,NaN,,,,,NaN,
3141,NaN,NaN,109,146,107,100,NaN,88,15,32,107,NaN,10
3142,NaN,NaN,,,,,NaN,,,,,NaN,
3143,NaN,NaN,109,148,106,100,NaN,88,15,32,107,NaN,10
3144,NaN,NaN,,,,,NaN,,,,,NaN,
3145,NaN,NaN,109,146,106,100,NaN,88,15,32,107,NaN,10
3146,NaN,NaN,,,,,NaN,,,,,NaN,
3147,NaN,NaN,109,147,106,100,NaN,87,15,32,106,NaN,10
3148,NaN,NaN,,,,,NaN,,,,,NaN,
3149,NaN,NaN,108,145,105,100,NaN,87,15,32,106,NaN,10
3150,NaN,NaN,,,,,NaN,,,,,NaN,
3151,NaN,NaN,108,145,105,100,NaN,87,15,32,106,NaN,10
3152,NaN,NaN,,,,,NaN,,,,,NaN,
3153,NaN,NaN,108,145,104,100,NaN,88,15,32,105,NaN,10
3154,NaN,NaN,,,,,NaN,,,,,NaN,
3155,NaN,NaN,108,147,104,100,NaN,87,15,32,105,NaN,11
3156,NaN,NaN,,,,,NaN,,,,,NaN,
3157,NaN,NaN,108,146,104,100,NaN,87,15,33,105,NaN,11
3158,NaN,NaN,,,,,NaN,,,,,NaN,
3159,NaN,NaN,108,147,104,100,NaN,88,15,33,105,NaN,11
3160,NaN,NaN,,,,,NaN,,,,,NaN,
3161,NaN,NaN,108,146,105,100,NaN,87,15,33,105,NaN,11
3162,NaN,NaN,,,,,NaN,,,,,NaN,
3163,NaN,NaN,108,146,105,100,NaN,87,15,33,105,NaN,11
3164,NaN,NaN,,,,,NaN,,,,,NaN,
3165,NaN,NaN,108,146,105,100,NaN,88,15,33,105,NaN,11
3166,NaN,NaN,,,,,NaN,,,,,NaN,
3167,NaN,NaN,109,148,105,100,NaN,88,15,33,105,NaN,11
3168,NaN,NaN,,,,,NaN,,,,,NaN,
3169,NaN,NaN,108,145,105,100,NaN,87,15,33,105,NaN,11
3170,NaN,NaN,,,,,NaN,,,,,NaN,
3171,NaN,NaN,108,146,104,100,NaN,87,15,33,105,NaN,11
3172,NaN,NaN,,,,,NaN,,,,,NaN,
3173,NaN,NaN,108,145,104,100,NaN,87,15,33,105,NaN,10
3174,NaN,NaN,,,,,NaN,,,,,NaN,
3175,NaN,NaN,108,146,104,100,NaN,87,15,33,104,NaN,10
3176,NaN,NaN,,,,,NaN,,,,,NaN,
3177,NaN,NaN,108,145,103,100,NaN,88,15,33,104,NaN,11
3178,NaN,NaN,,,,,NaN,,,,,NaN,
3179,NaN,NaN,108,147,103,100,NaN,87,15,33,104,NaN,11
3180,NaN,NaN,,,,,NaN,,,,,NaN,
3181,NaN,NaN,108,147,103,100,NaN,87,15,32,104,NaN,11
3182,NaN,NaN,,,,,NaN,,,,,NaN,
3183,NaN,NaN,109,147,104,100,NaN,88,15,32,104,NaN,10
3184,NaN,NaN,,,,,NaN,,,,,NaN,
3185,NaN,NaN,108,145,103,100,NaN,88,15,32,104,NaN,10
3186,NaN,NaN,,,,,NaN,,,,,NaN,
3187,NaN,NaN,108,146,103,100,NaN,87,15,32,104,NaN,10
3188,NaN,NaN,,,,,NaN,,,,,NaN,
3189,NaN,NaN,108,145,103,100,NaN,87,15,32,104,NaN,10
3190,NaN,NaN,,,,,NaN,,,,,NaN,
3191,NaN,NaN,108,146,103,100,NaN,87,15,32,104,NaN,10
3192,NaN,NaN,,,,,NaN,,,,,NaN,
3193,NaN,NaN,107,144,103,100,NaN,86,15,32,104,NaN,10
3194,NaN,NaN,,,,,NaN,,,,,NaN,
3195,NaN,NaN,107,145,103,100,NaN,86,15,32,103,NaN,10
3196,NaN,NaN,,,,,NaN,,,,,NaN,
