time,Solar8000/ART_DBP,Solar8000/PLETH_SPO2,SNUADC/ECG_V5,SNUADC/ART,SNUADC/ECG_II,Solar8000/RR_CO2,Solar8000/ART_SBP,Solar8000/PLETH_HR,Solar8000/ETCO2,SNUADC/CVP,Solar8000/CVP,Solar8000/ART_MBP,Solar8000/HR
1704,71,100,NaN,NaN,NaN,12,141,73,32,NaN,7,94,70
1705,,,NaN,NaN,NaN,,,,,NaN,,,
1706,70,100,NaN,NaN,NaN,12,138,73,32,NaN,7,93,70
1707,,,NaN,NaN,NaN,,,,,NaN,,,
1708,72,100,NaN,NaN,NaN,12,140,73,32,NaN,7,94,70
1709,,,NaN,NaN,NaN,,,,,NaN,,,
1710,71,100,NaN,NaN,NaN,12,140,73,32,NaN,7,94,70
1711,,,NaN,NaN,NaN,,,,,NaN,,,
1712,71,100,NaN,NaN,NaN,12,140,74,32,NaN,6,94,71
1713,,,NaN,NaN,NaN,,,,,NaN,,,
1714,71,100,NaN,NaN,NaN,12,142,74,32,NaN,6,94,71
1715,,,NaN,NaN,NaN,,,,,NaN,,,
1716,70,100,NaN,NaN,NaN,12,139,74,32,NaN,6,93,71
1717,,,NaN,NaN,NaN,,,,,NaN,,,
1718,70,100,NaN,NaN,NaN,12,139,74,32,NaN,6,93,70
1719,,,NaN,NaN,NaN,,,,,NaN,,,
1720,70,100,NaN,NaN,NaN,12,139,73,32,NaN,6,93,70
1721,,,NaN,NaN,NaN,,,,,NaN,,,
1722,70,100,NaN,NaN,NaN,12,137,73,32,NaN,7,92,70
1723,,,NaN,NaN,NaN,,,,,NaN,,,
1724,70,100,NaN,NaN,NaN,12,139,73,32,NaN,7,93,70
1725,,,NaN,NaN,NaN,,,,,NaN,,,
1726,69,100,NaN,NaN,NaN,12,137,73,32,NaN,7,92,70
1727,,,NaN,NaN,NaN,,,,,NaN,,,
1728,70,100,NaN,NaN,NaN,12,138,73,32,NaN,7,92,70
1729,,,NaN,NaN,NaN,,,,,NaN,,,
1730,70,100,NaN,NaN,NaN,12,139,73,32,NaN,7,92,70
1731,,,NaN,NaN,NaN,,,,,NaN,,,
1732,71,100,NaN,NaN,NaN,12,139,73,32,NaN,7,92,70
1733,,,NaN,NaN,NaN,,,,,NaN,,,
1734,70,100,NaN,NaN,NaN,12,141,73,32,NaN,7,93,70
1735,,,NaN,NaN,NaN,,,,,NaN,,,
1736,69,100,NaN,NaN,NaN,12,138,72,32,NaN,7,92,69
1737,,,NaN,NaN,NaN,,,,,NaN,,,
1738,70,100,NaN,NaN,NaN,12,139,72,32,NaN,6,92,69
1739,,,NaN,NaN,NaN,,,,,NaN,,,
1740,68,100,NaN,NaN,NaN,12,137,72,32,NaN,6,91,69
1741,,,NaN,NaN,NaN,,,,,NaN,,,
1742,68,100,NaN,NaN,NaN,12,136,72,32,NaN,6,90,68
1743,,,NaN,NaN,NaN,,,,,NaN,,,
1744,69,100,NaN,NaN,NaN,12,138,72,32,NaN,6,91,69
1745,,,NaN,NaN,NaN,,,,,NaN,,,
1746,68,100,NaN,NaN,NaN,12,135,72,32,NaN,6,90,68
1747,,,NaN,NaN,NaN,,,,,NaN,,,
1748,68,100,NaN,NaN,NaN,12,136,72,32,NaN,8,90,69
1749,,,NaN,NaN,NaN,,,,,NaN,,,
1750,68,100,NaN,NaN,NaN,12,136,72,32,NaN,8,90,69
1751,,,NaN,NaN,NaN,,,,,NaN,,,
1752,68,100,NaN,NaN,NaN,12,135,72,32,NaN,7,89,68
1753,,,NaN,NaN,NaN,,,,,NaN,,,
1754,69,100,NaN,NaN,NaN,12,137,72,32,NaN,7,90,69
1755,,,NaN,NaN,NaN,,,,,NaN,,,
1756,68,100,NaN,NaN,NaN,12,135,72,32,NaN,7,89,68
1757,,,NaN,NaN,NaN,,,,,NaN,,,
1758,69,100,NaN,NaN,NaN,12,135,72,32,NaN,7,90,68
1759,,,NaN,NaN,NaN,,,,,NaN,,,
1760,68,100,NaN,NaN,NaN,12,134,72,32,NaN,7,90,69
1761,,,NaN,NaN,NaN,,,,,NaN,,,
1762,68,100,NaN,NaN,NaN,12,133,72,32,NaN,7,89,68
1763,,,NaN,NaN,NaN,,,,,NaN,,,
1764,68,100,NaN,NaN,NaN,12,135,72,31,NaN,6,90,69
1765,,,NaN,NaN,NaN,,,,,NaN,,,
1766,67,100,NaN,NaN,NaN,12,132,72,31,NaN,6,89,69
1767,,,NaN,NaN,NaN,,,,,NaN,,,
1768,68,100,NaN,NaN,NaN,12,134,72,31,NaN,6,89,69
1769,,,NaN,NaN,NaN,,,,,NaN,,,
1770,67,100,NaN,NaN,NaN,12,133,72,31,NaN,6,89,69
1771,,,NaN,NaN,NaN,,,,,NaN,,,
1772,67,100,NaN,NaN,NaN,12,131,72,32,NaN,6,88,69
1773,,,NaN,NaN,NaN,,,,,NaN,,,
1774,66,100,NaN,NaN,NaN,12,133,72,32,NaN,6,88,69
1775,,,NaN,NaN,NaN,,,,,NaN,,,
1776,65,100,NaN,NaN,NaN,12,130,72,32,NaN,6,87,68
1777,,,NaN,NaN,NaN,,,,,NaN,,,
1778,66,100,NaN,NaN,NaN,12,131,72,32,NaN,6,87,68
1779,,,NaN,NaN,NaN,,,,,NaN,,,
1780,65,100,NaN,NaN,NaN,12,130,71,32,NaN,6,86,68
1781,,,NaN,NaN,NaN,,,,,NaN,,,
1782,66,100,NaN,NaN,NaN,12,130,71,32,NaN,7,86,68
1783,,,NaN,NaN,NaN,,,,,NaN,,,
1784,66,100,NaN,NaN,NaN,12,132,71,32,NaN,7,87,68
1785,,,NaN,NaN,NaN,,,,,NaN,,,
1786,66,100,NaN,NaN,NaN,12,130,71,32,NaN,7,86,68
1787,,,NaN,NaN,NaN,,,,,NaN,,,
1788,66,100,NaN,NaN,NaN,12,131,71,32,NaN,7,87,68
1789,,,NaN,NaN,NaN,,,,,NaN,,,
1790,65,100,NaN,NaN,NaN,12,130,72,32,NaN,6,86,68
1791,,,NaN,NaN,NaN,,,,,NaN,,,
1792,65,100,NaN,NaN,NaN,12,129,72,32,NaN,6,86,68
1793,,,NaN,NaN,NaN,,,,,NaN,,,
1794,66,100,NaN,NaN,NaN,12,132,71,32,NaN,7,87,68
1795,,,NaN,NaN,NaN,,,,,NaN,,,
1796,67,100,NaN,NaN,NaN,12,135,71,32,NaN,7,87,68
1797,,,NaN,NaN,NaN,,,,,NaN,,,
1798,68,100,NaN,NaN,NaN,12,138,70,32,NaN,6,88,67
1799,,,NaN,NaN,NaN,,,,,NaN,,,
1800,68,100,NaN,NaN,NaN,12,140,69,32,NaN,6,89,66
1801,,,NaN,NaN,NaN,,,,,NaN,,,
1802,68,100,NaN,NaN,NaN,12,142,69,32,NaN,6,89,65
1803,,,NaN,NaN,NaN,,,,,NaN,,,
1804,68,100,NaN,NaN,NaN,12,146,68,32,NaN,6,90,65
1805,,,NaN,NaN,NaN,,,,,NaN,,,
1806,68,100,NaN,NaN,NaN,12,145,68,32,NaN,7,89,65
1807,,,NaN,NaN,NaN,,,,,NaN,,,
1808,67,100,NaN,NaN,NaN,12,144,68,31,NaN,7,89,64
1809,,,NaN,NaN,NaN,,,,,NaN,,,
1810,66,100,NaN,NaN,NaN,12,144,68,31,NaN,7,88,64
1811,,,NaN,NaN,NaN,,,,,NaN,,,
1812,66,100,NaN,NaN,NaN,12,143,67,31,NaN,7,88,63
1813,,,NaN,NaN,NaN,,,,,NaN,,,
1814,67,100,NaN,NaN,NaN,12,145,66,31,NaN,7,89,63
1815,,,NaN,NaN,NaN,,,,,NaN,,,
1816,68,100,NaN,NaN,NaN,12,144,66,31,NaN,7,89,63
1817,,,NaN,NaN,NaN,,,,,NaN,,,
1818,69,100,NaN,NaN,NaN,12,146,66,31,NaN,7,90,63
1819,,,NaN,NaN,NaN,,,,,NaN,,,
1820,70,100,NaN,NaN,NaN,12,148,67,31,NaN,7,91,64
1821,,,NaN,NaN,NaN,,,,,NaN,,,
1822,71,100,NaN,NaN,NaN,12,146,68,31,NaN,7,92,65
1823,,,NaN,NaN,NaN,,,,,NaN,,,
1824,72,100,NaN,NaN,NaN,12,149,69,31,NaN,7,94,66
1825,,,NaN,NaN,NaN,,,,,NaN,,,
1826,72,100,NaN,NaN,NaN,12,147,69,31,NaN,7,93,67
1827,,,NaN,NaN,NaN,,,,,NaN,,,
1828,73,100,NaN,NaN,NaN,12,149,70,31,NaN,7,95,67
1829,,,NaN,NaN,NaN,,,,,NaN,,,
1830,72,100,NaN,NaN,NaN,12,148,71,31,NaN,7,95,67
1831,,,NaN,NaN,NaN,,,,,NaN,,,
1832,71,100,NaN,NaN,NaN,12,147,71,31,NaN,7,94,67
1833,,,NaN,NaN,NaN,,,,,NaN,,,
1834,70,100,NaN,NaN,NaN,12,148,71,31,NaN,7,94,67
1835,,,NaN,NaN,NaN,,,,,NaN,,,
1836,70,100,NaN,NaN,NaN,12,145,71,31,NaN,6,93,66
1837,,,NaN,NaN,NaN,,,,,NaN,,,
1838,70,100,NaN,NaN,NaN,12,146,70,31,NaN,6,93,65
1839,,,NaN,NaN,NaN,,,,,NaN,,,
1840,69,100,NaN,NaN,NaN,12,147,69,31,NaN,7,93,65
1841,,,NaN,NaN,NaN,,,,,NaN,,,
1842,69,100,NaN,NaN,NaN,12,146,68,31,NaN,7,92,65
1843,,,NaN,NaN,NaN,,,,,NaN,,,
1844,69,100,NaN,NaN,NaN,12,148,68,31,NaN,7,93,65
1845,,,NaN,NaN,NaN,,,,,NaN,,,
1846,68,100,NaN,NaN,NaN,12,145,68,31,NaN,7,92,65
1847,,,NaN,NaN,NaN,,,,,NaN,,,
1848,69,100,NaN,NaN,NaN,12,144,68,31,NaN,7,91,65
1849,,,NaN,NaN,NaN,,,,,NaN,,,
1850,68,100,NaN,NaN,NaN,12,145,68,31,NaN,7,91,65
1851,,,NaN,NaN,NaN,,,,,NaN,,,
1852,68,100,NaN,NaN,NaN,12,142,68,31,NaN,7,91,65
1853,,,NaN,NaN,NaN,,,,,NaN,,,
1854,69,100,NaN,NaN,NaN,12,145,68,31,NaN,7,91,65
1855,,,NaN,NaN,NaN,,,,,NaN,,,
1856,68,100,NaN,NaN,NaN,12,143,68,31,NaN,7,91,65
1857,,,NaN,NaN,NaN,,,,,NaN,,,
1858,69,100,NaN,NaN,NaN,12,144,68,31,NaN,6,91,65
1859,,,NaN,NaN,NaN,,,,,NaN,,,
1860,68,100,NaN,NaN,NaN,12,144,68,31,NaN,6,91,65
1861,,,NaN,NaN,NaN,,,,,NaN,,,
1862,69,100,NaN,NaN,NaN,12,142,68,31,NaN,6,91,65
1863,,,NaN,NaN,NaN,,,,,NaN,,,
1864,68,100,NaN,NaN,NaN,12,144,68,31,NaN,6,91,65
1865,,,NaN,NaN,NaN,,,,,NaN,,,
1866,68,100,NaN,NaN,NaN,12,142,68,32,NaN,7,90,65
1867,,,NaN,NaN,NaN,,,,,NaN,,,
1868,68,100,NaN,NaN,NaN,12,142,68,32,NaN,7,91,64
1869,,,NaN,NaN,NaN,,,,,NaN,,,
1870,67,100,NaN,NaN,NaN,12,142,68,32,NaN,7,90,64
1871,,,NaN,NaN,NaN,,,,,NaN,,,
1872,67,100,NaN,NaN,NaN,12,139,67,32,NaN,7,89,64
1873,,,NaN,NaN,NaN,,,,,NaN,,,
1874,67,100,NaN,NaN,NaN,12,141,67,31,NaN,7,89,64
1875,,,NaN,NaN,NaN,,,,,NaN,,,
1876,68,100,NaN,NaN,NaN,12,139,67,31,NaN,7,89,63
1877,,,NaN,NaN,NaN,,,,,NaN,,,
1878,69,100,NaN,NaN,NaN,12,139,67,31,NaN,7,90,63
1879,,,NaN,NaN,NaN,,,,,NaN,,,
1880,68,100,NaN,NaN,NaN,12,141,67,31,NaN,7,90,64
1881,,,NaN,NaN,NaN,,,,,NaN,,,
1882,68,100,NaN,NaN,NaN,12,139,68,31,NaN,7,90,65
1883,,,NaN,NaN,NaN,,,,,NaN,,,
1884,68,100,NaN,NaN,NaN,12,140,68,31,NaN,7,90,65
1885,,,NaN,NaN,NaN,,,,,NaN,,,
1886,67,100,NaN,NaN,NaN,12,141,68,31,NaN,7,90,65
1887,,,NaN,NaN,NaN,,,,,NaN,,,
1888,67,100,NaN,NaN,NaN,12,139,68,32,NaN,6,89,65
1889,,,NaN,NaN,NaN,,,,,NaN,,,
1890,67,100,NaN,NaN,NaN,12,141,68,32,NaN,6,90,65
1891,,,NaN,NaN,NaN,,,,,NaN,,,
1892,67,100,NaN,NaN,NaN,12,139,68,32,NaN,6,89,65
1893,,,NaN,NaN,NaN,,,,,NaN,,,
1894,68,100,NaN,NaN,NaN,12,138,68,32,NaN,6,90,65
1895,,,NaN,NaN,NaN,,,,,NaN,,,
1896,67,100,NaN,NaN,NaN,12,139,68,32,NaN,7,89,65
1897,,,NaN,NaN,NaN,,,,,NaN,,,
1898,67,100,NaN,NaN,NaN,12,137,68,32,NaN,7,89,64
1899,,,NaN,NaN,NaN,,,,,NaN,,,
1900,68,100,NaN,NaN,NaN,12,142,67,32,NaN,7,89,64
1901,,,NaN,NaN,NaN,,,,,NaN,,,
1902,68,100,NaN,NaN,NaN,12,141,67,32,NaN,7,89,64
1903,,,NaN,NaN,NaN,,,,,NaN,,,
1904,68,100,NaN,NaN,NaN,12,142,67,32,NaN,7,89,63
1905,,,NaN,NaN,NaN,,,,,NaN,,,
1906,67,100,NaN,NaN,NaN,12,140,66,32,NaN,7,89,63
1907,,,NaN,NaN,NaN,,,,,NaN,,,
1908,67,100,NaN,NaN,NaN,12,138,66,32,NaN,7,89,63
1909,,,NaN,NaN,NaN,,,,,NaN,,,
1910,67,100,NaN,NaN,NaN,12,140,67,32,NaN,6,89,64
1911,,,NaN,NaN,NaN,,,,,NaN,,,
1912,66,100,NaN,NaN,NaN,12,137,67,32,NaN,6,88,64
1913,,,NaN,NaN,NaN,,,,,NaN,,,
1914,66,100,NaN,NaN,NaN,12,137,67,32,NaN,6,88,64
1915,,,NaN,NaN,NaN,,,,,NaN,,,
1916,66,100,NaN,NaN,NaN,12,136,67,32,NaN,6,88,64
1917,,,NaN,NaN,NaN,,,,,NaN,,,
1918,66,100,NaN,NaN,NaN,12,135,68,32,NaN,6,87,64
1919,,,NaN,NaN,NaN,,,,,NaN,,,
1920,66,100,NaN,NaN,NaN,12,137,68,32,NaN,6,88,65
1921,,,NaN,NaN,NaN,,,,,NaN,,,
1922,65,100,NaN,NaN,NaN,12,134,68,32,NaN,6,87,65
1923,,,NaN,NaN,NaN,,,,,NaN,,,
1924,66,100,NaN,NaN,NaN,12,134,68,32,NaN,6,87,65
1925,,,NaN,NaN,NaN,,,,,NaN,,,
1926,66,100,NaN,NaN,NaN,12,134,68,32,NaN,6,87,65
1927,,,NaN,NaN,NaN,,,,,NaN,,,
1928,67,100,NaN,NaN,NaN,12,134,68,32,NaN,6,87,65
1929,,,NaN,NaN,NaN,,,,,NaN,,,
1930,67,100,NaN,NaN,NaN,12,135,68,32,NaN,6,88,65
1931,,,NaN,NaN,NaN,,,,,NaN,,,
1932,66,100,NaN,NaN,NaN,12,134,69,33,NaN,6,88,65
1933,,,NaN,NaN,NaN,,,,,NaN,,,
1934,67,100,NaN,NaN,NaN,12,135,69,33,NaN,6,88,65
1935,,,NaN,NaN,NaN,,,,,NaN,,,
1936,66,100,NaN,NaN,NaN,12,134,69,33,NaN,6,88,65
1937,,,NaN,NaN,NaN,,,,,NaN,,,
1938,66,100,NaN,NaN,NaN,12,133,68,33,NaN,6,87,65
1939,,,NaN,NaN,NaN,,,,,NaN,,,
1940,67,100,NaN,NaN,NaN,12,135,68,32,NaN,6,88,65
1941,,,NaN,NaN,NaN,,,,,NaN,,,
1942,66,100,NaN,NaN,NaN,12,133,68,32,NaN,6,88,65
1943,,,NaN,NaN,NaN,,,,,NaN,,,
1944,65,100,NaN,NaN,NaN,12,132,68,32,NaN,7,87,65
1945,,,NaN,NaN,NaN,,,,,NaN,,,
1946,66,100,NaN,NaN,NaN,12,134,68,33,NaN,7,87,65
1947,,,NaN,NaN,NaN,,,,,NaN,,,
1948,66,100,NaN,NaN,NaN,12,132,68,33,NaN,6,87,65
1949,,,NaN,NaN,NaN,,,,,NaN,,,
1950,65,100,NaN,NaN,NaN,12,134,68,33,NaN,6,87,65
1951,,,NaN,NaN,NaN,,,,,NaN,,,
1952,65,100,NaN,NaN,NaN,12,133,68,33,NaN,6,86,64
1953,,,NaN,NaN,NaN,,,,,NaN,,,
1954,65,100,NaN,NaN,NaN,12,135,67,33,NaN,6,86,64
1955,,,NaN,NaN,NaN,,,,,NaN,,,
1956,65,100,NaN,NaN,NaN,12,134,67,33,NaN,6,86,64
1957,,,NaN,NaN,NaN,,,,,NaN,,,
1958,65,100,NaN,NaN,NaN,12,133,67,33,NaN,6,86,63
1959,,,NaN,NaN,NaN,,,,,NaN,,,
1960,65,100,NaN,NaN,NaN,12,135,66,32,NaN,6,86,63
1961,,,NaN,NaN,NaN,,,,,NaN,,,
1962,65,100,NaN,NaN,NaN,12,133,66,32,NaN,6,86,63
1963,,,NaN,NaN,NaN,,,,,NaN,,,
1964,65,100,NaN,NaN,NaN,12,132,66,32,NaN,7,86,63
1965,,,NaN,NaN,NaN,,,,,NaN,,,
1966,65,100,NaN,NaN,NaN,12,134,66,32,NaN,7,86,63
1967,,,NaN,NaN,NaN,,,,,NaN,,,
1968,67,100,NaN,NaN,NaN,12,134,66,33,NaN,6,87,63
1969,,,NaN,NaN,NaN,,,,,NaN,,,
1970,67,100,NaN,NaN,NaN,12,136,66,33,NaN,6,88,63
1971,,,NaN,NaN,NaN,,,,,NaN,,,
1972,66,100,NaN,NaN,NaN,12,134,67,33,NaN,6,87,64
1973,,,NaN,NaN,NaN,,,,,NaN,,,
1974,67,100,NaN,NaN,NaN,12,134,67,33,NaN,6,87,64
1975,,,NaN,NaN,NaN,,,,,NaN,,,
1976,66,100,NaN,NaN,NaN,12,135,67,33,NaN,6,87,64
1977,,,NaN,NaN,NaN,,,,,NaN,,,
1978,65,100,NaN,NaN,NaN,12,132,67,33,NaN,6,86,64
1979,,,NaN,NaN,NaN,,,,,NaN,,,
1980,65,100,NaN,NaN,NaN,12,133,67,33,NaN,6,87,64
1981,,,NaN,NaN,NaN,,,,,NaN,,,
1982,65,100,NaN,NaN,NaN,12,131,67,33,NaN,6,86,64
1983,,,NaN,NaN,NaN,,,,,NaN,,,
1984,66,100,NaN,NaN,NaN,12,132,67,33,NaN,6,86,64
1985,,,NaN,NaN,NaN,,,,,NaN,,,
1986,66,100,NaN,NaN,NaN,12,133,67,33,NaN,6,86,64
1987,,,NaN,NaN,NaN,,,,,NaN,,,
1988,65,100,NaN,NaN,NaN,12,132,68,33,NaN,6,86,64
1989,,,NaN,NaN,NaN,,,,,NaN,,,
1990,65,100,NaN,NaN,NaN,12,133,68,33,NaN,6,87,65
1991,,,NaN,NaN,NaN,,,,,NaN,,,
1992,65,100,NaN,NaN,NaN,12,131,68,33,NaN,6,86,65
1993,,,NaN,NaN,NaN,,,,,NaN,,,
1994,66,100,NaN,NaN,NaN,12,132,68,33,NaN,6,86,65
1995,,,NaN,NaN,NaN,,,,,NaN,,,
1996,65,100,NaN,NaN,NaN,12,132,68,33,NaN,6,86,65
1997,,,NaN,NaN,NaN,,,,,NaN,,,
1998,65,100,NaN,NaN,NaN,12,130,68,33,NaN,6,86,65
1999,,,NaN,NaN,NaN,,,,,NaN,,,
2000,65,100,NaN,NaN,NaN,12,132,68,33,NaN,6,86,65
2001,,,NaN,NaN,NaN,,,,,NaN,,,
2002,65,100,NaN,NaN,NaN,12,130,68,33,NaN,6,85,65
2003,,,NaN,NaN,NaN,,,,,NaN,,,
2004,65,100,NaN,NaN,NaN,12,131,68,33,NaN,6,86,64
2005,,,NaN,NaN,NaN,,,,,NaN,,,
2006,65,100,NaN,NaN,NaN,12,130,68,33,NaN,6,86,64
2007,,,NaN,NaN,NaN,,,,,NaN,,,
2008,65,100,NaN,NaN,NaN,12,130,67,33,NaN,6,85,64
2009,,,NaN,NaN,NaN,,,,,NaN,,,
2010,65,100,NaN,NaN,NaN,12,131,67,33,NaN,6,86,64
2011,,,NaN,NaN,NaN,,,,,NaN,,,
2012,65,100,NaN,NaN,NaN,12,129,68,33,NaN,6,85,64
2013,,,NaN,NaN,NaN,,,,,NaN,,,
2014,64,100,NaN,NaN,NaN,12,129,68,33,NaN,6,85,64
2015,,,NaN,NaN,NaN,,,,,NaN,,,
2016,64,100,NaN,NaN,NaN,12,131,68,33,NaN,6,85,64
2017,,,NaN,NaN,NaN,,,,,NaN,,,
2018,65,100,NaN,NaN,NaN,12,134,67,33,NaN,6,85,63
2019,,,NaN,NaN,NaN,,,,,NaN,,,
2020,66,100,NaN,NaN,NaN,12,138,66,33,NaN,7,86,62
2021,,,NaN,NaN,NaN,,,,,NaN,,,
2022,66,100,NaN,NaN,NaN,12,137,66,33,NaN,7,87,62
2023,,,NaN,NaN,NaN,,,,,NaN,,,
2024,67,100,NaN,NaN,NaN,12,138,65,34,NaN,7,87,62
2025,,,NaN,NaN,NaN,,,,,NaN,,,
2026,66,100,NaN,NaN,NaN,12,137,65,34,NaN,7,87,62
2027,,,NaN,NaN,NaN,,,,,NaN,,,
2028,65,100,NaN,NaN,NaN,12,135,66,34,NaN,6,87,62
2029,,,NaN,NaN,NaN,,,,,NaN,,,
2030,65,100,NaN,NaN,NaN,12,136,66,33,NaN,6,87,62
2031,,,NaN,NaN,NaN,,,,,NaN,,,
2032,66,100,NaN,NaN,NaN,12,135,65,33,NaN,7,86,62
2033,,,NaN,NaN,NaN,,,,,NaN,,,
2034,67,100,NaN,NaN,NaN,12,135,65,33,NaN,7,87,62
2035,,,NaN,NaN,NaN,,,,,NaN,,,
2036,67,100,NaN,NaN,NaN,12,136,65,33,NaN,7,88,62
2037,,,NaN,NaN,NaN,,,,,NaN,,,
2038,66,100,NaN,NaN,NaN,12,134,65,34,NaN,7,87,62
2039,,,NaN,NaN,NaN,,,,,NaN,,,
2040,66,100,NaN,NaN,NaN,12,135,66,34,NaN,7,87,63
2041,,,NaN,NaN,NaN,,,,,NaN,,,
2042,65,100,NaN,NaN,NaN,12,133,66,34,NaN,7,86,63
2043,,,NaN,NaN,NaN,,,,,NaN,,,
2044,66,100,NaN,NaN,NaN,12,133,66,34,NaN,7,86,63
2045,,,NaN,NaN,NaN,,,,,NaN,,,
2046,66,100,NaN,NaN,NaN,12,136,66,34,NaN,7,87,63
2047,,,NaN,NaN,NaN,,,,,NaN,,,
2048,65,100,NaN,NaN,NaN,12,134,66,34,NaN,7,87,63
2049,,,NaN,NaN,NaN,,,,,NaN,,,
2050,66,100,NaN,NaN,NaN,12,133,66,34,NaN,6,86,63
2051,,,NaN,NaN,NaN,,,,,NaN,,,
2052,66,100,NaN,NaN,NaN,12,135,67,33,NaN,6,87,63
2053,,,NaN,NaN,NaN,,,,,NaN,,,
2054,65,100,NaN,NaN,NaN,12,132,67,33,NaN,7,86,63
2055,,,NaN,NaN,NaN,,,,,NaN,,,
2056,65,100,NaN,NaN,NaN,12,132,66,33,NaN,7,86,63
2057,,,NaN,NaN,NaN,,,,,NaN,,,
2058,65,100,NaN,NaN,NaN,12,133,67,34,NaN,7,86,63
2059,,,NaN,NaN,NaN,,,,,NaN,,,
2060,65,100,NaN,NaN,NaN,12,131,66,34,NaN,7,86,63
2061,,,NaN,NaN,NaN,,,,,NaN,,,
2062,65,100,NaN,NaN,NaN,12,131,66,34,NaN,6,85,63
2063,,,NaN,NaN,NaN,,,,,NaN,,,
2064,65,100,NaN,NaN,NaN,12,132,66,34,NaN,6,86,63
2065,,,NaN,NaN,NaN,,,,,NaN,,,
2066,64,100,NaN,NaN,NaN,11,130,66,34,NaN,6,85,63
2067,,,NaN,NaN,NaN,,,,,NaN,,,
2068,65,100,NaN,NaN,NaN,11,129,66,34,NaN,7,85,63
2069,,,NaN,NaN,NaN,,,,,NaN,,,
2070,65,100,NaN,NaN,NaN,11,131,67,34,NaN,7,86,63
2071,,,NaN,NaN,NaN,,,,,NaN,,,
2072,64,100,NaN,NaN,NaN,11,129,67,34,NaN,7,85,63
2073,,,NaN,NaN,NaN,,,,,NaN,,,
2074,65,100,NaN,NaN,NaN,11,129,66,34,NaN,7,85,63
2075,,,NaN,NaN,NaN,,,,,NaN,,,
2076,65,100,NaN,NaN,NaN,11,131,67,34,NaN,7,86,63
2077,,,NaN,NaN,NaN,,,,,NaN,,,
2078,64,100,NaN,NaN,NaN,11,129,67,34,NaN,7,85,63
2079,,,NaN,NaN,NaN,,,,,NaN,,,
2080,65,100,NaN,NaN,NaN,10,128,66,34,NaN,6,85,63
2081,,,NaN,NaN,NaN,,,,,NaN,,,
2082,65,100,NaN,NaN,NaN,10,131,66,34,NaN,6,85,63
2083,,,NaN,NaN,NaN,,,,,NaN,,,
2084,65,100,NaN,NaN,NaN,10,130,66,34,NaN,7,85,63
2085,,,NaN,NaN,NaN,,,,,NaN,,,
2086,65,100,NaN,NaN,NaN,10,129,66,34,NaN,7,85,63
2087,,,NaN,NaN,NaN,,,,,NaN,,,
2088,65,100,NaN,NaN,NaN,10,131,66,34,NaN,7,86,63
2089,,,NaN,NaN,NaN,,,,,NaN,,,
2090,65,100,NaN,NaN,NaN,10,130,66,34,NaN,7,85,63
2091,,,NaN,NaN,NaN,,,,,NaN,,,
2092,65,100,NaN,NaN,NaN,10,129,67,34,NaN,6,85,63
2093,,,NaN,NaN,NaN,,,,,NaN,,,
2094,66,100,NaN,NaN,NaN,10,131,67,34,NaN,6,86,64
2095,,,NaN,NaN,NaN,,,,,NaN,,,
2096,65,100,NaN,NaN,NaN,10,130,67,34,NaN,6,86,64
2097,,,NaN,NaN,NaN,,,,,NaN,,,
2098,65,100,NaN,NaN,NaN,10,130,67,34,NaN,6,86,64
2099,,,NaN,NaN,NaN,,,,,NaN,,,
2100,66,100,NaN,NaN,NaN,10,132,67,34,NaN,6,86,64
2101,,,NaN,NaN,NaN,,,,,NaN,,,
2102,65,100,NaN,NaN,NaN,10,129,67,34,NaN,7,85,64
2103,,,NaN,NaN,NaN,,,,,NaN,,,
2104,65,100,NaN,NaN,NaN,10,129,67,34,NaN,7,85,64
2105,,,NaN,NaN,NaN,,,,,NaN,,,
2106,65,100,NaN,NaN,NaN,10,131,67,35,NaN,7,86,63
2107,,,NaN,NaN,NaN,,,,,NaN,,,
2108,65,100,NaN,NaN,NaN,10,129,66,35,NaN,7,85,63
2109,,,NaN,NaN,NaN,,,,,NaN,,,
2110,66,100,NaN,NaN,NaN,10,130,66,35,NaN,6,85,63
2111,,,NaN,NaN,NaN,,,,,NaN,,,
2112,66,100,NaN,NaN,NaN,10,132,66,35,NaN,6,86,63
2113,,,NaN,NaN,NaN,,,,,NaN,,,
2114,65,100,NaN,NaN,NaN,10,130,66,34,NaN,7,85,63
2115,,,NaN,NaN,NaN,,,,,NaN,,,
2116,65,100,NaN,NaN,NaN,10,129,66,34,NaN,7,85,63
2117,,,NaN,NaN,NaN,,,,,NaN,,,
2118,65,100,NaN,NaN,NaN,10,131,66,34,NaN,7,85,63
2119,,,NaN,NaN,NaN,,,,,NaN,,,
2120,64,100,NaN,NaN,NaN,10,129,66,35,NaN,7,85,63
2121,,,NaN,NaN,NaN,,,,,NaN,,,
2122,65,100,NaN,NaN,NaN,10,129,66,35,NaN,6,85,63
2123,,,NaN,NaN,NaN,,,,,NaN,,,
2124,65,100,NaN,NaN,NaN,10,131,66,35,NaN,6,85,63
2125,,,NaN,NaN,NaN,,,,,NaN,,,
2126,65,100,NaN,NaN,NaN,10,129,66,35,NaN,7,85,63
2127,,,NaN,NaN,NaN,,,,,NaN,,,
2128,65,100,NaN,NaN,NaN,10,129,66,35,NaN,7,85,63
