time,Solar8000/RR_CO2,Solar8000/ETCO2,Solar8000/PLETH_SPO2,SNUADC/ECG_V5,Solar8000/ART_SBP,SNUADC/ART,SNUADC/ECG_II,Solar8000/PLETH_HR,Solar8000/ART_MBP,Solar8000/CVP,Solar8000/ART_DBP,Solar8000/HR,SNUADC/CVP
12471,13,33,100,NaN,112,NaN,NaN,70,75,3,57,69,NaN
12472,,,,NaN,,NaN,NaN,,,,,,NaN
12473,13,33,100,NaN,111,NaN,NaN,70,75,3,57,69,NaN
12474,,,,NaN,,NaN,NaN,,,,,,NaN
12475,13,33,100,NaN,112,NaN,NaN,70,75,3,57,69,NaN
12476,,,,NaN,,NaN,NaN,,,,,,NaN
12477,13,33,100,NaN,112,NaN,NaN,70,75,3,57,69,NaN
12478,,,,NaN,,NaN,NaN,,,,,,NaN
12479,13,33,100,NaN,113,NaN,NaN,70,75,3,58,69,NaN
12480,,,,NaN,,NaN,NaN,,,,,,NaN
12481,13,33,100,NaN,113,NaN,NaN,70,75,3,58,70,NaN
12482,,,,NaN,,NaN,NaN,,,,,,NaN
12483,13,33,100,NaN,109,NaN,NaN,70,74,3,56,70,NaN
12484,,,,NaN,,NaN,NaN,,,,,,NaN
12485,13,33,100,NaN,111,NaN,NaN,70,74,3,56,70,NaN
12486,,,,NaN,,NaN,NaN,,,,,,NaN
12487,13,33,100,NaN,112,NaN,NaN,70,74,3,57,69,NaN
12488,,,,NaN,,NaN,NaN,,,,,,NaN
12489,13,33,100,NaN,112,NaN,NaN,70,74,3,57,69,NaN
12490,,,,NaN,,NaN,NaN,,,,,,NaN
12491,13,33,100,NaN,112,NaN,NaN,70,74,3,57,69,NaN
12492,,,,NaN,,NaN,NaN,,,,,,NaN
12493,13,34,100,NaN,112,NaN,NaN,69,74,3,57,69,NaN
12494,,,,NaN,,NaN,NaN,,,,,,NaN
12495,13,34,100,NaN,112,NaN,NaN,69,74,3,57,69,NaN
12496,,,,NaN,,NaN,NaN,,,,,,NaN
12497,13,34,100,NaN,112,NaN,NaN,69,74,3,57,68,NaN
12498,,,,NaN,,NaN,NaN,,,,,,NaN
12499,13,33,100,NaN,110,NaN,NaN,69,74,3,56,69,NaN
12500,,,,NaN,,NaN,NaN,,,,,,NaN
12501,13,33,100,NaN,110,NaN,NaN,69,74,3,56,69,NaN
12502,,,,NaN,,NaN,NaN,,,,,,NaN
12503,13,33,100,NaN,112,NaN,NaN,69,75,3,57,69,NaN
12504,,,,NaN,,NaN,NaN,,,,,,NaN
12505,13,33,100,NaN,112,NaN,NaN,70,75,3,57,69,NaN
12506,,,,NaN,,NaN,NaN,,,,,,NaN
12507,13,33,100,NaN,115,NaN,NaN,70,76,3,58,69,NaN
12508,,,,NaN,,NaN,NaN,,,,,,NaN
12509,13,33,100,NaN,112,NaN,NaN,70,75,3,57,70,NaN
12510,,,,NaN,,NaN,NaN,,,,,,NaN
12511,13,33,100,NaN,113,NaN,NaN,70,76,3,58,70,NaN
12512,,,,NaN,,NaN,NaN,,,,,,NaN
12513,13,33,100,NaN,113,NaN,NaN,71,76,3,58,70,NaN
12514,,,,NaN,,NaN,NaN,,,,,,NaN
12515,13,33,100,NaN,111,NaN,NaN,71,75,3,57,70,NaN
12516,,,,NaN,,NaN,NaN,,,,,,NaN
12517,13,33,100,NaN,113,NaN,NaN,70,75,3,58,70,NaN
12518,,,,NaN,,NaN,NaN,,,,,,NaN
12519,13,33,100,NaN,113,NaN,NaN,70,75,3,58,69,NaN
12520,,,,NaN,,NaN,NaN,,,,,,NaN
12521,13,33,100,NaN,114,NaN,NaN,70,76,3,58,69,NaN
12522,,,,NaN,,NaN,NaN,,,,,,NaN
12523,13,34,100,NaN,111,NaN,NaN,70,74,3,57,69,NaN
12524,,,,NaN,,NaN,NaN,,,,,,NaN
12525,13,34,100,NaN,114,NaN,NaN,69,75,3,58,69,NaN
12526,,,,NaN,,NaN,NaN,,,,,,NaN
12527,13,34,100,NaN,110,NaN,NaN,69,74,3,56,69,NaN
12528,,,,NaN,,NaN,NaN,,,,,,NaN
12529,13,33,100,NaN,111,NaN,NaN,69,74,3,57,68,NaN
12530,,,,NaN,,NaN,NaN,,,,,,NaN
12531,13,33,100,NaN,109,NaN,NaN,69,74,3,57,68,NaN
12532,,,,NaN,,NaN,NaN,,,,,,NaN
12533,13,33,100,NaN,110,NaN,NaN,69,74,3,57,68,NaN
12534,,,,NaN,,NaN,NaN,,,,,,NaN
12535,13,33,100,NaN,112,NaN,NaN,69,75,3,57,69,NaN
12536,,,,NaN,,NaN,NaN,,,,,,NaN
12537,13,33,100,NaN,112,NaN,NaN,70,75,3,57,70,NaN
12538,,,,NaN,,NaN,NaN,,,,,,NaN
12539,13,33,100,NaN,108,NaN,NaN,70,74,3,57,70,NaN
12540,,,,NaN,,NaN,NaN,,,,,,NaN
12541,13,33,100,NaN,109,NaN,NaN,71,74,3,57,70,NaN
12542,,,,NaN,,NaN,NaN,,,,,,NaN
12543,13,33,100,NaN,112,NaN,NaN,71,75,3,58,70,NaN
12544,,,,NaN,,NaN,NaN,,,,,,NaN
12545,13,33,100,NaN,112,NaN,NaN,71,75,3,58,70,NaN
12546,,,,NaN,,NaN,NaN,,,,,,NaN
12547,13,33,100,NaN,111,NaN,NaN,71,75,3,57,70,NaN
12548,,,,NaN,,NaN,NaN,,,,,,NaN
12549,13,33,100,NaN,110,NaN,NaN,71,75,3,58,70,NaN
12550,,,,NaN,,NaN,NaN,,,,,,NaN
12551,13,33,100,NaN,111,NaN,NaN,70,76,3,58,70,NaN
12552,,,,NaN,,NaN,NaN,,,,,,NaN
12553,13,33,100,NaN,110,NaN,NaN,70,75,3,57,69,NaN
12554,,,,NaN,,NaN,NaN,,,,,,NaN
12555,13,33,100,NaN,113,NaN,NaN,70,76,3,59,69,NaN
12556,,,,NaN,,NaN,NaN,,,,,,NaN
12557,13,33,100,NaN,110,NaN,NaN,70,75,3,57,69,NaN
12558,,,,NaN,,NaN,NaN,,,,,,NaN
12559,13,33,100,NaN,112,NaN,NaN,70,76,3,58,69,NaN
12560,,,,NaN,,NaN,NaN,,,,,,NaN
12561,13,33,100,NaN,110,NaN,NaN,70,75,3,57,69,NaN
12562,,,,NaN,,NaN,NaN,,,,,,NaN
12563,13,33,100,NaN,111,NaN,NaN,69,75,3,58,69,NaN
12564,,,,NaN,,NaN,NaN,,,,,,NaN
12565,13,33,100,NaN,110,NaN,NaN,69,75,3,57,69,NaN
12566,,,,NaN,,NaN,NaN,,,,,,NaN
12567,13,33,100,NaN,109,NaN,NaN,70,74,3,57,69,NaN
12568,,,,NaN,,NaN,NaN,,,,,,NaN
12569,13,33,100,NaN,113,NaN,NaN,70,75,3,58,69,NaN
12570,,,,NaN,,NaN,NaN,,,,,,NaN
12571,13,33,100,NaN,110,NaN,NaN,70,74,4,56,69,NaN
12572,,,,NaN,,NaN,NaN,,,,,,NaN
12573,13,33,100,NaN,112,NaN,NaN,70,75,4,57,69,NaN
12574,,,,NaN,,NaN,NaN,,,,,,NaN
12575,13,33,100,NaN,109,NaN,NaN,70,74,4,56,69,NaN
12576,,,,NaN,,NaN,NaN,,,,,,NaN
12577,13,33,100,NaN,111,NaN,NaN,69,74,4,57,69,NaN
12578,,,,NaN,,NaN,NaN,,,,,,NaN
12579,13,33,100,NaN,112,NaN,NaN,69,75,4,57,69,NaN
12580,,,,NaN,,NaN,NaN,,,,,,NaN
12581,13,33,100,NaN,111,NaN,NaN,69,74,4,57,69,NaN
12582,,,,NaN,,NaN,NaN,,,,,,NaN
12583,13,33,100,NaN,114,NaN,NaN,70,76,4,58,69,NaN
12584,,,,NaN,,NaN,NaN,,,,,,NaN
12585,13,33,100,NaN,112,NaN,NaN,70,75,4,57,69,NaN
12586,,,,NaN,,NaN,NaN,,,,,,NaN
12587,13,33,100,NaN,114,NaN,NaN,70,76,4,59,69,NaN
12588,,,,NaN,,NaN,NaN,,,,,,NaN
12589,13,33,100,NaN,112,NaN,NaN,70,76,4,57,69,NaN
12590,,,,NaN,,NaN,NaN,,,,,,NaN
12591,13,33,100,NaN,114,NaN,NaN,69,76,4,58,69,NaN
12592,,,,NaN,,NaN,NaN,,,,,,NaN
12593,13,33,100,NaN,114,NaN,NaN,69,76,4,58,69,NaN
12594,,,,NaN,,NaN,NaN,,,,,,NaN
12595,13,33,100,NaN,114,NaN,NaN,69,76,4,59,68,NaN
12596,,,,NaN,,NaN,NaN,,,,,,NaN
12597,13,34,100,NaN,116,NaN,NaN,69,77,3,59,68,NaN
12598,,,,NaN,,NaN,NaN,,,,,,NaN
12599,13,34,100,NaN,113,NaN,NaN,69,76,3,58,68,NaN
12600,,,,NaN,,NaN,NaN,,,,,,NaN
12601,13,34,100,NaN,116,NaN,NaN,69,77,3,59,68,NaN
12602,,,,NaN,,NaN,NaN,,,,,,NaN
12603,13,33,100,NaN,113,NaN,NaN,69,76,3,58,68,NaN
12604,,,,NaN,,NaN,NaN,,,,,,NaN
12605,13,33,100,NaN,114,NaN,NaN,69,77,3,58,68,NaN
12606,,,,NaN,,NaN,NaN,,,,,,NaN
12607,13,33,100,NaN,114,NaN,NaN,69,76,3,58,68,NaN
12608,,,,NaN,,NaN,NaN,,,,,,NaN
12609,13,34,100,NaN,113,NaN,NaN,69,76,3,58,68,NaN
12610,,,,NaN,,NaN,NaN,,,,,,NaN
12611,13,34,100,NaN,114,NaN,NaN,69,76,3,57,68,NaN
12612,,,,NaN,,NaN,NaN,,,,,,NaN
12613,13,34,100,NaN,112,NaN,NaN,69,75,3,57,68,NaN
12614,,,,NaN,,NaN,NaN,,,,,,NaN
12615,13,33,100,NaN,115,NaN,NaN,69,76,3,58,68,NaN
12616,,,,NaN,,NaN,NaN,,,,,,NaN
12617,13,33,100,NaN,112,NaN,NaN,69,75,3,57,68,NaN
12618,,,,NaN,,NaN,NaN,,,,,,NaN
12619,13,33,100,NaN,114,NaN,NaN,69,76,3,57,68,NaN
12620,,,,NaN,,NaN,NaN,,,,,,NaN
12621,13,33,100,NaN,112,NaN,NaN,69,75,3,57,68,NaN
12622,,,,NaN,,NaN,NaN,,,,,,NaN
12623,13,33,100,NaN,113,NaN,NaN,69,75,3,58,69,NaN
12624,,,,NaN,,NaN,NaN,,,,,,NaN
12625,13,33,100,NaN,114,NaN,NaN,70,75,3,57,69,NaN
12626,,,,NaN,,NaN,NaN,,,,,,NaN
12627,13,34,100,NaN,112,NaN,NaN,69,75,3,57,69,NaN
12628,,,,NaN,,NaN,NaN,,,,,,NaN
12629,13,34,100,NaN,114,NaN,NaN,69,76,3,58,69,NaN
12630,,,,NaN,,NaN,NaN,,,,,,NaN
12631,13,34,100,NaN,112,NaN,NaN,69,75,3,57,69,NaN
12632,,,,NaN,,NaN,NaN,,,,,,NaN
12633,13,33,100,NaN,114,NaN,NaN,69,76,3,58,68,NaN
12634,,,,NaN,,NaN,NaN,,,,,,NaN
12635,13,33,100,NaN,112,NaN,NaN,69,75,3,57,69,NaN
12636,,,,NaN,,NaN,NaN,,,,,,NaN
12637,13,33,100,NaN,114,NaN,NaN,69,76,3,58,69,NaN
12638,,,,NaN,,NaN,NaN,,,,,,NaN
12639,13,33,100,NaN,114,NaN,NaN,69,76,3,57,69,NaN
12640,,,,NaN,,NaN,NaN,,,,,,NaN
12641,13,33,100,NaN,112,NaN,NaN,69,75,3,57,69,NaN
12642,,,,NaN,,NaN,NaN,,,,,,NaN
12643,13,33,100,NaN,114,NaN,NaN,70,76,3,58,69,NaN
12644,,,,NaN,,NaN,NaN,,,,,,NaN
12645,13,33,100,NaN,114,NaN,NaN,70,76,3,58,69,NaN
12646,,,,NaN,,NaN,NaN,,,,,,NaN
12647,13,33,100,NaN,111,NaN,NaN,70,75,3,57,69,NaN
12648,,,,NaN,,NaN,NaN,,,,,,NaN
12649,13,33,100,NaN,112,NaN,NaN,70,75,3,58,69,NaN
12650,,,,NaN,,NaN,NaN,,,,,,NaN
12651,13,33,100,NaN,111,NaN,NaN,70,75,3,57,69,NaN
12652,,,,NaN,,NaN,NaN,,,,,,NaN
12653,13,33,100,NaN,112,NaN,NaN,70,75,3,58,70,NaN
12654,,,,NaN,,NaN,NaN,,,,,,NaN
12655,13,33,100,NaN,112,NaN,NaN,70,75,3,58,70,NaN
12656,,,,NaN,,NaN,NaN,,,,,,NaN
12657,13,33,100,NaN,116,NaN,NaN,70,76,3,59,70,NaN
12658,,,,NaN,,NaN,NaN,,,,,,NaN
12659,13,33,100,NaN,117,NaN,NaN,70,77,3,58,69,NaN
12660,,,,NaN,,NaN,NaN,,,,,,NaN
12661,13,33,100,NaN,113,NaN,NaN,70,76,3,57,69,NaN
12662,,,,NaN,,NaN,NaN,,,,,,NaN
12663,13,33,100,NaN,114,NaN,NaN,69,76,3,58,68,NaN
12664,,,,NaN,,NaN,NaN,,,,,,NaN
12665,13,33,100,NaN,113,NaN,NaN,69,76,3,58,68,NaN
12666,,,,NaN,,NaN,NaN,,,,,,NaN
12667,13,33,100,NaN,114,NaN,NaN,69,76,3,59,68,NaN
12668,,,,NaN,,NaN,NaN,,,,,,NaN
12669,13,33,100,NaN,116,NaN,NaN,69,77,3,59,69,NaN
12670,,,,NaN,,NaN,NaN,,,,,,NaN
12671,13,34,100,NaN,114,NaN,NaN,69,76,3,59,69,NaN
12672,,,,NaN,,NaN,NaN,,,,,,NaN
12673,13,34,100,NaN,116,NaN,NaN,70,77,3,59,69,NaN
12674,,,,NaN,,NaN,NaN,,,,,,NaN
12675,13,34,100,NaN,116,NaN,NaN,70,77,3,59,69,NaN
12676,,,,NaN,,NaN,NaN,,,,,,NaN
12677,13,33,100,NaN,113,NaN,NaN,70,76,3,58,69,NaN
12678,,,,NaN,,NaN,NaN,,,,,,NaN
12679,13,33,100,NaN,113,NaN,NaN,69,76,3,57,69,NaN
12680,,,,NaN,,NaN,NaN,,,,,,NaN
12681,13,33,100,NaN,113,NaN,NaN,69,76,3,58,68,NaN
12682,,,,NaN,,NaN,NaN,,,,,,NaN
12683,13,34,100,NaN,115,NaN,NaN,69,76,3,58,68,NaN
12684,,,,NaN,,NaN,NaN,,,,,,NaN
12685,13,34,100,NaN,113,NaN,NaN,69,76,3,58,68,NaN
12686,,,,NaN,,NaN,NaN,,,,,,NaN
12687,13,34,100,NaN,116,NaN,NaN,69,77,3,58,68,NaN
12688,,,,NaN,,NaN,NaN,,,,,,NaN
12689,13,33,100,NaN,112,NaN,NaN,69,76,3,57,68,NaN
12690,,,,NaN,,NaN,NaN,,,,,,NaN
12691,13,33,100,NaN,115,NaN,NaN,69,76,3,58,68,NaN
12692,,,,NaN,,NaN,NaN,,,,,,NaN
12693,13,33,100,NaN,115,NaN,NaN,69,76,3,58,68,NaN
12694,,,,NaN,,NaN,NaN,,,,,,NaN
12695,13,33,100,NaN,111,NaN,NaN,69,75,3,57,68,NaN
12696,,,,NaN,,NaN,NaN,,,,,,NaN
12697,13,33,100,NaN,113,NaN,NaN,69,75,3,57,68,NaN
12698,,,,NaN,,NaN,NaN,,,,,,NaN
12699,13,33,100,NaN,112,NaN,NaN,69,75,3,57,68,NaN
12700,,,,NaN,,NaN,NaN,,,,,,NaN
12701,13,33,100,NaN,114,NaN,NaN,69,76,3,58,68,NaN
12702,,,,NaN,,NaN,NaN,,,,,,NaN
12703,13,33,100,NaN,111,NaN,NaN,69,75,3,57,69,NaN
12704,,,,NaN,,NaN,NaN,,,,,,NaN
12705,13,33,100,NaN,114,NaN,NaN,69,76,3,58,69,NaN
12706,,,,NaN,,NaN,NaN,,,,,,NaN
12707,13,33,100,NaN,114,NaN,NaN,69,76,3,58,69,NaN
12708,,,,NaN,,NaN,NaN,,,,,,NaN
12709,13,33,100,NaN,112,NaN,NaN,69,76,3,58,68,NaN
12710,,,,NaN,,NaN,NaN,,,,,,NaN
12711,13,33,100,NaN,112,NaN,NaN,69,76,3,58,68,NaN
12712,,,,NaN,,NaN,NaN,,,,,,NaN
12713,13,33,100,NaN,112,NaN,NaN,69,76,3,58,68,NaN
12714,,,,NaN,,NaN,NaN,,,,,,NaN
12715,13,33,100,NaN,115,NaN,NaN,69,77,3,59,68,NaN
12716,,,,NaN,,NaN,NaN,,,,,,NaN
12717,13,33,100,NaN,113,NaN,NaN,69,76,3,58,68,NaN
12718,,,,NaN,,NaN,NaN,,,,,,NaN
12719,13,33,100,NaN,115,NaN,NaN,69,77,3,58,68,NaN
12720,,,,NaN,,NaN,NaN,,,,,,NaN
12721,13,33,100,NaN,112,NaN,NaN,70,76,3,57,68,NaN
12722,,,,NaN,,NaN,NaN,,,,,,NaN
12723,13,33,100,NaN,113,NaN,NaN,71,76,3,58,68,NaN
12724,,,,NaN,,NaN,NaN,,,,,,NaN
12725,13,34,100,NaN,113,NaN,NaN,71,76,3,57,68,NaN
12726,,,,NaN,,NaN,NaN,,,,,,NaN
12727,13,34,100,NaN,113,NaN,NaN,71,76,3,57,67,NaN
12728,,,,NaN,,NaN,NaN,,,,,,NaN
12729,13,34,100,NaN,113,NaN,NaN,71,75,3,58,67,NaN
12730,,,,NaN,,NaN,NaN,,,,,,NaN
12731,13,33,100,NaN,113,NaN,NaN,68,76,3,58,67,NaN
12732,,,,NaN,,NaN,NaN,,,,,,NaN
12733,13,33,100,NaN,116,NaN,NaN,68,77,3,58,67,NaN
12734,,,,NaN,,NaN,NaN,,,,,,NaN
12735,13,33,100,NaN,114,NaN,NaN,68,76,3,58,68,NaN
12736,,,,NaN,,NaN,NaN,,,,,,NaN
12737,13,33,100,NaN,116,NaN,NaN,68,77,4,59,67,NaN
12738,,,,NaN,,NaN,NaN,,,,,,NaN
12739,13,33,100,NaN,114,NaN,NaN,68,76,4,57,67,NaN
12740,,,,NaN,,NaN,NaN,,,,,,NaN
12741,13,33,100,NaN,111,NaN,NaN,68,75,3,57,67,NaN
12742,,,,NaN,,NaN,NaN,,,,,,NaN
12743,13,34,100,NaN,110,NaN,NaN,68,74,3,56,68,NaN
12744,,,,NaN,,NaN,NaN,,,,,,NaN
12745,13,34,100,NaN,107,NaN,NaN,68,72,3,55,68,NaN
12746,,,,NaN,,NaN,NaN,,,,,,NaN
12747,13,34,100,NaN,108,NaN,NaN,69,72,3,55,68,NaN
12748,,,,NaN,,NaN,NaN,,,,,,NaN
12749,13,34,100,NaN,106,NaN,NaN,69,71,3,55,68,NaN
12750,,,,NaN,,NaN,NaN,,,,,,NaN
12751,13,34,100,NaN,108,NaN,NaN,69,72,3,56,69,NaN
12752,,,,NaN,,NaN,NaN,,,,,,NaN
12753,13,34,100,NaN,107,NaN,NaN,69,72,3,55,69,NaN
12754,,,,NaN,,NaN,NaN,,,,,,NaN
12755,13,33,100,NaN,107,NaN,NaN,70,72,3,55,69,NaN
12756,,,,NaN,,NaN,NaN,,,,,,NaN
12757,13,33,100,NaN,112,NaN,NaN,70,74,3,57,70,NaN
12758,,,,NaN,,NaN,NaN,,,,,,NaN
12759,13,33,100,NaN,115,NaN,NaN,70,76,3,59,70,NaN
12760,,,,NaN,,NaN,NaN,,,,,,NaN
12761,13,33,100,NaN,117,NaN,NaN,70,77,4,59,70,NaN
12762,,,,NaN,,NaN,NaN,,,,,,NaN
12763,13,33,100,NaN,117,NaN,NaN,70,77,4,59,70,NaN
12764,,,,NaN,,NaN,NaN,,,,,,NaN
12765,13,33,100,NaN,116,NaN,NaN,70,78,3,59,69,NaN
12766,,,,NaN,,NaN,NaN,,,,,,NaN
12767,13,34,100,NaN,114,NaN,NaN,70,77,3,58,69,NaN
12768,,,,NaN,,NaN,NaN,,,,,,NaN
12769,13,34,100,NaN,114,NaN,NaN,70,77,3,58,69,NaN
12770,,,,NaN,,NaN,NaN,,,,,,NaN
12771,13,34,100,NaN,117,NaN,NaN,70,78,3,59,69,NaN
12772,,,,NaN,,NaN,NaN,,,,,,NaN
12773,13,34,100,NaN,116,NaN,NaN,70,78,3,59,69,NaN
12774,,,,NaN,,NaN,NaN,,,,,,NaN
12775,13,34,100,NaN,118,NaN,NaN,70,79,3,60,69,NaN
12776,,,,NaN,,NaN,NaN,,,,,,NaN
12777,13,34,100,NaN,115,NaN,NaN,70,78,3,59,69,NaN
12778,,,,NaN,,NaN,NaN,,,,,,NaN
12779,13,33,100,NaN,118,NaN,NaN,69,78,3,59,69,NaN
12780,,,,NaN,,NaN,NaN,,,,,,NaN
12781,13,33,100,NaN,118,NaN,NaN,69,78,3,59,69,NaN
12782,,,,NaN,,NaN,NaN,,,,,,NaN
12783,13,33,100,NaN,115,NaN,NaN,70,77,3,59,69,NaN
12784,,,,NaN,,NaN,NaN,,,,,,NaN
12785,13,34,100,NaN,114,NaN,NaN,69,76,3,58,69,NaN
12786,,,,NaN,,NaN,NaN,,,,,,NaN
12787,13,34,100,NaN,114,NaN,NaN,69,76,3,58,69,NaN
12788,,,,NaN,,NaN,NaN,,,,,,NaN
12789,13,34,100,NaN,116,NaN,NaN,69,77,3,58,69,NaN
12790,,,,NaN,,NaN,NaN,,,,,,NaN
12791,13,34,100,NaN,112,NaN,NaN,69,75,3,57,68,NaN
12792,,,,NaN,,NaN,NaN,,,,,,NaN
12793,13,33,100,NaN,115,NaN,NaN,69,76,3,58,68,NaN
12794,,,,NaN,,NaN,NaN,,,,,,NaN
12795,13,33,100,NaN,115,NaN,NaN,68,76,3,58,68,NaN
12796,,,,NaN,,NaN,NaN,,,,,,NaN
12797,13,34,100,NaN,113,NaN,NaN,68,75,3,58,68,NaN
12798,,,,NaN,,NaN,NaN,,,,,,NaN
12799,13,34,100,NaN,112,NaN,NaN,68,75,3,57,68,NaN
12800,,,,NaN,,NaN,NaN,,,,,,NaN
12801,13,34,100,NaN,114,NaN,NaN,68,76,3,58,67,NaN
12802,,,,NaN,,NaN,NaN,,,,,,NaN
12803,13,34,100,NaN,114,NaN,NaN,68,76,3,58,68,NaN
12804,,,,NaN,,NaN,NaN,,,,,,NaN
12805,13,34,100,NaN,113,NaN,NaN,68,75,3,57,68,NaN
12806,,,,NaN,,NaN,NaN,,,,,,NaN
12807,13,34,100,NaN,116,NaN,NaN,68,77,4,58,68,NaN
12808,,,,NaN,,NaN,NaN,,,,,,NaN
12809,13,33,100,NaN,114,NaN,NaN,68,76,4,58,68,NaN
12810,,,,NaN,,NaN,NaN,,,,,,NaN
12811,13,33,100,NaN,116,NaN,NaN,69,77,4,59,69,NaN
12812,,,,NaN,,NaN,NaN,,,,,,NaN
12813,13,33,100,NaN,113,NaN,NaN,69,76,4,57,69,NaN
12814,,,,NaN,,NaN,NaN,,,,,,NaN
12815,13,34,100,NaN,114,NaN,NaN,69,76,4,58,68,NaN
12816,,,,NaN,,NaN,NaN,,,,,,NaN
12817,13,34,100,NaN,115,NaN,NaN,69,76,4,58,68,NaN
12818,,,,NaN,,NaN,NaN,,,,,,NaN
12819,13,34,100,NaN,114,NaN,NaN,69,76,4,58,68,NaN
12820,,,,NaN,,NaN,NaN,,,,,,NaN
12821,13,34,100,NaN,114,NaN,NaN,69,76,4,58,68,NaN
12822,,,,NaN,,NaN,NaN,,,,,,NaN
12823,13,34,100,NaN,116,NaN,NaN,69,77,4,59,68,NaN
12824,,,,NaN,,NaN,NaN,,,,,,NaN
12825,13,34,100,NaN,116,NaN,NaN,69,77,3,58,69,NaN
12826,,,,NaN,,NaN,NaN,,,,,,NaN
12827,13,34,100,NaN,113,NaN,NaN,69,76,3,57,69,NaN
12828,,,,NaN,,NaN,NaN,,,,,,NaN
12829,13,34,100,NaN,114,NaN,NaN,69,76,3,58,69,NaN
12830,,,,NaN,,NaN,NaN,,,,,,NaN
12831,13,34,100,NaN,115,NaN,NaN,69,76,4,58,68,NaN
12832,,,,NaN,,NaN,NaN,,,,,,NaN
12833,13,34,100,NaN,115,NaN,NaN,68,76,3,58,67,NaN
12834,,,,NaN,,NaN,NaN,,,,,,NaN
12835,13,34,100,NaN,116,NaN,NaN,68,77,3,58,67,NaN
12836,,,,NaN,,NaN,NaN,,,,,,NaN
12837,13,34,100,NaN,116,NaN,NaN,68,77,3,58,67,NaN
12838,,,,NaN,,NaN,NaN,,,,,,NaN
12839,13,34,100,NaN,117,NaN,NaN,69,77,4,59,68,NaN
12840,,,,NaN,,NaN,NaN,,,,,,NaN
12841,13,33,100,NaN,114,NaN,NaN,69,76,4,58,68,NaN
12842,,,,NaN,,NaN,NaN,,,,,,NaN
12843,13,33,100,NaN,114,NaN,NaN,69,76,4,58,68,NaN
12844,,,,NaN,,NaN,NaN,,,,,,NaN
12845,13,33,100,NaN,115,NaN,NaN,69,77,3,58,68,NaN
12846,,,,NaN,,NaN,NaN,,,,,,NaN
12847,13,33,100,NaN,115,NaN,NaN,69,77,3,59,68,NaN
12848,,,,NaN,,NaN,NaN,,,,,,NaN
12849,13,34,100,NaN,117,NaN,NaN,69,78,3,59,68,NaN
12850,,,,NaN,,NaN,NaN,,,,,,NaN
12851,13,34,100,NaN,117,NaN,NaN,69,78,3,59,68,NaN
12852,,,,NaN,,NaN,NaN,,,,,,NaN
12853,13,34,100,NaN,118,NaN,NaN,68,78,3,60,68,NaN
12854,,,,NaN,,NaN,NaN,,,,,,NaN
12855,13,33,100,NaN,115,NaN,NaN,68,78,3,59,68,NaN
12856,,,,NaN,,NaN,NaN,,,,,,NaN
12857,13,33,100,NaN,118,NaN,NaN,69,78,3,60,68,NaN
12858,,,,NaN,,NaN,NaN,,,,,,NaN
12859,13,33,100,NaN,116,NaN,NaN,68,78,3,59,68,NaN
12860,,,,NaN,,NaN,NaN,,,,,,NaN
12861,13,34,100,NaN,115,NaN,NaN,68,77,3,59,68,NaN
12862,,,,NaN,,NaN,NaN,,,,,,NaN
12863,13,34,100,NaN,115,NaN,NaN,68,77,3,59,68,NaN
12864,,,,NaN,,NaN,NaN,,,,,,NaN
12865,13,34,100,NaN,116,NaN,NaN,68,78,3,58,68,NaN
12866,,,,NaN,,NaN,NaN,,,,,,NaN
12867,13,34,100,NaN,118,NaN,NaN,68,78,3,59,67,NaN
12868,,,,NaN,,NaN,NaN,,,,,,NaN
12869,13,34,100,NaN,115,NaN,NaN,68,77,3,58,68,NaN
12870,,,,NaN,,NaN,NaN,,,,,,NaN
12871,13,34,100,NaN,117,NaN,NaN,68,77,3,58,68,NaN
12872,,,,NaN,,NaN,NaN,,,,,,NaN
12873,13,34,100,NaN,114,NaN,NaN,69,76,3,57,68,NaN
12874,,,,NaN,,NaN,NaN,,,,,,NaN
12875,13,34,100,NaN,114,NaN,NaN,69,76,3,57,68,NaN
12876,,,,NaN,,NaN,NaN,,,,,,NaN
12877,13,34,100,NaN,113,NaN,NaN,69,76,3,57,68,NaN
12878,,,,NaN,,NaN,NaN,,,,,,NaN
12879,13,34,100,NaN,113,NaN,NaN,69,75,3,57,68,NaN
12880,,,,NaN,,NaN,NaN,,,,,,NaN
12881,13,34,100,NaN,116,NaN,NaN,68,76,3,58,68,NaN
12882,,,,NaN,,NaN,NaN,,,,,,NaN
12883,13,34,100,NaN,114,NaN,NaN,68,76,3,57,68,NaN
12884,,,,NaN,,NaN,NaN,,,,,,NaN
12885,13,34,100,NaN,117,NaN,NaN,68,77,3,58,68,NaN
12886,,,,NaN,,NaN,NaN,,,,,,NaN
12887,13,34,100,NaN,114,NaN,NaN,68,76,3,57,68,NaN
12888,,,,NaN,,NaN,NaN,,,,,,NaN
12889,13,34,100,NaN,115,NaN,NaN,68,76,3,58,67,NaN
12890,,,,NaN,,NaN,NaN,,,,,,NaN
12891,13,34,100,NaN,114,NaN,NaN,68,76,3,57,67,NaN
12892,,,,NaN,,NaN,NaN,,,,,,NaN
12893,13,34,100,NaN,115,NaN,NaN,68,76,3,58,67,NaN
12894,,,,NaN,,NaN,NaN,,,,,,NaN
12895,13,34,100,NaN,117,NaN,NaN,68,77,3,58,68,NaN
