time,Solar8000/ETCO2,SNUADC/ECG_II,Solar8000/CVP,SNUADC/CVP,Solar8000/PLETH_HR,SNUADC/ECG_V5,Solar8000/RR_CO2,Solar8000/PLETH_SPO2,Solar8000/ART_MBP,Solar8000/ART_DBP,Solar8000/ART_SBP,SNUADC/ART,Solar8000/HR
14738,,NaN,,NaN,,NaN,,,,,,NaN,
14739,34,NaN,3,NaN,56,NaN,12,100,80,55,122,NaN,56
14740,,NaN,,NaN,,NaN,,,,,,NaN,
14741,,NaN,,NaN,,NaN,,,,,,NaN,
14742,34,NaN,4,NaN,56,NaN,12,100,80,55,122,NaN,56
14743,34,NaN,4,NaN,56,NaN,12,100,80,54,121,NaN,56
14744,,NaN,,NaN,,NaN,,,,,,NaN,
14745,,NaN,,NaN,,NaN,,,,,,NaN,
14746,34,NaN,3,NaN,56,NaN,12,100,80,55,121,NaN,56
14747,,NaN,,NaN,,NaN,,,,,,NaN,
14748,34,NaN,3,NaN,56,NaN,12,100,80,54,122,NaN,56
14749,,NaN,,NaN,,NaN,,,,,,NaN,
14750,34,NaN,3,NaN,56,NaN,12,100,80,54,121,NaN,56
14751,,NaN,,NaN,,NaN,,,,,,NaN,
14752,34,NaN,3,NaN,56,NaN,12,100,80,55,122,NaN,56
14753,,NaN,,NaN,,NaN,,,,,,NaN,
14754,34,NaN,3,NaN,56,NaN,12,100,80,55,123,NaN,56
14755,,NaN,,NaN,,NaN,,,,,,NaN,
14756,34,NaN,3,NaN,56,NaN,12,100,80,55,122,NaN,56
14757,,NaN,,NaN,,NaN,,,,,,NaN,
14758,34,NaN,3,NaN,56,NaN,12,100,80,55,123,NaN,56
14759,,NaN,,NaN,,NaN,,,,,,NaN,
14760,34,NaN,4,NaN,56,NaN,12,100,80,55,122,NaN,56
14761,,NaN,,NaN,,NaN,,,,,,NaN,
14762,34,NaN,4,NaN,56,NaN,12,100,80,55,123,NaN,56
14763,,NaN,,NaN,,NaN,,,,,,NaN,
14764,34,NaN,4,NaN,56,NaN,12,100,80,55,123,NaN,56
14765,,NaN,,NaN,,NaN,,,,,,NaN,
14766,34,NaN,4,NaN,56,NaN,12,100,80,54,122,NaN,56
14767,,NaN,,NaN,,NaN,,,,,,NaN,
14768,34,NaN,4,NaN,56,NaN,12,100,80,55,123,NaN,56
14769,,NaN,,NaN,,NaN,,,,,,NaN,
14770,35,NaN,4,NaN,57,NaN,12,100,80,55,122,NaN,56
14771,,NaN,,NaN,,NaN,,,,,,NaN,
14772,35,NaN,4,NaN,57,NaN,12,100,80,55,123,NaN,56
14773,,NaN,,NaN,,NaN,,,,,,NaN,56
14774,35,NaN,4,NaN,57,NaN,12,100,80,54,122,NaN,
14775,,NaN,,NaN,,NaN,,,80,,122,NaN,56
14776,34,NaN,3,NaN,57,NaN,12,100,,55,,NaN,
14777,34,NaN,3,NaN,57,NaN,12,100,80,54,123,NaN,56
14778,,NaN,,NaN,,NaN,,,,,,NaN,
14779,34,NaN,3,NaN,57,NaN,12,100,80,55,122,NaN,56
14780,,NaN,,NaN,,NaN,,,,,,NaN,
14781,,NaN,,NaN,,NaN,,,,,,NaN,56
14782,34,NaN,3,NaN,57,NaN,12,100,80,55,122,NaN,
14783,35,NaN,3,NaN,56,NaN,12,100,80,54,122,NaN,56
14784,,NaN,,NaN,,NaN,,,,,,NaN,
14785,35,NaN,3,NaN,56,NaN,12,100,80,55,121,NaN,56
14786,,NaN,,NaN,,NaN,,,,,,NaN,
14787,35,NaN,3,NaN,,NaN,,,80,55,122,NaN,56
14788,,NaN,,NaN,56,NaN,12,100,,,,NaN,
14789,,NaN,,NaN,,NaN,,,,,,NaN,
14790,34,NaN,4,NaN,56,NaN,12,100,80,55,121,NaN,56
14791,34,NaN,4,NaN,56,NaN,12,100,80,55,122,NaN,56
14792,,NaN,,NaN,,NaN,,,,,,NaN,
14793,,NaN,,NaN,,NaN,,,,,,NaN,
14794,34,NaN,4,NaN,56,NaN,12,100,79,54,120,NaN,56
14795,,NaN,,NaN,,NaN,,,,,,NaN,
14796,34,NaN,4,NaN,56,NaN,12,100,79,55,120,NaN,56
14797,,NaN,,NaN,,NaN,,,,,,NaN,
14798,34,NaN,3,NaN,56,NaN,12,100,80,55,121,NaN,56
14799,,NaN,,NaN,,NaN,,,,,,NaN,
14800,34,NaN,3,NaN,56,NaN,12,100,80,55,121,NaN,56
14801,,NaN,,NaN,,NaN,,,,,,NaN,
14802,34,NaN,3,NaN,56,NaN,12,100,81,57,123,NaN,56
14803,,NaN,,NaN,,NaN,,,,,,NaN,
14804,34,NaN,3,NaN,56,NaN,12,100,81,55,123,NaN,56
14805,,NaN,,NaN,,NaN,,,,,,NaN,
14806,34,NaN,3,NaN,56,NaN,12,100,81,56,123,NaN,56
14807,,NaN,,NaN,,NaN,,,,,,NaN,
14808,34,NaN,3,NaN,56,NaN,12,100,81,58,123,NaN,56
14809,,NaN,,NaN,,NaN,,,,,,NaN,
14810,34,NaN,4,NaN,56,NaN,12,100,80,56,122,NaN,56
14811,,NaN,,NaN,,NaN,,,,,,NaN,
14812,34,NaN,4,NaN,56,NaN,12,100,81,56,122,NaN,56
14813,,NaN,,NaN,,NaN,,,,,,NaN,
14814,34,NaN,4,NaN,56,NaN,12,100,81,55,123,NaN,56
14815,,NaN,,NaN,,NaN,,,,,,NaN,
14816,34,NaN,4,NaN,56,NaN,12,100,80,55,122,NaN,55
14817,,NaN,,NaN,,NaN,,,,,,NaN,
14818,34,NaN,4,NaN,56,NaN,12,100,81,56,123,NaN,56
14819,,NaN,,NaN,,NaN,,,,,,NaN,
14820,34,NaN,4,NaN,56,NaN,12,100,80,54,121,NaN,56
14821,,NaN,,NaN,,NaN,,,,,,NaN,
14822,34,NaN,4,NaN,56,NaN,12,100,80,55,122,NaN,55
14823,,NaN,,NaN,,NaN,,,,,,NaN,
14824,34,NaN,4,NaN,56,NaN,12,100,80,54,121,NaN,56
14825,,NaN,,NaN,,NaN,,,,,,NaN,
14826,34,NaN,4,NaN,56,NaN,12,100,80,55,121,NaN,56
14827,,NaN,,NaN,,NaN,,,,,,NaN,
14828,34,NaN,4,NaN,56,NaN,12,100,80,55,122,NaN,56
14829,,NaN,,NaN,,NaN,,,,,,NaN,
14830,34,NaN,4,NaN,56,NaN,12,100,79,55,121,NaN,56
14831,,NaN,,NaN,,NaN,,,,,,NaN,
14832,34,NaN,4,NaN,56,NaN,12,100,80,55,121,NaN,56
14833,,NaN,,NaN,,NaN,,,,,,NaN,
14834,34,NaN,4,NaN,57,NaN,12,100,80,55,121,NaN,56
14835,,NaN,,NaN,,NaN,,,,,,NaN,
14836,34,NaN,3,NaN,57,NaN,12,100,80,55,120,NaN,56
14837,,NaN,,NaN,,NaN,,,,,,NaN,
14838,34,NaN,3,NaN,57,NaN,12,100,80,54,122,NaN,56
14839,,NaN,,NaN,,NaN,,,,,,NaN,
14840,34,NaN,3,NaN,57,NaN,12,100,79,55,120,NaN,56
14841,,NaN,,NaN,,NaN,,,,,,NaN,
14842,34,NaN,3,NaN,57,NaN,12,100,80,55,122,NaN,56
14843,,NaN,,NaN,,NaN,,,,,,NaN,
14844,34,NaN,3,NaN,56,NaN,12,100,80,55,121,NaN,56
14845,,NaN,,NaN,,NaN,,,,,,NaN,
14846,34,NaN,4,NaN,56,NaN,12,100,80,55,121,NaN,56
14847,,NaN,,NaN,,NaN,,,,,,NaN,
14848,34,NaN,4,NaN,56,NaN,12,100,80,55,122,NaN,56
14849,,NaN,,NaN,,NaN,,,,,,NaN,
14850,34,NaN,4,NaN,56,NaN,12,100,80,58,118,NaN,56
14851,,NaN,,NaN,,NaN,,,,,,NaN,
14852,34,NaN,4,NaN,56,NaN,12,100,81,56,121,NaN,56
14853,,NaN,,NaN,,NaN,,,,,,NaN,
14854,34,NaN,4,NaN,57,NaN,12,100,80,55,121,NaN,56
14855,,NaN,,NaN,,NaN,,,,,,NaN,
14856,34,NaN,4,NaN,56,NaN,12,100,80,56,121,NaN,56
14857,,NaN,,NaN,,NaN,,,,,,NaN,
14858,34,NaN,4,NaN,57,NaN,12,100,80,55,122,NaN,56
14859,,NaN,,NaN,,NaN,,,,,,NaN,
14860,34,NaN,4,NaN,57,NaN,12,100,80,55,121,NaN,56
14861,,NaN,,NaN,,NaN,,,,,,NaN,
14862,34,NaN,4,NaN,56,NaN,12,100,80,55,121,NaN,56
14863,,NaN,,NaN,,NaN,,,,,,NaN,
14864,34,NaN,4,NaN,56,NaN,12,100,80,55,122,NaN,56
14865,,NaN,,NaN,,NaN,,,,,,NaN,
14866,34,NaN,3,NaN,56,NaN,12,100,79,55,121,NaN,56
14867,,NaN,,NaN,,NaN,,,,,,NaN,
14868,34,NaN,3,NaN,56,NaN,12,100,86,78,120,NaN,56
14869,,NaN,,NaN,,NaN,,,,,,NaN,
14870,34,NaN,3,NaN,56,NaN,12,100,83,61,118,NaN,56
14871,,NaN,,NaN,,NaN,,,,,,NaN,
14872,34,NaN,3,NaN,56,NaN,12,100,82,57,120,NaN,56
14873,,NaN,,NaN,,NaN,,,,,,NaN,
14874,34,NaN,4,NaN,56,NaN,12,100,81,55,120,NaN,56
14875,,NaN,,NaN,,NaN,,,,,,NaN,
14876,34,NaN,4,NaN,56,NaN,12,100,80,55,120,NaN,56
14877,,NaN,,NaN,,NaN,,,,,,NaN,
14878,34,NaN,4,NaN,57,NaN,12,100,80,55,121,NaN,56
14879,,NaN,,NaN,,NaN,,,,,,NaN,
14880,34,NaN,4,NaN,57,NaN,12,100,80,54,120,NaN,56
14881,,NaN,,NaN,,NaN,,,,,,NaN,
14882,34,NaN,4,NaN,57,NaN,12,100,80,55,121,NaN,56
14883,,NaN,,NaN,,NaN,,,,,,NaN,
14884,34,NaN,4,NaN,57,NaN,12,100,80,55,122,NaN,56
14885,,NaN,,NaN,,NaN,,,,,,NaN,
14886,34,NaN,4,NaN,57,NaN,12,100,80,55,122,NaN,56
14887,,NaN,,NaN,,NaN,,,,,,NaN,
14888,34,NaN,4,NaN,57,NaN,12,100,81,55,124,NaN,56
14889,,NaN,,NaN,,NaN,,,,,,NaN,
14890,34,NaN,4,NaN,57,NaN,12,100,80,55,122,NaN,56
14891,,NaN,,NaN,,NaN,,,,,,NaN,
14892,34,NaN,4,NaN,57,NaN,12,100,81,56,124,NaN,56
14893,,NaN,,NaN,,NaN,,,,,,NaN,
14894,34,NaN,4,NaN,57,NaN,12,100,80,55,123,NaN,56
14895,,NaN,,NaN,,NaN,,,,,,NaN,
14896,34,NaN,3,NaN,57,NaN,12,100,80,55,123,NaN,56
14897,,NaN,,NaN,,NaN,,,,,,NaN,
14898,34,NaN,3,NaN,57,NaN,12,100,81,56,126,NaN,56
14899,,NaN,,NaN,,NaN,,,,,,NaN,
14900,34,NaN,3,NaN,57,NaN,12,100,81,55,125,NaN,56
14901,,NaN,,NaN,,NaN,,,,,,NaN,
14902,34,NaN,3,NaN,57,NaN,12,100,81,55,126,NaN,56
14903,,NaN,,NaN,,NaN,,,,,,NaN,
14904,34,NaN,4,NaN,57,NaN,12,100,81,55,125,NaN,56
14905,,NaN,,NaN,,NaN,,,,,,NaN,
14906,34,NaN,4,NaN,56,NaN,12,100,81,56,124,NaN,56
14907,,NaN,,NaN,,NaN,,,,,,NaN,
14908,34,NaN,4,NaN,56,NaN,12,100,81,55,126,NaN,56
14909,,NaN,,NaN,,NaN,,,,,,NaN,
14910,34,NaN,4,NaN,56,NaN,12,100,80,55,124,NaN,56
14911,,NaN,,NaN,,NaN,,,,,,NaN,
14912,34,NaN,4,NaN,56,NaN,12,100,81,56,125,NaN,56
14913,,NaN,,NaN,,NaN,,,,,,NaN,
14914,34,NaN,4,NaN,56,NaN,12,100,81,55,126,NaN,56
14915,,NaN,,NaN,,NaN,,,,,,NaN,
14916,34,NaN,4,NaN,56,NaN,12,100,81,55,124,NaN,56
14917,,NaN,,NaN,,NaN,,,,,,NaN,
14918,34,NaN,4,NaN,56,NaN,12,100,81,56,126,NaN,56
14919,,NaN,,NaN,,NaN,,,,,,NaN,
14920,35,NaN,4,NaN,56,NaN,12,100,81,55,126,NaN,56
14921,,NaN,,NaN,,NaN,,,,,,NaN,
14922,35,NaN,4,NaN,56,NaN,12,100,82,56,127,NaN,56
14923,,NaN,,NaN,,NaN,,,,,,NaN,
14924,35,NaN,4,NaN,56,NaN,12,100,82,56,127,NaN,56
14925,,NaN,,NaN,,NaN,,,,,,NaN,
14926,35,NaN,4,NaN,56,NaN,12,100,82,56,126,NaN,56
14927,,NaN,,NaN,,NaN,,,,,,NaN,
14928,36,NaN,4,NaN,56,NaN,12,100,82,56,127,NaN,56
14929,,NaN,,NaN,,NaN,,,,,,NaN,
14930,36,NaN,4,NaN,56,NaN,12,100,81,55,125,NaN,56
14931,,NaN,,NaN,,NaN,,,,,,NaN,
14932,36,NaN,4,NaN,56,NaN,12,100,81,56,125,NaN,56
14933,,NaN,,NaN,,NaN,,,,,,NaN,
14934,34,NaN,4,NaN,56,NaN,12,100,81,55,125,NaN,56
14935,,NaN,,NaN,,NaN,,,,,,NaN,
14936,34,NaN,4,NaN,56,NaN,12,100,80,56,124,NaN,56
14937,,NaN,,NaN,,NaN,,,,,,NaN,
14938,34,NaN,4,NaN,56,NaN,12,100,81,56,125,NaN,56
14939,,NaN,,NaN,,NaN,,,,,,NaN,
14940,34,NaN,4,NaN,56,NaN,12,100,80,55,124,NaN,56
14941,,NaN,,NaN,,NaN,,,,,,NaN,
14942,34,NaN,4,NaN,56,NaN,12,100,81,55,125,NaN,55
14943,,NaN,,NaN,,NaN,,,,,,NaN,
14944,34,NaN,4,NaN,56,NaN,12,100,80,55,124,NaN,55
14945,,NaN,,NaN,,NaN,,,,,,NaN,
14946,34,NaN,4,NaN,56,NaN,12,100,80,55,123,NaN,55
14947,,NaN,,NaN,,NaN,,,,,,NaN,
14948,34,NaN,4,NaN,56,NaN,12,100,80,55,123,NaN,55
14949,,NaN,,NaN,,NaN,,,,,,NaN,
14950,34,NaN,4,NaN,56,NaN,12,100,80,55,122,NaN,56
14951,,NaN,,NaN,,NaN,,,,,,NaN,
14952,34,NaN,4,NaN,56,NaN,12,100,80,56,123,NaN,56
14953,,NaN,,NaN,,NaN,,,,,,NaN,
14954,34,NaN,4,NaN,56,NaN,12,100,80,55,122,NaN,56
14955,,NaN,,NaN,,NaN,,,,,,NaN,
14956,34,NaN,4,NaN,56,NaN,12,100,80,56,122,NaN,56
14957,,NaN,,NaN,,NaN,,,,,,NaN,
14958,34,NaN,4,NaN,56,NaN,12,100,80,55,123,NaN,56
14959,,NaN,,NaN,,NaN,,,,,,NaN,
14960,34,NaN,4,NaN,56,NaN,12,100,80,54,122,NaN,56
14961,,NaN,,NaN,,NaN,,,,,,NaN,
14962,34,NaN,4,NaN,56,NaN,12,100,80,56,123,NaN,56
14963,,NaN,,NaN,,NaN,,,,,,NaN,
14964,34,NaN,4,NaN,56,NaN,12,100,80,55,123,NaN,56
14965,,NaN,,NaN,,NaN,,,,,,NaN,
14966,34,NaN,4,NaN,56,NaN,12,100,80,56,123,NaN,56
14967,,NaN,,NaN,,NaN,,,,,,NaN,
14968,34,NaN,4,NaN,56,NaN,12,100,81,56,125,NaN,56
14969,,NaN,,NaN,,NaN,,,,,,NaN,
14970,34,NaN,4,NaN,56,NaN,12,100,80,55,123,NaN,56
14971,,NaN,,NaN,,NaN,,,,,,NaN,
14972,34,NaN,4,NaN,56,NaN,12,100,81,56,124,NaN,56
14973,,NaN,,NaN,,NaN,,,,,,NaN,
14974,34,NaN,4,NaN,56,NaN,12,100,80,55,123,NaN,56
14975,,NaN,,NaN,,NaN,,,,,,NaN,
14976,34,NaN,4,NaN,57,NaN,12,100,80,55,122,NaN,56
14977,,NaN,,NaN,,NaN,,,,,,NaN,
14978,34,NaN,4,NaN,57,NaN,12,100,80,55,123,NaN,56
14979,,NaN,,NaN,,NaN,,,,,,NaN,
14980,34,NaN,4,NaN,57,NaN,12,100,80,55,122,NaN,56
14981,,NaN,,NaN,,NaN,,,,,,NaN,
14982,34,NaN,3,NaN,57,NaN,12,100,80,56,123,NaN,56
14983,,NaN,,NaN,,NaN,,,,,,NaN,
14984,34,NaN,3,NaN,57,NaN,12,100,80,55,122,NaN,57
14985,,NaN,,NaN,,NaN,,,,,,NaN,
14986,34,NaN,4,NaN,57,NaN,12,100,80,56,122,NaN,57
14987,,NaN,,NaN,,NaN,,,,,,NaN,
14988,34,NaN,4,NaN,57,NaN,12,100,80,55,124,NaN,57
14989,,NaN,,NaN,,NaN,,,,,,NaN,
14990,34,NaN,4,NaN,57,NaN,12,100,80,55,123,NaN,57
14991,,NaN,,NaN,,NaN,,,,,,NaN,
14992,34,NaN,4,NaN,57,NaN,12,100,81,56,124,NaN,57
14993,,NaN,,NaN,,NaN,,,,,,NaN,
14994,34,NaN,4,NaN,57,NaN,12,100,80,55,123,NaN,57
14995,,NaN,,NaN,,NaN,,,,,,NaN,
14996,34,NaN,4,NaN,57,NaN,12,100,80,56,123,NaN,57
14997,,NaN,,NaN,,NaN,,,,,,NaN,
14998,34,NaN,4,NaN,57,NaN,12,100,81,56,124,NaN,56
14999,,NaN,,NaN,,NaN,,,,,,NaN,
15000,35,NaN,4,NaN,57,NaN,12,100,80,55,122,NaN,56
15001,,NaN,,NaN,,NaN,,,,,,NaN,
15002,35,NaN,4,NaN,57,NaN,12,100,80,56,123,NaN,56
15003,,NaN,,NaN,,NaN,,,,,,NaN,
15004,35,NaN,4,NaN,57,NaN,12,100,81,56,123,NaN,56
15005,,NaN,,NaN,,NaN,,,,,,NaN,
15006,34,NaN,4,NaN,57,NaN,12,100,81,57,124,NaN,56
15007,,NaN,,NaN,,NaN,,,,,,NaN,
15008,34,NaN,5,NaN,57,NaN,12,100,82,56,126,NaN,56
15009,,NaN,,NaN,,NaN,,,,,,NaN,
15010,34,NaN,5,NaN,57,NaN,12,100,82,55,124,NaN,56
15011,,NaN,,NaN,,NaN,,,,,,NaN,
15012,34,NaN,4,NaN,57,NaN,12,100,83,57,127,NaN,56
15013,,NaN,,NaN,,NaN,,,,,,NaN,
15014,34,NaN,4,NaN,57,NaN,12,100,82,57,127,NaN,56
15015,,NaN,,NaN,,NaN,,,,,,NaN,
15016,34,NaN,4,NaN,57,NaN,12,100,82,56,127,NaN,56
15017,,NaN,,NaN,,NaN,,,,,,NaN,
15018,34,NaN,4,NaN,57,NaN,12,100,82,57,128,NaN,56
15019,,NaN,,NaN,,NaN,,,,,,NaN,
15020,34,NaN,4,NaN,57,NaN,12,100,82,57,127,NaN,56
15021,,NaN,,NaN,,NaN,,,,,,NaN,
15022,34,NaN,4,NaN,57,NaN,12,100,82,57,128,NaN,56
15023,,NaN,,NaN,,NaN,,,,,,NaN,
15024,34,NaN,4,NaN,57,NaN,12,100,82,56,128,NaN,56
15025,,NaN,,NaN,,NaN,,,,,,NaN,
15026,34,NaN,4,NaN,56,NaN,12,100,82,56,126,NaN,56
15027,,NaN,,NaN,,NaN,,,,,,NaN,
15028,34,NaN,4,NaN,56,NaN,12,100,82,56,127,NaN,56
15029,,NaN,,NaN,,NaN,,,,,,NaN,
15030,34,NaN,4,NaN,56,NaN,12,100,82,56,126,NaN,56
15031,,NaN,,NaN,,NaN,,,,,,NaN,
15032,34,NaN,4,NaN,56,NaN,12,100,82,57,126,NaN,56
15033,,NaN,,NaN,,NaN,,,,,,NaN,
15034,34,NaN,4,NaN,56,NaN,12,100,82,56,128,NaN,56
15035,,NaN,,NaN,,NaN,,,,,,NaN,
15036,34,NaN,4,NaN,56,NaN,12,100,82,56,126,NaN,56
15037,,NaN,,NaN,,NaN,,,,,,NaN,
15038,34,NaN,4,NaN,56,NaN,12,100,82,56,127,NaN,56
15039,,NaN,,NaN,,NaN,,,,,,NaN,
15040,34,NaN,4,NaN,56,NaN,12,100,81,56,125,NaN,56
15041,,NaN,,NaN,,NaN,,,,,,NaN,
15042,34,NaN,4,NaN,56,NaN,12,100,82,55,126,NaN,56
15043,,NaN,,NaN,,NaN,,,,,,NaN,
15044,34,NaN,4,NaN,57,NaN,12,100,81,56,125,NaN,56
15045,,NaN,,NaN,,NaN,,,,,,NaN,
15046,34,NaN,4,NaN,57,NaN,12,100,82,57,125,NaN,56
15047,,NaN,,NaN,,NaN,,,,,,NaN,
15048,34,NaN,4,NaN,57,NaN,12,100,82,56,130,NaN,56
15049,,NaN,,NaN,,NaN,,,,,,NaN,
15050,34,NaN,4,NaN,57,NaN,12,100,82,56,126,NaN,56
15051,,NaN,,NaN,,NaN,,,,,,NaN,
15052,34,NaN,4,NaN,57,NaN,12,100,82,56,126,NaN,56
15053,,NaN,,NaN,,NaN,,,,,,NaN,
15054,34,NaN,4,NaN,57,NaN,12,100,82,56,127,NaN,56
15055,,NaN,,NaN,,NaN,,,,,,NaN,
15056,34,NaN,4,NaN,57,NaN,12,100,82,57,126,NaN,56
15057,,NaN,,NaN,,NaN,,,,,,NaN,
15058,34,NaN,4,NaN,56,NaN,12,100,82,56,126,NaN,56
15059,,NaN,,NaN,,NaN,,,,,,NaN,
15060,34,NaN,4,NaN,56,NaN,12,100,81,55,125,NaN,56
15061,,NaN,,NaN,,NaN,,,,,,NaN,
15062,34,NaN,4,NaN,57,NaN,12,100,81,55,125,NaN,56
15063,,NaN,,NaN,,NaN,,,,,,NaN,
15064,34,NaN,4,NaN,57,NaN,12,100,81,55,125,NaN,56
15065,,NaN,,NaN,,NaN,,,,,,NaN,
15066,34,NaN,4,NaN,57,NaN,12,100,81,56,125,NaN,56
15067,,NaN,,NaN,,NaN,,,,,,NaN,
15068,34,NaN,4,NaN,57,NaN,12,100,81,56,126,NaN,56
15069,,NaN,,NaN,,NaN,,,,,,NaN,
15070,34,NaN,4,NaN,57,NaN,12,100,81,55,125,NaN,56
15071,,NaN,,NaN,,NaN,,,,,,NaN,
15072,34,NaN,4,NaN,57,NaN,12,100,81,56,125,NaN,56
15073,,NaN,,NaN,,NaN,,,,,,NaN,
15074,33,NaN,4,NaN,57,NaN,12,100,80,55,124,NaN,56
15075,,NaN,,NaN,,NaN,,,,,,NaN,
15076,33,NaN,4,NaN,57,NaN,12,100,80,55,123,NaN,56
15077,,NaN,,NaN,,NaN,,,,,,NaN,
15078,33,NaN,4,NaN,57,NaN,12,100,80,55,124,NaN,56
15079,,NaN,,NaN,,NaN,,,,,,NaN,
15080,33,NaN,4,NaN,57,NaN,12,100,80,55,122,NaN,57
15081,,NaN,,NaN,,NaN,,,,,,NaN,
15082,35,NaN,4,NaN,57,NaN,12,100,80,55,123,NaN,56
15083,,NaN,,NaN,,NaN,,,,,,NaN,
15084,35,NaN,5,NaN,57,NaN,12,100,80,55,122,NaN,57
15085,,NaN,,NaN,,NaN,,,,,,NaN,
15086,35,NaN,5,NaN,57,NaN,12,100,80,56,122,NaN,57
15087,,NaN,,NaN,,NaN,,,,,,NaN,
15088,35,NaN,5,NaN,57,NaN,12,100,81,56,123,NaN,57
15089,,NaN,,NaN,,NaN,,,,,,NaN,
15090,34,NaN,5,NaN,57,NaN,12,100,80,56,121,NaN,57
15091,,NaN,,NaN,,NaN,,,,,,NaN,
15092,34,NaN,5,NaN,57,NaN,12,100,80,57,122,NaN,57
15093,,NaN,,NaN,,NaN,,,,,,NaN,
15094,34,NaN,5,NaN,58,NaN,12,100,80,55,122,NaN,58
15095,,NaN,,NaN,,NaN,,,,,,NaN,
15096,34,NaN,4,NaN,58,NaN,12,100,80,55,122,NaN,58
15097,,NaN,,NaN,,NaN,,,,,,NaN,
15098,34,NaN,4,NaN,59,NaN,12,100,81,56,124,NaN,58
15099,,NaN,,NaN,,NaN,,,,,,NaN,
15100,34,NaN,4,NaN,59,NaN,12,100,81,56,123,NaN,59
15101,,NaN,,NaN,,NaN,,,,,,NaN,
15102,34,NaN,4,NaN,60,NaN,12,100,81,57,123,NaN,59
15103,,NaN,,NaN,,NaN,,,,,,NaN,
15104,33,NaN,4,NaN,60,NaN,12,100,81,56,124,NaN,60
15105,,NaN,,NaN,,NaN,,,,,,NaN,
15106,33,NaN,4,NaN,60,NaN,12,100,81,56,123,NaN,60
15107,,NaN,,NaN,,NaN,,,,,,NaN,
15108,33,NaN,4,NaN,61,NaN,12,100,81,57,124,NaN,60
15109,,NaN,,NaN,,NaN,,,,,,NaN,
15110,33,NaN,4,NaN,61,NaN,12,100,81,56,123,NaN,60
15111,,NaN,,NaN,,NaN,,,,,,NaN,
15112,34,NaN,4,NaN,61,NaN,12,100,81,57,124,NaN,60
15113,,NaN,,NaN,,NaN,,,,,,NaN,
15114,34,NaN,4,NaN,61,NaN,12,100,81,55,123,NaN,60
15115,,NaN,,NaN,,NaN,,,,,,NaN,
15116,34,NaN,4,NaN,61,NaN,12,100,81,56,122,NaN,60
15117,,NaN,,NaN,,NaN,,,,,,NaN,
15118,34,NaN,3,NaN,61,NaN,12,100,81,56,123,NaN,60
15119,,NaN,,NaN,,NaN,,,,,,NaN,
15120,33,NaN,3,NaN,61,NaN,12,100,80,56,122,NaN,60
15121,,NaN,,NaN,,NaN,,,,,,NaN,
15122,33,NaN,4,NaN,60,NaN,12,100,81,56,123,NaN,60
15123,,NaN,,NaN,,NaN,,,,,,NaN,
15124,33,NaN,4,NaN,60,NaN,12,100,81,56,123,NaN,60
15125,,NaN,,NaN,,NaN,,,,,,NaN,
15126,33,NaN,4,NaN,60,NaN,12,100,81,57,123,NaN,60
15127,,NaN,,NaN,,NaN,,,,,,NaN,
15128,33,NaN,4,NaN,60,NaN,12,100,81,56,124,NaN,59
15129,,NaN,,NaN,,NaN,,,,,,NaN,
15130,33,NaN,4,NaN,60,NaN,12,100,81,56,123,NaN,59
15131,,NaN,,NaN,,NaN,,,,,,NaN,
15132,33,NaN,4,NaN,60,NaN,12,100,81,56,124,NaN,59
15133,,NaN,,NaN,,NaN,,,,,,NaN,
15134,34,NaN,4,NaN,60,NaN,12,100,81,55,123,NaN,60
15135,,NaN,,NaN,,NaN,,,,,,NaN,
15136,34,NaN,4,NaN,60,NaN,12,100,81,56,123,NaN,59
15137,,NaN,,NaN,,NaN,,,,,,NaN,
15138,34,NaN,4,NaN,60,NaN,12,100,81,56,124,NaN,59
15139,,NaN,,NaN,,NaN,,,,,,NaN,
15140,34,NaN,4,NaN,60,NaN,12,100,81,56,124,NaN,59
15141,,NaN,,NaN,,NaN,,,,,,NaN,
15142,34,NaN,4,NaN,60,NaN,12,100,81,56,124,NaN,59
15143,,NaN,,NaN,,NaN,,,,,,NaN,
15144,34,NaN,4,NaN,60,NaN,12,100,81,56,125,NaN,59
15145,,NaN,,NaN,,NaN,,,,,,NaN,
15146,34,NaN,4,NaN,59,NaN,12,100,81,56,124,NaN,59
15147,,NaN,,NaN,,NaN,,,,,,NaN,
15148,34,NaN,4,NaN,59,NaN,12,100,82,57,126,NaN,59
15149,,NaN,,NaN,,NaN,,,,,,NaN,
15150,34,NaN,4,NaN,59,NaN,12,100,82,56,125,NaN,59
15151,,NaN,,NaN,,NaN,,,,,,NaN,
15152,34,NaN,4,NaN,59,NaN,12,100,82,57,126,NaN,59
15153,,NaN,,NaN,,NaN,,,,,,NaN,
15154,34,NaN,4,NaN,59,NaN,12,100,82,57,126,NaN,59
15155,,NaN,,NaN,,NaN,,,,,,NaN,
15156,34,NaN,4,NaN,59,NaN,12,100,82,57,125,NaN,59
15157,,NaN,,NaN,,NaN,,,,,,NaN,
15158,34,NaN,4,NaN,60,NaN,12,100,83,57,127,NaN,59
15159,,NaN,,NaN,,NaN,,,,,,NaN,
15160,34,NaN,4,NaN,60,NaN,12,100,83,57,127,NaN,59
15161,,NaN,,NaN,,NaN,,,,,,NaN,
15162,34,NaN,4,NaN,60,NaN,12,100,83,58,127,NaN,59
15163,,NaN,,NaN,,NaN,,,,,,NaN,
