time,Solar8000/ETCO2,Solar8000/ART_MBP,SNUADC/CVP,Solar8000/RR_CO2,Solar8000/HR,SNUADC/ART,Solar8000/PLETH_SPO2,SNUADC/ECG_II,Solar8000/PLETH_HR,SNUADC/ECG_V5,Solar8000/ART_SBP,Solar8000/CVP,Solar8000/ART_DBP
18304,,,NaN,,,NaN,,NaN,,NaN,,,
18305,29,87,NaN,14,72,NaN,100,NaN,72,NaN,121,7,67
18306,,,NaN,,,NaN,,NaN,,NaN,,,
18307,29,86,NaN,14,71,NaN,100,NaN,72,NaN,118,8,66
18308,,,NaN,,,NaN,,NaN,,NaN,,,
18309,29,87,NaN,14,71,NaN,100,NaN,72,NaN,122,8,68
18310,,,NaN,,,NaN,,NaN,,NaN,,,
18311,29,87,NaN,14,72,NaN,100,NaN,72,NaN,122,8,68
18312,,,NaN,,,NaN,,NaN,,NaN,,,
18313,29,89,NaN,14,73,NaN,100,NaN,73,NaN,125,8,70
18314,,,NaN,,,NaN,,NaN,,NaN,,,
18315,29,90,NaN,14,73,NaN,100,NaN,73,NaN,125,8,69
18316,,,NaN,,,NaN,,NaN,,NaN,,,
18317,29,90,NaN,14,73,NaN,100,NaN,73,NaN,125,8,69
18318,,,NaN,,,NaN,,NaN,,NaN,,,
18319,29,89,NaN,14,73,NaN,100,NaN,73,NaN,123,8,67
18320,,,NaN,,,NaN,,NaN,,NaN,,,
18321,29,89,NaN,14,73,NaN,100,NaN,73,NaN,123,8,67
18322,,,NaN,,,NaN,,NaN,,NaN,,,
18323,29,87,NaN,14,72,NaN,100,NaN,72,NaN,121,44,66
18324,,,NaN,,,NaN,,NaN,,NaN,,,
18325,30,87,NaN,14,72,NaN,100,NaN,72,NaN,120,58,67
18326,,,NaN,,,NaN,,NaN,,NaN,,,
18327,30,88,NaN,14,72,NaN,100,NaN,72,NaN,123,58,68
18328,,,NaN,,,NaN,,NaN,,NaN,,,
18329,30,88,NaN,14,72,NaN,100,NaN,73,NaN,123,8,69
18330,,,NaN,,,NaN,,NaN,,NaN,,,
18331,30,89,NaN,14,72,NaN,100,NaN,73,NaN,125,8,69
18332,,,NaN,,,NaN,,NaN,,NaN,,,
18333,30,89,NaN,14,72,NaN,100,NaN,73,NaN,125,8,67
18334,,,NaN,,,NaN,,NaN,,NaN,,,
18335,30,84,NaN,14,72,NaN,100,NaN,73,NaN,123,8,61
18336,,,NaN,,,NaN,,NaN,,NaN,,,
18337,30,81,NaN,14,76,NaN,100,NaN,71,NaN,122,8,60
18338,,,NaN,,,NaN,,NaN,,NaN,,,
18339,29,83,NaN,14,81,NaN,100,NaN,71,NaN,120,9,64
18340,,,NaN,,,NaN,,NaN,,NaN,,,
18341,29,83,NaN,14,80,NaN,100,NaN,71,NaN,118,9,64
18342,,,NaN,,,NaN,,NaN,,NaN,,,
18343,29,85,NaN,14,80,NaN,100,NaN,69,NaN,119,8,67
18344,,,NaN,,,NaN,,NaN,,NaN,,,
18345,29,88,NaN,14,80,NaN,100,NaN,70,NaN,122,8,69
18346,,,NaN,,,NaN,,NaN,,NaN,,,
18347,29,89,NaN,14,80,NaN,100,NaN,71,NaN,124,8,71
18348,,,NaN,,,NaN,,NaN,,NaN,,,
18349,29,90,NaN,14,75,NaN,100,NaN,72,NaN,124,8,69
18350,,,NaN,,,NaN,,NaN,,NaN,,,
18351,29,89,NaN,14,71,NaN,100,NaN,73,NaN,122,8,69
18352,,,NaN,,,NaN,,NaN,,NaN,,,
18353,29,89,NaN,14,72,NaN,100,NaN,72,NaN,122,8,66
18354,,,NaN,,,NaN,,NaN,,NaN,,,
18355,29,86,NaN,14,71,NaN,100,NaN,71,NaN,118,8,66
18356,,,NaN,,,NaN,,NaN,,NaN,,,
18357,29,86,NaN,14,70,NaN,100,NaN,70,NaN,118,8,65
18358,,,NaN,,,NaN,,NaN,,NaN,,,
18359,29,85,NaN,14,70,NaN,100,NaN,70,NaN,117,8,66
18360,,,NaN,,,NaN,,NaN,,NaN,,,
18361,29,86,NaN,14,70,NaN,100,NaN,70,NaN,120,8,66
18362,,,NaN,,,NaN,,NaN,,NaN,,,
18363,29,86,NaN,14,70,NaN,100,NaN,70,NaN,120,8,66
18364,,,NaN,,,NaN,,NaN,,NaN,,,
18365,29,87,NaN,14,69,NaN,100,NaN,70,NaN,122,8,68
18366,,,NaN,,,NaN,,NaN,,NaN,,,
18367,21,87,NaN,14,70,NaN,100,NaN,71,NaN,122,8,67
18368,,,NaN,,,NaN,,NaN,,NaN,,,
18369,21,88,NaN,14,70,NaN,100,NaN,70,NaN,123,8,68
18370,,,NaN,,,NaN,,NaN,,NaN,,,
18371,21,87,NaN,14,70,NaN,100,NaN,70,NaN,121,8,66
18372,,,NaN,,,NaN,,NaN,,NaN,,,
18373,21,88,NaN,14,70,NaN,100,NaN,70,NaN,122,8,67
18374,,,NaN,,,NaN,,NaN,,NaN,,,
18375,30,88,NaN,15,70,NaN,100,NaN,70,NaN,122,8,68
18376,,,NaN,,,NaN,,NaN,,NaN,,,
18377,30,89,NaN,15,70,NaN,100,NaN,70,NaN,123,8,68
18378,,,NaN,,,NaN,,NaN,,NaN,,,
18379,30,85,NaN,15,70,NaN,100,NaN,70,NaN,125,8,61
18380,,,NaN,,,NaN,,NaN,,NaN,,,
18381,30,85,NaN,16,70,NaN,100,NaN,70,NaN,125,8,61
18382,,,NaN,,,NaN,,NaN,,NaN,,,
18383,30,85,NaN,16,69,NaN,100,NaN,70,NaN,119,9,65
18384,,,NaN,,,NaN,,NaN,,NaN,,,
18385,30,87,NaN,16,69,NaN,100,NaN,70,NaN,121,8,69
18386,,,NaN,,,NaN,,NaN,,NaN,,,
18387,30,89,NaN,16,69,NaN,100,NaN,70,NaN,124,8,69
18388,,,NaN,,,NaN,,NaN,,NaN,,,
18389,29,89,NaN,16,69,NaN,100,NaN,71,NaN,123,8,69
18390,,,NaN,,,NaN,,NaN,,NaN,,,
18391,29,89,NaN,16,69,NaN,100,NaN,71,NaN,123,8,69
18392,,,NaN,,,NaN,,NaN,,NaN,,,
18393,29,89,NaN,16,69,NaN,100,NaN,71,NaN,122,8,69
18394,,,NaN,,,NaN,,NaN,,NaN,,,
18395,29,90,NaN,16,70,NaN,100,NaN,70,NaN,124,8,71
18396,,,NaN,,,NaN,,NaN,,NaN,,,
18397,29,92,NaN,15,70,NaN,100,NaN,71,NaN,126,8,72
18398,,,NaN,,,NaN,,NaN,,NaN,,,
18399,29,93,NaN,15,70,NaN,100,NaN,71,NaN,128,8,73
18400,,,NaN,,,NaN,,NaN,,NaN,,,
18401,29,93,NaN,15,71,NaN,100,NaN,71,NaN,128,8,73
18402,,,NaN,,,NaN,,NaN,,NaN,,,
18403,29,93,NaN,15,71,NaN,100,NaN,72,NaN,126,8,72
18404,,,NaN,,,NaN,,NaN,,NaN,,,
18405,29,93,NaN,15,72,NaN,100,NaN,73,NaN,125,8,71
18406,,,NaN,,,NaN,,NaN,,NaN,,,
18407,29,93,NaN,15,73,NaN,100,NaN,73,NaN,127,8,73
18408,,,NaN,,,NaN,,NaN,,NaN,,,
18409,29,94,NaN,15,73,NaN,100,NaN,74,NaN,128,8,72
18410,,,NaN,,,NaN,,NaN,,NaN,,,
18411,29,94,NaN,14,74,NaN,100,NaN,74,NaN,128,8,72
18412,,,NaN,,,NaN,,NaN,,NaN,,,
18413,29,93,NaN,14,74,NaN,100,NaN,74,NaN,127,8,71
18414,,,NaN,,,NaN,,NaN,,NaN,,,
18415,29,93,NaN,14,74,NaN,100,NaN,74,NaN,126,8,71
18416,,,NaN,,,NaN,,NaN,,NaN,,,
18417,29,93,NaN,14,74,NaN,100,NaN,74,NaN,126,8,70
18418,,,NaN,,,NaN,,NaN,,NaN,,,
18419,29,91,NaN,14,74,NaN,100,NaN,74,NaN,123,8,69
18420,,,NaN,,,NaN,,NaN,,NaN,,,
18421,29,91,NaN,14,74,NaN,100,NaN,73,NaN,124,8,69
18422,,,NaN,,,NaN,,NaN,,NaN,,,
18423,29,89,NaN,14,73,NaN,100,NaN,73,NaN,122,8,68
18424,,,NaN,,,NaN,,NaN,,NaN,,,
18425,30,90,NaN,14,73,NaN,100,NaN,73,NaN,125,8,69
18426,,,NaN,,,NaN,,NaN,,NaN,,,
18427,30,90,NaN,14,73,NaN,100,NaN,73,NaN,124,8,69
18428,,,NaN,,,NaN,,NaN,,NaN,,,
18429,30,91,NaN,14,73,NaN,100,NaN,72,NaN,127,8,70
18430,,,NaN,,,NaN,,NaN,,NaN,,,
18431,30,91,NaN,14,73,NaN,100,NaN,72,NaN,124,8,69
18432,,,NaN,,,NaN,,NaN,,NaN,,,
18433,30,90,NaN,14,73,NaN,100,NaN,72,NaN,124,8,69
18434,,,NaN,,,NaN,,NaN,,NaN,,,
18435,30,89,NaN,14,73,NaN,100,NaN,71,NaN,123,8,67
18436,,,NaN,,,NaN,,NaN,,NaN,,,
18437,30,89,NaN,14,73,NaN,100,NaN,71,NaN,123,8,68
18438,,,NaN,,,NaN,,NaN,,NaN,,,
18439,28,89,NaN,14,72,NaN,100,NaN,71,NaN,124,8,67
18440,,,NaN,,,NaN,,NaN,,NaN,,,
18441,28,88,NaN,14,71,NaN,100,NaN,69,NaN,121,8,67
18442,,,NaN,,,NaN,,NaN,,NaN,,,
18443,28,88,NaN,14,69,NaN,100,NaN,69,NaN,121,8,66
18444,,,NaN,,,NaN,,NaN,,NaN,,,
18445,29,88,NaN,14,68,NaN,100,NaN,69,NaN,121,8,67
18446,,,NaN,,,NaN,,NaN,,NaN,,,
18447,29,85,NaN,14,68,NaN,100,NaN,69,NaN,117,8,63
18448,,,NaN,,,NaN,,NaN,,NaN,,,
18449,29,86,NaN,14,68,NaN,100,NaN,69,NaN,125,9,65
18450,,,NaN,,,NaN,,NaN,,NaN,,,
18451,29,87,NaN,14,68,NaN,100,NaN,69,NaN,124,9,66
18452,,,NaN,,,NaN,,NaN,,NaN,,,
18453,29,87,NaN,14,68,NaN,100,NaN,69,NaN,121,9,67
18454,,,NaN,,,NaN,,NaN,,NaN,,,
18455,29,88,NaN,14,68,NaN,100,NaN,69,NaN,123,9,68
18456,,,NaN,,,NaN,,NaN,,NaN,,,
18457,29,88,NaN,14,69,NaN,100,NaN,70,NaN,123,8,67
18458,,,NaN,,,NaN,,NaN,,NaN,,,
18459,29,90,NaN,14,69,NaN,100,NaN,70,NaN,124,8,69
18460,,,NaN,,,NaN,,NaN,,NaN,,,
18461,29,90,NaN,14,69,NaN,100,NaN,70,NaN,124,8,69
18462,,,NaN,,,NaN,,NaN,,NaN,,,
18463,29,91,NaN,14,69,NaN,100,NaN,70,NaN,126,8,70
18464,,,NaN,,,NaN,,NaN,,NaN,,,
18465,29,88,NaN,14,69,NaN,100,NaN,70,NaN,126,8,63
18466,,,NaN,,,NaN,,NaN,,NaN,,,
18467,29,87,NaN,14,73,NaN,100,NaN,70,NaN,121,9,66
18468,,,NaN,,,NaN,,NaN,,NaN,,,
18469,29,88,NaN,14,69,NaN,100,NaN,69,NaN,122,9,66
18470,,,NaN,,,NaN,,NaN,,NaN,,,
18471,29,88,NaN,14,69,NaN,100,NaN,69,NaN,123,9,68
18472,,,NaN,,,NaN,,NaN,,NaN,,,
18473,29,89,NaN,14,68,NaN,100,NaN,69,NaN,123,9,67
18474,,,NaN,,,NaN,,NaN,,NaN,,,
18475,29,89,NaN,14,68,NaN,100,NaN,67,NaN,122,9,67
18476,,,NaN,,,NaN,,NaN,,NaN,,,
18477,29,88,NaN,14,68,NaN,100,NaN,67,NaN,121,9,65
18478,,,NaN,,,NaN,,NaN,,NaN,,,
18479,29,87,NaN,14,67,NaN,100,NaN,67,NaN,119,9,65
18480,,,NaN,,,NaN,,NaN,,NaN,,,
18481,29,88,NaN,14,67,NaN,100,NaN,67,NaN,121,9,67
18482,,,NaN,,,NaN,,NaN,,NaN,,,
18483,29,88,NaN,14,67,NaN,100,NaN,68,NaN,121,9,67
18484,,,NaN,,,NaN,,NaN,,NaN,,,
18485,29,90,NaN,14,68,NaN,100,NaN,68,NaN,124,9,69
18486,,,NaN,,,NaN,,NaN,,NaN,,,
18487,29,89,NaN,14,69,NaN,100,NaN,69,NaN,123,9,66
18488,,,NaN,,,NaN,,NaN,,NaN,,,
18489,29,89,NaN,14,69,NaN,100,NaN,68,NaN,122,9,66
18490,,,NaN,,,NaN,,NaN,,NaN,,,
18491,29,88,NaN,14,69,NaN,100,NaN,68,NaN,120,9,65
18492,,,NaN,,,NaN,,NaN,,NaN,,,
18493,29,88,NaN,14,69,NaN,100,NaN,68,NaN,121,9,67
18494,,,NaN,,,NaN,,NaN,,NaN,,,
18495,28,87,NaN,14,69,NaN,100,NaN,68,NaN,121,9,65
18496,,,NaN,,,NaN,,NaN,,NaN,,,
18497,28,87,NaN,14,69,NaN,100,NaN,69,NaN,121,9,67
18498,,,NaN,,,NaN,,NaN,,NaN,,,
18499,28,87,NaN,14,69,NaN,100,NaN,69,NaN,121,9,65
18500,,,NaN,,,NaN,,NaN,,NaN,,,
18501,29,86,NaN,14,69,NaN,100,NaN,69,NaN,119,9,65
18502,,,NaN,,,NaN,,NaN,,NaN,,,
18503,29,85,NaN,14,69,NaN,100,NaN,69,NaN,118,9,64
18504,,,NaN,,,NaN,,NaN,,NaN,,,
18505,29,85,NaN,14,68,NaN,100,NaN,68,NaN,118,8,65
18506,,,NaN,,,NaN,,NaN,,NaN,,,
18507,29,86,NaN,14,68,NaN,100,NaN,67,NaN,120,8,65
18508,,,NaN,,,NaN,,NaN,,NaN,,,
18509,29,86,NaN,14,68,NaN,100,NaN,67,NaN,120,9,66
18510,,,NaN,,,NaN,,NaN,,NaN,,,
18511,29,88,NaN,14,68,NaN,100,NaN,66,NaN,123,9,67
18512,,,NaN,,,NaN,,NaN,,NaN,,,
18513,29,88,NaN,14,67,NaN,100,NaN,66,NaN,123,9,66
18514,,,NaN,,,NaN,,NaN,,NaN,,,
18515,29,84,NaN,14,67,NaN,100,NaN,66,NaN,122,9,61
18516,,,NaN,,,NaN,,NaN,,NaN,,,
18517,29,83,NaN,14,67,NaN,100,NaN,66,NaN,117,10,61
18518,,,NaN,,,NaN,,NaN,,NaN,,,
18519,29,86,NaN,14,66,NaN,100,NaN,66,NaN,117,10,68
18520,,,NaN,,,NaN,,NaN,,NaN,,,
18521,29,79,NaN,14,66,NaN,100,NaN,66,NaN,112,11,58
18522,,,NaN,,,NaN,,NaN,,NaN,,,
18523,30,78,NaN,14,66,NaN,100,NaN,65,NaN,111,11,59
18524,,,NaN,,,NaN,,NaN,,NaN,,,
18525,30,78,NaN,14,66,NaN,100,NaN,64,NaN,111,11,59
18526,,,NaN,,,NaN,,NaN,,NaN,,,
18527,30,78,NaN,14,66,NaN,100,NaN,64,NaN,110,11,59
18528,,,NaN,,,NaN,,NaN,,NaN,,,
18529,29,81,NaN,14,66,NaN,100,NaN,64,NaN,114,11,63
18530,,,NaN,,,NaN,,NaN,,NaN,,,
18531,29,82,NaN,14,66,NaN,100,NaN,64,NaN,117,10,65
18532,,,NaN,,,NaN,,NaN,,NaN,,,
18533,29,83,NaN,14,66,NaN,100,NaN,64,NaN,117,10,64
18534,,,NaN,,,NaN,,NaN,,NaN,,,
18535,29,83,NaN,14,,NaN,100,NaN,64,NaN,115,9,63
18536,,,NaN,,,NaN,,NaN,,NaN,,,
18537,28,81,NaN,14,,NaN,100,NaN,65,NaN,102,9,60
18538,,,NaN,,,NaN,,NaN,,NaN,,,
18539,28,83,NaN,14,,NaN,100,NaN,66,NaN,112,9,58
18540,,,NaN,,,NaN,,NaN,,NaN,,,
18541,28,84,NaN,14,,NaN,100,NaN,67,NaN,116,9,63
18542,,,NaN,,,NaN,,NaN,,NaN,,,
18543,29,84,NaN,14,,NaN,100,NaN,69,NaN,117,9,64
18544,,,NaN,,,NaN,,NaN,,NaN,,,
18545,29,85,NaN,14,,NaN,100,NaN,70,NaN,118,9,65
18546,,,NaN,,,NaN,,NaN,,NaN,,,
18547,29,84,NaN,14,,NaN,100,NaN,70,NaN,118,9,62
18548,,,NaN,,,NaN,,NaN,,NaN,,,
18549,29,84,NaN,14,,NaN,100,NaN,70,NaN,116,9,62
18550,,,NaN,,,NaN,,NaN,,NaN,,,
18551,29,83,NaN,14,,NaN,100,NaN,70,NaN,116,8,62
18552,,,NaN,,,NaN,,NaN,,NaN,,,
18553,29,85,NaN,14,,NaN,100,NaN,69,NaN,118,8,65
18554,,,NaN,,,NaN,,NaN,,NaN,,,
18555,29,86,NaN,14,,NaN,100,NaN,69,NaN,120,8,65
18556,,,NaN,,,NaN,,NaN,,NaN,,,
18557,29,88,NaN,14,,NaN,100,NaN,70,NaN,121,8,68
18558,,,NaN,,,NaN,,NaN,,NaN,,,
18559,29,89,NaN,14,,NaN,100,NaN,70,NaN,123,8,68
18560,,,NaN,,,NaN,,NaN,,NaN,,,
18561,29,91,NaN,14,,NaN,100,NaN,71,NaN,124,8,70
18562,,,NaN,,,NaN,,NaN,,NaN,,,
18563,29,91,NaN,14,,NaN,100,NaN,72,NaN,125,8,69
18564,,,NaN,,,NaN,,NaN,,NaN,,,
18565,29,90,NaN,14,,NaN,100,NaN,72,NaN,123,8,68
18566,,,NaN,,,NaN,,NaN,,NaN,,,
18567,29,89,NaN,14,71,NaN,100,NaN,72,NaN,121,8,66
18568,,,NaN,,,NaN,,NaN,,NaN,,,
18569,29,87,NaN,14,71,NaN,100,NaN,71,NaN,118,8,66
18570,,,NaN,,,NaN,,NaN,,NaN,,,
18571,29,88,NaN,14,71,NaN,100,NaN,71,NaN,120,8,66
18572,,,NaN,,,NaN,,NaN,,NaN,,,
18573,29,87,NaN,14,71,NaN,100,NaN,71,NaN,119,8,67
18574,,,NaN,,,NaN,,NaN,,NaN,,,
18575,29,89,NaN,14,71,NaN,100,NaN,71,NaN,123,8,69
18576,,,NaN,,,NaN,,NaN,,NaN,,,
18577,29,91,NaN,14,71,NaN,100,NaN,71,NaN,125,8,71
18578,,,NaN,,,NaN,,NaN,,NaN,,,
18579,29,94,NaN,14,71,NaN,100,NaN,72,NaN,129,8,73
18580,,,NaN,,,NaN,,NaN,,NaN,,,
18581,29,95,NaN,14,71,NaN,100,NaN,72,NaN,129,8,74
18582,,,NaN,,,NaN,,NaN,,NaN,,,
18583,29,95,NaN,14,71,NaN,100,NaN,72,NaN,128,8,72
18584,,,NaN,,,NaN,,NaN,,NaN,,,
18585,29,93,NaN,14,71,NaN,100,NaN,71,NaN,126,9,69
18586,,,NaN,,,NaN,,NaN,,NaN,,,
18587,29,92,NaN,14,70,NaN,100,NaN,71,NaN,123,9,69
18588,,,NaN,,,NaN,,NaN,,NaN,,,
18589,29,92,NaN,14,70,NaN,100,NaN,71,NaN,124,8,69
18590,,,NaN,,,NaN,,NaN,,NaN,,,
18591,29,92,NaN,14,70,NaN,100,NaN,71,NaN,125,8,71
18592,,,NaN,,,NaN,,NaN,,NaN,,,
18593,30,94,NaN,14,70,NaN,100,NaN,72,NaN,128,8,73
18594,,,NaN,,,NaN,,NaN,,NaN,,,
18595,30,95,NaN,14,70,NaN,100,NaN,72,NaN,128,8,73
18596,,,NaN,,,NaN,,NaN,,NaN,,,
18597,30,95,NaN,14,70,NaN,100,NaN,73,NaN,130,8,72
18598,,,NaN,,,NaN,,NaN,,NaN,,,
18599,14,94,NaN,14,70,NaN,100,NaN,72,NaN,126,9,70
18600,,,NaN,,,NaN,,NaN,,NaN,,,
18601,14,93,NaN,14,70,NaN,100,NaN,71,NaN,125,9,69
18602,,,NaN,,,NaN,,NaN,,NaN,,,
18603,14,91,NaN,14,69,NaN,100,NaN,71,NaN,122,9,69
18604,,,NaN,,,NaN,,NaN,,NaN,,,
18605,14,92,NaN,14,70,NaN,100,NaN,71,NaN,124,9,70
18606,,,NaN,,,NaN,,NaN,,NaN,,,
18607,30,93,NaN,15,71,NaN,100,NaN,71,NaN,125,9,71
18608,,,NaN,,,NaN,,NaN,,NaN,,,
18609,30,95,NaN,15,72,NaN,100,NaN,72,NaN,129,9,73
18610,,,NaN,,,NaN,,NaN,,NaN,,,
18611,30,96,NaN,15,73,NaN,100,NaN,73,NaN,129,9,73
18612,,,NaN,,,NaN,,NaN,,NaN,,,
18613,30,97,NaN,16,73,NaN,100,NaN,73,NaN,130,9,73
18614,,,NaN,,,NaN,,NaN,,NaN,,,
18615,30,96,NaN,16,73,NaN,100,NaN,73,NaN,128,9,72
18616,,,NaN,,,NaN,,NaN,,NaN,,,
18617,30,96,NaN,16,72,NaN,100,NaN,73,NaN,128,9,71
18618,,,NaN,,,NaN,,NaN,,NaN,,,
18619,30,94,NaN,16,72,NaN,100,NaN,73,NaN,128,9,70
18620,,,NaN,,,NaN,,NaN,,NaN,,,
18621,30,94,NaN,16,71,NaN,100,NaN,72,NaN,126,9,71
18622,,,NaN,,,NaN,,NaN,,NaN,,,
18623,30,94,NaN,16,71,NaN,100,NaN,72,NaN,126,9,71
18624,,,NaN,,,NaN,,NaN,,NaN,,,
18625,30,94,NaN,16,71,NaN,100,NaN,71,NaN,127,9,73
18626,,,NaN,,,NaN,,NaN,,NaN,,,
18627,30,96,NaN,15,71,NaN,100,NaN,71,NaN,131,9,74
18628,,,NaN,,,NaN,,NaN,,NaN,,,
18629,30,98,NaN,15,71,NaN,100,NaN,71,NaN,131,9,75
18630,,,NaN,,,NaN,,NaN,,NaN,,,
18631,30,99,NaN,15,72,NaN,100,NaN,73,NaN,134,9,76
18632,,,NaN,,,NaN,,NaN,,NaN,,,
18633,30,98,NaN,15,72,NaN,100,NaN,73,NaN,130,9,73
18634,,,NaN,,,NaN,,NaN,,NaN,,,
18635,30,96,NaN,15,72,NaN,100,NaN,72,NaN,127,9,71
18636,,,NaN,,,NaN,,NaN,,NaN,,,
18637,30,93,NaN,15,72,NaN,100,NaN,72,NaN,124,9,70
18638,,,NaN,,,NaN,,NaN,,NaN,,,
18639,30,94,NaN,15,72,NaN,100,NaN,73,NaN,127,9,71
18640,,,NaN,,,NaN,,NaN,,NaN,,,
18641,30,94,NaN,14,72,NaN,100,NaN,73,NaN,128,9,72
18642,,,NaN,,,NaN,,NaN,,NaN,,,
18643,30,96,NaN,14,72,NaN,100,NaN,74,NaN,131,9,73
18644,,,NaN,,,NaN,,NaN,,NaN,,,
18645,30,96,NaN,14,73,NaN,100,NaN,74,NaN,131,9,71
18646,,,NaN,,,NaN,,NaN,,NaN,,,
18647,29,95,NaN,14,73,NaN,100,NaN,73,NaN,128,9,71
18648,,,NaN,,,NaN,,NaN,,NaN,,,
18649,29,94,NaN,14,73,NaN,100,NaN,72,NaN,127,9,70
18650,,,NaN,,,NaN,,NaN,,NaN,,,
18651,29,93,NaN,14,73,NaN,100,NaN,71,NaN,126,9,69
18652,,,NaN,,,NaN,,NaN,,NaN,,,
18653,29,93,NaN,14,73,NaN,100,NaN,70,NaN,125,9,69
18654,,,NaN,,,NaN,,NaN,,NaN,,,
18655,30,93,NaN,14,72,NaN,100,NaN,70,NaN,125,9,70
18656,,,NaN,,,NaN,,NaN,,NaN,,,
18657,30,93,NaN,14,72,NaN,100,NaN,71,NaN,127,9,70
18658,,,NaN,,,NaN,,NaN,,NaN,,,
18659,30,94,NaN,14,72,NaN,100,NaN,71,NaN,126,9,72
18660,,,NaN,,,NaN,,NaN,,NaN,,,
18661,30,95,NaN,14,72,NaN,100,NaN,71,NaN,129,9,73
18662,,,NaN,,,NaN,,NaN,,NaN,,,
18663,30,96,NaN,14,72,NaN,100,NaN,71,NaN,128,9,73
18664,,,NaN,,,NaN,,NaN,,NaN,,,
18665,30,96,NaN,14,72,NaN,100,NaN,72,NaN,128,9,72
18666,,,NaN,,,NaN,,NaN,,NaN,,,
18667,30,94,NaN,14,71,NaN,100,NaN,72,NaN,126,9,70
18668,,,NaN,,,NaN,,NaN,,NaN,,,
18669,30,93,NaN,14,71,NaN,100,NaN,72,NaN,126,9,70
18670,,,NaN,,,NaN,,NaN,,NaN,,,
18671,30,93,NaN,14,72,NaN,100,NaN,73,NaN,125,9,70
18672,,,NaN,,,NaN,,NaN,,NaN,,,
18673,30,95,NaN,14,72,NaN,100,NaN,74,NaN,129,9,73
18674,,,NaN,,,NaN,,NaN,,NaN,,,
18675,30,96,NaN,14,73,NaN,100,NaN,74,NaN,130,9,73
18676,,,NaN,,,NaN,,NaN,,NaN,,,
18677,30,98,NaN,14,73,NaN,100,NaN,75,NaN,131,9,75
18678,,,NaN,,,NaN,,NaN,,NaN,,,
18679,30,98,NaN,14,74,NaN,100,NaN,75,NaN,131,9,74
18680,,,NaN,,,NaN,,NaN,,NaN,,,
18681,29,97,NaN,14,75,NaN,100,NaN,75,NaN,129,9,73
18682,,,NaN,,,NaN,,NaN,,NaN,,,
18683,29,96,NaN,14,75,NaN,100,NaN,75,NaN,129,9,72
18684,,,NaN,,,NaN,,NaN,,NaN,,,
18685,29,95,NaN,14,75,NaN,100,NaN,75,NaN,127,9,72
18686,,,NaN,,,NaN,,NaN,,NaN,,,
18687,29,96,NaN,14,75,NaN,100,NaN,75,NaN,129,9,73
18688,,,NaN,,,NaN,,NaN,,NaN,,,
18689,30,97,NaN,14,75,NaN,100,NaN,75,NaN,129,9,74
18690,,,NaN,,,NaN,,NaN,,NaN,,,
18691,30,98,NaN,14,75,NaN,100,NaN,75,NaN,132,9,75
18692,,,NaN,,,NaN,,NaN,,NaN,,,
18693,30,98,NaN,14,75,NaN,100,NaN,76,NaN,131,9,75
18694,,,NaN,,,NaN,,NaN,,NaN,,,
18695,30,99,NaN,14,76,NaN,100,NaN,77,NaN,131,9,74
18696,,,NaN,,,NaN,,NaN,,NaN,,,
18697,30,97,NaN,14,77,NaN,100,NaN,77,NaN,129,9,73
18698,,,NaN,,,NaN,,NaN,,NaN,,,
18699,30,97,NaN,14,77,NaN,100,NaN,77,NaN,129,9,73
18700,,,NaN,,,NaN,,NaN,,NaN,,,
18701,30,96,NaN,14,77,NaN,100,NaN,77,NaN,129,9,72
18702,,,NaN,,,NaN,,NaN,,NaN,,,
18703,30,97,NaN,14,77,NaN,100,NaN,77,NaN,130,9,73
18704,,,NaN,,,NaN,,NaN,,NaN,,,
18705,30,96,NaN,14,77,NaN,100,NaN,77,NaN,130,9,72
18706,,,NaN,,,NaN,,NaN,,NaN,,,
18707,30,96,NaN,14,77,NaN,100,NaN,77,NaN,129,9,73
18708,,,NaN,,,NaN,,NaN,,NaN,,,
18709,30,96,NaN,14,77,NaN,100,NaN,77,NaN,129,9,73
18710,,,NaN,,,NaN,,NaN,,NaN,,,
18711,30,94,NaN,14,76,NaN,100,NaN,76,NaN,126,9,70
18712,,,NaN,,,NaN,,NaN,,NaN,,,
18713,30,92,NaN,14,76,NaN,100,NaN,76,NaN,124,9,68
18714,,,NaN,,,NaN,,NaN,,NaN,,,
18715,29,91,NaN,14,75,NaN,100,NaN,76,NaN,123,9,68
18716,,,NaN,,,NaN,,NaN,,NaN,,,
18717,29,92,NaN,14,75,NaN,100,NaN,76,NaN,126,9,70
18718,,,NaN,,,NaN,,NaN,,NaN,,,
18719,29,93,NaN,14,75,NaN,100,NaN,75,NaN,126,9,71
18720,,,NaN,,,NaN,,NaN,,NaN,,,
18721,29,94,NaN,14,75,NaN,100,NaN,76,NaN,128,9,71
18722,,,NaN,,,NaN,,NaN,,NaN,,,
18723,30,94,NaN,14,75,NaN,100,NaN,76,NaN,127,9,71
18724,,,NaN,,,NaN,,NaN,,NaN,,,
18725,30,96,NaN,14,75,NaN,100,NaN,76,NaN,129,9,72
18726,,,NaN,,,NaN,,NaN,,NaN,,,
18727,30,95,NaN,14,75,NaN,100,NaN,77,NaN,127,9,71
18728,,,NaN,,,NaN,,NaN,,NaN,,,
18729,30,95,NaN,14,76,NaN,100,NaN,77,NaN,129,9,72
