time,Solar8000/PLETH_SPO2,Solar8000/ETCO2,Solar8000/HR,SNUADC/ECG_V5,Solar8000/RR_CO2,Solar8000/CVP,Solar8000/ART_MBP,Solar8000/PLETH_HR,SNUADC/ART,Solar8000/ART_SBP,SNUADC/CVP,Solar8000/ART_DBP,SNUADC/ECG_II
6772,,,,NaN,,,,,NaN,,NaN,,NaN
6773,98,36,82,NaN,17,6,83,83,NaN,119,NaN,59,NaN
6774,,,,NaN,,,,,NaN,,NaN,,NaN
6775,98,36,82,NaN,17,6,83,83,NaN,118,NaN,59,NaN
6776,,,,NaN,,,,,NaN,,NaN,,NaN
6777,98,36,82,NaN,17,6,83,83,NaN,119,NaN,59,NaN
6778,,,,NaN,,,,,NaN,,NaN,,NaN
6779,98,37,82,NaN,17,6,83,82,NaN,118,NaN,59,NaN
6780,,,,NaN,,,,,NaN,,NaN,,NaN
6781,99,37,82,NaN,17,6,83,82,NaN,118,NaN,59,NaN
6782,,,,NaN,,,,,NaN,,NaN,,NaN
6783,98,37,82,NaN,17,6,83,82,NaN,119,NaN,59,NaN
6784,,,,NaN,,,,,NaN,,NaN,,NaN
6785,98,37,82,NaN,17,6,82,82,NaN,118,NaN,59,NaN
6786,,,,NaN,,,,,NaN,,NaN,,NaN
6787,99,37,82,NaN,17,5,82,82,NaN,119,NaN,58,NaN
6788,,,,NaN,,,,,NaN,,NaN,,NaN
6789,99,37,82,NaN,17,5,82,82,NaN,118,NaN,59,NaN
6790,,,,NaN,,,,,NaN,,NaN,,NaN
6791,99,37,82,NaN,17,5,82,82,NaN,118,NaN,59,NaN
6792,,,,NaN,,,,,NaN,,NaN,,NaN
6793,99,37,81,NaN,17,5,82,82,NaN,118,NaN,59,NaN
6794,,,,NaN,,,,,NaN,,NaN,,NaN
6795,98,37,81,NaN,17,5,82,82,NaN,118,NaN,59,NaN
6796,,,,NaN,,,,,NaN,,NaN,,NaN
6797,98,37,81,NaN,17,5,82,82,NaN,118,NaN,59,NaN
6798,,,,NaN,,,,,NaN,,NaN,,NaN
6799,98,36,81,NaN,17,5,82,82,NaN,117,NaN,58,NaN
6800,,,,NaN,,,,,NaN,,NaN,,NaN
6801,98,36,81,NaN,17,5,82,82,NaN,118,NaN,58,NaN
6802,,,,NaN,,,,,NaN,,NaN,,NaN
6803,98,36,81,NaN,17,5,82,82,NaN,117,NaN,58,NaN
6804,,,,NaN,,,,,NaN,,NaN,,NaN
6805,98,37,81,NaN,17,6,82,82,NaN,118,NaN,58,NaN
6806,,,,NaN,,,,,NaN,,NaN,,NaN
6807,98,37,81,NaN,17,6,82,82,NaN,117,NaN,59,NaN
6808,,,,NaN,,,,,NaN,,NaN,,NaN
6809,98,37,81,NaN,17,6,82,82,NaN,118,NaN,58,NaN
6810,,,,NaN,,,,,NaN,,NaN,,NaN
6811,98,37,81,NaN,17,6,82,82,NaN,117,NaN,59,NaN
6812,,,,NaN,,,,,NaN,,NaN,,NaN
6813,98,37,81,NaN,17,6,82,82,NaN,117,NaN,59,NaN
6814,,,,NaN,,,,,NaN,,NaN,,NaN
6815,98,37,81,NaN,17,6,82,82,NaN,118,NaN,59,NaN
6816,,,,NaN,,,,,NaN,,NaN,,NaN
6817,98,37,81,NaN,17,6,82,82,NaN,117,NaN,58,NaN
6818,,,,NaN,,,,,NaN,,NaN,,NaN
6819,98,37,81,NaN,17,6,82,82,NaN,118,NaN,59,NaN
6820,,,,NaN,,,,,NaN,,NaN,,NaN
6821,98,37,81,NaN,17,5,82,82,NaN,117,NaN,59,NaN
6822,,,,NaN,,,,,NaN,,NaN,,NaN
6823,98,37,81,NaN,17,5,82,82,NaN,117,NaN,58,NaN
6824,,,,NaN,,,,,NaN,,NaN,,NaN
6825,98,37,81,NaN,17,6,82,82,NaN,117,NaN,59,NaN
6826,,,,NaN,,,,,NaN,,NaN,,NaN
6827,98,37,81,NaN,17,6,82,82,NaN,117,NaN,58,NaN
6828,,,,NaN,,,,,NaN,,NaN,,NaN
6829,98,37,81,NaN,17,6,82,82,NaN,118,NaN,59,NaN
6830,,,,NaN,,,,,NaN,,NaN,,NaN
6831,98,37,81,NaN,17,6,82,82,NaN,117,NaN,59,NaN
6832,,,,NaN,,,,,NaN,,NaN,,NaN
6833,98,36,81,NaN,17,6,83,82,NaN,118,NaN,59,NaN
6834,,,,NaN,,,,,NaN,,NaN,,NaN
6835,98,36,81,NaN,17,6,82,82,NaN,118,NaN,59,NaN
6836,,,,NaN,,,,,NaN,,NaN,,NaN
6837,98,36,81,NaN,17,6,83,82,NaN,118,NaN,59,NaN
6838,,,,NaN,,,,,NaN,,NaN,,NaN
6839,98,37,81,NaN,17,6,82,82,NaN,118,NaN,59,NaN
6840,,,,NaN,,,,,NaN,,NaN,,NaN
6841,98,37,81,NaN,17,6,82,81,NaN,118,NaN,58,NaN
6842,,,,NaN,,,,,NaN,,NaN,,NaN
6843,98,37,81,NaN,17,6,82,81,NaN,118,NaN,59,NaN
6844,,,,NaN,,,,,NaN,,NaN,,NaN
6845,98,37,81,NaN,17,6,82,81,NaN,117,NaN,59,NaN
6846,,,,NaN,,,,,NaN,,NaN,,NaN
6847,98,37,81,NaN,17,6,82,81,NaN,118,NaN,59,NaN
6848,,,,NaN,,,,,NaN,,NaN,,NaN
6849,98,37,81,NaN,17,6,82,81,NaN,117,NaN,59,NaN
6850,,,,NaN,,,,,NaN,,NaN,,NaN
6851,98,37,81,NaN,17,6,82,81,NaN,118,NaN,59,NaN
6852,,,,NaN,,,,,NaN,,NaN,,NaN
6853,98,37,80,NaN,17,6,83,81,NaN,117,NaN,60,NaN
6854,,,,NaN,,,,,NaN,,NaN,,NaN
6855,98,37,81,NaN,17,5,84,81,NaN,122,NaN,61,NaN
6856,,,,NaN,,,,,NaN,,NaN,,NaN
6857,99,37,82,NaN,17,5,86,82,NaN,126,NaN,62,NaN
6858,,,,NaN,,,,,NaN,,NaN,,NaN
6859,99,37,83,NaN,17,5,87,83,NaN,126,NaN,62,NaN
6860,,,,NaN,,,,,NaN,,NaN,,NaN
6861,99,37,84,NaN,17,5,87,84,NaN,127,NaN,63,NaN
6862,,,,NaN,,,,,NaN,,NaN,,NaN
6863,99,37,85,NaN,17,5,87,85,NaN,126,NaN,63,NaN
6864,,,,NaN,,,,,NaN,,NaN,,NaN
6865,99,37,86,NaN,17,5,88,86,NaN,127,NaN,64,NaN
6866,,,,NaN,,,,,NaN,,NaN,,NaN
6867,99,37,87,NaN,17,5,89,87,NaN,127,NaN,64,NaN
6868,,,,NaN,,,,,NaN,,NaN,,NaN
6869,99,37,87,NaN,17,6,90,88,NaN,128,NaN,65,NaN
6870,,,,NaN,,,,,NaN,,NaN,,NaN
6871,99,37,87,NaN,17,6,91,88,NaN,130,NaN,66,NaN
6872,,,,NaN,,,,,NaN,,NaN,,NaN
6873,99,36,88,NaN,17,5,92,88,NaN,131,NaN,67,NaN
6874,,,,NaN,,,,,NaN,,NaN,,NaN
6875,99,36,88,NaN,17,5,93,89,NaN,133,NaN,68,NaN
6876,,,,NaN,,,,,NaN,,NaN,,NaN
6877,99,36,88,NaN,17,5,94,89,NaN,135,NaN,68,NaN
6878,,,,NaN,,,,,NaN,,NaN,,NaN
6879,99,36,89,NaN,17,5,96,89,NaN,139,NaN,70,NaN
6880,,,,NaN,,,,,NaN,,NaN,,NaN
6881,99,37,89,NaN,17,5,97,90,NaN,139,NaN,70,NaN
6882,,,,NaN,,,,,NaN,,NaN,,NaN
6883,99,37,89,NaN,17,5,98,90,NaN,139,NaN,71,NaN
6884,,,,NaN,,,,,NaN,,NaN,,NaN
6885,99,37,90,NaN,17,5,98,90,NaN,138,NaN,71,NaN
6886,,,,NaN,,,,,NaN,,NaN,,NaN
6887,99,37,90,NaN,17,5,98,90,NaN,138,NaN,70,NaN
6888,,,,NaN,,,,,NaN,,NaN,,NaN
6889,99,37,90,NaN,17,6,98,90,NaN,138,NaN,71,NaN
6890,,,,NaN,,,,,NaN,,NaN,,NaN
6891,99,37,89,NaN,17,6,97,90,NaN,137,NaN,69,NaN
6892,,,,NaN,,,,,NaN,,NaN,,NaN
6893,99,37,89,NaN,17,5,97,90,NaN,137,NaN,70,NaN
6894,,,,NaN,,,,,NaN,,NaN,,NaN
6895,99,37,89,NaN,17,5,97,89,NaN,136,NaN,70,NaN
6896,,,,NaN,,,,,NaN,,NaN,,NaN
6897,99,37,89,NaN,17,5,97,89,NaN,136,NaN,69,NaN
6898,,,,NaN,,,,,NaN,,NaN,,NaN
6899,99,37,88,NaN,17,5,97,89,NaN,136,NaN,70,NaN
6900,,,,NaN,,,,,NaN,,NaN,,NaN
6901,99,37,88,NaN,17,5,96,89,NaN,135,NaN,68,NaN
6902,,,,NaN,,,,,NaN,,NaN,,NaN
6903,99,37,88,NaN,17,5,96,88,NaN,136,NaN,68,NaN
6904,,,,NaN,,,,,NaN,,NaN,,NaN
6905,99,37,88,NaN,17,5,95,88,NaN,134,NaN,68,NaN
6906,,,,NaN,,,,,NaN,,NaN,,NaN
6907,99,37,87,NaN,17,6,95,88,NaN,136,NaN,68,NaN
6908,,,,NaN,,,,,NaN,,NaN,,NaN
6909,99,37,87,NaN,17,6,96,88,NaN,137,NaN,69,NaN
6910,,,,NaN,,,,,NaN,,NaN,,NaN
6911,99,37,88,NaN,17,6,96,88,NaN,138,NaN,68,NaN
6912,,,,NaN,,,,,NaN,,NaN,,NaN
6913,99,37,88,NaN,17,6,96,89,NaN,137,NaN,69,NaN
6914,,,,NaN,,,,,NaN,,NaN,,NaN
6915,99,37,89,NaN,17,5,96,89,NaN,137,NaN,69,NaN
6916,,,,NaN,,,,,NaN,,NaN,,NaN
6917,99,37,89,NaN,17,5,97,90,NaN,138,NaN,70,NaN
6918,,,,NaN,,,,,NaN,,NaN,,NaN
6919,99,37,90,NaN,17,5,97,91,NaN,137,NaN,70,NaN
6920,,,,NaN,,,,,NaN,,NaN,,NaN
6921,99,37,90,NaN,17,5,98,91,NaN,138,NaN,71,NaN
6922,,,,NaN,,,,,NaN,,NaN,,NaN
6923,99,37,91,NaN,17,5,98,91,NaN,137,NaN,71,NaN
6924,,,,NaN,,,,,NaN,,NaN,,NaN
6925,99,37,91,NaN,17,5,99,91,NaN,138,NaN,71,NaN
6926,,,,NaN,,,,,NaN,,NaN,,NaN
6927,99,37,91,NaN,17,6,99,91,NaN,138,NaN,72,NaN
6928,,,,NaN,,,,,NaN,,NaN,,NaN
6929,99,37,91,NaN,17,6,99,91,NaN,139,NaN,71,NaN
6930,,,,NaN,,,,,NaN,,NaN,,NaN
6931,99,37,90,NaN,17,6,100,91,NaN,140,NaN,72,NaN
6932,,,,NaN,,,,,NaN,,NaN,,NaN
6933,99,37,90,NaN,17,5,100,91,NaN,141,NaN,72,NaN
6934,,,,NaN,,,,,NaN,,NaN,,NaN
6935,99,37,90,NaN,17,5,101,91,NaN,143,NaN,72,NaN
6936,,,,NaN,,,,,NaN,,NaN,,NaN
6937,99,37,91,NaN,17,5,100,91,NaN,141,NaN,72,NaN
6938,,,,NaN,,,,,NaN,,NaN,,NaN
6939,99,37,91,NaN,17,5,101,91,NaN,141,NaN,72,NaN
6940,,,,NaN,,,,,NaN,,NaN,,NaN
6941,99,37,91,NaN,17,5,100,92,NaN,139,NaN,72,NaN
6942,,,,NaN,,,,,NaN,,NaN,,NaN
6943,99,37,91,NaN,17,5,100,92,NaN,139,NaN,71,NaN
6944,,,,NaN,,,,,NaN,,NaN,,NaN
6945,99,37,91,NaN,17,5,99,91,NaN,138,NaN,72,NaN
6946,,,,NaN,,,,,NaN,,NaN,,NaN
6947,99,37,91,NaN,17,5,99,91,NaN,138,NaN,71,NaN
6948,,,,NaN,,,,,NaN,,NaN,,NaN
6949,99,37,90,NaN,17,5,99,91,NaN,138,NaN,71,NaN
6950,,,,NaN,,,,,NaN,,NaN,,NaN
6951,99,37,90,NaN,17,5,98,91,NaN,136,NaN,70,NaN
6952,,,,NaN,,,,,NaN,,NaN,,NaN
6953,99,38,90,NaN,17,5,98,91,NaN,137,NaN,70,NaN
6954,,,,NaN,,,,,NaN,,NaN,,NaN
6955,99,38,90,NaN,17,5,97,91,NaN,135,NaN,70,NaN
6956,,,,NaN,,,,,NaN,,NaN,,NaN
6957,99,38,90,NaN,17,5,97,91,NaN,136,NaN,70,NaN
6958,,,,NaN,,,,,NaN,,NaN,,NaN
6959,99,38,90,NaN,17,5,97,91,NaN,134,NaN,70,NaN
6960,,,,NaN,,,,,NaN,,NaN,,NaN
6961,99,38,90,NaN,17,5,97,91,NaN,134,NaN,69,NaN
6962,,,,NaN,,,,,NaN,,NaN,,NaN
6963,99,38,90,NaN,17,5,97,91,NaN,134,NaN,70,NaN
6964,,,,NaN,,,,,NaN,,NaN,,NaN
6965,99,37,90,NaN,17,5,96,91,NaN,133,NaN,69,NaN
6966,,,,NaN,,,,,NaN,,NaN,,NaN
6967,99,37,90,NaN,17,5,97,91,NaN,134,NaN,70,NaN
6968,,,,NaN,,,,,NaN,,NaN,,NaN
6969,99,37,90,NaN,17,5,96,90,NaN,133,NaN,70,NaN
6970,,,,NaN,,,,,NaN,,NaN,,NaN
6971,99,37,90,NaN,17,5,97,90,NaN,134,NaN,69,NaN
6972,,,,NaN,,,,,NaN,,NaN,,NaN
6973,99,38,90,NaN,17,5,96,90,NaN,133,NaN,70,NaN
6974,,,,NaN,,,,,NaN,,NaN,,NaN
6975,99,38,90,NaN,17,5,96,90,NaN,133,NaN,69,NaN
6976,,,,NaN,,,,,NaN,,NaN,,NaN
6977,99,38,90,NaN,17,5,97,90,NaN,133,NaN,70,NaN
6978,,,,NaN,,,,,NaN,,NaN,,NaN
6979,99,37,90,NaN,17,5,96,90,NaN,133,NaN,69,NaN
6980,,,,NaN,,,,,NaN,,NaN,,NaN
6981,99,37,90,NaN,17,5,96,90,NaN,134,NaN,70,NaN
6982,,,,NaN,,,,,NaN,,NaN,,NaN
6983,99,37,90,NaN,17,5,96,90,NaN,132,NaN,68,NaN
6984,,,,NaN,,,,,NaN,,NaN,,NaN
6985,99,38,90,NaN,17,5,96,90,NaN,132,NaN,68,NaN
6986,,,,NaN,,,,,NaN,,NaN,,NaN
6987,99,38,89,NaN,17,5,95,90,NaN,131,NaN,69,NaN
6988,,,,NaN,,,,,NaN,,NaN,,NaN
6989,99,38,89,NaN,17,5,95,90,NaN,131,NaN,68,NaN
6990,,,,NaN,,,,,NaN,,NaN,,NaN
6991,99,37,89,NaN,17,5,95,90,NaN,131,NaN,69,NaN
6992,,,,NaN,,,,,NaN,,NaN,,NaN
6993,99,37,89,NaN,17,5,95,90,NaN,131,NaN,68,NaN
6994,,,,NaN,,,,,NaN,,NaN,,NaN
6995,99,37,89,NaN,17,5,95,89,NaN,131,NaN,69,NaN
6996,,,,NaN,,,,,NaN,,NaN,,NaN
6997,99,37,89,NaN,17,5,95,89,NaN,131,NaN,68,NaN
6998,,,,NaN,,,,,NaN,,NaN,,NaN
6999,99,38,89,NaN,17,5,96,90,NaN,132,NaN,69,NaN
7000,,,,NaN,,,,,NaN,,NaN,,NaN
7001,99,38,89,NaN,17,5,96,90,NaN,132,NaN,69,NaN
7002,,,,NaN,,,,,NaN,,NaN,,NaN
7003,99,38,89,NaN,17,5,96,90,NaN,132,NaN,69,NaN
7004,,,,NaN,,,,,NaN,,NaN,,NaN
7005,99,38,89,NaN,17,5,95,90,NaN,131,NaN,69,NaN
7006,,,,NaN,,,,,NaN,,NaN,,NaN
7007,99,38,89,NaN,17,5,95,89,NaN,131,NaN,68,NaN
7008,,,,NaN,,,,,NaN,,NaN,,NaN
7009,99,38,88,NaN,17,5,95,89,NaN,131,NaN,68,NaN
7010,,,,NaN,,,,,NaN,,NaN,,NaN
7011,99,37,88,NaN,17,5,94,89,NaN,130,NaN,68,NaN
7012,,,,NaN,,,,,NaN,,NaN,,NaN
7013,99,37,88,NaN,17,5,95,88,NaN,131,NaN,68,NaN
7014,,,,NaN,,,,,NaN,,NaN,,NaN
7015,99,37,88,NaN,17,5,94,88,NaN,129,NaN,68,NaN
7016,,,,NaN,,,,,NaN,,NaN,,NaN
7017,99,37,88,NaN,17,5,94,88,NaN,130,NaN,67,NaN
7018,,,,NaN,,,,,NaN,,NaN,,NaN
7019,99,37,87,NaN,17,5,94,88,NaN,130,NaN,68,NaN
7020,,,,NaN,,,,,NaN,,NaN,,NaN
7021,99,37,87,NaN,17,6,94,88,NaN,130,NaN,67,NaN
7022,,,,NaN,,,,,NaN,,NaN,,NaN
7023,99,37,87,NaN,17,6,94,88,NaN,131,NaN,67,NaN
7024,,,,NaN,,,,,NaN,,NaN,,NaN
7025,99,37,87,NaN,17,6,93,88,NaN,130,NaN,67,NaN
7026,,,,NaN,,,,,NaN,,NaN,,NaN
7027,99,37,88,NaN,17,6,94,88,NaN,131,NaN,68,NaN
7028,,,,NaN,,,,,NaN,,NaN,,NaN
7029,99,37,88,NaN,17,6,93,88,NaN,129,NaN,67,NaN
7030,,,,NaN,,,,,NaN,,NaN,,NaN
7031,99,37,88,NaN,17,6,94,88,NaN,130,NaN,67,NaN
7032,,,,NaN,,,,,NaN,,NaN,,NaN
7033,99,37,88,NaN,17,6,93,88,NaN,129,NaN,67,NaN
7034,,,,NaN,,,,,NaN,,NaN,,NaN
7035,99,37,88,NaN,17,6,93,88,NaN,129,NaN,67,NaN
7036,,,,NaN,,,,,NaN,,NaN,,NaN
7037,98,37,88,NaN,17,6,93,88,NaN,129,NaN,68,NaN
7038,,,,NaN,,,,,NaN,,NaN,,NaN
7039,98,37,88,NaN,17,5,93,88,NaN,128,NaN,67,NaN
7040,,,,NaN,,,,,NaN,,NaN,,NaN
7041,98,37,88,NaN,17,5,93,88,NaN,129,NaN,67,NaN
7042,,,,NaN,,,,,NaN,,NaN,,NaN
7043,99,38,87,NaN,17,5,92,88,NaN,127,NaN,67,NaN
7044,,,,NaN,,,,,NaN,,NaN,,NaN
7045,99,38,87,NaN,17,5,93,88,NaN,129,NaN,67,NaN
7046,,,,NaN,,,,,NaN,,NaN,,NaN
7047,99,38,87,NaN,17,6,92,87,NaN,127,NaN,66,NaN
7048,,,,NaN,,,,,NaN,,NaN,,NaN
7049,99,38,86,NaN,17,6,91,87,NaN,127,NaN,66,NaN
7050,,,,NaN,,,,,NaN,,NaN,,NaN
7051,99,38,86,NaN,17,6,92,87,NaN,128,NaN,66,NaN
7052,,,,NaN,,,,,NaN,,NaN,,NaN
7053,99,38,86,NaN,17,6,91,86,NaN,127,NaN,66,NaN
7054,,,,NaN,,,,,NaN,,NaN,,NaN
7055,99,38,86,NaN,17,6,92,86,NaN,128,NaN,66,NaN
7056,,,,NaN,,,,,NaN,,NaN,,NaN
7057,99,38,86,NaN,17,6,92,87,NaN,128,NaN,66,NaN
7058,,,,NaN,,,,,NaN,,NaN,,NaN
7059,99,38,87,NaN,17,6,92,87,NaN,128,NaN,67,NaN
7060,,,,NaN,,,,,NaN,,NaN,,NaN
7061,99,38,87,NaN,17,6,92,87,NaN,128,NaN,67,NaN
7062,,,,NaN,,,,,NaN,,NaN,,NaN
7063,99,37,87,NaN,17,6,92,88,NaN,128,NaN,67,NaN
7064,,,,NaN,,,,,NaN,,NaN,,NaN
7065,99,37,87,NaN,17,6,93,88,NaN,129,NaN,68,NaN
7066,,,,NaN,,,,,NaN,,NaN,,NaN
7067,99,37,87,NaN,17,6,92,88,NaN,128,NaN,67,NaN
7068,,,,NaN,,,,,NaN,,NaN,,NaN
7069,99,37,87,NaN,17,5,93,88,NaN,129,NaN,68,NaN
7070,,,,NaN,,,,,NaN,,NaN,,NaN
7071,99,37,87,NaN,17,5,92,88,NaN,129,NaN,68,NaN
7072,,,,NaN,,,,,NaN,,NaN,,NaN
7073,99,37,87,NaN,17,5,93,87,NaN,130,NaN,68,NaN
7074,,,,NaN,,,,,NaN,,NaN,,NaN
7075,99,37,87,NaN,17,5,93,87,NaN,128,NaN,68,NaN
7076,,,,NaN,,,,,NaN,,NaN,,NaN
7077,99,37,87,NaN,17,5,94,87,NaN,131,NaN,69,NaN
7078,,,,NaN,,,,,NaN,,NaN,,NaN
7079,99,37,86,NaN,17,5,94,87,NaN,131,NaN,70,NaN
7080,,,,NaN,,,,,NaN,,NaN,,NaN
7081,99,37,86,NaN,17,4,94,87,NaN,131,NaN,69,NaN
7082,,,,NaN,,,,,NaN,,NaN,,NaN
7083,99,37,87,NaN,17,4,94,87,NaN,132,NaN,70,NaN
7084,,,,NaN,,,,,NaN,,NaN,,NaN
7085,99,37,87,NaN,17,4,93,87,NaN,130,NaN,68,NaN
7086,,,,NaN,,,,,NaN,,NaN,,NaN
7087,99,37,87,NaN,17,4,94,88,NaN,132,NaN,70,NaN
7088,,,,NaN,,,,,NaN,,NaN,,NaN
7089,99,37,88,NaN,17,5,94,88,NaN,131,NaN,70,NaN
7090,,,,NaN,,,,,NaN,,NaN,,NaN
7091,99,37,88,NaN,17,5,94,88,NaN,133,NaN,69,NaN
7092,,,,NaN,,,,,NaN,,NaN,,NaN
7093,99,37,88,NaN,17,5,94,89,NaN,133,NaN,70,NaN
7094,,,,NaN,,,,,NaN,,NaN,,NaN
7095,99,36,88,NaN,17,5,95,89,NaN,134,NaN,70,NaN
7096,,,,NaN,,,,,NaN,,NaN,,NaN
7097,99,36,88,NaN,17,5,96,89,NaN,136,NaN,71,NaN
7098,,,,NaN,,,,,NaN,,NaN,,NaN
7099,99,36,88,NaN,17,5,96,89,NaN,135,NaN,70,NaN
7100,,,,NaN,,,,,NaN,,NaN,,NaN
7101,99,37,89,NaN,17,5,97,89,NaN,136,NaN,71,NaN
7102,,,,NaN,,,,,NaN,,NaN,,NaN
7103,99,37,89,NaN,17,5,96,90,NaN,134,NaN,71,NaN
7104,,,,NaN,,,,,NaN,,NaN,,NaN
7105,99,37,90,NaN,17,5,96,90,NaN,135,NaN,71,NaN
7106,,,,NaN,,,,,NaN,,NaN,,NaN
7107,99,37,89,NaN,17,5,96,90,NaN,134,NaN,71,NaN
7108,,,,NaN,,,,,NaN,,NaN,,NaN
7109,99,37,89,NaN,17,5,96,90,NaN,134,NaN,70,NaN
7110,,,,NaN,,,,,NaN,,NaN,,NaN
7111,99,37,90,NaN,17,5,97,90,NaN,135,NaN,71,NaN
7112,,,,NaN,,,,,NaN,,NaN,,NaN
7113,99,37,90,NaN,17,5,96,90,NaN,134,NaN,70,NaN
7114,,,,NaN,,,,,NaN,,NaN,,NaN
7115,99,37,90,NaN,17,5,96,90,NaN,135,NaN,71,NaN
7116,,,,NaN,,,,,NaN,,NaN,,NaN
7117,99,37,89,NaN,17,5,95,90,NaN,133,NaN,70,NaN
7118,,,,NaN,,,,,NaN,,NaN,,NaN
7119,99,37,89,NaN,17,5,96,90,NaN,134,NaN,70,NaN
7120,,,,NaN,,,,,NaN,,NaN,,NaN
7121,99,37,89,NaN,17,5,95,90,NaN,133,NaN,69,NaN
7122,,,,NaN,,,,,NaN,,NaN,,NaN
7123,99,37,89,NaN,17,5,95,89,NaN,134,NaN,69,NaN
7124,,,,NaN,,,,,NaN,,NaN,,NaN
7125,99,37,89,NaN,17,5,96,89,NaN,134,NaN,71,NaN
7126,,,,NaN,,,,,NaN,,NaN,,NaN
7127,98,37,89,NaN,17,5,96,89,NaN,134,NaN,70,NaN
7128,,,,NaN,,,,,NaN,,NaN,,NaN
7129,98,37,89,NaN,17,4,96,89,NaN,134,NaN,71,NaN
7130,,,,NaN,,,,,NaN,,NaN,,NaN
7131,98,37,89,NaN,17,4,95,89,NaN,133,NaN,70,NaN
7132,,,,NaN,,,,,NaN,,NaN,,NaN
7133,98,36,88,NaN,17,5,96,89,NaN,134,NaN,70,NaN
7134,,,,NaN,,,,,NaN,,NaN,,NaN
7135,98,36,88,NaN,17,5,95,89,NaN,132,NaN,70,NaN
7136,,,,NaN,,,,,NaN,,NaN,,NaN
7137,98,36,88,NaN,17,5,96,89,NaN,134,NaN,70,NaN
7138,,,,NaN,,,,,NaN,,NaN,,NaN
7139,99,37,88,NaN,17,5,96,88,NaN,134,NaN,71,NaN
7140,,,,NaN,,,,,NaN,,NaN,,NaN
7141,99,37,88,NaN,17,4,95,88,NaN,134,NaN,70,NaN
7142,,,,NaN,,,,,NaN,,NaN,,NaN
7143,99,37,88,NaN,17,4,95,88,NaN,134,NaN,70,NaN
7144,,,,NaN,,,,,NaN,,NaN,,NaN
7145,99,37,87,NaN,17,4,95,88,NaN,133,NaN,70,NaN
7146,,,,NaN,,,,,NaN,,NaN,,NaN
7147,99,37,88,NaN,17,4,96,88,NaN,135,NaN,71,NaN
7148,,,,NaN,,,,,NaN,,NaN,,NaN
7149,99,37,88,NaN,17,5,95,88,NaN,133,NaN,70,NaN
7150,,,,NaN,,,,,NaN,,NaN,,NaN
7151,99,36,88,NaN,17,5,96,89,NaN,136,NaN,70,NaN
7152,,,,NaN,,,,,NaN,,NaN,,NaN
7153,99,36,88,NaN,17,5,95,89,NaN,134,NaN,70,NaN
7154,,,,NaN,,,,,NaN,,NaN,,NaN
7155,99,36,88,NaN,17,5,95,89,NaN,134,NaN,69,NaN
7156,,,,NaN,,,,,NaN,,NaN,,NaN
7157,99,36,88,NaN,17,5,96,89,NaN,136,NaN,71,NaN
7158,,,,NaN,,,,,NaN,,NaN,,NaN
7159,99,37,88,NaN,17,5,96,89,NaN,137,NaN,71,NaN
7160,,,,NaN,,,,,NaN,,NaN,,NaN
7161,99,37,89,NaN,17,5,98,89,NaN,139,NaN,72,NaN
7162,,,,NaN,,,,,NaN,,NaN,,NaN
7163,99,37,89,NaN,17,5,97,89,NaN,138,NaN,71,NaN
7164,,,,NaN,,,,,NaN,,NaN,,NaN
7165,99,37,89,NaN,17,5,98,89,NaN,138,NaN,71,NaN
7166,,,,NaN,,,,,NaN,,NaN,,NaN
7167,99,37,88,NaN,17,5,98,89,NaN,139,NaN,72,NaN
7168,,,,NaN,,,,,NaN,,NaN,,NaN
7169,99,37,88,NaN,17,5,99,88,NaN,140,NaN,72,NaN
7170,,,,NaN,,,,,NaN,,NaN,,NaN
7171,99,37,88,NaN,17,6,100,88,NaN,141,NaN,73,NaN
7172,,,,NaN,,,,,NaN,,NaN,,NaN
7173,99,37,88,NaN,17,6,99,88,NaN,140,NaN,72,NaN
7174,,,,NaN,,,,,NaN,,NaN,,NaN
7175,99,37,88,NaN,17,6,100,89,NaN,141,NaN,73,NaN
7176,,,,NaN,,,,,NaN,,NaN,,NaN
7177,99,37,88,NaN,17,6,100,89,NaN,139,NaN,73,NaN
7178,,,,NaN,,,,,NaN,,NaN,,NaN
7179,99,37,88,NaN,17,6,101,89,NaN,141,NaN,74,NaN
7180,,,,NaN,,,,,NaN,,NaN,,NaN
7181,99,37,88,NaN,17,6,100,89,NaN,139,NaN,73,NaN
7182,,,,NaN,,,,,NaN,,NaN,,NaN
7183,99,37,88,NaN,17,5,100,89,NaN,140,NaN,73,NaN
7184,,,,NaN,,,,,NaN,,NaN,,NaN
7185,99,37,88,NaN,17,5,100,88,NaN,140,NaN,74,NaN
7186,,,,NaN,,,,,NaN,,NaN,,NaN
7187,99,37,88,NaN,17,5,100,88,NaN,140,NaN,73,NaN
7188,,,,NaN,,,,,NaN,,NaN,,NaN
7189,99,37,88,NaN,17,5,101,88,NaN,141,NaN,74,NaN
7190,,,,NaN,,,,,NaN,,NaN,,NaN
7191,99,37,88,NaN,17,5,100,89,NaN,140,NaN,73,NaN
7192,,,,NaN,,,,,NaN,,NaN,,NaN
7193,99,37,88,NaN,17,5,101,89,NaN,141,NaN,74,NaN
7194,,,,NaN,,,,,NaN,,NaN,,NaN
7195,99,37,88,NaN,17,5,101,89,NaN,140,NaN,74,NaN
7196,,,,NaN,,,,,NaN,,NaN,,NaN
