time,Solar8000/PLETH_HR,Solar8000/HR,Solar8000/CVP,SNUADC/ECG_V5,Solar8000/ART_DBP,SNUADC/CVP,Solar8000/ART_MBP,Solar8000/ART_SBP,Solar8000/RR_CO2,SNUADC/ECG_II,Solar8000/ETCO2,Solar8000/PLETH_SPO2,SNUADC/ART
441,,,,NaN,,NaN,,,,NaN,,,NaN
442,91,91,-11,NaN,,NaN,25,,,NaN,,100,NaN
443,,,,NaN,,NaN,,,,NaN,,,NaN
444,91,90,-11,NaN,,NaN,25,,,NaN,,100,NaN
445,,,,NaN,,NaN,,,,NaN,,,NaN
446,90,89,-11,NaN,,NaN,25,,,NaN,,100,NaN
447,,,,NaN,,NaN,,,,NaN,,,NaN
448,90,89,-11,NaN,,NaN,25,,,NaN,,100,NaN
449,,,,NaN,,NaN,,,,NaN,,,NaN
450,89,89,-11,NaN,,NaN,25,,,NaN,,100,NaN
451,,,,NaN,,NaN,,,,NaN,,,NaN
452,89,88,-11,NaN,,NaN,25,,,NaN,,100,NaN
453,,,,NaN,,NaN,,,,NaN,,,NaN
454,88,86,-11,NaN,,NaN,25,,,NaN,,100,NaN
455,,,,NaN,,NaN,,,,NaN,,,NaN
456,86,85,-11,NaN,,NaN,25,,,NaN,,100,NaN
457,,,,NaN,,NaN,,,,NaN,,,NaN
458,86,85,-11,NaN,,NaN,26,,,NaN,,100,NaN
459,,,,NaN,,NaN,,,,NaN,,,NaN
460,86,85,-11,NaN,,NaN,26,,,NaN,,100,NaN
461,,,,NaN,,NaN,,,,NaN,,,NaN
462,85,84,-11,NaN,,NaN,26,,,NaN,,100,NaN
463,,,,NaN,,NaN,,,,NaN,,,NaN
464,84,83,-11,NaN,,NaN,26,,,NaN,,100,NaN
465,,,,NaN,,NaN,,,,NaN,,,NaN
466,83,82,-10,NaN,,NaN,25,,,NaN,,100,NaN
467,,,,NaN,,NaN,,,,NaN,,,NaN
468,82,82,-10,NaN,,NaN,25,,,NaN,,100,NaN
469,,,,NaN,,NaN,,,,NaN,,,NaN
470,82,81,-10,NaN,,NaN,25,,,NaN,,100,NaN
471,,,,NaN,,NaN,,,,NaN,,,NaN
472,81,81,-10,NaN,,NaN,25,,,NaN,,100,NaN
473,,,,NaN,,NaN,,,,NaN,,,NaN
474,81,81,-10,NaN,,NaN,25,,,NaN,,100,NaN
475,,,,NaN,,NaN,,,,NaN,,,NaN
476,81,81,-10,NaN,,NaN,25,,,NaN,,100,NaN
477,,,,NaN,,NaN,,,,NaN,,,NaN
478,81,81,-11,NaN,,NaN,25,,,NaN,,100,NaN
479,,,,NaN,,NaN,,,,NaN,,,NaN
480,81,80,-11,NaN,,NaN,25,,,NaN,,100,NaN
481,,,,NaN,,NaN,,,,NaN,,,NaN
482,80,79,-11,NaN,,NaN,25,,,NaN,,100,NaN
483,,,,NaN,,NaN,,,,NaN,,,NaN
484,79,78,-11,NaN,,NaN,25,,,NaN,,100,NaN
485,,,,NaN,,NaN,,,,NaN,,,NaN
486,78,77,-11,NaN,,NaN,26,,,NaN,,100,NaN
487,,,,NaN,,NaN,,,,NaN,,,NaN
488,78,77,-11,NaN,,NaN,26,,,NaN,,100,NaN
489,,,,NaN,,NaN,,,,NaN,,,NaN
490,78,78,-11,NaN,,NaN,26,,,NaN,,100,NaN
491,,,,NaN,,NaN,,,,NaN,,,NaN
492,79,78,-11,NaN,,NaN,26,,,NaN,,100,NaN
493,,,,NaN,,NaN,,,,NaN,,,NaN
494,79,78,-11,NaN,,NaN,25,,,NaN,,100,NaN
495,,,,NaN,,NaN,,,,NaN,,,NaN
496,78,78,-11,NaN,,NaN,25,,,NaN,,100,NaN
497,,,,NaN,,NaN,,,,NaN,,,NaN
498,78,77,-11,NaN,,NaN,25,,,NaN,,100,NaN
499,,,,NaN,,NaN,,,,NaN,,,NaN
500,77,76,-10,NaN,,NaN,25,,,NaN,,100,NaN
501,,,,NaN,,NaN,,,,NaN,,,NaN
502,77,76,-10,NaN,,NaN,25,,,NaN,,100,NaN
503,,,,NaN,,NaN,,,,NaN,,,NaN
504,77,76,-10,NaN,,NaN,25,,,NaN,,100,NaN
505,,,,NaN,,NaN,,,,NaN,,,NaN
506,77,76,-10,NaN,,NaN,25,,,NaN,,100,NaN
507,,,,NaN,,NaN,,,,NaN,,,NaN
508,76,75,-10,NaN,,NaN,25,,,NaN,,100,NaN
509,,,,NaN,,NaN,,,,NaN,,,NaN
510,76,75,-10,NaN,,NaN,25,,,NaN,,100,NaN
511,,,,NaN,,NaN,,,,NaN,,,NaN
512,76,74,-11,NaN,,NaN,25,,,NaN,,100,NaN
513,,,,NaN,,NaN,,,,NaN,,,NaN
514,75,75,-11,NaN,,NaN,25,,,NaN,,100,NaN
515,,,,NaN,,NaN,,,,NaN,,,NaN
516,76,75,-11,NaN,,NaN,25,,,NaN,,100,NaN
517,,,,NaN,,NaN,,,,NaN,,,NaN
518,77,76,-11,NaN,,NaN,25,,,NaN,,100,NaN
519,,,,NaN,,NaN,,,,NaN,,,NaN
520,77,77,-11,NaN,,NaN,25,,,NaN,,100,NaN
521,,,,NaN,,NaN,,,,NaN,,,NaN
522,78,78,-11,NaN,26,NaN,26,26,,NaN,,100,NaN
523,,,,NaN,,NaN,,,,NaN,,,NaN
524,79,79,-11,NaN,26,NaN,26,26,,NaN,,100,NaN
525,,,,NaN,,NaN,,,,NaN,,,NaN
526,79,79,-11,NaN,26,NaN,26,26,,NaN,,100,NaN
527,,,,NaN,,NaN,,,,NaN,,,NaN
528,79,79,-11,NaN,26,NaN,26,26,,NaN,,100,NaN
529,,,,NaN,,NaN,,,,NaN,,,NaN
530,79,78,-10,NaN,26,NaN,26,26,,NaN,,100,NaN
531,,,,NaN,,NaN,,,,NaN,,,NaN
532,78,78,-10,NaN,26,NaN,26,26,,NaN,,100,NaN
533,,,,NaN,,NaN,,,,NaN,,,NaN
534,78,78,-10,NaN,25,NaN,25,25,,NaN,,100,NaN
535,,,,NaN,,NaN,,,,NaN,,,NaN
536,78,78,-10,NaN,25,NaN,25,25,,NaN,,100,NaN
537,,,,NaN,,NaN,,,,NaN,,,NaN
538,79,78,-10,NaN,25,NaN,25,25,,NaN,,100,NaN
539,,,,NaN,,NaN,,,,NaN,,,NaN
540,79,78,-10,NaN,25,NaN,25,25,,NaN,,100,NaN
541,,,,NaN,,NaN,,,,NaN,,,NaN
542,79,78,-10,NaN,25,NaN,25,25,,NaN,,100,NaN
543,,,,NaN,,NaN,,,,NaN,,,NaN
544,79,78,-10,NaN,25,NaN,25,25,,NaN,,100,NaN
545,,,,NaN,,NaN,,,,NaN,,,NaN
546,79,78,-10,NaN,25,NaN,25,25,,NaN,,100,NaN
547,,,,NaN,,NaN,,,,NaN,,,NaN
548,79,78,-11,NaN,25,NaN,25,25,,NaN,,100,NaN
549,,,,NaN,,NaN,,,,NaN,,,NaN
550,78,77,-11,NaN,25,NaN,25,25,,NaN,,100,NaN
551,,,,NaN,,NaN,,,,NaN,,,NaN
552,78,77,-11,NaN,25,NaN,25,25,,NaN,,100,NaN
553,,,,NaN,,NaN,,,,NaN,,,NaN
554,78,76,-11,NaN,26,NaN,26,26,,NaN,,100,NaN
555,,,,NaN,,NaN,,,,NaN,,,NaN
556,78,77,-11,NaN,26,NaN,26,26,,NaN,,100,NaN
557,,,,NaN,,NaN,,,,NaN,,,NaN
558,78,78,-11,NaN,26,NaN,26,26,,NaN,,100,NaN
559,,,,NaN,,NaN,,,,NaN,,,NaN
560,79,78,-10,NaN,26,NaN,26,26,,NaN,,100,NaN
561,,,,NaN,,NaN,,,,NaN,,,NaN
562,78,78,-10,NaN,26,NaN,26,26,,NaN,,100,NaN
563,,,,NaN,,NaN,,,,NaN,,,NaN
564,79,78,-10,NaN,26,NaN,26,26,,NaN,,100,NaN
565,,,,NaN,,NaN,,,,NaN,,,NaN
566,79,78,-10,NaN,25,NaN,25,25,,NaN,,100,NaN
567,,,,NaN,,NaN,,,,NaN,,,NaN
568,78,78,-10,NaN,25,NaN,25,25,,NaN,,100,NaN
569,,,,NaN,,NaN,,,,NaN,,,NaN
570,78,77,-10,NaN,25,NaN,25,25,,NaN,,100,NaN
571,,,,NaN,,NaN,,,,NaN,,,NaN
572,78,77,-11,NaN,25,NaN,25,25,,NaN,,100,NaN
573,,,,NaN,,NaN,,,,NaN,,,NaN
574,78,77,-11,NaN,25,NaN,25,25,,NaN,,100,NaN
575,,,,NaN,,NaN,,,,NaN,,,NaN
576,78,77,-11,NaN,25,NaN,25,25,,NaN,,100,NaN
577,,,,NaN,,NaN,,,,NaN,,,NaN
578,78,77,-11,NaN,25,NaN,25,25,,NaN,,100,NaN
579,,,,NaN,,NaN,,,,NaN,,,NaN
580,78,78,-11,NaN,25,NaN,25,25,,NaN,,100,NaN
581,,,,NaN,,NaN,,,,NaN,,,NaN
582,78,78,-11,NaN,25,NaN,25,25,,NaN,,100,NaN
583,,,,NaN,,NaN,,,,NaN,,,NaN
584,78,78,-11,NaN,25,NaN,25,25,,NaN,,100,NaN
585,,,,NaN,,NaN,,,,NaN,,,NaN
586,78,78,-11,NaN,25,NaN,25,25,,NaN,,100,NaN
587,,,,NaN,,NaN,,,,NaN,,,NaN
588,78,77,-11,NaN,25,NaN,25,25,,NaN,,100,NaN
589,,,,NaN,,NaN,,,,NaN,,,NaN
590,78,77,-11,NaN,26,NaN,26,26,,NaN,,100,NaN
591,,,,NaN,,NaN,,,,NaN,,,NaN
592,78,77,-11,NaN,26,NaN,26,26,,NaN,,100,NaN
593,,,,NaN,,NaN,,,,NaN,,,NaN
594,77,77,-10,NaN,26,NaN,26,26,,NaN,,100,NaN
595,,,,NaN,,NaN,,,,NaN,,,NaN
596,77,77,-10,NaN,26,NaN,26,26,,NaN,,100,NaN
597,,,,NaN,,NaN,,,,NaN,,,NaN
598,77,77,-10,NaN,26,NaN,26,26,,NaN,,100,NaN
599,,,,NaN,,NaN,,,,NaN,,,NaN
600,77,78,-10,NaN,26,NaN,26,26,,NaN,,100,NaN
601,,,,NaN,,NaN,,,,NaN,,,NaN
602,77,78,-10,NaN,25,NaN,25,25,,NaN,,100,NaN
603,,,,NaN,,NaN,,,,NaN,,,NaN
604,77,77,-10,NaN,25,NaN,25,25,,NaN,,100,NaN
605,,,,NaN,,NaN,,,,NaN,,,NaN
606,77,77,-11,NaN,25,NaN,25,25,,NaN,,100,NaN
607,,,,NaN,,NaN,,,,NaN,,,NaN
608,,76,-11,NaN,25,NaN,25,25,,NaN,,,NaN
609,,,,NaN,,NaN,,,,NaN,,,NaN
610,,76,-11,NaN,25,NaN,25,25,,NaN,,,NaN
611,,,,NaN,,NaN,,,,NaN,,,NaN
612,,76,-10,NaN,25,NaN,25,25,,NaN,,,NaN
613,,,,NaN,,NaN,,,,NaN,,,NaN
614,,76,-10,NaN,25,NaN,25,25,,NaN,,,NaN
615,,,,NaN,,NaN,,,,NaN,,,NaN
616,77,76,-10,NaN,25,NaN,25,25,,NaN,,100,NaN
617,,,,NaN,,NaN,,,,NaN,,,NaN
618,77,77,-10,NaN,25,NaN,25,25,,NaN,,100,NaN
619,,,,NaN,,NaN,,,,NaN,,,NaN
620,77,78,-10,NaN,25,NaN,25,25,,NaN,,100,NaN
621,,,,NaN,,NaN,,,,NaN,,,NaN
622,77,79,-10,NaN,15,NaN,25,33,,NaN,,100,NaN
623,,,,NaN,,NaN,,,,NaN,,,NaN
624,76,79,-10,NaN,11,NaN,25,41,,NaN,,100,NaN
625,,,,NaN,,NaN,,,,NaN,,,NaN
626,76,79,-10,NaN,19,NaN,25,33,,NaN,,100,NaN
627,,,,NaN,,NaN,,,,NaN,,,NaN
628,76,79,-9,NaN,19,NaN,25,33,,NaN,,100,NaN
629,,,,NaN,,NaN,,,,NaN,,,NaN
630,76,79,-9,NaN,25,NaN,25,25,,NaN,,100,NaN
631,,,,NaN,,NaN,,,,NaN,,,NaN
632,76,79,-10,NaN,25,NaN,25,25,,NaN,,100,NaN
633,,,,NaN,,NaN,,,,NaN,,,NaN
634,76,80,-10,NaN,25,NaN,25,25,,NaN,,100,NaN
635,,,,NaN,,NaN,,,,NaN,,,NaN
636,,81,-11,NaN,25,NaN,25,25,,NaN,,,NaN
637,,,,NaN,,NaN,,,,NaN,,,NaN
638,75,81,-11,NaN,25,NaN,25,25,,NaN,,100,NaN
639,,,,NaN,,NaN,,,,NaN,,,NaN
640,79,81,-11,NaN,25,NaN,25,25,,NaN,,100,NaN
641,,,,NaN,,NaN,,,,NaN,,,NaN
642,79,81,-11,NaN,25,NaN,25,25,,NaN,,100,NaN
643,,,,NaN,,NaN,,,,NaN,,,NaN
644,82,81,-11,NaN,25,NaN,25,25,,NaN,,100,NaN
645,,,,NaN,,NaN,,,,NaN,,,NaN
646,82,81,-11,NaN,25,NaN,25,25,,NaN,,100,NaN
647,,,,NaN,,NaN,,,,NaN,,,NaN
648,82,82,-11,NaN,25,NaN,25,25,,NaN,,100,NaN
649,,,,NaN,,NaN,,,,NaN,,,NaN
650,82,82,-11,NaN,25,NaN,25,25,,NaN,,100,NaN
651,,,,NaN,,NaN,,,,NaN,,,NaN
652,82,81,-11,NaN,25,NaN,25,25,,NaN,,100,NaN
653,,,,NaN,,NaN,,,,NaN,,,NaN
654,82,81,-10,NaN,25,NaN,25,25,,NaN,,100,NaN
655,,,,NaN,,NaN,,,,NaN,,,NaN
656,81,81,-10,NaN,25,NaN,25,25,,NaN,,100,NaN
657,,,,NaN,,NaN,,,,NaN,,,NaN
658,81,81,-10,NaN,25,NaN,25,25,,NaN,,100,NaN
659,,,,NaN,,NaN,,,,NaN,,,NaN
660,82,81,-10,NaN,25,NaN,25,25,,NaN,,100,NaN
661,,,,NaN,,NaN,,,,NaN,,,NaN
662,82,82,-11,NaN,25,NaN,25,25,,NaN,,100,NaN
663,,,,NaN,,NaN,,,,NaN,,,NaN
664,83,82,-11,NaN,25,NaN,25,25,,NaN,,100,NaN
665,,,,NaN,,NaN,,,,NaN,,,NaN
666,83,83,-11,NaN,26,NaN,26,26,,NaN,,100,NaN
667,,,,NaN,,NaN,,,,NaN,,,NaN
668,84,83,-11,NaN,26,NaN,26,26,,NaN,,100,NaN
669,,,,NaN,,NaN,,,,NaN,,,NaN
670,84,83,-11,NaN,25,NaN,25,25,,NaN,,100,NaN
671,,,,NaN,,NaN,,,,NaN,,,NaN
672,84,83,-11,NaN,25,NaN,25,25,,NaN,,100,NaN
673,,,,NaN,,NaN,,,,NaN,,,NaN
674,83,82,-11,NaN,25,NaN,25,25,,NaN,,100,NaN
675,,,,NaN,,NaN,,,,NaN,,,NaN
676,83,82,-11,NaN,25,NaN,25,25,,NaN,,100,NaN
677,,,,NaN,,NaN,,,,NaN,,,NaN
678,82,82,-11,NaN,25,NaN,25,25,,NaN,,100,NaN
679,,,,NaN,,NaN,,,,NaN,,,NaN
680,83,82,-12,NaN,25,NaN,25,25,,NaN,,100,NaN
681,,,,NaN,,NaN,,,,NaN,,,NaN
682,83,82,-12,NaN,25,NaN,25,25,,NaN,,100,NaN
683,,,,NaN,,NaN,,,,NaN,,,NaN
684,83,83,-11,NaN,25,NaN,25,25,,NaN,,100,NaN
685,,,,NaN,,NaN,,,,NaN,,,NaN
686,84,83,-11,NaN,25,NaN,25,25,,NaN,,100,NaN
687,,,,NaN,,NaN,,,,NaN,,,NaN
688,84,84,-11,NaN,25,NaN,25,25,,NaN,,100,NaN
689,,,,NaN,,NaN,,,,NaN,,,NaN
690,85,85,-11,NaN,12,NaN,24,34,,NaN,,100,NaN
691,,,,NaN,,NaN,,,,NaN,,,NaN
692,85,85,-11,NaN,2,NaN,24,43,,NaN,,100,NaN
693,,,,NaN,,NaN,,,,NaN,,,NaN
694,87,87,-11,NaN,2,NaN,24,43,,NaN,,100,NaN
695,,,,NaN,,NaN,,,,NaN,,,NaN
696,88,88,-11,NaN,26,NaN,26,26,,NaN,,100,NaN
697,,,,NaN,,NaN,,,,NaN,,,NaN
698,89,89,-11,NaN,26,NaN,26,26,,NaN,,100,NaN
699,,,,NaN,,NaN,,,,NaN,,,NaN
700,91,90,-11,NaN,24,NaN,26,26,,NaN,,100,NaN
701,,,,NaN,,NaN,,,,NaN,,,NaN
702,91,91,-11,NaN,15,NaN,24,35,,NaN,,100,NaN
703,,,,NaN,,NaN,,,,NaN,,,NaN
704,92,91,-10,NaN,-18,NaN,23,45,,NaN,,100,NaN
705,,,,NaN,,NaN,,,,NaN,,,NaN
706,92,91,-10,NaN,-70,NaN,20,110,,NaN,,100,NaN
707,,,,NaN,,NaN,,,,NaN,,,NaN
708,92,91,-10,NaN,-46,NaN,22,94,,NaN,,100,NaN
709,,,,NaN,,NaN,,,,NaN,,,NaN
710,91,91,-10,NaN,,NaN,13,,,NaN,,100,NaN
711,,,,NaN,,NaN,,,,NaN,,,NaN
712,91,91,-10,NaN,,NaN,6,,,NaN,,100,NaN
713,,,,NaN,,NaN,,,,NaN,,,NaN
714,91,91,-11,NaN,,NaN,-2,,,NaN,,100,NaN
715,,,,NaN,,NaN,,,,NaN,,,NaN
716,91,90,-11,NaN,,NaN,5,,,NaN,,100,NaN
717,,,,NaN,,NaN,,,,NaN,,,NaN
718,91,90,-11,NaN,-4,NaN,9,35,,NaN,,100,NaN
719,,,,NaN,,NaN,,,,NaN,,,NaN
720,91,90,-11,NaN,7,NaN,13,26,,NaN,,100,NaN
721,,,,NaN,,NaN,,,,NaN,,,NaN
722,91,90,-11,NaN,-2,NaN,13,26,,NaN,,100,NaN
723,,,,NaN,,NaN,,,,NaN,,,NaN
724,91,90,-11,NaN,4,NaN,12,22,,NaN,,100,NaN
725,,,,NaN,,NaN,,,,NaN,,,NaN
726,91,90,-11,NaN,8,NaN,13,21,,NaN,,100,NaN
727,,,,NaN,,NaN,,,,NaN,,,NaN
728,91,90,-11,NaN,13,NaN,14,20,,NaN,,100,NaN
729,,,,NaN,,NaN,,,,NaN,,,NaN
730,91,91,-11,NaN,11,NaN,14,17,,NaN,,100,NaN
731,,,,NaN,,NaN,,,,NaN,,,NaN
732,92,91,-11,NaN,11,NaN,13,16,,NaN,,100,NaN
733,,,,NaN,,NaN,,,,NaN,,,NaN
734,92,91,-11,NaN,13,NaN,15,19,,NaN,,100,NaN
735,,,,NaN,,NaN,,,,NaN,,,NaN
736,92,92,-11,NaN,14,NaN,15,18,,NaN,,100,NaN
737,,,,NaN,,NaN,,,,NaN,,,NaN
738,92,92,-11,NaN,14,NaN,16,17,,NaN,,100,NaN
739,,,,NaN,,NaN,,,,NaN,,,NaN
740,92,91,-11,NaN,14,NaN,16,17,,NaN,0,100,NaN
741,,,,NaN,,NaN,,,,NaN,,,NaN
742,91,91,-11,NaN,17,NaN,17,17,,NaN,0,100,NaN
743,,,,NaN,,NaN,,,,NaN,,,NaN
744,91,91,-12,NaN,17,NaN,17,17,,NaN,0,100,NaN
745,,,,NaN,,NaN,,,,NaN,,,NaN
746,91,90,-12,NaN,-81,NaN,13,79,,NaN,0,100,NaN
747,,,,NaN,,NaN,,,,NaN,,,NaN
748,91,90,-12,NaN,,NaN,8,,0,NaN,41,100,NaN
749,,,,NaN,,NaN,,,,NaN,,,NaN
750,91,90,-12,NaN,,NaN,4,,0,NaN,41,100,NaN
751,,,,NaN,,NaN,,,,NaN,,,NaN
752,90,90,-12,NaN,,NaN,4,,0,NaN,41,100,NaN
753,,,,NaN,,NaN,,,,NaN,,,NaN
754,89,90,-12,NaN,,NaN,5,,0,NaN,41,100,NaN
755,,,,NaN,,NaN,,,,NaN,,,NaN
756,89,90,-12,NaN,,NaN,5,,0,NaN,40,100,NaN
757,,,,NaN,,NaN,,,,NaN,,,NaN
758,90,89,-12,NaN,,NaN,5,,0,NaN,40,100,NaN
759,,,,NaN,,NaN,,,,NaN,,,NaN
760,91,89,-11,NaN,5,NaN,5,5,0,NaN,40,100,NaN
761,,,,NaN,,NaN,,,,NaN,,,NaN
762,90,89,-11,NaN,6,NaN,6,6,0,NaN,40,100,NaN
763,,,,NaN,,NaN,,,,NaN,,,NaN
764,90,89,-11,NaN,6,NaN,6,6,6,NaN,39,100,NaN
765,,,,NaN,,NaN,,,,NaN,,,NaN
766,89,89,-11,NaN,6,NaN,6,6,6,NaN,39,100,NaN
767,,,,NaN,,NaN,,,,NaN,,,NaN
768,89,88,-11,NaN,6,NaN,6,6,6,NaN,39,100,NaN
769,,,,NaN,,NaN,,,,NaN,,,NaN
770,89,88,-11,NaN,6,NaN,6,6,10,NaN,39,100,NaN
771,,,,NaN,,NaN,,,,NaN,,,NaN
772,88,88,-11,NaN,6,NaN,6,6,10,NaN,39,100,NaN
773,,,,NaN,,NaN,,,,NaN,,,NaN
774,88,88,-11,NaN,5,NaN,5,5,10,NaN,39,100,NaN
775,,,,NaN,,NaN,,,,NaN,,,NaN
776,88,88,-11,NaN,5,NaN,5,5,10,NaN,39,100,NaN
777,,,,NaN,,NaN,,,,NaN,,,NaN
778,88,87,-11,NaN,5,NaN,5,5,12,NaN,39,100,NaN
779,,,,NaN,,NaN,,,,NaN,,,NaN
780,88,87,-11,NaN,-12,NaN,5,25,12,NaN,39,100,NaN
781,,,,NaN,,NaN,,,,NaN,,,NaN
782,88,87,-12,NaN,-9,NaN,12,36,12,NaN,39,100,NaN
783,,,,NaN,,NaN,,,,NaN,,,NaN
784,88,87,-12,NaN,9,NaN,14,24,12,NaN,39,100,NaN
785,,,,NaN,,NaN,,,,NaN,,,NaN
786,87,87,-12,NaN,11,NaN,16,20,13,NaN,39,100,NaN
787,,,,NaN,,NaN,,,,NaN,,,NaN
788,87,87,-12,NaN,12,NaN,16,22,13,NaN,39,100,NaN
789,,,,NaN,,NaN,,,,NaN,,,NaN
790,87,86,-12,NaN,15,NaN,16,19,13,NaN,39,100,NaN
791,,,,NaN,,NaN,,,,NaN,,,NaN
792,87,86,-12,NaN,-9,NaN,15,43,13,NaN,39,100,NaN
793,,,,NaN,,NaN,,,,NaN,,,NaN
794,87,86,-11,NaN,1,NaN,13,23,13,NaN,39,100,NaN
795,,,,NaN,,NaN,,,,NaN,,,NaN
796,87,86,-11,NaN,8,NaN,13,19,13,NaN,39,100,NaN
797,,,,NaN,,NaN,,,,NaN,,,NaN
798,87,86,-12,NaN,18,NaN,21,27,13,NaN,39,100,NaN
799,,,,NaN,,NaN,,,,NaN,,,NaN
800,87,86,-12,NaN,20,NaN,22,26,13,NaN,39,100,NaN
801,,,,NaN,,NaN,,,,NaN,,,NaN
802,87,86,-12,NaN,21,NaN,22,24,13,NaN,39,100,NaN
803,,,,NaN,,NaN,,,,NaN,,,NaN
804,87,86,-12,NaN,20,NaN,22,23,13,NaN,39,100,NaN
805,,,,NaN,,NaN,,,,NaN,,,NaN
806,87,86,-12,NaN,20,NaN,22,23,13,NaN,39,100,NaN
807,,,,NaN,,NaN,,,,NaN,,,NaN
808,87,86,-12,NaN,21,NaN,22,23,13,NaN,39,100,NaN
809,,,,NaN,,NaN,,,,NaN,,,NaN
810,87,86,-12,NaN,21,NaN,22,23,13,NaN,39,100,NaN
811,,,,NaN,,NaN,,,,NaN,,,NaN
812,86,86,-12,NaN,5,NaN,18,28,13,NaN,39,100,NaN
813,,,,NaN,,NaN,,,,NaN,,,NaN
814,86,85,-12,NaN,,NaN,4,,13,NaN,39,100,NaN
815,,,,NaN,,NaN,,,,NaN,,,NaN
816,86,85,-12,NaN,,NaN,16,,13,NaN,39,100,NaN
817,,,,NaN,,NaN,,,,NaN,,,NaN
818,86,85,-12,NaN,,NaN,18,,13,NaN,39,100,NaN
819,,,,NaN,,NaN,,,,NaN,,,NaN
820,86,85,-12,NaN,,NaN,16,,13,NaN,39,100,NaN
821,,,,NaN,,NaN,,,,NaN,,,NaN
822,86,85,-12,NaN,2,NaN,15,28,13,NaN,39,100,NaN
823,,,,NaN,,NaN,,,,NaN,,,NaN
824,85,85,-12,NaN,6,NaN,12,19,13,NaN,39,100,NaN
825,,,,NaN,,NaN,,,,NaN,,,NaN
826,85,85,-12,NaN,3,NaN,8,11,13,NaN,39,100,NaN
827,,,,NaN,,NaN,,,,NaN,,,NaN
828,85,85,-11,NaN,,NaN,3,,13,NaN,39,100,NaN
829,,,,NaN,,NaN,,,,NaN,,,NaN
830,86,85,-11,NaN,,NaN,9,,13,NaN,39,100,NaN
831,,,,NaN,,NaN,,,,NaN,,,NaN
832,86,85,-12,NaN,,NaN,9,,13,NaN,39,100,NaN
833,,,,NaN,,NaN,,,,NaN,,,NaN
834,85,85,-12,NaN,,NaN,9,,13,NaN,39,100,NaN
835,,,,NaN,,NaN,,,,NaN,,,NaN
836,85,84,-12,NaN,,NaN,9,,13,NaN,39,100,NaN
837,,,,NaN,,NaN,,,,NaN,,,NaN
838,85,84,-12,NaN,-30,NaN,3,31,13,NaN,39,100,NaN
839,,,,NaN,,NaN,,,,NaN,,,NaN
840,85,84,-12,NaN,,NaN,1,,13,NaN,39,100,NaN
841,,,,NaN,,NaN,,,,NaN,,,NaN
842,85,84,-12,NaN,,NaN,66,,13,NaN,39,100,NaN
843,,,,NaN,,NaN,,,,NaN,,,NaN
844,85,84,-12,NaN,,NaN,74,,13,NaN,39,100,NaN
845,,,,NaN,,NaN,,,,NaN,,,NaN
846,84,84,-12,NaN,,NaN,68,,13,NaN,39,100,NaN
847,,,,NaN,,NaN,,,,NaN,,,NaN
848,84,84,-12,NaN,,NaN,66,,13,NaN,40,100,NaN
849,,,,NaN,,NaN,,,,NaN,,,NaN
850,84,83,-12,NaN,,NaN,64,,13,NaN,40,100,NaN
851,,,,NaN,,NaN,,,,NaN,,,NaN
852,84,83,-12,NaN,36,NaN,63,122,13,NaN,40,100,NaN
853,,,,NaN,,NaN,,,,NaN,,,NaN
854,84,83,-12,NaN,46,NaN,64,115,13,NaN,40,100,NaN
855,,,,NaN,,NaN,,,,NaN,,,NaN
856,84,83,-12,NaN,47,NaN,65,115,13,NaN,40,100,NaN
857,,,,NaN,,NaN,,,,NaN,,,NaN
858,84,83,-11,NaN,43,NaN,67,119,13,NaN,40,100,NaN
859,,,,NaN,,NaN,,,,NaN,,,NaN
860,84,83,-11,NaN,35,NaN,65,119,13,NaN,40,100,NaN
861,,,,NaN,,NaN,,,,NaN,,,NaN
862,84,83,-11,NaN,45,NaN,66,116,13,NaN,39,100,NaN
863,,,,NaN,,NaN,,,,NaN,,,NaN
864,84,83,-11,NaN,46,NaN,65,116,13,NaN,39,100,NaN
865,,,,NaN,,NaN,,,,NaN,,,NaN
866,84,83,-11,NaN,50,NaN,65,115,13,NaN,39,100,NaN
867,,,,NaN,,NaN,,,,NaN,,,NaN
868,84,83,-12,NaN,46,NaN,65,114,13,NaN,39,100,NaN
869,,,,NaN,,NaN,,,,NaN,,,NaN
870,84,83,-12,NaN,43,NaN,65,114,13,NaN,39,100,NaN
871,,,,NaN,,NaN,,,,NaN,,,NaN
872,84,83,-12,NaN,48,NaN,65,116,13,NaN,39,100,NaN
873,,,,NaN,,NaN,,,,NaN,,,NaN
874,84,83,-12,NaN,48,NaN,65,115,13,NaN,39,100,NaN
875,,,,NaN,,NaN,,,,NaN,,,NaN
876,84,83,-12,NaN,37,NaN,62,108,13,NaN,39,100,NaN
877,,,,NaN,,NaN,,,,NaN,,,NaN
878,84,83,-12,NaN,47,NaN,63,113,13,NaN,40,100,NaN
879,,,,NaN,,NaN,,,,NaN,,,NaN
880,84,83,-12,NaN,49,NaN,64,114,13,NaN,40,100,NaN
881,,,,NaN,,NaN,,,,NaN,,,NaN
882,84,83,-12,NaN,49,NaN,64,114,13,NaN,40,100,NaN
883,,,,NaN,,NaN,,,,NaN,,,NaN
884,84,83,-12,NaN,49,NaN,64,113,13,NaN,40,100,NaN
885,,,,NaN,,NaN,,,,NaN,,,NaN
886,84,83,-12,NaN,48,NaN,64,114,13,NaN,40,100,NaN
