time,Solar8000/PLETH_HR,Solar8000/ART_MBP,SNUADC/ART,SNUADC/ECG_V5,Solar8000/HR,Solar8000/ART_DBP,Solar8000/CVP,Solar8000/ETCO2,SNUADC/CVP,Solar8000/ART_SBP,SNUADC/ECG_II,Solar8000/RR_CO2,Solar8000/PLETH_SPO2
9772,,,NaN,NaN,,,,,NaN,,NaN,,
9773,92,78,NaN,NaN,92,60,11,31,NaN,104,NaN,11,100
9774,,,NaN,NaN,,,,,NaN,,NaN,,
9775,92,80,NaN,NaN,92,60,11,31,NaN,105,NaN,11,100
9776,,,NaN,NaN,,,,,NaN,,NaN,,
9777,92,78,NaN,NaN,92,58,11,31,NaN,101,NaN,11,100
9778,,,NaN,NaN,,,,,NaN,,NaN,,
9779,92,79,NaN,NaN,92,62,11,32,NaN,104,NaN,11,100
9780,,,NaN,NaN,,,,,NaN,,NaN,,
9781,94,78,NaN,NaN,93,60,11,32,NaN,104,NaN,11,100
9782,,,NaN,NaN,,,,,NaN,,NaN,,
9783,92,78,NaN,NaN,92,59,11,32,NaN,102,NaN,11,100
9784,,,NaN,NaN,,,,,NaN,,NaN,,
9785,92,79,NaN,NaN,92,59,11,32,NaN,105,NaN,11,100
9786,,,NaN,NaN,,,,,NaN,,NaN,,
9787,92,77,NaN,NaN,91,57,11,32,NaN,101,NaN,11,100
9788,,,NaN,NaN,,,,,NaN,,NaN,,
9789,92,75,NaN,NaN,91,56,11,32,NaN,99,NaN,11,100
9790,,,NaN,NaN,,,,,NaN,,NaN,,
9791,92,76,NaN,NaN,91,57,10,32,NaN,102,NaN,11,100
9792,,,NaN,NaN,,,,,NaN,,NaN,,
9793,91,74,NaN,NaN,91,56,10,32,NaN,97,NaN,11,100
9794,,,NaN,NaN,,,,,NaN,,NaN,,
9795,91,76,NaN,NaN,91,58,11,32,NaN,101,NaN,11,100
9796,,,NaN,NaN,,,,,NaN,,NaN,,
9797,91,77,NaN,NaN,91,56,11,32,NaN,105,NaN,11,100
9798,,,NaN,NaN,,,,,NaN,,NaN,,
9799,91,76,NaN,NaN,93,56,11,32,NaN,103,NaN,11,100
9800,,,NaN,NaN,,,,,NaN,,NaN,,
9801,90,79,NaN,NaN,92,61,11,32,NaN,107,NaN,11,100
9802,,,NaN,NaN,,,,,NaN,,NaN,,
9803,91,79,NaN,NaN,92,59,11,32,NaN,104,NaN,11,100
9804,,,NaN,NaN,,,,,NaN,,NaN,,
9805,90,79,NaN,NaN,91,59,11,32,NaN,104,NaN,11,100
9806,,,NaN,NaN,,,,,NaN,,NaN,,
9807,92,79,NaN,NaN,91,59,11,32,NaN,102,NaN,11,100
9808,,,NaN,NaN,,,,,NaN,,NaN,,
9809,92,78,NaN,NaN,91,59,11,32,NaN,100,NaN,11,100
9810,,,NaN,NaN,,,,,NaN,,NaN,,
9811,92,79,NaN,NaN,91,61,10,32,NaN,102,NaN,11,100
9812,,,NaN,NaN,,,,,NaN,,NaN,,
9813,92,80,NaN,NaN,91,61,10,32,NaN,106,NaN,11,100
9814,,,NaN,NaN,,,,,NaN,,NaN,,
9815,90,78,NaN,NaN,91,60,11,32,NaN,99,NaN,11,100
9816,,,NaN,NaN,,,,,NaN,,NaN,,
9817,92,78,NaN,NaN,91,59,11,32,NaN,101,NaN,11,100
9818,,,NaN,NaN,,,,,NaN,,NaN,,
9819,92,77,NaN,NaN,91,58,11,32,NaN,101,NaN,11,100
9820,,,NaN,NaN,,,,,NaN,,NaN,,
9821,91,76,NaN,NaN,91,58,11,32,NaN,98,NaN,11,100
9822,,,NaN,NaN,,,,,NaN,,NaN,,
9823,91,77,NaN,NaN,91,60,11,32,NaN,102,NaN,11,100
9824,,,NaN,NaN,,,,,NaN,,NaN,,
9825,91,78,NaN,NaN,91,60,11,32,NaN,101,NaN,11,100
9826,,,NaN,NaN,,,,,NaN,,NaN,,
9827,91,80,NaN,NaN,91,65,11,32,NaN,101,NaN,11,100
9828,,,NaN,NaN,,,,,NaN,,NaN,,
9829,91,83,NaN,NaN,91,68,10,32,NaN,105,NaN,11,100
9830,,,NaN,NaN,,,,,NaN,,NaN,,
9831,91,83,NaN,NaN,91,68,10,32,NaN,99,NaN,11,100
9832,,,NaN,NaN,,,,,NaN,,NaN,,
9833,92,85,NaN,NaN,91,71,11,32,NaN,102,NaN,11,100
9834,,,NaN,NaN,,,,,NaN,,NaN,,
9835,92,87,NaN,NaN,91,70,11,32,NaN,106,NaN,11,100
9836,,,NaN,NaN,,,,,NaN,,NaN,,
9837,92,83,NaN,NaN,91,65,11,32,NaN,101,NaN,11,100
9838,,,NaN,NaN,,,,,NaN,,NaN,,
9839,92,84,NaN,NaN,91,68,11,32,NaN,105,NaN,11,100
9840,,,NaN,NaN,,,,,NaN,,NaN,,
9841,92,85,NaN,NaN,91,71,11,32,NaN,102,NaN,11,100
9842,,,NaN,NaN,,,,,NaN,,NaN,,
9843,92,81,NaN,NaN,91,60,11,32,NaN,100,NaN,11,100
9844,,,NaN,NaN,,,,,NaN,,NaN,,
9845,92,79,NaN,NaN,92,61,10,32,NaN,103,NaN,11,100
9846,,,NaN,NaN,,,,,NaN,,NaN,,
9847,92,78,NaN,NaN,92,59,10,32,NaN,98,NaN,11,100
9848,,,NaN,NaN,,,,,NaN,,NaN,,
9849,92,77,NaN,NaN,91,60,10,32,NaN,99,NaN,11,100
9850,,,NaN,NaN,,,,,NaN,,NaN,,
9851,92,79,NaN,NaN,91,61,10,32,NaN,103,NaN,11,100
9852,,,NaN,NaN,,,,,NaN,,NaN,,
9853,92,78,NaN,NaN,91,63,10,32,NaN,96,NaN,11,100
9854,,,NaN,NaN,,,,,NaN,,NaN,,
9855,92,80,NaN,NaN,91,65,11,32,NaN,99,NaN,11,100
9856,,,NaN,NaN,,,,,NaN,,NaN,,
9857,92,81,NaN,NaN,91,64,11,32,NaN,102,NaN,11,100
9858,,,NaN,NaN,,,,,NaN,,NaN,,
9859,91,79,NaN,NaN,91,63,11,32,NaN,97,NaN,11,100
9860,,,NaN,NaN,,,,,NaN,,NaN,,
9861,92,80,NaN,NaN,91,64,11,32,NaN,102,NaN,11,100
9862,,,NaN,NaN,,,,,NaN,,NaN,,
9863,92,81,NaN,NaN,91,63,11,32,NaN,101,NaN,11,100
9864,,,NaN,NaN,,,,,NaN,,NaN,,
9865,92,80,NaN,NaN,91,63,11,32,NaN,99,NaN,11,100
9866,,,NaN,NaN,,,,,NaN,,NaN,,
9867,92,81,NaN,NaN,91,65,10,32,NaN,103,NaN,11,100
9868,,,NaN,NaN,,,,,NaN,,NaN,,
9869,92,79,NaN,NaN,91,59,10,32,NaN,99,NaN,11,100
9870,,,NaN,NaN,,,,,NaN,,NaN,,
9871,92,77,NaN,NaN,91,58,11,32,NaN,99,NaN,11,100
9872,,,NaN,NaN,,,,,NaN,,NaN,,
9873,92,78,NaN,NaN,92,60,11,32,NaN,101,NaN,11,100
9874,,,NaN,NaN,,,,,NaN,,NaN,,
9875,92,76,NaN,NaN,91,59,11,32,NaN,96,NaN,11,100
9876,,,NaN,NaN,,,,,NaN,,NaN,,
9877,92,77,NaN,NaN,91,61,11,32,NaN,100,NaN,11,100
9878,,,NaN,NaN,,,,,NaN,,NaN,,
9879,92,78,NaN,NaN,91,60,11,32,NaN,99,NaN,11,100
9880,,,NaN,NaN,,,,,NaN,,NaN,,
9881,91,76,NaN,NaN,91,60,11,32,NaN,96,NaN,11,100
9882,,,NaN,NaN,,,,,NaN,,NaN,,
9883,91,80,NaN,NaN,91,67,11,32,NaN,101,NaN,11,100
9884,,,NaN,NaN,,,,,NaN,,NaN,,
9885,91,79,NaN,NaN,91,62,10,32,NaN,95,NaN,11,100
9886,,,NaN,NaN,,,,,NaN,,NaN,,
9887,91,76,NaN,NaN,91,57,10,32,NaN,96,NaN,11,100
9888,,,NaN,NaN,,,,,NaN,,NaN,,
9889,92,76,NaN,NaN,91,58,10,32,NaN,100,NaN,11,100
9890,,,NaN,NaN,,,,,NaN,,NaN,,
9891,91,73,NaN,NaN,91,55,10,32,NaN,94,NaN,11,100
9892,,,NaN,NaN,,,,,NaN,,NaN,,
9893,92,74,NaN,NaN,91,57,11,32,NaN,96,NaN,11,100
9894,,,NaN,NaN,,,,,NaN,,NaN,,
9895,92,75,NaN,NaN,91,58,11,32,NaN,100,NaN,11,100
9896,,,NaN,NaN,,,,,NaN,,NaN,,
9897,92,73,NaN,NaN,91,56,11,32,NaN,94,NaN,11,100
9898,,,NaN,NaN,,,,,NaN,,NaN,,
9899,92,74,NaN,NaN,91,57,11,32,NaN,98,NaN,11,100
9900,,,NaN,NaN,,,,,NaN,,NaN,,
9901,92,75,NaN,NaN,91,57,11,32,NaN,98,NaN,11,100
9902,,,NaN,NaN,,,,,NaN,,NaN,,
9903,92,73,NaN,NaN,91,56,11,32,NaN,94,NaN,11,100
9904,,,NaN,NaN,,,,,NaN,,NaN,,
9905,92,75,NaN,NaN,91,59,10,32,NaN,98,NaN,11,100
9906,,,NaN,NaN,,,,,NaN,,NaN,,
9907,92,75,NaN,NaN,91,59,10,32,NaN,95,NaN,11,100
9908,,,NaN,NaN,,,,,NaN,,NaN,,
9909,92,75,NaN,NaN,91,58,10,32,NaN,94,NaN,11,100
9910,,,NaN,NaN,,,,,NaN,,NaN,,
9911,92,75,NaN,NaN,91,58,10,32,NaN,97,NaN,11,100
9912,,,NaN,NaN,,,,,NaN,,NaN,,
9913,91,73,NaN,NaN,91,55,11,32,NaN,92,NaN,11,100
9914,,,NaN,NaN,,,,,NaN,,NaN,,
9915,91,73,NaN,NaN,91,57,11,32,NaN,94,NaN,11,100
9916,,,NaN,NaN,,,,,NaN,,NaN,,
9917,91,73,NaN,NaN,91,55,11,32,NaN,94,NaN,11,100
9918,,,NaN,NaN,,,,,NaN,,NaN,,
9919,91,73,NaN,NaN,91,55,11,32,NaN,94,NaN,11,100
9920,,,NaN,NaN,,,,,NaN,,NaN,,
9921,91,75,NaN,NaN,91,66,11,32,NaN,93,NaN,11,100
9922,,,NaN,NaN,,,,,NaN,,NaN,,
9923,92,77,NaN,NaN,91,65,11,32,NaN,86,NaN,11,100
9924,,,NaN,NaN,,,,,NaN,,NaN,,
9925,91,75,NaN,NaN,91,58,11,32,NaN,93,NaN,11,100
9926,,,NaN,NaN,,,,,NaN,,NaN,,
9927,92,76,NaN,NaN,91,59,10,32,NaN,99,NaN,11,100
9928,,,NaN,NaN,,,,,NaN,,NaN,,
9929,92,75,NaN,NaN,91,57,10,32,NaN,94,NaN,11,100
9930,,,NaN,NaN,,,,,NaN,,NaN,,
9931,91,75,NaN,NaN,91,58,11,32,NaN,95,NaN,11,100
9932,,,NaN,NaN,,,,,NaN,,NaN,,
9933,92,76,NaN,NaN,91,59,11,32,NaN,99,NaN,11,100
9934,,,NaN,NaN,,,,,NaN,,NaN,,
9935,91,74,NaN,NaN,91,57,11,32,NaN,93,NaN,11,100
9936,,,NaN,NaN,,,,,NaN,,NaN,,
9937,92,75,NaN,NaN,91,58,11,32,NaN,96,NaN,11,100
9938,,,NaN,NaN,,,,,NaN,,NaN,,
9939,92,76,NaN,NaN,91,58,11,32,NaN,98,NaN,11,100
9940,,,NaN,NaN,,,,,NaN,,NaN,,
9941,92,74,NaN,NaN,91,57,11,32,NaN,93,NaN,11,100
9942,,,NaN,NaN,,,,,NaN,,NaN,,
9943,92,75,NaN,NaN,91,59,10,32,NaN,95,NaN,11,100
9944,,,NaN,NaN,,,,,NaN,,NaN,,
9945,92,74,NaN,NaN,91,57,10,32,NaN,94,NaN,11,100
9946,,,NaN,NaN,,,,,NaN,,NaN,,
9947,92,73,NaN,NaN,91,57,10,32,NaN,93,NaN,11,100
9948,,,NaN,NaN,,,,,NaN,,NaN,,
9949,92,75,NaN,NaN,91,58,10,32,NaN,97,NaN,11,100
9950,,,NaN,NaN,,,,,NaN,,NaN,,
9951,92,73,NaN,NaN,91,55,10,32,NaN,93,NaN,11,100
9952,,,NaN,NaN,,,,,NaN,,NaN,,
9953,91,72,NaN,NaN,91,55,11,32,NaN,93,NaN,11,100
9954,,,NaN,NaN,,,,,NaN,,NaN,,
9955,91,72,NaN,NaN,90,57,11,32,NaN,95,NaN,11,100
9956,,,NaN,NaN,,,,,NaN,,NaN,,
9957,91,71,NaN,NaN,90,54,11,32,NaN,90,NaN,11,100
9958,,,NaN,NaN,,,,,NaN,,NaN,,
9959,91,71,NaN,NaN,90,54,11,32,NaN,91,NaN,11,100
9960,,,NaN,NaN,,,,,NaN,,NaN,,
9961,90,71,NaN,NaN,89,55,11,32,NaN,91,NaN,11,100
9962,,,NaN,NaN,,,,,NaN,,NaN,,
9963,89,69,NaN,NaN,89,53,11,32,NaN,86,NaN,11,99
9964,,,NaN,NaN,,,,,NaN,,NaN,,
9965,89,68,NaN,NaN,88,52,10,32,NaN,87,NaN,11,99
9966,,,NaN,NaN,,,,,NaN,,NaN,,
9967,88,67,NaN,NaN,88,52,10,32,NaN,84,NaN,11,99
9968,,,NaN,NaN,,,,,NaN,,NaN,,
9969,88,67,NaN,NaN,87,60,10,32,NaN,75,NaN,11,99
9970,,,NaN,NaN,,,,,NaN,,NaN,,
9971,88,68,NaN,NaN,87,59,10,32,NaN,76,NaN,11,99
9972,,,NaN,NaN,,,,,NaN,,NaN,,
9973,88,66,NaN,NaN,87,58,10,32,NaN,70,NaN,11,99
9974,,,NaN,NaN,,,,,NaN,,NaN,,
9975,88,69,NaN,NaN,87,,10,32,NaN,,NaN,11,100
9976,,,NaN,NaN,,,,,NaN,,NaN,,
9977,88,237,NaN,NaN,87,,10,32,NaN,,NaN,11,100
9978,,,NaN,NaN,,,,,NaN,,NaN,,
9979,88,199,NaN,NaN,87,,10,32,NaN,,NaN,11,100
9980,,,NaN,NaN,,,,,NaN,,NaN,,
9981,88,199,NaN,NaN,87,,10,31,NaN,,NaN,11,100
9982,,,NaN,NaN,,,,,NaN,,NaN,,
9983,88,121,NaN,NaN,86,,10,31,NaN,,NaN,11,100
9984,,,NaN,NaN,,,,,NaN,,NaN,,
9985,87,87,NaN,NaN,86,,10,31,NaN,,NaN,11,100
9986,,,NaN,NaN,,,,,NaN,,NaN,,
9987,87,75,NaN,NaN,87,,10,31,NaN,,NaN,11,99
9988,,,NaN,NaN,,,,,NaN,,NaN,,
9989,87,67,NaN,NaN,87,,10,31,NaN,,NaN,11,99
9990,,,NaN,NaN,,,,,NaN,,NaN,,
9991,87,64,NaN,NaN,87,48,11,31,NaN,82,NaN,11,99
9992,,,NaN,NaN,,,,,NaN,,NaN,,
9993,87,66,NaN,NaN,87,50,11,31,NaN,85,NaN,11,99
9994,,,NaN,NaN,,,,,NaN,,NaN,,
9995,87,65,NaN,NaN,88,50,11,32,NaN,83,NaN,11,99
9996,,,NaN,NaN,,,,,NaN,,NaN,,
9997,88,67,NaN,NaN,88,52,11,32,NaN,87,NaN,11,100
9998,,,NaN,NaN,,,,,NaN,,NaN,,
9999,88,69,NaN,NaN,88,53,11,32,NaN,90,NaN,11,100
10000,,,NaN,NaN,,,,,NaN,,NaN,,
10001,89,70,NaN,NaN,89,54,11,32,NaN,90,NaN,11,100
10002,,,NaN,NaN,,,,,NaN,,NaN,,
10003,90,73,NaN,NaN,90,57,10,32,NaN,96,NaN,11,100
10004,,,NaN,NaN,,,,,NaN,,NaN,,
10005,90,73,NaN,NaN,90,56,10,32,NaN,96,NaN,11,100
10006,,,NaN,NaN,,,,,NaN,,NaN,,
10007,91,73,NaN,NaN,90,55,11,32,NaN,97,NaN,11,100
10008,,,NaN,NaN,,,,,NaN,,NaN,,
10009,91,75,NaN,NaN,90,56,11,32,NaN,100,NaN,11,100
10010,,,NaN,NaN,,,,,NaN,,NaN,,
10011,91,74,NaN,NaN,91,55,11,32,NaN,98,NaN,11,100
10012,,,NaN,NaN,,,,,NaN,,NaN,,
10013,92,75,NaN,NaN,91,57,11,32,NaN,101,NaN,11,100
10014,,,NaN,NaN,,,,,NaN,,NaN,,
10015,92,78,NaN,NaN,91,59,11,32,NaN,105,NaN,11,100
10016,,,NaN,NaN,,,,,NaN,,NaN,,
10017,92,78,NaN,NaN,91,58,11,32,NaN,105,NaN,11,100
10018,,,NaN,NaN,,,,,NaN,,NaN,,
10019,92,80,NaN,NaN,92,60,11,32,NaN,111,NaN,11,100
10020,,,NaN,NaN,,,,,NaN,,NaN,,
10021,92,80,NaN,NaN,92,59,11,32,NaN,108,NaN,11,100
10022,,,NaN,NaN,,,,,NaN,,NaN,,
10023,92,80,NaN,NaN,92,59,11,32,NaN,109,NaN,11,100
10024,,,NaN,NaN,,,,,NaN,,NaN,,
10025,92,82,NaN,NaN,90,60,10,32,NaN,112,NaN,11,100
10026,,,NaN,NaN,,,,,NaN,,NaN,,
10027,92,80,NaN,NaN,91,59,10,32,NaN,108,NaN,11,100
10028,,,NaN,NaN,,,,,NaN,,NaN,,
10029,92,81,NaN,NaN,91,60,11,32,NaN,110,NaN,11,100
10030,,,NaN,NaN,,,,,NaN,,NaN,,
10031,92,83,NaN,NaN,91,61,11,32,NaN,114,NaN,11,100
10032,,,NaN,NaN,,,,,NaN,,NaN,,
10033,92,81,NaN,NaN,91,59,11,32,NaN,110,NaN,11,100
10034,,,NaN,NaN,,,,,NaN,,NaN,,
10035,92,82,NaN,NaN,91,60,11,32,NaN,113,NaN,11,100
10036,,,NaN,NaN,,,,,NaN,,NaN,,
10037,92,83,NaN,NaN,91,61,11,32,NaN,115,NaN,11,100
10038,,,NaN,NaN,,,,,NaN,,NaN,,
10039,92,82,NaN,NaN,91,59,11,32,NaN,111,NaN,11,100
10040,,,NaN,NaN,,,,,NaN,,NaN,,
10041,91,82,NaN,NaN,91,60,10,32,NaN,114,NaN,11,100
10042,,,NaN,NaN,,,,,NaN,,NaN,,
10043,91,82,NaN,NaN,91,61,10,32,NaN,112,NaN,11,100
10044,,,NaN,NaN,,,,,NaN,,NaN,,
10045,92,80,NaN,NaN,92,58,10,32,NaN,110,NaN,11,100
10046,,,NaN,NaN,,,,,NaN,,NaN,,
10047,93,80,NaN,NaN,94,59,11,32,NaN,112,NaN,11,100
10048,,,NaN,NaN,,,,,NaN,,NaN,,
10049,92,81,NaN,NaN,92,60,11,32,NaN,111,NaN,11,100
10050,,,NaN,NaN,,,,,NaN,,NaN,,
10051,91,82,NaN,NaN,91,60,11,32,NaN,114,NaN,11,100
10052,,,NaN,NaN,,,,,NaN,,NaN,,
10053,92,84,NaN,NaN,90,62,11,32,NaN,118,NaN,11,100
10054,,,NaN,NaN,,,,,NaN,,NaN,,
10055,92,82,NaN,NaN,92,60,12,32,NaN,112,NaN,11,100
10056,,,NaN,NaN,,,,,NaN,,NaN,,
10057,92,83,NaN,NaN,92,61,12,32,NaN,115,NaN,11,100
10058,,,NaN,NaN,,,,,NaN,,NaN,,
10059,92,84,NaN,NaN,92,61,11,32,NaN,116,NaN,11,100
10060,,,NaN,NaN,,,,,NaN,,NaN,,
10061,92,83,NaN,NaN,92,60,11,32,NaN,113,NaN,11,100
10062,,,NaN,NaN,,,,,NaN,,NaN,,
10063,92,84,NaN,NaN,92,62,11,32,NaN,116,NaN,11,100
10064,,,NaN,NaN,,,,,NaN,,NaN,,
10065,92,83,NaN,NaN,92,60,11,32,NaN,114,NaN,11,100
10066,,,NaN,NaN,,,,,NaN,,NaN,,
10067,92,83,NaN,NaN,91,60,11,32,NaN,114,NaN,11,100
10068,,,NaN,NaN,,,,,NaN,,NaN,,
10069,92,84,NaN,NaN,91,63,11,32,NaN,116,NaN,11,100
10070,,,NaN,NaN,,,,,NaN,,NaN,,
10071,92,84,NaN,NaN,91,62,11,32,NaN,111,NaN,11,100
10072,,,NaN,NaN,,,,,NaN,,NaN,,
10073,92,84,NaN,NaN,91,61,11,32,NaN,113,NaN,11,100
10074,,,NaN,NaN,,,,,NaN,,NaN,,
10075,92,85,NaN,NaN,92,62,11,33,NaN,117,NaN,11,100
10076,,,NaN,NaN,,,,,NaN,,NaN,,
10077,92,83,NaN,NaN,92,60,11,33,NaN,113,NaN,11,100
10078,,,NaN,NaN,,,,,NaN,,NaN,,
10079,92,83,NaN,NaN,92,61,11,33,NaN,116,NaN,11,100
10080,,,NaN,NaN,,,,,NaN,,NaN,,
10081,92,84,NaN,NaN,92,61,11,33,NaN,118,NaN,11,100
10082,,,NaN,NaN,,,,,NaN,,NaN,,
10083,92,83,NaN,NaN,92,60,11,33,NaN,116,NaN,11,100
10084,,,NaN,NaN,,,,,NaN,,NaN,,
10085,92,83,NaN,NaN,92,61,11,33,NaN,117,NaN,11,100
10086,,,NaN,NaN,,,,,NaN,,NaN,,
10087,92,82,NaN,NaN,92,59,11,33,NaN,113,NaN,11,100
10088,,,NaN,NaN,,,,,NaN,,NaN,,
10089,92,82,NaN,NaN,90,60,11,33,NaN,114,NaN,11,100
10090,,,NaN,NaN,,,,,NaN,,NaN,,
10091,92,83,NaN,NaN,92,61,11,32,NaN,116,NaN,11,100
10092,,,NaN,NaN,,,,,NaN,,NaN,,
10093,92,81,NaN,NaN,92,59,11,32,NaN,111,NaN,11,100
10094,,,NaN,NaN,,,,,NaN,,NaN,,
10095,92,82,NaN,NaN,91,60,11,32,NaN,112,NaN,11,100
10096,,,NaN,NaN,,,,,NaN,,NaN,,
10097,92,82,NaN,NaN,91,60,11,33,NaN,114,NaN,11,100
10098,,,NaN,NaN,,,,,NaN,,NaN,,
10099,92,80,NaN,NaN,91,59,11,33,NaN,109,NaN,11,100
10100,,,NaN,NaN,,,,,NaN,,NaN,,
10101,92,81,NaN,NaN,91,60,10,33,NaN,111,NaN,11,100
10102,,,NaN,NaN,,,,,NaN,,NaN,,
10103,92,80,NaN,NaN,91,60,10,33,NaN,110,NaN,11,100
10104,,,NaN,NaN,,,,,NaN,,NaN,,
10105,91,80,NaN,NaN,91,59,10,33,NaN,109,NaN,11,100
10106,,,NaN,NaN,,,,,NaN,,NaN,,
10107,92,82,NaN,NaN,91,61,10,33,NaN,114,NaN,11,100
10108,,,NaN,NaN,,,,,NaN,,NaN,,
10109,92,81,NaN,NaN,91,60,10,33,NaN,112,NaN,11,100
10110,,,NaN,NaN,,,,,NaN,,NaN,,
10111,92,81,NaN,NaN,91,60,11,33,NaN,112,NaN,11,100
10112,,,NaN,NaN,,,,,NaN,,NaN,,
10113,92,84,NaN,NaN,91,64,11,32,NaN,114,NaN,11,100
10114,,,NaN,NaN,,,,,NaN,,NaN,,
10115,92,81,NaN,NaN,91,58,11,32,NaN,107,NaN,11,100
10116,,,NaN,NaN,,,,,NaN,,NaN,,
10117,92,80,NaN,NaN,91,59,11,32,NaN,110,NaN,11,100
10118,,,NaN,NaN,,,,,NaN,,NaN,,
10119,92,80,NaN,NaN,91,59,11,33,NaN,109,NaN,11,100
10120,,,NaN,NaN,,,,,NaN,,NaN,,
10121,92,79,NaN,NaN,91,58,11,33,NaN,107,NaN,11,100
10122,,,NaN,NaN,,,,,NaN,,NaN,,
10123,92,81,NaN,NaN,91,60,10,33,NaN,111,NaN,11,100
10124,,,NaN,NaN,,,,,NaN,,NaN,,
10125,92,80,NaN,NaN,91,58,10,33,NaN,108,NaN,11,100
10126,,,NaN,NaN,,,,,NaN,,NaN,,
10127,92,79,NaN,NaN,91,58,11,33,NaN,109,NaN,11,100
10128,,,NaN,NaN,,,,,NaN,,NaN,,
10129,92,81,NaN,NaN,91,60,11,33,NaN,113,NaN,11,100
10130,,,NaN,NaN,,,,,NaN,,NaN,,
10131,92,80,NaN,NaN,91,58,11,33,NaN,110,NaN,11,100
10132,,,NaN,NaN,,,,,NaN,,NaN,,
10133,92,80,NaN,NaN,91,57,11,33,NaN,109,NaN,11,100
10134,,,NaN,NaN,,,,,NaN,,NaN,,
10135,91,79,NaN,NaN,90,57,11,33,NaN,108,NaN,11,100
10136,,,NaN,NaN,,,,,NaN,,NaN,,
10137,91,77,NaN,NaN,90,55,11,33,NaN,102,NaN,11,100
10138,,,NaN,NaN,,,,,NaN,,NaN,,
10139,91,76,NaN,NaN,90,55,11,33,NaN,104,NaN,11,100
10140,,,NaN,NaN,,,,,NaN,,NaN,,
10141,90,74,NaN,NaN,89,53,10,32,NaN,97,NaN,11,100
10142,,,NaN,NaN,,,,,NaN,,NaN,,
10143,89,71,NaN,NaN,89,53,10,32,NaN,94,NaN,11,100
10144,,,NaN,NaN,,,,,NaN,,NaN,,
10145,89,72,NaN,NaN,89,55,10,32,NaN,97,NaN,11,100
10146,,,NaN,NaN,,,,,NaN,,NaN,,
10147,89,72,NaN,NaN,88,54,10,32,NaN,95,NaN,11,100
10148,,,NaN,NaN,,,,,NaN,,NaN,,
10149,89,73,NaN,NaN,89,56,11,32,NaN,98,NaN,11,100
10150,,,NaN,NaN,,,,,NaN,,NaN,,
10151,90,76,NaN,NaN,89,58,11,32,NaN,103,NaN,11,100
10152,,,NaN,NaN,,,,,NaN,,NaN,,
10153,90,75,NaN,NaN,90,56,11,32,NaN,99,NaN,11,100
10154,,,NaN,NaN,,,,,NaN,,NaN,,
10155,90,75,NaN,NaN,90,56,11,32,NaN,102,NaN,11,100
10156,,,NaN,NaN,,,,,NaN,,NaN,,
10157,90,76,NaN,NaN,90,56,11,32,NaN,102,NaN,11,100
10158,,,NaN,NaN,,,,,NaN,,NaN,,
10159,90,74,NaN,NaN,90,55,11,32,NaN,98,NaN,11,100
10160,,,NaN,NaN,,,,,NaN,,NaN,,
10161,90,75,NaN,NaN,90,57,10,32,NaN,101,NaN,11,100
10162,,,NaN,NaN,,,,,NaN,,NaN,,
10163,90,74,NaN,NaN,89,55,10,32,NaN,99,NaN,11,100
10164,,,NaN,NaN,,,,,NaN,,NaN,,
10165,90,74,NaN,NaN,89,55,11,32,NaN,97,NaN,11,100
10166,,,NaN,NaN,,,,,NaN,,NaN,,
10167,90,75,NaN,NaN,89,57,11,32,NaN,100,NaN,11,100
10168,,,NaN,NaN,,,,,NaN,,NaN,,
10169,90,74,NaN,NaN,89,56,11,32,NaN,97,NaN,11,100
10170,,,NaN,NaN,,,,,NaN,,NaN,,
10171,90,75,NaN,NaN,90,56,11,32,NaN,100,NaN,11,100
10172,,,NaN,NaN,,,,,NaN,,NaN,,
10173,91,76,NaN,NaN,91,57,11,32,NaN,101,NaN,11,100
10174,,,NaN,NaN,,,,,NaN,,NaN,,
10175,91,75,NaN,NaN,91,59,11,33,NaN,96,NaN,11,100
10176,,,NaN,NaN,,,,,NaN,,NaN,,
10177,91,72,NaN,NaN,94,54,11,33,NaN,101,NaN,11,100
10178,,,NaN,NaN,,,,,NaN,,NaN,,
10179,88,74,NaN,NaN,88,56,10,33,NaN,101,NaN,11,100
10180,,,NaN,NaN,,,,,NaN,,NaN,,
10181,86,73,NaN,NaN,86,56,10,32,NaN,96,NaN,11,100
10182,,,NaN,NaN,,,,,NaN,,NaN,,
10183,87,75,NaN,NaN,86,58,10,32,NaN,100,NaN,11,100
10184,,,NaN,NaN,,,,,NaN,,NaN,,
10185,89,75,NaN,NaN,89,57,10,32,NaN,97,NaN,11,100
10186,,,NaN,NaN,,,,,NaN,,NaN,,
10187,90,75,NaN,NaN,90,57,11,32,NaN,99,NaN,11,100
10188,,,NaN,NaN,,,,,NaN,,NaN,,
10189,91,77,NaN,NaN,90,58,11,32,NaN,103,NaN,11,100
10190,,,NaN,NaN,,,,,NaN,,NaN,,
10191,91,75,NaN,NaN,90,56,11,32,NaN,97,NaN,11,100
10192,,,NaN,NaN,,,,,NaN,,NaN,,
10193,91,75,NaN,NaN,90,56,11,32,NaN,99,NaN,11,100
10194,,,NaN,NaN,,,,,NaN,,NaN,,
10195,91,75,NaN,NaN,90,56,11,32,NaN,101,NaN,11,100
10196,,,NaN,NaN,,,,,NaN,,NaN,,
10197,91,74,NaN,NaN,90,55,11,32,NaN,96,NaN,11,100
